YOU	YOU	pn22	YOU	you	0
never	never	av-x	never	never	0
so	so	av	so	so	0
plainly	plainly	av-j	plainly	plain	0
be	be	vbi	be	be	0
discovered	discovered	vvn	discovered	discover	0
error	error	n1	error	error	0
;	;	;	;	;	0
to	to	p-acp	to	to	0
what	what	r-crq	what	what	0
good	good	j	good	good	0
intent	intent	n1	intent	intent	0
can	can	vmb	can	can	0
you	you	pn22	you	you	0
read	read	vvi	read	read	0
?	?	?	?	?	1
It	It	pn31	It	it	0
is	is	vbz	is	be	0
not	not	xx	not	not	0
Truth	Truth	n1	Truth	truth	0
you	you	pn22	you	you	0
are	are	vbr	are	be	0
for	for	p-acp	for	for	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
a	a	dt	a	a	0
Party	Party	n1	Party	party	0
.	.	.	.	.	1
But	But	p-acp	But	but	0
if	if	cs	if	if	0
you	you	pn22	you	you	0
can	can	vmb	can	can	0
be	be	vbi	be	be	0
willing	willing	j	willing	willing	0
to	to	pc-acp	to	to	0
take	take	vvi	take	take	0
in	in	p-acp	in	in	0
Truth	Truth	n1	Truth	truth	0
on	on	p-acp	on	on	0
which	which	r-crq	which	which	0
hand	hand	n1	hand	hand	0
soever	soever	av	soever	soever	0
you	you	pn22	you	you	0
find	find	vvb	find	find	0
it	it	pn31	it	it	0
;	;	;	;	;	0
then	then	av	then	then	0
are	are	vbr	are	be	0
you	you	pn22	you	you	0
capable	capable	j	capable	capable	0
to	to	pc-acp	to	to	0
aim	aim	vvi	aim	aim	0
at	at	p-acp	at	at	0
and	and	cc	and	and	0
receive	receive	vvi	receive	receive	0
profit	profit	n1	profit	profit	0
by	by	p-acp	by	by	0
Reading	Reading	vvg	Reading	read	0
.	.	.	.	.	1
What	What	q-crq	What	what	0
do	do	vdb	do	do	0
you	you	pn22	you	you	0
say	say	vvi	say	say	0
?	?	?	?	?	1
How	How	q-crq	How	how	0
do	do	vdb	do	do	0
you	you	pn22	you	you	0
find	find	vvi	find	find	0
it	it	pn31	it	it	0
with	with	p-acp	with	with	0
you	you	pn22	you	you	0
?	?	?	?	?	1
If	If	cs	If	if	0
our	our	po12	our	our	0
present	present	j	present	present	0
Opinion	Opinion	n1	Opinion	opinion	0
shall	shall	vmb	shall	shall	0
appear	appear	vvi	appear	appear	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
Truth	Truth	n1	Truth	truth	0
,	,	,	,	,	0
we	we	pns12	we	we	0
can	can	vmb	can	can	0
hold	hold	vvi	hold	hold	0
to	to	p-acp	to	to	0
it	it	pn31	it	it	0
:	:	:	:	:	0
Thats	Thats	d|vbz	Thats	that|be	0
not	not	xx	not	not	0
so	so	av	so	so	0
difficult	difficult	j	difficult	difficult	0
a	a	dt	a	a	0
business	business	n1	business	business	0
.	.	.	.	.	1
But	But	p-acp	But	but	0
what	what	q-crq	what	what	0
if	if	cs	if	if	0
the	the	dt	the	the	0
contrary	contrary	j-jn	contrary	contrary	0
Opinion	Opinion	n1	Opinion	opinion	0
proves	proves	vvz	proves	prove	0
true	true	j	true	true	0
?	?	?	?	?	1
If	If	cs	If	if	0
it	it	pn31	it	it	0
should	should	vmd	should	shall	0
indeed	indeed	av	indeed	indeed	0
,	,	,	,	,	0
we	we	pns12	we	we	0
hope	hope	vvb	hope	hope	0
through	through	p-acp	through	through	0
Gods	Gods	npg1	Gods	God	0
grace	grace	n1	grace	grace	0
we	we	pns12	we	we	0
should	should	vmd	should	shall	0
not	not	xx	not	not	0
reject	reject	vvi	reject	reject	0
it	it	pn31	it	it	0
.	.	.	.	.	1
Only	Only	j	Only	only	0
Truth	Truth	n1	Truth	truth	0
leads	leads	vvz	leads	lead	0
to	to	p-acp	to	to	0
Heaven	Heaven	n1	Heaven	heaven	0
:	:	:	:	:	0
we	we	pns12	we	we	0
should	should	vmd	should	shall	0
otherwise	otherwise	av	otherwise	otherwise	0
provoke	provoke	vvi	provoke	provoke	0
God	God	np1	God	God	0
to	to	pc-acp	to	to	0
give	give	vvi	give	give	0
us	us	pno12	us	we	0
up	up	a-acp	up	up	0
to	to	p-acp	to	to	0
strong	strong	j	strong	strong	0
delusions	delusions	n2	delusions	delusion	0
to	to	pc-acp	to	to	0
believe	believe	vvi	believe	believe	0
a	a	dt	a	a	0
lie	lie	n1	lie	lie	0
that	that	cst	that	that	0
we	we	pns12	we	we	0
might	might	vmd	might	may	0
be	be	vbi	be	be	0
damned	damned	vvn	damned	damn	0
.	.	.	.	.	1
This	This	d	This	this	0
is	is	vbz	is	be	0
like	like	j	like	like	0
Persons	Persons	n2	Persons	person	0
that	that	cst	that	that	0
are	are	vbr	are	be	0
in	in	p-acp	in	in	0
good	good	j	good	good	0
earnest	earnest	n1	earnest	earnest	0
for	for	p-acp	for	for	0
Heaven	Heaven	n1	Heaven	heaven	0
.	.	.	.	.	1
But	But	p-acp	But	but	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
good	good	j	good	good	0
for	for	p-acp	for	for	0
you	you	pn22	you	you	0
to	to	pc-acp	to	to	0
consider	consider	vvi	consider	consider	0
before	before	p-acp	before	before	0
hand	hand	n1	hand	hand	0
,	,	,	,	,	0
that	that	cst	that	that	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
no	no	dx	no	no	0
easie	easie	j	easy	easy	0
thing	thing	n1	thing	thing	0
to	to	pc-acp	to	to	0
part	part	vvi	part	part	0
with	with	p-acp	with	with	0
an	an	dt	and	a	0
Opinion	Opinion	n1	Opinion	opinion	0
,	,	,	,	,	0
you	you	pn22	you	you	0
have	have	vhb	have	have	0
been	been	vbn	been	be	0
long	long	av-j	long	long	0
wedded	wedded	vvn	wedded	wed	0
to	to	p-acp	to	to	0
,	,	,	,	,	0
and	and	cc	and	and	0
it	it	pn31	it	it	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
commended	commended	vvn	commended	commend	0
,	,	,	,	,	0
and	and	cc	and	and	0
contended	contended	vvd	contended	contend	0
for	for	p-acp	for	for	0
;	;	;	;	;	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
reconciled	reconciled	vvn	reconciled	reconcile	0
to	to	p-acp	to	to	0
an	an	dt	and	a	0
Opinion	Opinion	n1	Opinion	opinion	0
,	,	,	,	,	0
at	at	p-acp	at	at	0
which	which	r-crq	which	which	0
you	you	pn22	you	you	0
have	have	vhb	have	have	0
,	,	,	,	,	0
it	it	pn31	it	it	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
,	,	,	,	,	0
for	for	c-acp	for	for	0
several	several	j	several	several	0
years	years	n2	years	year	0
taken	taken	vvn	taken	take	0
distast	distast	n1	distaste	distaste	0
,	,	,	,	,	0
and	and	cc	and	and	0
opposed	opposed	vvn	opposed	oppose	0
;	;	;	;	;	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
expose	expose	vvi	expose	expose	0
your	your	po22	your	your	0
self	self	n1	self	self	0
to	to	pc-acp	to	to	0
disgrace	disgrace	vvi	disgrace	disgrace	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
openly	openly	av-j	openly	open	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
it	it	pn31	it	it	0
were	were	vbdr	were	be	0
,	,	,	,	,	0
proclaiming	proclaiming	vvg	proclaiming	proclaim	0
your	your	po22	your	your	0
own	own	d	own	own	0
ignorance	ignorance	n1	ignorance	ignorance	0
during	during	p-acp	during	during	0
that	that	d	that	that	0
time	time	n1	time	time	0
;	;	;	;	;	0
and	and	cc	and	and	0
by	by	p-acp	by	by	0
becoming	becoming	vvg	becoming	become	0
unconstant	unconstant	j	unconstant	unconstant	0
to	to	p-acp	to	to	0
what	what	r-crq	what	what	0
you	you	pn22	you	you	0
have	have	vhb	have	have	0
so	so	av	so	so	0
long	long	av-j	long	long	0
professed	professed	vvn	professed	profess	0
:	:	:	:	:	0
to	to	pc-acp	to	to	0
bear	bear	vvi	bear	bear	0
the	the	dt	the	the	0
reproach	reproach	n1	reproach	reproach	0
,	,	,	,	,	0
ill	ill	av-jn	ill	ill	0
will	will	vmb	will	will	0
and	and	cc	and	and	0
malice	malice	n1	malice	malice	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
own	own	d	own	own	0
Party	Party	n1	Party	party	0
;	;	;	;	;	0
they	they	pns32	they	they	0
will	will	vmb	will	will	0
contemptuously	contemptuously	av-j	contemptuously	contemptuous	0
call	call	vvi	call	call	0
you	you	pn22	you	you	0
Apostates	Apostates	n2	Apostates	apostate	0
,	,	,	,	,	0
and	and	cc	and	and	0
what	what	q-crq	what	what	0
not	not	xx	not	not	0
.	.	.	.	.	1
What	What	q-crq	What	what	0
do	do	vdb	do	do	0
you	you	pn22	you	you	0
now	now	av	now	now	0
say	say	vvi	say	say	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
matter	matter	n1	matter	matter	0
?	?	?	?	?	1
Can	Can	vmb	Can	can	0
you	you	pn22	you	you	0
still	still	av	still	still	0
hold	hold	vvb	hold	hold	0
your	your	po22	your	your	0
purpose	purpose	n1	purpose	purpose	0
?	?	?	?	?	1
Now	Now	av	Now	now	0
you	you	pn22	you	you	0
begin	begin	vvb	begin	begin	0
to	to	pc-acp	to	to	0
stagger	stagger	vvi	stagger	stagger	0
.	.	.	.	.	1
The	The	dt	The	the	0
Devil	Devil	n1	Devil	devil	0
is	is	vbz	is	be	0
an	an	dt	and	a	0
utter	utter	j	utter	utter	0
enemy	enemy	n1	enemy	enemy	0
to	to	p-acp	to	to	0
Truth	Truth	n1	Truth	truth	0
;	;	;	;	;	0
he	he	pns31	he	he	0
knows	knows	vvz	knows	know	0
it	it	pn31	it	it	0
leads	leads	vvz	leads	lead	0
to	to	p-acp	to	to	0
Hea	Hea	zz	Hea	hea	0
∣	∣	sy	∣	∣	0
ven	ven	zf	ven	when	0
.	.	.	.	.	1
In	In	p-acp	In	in	0
this	this	d	this	this	0
case	case	n1	case	case	0
therefore	therefore	av	therefore	therefore	0
he	he	pns31	he	he	0
will	will	vmb	will	will	0
be	be	vbi	be	be	0
prompting	prompting	vvg	prompting	prompt	0
,	,	,	,	,	0
what	what	r-crq	what	what	0
ever	ever	av	ever	ever	0
ha	ha	uh	would	ha	0
∣	∣	sy	∣	∣	0
zard	zard	vvb	zard	zard	0
thou	thou	pns21	thou	thou	0
dost	dost	vd2	dost	do	0
run	run	vvi	run	run	0
,	,	,	,	,	0
spare	spare	vvb	spare	spare	0
thy	thy	po21	thy	thy	0
self	self	n1	self	self	0
.	.	.	.	.	1
Concerning	Concerning	vvg	Concerning	concern	0
the	the	dt	the	the	0
Kings	Kings	n2	Kings	king	0
Mes	Mes	fw-fr	Mes	mes	0
∣	∣	sy	∣	∣	0
senger	senger	n1	senger	senger	0
said	said	vvd	said	say	0
the	the	dt	the	the	0
Prophet	Prophet	n1	Prophet	prophet	0
,	,	,	,	,	0
See	See	vvb	See	see	0
how	how	c-crq	how	how	0
this	this	d	this	this	0
Son	Son	n1	Son	son	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
Murderer	Murderer	n1	Murderer	murderer	0
hath	hath	vhz	hath	have	0
sent	sent	vvn	sent	send	0
to	to	pc-acp	to	to	0
take	take	vvi	take	take	0
away	away	av	away	away	0
mine	mine	po11	mine	my	0
Head	Head	n1	Head	head	0
;	;	;	;	;	0
look	look	vvb	look	look	0
when	when	c-crq	when	when	0
the	the	dt	the	the	0
Messenger	Messenger	n1	Messenger	messenger	0
cometh	cometh	vvz	comes	come	0
shut	shut	vvn	shut	shut	0
the	the	dt	the	the	0
door	door	n1	door	door	0
,	,	,	,	,	0
and	and	cc	and	and	0
hold	hold	vvb	hold	hold	0
him	him	pno31	him	he	0
fast	fast	av-j	fast	fast	0
at	at	p-acp	at	at	0
the	the	dt	the	the	0
door	door	n1	door	door	0
.	.	.	.	.	1
Unless	Unless	cs	Unless	unless	0
the	the	dt	the	the	0
great	great	j	great	great	0
God	God	n1	God	god	0
of	of	pp-f	of	of	0
Hea	Hea	zz	Hea	hea	0
∣	∣	sy	∣	∣	0
ven	ven	zf	ven	when	0
and	and	cc	and	and	0
Earth	Earth	np1-n	Earth	earth	0
stand	stand	vvb	stand	stand	0
by	by	p-acp	by	by	0
you	you	pn22	you	you	0
,	,	,	,	,	0
thus	thus	av	thus	thus	0
will	will	vmb	will	will	0
you	you	pn22	you	you	0
deal	deal	vvi	deal	deal	0
with	with	p-acp	with	with	0
Truth	Truth	n1	Truth	truth	0
,	,	,	,	,	0
if	if	cs	if	if	0
our	our	po12	our	our	0
Opinion	Opinion	n1	Opinion	opinion	0
appear	appear	vvi	appear	appear	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
it	it	pn31	it	it	0
;	;	;	;	;	0
you	you	pn22	you	you	0
will	will	vmb	will	will	0
look	look	vvi	look	look	0
on't	on't	p-acp|pn31	oned	on|it	0
with	with	p-acp	with	with	0
as	as	p-acp	as	as	0
much	much	d	much	much	0
malignity	malignity	n1	malignity	malignity	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
on	on	p-acp	on	on	0
a	a	dt	a	a	0
spiteful	spiteful	j	spiteful	spiteful	0
enemy	enemy	n1	enemy	enemy	0
that	that	cst	that	that	0
would	would	vmd	would	will	0
take	take	vvi	take	take	0
away	away	av	away	away	0
all	all	d	all	all	0
that	that	cst	that	that	0
ever	ever	av	ever	ever	0
you	you	pn22	you	you	0
have	have	vhb	have	have	0
,	,	,	,	,	0
you	you	pn22	you	you	0
would	would	vmd	would	will	0
be	be	vbi	be	be	0
sure	sure	j	sure	sure	0
to	to	pc-acp	to	to	0
bar	bar	vvi	bar	bar	0
it	it	pn31	it	it	0
out	out	av	out	out	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
hearts	hearts	n2	hearts	heart	0
.	.	.	.	.	1
But	But	p-acp	But	but	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
will	will	vmb	will	will	0
enable	enable	vvi	enable	enable	0
all	all	d	all	all	0
his	his	po31	his	his	0
savingly	savingly	av-vvg	savingly	save	0
to	to	pc-acp	to	to	0
take	take	vvi	take	take	0
in	in	p-acp	in	in	0
his	his	po31	his	his	0
Truth	Truth	n1	Truth	truth	0
.	.	.	.	.	1
Concerning	Concerning	vvg	Concerning	concern	0
such	such	d	such	such	0
,	,	,	,	,	0
the	the	dt	the	the	0
Apostle	Apostle	n1	Apostle	apostle	0
could	could	vmd	could	can	0
say	say	vvi	say	say	0
,	,	,	,	,	0
God	God	np1	God	God	0
hath	hath	vhz	hath	have	0
chosen	chosen	vvn	chosen	choose	0
you	you	pn22	you	you	0
to	to	p-acp	to	to	0
Salvation	Salvation	n1	Salvation	salvation	0
,	,	,	,	,	0
through	through	p-acp	through	through	0
sanctification	sanctification	n1	sanctification	sanctification	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Spirit	Spirit	n1	Spirit	spirit	0
,	,	,	,	,	0
and	and	cc	and	and	0
belief	belief	n1	belief	belief	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Truth	Truth	n1	Truth	truth	0
.	.	.	.	.	1
Seek	Seek	vvb	Seek	seek	0
therefore	therefore	av	therefore	therefore	0
your	your	po22	your	your	0
help	help	n1	help	help	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
.	.	.	.	.	1
If	If	cs	If	if	0
he	he	pns31	he	he	0
shall	shall	vmb	shall	shall	0
graciously	graciously	av-j	graciously	gracious	0
transform	transform	vvi	transform	transform	0
you	you	pn22	you	you	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
renewing	renewing	vvg	renewing	renew	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
mind	mind	n1	mind	mind	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
spite	spite	n1	spite	spite	0
of	of	pp-f	of	of	0
flesh	flesh	n1	flesh	flesh	0
and	and	cc	and	and	0
blood	blood	n1	blood	blood	0
,	,	,	,	,	0
Earth	Earth	n1	Earth	earth	0
and	and	cc	and	and	0
Hell	Hell	n1	Hell	hell	0
,	,	,	,	,	0
you	you	pn22	you	you	0
shall	shall	vmb	shall	shall	0
prove	prove	vvi	prove	prove	0
what	what	r-crq	what	what	0
is	is	vbz	is	be	0
that	that	d	that	that	0
good	good	j	good	good	0
and	and	cc	and	and	0
acceptable	acceptable	j	acceptable	acceptable	0
and	and	cc	and	and	0
perfect	perfect	j	perfect	perfect	0
will	will	n1	will	will	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
.	.	.	.	.	1
And	And	cc	And	and	0
so	so	av	so	so	0
shall	shall	vmb	shall	shall	0
your	your	po22	your	your	0
perswasion	perswasion	n1	persuasion	persuasion	0
be	be	vbb	be	be	0
undeceiving	undeceiving	vvg	undeceiving	undeceive	0
;	;	;	;	;	0
so	so	av	so	so	0
shall	shall	vmb	shall	shall	0
your	your	po22	your	your	0
hopes	hopes	n2	hope's	hope	0
be	be	vbb	be	be	0
such	such	d	such	such	0
as	as	c-acp	as	as	0
maketh	maketh	vvz	makes	make	0
not	not	xx	not	not	0
ashamed	ashamed	j	ashamed	ashamed	0
.	.	.	.	.	1
The	The	dt	The	the	0
Desire	Desire	n1	Desire	desire	0
as	as	c-acp	as	as	0
well	well	av	well	well	0
as	as	c-acp	as	as	0
Design	Design	n1	Design	design	0
of	of	pp-f	of	of	1
