WEE	WEE	pns12	we	we	0
In	In	p-acp	In	in	0
that	that	d	that	that	0
day	day	n1	day	day	0
the	the	dt	the	the	0
glory	glory	n1	glory	glory	0
of	of	pp-f	of	of	0
Jacob	Jacob	np1	Jacob	Jacob	0
shall	shall	vmb	shall	shall	0
bee	bee	vbi	be	be	0
made	made	vvn	made	make	0
thin	thin	j	thin	thin	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
fatnesse	fatnesse	n1	fatness	fatness	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
flesh	flesh	n1	flesh	flesh	0
shall	shall	vmb	shall	shall	0
wax	wax	vvi	wax	wax	0
lean	lean	j	lean	lean	0
.	.	.	.	.	1
The	The	dt	The	the	0
Princes	Princes	n2	Princes	prince	0
,	,	,	,	,	0
Counsellors	Counsellors	n2	Counsellors	counselor	0
,	,	,	,	,	0
Souldiers	Souldiers	n2	Soldiers	soldier	0
,	,	,	,	,	0
Prophets	Prophets	n2	Prophets	prophet	0
,	,	,	,	,	0
Priests	Priests	n2	Priests	priest	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
their	their	po32	their	their	0
Cities	Cities	n2	Cities	city	0
,	,	,	,	,	0
the	the	dt	the	the	0
rarities	rarities	n2	rarities	rarity	0
and	and	cc	and	and	0
riches	riches	n2	riches	riches	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
,	,	,	,	,	0
were	were	vbdr	were	be	0
the	the	dt	the	the	0
glory	glory	n1	glory	glory	0
and	and	cc	and	and	0
fatnesse	fatnesse	n1	fatness	fatness	0
of	of	pp-f	of	of	0
Jacob	Jacob	np1	Jacob	Jacob	0
;	;	;	;	;	0
These	These	d	These	these	0
God	God	np1	God	God	0
had	had	vhd	had	have	0
a	a	dt	a	a	0
day	day	n1	day	day	0
to	to	pc-acp	to	to	0
take	take	vvi	take	take	0
away	away	av	away	away	0
,	,	,	,	,	0
and	and	cc	and	and	0
so	so	av	so	so	0
made	made	vvd	made	make	0
Jacob	Jacob	np1	Jacob	Jacob	0
thin	thin	j	thin	thin	0
and	and	cc	and	and	0
lean	lean	j	lean	lean	0
.	.	.	.	.	1
God	God	np1	God	God	0
had	had	vhd	had	have	0
a	a	dt	a	a	0
day	day	n1	day	day	0
for	for	p-acp	for	for	0
Tyre	Tyre	n1	Tyre	tyre	0
,	,	,	,	,	0
Isa.	Isa.	np1	Isa.	Isa.	1
23.15	23.15	crd	23.15	23.15	0
and	and	cc	and	and	0
interrupted	interrupted	vvd	interrupted	interrupt	0
her	her	po31	her	her	0
great	great	j	great	great	0
merchandising	merchandising	vvg	merchandising	merchandise	0
for	for	p-acp	for	for	0
seventy	seventy	crd	seventy	seventy	0
years	years	n2	years	year	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
laying	laying	vvg	laying	lay	0
her	her	pno31	her	she	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
deep	deep	j-jn	deep	deep	0
.	.	.	.	.	1
If	If	cs	If	if	0
it	it	pn31	it	it	0
bee	bee	vbb	be	be	0
demanded	demanded	vvn	demanded	demand	0
how	how	c-crq	how	how	0
came	came	vvd	came	come	0
Tyrus	Tyrus	np1	Tyrus	Tyrus	0
so	so	av	so	so	0
strong	strong	j	strong	strong	0
and	and	cc	and	and	0
stately	stately	j	stately	stately	0
,	,	,	,	,	0
so	so	av	so	so	0
fat	fat	j	fat	fat	0
and	and	cc	and	and	0
full	full	j	full	full	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
so	so	av	so	so	0
deplorable	deplorable	j	deplorable	deplorable	0
an	an	dt	and	a	0
end	end	n1	end	end	0
.	.	.	.	.	1
The	The	dt	The	the	0
spirit	spirit	n1	spirit	spirit	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
tells	tells	vvz	tells	tell	0
you	you	pn22	you	you	0
,	,	,	,	,	0
when	when	c-crq	when	when	0
it	it	pn31	it	it	0
saith	saith	vvz	says	say	0
,	,	,	,	,	0
Eze.	Eze.	np1	Eze.	Eze.	1
26.27	26.27	crd	26.27	26.27	0
.	.	.	.	.	0
thy	thy	po21	thy	thy	0
Rowers	Rowers	n2	Rowers	rower	0
have	have	vhb	have	have	0
brought	brought	vvn	brought	bring	0
thee	thee	pno21	thee	thou	0
into	into	p-acp	into	into	0
great	great	j	great	great	0
waters	waters	n2	waters	water	0
;	;	;	;	;	0
that	that	d	that	that	0
is	is	vbz	is	be	0
,	,	,	,	,	0
the	the	dt	the	the	0
Princes	Princes	n2	Princes	prince	0
and	and	cc	and	and	0
Rulers	Rulers	n2	Rulers	ruler	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
their	their	po32	their	their	0
Pride	Pride	n1	Pride	pride	0
,	,	,	,	,	0
Policy	Policy	n1	Policy	policy	0
,	,	,	,	,	0
and	and	cc	and	and	0
Prophaneness	Prophaneness	n1	Profaneness	profaneness	0
,	,	,	,	,	0
caused	caused	vvd	caused	cause	0
such	such	d	such	such	0
storms	storms	n2	storms	storm	0
as	as	c-acp	as	as	0
sunk	sunk	vvn	sunk	sink	0
the	the	dt	the	the	0
Ship.	Ship.	np1	Ship.	Ship.	1
Tyrus	Tyrus	np1	Tyrus	Tyrus	0
had	had	vhd	had	have	0
as	as	c-acp	as	as	0
much	much	av-d	much	much	0
to	to	pc-acp	to	to	0
secure	secure	vvi	secure	secure	0
her	her	pno31	her	she	0
as	as	p-acp	as	as	0
any	any	d	any	any	0
City	City	n1	City	city	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
world	world	n1	world	world	0
,	,	,	,	,	0
shee	shee	pns31	she	she	0
was	was	vbds	was	be	0
built	built	vvn	built	build	0
upon	upon	p-acp	upon	upon	0
a	a	dt	a	a	0
rock	rock	n1	rock	rock	0
,	,	,	,	,	0
her	her	po31	her	her	0
borders	borders	n2	borders	border	0
were	were	vbdr	were	be	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
midst	midst	n1	midst	midst	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Seas	Seas	n2	Seas	sea	0
,	,	,	,	,	0
shee	shee	pns31	she	she	0
had	had	vhd	had	have	0
walls	walls	n2	walls	wall	0
,	,	,	,	,	0
and	and	cc	and	and	0
an	an	dt	and	a	0
Army	Army	n1	Army	army	0
to	to	pc-acp	to	to	0
watch	watch	vvi	watch	watch	0
them	them	pno32	them	they	0
;	;	;	;	;	0
shee	shee	pns31	she	she	0
had	had	vhd	had	have	0
Towers	Towers	n2	Towers	tower	0
and	and	cc	and	and	0
Gammadims	Gammadims	n2	Gammadims	gammadim	0
to	to	pc-acp	to	to	0
keep	keep	vvi	keep	keep	0
them	them	pno32	them	they	0
;	;	;	;	;	0
shee	shee	pns31	she	she	0
wanted	wanted	vvd	wanted	want	0
not	not	xx	not	not	0
for	for	p-acp	for	for	0
ships	ships	n2	ships	ship	0
,	,	,	,	,	0
Pilots	Pilots	n2	Pilots	pilot	0
,	,	,	,	,	0
Marriners	Marriners	n2	Mariners	mariner	0
,	,	,	,	,	0
for	for	c-acp	for	for	0
Souldiers	Souldiers	n2	Soldiers	soldier	0
,	,	,	,	,	0
sheilds	sheilds	n2	shields	shield	0
,	,	,	,	,	0
and	and	cc	and	and	0
Helmets	Helmets	n2	Helmets	helmet	0
,	,	,	,	,	0
she	she	pns31	she	she	0
had	had	vhd	had	have	0
Coun	Coun	vvb	Con	con	0
∣	∣	sy	∣	∣	0
sellors	sellors	ng1	sellers	sellers	0
,	,	,	,	,	0
Merchants	Merchants	n2	Merchant's	merchant	0
,	,	,	,	,	0
and	and	cc	and	and	0
plentie	plentie	n1	plenty	plenty	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
things	things	n2	things	thing	0
,	,	,	,	,	0
so	so	av	so	so	0
that	that	cst	that	that	0
shee	shee	pns31	she	she	0
seemed	seemed	vvd	seemed	seem	0
invincible	invincible	j	invincible	invincible	0
;	;	;	;	;	0
but	but	cc-acp	but	but	0
all	all	d	all	all	0
these	these	d	these	these	0
did	did	vdd	did	do	0
not	not	xx	not	not	0
preserve	preserve	vvi	preserve	preserve	0
her	her	po31	her	her	0
station	station	n1	station	station	0
,	,	,	,	,	0
or	or	cc	or	or	0
make	make	vvi	make	make	0
her	her	po31	her	her	0
impregnable	impregnable	j	impregnable	impregnable	0
;	;	;	;	;	0
for	for	c-acp	for	for	0
though	though	cs	though	though	0
shee	shee	pns31	she	she	0
indured	indured	vvd	endured	endure	0
a	a	dt	a	a	0
fredge	fredge	n1	fredge	fredge	0
of	of	pp-f	of	of	0
thir	thir	po32	their	their	0
∣	∣	sy	∣	∣	0
teen	teen	n1	teen	teen	0
years	years	n2	years	year	0
by	by	p-acp	by	by	0
Nebuchadrezzar	Nebuchadrezzar	np1	Nebuchadrezzar	Nebuchadrezzar	0
and	and	cc	and	and	0
his	his	po31	his	his	0
forces	forces	n2	forces	force	0
,	,	,	,	,	0
Eze.	Eze.	np1	Eze.	Eze.	1
27.2	27.2	crd	27.2	27.2	0
yet	yet	av	yet	yet	0
at	at	p-acp	at	at	0
last	last	ord	last	last	0
shee	shee	pns31	she	she	0
fell	fell	vvd	fell	fall	0
into	into	p-acp	into	into	0
the	the	dt	the	the	0
midst	midst	n1	midst	midst	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Sea	Sea	n1	Sea	sea	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
day	day	n1	day	day	0
of	of	pp-f	of	of	0
her	her	po31	her	her	0
ruine	ruine	n1	ruin	ruin	0
.	.	.	.	.	1
Jerusalem	Jerusalem	np1	Jerusalem	Jerusalem	0
was	was	vbds	was	be	0
so	so	av	so	so	0
well	well	av	well	well	0
fortified	fortified	vvn	fortified	fortify	0
by	by	p-acp	by	by	0
nature	nature	n1	nature	nature	0
and	and	cc	and	and	0
art	art	n1	art	art	0
,	,	,	,	,	0
Psal.	Psal.	np1	Psal.	Psal.	1
125.2	125.2	crd	125.2	125.2	0
.	.	.	.	.	1
Psal.	Psal.	np1	Psal.	Psal.	0
48.12	48.12	crd	48.12	48.12	0
,	,	,	,	,	0
13.	13.	crd	13.	13.	1
Lam.	Lam.	np1	Lam.	Lam.	0
4.12	4.12	crd	4.12	4.12	0
being	being	vbg	being	be	0
compassed	compassed	vvn	compassed	compass	0
about	about	a-acp	about	about	0
with	with	p-acp	with	with	0
mountaines	mountaines	n2	mountains	mountain	0
,	,	,	,	,	0
having	having	vhg	having	have	0
walls	walls	n2	walls	wall	0
,	,	,	,	,	0
bulwarks	bulwarks	n2	bulwarks	bulwark	0
,	,	,	,	,	0
and	and	cc	and	and	0
Towers	Towers	n2	Towers	tower	0
,	,	,	,	,	0
that	that	cst	that	that	0
it	it	pn31	it	it	0
,	,	,	,	,	0
was	was	vbds	was	be	0
thought	thought	vvn	thought	think	0
incredible	incredible	j	incredible	incredible	0
,	,	,	,	,	0
and	and	cc	and	and	0
impossible	impossible	j	impossible	impossible	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
an	an	dt	and	a	0
enemy	enemy	n1	enemy	enemy	0
to	to	pc-acp	to	to	0
have	have	vhi	have	have	0
entered	entered	vvn	entered	enter	0
her	her	po31	her	her	0
gates	gates	n2	gates	gate	0
:	:	:	:	:	0
but	but	cc-acp	but	but	0
sin	sin	n1	since	sin	0
being	being	vbg	being	be	0
found	found	vvn	found	find	0
in	in	p-acp	in	in	0
her	her	pno31	her	she	0
,	,	,	,	,	0
and	and	cc	and	and	0
God	God	np1	God	God	0
a	a	zz	a	a	0
∣	∣	sy	∣	∣	0
gainst	gainst	p-acp	gainst	against	0
her	her	pno31	her	she	0
,	,	,	,	,	0
nothing	nothing	pix	nothing	nothing	0
secured	secured	vvn	secured	secure	0
her	her	pno31	her	she	0
.	.	.	.	.	1
She	She	pns31	She	she	0
was	was	vbds	was	be	0
oft	oft	av	oft	oft	0
warned	warned	vvn	warned	warn	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
Pro	Pro	np1	Pro	Pro	0
∣	∣	sy	∣	∣	0
phets	phets	ng1	phets	phets	0
,	,	,	,	,	0
Isa.	Isa.	np1	Isa.	Isa.	1
37.	37.	crd	37.	37.	1
Amos	Amos	np1	Amos	Amos	0
4.	4.	crd	4.	4.	0
and	and	cc	and	and	0
judiciary	judiciary	n-jn	judiciary	judiciary	0
providences	providences	n2	providences	providence	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
repent	repent	vvi	repent	repent	0
and	and	cc	and	and	0
reforme	reforme	vvi	reform	reform	0
.	.	.	.	.	1
Shee	Shee	np1	Shee	Shee	0
was	was	vbds	was	be	0
as	as	p-acp	as	as	0
a	a	dt	a	a	0
pot	pot	n1	pot	pot	0
over	over	p-acp	over	over	0
the	the	dt	the	the	0
fire	fire	n1	fire	fire	0
,	,	,	,	,	0
when	when	c-crq	when	when	0
besiedged	besiedged	vvn	besieged	besiege	0
by	by	p-acp	by	by	0
Senacherib	Senacherib	np1	Senacherib	Senacherib	0
,	,	,	,	,	0
when	when	c-crq	when	when	0
famine	famine	n1	famine	famine	0
and	and	cc	and	and	0
Plague	Plague	n1	Plague	plague	0
devoured	devoured	vvn	devoured	devour	0
her	her	po31	her	her	0
inhabitants	inhabitants	n2	inhabitants	inhabitant	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
her	her	po31	her	her	0
scum	scum	n1	scum	scum	0
went	went	vvd	went	go	0
not	not	xx	not	not	0
out	out	av	out	out	0
,	,	,	,	,	0
and	and	cc	and	and	0
that	that	cst	that	that	0
was	was	vbds	was	be	0
her	her	po31	her	her	0
ruine	ruine	n1	ruin	ruin	0
.	.	.	.	.	1
Let	Let	vvb	Let	let	0
none	none	pix	none	none	0
think	think	vvi	think	think	0
the	the	dt	the	the	0
poor	poor	j	poor	poor	0
to	to	pc-acp	to	to	0
bee	bee	vbi	be	be	0
the	the	dt	the	the	0
scum	scum	n1	scum	scum	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
City	City	n1	City	city	0
,	,	,	,	,	0
Prov.	Prov.	np1	Prov.	Prov.	1
22.2	22.2	crd	22.2	22.2	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
made	made	vvd	made	make	0
the	the	dt	the	the	0
poor	poor	j	poor	poor	0
as	as	c-acp	as	as	0
well	well	av	well	well	0
as	as	c-acp	as	as	0
the	the	dt	the	the	0
rich	rich	j	rich	rich	0
,	,	,	,	,	0
and	and	cc	and	and	0
despises	despises	vvz	despises	despise	0
not	not	xx	not	not	0
the	the	dt	the	the	0
work	work	n1	work	work	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
own	own	d	own	own	0
hands	hands	n2	hands	hand	0
.	.	.	.	.	1
Its	Its	pn31|vbz	Its	it|be	0
the	the	dt	the	the	0
sin	sin	n1	since	sin	0
of	of	pp-f	of	of	0
Rich	Rich	j	Rich	rich	0
and	and	cc	and	and	0
Poor	Poor	j	Poor	poor	0
,	,	,	,	,	0
its	its	pn31|vbz	its	it|be	0
their	their	po32	their	their	0
wickednesse	wickednesse	n1	wickedness	wickedness	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
scum	scum	n1	scum	scum	0
.	.	.	.	.	1
Great	Great	j	Great	great	0
Cities	Cities	n2	Cities	city	0
have	have	vhb	have	have	0
much	much	d	much	much	0
sin	sin	n1	since	sin	0
in	in	p-acp	in	in	0
them	them	pno32	them	they	0
,	,	,	,	,	0
and	and	cc	and	and	0
so	so	av	so	so	0
much	much	d	much	much	0
scum	scum	n1	scum	scum	0
;	;	;	;	;	0
scum	scum	vvb	scum	scum	0
∣	∣	sy	∣	∣	0
mie	mie	po11	my	my	0
Opinions	Opinions	n2	Opinions	opinion	0
,	,	,	,	,	0
scummie	scummie	j	scummy	scummy	0
Counsells	Counsells	n2	Counsels	counsel	0
,	,	,	,	,	0
scummy	scummy	j	scummy	scummy	0
fashions	fashions	n2	fashions	fashion	0
,	,	,	,	,	0
and	and	cc	and	and	0
scummie	scummie	j	scummy	scummy	0
practices	practices	n2	practices	practice	0
.	.	.	.	.	1
Isa.	Isa.	np1	Isa.	Isa.	0
1.5	1.5	crd	1.5	1.5	0
Thus	Thus	av	Thus	thus	0
was	was	vbds	was	be	0
it	it	pn31	it	it	0
with	with	p-acp	with	with	0
Jerusalem	Jerusalem	np1	Jerusalem	Jerusalem	0
and	and	cc	and	and	0
her	her	po31	her	her	0
scum	scum	n1	scum	scum	0
boiled	boiled	vvn	boiled	boil	0
in	in	p-acp	in	in	0
,	,	,	,	,	0
shee	shee	pns31	she	she	0
was	was	vbds	was	be	0
the	the	dt	the	the	0
worse	worse	jc	worse	worse	0
for	for	p-acp	for	for	0
corrections	corrections	n2	corrections	correction	0
and	and	cc	and	and	0
judgements	judgements	n2	judgements	judgement	0
,	,	,	,	,	0
her	her	po31	her	her	0
scum	scum	n1	scum	scum	0
being	being	vbg	being	be	0
aegritudo	aegritudo	fw-la	aegritudo	aegritudo	0
&	&	cc	&	and	0
venenum	venenum	fw-la	venenum	venenum	0
ollae	ollae	fw-la	ollae	ollae	0
,	,	,	,	,	0
caused	caused	vvd	caused	cause	0
the	the	dt	the	the	0
cracking	cracking	vvg	cracking	crack	0
&	&	cc	&	and	0
bursting	bursting	vvg	bursting	burst	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
pot	pot	n1	pot	pot	0
.	.	.	.	.	1
These	These	np1	These	Theise	0
things	things	n2	things	thing	0
the	the	dt	the	the	0
book	book	n1	book	book	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
holds	holds	vvz	holds	hold	0
forth	forth	av	forth	forth	0
for	for	p-acp	for	for	0
our	our	po12	our	our	0
instruction	instruction	n1	instruction	instruction	0
,	,	,	,	,	0
upon	upon	p-acp	upon	upon	0
whom	whom	ro-crq	whom	who	0
the	the	dt	the	the	0
ends	ends	n2	ends	end	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
world	world	n1	world	world	0
are	are	vbr	are	be	0
come	come	vvn	come	come	0
.	.	.	.	.	1
Let	Let	vvb	Let	let	0
our	our	po12	our	our	0
great	great	j	great	great	0
City	City	n1	City	city	0
and	and	cc	and	and	0
Citizens	Citizens	n2	Citizens	citizen	0
look	look	vvb	look	look	0
to	to	p-acp	to	to	0
it	it	pn31	it	it	0
,	,	,	,	,	0
there	there	pc-acp	there	there	0
is	is	vbz	is	be	0
scum	scum	n1	scum	scum	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
City	City	n1	City	city	0
,	,	,	,	,	0
and	and	cc	and	and	0
not	not	xx	not	not	0
a	a	dt	a	a	0
little	little	j	little	little	0
:	:	:	:	:	0
is	is	vbz	is	be	0
it	it	pn31	it	it	0
gone	gone	vvn	gone	go	0
out	out	av	out	out	0
,	,	,	,	,	0
or	or	cc	or	or	0
boiled	boiled	vvn	boiled	boil	0
in	in	p-acp	in	in	0
?	?	?	?	?	0
was	was	vbds	was	be	0
not	not	xx	not	not	0
the	the	dt	the	the	0
Sword	Sword	n1	Sword	sword	0
lately	lately	av-j	lately	late	0
at	at	p-acp	at	at	0
your	your	po22	your	your	0
gates	gates	n2	gates	gate	0
?	?	?	?	?	0
was	was	vbds	was	be	0
there	there	pc-acp	there	there	0
not	not	xx	not	not	0
yesterday	yesterday	av-an	yesterday	yesterday	0
great	great	j	great	great	0
sickli	sickli	n2	sickli	sickli	0
∣	∣	sy	∣	∣	0
ness	ness	n1	ness	ness	0
,	,	,	,	,	0
within	within	p-acp	within	within	0
your	your	po22	your	your	0
walls	walls	n2	walls	wall	0
?	?	?	?	?	0
is	is	vbz	is	be	0
not	not	xx	not	not	0
trading	trading	vvg	trading	trade	0
diminished	diminished	vvn	diminished	diminish	0
?	?	?	?	?	0
have	have	vhb	have	have	0
there	there	zz	there	there	0
not	not	xx	not	not	0
been	been	vbn	been	be	0
strange	strange	j	strange	strange	0
murthers	murthers	n2	murders	murder	0
amongst	amongst	p-acp	among	among	0
you	you	pn22	you	you	0
?	?	?	?	?	1
Have	Have	vhb	Have	have	0
not	not	xx	not	not	0
many	many	d	many	many	0
sad	sad	j	sad	sad	0
fires	fires	n2	fires	fire	0
been	been	vbn	been	be	0
kindled	kindled	vvn	kindled	kindle	0
,	,	,	,	,	0
broke	broke	vvd	broke	break	0
out	out	av	out	out	0
and	and	cc	and	and	0
consumed	consumed	vvn	consumed	consume	0
your	your	po22	your	your	0
habitations	habitations	n2	habitations	habitation	0
?	?	?	?	?	0
was	was	vbds	was	be	0
there	there	pc-acp	there	there	0
not	not	xx	not	not	0
a	a	dt	a	a	0
Plot	Plot	n1	Plot	plot	0
(	(	(	(	(	0
which	which	r-crq	which	which	0
hath	hath	vhz	hath	have	0
cost	cost	vvn	cost	cost	0
some	some	d	some	some	0
their	their	po32	their	their	0
lives	lives	n2	lives	life	0
)	)	)	)	)	0
to	to	pc-acp	to	to	0
fire	fire	vvi	fire	fire	0
your	your	po22	your	your	0
City	City	n1	City	city	0
?	?	?	?	?	1
God	God	np1	God	God	0
hath	hath	vhz	hath	have	0
been	been	vbn	been	be	0
warning	warning	vvg	warning	warn	0
you	you	pn22	you	you	0
by	by	p-acp	by	by	0
these	these	d	these	these	0
judiciary	judiciary	j	judiciary	judiciary	0
dispensations	dispensations	n2	dispensations	dispensation	0
,	,	,	,	,	0
and	and	cc	and	and	0
are	are	vbr	are	be	0
you	you	pn22	you	you	0
bettered	bettered	vvn	bettered	better	0
by	by	p-acp	by	by	0
them	them	pno32	them	they	0
?	?	?	?	?	0
hath	hath	vhz	hath	have	0
all	all	d	all	all	0
you	you	pn22	you	you	0
have	have	vhb	have	have	0
seen	seen	vvn	seen	see	0
,	,	,	,	,	0
feared	feared	vvn	feared	fear	0
,	,	,	,	,	0
or	or	cc	or	or	0
felt	felt	vvd	felt	feel	0
,	,	,	,	,	0
caused	caused	vvd	caused	cause	0
your	your	po22	your	your	0
scum	scum	n1	scum	scum	0
to	to	pc-acp	to	to	0
depart	depart	vvi	depart	depart	0
from	from	p-acp	from	from	0
you	you	pn22	you	you	0
,	,	,	,	,	0
if	if	cs	if	if	0
so	so	av	so	so	0
,	,	,	,	,	0
its	its	pn31|vbz	its	it|be	0
well	well	av	well	well	0
;	;	;	;	;	0
well	well	av	well	well	0
will	will	vmb	will	will	0
it	it	pn31	it	it	0
be	be	vbi	be	be	0
with	with	p-acp	with	with	0
you	you	pn22	you	you	0
,	,	,	,	,	0
well	well	av	well	well	0
with	with	p-acp	with	with	0
your	your	po22	your	your	0
City	City	n1	City	city	0
,	,	,	,	,	0
and	and	cc	and	and	0
well	well	av	well	well	0
with	with	p-acp	with	with	0
your	your	po22	your	your	0
undertakings	undertakings	n2-vvg	undertakings	undertake	0
,	,	,	,	,	0
and	and	cc	and	and	0
well	well	av	well	well	0
with	with	p-acp	with	with	0
your	your	po22	your	your	0
posterity	posterity	n1	posterity	posterity	0
;	;	;	;	;	0
but	but	cc-acp	but	but	0
if	if	cs	if	if	0
it	it	pn31	it	it	0
be	be	vbb	be	be	0
boiled	boiled	vvn	boiled	boil	0
in	in	p-acp	in	in	0
,	,	,	,	,	0
and	and	cc	and	and	0
you	you	pn22	you	you	0
are	are	vbr	are	be	0
the	the	dt	the	the	0
worse	worse	jc	worse	worse	0
for	for	p-acp	for	for	0
all	all	d	all	all	0
the	the	dt	the	the	0
boiling	boiling	j-vvg	boiling	boil	0
judgements	judgements	n2	judgements	judgement	0
and	and	cc	and	and	0
providences	providences	n2	providences	providence	0
you	you	pn22	you	you	0
have	have	vhb	have	have	0
been	been	vbn	been	be	0
in	in	p-acp	in	in	0
,	,	,	,	,	0
and	and	cc	and	and	0
under	under	p-acp	under	under	0
,	,	,	,	,	0
know	know	vvb	know	know	0
that	that	cst	that	that	0
soe	soe	av	so	so	0
dreadful	dreadful	j	dreadful	dreadful	0
calamitie	calamitie	n1	calamity	calamity	0
,	,	,	,	,	0
if	if	cs	if	if	0
not	not	xx	not	not	0
destruction	destruction	n1	destruction	destruction	0
it	it	pn31	it	it	0
selfe	selfe	n1	self	self	0
hastens	hastens	vvz	hastens	hasten	0
and	and	cc	and	and	0
will	will	vmb	will	will	0
certainly	certainly	av-j	certainly	certain	0
take	take	vvi	take	take	0
hold	hold	n1	hold	hold	0
of	of	pp-f	of	of	0
you	you	pn22	you	you	0
and	and	cc	and	and	0
your	your	po22	your	your	0
City	City	n1	City	city	0
,	,	,	,	,	0
without	without	p-acp	without	without	0
speedy	speedy	j	speedy	speedy	0
repentance	repentance	n1	repentance	repentance	0
:	:	:	:	:	0
Hitherto	Hitherto	av	Hitherto	hitherto	0
you	you	pn22	you	you	0
have	have	vhb	have	have	0
had	had	vhn	had	have	0
sparing	sparing	j-vvg	sparing	spare	0
mercy	mercy	n1	mercy	mercy	0
,	,	,	,	,	0
and	and	cc	and	and	0
gentle	gentle	j	gentle	gentle	0
corrections	corrections	n2	corrections	correction	0
,	,	,	,	,	0
if	if	cs	if	if	0
these	these	d	these	these	0
lead	lead	vvb	led	lead	0
not	not	xx	not	not	0
to	to	pc-acp	to	to	0
re	re	zz	re	re	0
∣	∣	sy	∣	∣	0
pentance	pentance	n1	pentance	pentance	0
,	,	,	,	,	0
severity	severity	n1	severity	severity	0
abides	abides	vvz	abides	abide	0
for	for	p-acp	for	for	0
you	you	pn22	you	you	0
,	,	,	,	,	0
Jer.	Jer.	np1	Jer.	Jer.	1
19.11.31	19.11.31	crd	19.11.31	19.11.31	0
,	,	,	,	,	0
32	32	crd	32	32	0
and	and	cc	and	and	0
God	God	np1	God	God	0
will	will	vmb	will	will	0
say	say	vvi	say	say	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
first	first	ord	first	first	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
last	last	ord	last	last	0
,	,	,	,	,	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
been	been	vbn	been	be	0
provoked	provoked	vvn	provoked	provoke	0
by	by	p-acp	by	by	0
this	this	d	this	this	0
City	City	n1	City	city	0
,	,	,	,	,	0
I	I	pns11	I	i	0
will	will	vmb	will	will	0
break	break	vvi	break	break	0
this	this	d	this	this	0
people	people	n1	people	people	0
,	,	,	,	,	0
and	and	cc	and	and	0
this	this	d	this	this	0
City	City	n1	City	city	0
.	.	.	.	.	1
How	How	q-crq	How	how	0
sad	sad	j	sad	sad	0
would	would	vmd	would	will	0
it	it	pn31	it	it	0
be	be	vbi	be	be	0
,	,	,	,	,	0
should	should	vmd	should	shall	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
lay	lay	vvb	lay	lay	0
your	your	po22	your	your	0
City	City	n1	City	city	0
waste	waste	n1	waste	waste	0
!	!	!	!	!	1
Its	Its	pn31|vbz	Its	it|be	0
not	not	xx	not	not	0
the	the	dt	the	the	0
strong	strong	j	strong	strong	0
structures	structures	n2	structures	structure	0
,	,	,	,	,	0
great	great	j	great	great	0
treasures	treasures	n2	treasures	treasure	0
,	,	,	,	,	0
militarie	militarie	j	military	military	0
or	or	cc	or	or	0
Naval	Naval	j	Naval	naval	0
forces	forces	n2	forces	force	0
,	,	,	,	,	0
wise	wise	j	wise	wise	0
Counsels	Counsels	n2	Counsels	counsel	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
can	can	vmb	can	can	0
protect	protect	vvi	protect	protect	0
you	you	pn22	you	you	0
,	,	,	,	,	0
if	if	cs	if	if	0
scumme	scumme	n1	scum	scum	0
be	be	vbb	be	be	0
found	found	vvn	found	find	0
amongst	amongst	p-acp	among	among	0
you	you	pn22	you	you	0
;	;	;	;	;	0
if	if	cs	if	if	0
you	you	pn22	you	you	0
are	are	vbr	are	be	0
