WORSHIPFƲL	WORSHIPFƲL	np1	WORSHIPFƲL	WORSHIPFƲL	0
rit	rit	n1	rit	rit	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
had	had	vhn	had	have	0
by	by	p-acp	by	by	0
us	us	pno12	us	we	0
,	,	,	,	,	0
how	how	c-crq	how	how	0
soon	soon	av	soon	soon	0
would	would	vmd	would	will	0
this	this	d	this	this	0
be	be	vbi	be	be	0
our	our	po12	our	our	0
case	case	n1	case	case	0
too	too	av	too	too	0
?	?	?	?	?	0
and	and	cc	and	and	0
how	how	q-crq	how	how	0
soon	soon	av	soon	soon	0
would	would	vmd	would	will	0
we	we	pns12	we	we	0
be	be	vbi	be	be	0
able	able	j	able	able	0
to	to	pc-acp	to	to	0
eccho	eccho	vvi	echo	echo	0
forth	forth	av	forth	forth	0
the	the	dt	the	the	0
same	same	d	same	same	0
expessions	expessions	n2	expessions	expession	0
be	be	vbb	be	be	0
∣	∣	sy	∣	∣	0
ing	ing	zz	ing	ing	0
filled	filled	vvn	filled	fill	0
with	with	p-acp	with	with	0
unparallelable	unparallelable	j	unparallelable	unparallelable	0
consolations	consolations	n2	consolations	consolation	0
?	?	?	?	?	1
Oh	Oh	uh	O	oh	0
Sir	Sir	n1	Sir	sir	0
,	,	,	,	,	0
let	let	vvb	let	let	0
us	us	pno12	us	we	0
stir	stir	vvi	stir	stir	0
therefore	therefore	av	therefore	therefore	0
,	,	,	,	,	0
and	and	cc	and	and	0
strive	strive	vvi	strive	strive	0
to	to	p-acp	to	to	0
our	our	po12	our	our	0
utmost	utmost	j	utmost	utmost	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
express	express	vvi	express	express	0
the	the	dt	the	the	0
vertue	vertue	n1	virtue	virtue	0
,	,	,	,	,	0
the	the	dt	the	the	0
life	life	n1	life	life	0
,	,	,	,	,	0
the	the	dt	the	the	0
power	power	n1	power	power	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
things	things	n2	things	thing	0
here	here	av	here	here	0
shewn	shewn	vvn	shown	show	0
us	us	pno12	us	we	0
,	,	,	,	,	0
labouring	labouring	vvg	labouring	labour	0
especially	especially	av-j	especially	especial	0
for	for	p-acp	for	for	0
a	a	dt	a	a	0
gust	gust	n1	gust	gust	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
very	very	j	very	very	0
joys	joys	n2	joys	joy	0
of	of	pp-f	of	of	0
Heaven	Heaven	n1	Heaven	heaven	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
here	here	av	here	here	0
we	we	pns12	we	we	0
are	are	vbr	are	be	0
pointed	pointed	vvn	pointed	point	0
to	to	p-acp	to	to	0
;	;	;	;	;	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
lead	lead	vvi	led	lead	0
an	an	dt	and	a	0
extraordinary	extraordinary	j	extraordinary	extraordinary	0
,	,	,	,	,	0
exemplary	exemplary	j	exemplary	exemplary	0
,	,	,	,	,	0
blameless	blameless	j	blameless	blameless	0
,	,	,	,	,	0
most	most	av-ds	most	most	0
holy	holy	j	holy	holy	0
,	,	,	,	,	0
and	and	cc	and	and	0
heavenly	heavenly	j	heavenly	heavenly	0
life	life	n1	life	life	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
we	we	pns12	we	we	0
are	are	vbr	are	be	0
appointed	appointed	vvn	appointed	appoint	0
to	to	p-acp	to	to	0
:	:	:	:	:	0
And	And	cc	And	and	0
what	what	r-crq	what	what	0
I	I	pns11	I	i	0
say	say	vvb	say	say	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
worthy	worthy	j	worthy	worthy	0
self	self	n1	self	self	0
,	,	,	,	,	0
and	and	cc	and	and	0
my	my	po11	my	my	0
unworthy	unworthy	j	unworthy	unworthy	0
self	self	n1	self	self	0
,	,	,	,	,	0
I	I	pns11	I	i	0
say	say	vvb	say	say	0
to	to	p-acp	to	to	0
all	all	d	all	all	0
;	;	;	;	;	0
strive	strive	vvb	strive	strive	0
,	,	,	,	,	0
Oh	Oh	uh	O	oh	0
strive	strive	vvb	strive	strive	0
with	with	p-acp	with	with	0
all	all	d	all	all	0
your	your	po22	your	your	0
might	might	n1	might	might	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
this	this	d	this	this	0
most	most	av-ds	most	most	0
glorious	glorious	j	glorious	glorious	0
and	and	cc	and	and	0
Heavenly	Heavenly	j	Heavenly	heavenly	0
Assurance	Assurance	n1	Assurance	assurance	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
salvation	salvation	n1	salvation	salvation	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
you	you	pn22	you	you	0
expect	expect	vvb	expect	expect	0
to	to	p-acp	to	to	0
an	an	dt	and	a	0
endless	endless	j	endless	endless	0
duration	duration	n1	duration	duration	0
for	for	p-acp	for	for	0
your	your	po22	your	your	0
souls	souls	n2	souls	soul	0
delight	delight	vvb	delight	delight	0
.	.	.	.	.	1
