AFTER	AFTER	p-acp	AFTER	after	0
∣	∣	sy	∣	∣	0
thers	thers	pc-acp|vbz	the	there|be	0
Throne	Throne	n1	Throne	throne	0
be	be	vbi	be	be	0
established	established	vvn	established	establish	0
,	,	,	,	,	0
after	after	p-acp	after	after	0
her	her	po31	her	her	0
sacred	sacred	j	sacred	sacred	0
Majesty	Majesty	n1	Majesty	majesty	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
your	your	po22	your	your	0
Highnesse	Highnesse	n1	Highness	highness	0
Person	Person	n1	Person	person	0
.	.	.	.	.	1
Vouchsafe	Vouchsafe	vvb	Vouchsafe	vouchsafe	0
then	then	av	then	then	0
,	,	,	,	,	0
Noble	Noble	j	Noble	noble	0
Sir	Sir	n1	Sir	sir	0
,	,	,	,	,	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
gracious	gracious	j	gracious	gracious	0
gene	gene	zz	gene	gene	0
∣	∣	sy	∣	∣	0
rosity	rosity	n1	rosity	rosity	0
,	,	,	,	,	0
favourably	favourably	av-j	favourably	favourable	0
to	to	pc-acp	to	to	0
accept	accept	vvi	accept	accept	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
well	well	av	well	well	0
wishing	wishing	vvg	wishing	wish	0
,	,	,	,	,	0
and	and	cc	and	and	0
of	of	pp-f	of	of	0
these	these	d	these	these	0
my	my	po11	my	my	0
Observations	Observations	n2	Observations	observation	0
,	,	,	,	,	0
and	and	cc	and	and	0
esteeme	esteeme	vvi	esteem	esteem	0
the	the	dt	the	the	0
Author	Author	n1	Author	author	0
thereof	thereof	av	thereof	thereof	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
for	for	p-acp	for	for	0
ever	ever	av	ever	ever	1
