Dearely	Dearely	av-jn	Dearly	dear	0
professed	professed	vvd	professed	profess	0
themselves	themselves	px32	themselves	themselves	0
to	to	pc-acp	to	to	0
stand	stand	vvi	stand	stand	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
interest	interest	n1	interest	interest	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Irish	Irish	jp	Irish	irish	0
rebells	rebells	n2	rebels	rebel	0
,	,	,	,	,	0
one	one	crd	one	one	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
boldly	boldly	av-j	boldly	bold	0
affirming	affirming	vvg	affirming	affirm	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
pulpit	pulpit	n1	pulpit	pulpit	0
in	in	p-acp	in	in	0
your	your	po22	your	your	0
hearing	hearing	n-vvg	hearing	hear	0
and	and	cc	and	and	0
mine	mine	png11	mine	i	0
(	(	(	(	(	0
as	as	c-acp	as	as	0
by	by	p-acp	by	by	0
diverse	diverse	j	diverse	diverse	0
sufficient	sufficient	j	sufficient	sufficient	0
witnesses	witnesses	n2	witnesses	witness	0
can	can	vmb	can	can	0
be	be	vbi	be	be	0
proved	proved	vvn	proved	prove	0
)	)	)	)	)	0
that	that	cst	that	that	0
These	These	d	These	these	0
Warrs	Warrs	n2	Wars	war	0
are	are	vbr	are	be	0
for	for	p-acp	for	for	0
us	us	pno12	us	we	0
Bishops	Bishops	n2	Bishops	bishop	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
Maxime	Maxime	n1	Maxim	maxim	0
had	had	vhd	had	have	0
beene	beene	vbn	been	be	0
formerly	formerly	av-j	formerly	former	0
divulged	divulged	vvn	divulged	divulge	0
among	among	p-acp	among	among	0
the	the	dt	the	the	0
people	people	n1	people	people	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
more	more	av-dc	more	more	0
secretly	secretly	av-jn	secretly	secret	0
.	.	.	.	.	1
Whereupon	Whereupon	c-crq	Whereupon	whereupon	0
Dr	Dr	zz	Dr	dr	0
Beadle	Beadle	n1	Beadle	beadle	0
,	,	,	,	,	0
Bish.	Bish.	np1	Bish.	Bish.	0
of	of	pp-f	of	of	0
Kilmore	Kilmore	np1	Kilmore	Kilmore	0
a	a	dt	a	a	0
most	most	av-ds	most	most	0
worthy	worthy	j	worthy	worthy	0
and	and	cc	and	and	0
learned	learned	j	learned	learned	0
man	man	n1	man	man	0
in	in	p-acp	in	in	0
a	a	dt	a	a	0
vehe	vehe	fw-ge	vehe	vehe	0
∣	∣	sy	∣	∣	0
ment	ment	vvd	meant	mean	0
indignation	indignation	n1	indignation	indignation	0
against	against	p-acp	against	against	0
the	the	dt	the	the	0
same	same	d	same	same	0
when	when	c-crq	when	when	0
he	he	pns31	he	he	0
first	first	ord	first	first	0
heard	heard	vvd	herd	hear	0
thereof	thereof	av	thereof	thereof	0
,	,	,	,	,	0
burst	burst	vvd	burst	burst	0
out	out	av	out	out	0
into	into	p-acp	into	into	0
this	this	d	this	this	0
expression	expression	n1	expression	expression	0
,	,	,	,	,	0
If	If	cs	If	if	0
we	we	pns12	we	we	0
Bps	Bps	n2	Bps	bp	0
be	be	vbb	be	be	0
the	the	dt	the	the	0
cause	cause	n1	cause	cause	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
horrible	horrible	j	horrible	horrible	0
tempest	tempest	n1	tempest	tempest	0
,	,	,	,	,	0
let	let	vvb	let	let	0
them	them	pno32	them	they	0
take	take	vvi	take	take	0
us	us	pno12	us	we	0
,	,	,	,	,	0
and	and	cc	and	and	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
Jonah	Jonah	np1	Jonah	Jonah	0
,	,	,	,	,	0
cast	cast	vvb	cast	cast	0
us	us	pno12	us	we	0
all	all	d	all	all	0
over	over	p-acp	over	over	0
board	board	n1	board	board	0
.	.	.	.	.	1
Another	Another	n-jn	Another	another	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
inquisi	inquisi	n1	inquisi	inquisi	0
∣	∣	sy	∣	∣	0
tors	tors	n2	tors	tor	0
,	,	,	,	,	0
being	being	vbg	being	be	0
an	an	dt	and	a	0
Irish	Irish	jp	Irish	irish	0
man	man	n1	man	man	0
by	by	p-acp	by	by	0
birth	birth	n1	birth	birth	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
same	same	d	same	same	0
pulpit	pulpit	n1	pulpit	pulpit	0
excused	excused	vvd	excused	excuse	0
the	the	dt	the	the	0
discon	discon	n1	discon	discon	0
∣	∣	sy	∣	∣	0
tented	tented	j-vvn	tented	tent	0
gentlemen	gentlemen	n2	gentlemen	gentleman	0
,	,	,	,	,	0
meaning	meaning	vvg	meaning	mean	0
the	the	dt	the	the	0
rebels	rebels	n2	rebels	rebel	0
his	his	po31	his	his	0
countrimen	countrimen	n2	countrymen	countryman	0
,	,	,	,	,	0
disswading	disswading	vvg	dissuading	dissuade	0
the	the	dt	the	the	0
Soldiers	Soldiers	n2	Soldiers	soldier	0
from	from	p-acp	from	from	0
vigorous	vigorous	j	vigorous	vigorous	0
prosecu	prosecu	n1	prosecu	prosecu	0
∣	∣	sy	∣	∣	0
tion	tion	n1	cion	cion	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
Judges	Judges	n2	Judges	judge	0
from	from	p-acp	from	from	0
condemning	condemning	vvg	condemning	condemn	0
such	such	d	such	such	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
as	as	c-acp	as	as	0
had	had	vhd	had	have	0
beene	beene	vbn	been	be	0
taken	taken	vvn	taken	take	0
prisoners	prisoners	n2	prisoners	prisoner	0
in	in	p-acp	in	in	0
open	open	j	open	open	0
hosti	hosti	fw-la	hosti	hosti	0
∣	∣	sy	∣	∣	0
lity	lity	n1	lity	lity	0
,	,	,	,	,	0
unless	unless	cs	unless	unless	0
two	two	crd	two	two	0
or	or	cc	or	or	0
three	three	crd	three	three	0
witnesses	witnesses	n2	witnesses	witness	0
should	should	vmd	should	shall	0
first	first	ord	first	first	0
depose	depose	vvi	depose	depose	0
,	,	,	,	,	0
that	that	cst	that	that	0
to	to	p-acp	to	to	0
their	their	po32	their	their	0
know	know	vvb	know	know	0
∣	∣	sy	∣	∣	0
ledge	ledge	n1	ledge	ledge	0
the	the	cs	the	than	0
said	said	vvn	said	say	0
prisoners	prisoners	n2	prisoners	prisoner	0
had	had	vhd	had	have	0
before	before	a-acp	before	before	0
in	in	p-acp	in	in	0
cold	cold	j-jn	cold	cold	0
blood	blood	n1	blood	blood	0
committed	committed	vvn	committed	commit	0
things	things	n2	things	thing	0
wor	wor	zz	wor	wor	0
∣	∣	sy	∣	∣	0
thy	thy	po21	thy	thy	0
of	of	pp-f	of	of	0
death	death	n1	death	death	0
,	,	,	,	,	0
whereas	whereas	cs	whereas	whereas	0
we	we	pns12	we	we	0
all	all	d	all	all	0
know	know	vvb	know	know	0
that	that	cst	that	that	0
those	those	d	those	those	0
bloody	bloody	j	bloody	bloody	0
Canibals	Canibals	n2	Canibals	cannibal	0
murther	murther	vvi	murder	murder	0
∣	∣	sy	∣	∣	0
ed	ed	wd	ed	ed	0
man	man	n1	man	man	0
woman	woman	n1	woman	woman	0
&	&	cc	&	and	0
child	child	n1	child	child	0
,	,	,	,	,	0
except	except	c-acp	except	except	0
here	here	av	here	here	0
one	one	crd	one	one	0
,	,	,	,	,	0
and	and	cc	and	and	0
there	there	a-acp	there	there	0
another	another	j-jn	another	another	0
,	,	,	,	,	0
escaped	escaped	vvn	escaped	escape	0
by	by	p-acp	by	by	0
Gods	Gods	npg1	Gods	God	0
extraordinary	extraordinary	j	extraordinary	extraordinary	0
preservation	preservation	n1	preservation	preservation	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
one	one	pi	one	one	0
of	of	pp-f	of	of	0
Jobs	Jobs	n2	Jobs	job	0
servants	servants	n2	servants	servant	0
escaped	escaped	vvn	escaped	escape	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
Caldeans	Caldeans	njp2	Chaldaeans	chaldaean	0
,	,	,	,	,	0
and	and	cc	and	and	0
another	another	j-jn	another	another	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
sword	sword	n1	sword	sword	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Sabaeans	Sabaeans	njp2	Sabaeans	sabaeans	0
,	,	,	,	,	0
onely	onely	av-j	only	only	0
to	to	pc-acp	to	to	0
bring	bring	vvi	bring	bring	0
the	the	dt	the	the	0
sad	sad	j	sad	sad	0
tydings	tydings	n2	tidings	tiding	0
to	to	p-acp	to	to	0
their	their	po32	their	their	0
Master	Master	n1	Master	master	0
of	of	pp-f	of	of	0
what	what	r-crq	what	what	0
had	had	vhd	had	have	0
been	been	vbn	been	be	0
done	done	vdn	done	do	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
rest	rest	n1	rest	rest	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
servants	servants	n2	servants	servant	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	p-acp	to	to	0
his	his	po31	his	his	0
cattell	cattell	n2	cattle	cattle	0
.	.	.	.	.	1
At	At	p-acp	At	at	0
the	the	dt	the	the	0
same	same	d	same	same	0
time	time	n1	time	time	0
did	did	vdd	did	do	0
this	this	d	this	this	0
merciful	merciful	j	merciful	merciful	0
Ora	Ora	np1	Ora	Ora	0
∣	∣	sy	∣	∣	0
tor	tor	p-acp	tor	for	0
,	,	,	,	,	0
directing	directing	vvg	directing	direct	0
his	his	po31	his	his	0
words	words	n2	words	word	0
to	to	p-acp	to	to	0
me	me	pno11	me	i	0
who	who	r-crq	who	who	0
then	then	av	then	then	0
sate	sate	vvd	sat	sit	0
before	before	p-acp	before	before	0
him	him	pno31	him	he	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
his	his	po31	his	his	0
fore	fore	n1	before	fore	0
∣	∣	sy	∣	∣	0
finger	finger	n1	finger	finger	0
pointing	pointing	vvg	pointing	point	0
at	at	p-acp	at	at	0
me	me	pno11	me	i	0
,	,	,	,	,	0
condemne	condemne	vvb	condemn	condemn	0
all	all	d	all	all	0
bloody	bloody	j	bloody	bloody	0
preaching	preaching	vvg	preaching	preach	0
and	and	cc	and	and	0
praying	praying	vvg	praying	pray	0
a	a	dt	a	a	0
∣	∣	sy	∣	∣	0
gainst	gainst	p-acp	gainst	against	0
them	them	pno32	them	they	0
who	who	r-crq	who	who	0
he	he	pns31	he	he	0
said	said	vvd	said	say	0
were	were	vbdr	were	be	0
Christi	Christi	np1	Christi	Christi	0
∣	∣	sy	∣	∣	0
ans	ans	fw-fr	ans	ans	0
,	,	,	,	,	0
and	and	cc	and	and	0
admonished	admonished	vvd	admonished	admonish	0
me	me	pno11	me	i	0
and	and	cc	and	and	0
all	all	d	all	all	0
o	o	sy	oh	o	0
∣	∣	sy	∣	∣	0
thers	thers	pc-acp|vbz	the	there|be	0
from	from	p-acp	from	from	0
using	using	vvg	using	use	0
the	the	dt	the	the	0
like	like	j	like	like	0
for	for	p-acp	for	for	0
future	future	j-jn	future	future	0
time	time	n1	time	time	0
:	:	:	:	:	0
whereas	whereas	cs	whereas	whereas	0
our	our	po12	our	our	0
Preaching	Preaching	vvg	Preaching	preach	0
was	was	vbds	was	be	0
to	to	pc-acp	to	to	0
animate	animate	vvi	animate	animate	0
the	the	dt	the	the	0
soldiers	soldiers	n2	soldiers	soldier	0
Couragiously	Couragiously	av-j	Courageously	courageous	0
to	to	pc-acp	to	to	0
prosecute	prosecute	vvi	prosecute	prosecute	0
so	so	av	so	so	0
just	just	j	just	just	0
a	a	dt	a	a	0
warre	warre	n1	war	war	0
against	against	p-acp	against	against	0
such	such	d	such	such	0
unparalleld	unparalleld	j	unparalleled	unparalleled	0
murtherers	murtherers	n2	murderers	murderer	0
;	;	;	;	;	0
and	and	cc	and	and	0
our	our	po12	our	our	0
Prayers	Prayers	n2	Prayers	prayer	0
were	were	vbdr	were	be	0
,	,	,	,	,	0
that	that	cst	that	that	0
the	the	dt	the	the	0
righteous	righteous	j	righteous	righteous	0
God	God	np1	God	God	0
would	would	vmd	would	will	0
teach	teach	vvi	teach	teach	0
their	their	po32	their	their	0
hands	hands	n2	hands	hand	0
to	to	p-acp	to	to	0
war	war	n1	war	war	0
and	and	cc	and	and	0
their	their	po32	their	their	0
fingers	fingers	n2	fingers	finger	0
to	to	pc-acp	to	to	0
fight	fight	vvi	fight	fight	0
,	,	,	,	,	0
what	what	r-crq	what	what	0
other	other	j-jn	other	other	0
lan	lan	zz	lan	lan	0
∣	∣	sy	∣	∣	0
guage	guage	n1	guage	guage	0
he	he	pns31	he	he	0
used	used	vvd	used	use	0
,	,	,	,	,	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
in	in	p-acp	in	in	0
writing	writing	n1	writing	writing	0
,	,	,	,	,	0
attested	attested	vvn	attested	attest	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
hands	hands	n2	hands	hand	0
of	of	pp-f	of	of	0
good	good	j	good	good	0
wit	wit	n1	wit	wit	0
∣	∣	sy	∣	∣	0
nesses	nesses	n1	nesses	nesses	0
.	.	.	.	.	1
A	A	dt	A	a	0
third	third	ord	third	three	0
man	man	n1	man	man	0
,	,	,	,	,	0
was	was	vbds	was	be	0
a	a	dt	a	a	0
civilian	civilian	n-jn	civilian	civilian	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
had	had	vhd	had	have	0
been	been	vbn	been	be	0
unhappily	unhappily	av-j	unhappily	unhappy	0
intercepted	intercepted	vvn	intercepted	intercept	0
from	from	p-acp	from	from	0
going	going	vvg	going	go	0
beyond	beyond	p-acp	beyond	beyond	0
sea	sea	n1	sea	sea	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
bred	bred	vvn	bred	breed	0
a	a	dt	a	a	0
Jesuite	Jesuite	np1	Jesuite	Jesuite	0
,	,	,	,	,	0
yet	yet	av	yet	yet	0
retained	retained	vvd	retained	retain	0
his	his	po31	his	his	0
Jesuitical	Jesuitical	j	Jesuitical	jesuitical	0
principles	principles	n2	principles	principle	0
.	.	.	.	.	1
These	These	np1	These	Theise	0
with	with	p-acp	with	with	0
some	some	d	some	some	0
others	others	n2-jn	others	other	0
ejusdem	ejusdem	fw-la	ejusdem	ejusdem	0
fur	fur	fw-ge	fur	fur	0
∣	∣	sy	∣	∣	0
furis	furis	fw-la	furis	furis	0
with	with	p-acp	with	with	0
their	their	po32	their	their	0
revived	revived	j-vvn	revived	revive	0
oath	oath	n1	oath	oath	0
ex-officio	ex-officio	j	ex-officio	ex-officio	0
,	,	,	,	,	0
imprisoned	imprisoned	vvn	imprisoned	imprison	0
some	some	d	some	some	0
,	,	,	,	,	0
and	and	cc	and	and	0
banish	banish	vvb	banish	banish	0
∣	∣	sy	∣	∣	0
ed	ed	wd	ed	ed	0
or	or	cc	or	or	0
drove	drove	vvd	drove	drive	0
to	to	pc-acp	to	to	0
flight	flight	vvi	flight	flight	0
others	others	n2-jn	others	other	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
number	number	n1	number	number	0
of	of	pp-f	of	of	0
fourteen	fourteen	crd	fourteen	fourteen	0
in	in	p-acp	in	in	0
one	one	crd	one	one	0
week	week	n1	week	week	0
,	,	,	,	,	0
some	some	d	some	some	0
whereof	whereof	c-crq	whereof	whereof	0
might	might	vmd	might	may	0
be	be	vbi	be	be	0
truely	truely	av-j	truly	true	0
called	called	vvn	called	call	0
,	,	,	,	,	0
The	The	dt	The	the	0
Horsmen	Horsmen	n2	Horsemen	horseman	0
and	and	cc	and	and	0
Chariots	Chariots	n2	Chariots	chariot	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
Israel	Israel	np1	Israel	Israel	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
stood	stood	vvd	stood	stand	0
day	day	n1	day	day	0
and	and	cc	and	and	0
night	night	n1	night	night	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
gap	gap	n1	gap	gap	0
for	for	p-acp	for	for	0
you	you	pn22	you	you	0
,	,	,	,	,	0
being	being	vbg	being	be	0
able	able	j	able	able	0
,	,	,	,	,	0
peace	peace	n1	peace	peace	0
∣	∣	sy	∣	∣	0
able	able	j	able	able	0
and	and	cc	and	and	0
diligent	diligent	j	diligent	diligent	0
ministers	ministers	n2	ministers	minister	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Gospel	Gospel	n1	Gospel	gospel	0
,	,	,	,	,	0
besides	besides	p-acp	beside	beside	0
many	many	d	many	many	0
others	others	n2-jn	others	other	0
who	who	r-crq	who	who	0
were	were	vbdr	were	be	0
driven	driven	vvn	driven	drive	0
away	away	av	away	away	0
by	by	p-acp	by	by	0
this	this	d	this	this	0
tempest	tempest	n1	tempest	tempest	0
.	.	.	.	.	1
After	After	p-acp	After	after	0
this	this	d	this	this	0
,	,	,	,	,	0
a	a	dt	a	a	0
new	new	j	new	new	0
project	project	n1	project	project	0
,	,	,	,	,	0
of	of	pp-f	of	of	0
far	far	av-j	far	far	0
more	more	av-dc	more	more	0
dangerous	dangerous	j	dangerous	dangerous	0
Consequence	Consequence	n1	Consequence	consequence	0
,	,	,	,	,	0
was	was	vbds	was	be	0
promoted	promoted	vvn	promoted	promote	0
by	by	p-acp	by	by	0
a	a	dt	a	a	0
faction	faction	n1	faction	faction	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
army	army	n1	army	army	0
siding	siding	vvg	siding	side	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
Irish	Irish	jp	Irish	irish	0
party	party	n1	party	party	0
:	:	:	:	:	0
to	to	pc-acp	to	to	0
wit	wit	vvi	wit	wit	0
a	a	dt	a	a	0
cursed	cursed	j-vvn	cursed	curse	0
Cessation	Cessation	n1	Cessation	cessation	0
was	was	vbds	was	be	0
hatched	hatched	vvn	hatched	hatch	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
made	made	vvn	made	make	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
Irish	Irish	jp	Irish	irish	0
rebels	rebels	n2	rebels	rebel	0
,	,	,	,	,	0
when	when	c-crq	when	when	0
we	we	pns12	we	we	0
were	were	vbdr	were	be	0
masters	masters	n2	master's	master	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
field	field	n1	field	field	0
,	,	,	,	,	0
and	and	cc	and	and	0
our	our	po12	our	our	0
ar	ar	vbr	are	be	0
∣	∣	sy	∣	∣	0
my	my	po11	my	my	0
was	was	vbds	was	be	0
maintained	maintained	vvn	maintained	maintain	0
mostly	mostly	j	mostly	mostly	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
spoiles	spoiles	n2	spoils	spoil	0
which	which	r-crq	which	which	0
they	they	pns32	they	they	0
dayly	dayly	av-j	daily	daily	0
recovered	recovered	vvd	recovered	recover	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
enemy	enemy	n1	enemy	enemy	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
had	had	vhd	had	have	0
formerly	formerly	av-j	formerly	former	0
made	made	vvn	made	make	0
a	a	dt	a	a	0
prey	prey	n1	prey	prey	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
the	the	dt	the	the	0
estates	estates	n2	estates	estate	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
English	English	jp	English	english	0
throughout	throughout	p-acp	throughout	throughout	0
the	the	dt	the	the	0
land	land	n1	land	land	0
,	,	,	,	,	0
ex	ex	fw-la	ex	ex	0
∣	∣	sy	∣	∣	0
cepting	cepting	vvg	cepting	cept	0
some	some	d	some	some	0
few	few	d	few	few	0
cityes	cityes	n2	cities	city	0
and	and	cc	and	and	0
castles	castles	n2	castles	castle	0
which	which	r-crq	which	which	0
stood	stood	vvd	stood	stand	0
out	out	av	out	out	0
upon	upon	p-acp	upon	upon	0
their	their	po32	their	their	0
owne	owne	d	own	own	0
de	de	zz	de	de	0
∣	∣	sy	∣	∣	0
fence	fence	n1	fence	fence	0
,	,	,	,	,	0
and	and	cc	and	and	0
could	could	vmd	could	can	0
onely	onely	av-j	only	only	0
preserve	preserve	vvi	preserve	preserve	0
such	such	d	such	such	0
goods	goods	n2-j	goods	good	0
as	as	c-acp	as	as	0
they	they	pns32	they	they	0
had	had	vhd	had	have	0
within	within	p-acp	within	within	0
the	the	dt	the	the	0
walls	walls	n2	walls	wall	0
in	in	p-acp	in	in	0
most	most	ds	most	most	0
places	places	n2	places	place	0
.	.	.	.	.	1
The	The	dt	The	the	0
very	very	j	very	very	0
mention	mention	n1	mention	mention	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
designe	designe	n1	design	design	0
was	was	vbds	was	be	0
odious	odious	j	odious	odious	0
to	to	p-acp	to	to	0
all	all	d	all	all	0
the	the	dt	the	the	0
remnant	remnant	n1	remnant	remnant	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
English	English	jp	English	english	0
nation	nation	n1	nation	nation	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
utterly	utterly	av-j	utterly	utter	0
abhor	abhor	vvb	abhor	abhor	0
∣	∣	sy	∣	∣	0
red	red	vvd	read	read	0
the	the	dt	the	the	0
thought	thought	n1	thought	thought	0
of	of	pp-f	of	of	0
ever	ever	av	ever	ever	0
shaking	shaking	vvg	shaking	shake	0
hands	hands	n2	hands	hand	0
with	with	p-acp	with	with	0
such	such	d	such	such	0
a	a	dt	a	a	0
barbarous	barbarous	j	barbarous	barbarous	0
gene	gene	zz	gene	gene	0
∣	∣	sy	∣	∣	0
ration	ration	n1	ration	ration	0
of	of	pp-f	of	of	0
men	men	n2	men	man	0
,	,	,	,	,	0
or	or	cc	or	or	0
rather	rather	av-c	rather	rather	0
incarnate	incarnate	j	incarnate	incarnate	0
devils	devils	n2	devils	devil	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
had	had	vhd	had	have	0
robbed	robbed	vvn	robbed	rob	0
them	them	pno32	them	they	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
,	,	,	,	,	0
burnt	burnt	vvd	burned	burn	0
their	their	po32	their	their	0
dwellings	dwellings	n2	dwellings	dwelling	0
,	,	,	,	,	0
murthered	murthered	vvn	murdered	murder	0
their	their	po32	their	their	0
wives	wives	n2	wives	wife	0
,	,	,	,	,	0
children	children	n2	children	child	0
,	,	,	,	,	0
and	and	cc	and	and	0
kinsfolk	kinsfolk	n1	kinsfolk	kinsfolk	0
,	,	,	,	,	0
after	after	c-acp	after	after	0
they	they	pns32	they	they	0
had	had	vhd	had	have	0
exercised	exercised	vvn	exercised	exercise	0
upon	upon	p-acp	upon	upon	0
them	them	pno32	them	they	0
all	all	d	all	all	0
imaginable	imaginable	j	imaginable	imaginable	0
cruelties	cruelties	n2	cruelties	cruelty	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
full	full	j	full	full	0
well	well	av	well	well	0
you	you	pn22	you	you	0
know	know	vvb	know	know	0
.	.	.	.	.	1
And	And	cc	And	and	0
all	all	d	all	all	0
that	that	cst	that	that	0
had	had	vhd	had	have	0
but	but	cc-acp	but	but	0
half	half	j-jn	half	half	0
an	an	dt	and	a	0
eye	eye	n1	eye	eye	0
foresaw	foresaw	vvd	foresaw	foresee	0
what	what	r-crq	what	what	0
the	the	dt	the	the	0
issue	issue	n1	issue	issue	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
would	would	vmd	would	will	0
be	be	vbi	be	be	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
afterwards	afterwards	av	afterwards	afterward	0
the	the	dt	the	the	0
event	event	n1	event	event	0
manifested	manifested	vvd	manifested	manifest	0
,	,	,	,	,	0
even	even	av	even	even	0
a	a	dt	a	a	0
deadly	deadly	j	deadly	deadly	0
snare	snare	n1	snare	snare	0
to	to	p-acp	to	to	0
our	our	po12	our	our	0
side	side	n1	side	side	0
:	:	:	:	:	0
now	now	av	now	now	0
were	were	vbdr	were	be	0
our	our	po12	our	our	0
brave	brave	j	brave	brave	0
soldiers	soldiers	n2	soldiers	soldier	0
left	left	vvd	left	leave	0
to	to	pc-acp	to	to	0
starve	starve	vvi	starve	starve	0
in	in	p-acp	in	in	0
their	their	po32	their	their	0
garrisons	garrisons	n2	garrisons	garrison	0
,	,	,	,	,	0
many	many	d	many	many	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
punished	punished	vvn	punished	punish	0
with	with	p-acp	with	with	0
death	death	n1	death	death	0
by	by	p-acp	by	by	0
their	their	po32	their	their	0
owne	owne	d	own	own	0
disaffected	disaffected	j-vvn	disaffected	disaffect	0
officers	officers	n2	officers	officer	0
upon	upon	p-acp	upon	upon	0
the	the	dt	the	the	0
least	least	ds	least	least	0
complaint	complaint	n1	complaint	complaint	0
of	of	pp-f	of	of	0
any	any	d	any	any	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
inhumane	inhumane	j	inhumane	inhumane	0
perfidious	perfidious	j	perfidious	perfidious	0
enemies	enemies	n2	enemies	enemy	0
;	;	;	;	;	0
whilest	whilest	cs	whilst	while	0
they	they	pns32	they	they	0
were	were	vbdr	were	be	0
free	free	j	free	free	0
to	to	pc-acp	to	to	0
kill	kill	vvi	kill	kill	0
,	,	,	,	,	0
rob	rob	vvb	rob	rob	0
and	and	cc	and	and	0
spoile	spoile	vvi	spoil	spoil	0
at	at	p-acp	at	at	0
pleasure	pleasure	n1	pleasure	pleasure	0
without	without	p-acp	without	without	0
controule	controule	n1	control	control	0
,	,	,	,	,	0
and	and	cc	and	and	0
hereby	hereby	av	hereby	hereby	0
had	had	vhd	had	have	0
they	they	pns32	they	they	0
opportunityes	opportunityes	n2	opportunities	opportunity	0
of	of	pp-f	of	of	0
recruiting	recruiting	vvg	recruiting	recruit	0
themselves	themselves	px32	themselves	themselves	0
with	with	p-acp	with	with	0
fresh	fresh	j	fresh	fresh	0
men	men	n2	men	man	0
and	and	cc	and	and	0
am	am	vbm	am	be	0
∣	∣	sy	∣	∣	0
munition	munition	n1	munition	munition	0
for	for	p-acp	for	for	0
a	a	dt	a	a	0
new	new	j	new	new	0
war	war	n1	war	war	0
,	,	,	,	,	0
when	when	c-crq	when	when	0
the	the	dt	the	the	0
cessation	cessation	n1	cessation	cessation	0
should	should	vmd	should	shall	0
be	be	vbi	be	be	0
expired	expired	vvn	expired	expire	0
:	:	:	:	:	0
now	now	av	now	now	0
were	were	vbdr	were	be	0
foure	foure	crd	foure	four	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
best	best	js	best	best	0
friends	friends	n2	friends	friend	0
privy	privy	j	privy	privy	0
coun	coun	vvb	con	con	0
∣	∣	sy	∣	∣	0
sellors	sellors	ng1	sellers	sellers	0
clapt	clapt	vvd	clapped	clap	0
up	up	a-acp	up	up	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Castle	Castle	n1	Castle	castle	0
of	of	pp-f	of	of	0
Du	Du	np1	Du	Du	0
∣	∣	sy	∣	∣	0
blin	blin	zz	blin	blin	0
for	for	p-acp	for	for	0
opposing	opposing	vvg	opposing	oppose	0
the	the	dt	the	the	0
Cessation	Cessation	n1	Cessation	cessation	0
;	;	;	;	;	0
when	when	c-crq	when	when	0
all	all	d	all	all	0
the	the	dt	the	the	0
rebels	rebels	n2	rebels	rebel	0
who	who	r-crq	who	who	0
had	had	vhd	had	have	0
been	been	vbn	been	be	0
commit	commit	vvb	commit	commit	0
∣	∣	sy	∣	∣	0
ted	ted	n1	ted	ted	0
,	,	,	,	,	0
having	having	vhg	having	have	0
beene	beene	vbn	been	be	0
taken	taken	vvn	taken	take	0
prisoners	prisoners	n2	prisoners	prisoner	0
by	by	p-acp	by	by	0
our	our	po12	our	our	0
army	army	n1	army	army	0
