READER	READER	n1	READER	reader	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
placed	placed	vvn	placed	place	0
in	in	p-acp	in	in	0
a	a	dt	a	a	0
Creed	Creed	n1	Creed	creed	0
,	,	,	,	,	0
he	he	pns31	he	he	0
is	is	vbz	is	be	0
to	to	pc-acp	to	to	0
believe	believe	vvi	believe	believe	0
it	it	pn31	it	it	0
.	.	.	.	.	1
He	He	pns31	He	he	0
that	that	cst	that	that	0
should	should	vmd	should	shall	0
say	say	vvi	say	say	0
that	that	d	that	that	0
Faction	Faction	n1	Faction	faction	0
first	first	ord	first	first	0
occasioned	occasioned	vvn	occasioned	occasion	0
Men's	Men's	ng2	Men's	man	0
composing	composing	vvg	composing	compose	0
of	of	pp-f	of	of	0
Creeds	Creeds	n2	Creeds	creed	0
,	,	,	,	,	0
and	and	cc	and	and	0
that	that	cst	that	that	0
the	the	dt	the	the	0
Abuse	Abuse	vvi	Abuse	abuse	0
of	of	pp-f	of	of	0
Creeds	Creeds	n2	Creeds	creed	0
hath	hath	vhz	hath	have	0
contributed	contributed	vvn	contributed	contribute	0
no	no	dx	no	no	0
small	small	j	small	small	0
Assistance	Assistance	n1	Assistance	assistance	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
maintaining	maintaining	vvg	maintaining	maintain	0
and	and	cc	and	and	0
keeping	keeping	vvg	keeping	keep	0
up	up	a-acp	up	up	0
of	of	pp-f	of	of	0
Factions	Factions	n2	Factions	faction	0
,	,	,	,	,	0
would	would	vmd	would	will	0
not	not	xx	not	not	0
be	be	vbi	be	be	0
wholly	wholly	av-jn	wholly	whole	0
disbelieved	disbelieved	j	disbelieved	disbelieved	0
.	.	.	.	.	1
Creeds	Creeds	n2	Creeds	creed	0
are	are	vbr	are	be	0
of	of	pp-f	of	of	0
great	great	j	great	great	0
use	use	n1	use	use	0
,	,	,	,	,	0
if	if	cs	if	if	0
they	they	pns32	they	they	0
be	be	vbb	be	be	0
used	used	vvn	used	use	0
aright	aright	av	aright	aright	0
.	.	.	.	.	1
We	We	pns12	We	we	0
may	may	vmb	may	may	0
say	say	vvi	say	say	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
Creed	Creed	n1	Creed	creed	0
as	as	p-acp	as	as	0
the	the	dt	the	the	0
Apostle	Apostle	n1	Apostle	apostle	0
doth	doth	vdz	does	do	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Law	Law	n1	Law	law	0
,	,	,	,	,	0
1	1	crd	1	1	0
Tim.	Tim.	np1	Tim.	Tim.	1
1.	1.	crd	1.	1.	0
8.	8.	crd	8.	8.	1
We	We	pns12	We	we	0
know	know	vvb	know	know	0
that	that	cst	that	that	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
good	good	j	good	good	0
,	,	,	,	,	0
if	if	cs	if	if	0
a	a	dt	a	a	0
Man	Man	n1	Man	man	0
use	use	vvb	use	use	0
it	it	pn31	it	it	0
lawfully	lawfully	av-j	lawfully	lawful	0
.	.	.	.	.	1
I	I	pns11	I	i	0
hear	hear	vvb	hear	hear	0
that	that	cst	that	that	0
some	some	d	some	some	0
who	who	r-crq	who	who	0
(	(	(	(	(	0
having	having	vhg	having	have	0
a	a	dt	a	a	0
Mind	Mind	n1	Mind	mind	0
to	to	pc-acp	to	to	0
talk	talk	vvi	talk	talk	0
of	of	pp-f	of	of	0
what	what	r-crq	what	what	0
they	they	pns32	they	they	0
do	do	vdb	do	do	0
not	not	xx	not	not	0
understand	understand	vvi	understand	understand	0
)	)	)	)	)	0
apply	apply	vvi	apply	apply	0
themselves	themselves	px32	themselves	themselves	0
to	to	pc-acp	to	to	0
rail	rail	vvi	rail	rail	0
against	against	p-acp	against	against	0
the	the	dt	the	the	0
Reasonableness	Reasonableness	n1	Reasonableness	reasonableness	0
of	of	pp-f	of	of	0
Christianity	Christianity	np1	Christianity	Christianity	0
,	,	,	,	,	0
&c.	&c.	av	etc.	etc	0
in	in	p-acp	in	in	0
that	that	d	that	that	0
Phrase	Phrase	n1	Phrase	phrase	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
which	which	r-crq	which	which	0
the	the	dt	the	the	0
worst	worst	js	worst	worst	0
of	of	pp-f	of	of	0
Men	Men	n2	Men	man	0
made	made	vvd	made	make	0
such	such	d	such	such	0
a	a	dt	a	a	0
Noise	Noise	n1	Noise	noise	0
under	under	p-acp	under	under	0
the	the	dt	the	the	0
late	late	av-j	late	late	0
Reigns	Reigns	vvz	Reigns	reign	0
,	,	,	,	,	0
affirming	affirming	vvg	affirming	affirm	0
confidently	confidently	av-j	confidently	confident	0
upon	upon	p-acp	upon	upon	0
their	their	po32	their	their	0
own	own	d	own	own	0
Word	Word	n1	Word	word	0
,	,	,	,	,	0
that	that	cst	that	that	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
contrary	contrary	j-jn	contrary	contrary	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Church	Church	n1	Church	church	0
of	of	pp-f	of	of	0
Eng	Eng	np1	Eng	Eng	0
∣	∣	sy	∣	∣	0
land	land	n1	land	land	0
.	.	.	.	.	1
If	If	cs	If	if	0
these	these	d	these	these	0
People	People	n1	People	people	0
are	are	vbr	are	be	0
capable	capable	j	capable	capable	0
of	of	pp-f	of	of	0
thinking	thinking	vvg	thinking	think	0
,	,	,	,	,	0
would	would	vmd	would	will	0
they	they	pns32	they	they	0
exercise	exercise	vvi	exercise	exercise	0
that	that	cst	that	that	0
Faculty	Faculty	n1	Faculty	faculty	0
to	to	p-acp	to	to	0
any	any	d	any	any	0
good	good	j	good	good	0
purpose	purpose	n1	purpose	purpose	0
,	,	,	,	,	0
they	they	pns32	they	they	0
might	might	vmd	might	may	0
easily	easily	av-j	easily	easy	0
perceive	perceive	vvi	perceive	perceive	0
that	that	cst	that	that	0
when	when	c-crq	when	when	0
Iesus	Iesus	np1	Iesus	Jesus	0
Christ	Christ	np1	Christ	Christ	0
and	and	cc	and	and	0
his	his	po31	his	his	0
Apostles	Apostles	n2	Apostles	apostle	0
have	have	vhb	have	have	0
determined	determined	vvn	determined	determine	0
a	a	dt	a	a	0
point	point	n1	point	point	0
,	,	,	,	,	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
most	most	av-ds	most	most	0
scandalous	scandalous	j	scandalous	scandalous	0
and	and	cc	and	and	0
wicked	wicked	j	wicked	wicked	0
Aspersion	Aspersion	n1	Aspersion	aspersion	0
that	that	cst	that	that	0
can	can	vmb	can	can	0
be	be	vbi	be	be	0
devised	devised	vvn	devised	devise	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
pretend	pretend	vvi	pretend	pretend	0
to	to	p-acp	to	to	0
intro	intro	n1	intro	intro	0
∣	∣	sy	∣	∣	0
duce	duce	fw-la	duce	duce	0
the	the	dt	the	the	0
Church	Church	n1	Church	church	0
of	of	pp-f	of	of	0
England	England	np1	England	England	0
in	in	p-acp	in	in	0
opposition	opposition	n1	opposition	opposition	0
to	to	p-acp	to	to	0
them	them	pno32	them	they	0
.	.	.	.	.	1
Had	Had	vhd	Had	have	0
these	these	d	these	these	0
People	People	n1	People	people	0
that	that	cst	that	that	0
respect	respect	n1	respect	respect	0
for	for	p-acp	for	for	0
,	,	,	,	,	0
and	and	cc	and	and	0
would	would	vmd	would	will	0
they	they	pns32	they	they	0
pay	pay	vvi	pay	pay	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Church	Church	n1	Church	church	0
of	of	pp-f	of	of	0
England	England	np1	England	England	0
that	that	cst	that	that	0
Deference	Deference	n1	Deference	deference	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
due	due	j-jn	due	due	0
to	to	p-acp	to	to	0
her	her	pno31	her	she	0
,	,	,	,	,	0
they	they	pns32	they	they	0
would	would	vmd	would	will	0
not	not	xx	not	not	0
prostitute	prostitute	vvi	prostitute	prostitute	0
her	her	po31	her	her	0
venerable	venerable	j	venerable	venerable	0
Name	Name	n1	Name	name	0
at	at	p-acp	at	at	0
every	every	d	every	every	0
turn	turn	n1	turn	turn	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
Imitation	Imitation	n1	Imitation	imitation	0
of	of	pp-f	of	of	0
those	those	d	those	those	0
bad	bad	j	bad	bad	0
Persons	Persons	n2	Persons	person	0
who	who	r-crq	who	who	0
neither	neither	d	neither	neither	0
be	be	vbb	be	be	0
∣	∣	sy	∣	∣	0
lieving	lieving	vvg	lieving	lieve	0
in	in	p-acp	in	in	0
our	our	po12	our	our	0
Blessed	Blessed	j-vvn	Blessed	bless	0
Saviour	Saviour	n1	Saviour	saviour	0
,	,	,	,	,	0
nor	nor	ccx	nor	nor	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Living	Living	j-vvg	Living	live	0
God	God	np1	God	God	0
,	,	,	,	,	0
do	do	vdb	do	do	0
constantly	constantly	av-j	constantly	constant	0
prophane	prophane	vvi	profane	profane	0
their	their	po32	their	their	0
Sacred	Sacred	j	Sacred	sacred	0
Names	Names	n2	Names	name	0
,	,	,	,	,	0
when	when	c-crq	when	when	0
ever	ever	av	ever	ever	0
they	they	pns32	they	they	0
have	have	vhb	have	have	0
a	a	dt	a	a	0
mind	mind	n1	mind	mind	0
to	to	pc-acp	to	to	0
give	give	vvi	give	give	0
vent	vent	n1	vent	vent	0
to	to	p-acp	to	to	0
some	some	d	some	some	0
unreasonable	unreasonable	j	unreasonable	unreasonable	0
Passion	Passion	n1	Passion	passion	0
.	.	.	.	.	1
There	There	pc-acp	There	there	0
is	is	vbz	is	be	0
one	one	crd	one	one	0
thing	thing	n1	thing	thing	0
which	which	r-crq	which	which	0
should	should	vmd	should	shall	0
particularly	particularly	av-j	particularly	particular	0
recom	recom	vvn	recom	recom	0
∣	∣	sy	∣	∣	0
mend	mend	vvi	mend	mend	0
the	the	dt	the	the	0
Reasonableness	Reasonableness	n1	Reasonableness	reasonableness	0
of	of	pp-f	of	of	0
Christianity	Christianity	np1	Christianity	Christianity	0
,	,	,	,	,	0
&c.	&c.	av	etc.	etc	0
to	to	p-acp	to	to	0
good	good	j	good	good	0
Christians	Christians	np1	Christians	Christians	0
,	,	,	,	,	0
and	and	cc	and	and	0
for	for	p-acp	for	for	0
which	which	r-crq	which	which	0
they	they	pns32	they	they	0
can	can	vmb	can	can	0
hardly	hardly	av	hardly	hardly	0
set	set	vvi	set	set	0
too	too	av	too	too	0
great	great	j	great	great	0
a	a	dt	a	a	0
value	value	n1	valve	value	0
on	on	p-acp	on	on	0
it	it	pn31	it	it	0
,	,	,	,	,	0
viz.	viz.	n1	viz.	viz.	0
That	That	cst	That	that	0
it	it	pn31	it	it	0
fully	fully	av-j	fully	full	0
resolves	resolves	vvz	resolves	resolve	0
some	some	d	some	some	0
Dif	Dif	n1	Dif	dif	0
∣	∣	sy	∣	∣	0
ficulties	ficulties	n2	ficulties	ficulty	0
in	in	p-acp	in	in	0
our	our	po12	our	our	0
Saviour's	Saviour's	ng1	Saviour's	saviour	0
Conduct	Conduct	vvi	Conduct	conduct	0
(	(	(	(	(	0
which	which	r-crq	which	which	0
I	I	pns11	I	i	0
think	think	vvb	think	think	0
)	)	)	)	)	0
were	were	vbdr	were	be	0
never	never	av	never	never	0
throughly	throughly	av-j	thoroughly	thorough	0
cleared	cleared	vvn	cleared	clear	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
World	World	n1	World	world	0
,	,	,	,	,	0
till	till	c-acp	till	till	0
it	it	pn31	it	it	0
was	was	vbds	was	be	0
pub	pub	fw-la	pub	pub	0
∣	∣	sy	∣	∣	0
lished	lished	vvn	lished	lish	0
.	.	.	.	.	1
Some	Some	d	Some	some	0
time	time	n1	time	time	0
after	after	p-acp	after	after	0
the	the	dt	the	the	0
following	following	j-vvg	following	follow	0
Observations	Observations	n2	Observations	observation	0
were	were	vbdr	were	be	0
sent	sent	vvn	sent	send	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Press	Press	n1	Press	press	0
,	,	,	,	,	0
I	I	pns11	I	i	0
met	met	vvd	met	meet	0
with	with	p-acp	with	with	0
some	some	d	some	some	0
Papers	Papers	n2	Papers	paper	0
writ	writ	vvn	writ	write	0
by	by	p-acp	by	by	0
Mr.	Mr.	n1	Mr.	mr.	1
Ed	Ed	wd	Ed	ed	0
∣	∣	sy	∣	∣	0
wards	wards	av	wards	ward	0
,	,	,	,	,	0
against	against	p-acp	against	against	0
the	the	dt	the	the	0
Author	Author	n1	Author	author	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Reasonableness	Reasonableness	n1	Reasonableness	reasonableness	0
of	of	pp-f	of	of	0
Christianity	Christianity	np1	Christianity	Christianity	0
,	,	,	,	,	0
&c.	&c.	av	etc.	etc	0
and	and	cc	and	and	0
against	against	p-acp	against	against	0
my	my	po11	my	my	0
self	self	n1	self	self	0
;	;	;	;	;	0
but	but	cc-acp	but	but	0
to	to	pc-acp	to	to	0
pass	pass	vvi	pass	pass	0
them	them	pno32	them	they	0
over	over	a-acp	over	over	0
without	without	p-acp	without	without	0
saying	saying	vvg	saying	say	0
any	any	d	any	any	0
thing	thing	n1	thing	thing	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
,	,	,	,	,	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
greatest	greatest	js	greatest	great	0
Civility	Civility	n1	Civility	civility	0
that	that	cst	that	that	0
can	can	vmb	can	can	0
be	be	vbi	be	be	0
expressed	expressed	vvn	expressed	express	0
to	to	p-acp	to	to	0
that	that	d	that	that	0
Writer	Writer	n1	Writer	writer	0
,	,	,	,	,	0
by	by	p-acp	by	by	1
