TIs	TIs	d	This	this	0
repeated	repeated	vvn	repeated	repeat	0
,	,	,	,	,	0
a	a	dt	a	a	0
dry	dry	j	dry	dry	0
rod	rod	n1	rod	rod	0
bloo	bloo	n1	bloo	bloo	0
∣	∣	sy	∣	∣	0
ming	ming	j	ming	ming	0
and	and	cc	and	and	0
bearing	bearing	vvg	bearing	bear	0
Almonds	Almonds	n2	Almonds	almond	0
:	:	:	:	:	0
one	one	crd	one	one	0
blossoming	blossoming	j-vvg	blossoming	blossom	0
at	at	p-acp	at	at	0
the	the	dt	the	the	0
fall	fall	n1	fallen	fall	0
;	;	;	;	;	0
one	one	pi	one	one	0
after	after	p-acp	after	after	0
many	many	d	many	many	0
plunges	plunges	n2	plunges	plunge	0
raised	raised	vvn	raised	raise	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
give	give	vvi	give	give	0
wit	wit	n1	wit	wit	0
∣	∣	sy	∣	∣	0
nesse	nesse	n1	ness	ness	0
,	,	,	,	,	0
and	and	cc	and	and	0
set	set	vvd	set	set	0
seale	seale	n1	seal	seal	0
to	to	p-acp	to	to	0
Christs	Christs	npg1	Christs	Christ	0
re	re	fw-it	re	re	0
∣	∣	sy	∣	∣	0
surrection	surrection	n1	surrection	surrection	0
.	.	.	.	.	1
You	You	pn22	You	you	0
whom	whom	r-crq	whom	who	0
I	I	pns11	I	i	0
know	know	vvb	know	know	0
and	and	cc	and	and	0
much	much	d	much	much	0
love	love	n1	love	love	0
,	,	,	,	,	0
well	well	av	well	well	0
understand	understand	vvb	understand	understand	0
my	my	po11	my	my	0
often	often	av	often	often	0
infirmities	infirmities	n2	infirmities	infirmity	0
,	,	,	,	,	0
and	and	cc	and	and	0
so	so	av	so	so	0
at	at	p-acp	at	at	0
what	what	r-crq	what	what	0
after	after	p-acp	after	after	0
season	season	n1	season	season	0
I	I	pns11	I	i	0
blossome	blossome	vvb	blossom	blossom	0
and	and	cc	and	and	0
beare	beare	vvi	bear	bear	0
;	;	;	;	;	0
and	and	cc	and	and	0
therefore	therefore	av	therefore	therefore	0
will	will	vmb	will	will	0
(	(	(	(	(	0
I	I	pns11	I	i	0
hope	hope	vvb	hope	hope	0
)	)	)	)	)	0
for	for	p-acp	for	for	0
rarity	rarity	n1	rarity	rarity	0
sake	sake	n1	sake	sake	0
,	,	,	,	,	0
keep	keep	vvb	keep	keep	0
these	these	d	these	these	0
blos	blos	n1	blos	blos	0
∣	∣	sy	∣	∣	0
soms	soms	n2	soms	som	0
,	,	,	,	,	0
and	and	cc	and	and	0
small	small	j	small	small	0
fruits	fruits	n2	fruits	fruit	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
admire	admire	vvi	admire	admire	0
Christ	Christ	np1	Christ	Christ	0
the	the	dt	the	the	0
orderer	orderer	n1	orderer	orderer	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
times	times	n2	times	time	0
and	and	cc	and	and	0
seasons	seasons	n2	seasons	season	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
can	can	vmb	can	can	0
make	make	vvi	make	make	0
Spring	Spring	n1	Spring	spring	0
when	when	c-crq	when	when	0
he	he	pns31	he	he	0
will	will	vmb	will	will	0
,	,	,	,	,	0
and	and	cc	and	and	0
in	in	p-acp	in	in	0
what	what	r-crq	what	what	0
he	he	pns31	he	he	0
will	will	vmb	will	will	0
.	.	.	.	.	1
