Gentlemen	Gentlemen	np1	Gentlemen	Gentlemen	0
Person	Person	n1	Person	person	0
who	who	r-crq	who	who	0
would	would	vmd	would	will	0
be	be	vbi	be	be	0
esteem'd	esteem'd	vvn	esteemed	esteem	0
an	an	dt	and	a	0
expert	expert	j	expert	expert	0
Trader	Trader	n1	Trader	trader	0
.	.	.	.	.	1
In	In	p-acp	In	in	0
raising	raising	vvg	raising	raise	0
our	our	po12	our	our	0
Structure	Structure	n1	Structure	structure	0
;	;	;	;	;	0
I	I	pns11	I	i	0
describe	describe	vvb	describe	describe	0
,	,	,	,	,	0
First	First	ord	First	first	0
the	the	dt	the	the	0
Empires	Empires	n2	Empires	empire	0
,	,	,	,	,	0
Kingdoms	Kingdoms	n2	Kingdoms	kingdom	0
and	and	cc	and	and	0
Republicks	Republicks	n2	Republics	republic	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
habitable	habitable	j	habitable	habitable	0
World	World	n1	World	world	0
;	;	;	;	;	0
Next	Next	ord	Next	next	0
the	the	dt	the	the	0
particular	particular	j	particular	particular	0
Provinces	Provinces	n2	Provinces	province	0
of	of	pp-f	of	of	0
each	each	d	each	each	0
;	;	;	;	;	0
and	and	cc	and	and	0
then	then	av	then	then	0
the	the	dt	the	the	0
most	most	av-ds	most	most	0
celebrated	celebrated	vvn	celebrated	celebrate	0
Towns	Towns	n2	Towns	town	0
of	of	pp-f	of	of	0
Traffick	Traffick	n1	Traffic	traffic	0
therein	therein	av	therein	therein	0
,	,	,	,	,	0
together	together	av	together	together	0
with	with	p-acp	with	with	0
their	their	po32	their	their	0
natural	natural	j	natural	natural	0
Products	Products	n2	Products	product	0
,	,	,	,	,	0
Artificial	Artificial	j	Artificial	artificial	0
Commodities	Commodities	n2	Commodities	commodity	0
and	and	cc	and	and	0
Manufactures	Manufactures	n2	Manufactures	manufacture	0
.	.	.	.	.	1
Then	Then	cs	Then	than	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
given	given	vvn	given	give	0
an	an	dt	and	a	0
Account	Account	vvb	Account	account	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
several	several	j	several	several	0
Coins	Coins	n2	Coins	coin	0
there	there	a-acp	there	there	0
in	in	p-acp	in	in	0
use	use	n1	use	use	0
and	and	cc	and	and	0
cur	cur	n1	cur	cur	0
∣	∣	sy	∣	∣	0
rent	rent	n1	rend	rent	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
Value	Value	vvi	Valve	value	0
and	and	cc	and	and	0
Denomination	Denomination	n1	Denomination	denomination	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
Species	Species	n2	Species	species	0
where	where	c-crq	where	where	0
∣	∣	sy	∣	∣	0
in	in	p-acp	in	in	0
Merchants	Merchants	n2	Merchant's	merchant	0
do	do	vdi	do	do	0
there	there	pc-acp	there	there	0
frame	frame	vvi	frame	frame	0
and	and	cc	and	and	0
regulate	regulate	vvi	regulate	regulate	0
their	their	po32	their	their	0
Accompts	Accompts	n2	Accounts	account	0
by	by	p-acp	by	by	0
;	;	;	;	;	0
also	also	av	also	also	0
the	the	dt	the	the	0
Weights	Weights	n2	Weights	weight	0
and	and	cc	and	and	0
Measures	Measures	n2	Measures	measure	0
of	of	pp-f	of	of	0
those	those	d	those	those	0
places	places	n2	places	place	0
,	,	,	,	,	0
together	together	av	together	together	0
with	with	p-acp	with	with	0
their	their	po32	their	their	0
Exchanges	Exchanges	n2	Exchanges	exchange	0
,	,	,	,	,	0
and	and	cc	and	and	0
how	how	c-crq	how	how	0
those	those	d	those	those	0
are	are	vbr	are	be	0
found	found	vvn	found	find	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
calculated	calculated	vvn	calculated	calculate	0
amongst	amongst	p-acp	among	among	0
the	the	dt	the	the	0
Italians	Italians	njp2	Italians	italian	0
who	who	r-crq	who	who	0
are	are	vbr	are	be	0
accounted	accounted	vvn	accounted	account	0
the	the	dt	the	the	0
most	most	av-ds	most	most	0
expert	expert	j	expert	expert	0
Bankers	Bankers	n2	Bankers	banker	0
and	and	cc	and	and	0
Exchangers	Exchangers	n2	Exchangers	exchanger	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
World	World	n1	World	world	0
.	.	.	.	.	1
Lastly	Lastly	ord	Lastly	last	0
,	,	,	,	,	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
added	added	vvn	added	add	0
a	a	dt	a	a	0
Table	Table	n1	Table	table	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Longitude	Longitude	n1	Longitude	longitude	0
and	and	cc	and	and	0
Latitude	Latitude	n1	Latitude	latitude	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
these	these	d	these	these	0
eminent	eminent	j	eminent	eminent	0
Places	Places	n2	Places	place	0
of	of	pp-f	of	of	0
Traffick	Traffick	n1	Traffic	traffic	0
,	,	,	,	,	0
not	not	xx	not	not	0
only	only	av-j	only	only	0
thereby	thereby	av	thereby	thereby	0
to	to	pc-acp	to	to	0
satisfie	satisfie	vvi	satisfy	satisfy	0
the	the	dt	the	the	0
curious	curious	j	curious	curious	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
the	the	dt	the	the	0
better	better	jc	better	better	0
to	to	pc-acp	to	to	0
guide	guide	vvi	guide	guide	0
the	the	dt	the	the	0
inquirer	inquirer	vvi	inquirer	inquirer	0
to	to	p-acp	to	to	0
any	any	d	any	any	0
such	such	d	such	such	0
City	City	n1	City	city	0
or	or	cc	or	or	0
Town	Town	n1	Town	town	0
sought	sought	vvd	sought	seek	0
for	for	p-acp	for	for	0
.	.	.	.	.	1
And	And	np1	And	And	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
all	all	d	all	all	0
this	this	d	this	this	0
Work	Work	n1	Work	work	0
my	my	po11	my	my	0
chief	chief	j-jn	chief	chief	0
ambition	ambition	n1	ambition	ambition	0
hath	hath	vhz	hath	have	0
been	been	vbn	been	be	0
to	to	pc-acp	to	to	0
please	please	vvi	please	please	0
all	all	d	all	all	0
Mer	Mer	n1	Mere	mere	0
∣	∣	sy	∣	∣	0
chants	chants	vvz	chants	chant	0
in	in	p-acp	in	in	0
general	general	n1	general	general	0
,	,	,	,	,	0
and	and	cc	and	and	0
(	(	(	(	(	0
if	if	cs	if	if	0
I	I	pns11	I	i	0
may	may	vmb	may	may	0
not	not	xx	not	not	0
be	be	vbi	be	be	0
thought	thought	vvn	thought	think	0
to	to	pc-acp	to	to	0
judge	judge	vvi	judge	judge	0
too	too	av	too	too	0
favourably	favourably	av-j	favourably	favourable	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
own	own	d	own	own	0
endeavours	endeavours	n2	endeavours	endeavour	0
)	)	)	)	)	0
I	I	pns11	I	i	0
hope	hope	vvb	hope	hope	0
shall	shall	vmb	shall	shall	0
not	not	xx	not	not	0
fail	fail	vvi	fail	fail	0
therein	therein	av	therein	therein	0
.	.	.	.	.	1
But	But	p-acp	But	but	0
I	I	pns11	I	i	0
am	am	vbm	am	be	0
almost	almost	av	almost	almost	0
confident	confident	j	confident	confident	0
,	,	,	,	,	0
were	were	vbdr	were	be	0
my	my	po11	my	my	0
Labours	Labours	n2	Labours	labour	0
duly	duly	av-jn	duly	due	0
weigh'd	weigh'd	vvn	weighed	weigh	0
,	,	,	,	,	0
my	my	po11	my	my	0
Work	Work	n1	Work	work	0
might	might	vmd	might	may	0
challenge	challenge	vvi	challenge	challenge	0
acceptance	acceptance	n1	acceptance	acceptance	0
.	.	.	.	.	1
However	However	c-acp	However	however	0
I	I	pns11	I	i	0
offer	offer	vvb	offer	offer	0
it	it	pn31	it	it	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
publick	publick	j	public	public	0
for	for	p-acp	for	for	0
their	their	po32	their	their	0
Benefit	Benefit	n1	Benefit	benefit	0
,	,	,	,	,	0
and	and	cc	and	and	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
great	great	j	great	great	0
Respect	Respect	n1	Respect	respect	0
and	and	cc	and	and	0
Duty	Duty	n1	Duty	duty	0
I	I	pns11	I	i	0
owe	owe	vvb	owe	owe	0
to	to	p-acp	to	to	0
my	my	po11	my	my	0
native	native	j-jn	native	native	0
Country	Country	n1	Country	country	0
England	England	np1	England	England	0
.	.	.	.	.	1
