IOb	IOb	np1	IOb	IOb	0
iudicious	iudicious	j	judicious	judicious	0
part	part	n1	part	part	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Church	Church	n1	Church	church	0
then	then	av	then	then	0
vnderstood	vnderstood	vvd	understood	understand	0
the	the	dt	the	the	0
words	words	n2	words	word	0
of	of	pp-f	of	of	0
that	that	d	that	that	0
title	title	n1	title	title	0
so	so	av	so	so	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
no	no	dx	no	no	0
offence	offence	n1	offence	offence	0
might	might	vmd	might	may	0
iustly	iustly	av-j	justly	just	0
rise	rise	vvi	rise	rise	0
by	by	p-acp	by	by	0
it	it	pn31	it	it	0
:	:	:	:	:	0
yet	yet	av	yet	yet	0
they	they	pns32	they	they	0
that	that	cst	that	that	0
were	were	vbdr	were	be	0
suddenly	suddenly	av-j	suddenly	sudden	0
brought	brought	vvn	brought	bring	0
from	from	p-acp	from	from	0
their	their	po32	their	their	0
olde	olde	j	old	old	0
opinion	opinion	n1	opinion	opinion	0
of	of	pp-f	of	of	0
perie	perie	n1	perie	perie	0
,	,	,	,	,	0
not	not	xx	not	not	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
loue	loue	n1	love	love	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
truth	truth	n1	truth	truth	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
obser	obser	n1	obser	obser	0
∣	∣	sy	∣	∣	0
uance	uance	n1	vance	vance	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Kings	Kings	ng1	Kings	king	0
religion	religion	n1	religion	religion	0
;	;	;	;	;	0
retained	retained	vvd	retained	retain	0
a	a	dt	a	a	0
grosse	grosse	j	gross	gross	0
and	and	cc	and	and	0
impure	impure	j	impure	impure	0
sense	sense	n1	sense	sense	0
of	of	pp-f	of	of	0
those	those	d	those	those	0
words	words	n2	words	word	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
most	most	ds	most	most	0
cōmonly	cōmonly	av-j	commonly	common	0
by	by	p-acp	by	by	0
such	such	d	such	such	0
is	is	vbz	is	be	0
retained	retained	vvn	retained	retain	0
to	to	p-acp	to	to	0
this	this	d	this	this	0
day	day	n1	day	day	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
when	when	c-crq	when	when	0
Stephen	Stephen	np1	Stephen	Stephen	0
Gardi	Gardi	fw-la	Gardi	gardi	0
∣	∣	sy	∣	∣	0
ner	ner	zz	ner	ner	0
Bishop	Bishop	n1	Bishop	bishop	0
of	of	pp-f	of	of	0
Winchester	Winchester	np1	Winchester	Winchester	0
was	was	vbds	was	be	0
at	at	p-acp	at	at	0
Ratisbon	Ratisbon	np1	Ratisbon	Ratisbon	0
in	in	p-acp	in	in	0
Ger	Ger	po31	Her	her	0
∣	∣	sy	∣	∣	0
manieCaluin	manieCaluin	np1	manieCaluin	manieCaluin	0
in	in	p-acp	in	in	0
A	A	dt	A	a	0
∣	∣	sy	∣	∣	0
mos	mos	fw-la	mos	mos	0
7.	7.	crd	7.	7.	0
vpon	vpon	p-acp	upon	upon	0
the	the	dt	the	the	0
Kings	Kings	ng1	Kings	king	0
affaires	affaires	n2	affairs	affair	0
,	,	,	,	,	0
he	he	pns31	he	he	0
there	there	a-acp	there	there	0
taking	taking	vvg	taking	take	0
oc	oc	n1	oc	oc	0
∣	∣	sy	∣	∣	0
casion	casion	n1	casion	casion	0
to	to	p-acp	to	to	0
declare	declare	vvi	declare	declare	0
the	the	dt	the	the	0
meaning	meaning	n1	meaning	meaning	0
of	of	pp-f	of	of	0
that	that	d	that	that	0
title	title	n1	title	title	0
,	,	,	,	,	0
supreme	supreme	j	supreme	supreme	0
head	head	n1	head	head	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Church	Church	n1	Church	church	0
giuen	giuen	vvn	given	give	0
to	to	p-acp	to	to	0
king	king	n1	king	king	0
Henrie	Henrie	np1	Henrie	Henry	0
the	the	dt	the	the	0
eight	eight	crd	eight	eight	0
taught	taught	vvd	taught	teach	0
that	that	d	that	that	0
the	the	dt	the	the	0
King	King	n1	King	king	0
had	had	vhd	had	have	0
such	such	d	such	such	0
a	a	dt	a	a	0
power	power	n1	power	power	0
,	,	,	,	,	0
that	that	cst	that	that	0
hee	hee	pns31	he	he	0
might	might	vmd	might	may	0
appoint	appoint	vvi	appoint	appoint	0
and	and	cc	and	and	0
prescribe	prescribe	vvi	prescribe	prescribe	0
new	new	j	new	new	0
ordinances	ordinances	n2	ordinances	ordinance	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Church	Church	n1	Church	church	0
,	,	,	,	,	0
euen	euen	av-j	even	even	0
matters	matters	n2	matters	matter	0
concerning	concerning	vvg	concerning	concern	0
faith	faith	n1	faith	faith	0
and	and	cc	and	and	0
do	do	vdb	do	do	0
∣	∣	sy	∣	∣	0
ctrine	ctrine	n1	ctrine	ctrine	0
,	,	,	,	,	0
and	and	cc	and	and	0
abolish	abolish	vvi	abolish	abolish	0
old	old	j	old	old	0
:	:	:	:	:	0
as	as	c-acp	as	as	0
namely	namely	av	namely	namely	0
that	that	cst	that	that	0
the	the	dt	the	the	0
King	King	n1	King	king	0
might	might	vmd	might	may	0
forbid	forbid	vvi	forbid	forbid	0
the	the	dt	the	the	0
marriage	marriage	n1	marriage	marriage	0
of	of	pp-f	of	of	0
Priests	Priests	n2	Priests	priest	0
,	,	,	,	,	0
and	and	cc	and	and	0
might	might	vmd	might	may	0
take	take	vvi	take	take	0
away	away	av	away	away	0
the	the	dt	the	the	0
vse	vse	n1	use	use	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
cup	cup	n1	cup	cup	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Sacrament	Sacrament	n1	Sacrament	sacrament	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Lords	Lords	n2	Lords	lord	0
supper	supper	n1	supper	supper	0
,	,	,	,	,	0
and	and	cc	and	and	0
in	in	p-acp	in	in	0
such	such	d	such	such	0
things	things	n2	things	thing	0
might	might	vmd	might	may	0
appoint	appoint	vvi	appoint	appoint	0
what	what	r-crq	what	what	0
he	he	pns31	he	he	0
list	list	vvd	list	list	0
.	.	.	.	.	1
This	This	d	This	this	0
manner	manner	n1	manner	manner	0
of	of	pp-f	of	of	0
declaring	declaring	vvg	declaring	declare	0
the	the	dt	the	the	0
Kings	Kings	ng1	Kings	king	0
Iurisdiction	Iurisdiction	n1	Jurisdiction	jurisdiction	0
,	,	,	,	,	0
did	did	vdd	did	do	0
so	so	av	so	so	0
much	much	av-d	much	much	0
offend	offend	vvi	offend	offend	0
the	the	dt	the	the	0
reformedCaluin	reformedCaluin	np1	reformedCaluin	reformedCaluin	0
in	in	p-acp	in	in	0
A	A	dt	A	a	0
∣	∣	sy	∣	∣	0
mos	mos	fw-la	mos	mos	0
7.	7.	crd	7.	7.	0
13.	13.	crd	13.	13.	1
Churches	Churches	np1	Churches	Churches	0
,	,	,	,	,	0
that	that	cst	that	that	0
Caluin	Caluin	np1	Caluin	Caluin	0
&	&	cc	&	and	0
the	the	dt	the	the	0
writers	writers	n2	writers	writer	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Cen	Cen	n1	Cen	cen	0
∣	∣	sy	∣	∣	0
turiesPraefat	turiesPraefat	np1	turiesPraefat	turiesPraefat	0
.	.	.	.	.	0
in	in	p-acp	in	in	0
Centro	Centro	np1	Centro	Centro	0
.	.	.	.	.	1
7.	7.	crd	7.	7.	0
doe	doe	n1	doe	doe	0
much	much	d	much	much	0
complaine	complaine	vvi	complain	complain	0
thereof	thereof	av	thereof	thereof	0
,	,	,	,	,	0
and	and	cc	and	and	0
worthily	worthily	av-j	worthily	worthy	0
,	,	,	,	,	0
For	For	c-acp	For	for	0
the	the	dt	the	the	0
Bishop	Bishop	n1	Bishop	bishop	0
of	of	pp-f	of	of	0
Winchester	Winchester	np1	Winchester	Winchester	0
sought	sought	vvd	sought	seek	0
not	not	xx	not	not	0
like	like	av-j	like	like	0
a	a	dt	a	a	0
cu	cu	zz	cu	cu	0
∣	∣	sy	∣	∣	0
rious	rious	j	rious	rious	0
triar	triar	n1	triar	triar	0
of	of	pp-f	of	of	0
mettals	mettals	n2	metals	metal	0
to	to	p-acp	to	to	0
seuere	seuere	j	severe	severe	0
the	the	dt	the	the	0
gold	gold	n1	gold	gold	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
siluer	siluer	n1	silver	silver	0
and	and	cc	and	and	0
drosse	drosse	n1	dross	dross	0
from	from	p-acp	from	from	0
both	both	d	both	both	0
:	:	:	:	:	0
but	but	cc-acp	but	but	0
as	as	c-acp	as	as	0
hee	hee	pns31	he	he	0
found	found	vvd	found	find	0
this	this	d	this	this	0
massie	massie	j	massy	massy	0
crown	crown	n1	crown	crown	0
of	of	pp-f	of	of	0
Iurisdiction	Iurisdiction	n1	Jurisdiction	jurisdiction	0
vpon	vpon	p-acp	upon	upon	0
the	the	dt	the	the	0
Popes	Popes	ng1	Popes	pope	0
head	head	n1	head	head	0
,	,	,	,	,	0
so	so	av	so	so	0
he	he	pns31	he	he	0
tooke	tooke	vvd	took	take	0
it	it	pn31	it	it	0
with	with	p-acp	with	with	0
gold	gold	n1	gold	gold	0
,	,	,	,	,	0
siluer	siluer	n1	silver	silver	0
,	,	,	,	,	0
coper	coper	j	coper	cope	0
,	,	,	,	,	0
drosse	drosse	n1	dross	dross	0
and	and	cc	and	and	0
all	all	d	all	all	0
:	:	:	:	:	0
and	and	cc	and	and	0
set	set	vvd	set	set	0
vpon	vpon	p-acp	upon	upon	0
the	the	dt	the	the	0
Kings	Kings	ng1	Kings	king	0
head	head	n1	head	head	0
:	:	:	:	:	0
So	So	av	So	so	0
that	that	cst	that	that	0
the	the	dt	the	the	0
thing	thing	n1	thing	thing	0
which	which	r-crq	which	which	0
procured	procured	vvd	procured	procure	0
so	so	av	so	so	0
much	much	d	much	much	0
offence	offence	n1	offence	offence	0
,	,	,	,	,	0
was	was	vbds	was	be	0
not	not	xx	not	not	0
the	the	dt	the	the	0
title	title	n1	title	title	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
the	the	dt	the	the	0
Bishops	Bishops	ng1	Bishops	bishop	0
false	false	j	false	false	0
and	and	cc	and	and	0
erronious	erronious	j	erroneous	erroneous	0
declaration	declaration	n1	declaration	declaration	0
of	of	pp-f	of	of	0
that	that	d	that	that	0
title	title	n1	title	title	0
.	.	.	.	.	1
If	If	cs	If	if	0
any	any	d	any	any	0
obiect	obiect	n1	object	object	0
against	against	p-acp	against	against	0
me	me	pno11	me	i	0
:	:	:	:	:	0
what	what	r-crq	what	what	0
then	then	av	then	then	0
?	?	?	?	?	0
will	will	vmb	will	will	0
you	you	pn22	you	you	0
take	take	vvi	take	take	0
vpon	vpon	p-acp	upon	upon	0
you	you	pn22	you	you	0
to	to	pc-acp	to	to	0
handle	handle	vvi	handle	handle	0
this	this	d	this	this	0
thing	thing	n1	thing	thing	0
,	,	,	,	,	0
better	better	jc	better	better	0
then	then	cs	then	than	0
such	such	d	such	such	0
a	a	dt	a	a	0
learned	learned	j	learned	learned	0
and	and	cc	and	and	0
prudent	prudent	j	prudent	prudent	0
Prelate	Prelate	n1	Prelate	prelate	0
?	?	?	?	?	1
I	I	pns11	I	i	0
answer	answer	vvb	answer	answer	0
,	,	,	,	,	0
the	the	dt	the	the	0
Bishop	Bishop	n1	Bishop	bishop	0
wanted	wanted	vvd	wanted	want	0
neither	neither	dx	neither	neither	0
wit	wit	n1	wit	wit	0
nor	nor	ccx	nor	nor	0
learning	learning	n1	learning	learning	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
opening	opening	n-vvg	opening	open	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
point	point	n1	point	point	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
onely	onely	av-j	only	only	0
a	a	dt	a	a	0
loue	loue	n1	love	love	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
truth	truth	n1	truth	truth	0
:	:	:	:	:	0
which	which	r-crq	which	which	0
loue	loue	n1	love	love	0
when	when	c-crq	when	when	0
I	I	pns11	I	i	0
shall	shall	vmb	shall	shall	0
bring	bring	vvi	bring	bring	0
to	to	p-acp	to	to	0
this	this	d	this	this	0
question	question	n1	question	question	0
,	,	,	,	,	0
I	I	pns11	I	i	0
finde	finde	vvb	find	find	0
my	my	po11	my	my	0
selfe	selfe	n1	self	self	0
therby	therby	av	thereby	thereby	0
so	so	av	so	so	0
supported	supported	vvn	supported	support	0
,	,	,	,	,	0
that	that	cst	that	that	0
neither	neither	dx	neither	neither	0
the	the	dt	the	the	0
perfecti	perfecti	n1	perfection	perfection	0
∣	∣	sy	∣	∣	0
ons	ons	pp-f|pno12	ons	of|we	0
of	of	pp-f	of	of	0
other	other	j-jn	other	other	0
men	men	n2	men	man	0
,	,	,	,	,	0
nor	nor	ccx	nor	nor	0
mine	mine	po11	mine	my	0
owne	owne	d	own	own	0
imperfections	imperfections	n2	imperfections	imperfection	0
can	can	vmb	can	can	0
daūt	daūt	vvi	daunt	daunt	0
me	me	pno11	me	i	0
so	so	av	so	so	0
much	much	av-d	much	much	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
to	to	pc-acp	to	to	0
cause	cause	vvi	cause	cause	0
me	me	pno11	me	i	0
to	to	pc-acp	to	to	0
giue	giue	vvi	give	give	0
ouer	ouer	p-acp	over	over	0
the	the	dt	the	the	0
de	de	zz	de	de	0
∣	∣	sy	∣	∣	0
fence	fence	n1	fence	fence	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
truth	truth	n1	truth	truth	0
.	.	.	.	.	1
True	True	j	True	true	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
,	,	,	,	,	0
that	that	cst	that	that	0
a	a	dt	a	a	0
more	more	av-dc	more	more	0
skilfull	skilfull	j	skilful	skilful	0
Archimedes	Archimedes	np1	Archimedes	Archimedes	0
might	might	vmd	might	may	0
haue	haue	vhi	have	have	0
beene	beene	vbn	been	be	0
set	set	vvn	set	set	0
on	on	p-acp	on	on	0
this	this	d	this	this	0
worke	worke	n1	work	work	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
distinguish	distinguish	vvi	distinguish	distinguish	0
the	the	dt	the	the	0
things	things	n2	things	thing	0
that	that	cst	that	that	0
haue	haue	vhb	have	have	0
lien	lien	vvn	lain	lie	0
so	so	av	so	so	0
long	long	av-j	long	long	0
con	con	vvb	con	con	0
∣	∣	sy	∣	∣	0
founded	founded	vvn	founded	found	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
question	question	n1	question	question	0
;	;	;	;	;	0
or	or	cc	or	or	0
the	the	dt	the	the	0
common	common	j	common	common	0
helpe	helpe	n1	help	help	0
of	of	pp-f	of	of	0
many	many	d	many	many	0
might	might	vmd	might	may	0
haue	haue	vhi	have	have	0
beene	beene	vbn	been	be	0
combined	combined	vvn	combined	combine	0
,	,	,	,	,	0
wherin	wherin	c-crq	wherein	wherein	0
our	our	po12	our	our	0
ad	ad	fw-la	ad	ad	0
∣	∣	sy	∣	∣	0
uersaries	uersaries	n2	uersaries	uersary	0
are	are	vbr	are	be	0
now	now	av	now	now	0
growen	growen	vvn	grown	grow	0
wiser	wiser	jc	wiser	wise	0
in	in	p-acp	in	in	0
their	their	po32	their	their	0
generati	generati	fw-la	generati	generati	0
∣	∣	sy	∣	∣	0
on	on	a-acp	on	on	0
then	then	cs	then	than	0
the	the	dt	the	the	0
children	children	n2	children	child	0
of	of	pp-f	of	of	0
light	light	n1	light	light	0
.	.	.	.	.	1
And	And	cc	And	and	0
though	though	cs	though	though	0
it	it	pn31	it	it	0
seeme	seeme	vvb	seem	seem	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
true	true	j	true	true	0
,	,	,	,	,	0
that	that	cst	that	that	0
an	an	dt	and	a	0
euill	euill	j-jn	evil	evil	0
cause	cause	n1	cause	cause	0
hath	hath	vhz	hath	have	0
more	more	dc	more	more	0
need	need	n1	need	need	0
of	of	pp-f	of	of	0
helpes	helpes	n2	helps	help	0
:	:	:	:	:	0
yet	yet	av	yet	yet	0
there	there	pc-acp	there	there	0
is	is	vbz	is	be	0
no	no	dx	no	no	0
reason	reason	n1	reason	reason	0
that	that	cst	that	that	0
they	they	pns32	they	they	0
who	who	r-crq	who	who	0
haue	haue	vhb	have	have	0
the	the	dt	the	the	0
handling	handling	n-vvg	handling	handle	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
good	good	j	good	good	0
cause	cause	n1	cause	cause	0
,	,	,	,	,	0
should	should	vmd	should	shall	0
in	in	p-acp	in	in	0
confidence	confidence	n1	confidence	confidence	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
cause	cause	n1	cause	cause	0
neglect	neglect	vvb	neglect	neglect	0
any	any	d	any	any	0
helpe	helpe	n1	help	help	0
,	,	,	,	,	0
that	that	cst	that	that	0
possibly	possibly	av-j	possibly	possible	0
they	they	pns32	they	they	0
may	may	vmb	may	may	0
attain	attain	vvi	attain	attain	0
vnto	vnto	p-acp	unto	unto	0
.	.	.	.	.	1
Albeit	Albeit	cs	Albeit	albeit	0
we	we	pns12	we	we	0
must	must	vmb	must	must	0
confesse	confesse	vvi	confess	confess	0
that	that	d	that	that	0
the	the	dt	the	the	0
arme	arme	n1	arm	arm	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
hath	hath	vhz	hath	have	0
wonderfully	wonderfully	av-j	wonderfully	wonderful	0
declared	declared	vvn	declared	declare	0
it	it	pn31	it	it	0
selfe	selfe	n1	self	self	0
by	by	p-acp	by	by	0
weak	weak	j	weak	weak	0
meanes	meanes	n2	means	mean	0
against	against	p-acp	against	against	0
great	great	j	great	great	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
if	if	cs	if	if	0
a	a	dt	a	a	0
man	man	n1	man	man	0
should	should	vmd	should	shall	0
looke	looke	vvi	look	look	0
vpon	vpon	p-acp	upon	upon	0
the	the	dt	the	the	0
meanes	meanes	n2	means	mean	0
on	on	p-acp	on	on	0
both	both	d	both	both	0
sides	sides	n2	sides	side	0
with	with	p-acp	with	with	0
an	an	dt	and	a	0
eye	eye	n1	eye	eye	0
of	of	pp-f	of	of	0
flesh	flesh	n1	flesh	flesh	0
,	,	,	,	,	0
he	he	pns31	he	he	0
would	would	vmd	would	will	0
thinke	thinke	vvi	think	think	0
as	as	p-acp	as	as	0
Vzziah	Vzziah	np1	Vzziah	Vzziah	0
did	did	vdd	did	do	0
,	,	,	,	,	0
When	When	c-crq	When	when	0
the	the	dt	the	the	0
Arke	Arke	n1	Ark	ark	0
was	was	vbds	was	be	0
shaken	shaken	vvn	shaken	shake	0
,	,	,	,	,	0
that	that	cst	that	that	0
the2	the2	n1	the2	the2	0
.	.	.	.	.	1
Sam.	Sam.	np1	Sam.	Sam	0
6.	6.	crd	6.	6.	0
7.	7.	crd	7.	7.	1
Church	Church	n1	Church	church	0
could	could	vmd	could	can	0
not	not	xx	not	not	0
possibly	possibly	av-j	possibly	possible	0
stand	stand	vvi	stand	stand	0
vp	vp	a-acp	up	up	0
by	by	p-acp	by	by	0
so	so	av	so	so	0
weake	weake	j	weak	weak	0
meanes	meanes	n2	means	mean	0
:	:	:	:	:	0
For	For	c-acp	For	for	0
on	on	p-acp	on	on	0
the	the	dt	the	the	0
one	one	crd	one	one	0
side	side	n1	side	side	0
the	the	dt	the	the	0
Pope	Pope	n1	Pope	pope	0
sheweth	sheweth	vvz	shows	show	0
him	him	pno31	him	he	0
∣	∣	sy	∣	∣	0
selfe	selfe	n1	self	self	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
riches	riches	n2	riches	riches	0
of	of	pp-f	of	of	0
Saint	Saint	n1	Saint	saint	0
Peters	Peters	npg1	Peters	Peter	0
great	great	j	great	great	0
and	and	cc	and	and	0
potent	potent	j	potent	potent	0
patrimony	patrimony	n1	patrimony	patrimony	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
helpe	helpe	n1	help	help	0
of	of	pp-f	of	of	0
so	so	av	so	so	0
many	many	d	many	many	0
great	great	j	great	great	0
Princes	Princes	n2	Princes	prince	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
councell	councell	n1	council	council	0
and	and	cc	and	and	0
policie	policie	n1	policy	policy	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
Cardi	Cardi	np1	Cardi	Cardi	0
∣	∣	sy	∣	∣	0
nals	nals	n2-jn	nals	nal	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
armies	armies	n2	armies	army	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
Canonists	Canonists	n2	Canonists	canonist	0
,	,	,	,	,	0
Priests	Priests	n2	Priests	priest	0
secu	secu	fw-la	secu	secu	0
∣	∣	sy	∣	∣	0
lar	lar	n1	lar	lar	0
and	and	cc	and	and	0
regular	regular	j	regular	regular	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
especially	especially	av-j	especially	especial	0
in	in	p-acp	in	in	0
these	these	d	these	these	0
later	later	jc	later	late	0
years	years	n2	years	year	0
,	,	,	,	,	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
Iesuites	Iesuites	np2	Iesuites	Jesuit	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
glorying	glorying	vvg	glorying	glory	0
so	so	av	so	so	0
much	much	d	much	much	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
lear	lear	j	lear	lear	0
∣	∣	sy	∣	∣	0
ning	ning	n1	ning	ning	0
,	,	,	,	,	0
and	and	cc	and	and	0
filling	filling	vvg	filling	fill	0
the	the	dt	the	the	0
world	world	n1	world	world	0
with	with	p-acp	with	with	0
their	their	po32	their	their	0
vaunts	vaunts	n2	vaunts	vaunt	0
,	,	,	,	,	0
be	be	vbb	be	be	0
∣	∣	sy	∣	∣	0
ing	ing	zz	ing	ing	0
supported	supported	vvn	supported	support	0
by	by	p-acp	by	by	0
wealth	wealth	n1	wealth	wealth	0
and	and	cc	and	and	0
policie	policie	n1	policy	policy	0
,	,	,	,	,	0
abounding	abounding	vvg	abounding	abound	0
with	with	p-acp	with	with	0
all	all	d	all	all	0
worldly	worldly	j	worldly	worldly	0
meanes	meanes	n2	means	mean	0
that	that	cst	that	that	0
their	their	po32	their	their	0
hearts	hearts	n2	hearts	heart	0
can	can	vmb	can	can	0
de	de	fw-la	de	de	0
∣	∣	sy	∣	∣	0
sire	sire	n1	sire	sire	0
incouraged	incouraged	vvn	encouraged	encourage	0
by	by	p-acp	by	by	0
preferments	preferments	n2	preferments	preferment	0
,	,	,	,	,	0
march	march	vvb	march	march	0
like	like	av-j	like	like	0
armed	armed	vvn	armed	arm	0
troupes	troupes	n2	troops	troop	0
entring	entring	vvg	entering	enter	0
a	a	dt	a	a	0
battell	battell	n1	battle	battle	0
:	:	:	:	:	0
On	On	p-acp	On	on	0
the	the	dt	the	the	0
other	other	j-jn	other	other	0
side	side	n1	side	side	0
a	a	dt	a	a	0
com	com	vvi	come	come	0
∣	∣	sy	∣	∣	0
pany	pany	n1	pany	pany	0
of	of	pp-f	of	of	0
poore	poore	j	poor	poor	0
men	men	n2	men	man	0
,	,	,	,	,	0
Luther	Luther	np1	Luther	Luther	0
,	,	,	,	,	0
Bucer	Bucer	np1	Bucer	Bucer	0
,	,	,	,	,	0
Zuinglius	Zuinglius	np1	Zuinglius	Zuinglius	0
,	,	,	,	,	0
Ocolampadius	Ocolampadius	np1	Ocolampadius	Ocolampadius	0
,	,	,	,	,	0
Martyr	Martyr	n1	Martyr	martyr	0
,	,	,	,	,	0
Caluin	Caluin	np1	Caluin	Caluin	0
and	and	cc	and	and	0
such	such	d	such	such	0
like	like	av-j	like	like	0
,	,	,	,	,	0
vterly	vterly	av-j	vterly	vter	0
contemned	contemned	vvn	contemned	contemn	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Iesuites	Iesuites	np2	Iesuites	Jesuit	0
,	,	,	,	,	0
bringing	bringing	vvg	bringing	bring	0
no	no	dx	no	no	0
o	o	sy	oh	o	0
∣	∣	sy	∣	∣	0
ther	ther	zz	ther	ther	0
furniture	furniture	n1	furniture	furniture	0
with	with	p-acp	with	with	0
them	them	pno32	them	they	0
,	,	,	,	,	0
sauing	sauing	vvg	saving	save	0
a	a	dt	a	a	0
good	good	j	good	good	0
conscience	conscience	n1	conscience	conscience	0
,	,	,	,	,	0
learning	learning	n1	learning	learning	0
,	,	,	,	,	0
and	and	cc	and	and	0
a	a	dt	a	a	0
loue	loue	n1	love	love	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
trueth	trueth	n1	truth	truth	0
,	,	,	,	,	0
seeme	seeme	vvb	seem	seem	0
to	to	pc-acp	to	to	0
make	make	vvi	make	make	0
a	a	dt	a	a	0
poore	poore	j	poor	poor	0
shew	shew	n1	show	show	0
without	without	p-acp	without	without	0
force	force	n1	force	force	0
,	,	,	,	,	0
without	without	p-acp	without	without	0
glory	glory	n1	glory	glory	0
.	.	.	.	.	1
If	If	cs	If	if	0
Gods	Gods	ng1	Gods	god	0
truth	truth	n1	truth	truth	0
were	were	vbdr	were	be	0
to	to	pc-acp	to	to	0
e	e	sy	e	e	0
vpholden	vpholden	vvi	upholden	uphold	0
by	by	p-acp	by	by	0
humane	humane	j	humane	humane	0
meanes	meanes	n2	means	mean	0
,	,	,	,	,	0
or	or	cc	or	or	0
if	if	cs	if	if	0
the	the	dt	the	the	0
seruants	seruants	n2	servants	servant	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
truth	truth	n1	truth	truth	0
were	were	vbdr	were	be	0
drawne	drawne	vvn	drawn	draw	0
to	to	pc-acp	to	to	0
speake	speake	vvi	speak	speak	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Church	Church	n1	Church	church	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
Lawyers	Lawyers	n2	Lawyers	lawyer	0
are	are	vbr	are	be	0
for	for	p-acp	for	for	0
their	their	po32	their	their	0
fees	fees	n2	fees	fee	0
at	at	p-acp	at	at	0
the	the	dt	the	the	0
barre	barre	n1	bar	bar	0
:	:	:	:	:	0
then	then	av	then	then	0
what	what	q-crq	what	what	0
hope	hope	n1	hope	hope	0
could	could	vmd	could	can	0
wee	wee	pns12	we	we	0
haue	haue	vhi	have	have	0
to	to	pc-acp	to	to	0
stand	stand	vvi	stand	stand	0
a	a	dt	a	a	0
∣	∣	sy	∣	∣	0
gainst	gainst	p-acp	gainst	against	0
the	the	dt	the	the	0
Iesuites	Iesuites	np2	Iesuites	Jesuit	0
the	the	dt	the	the	0
Popes	Popes	ng1	Popes	pope	0
Lawyers	Lawyers	n2	Lawyers	lawyer	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
by	by	p-acp	by	by	0
in	in	a-acp	in	in	0
∣	∣	sy	∣	∣	0
uincible	uincible	j	vincible	vincible	0
clamours	clamours	n2	clamours	clamour	0
,	,	,	,	,	0
facing	facing	vvg	facing	face	0
and	and	cc	and	and	0
obstinacy	obstinacy	n1	obstinacy	obstinacy	0
,	,	,	,	,	0
make	make	vvb	make	make	0
not	not	xx	not	not	0
truth	truth	n1	truth	truth	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
victory	victory	n1	victory	victory	0
the	the	dt	the	the	0
end	end	n1	end	end	0
they	they	pns32	they	they	0
aime	aime	vvb	aim	aim	0
at	at	p-acp	at	at	0
.	.	.	.	.	1
But	But	cc-acp	But	but	0
as	as	c-acp	as	as	0
there	there	pc-acp	there	there	0
is	is	vbz	is	be	0
great	great	j	great	great	0
