ARachne	ARachne	np1	ARachne	ARachne	0
Euphues	Euphues	np1	Euphues	Euphues	0
be	be	vbi	be	be	0
as	as	p-acp	as	as	0
often	often	av	often	often	0
in	in	p-acp	in	in	0
your	your	po22	your	your	0
hands	hands	n2	hands	hand	0
,	,	,	,	,	0
being	being	vbg	being	be	0
but	but	p-acp	but	but	0
a	a	dt	a	a	0
toy	toy	n1	toy	toy	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
Lawne	Lawne	n1	Lawn	lawn	0
on	on	p-acp	on	on	0
your	your	po22	your	your	0
heads	heads	n2	heads	head	0
,	,	,	,	,	0
being	being	vbg	being	be	0
but	but	p-acp	but	but	0
trash	trash	n1	trash	trash	0
,	,	,	,	,	0
the	the	dt	the	the	0
one	one	pi	one	one	0
will	will	vmb	will	will	0
be	be	vbi	be	be	0
scarse	scarse	av-j	scarce	scarce	0
liked	liked	vvn	liked	like	0
after	after	p-acp	after	after	0
once	once	a-acp	once	once	0
reading	reading	vvg	reading	read	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
other	other	n-jn	other	other	0
is	is	vbz	is	be	0
worne	worne	vvn	worn	wear	0
out	out	av	out	out	0
after	after	p-acp	after	after	0
the	the	dt	the	the	0
first	first	ord	first	first	0
washing	washing	n-vvg	washing	wash	0
.	.	.	.	.	1
There	There	pc-acp	There	there	0
is	is	vbz	is	be	0
nothing	nothing	pix	nothing	nothing	0
lighter	lighter	jc	lighter	light	0
then	then	cs	then	than	0
a	a	dt	a	a	0
feather	feather	n1	feather	feather	0
,	,	,	,	,	0
yet	yet	av	yet	yet	0
is	is	vbz	is	be	0
it	it	pn31	it	it	0
sette	sette	vvn	set	set	0
a	a	dt	a	a	0
loft	loft	n1	loft	loft	0
in	in	p-acp	in	in	0
a	a	dt	a	a	0
woemans	woemans	ng1	woman's	woman	0
hatte	hatte	n1	hat	hat	0
,	,	,	,	,	0
nothing	nothing	pix	nothing	nothing	0
sligh	sligh	n1	sligh	sligh	0
∣	∣	sy	∣	∣	0
ter	ter	zz	ter	ter	0
then	then	av	then	then	0
haire	haire	n1	hair	hair	0
,	,	,	,	,	0
yet	yet	av	yet	yet	0
is	is	vbz	is	be	0
it	it	pn31	it	it	0
most	most	av-ds	most	most	0
frilled	frilled	vvn	frilled	frill	0
in	in	p-acp	in	in	0
a	a	dt	a	a	0
Ladies	Ladies	ng1	Ladies	lady	0
heade	heade	n1	head	head	0
,	,	,	,	,	0
so	so	av	so	so	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
am	am	vbm	am	be	0
in	in	p-acp	in	in	0
good	good	j	good	good	0
hope	hope	n1	hope	hope	0
,	,	,	,	,	0
though	though	cs	though	though	0
their	their	po32	their	their	0
be	be	vbi	be	be	0
no	no	uh-dx	no	no	0
∣	∣	sy	∣	∣	0
thing	thing	n1	thing	thing	0
of	of	pp-f	of	of	0
lesse	lesse	dc	less	less	0
accounte	accounte	n1	account	account	0
then	then	cs	then	than	0
Euphues	Euphues	np1	Euphues	Euphues	0
,	,	,	,	,	0
yet	yet	av	yet	yet	0
hee	hee	pns31	he	he	0
shall	shall	vmb	shall	shall	0
be	be	vbi	be	be	0
marked	marked	vvn	marked	mark	0
with	with	p-acp	with	with	0
Ladyes	Ladyes	ng1	Ladies	lady	0
eyes	eyes	n2	eyes	eye	0
,	,	,	,	,	0
and	and	cc	and	and	0
lyked	lyked	vvd	liked	like	0
somtimes	somtimes	av	sometimes	sometime	0
in	in	p-acp	in	in	0
their	their	po32	their	their	0
eares	eares	n2	ears	ear	0
:	:	:	:	:	0
For	For	c-acp	For	for	0
this	this	d	this	this	0
I	I	pns11	I	i	0
haue	haue	vhb	have	have	0
diligently	diligently	av-j	diligently	diligent	0
obserued	obserued	vvn	observed	observe	0
,	,	,	,	,	0
that	that	cst	that	that	0
there	there	a-acp	there	there	0
shall	shall	vmb	shall	shall	0
be	be	vbi	be	be	0
nothing	nothing	pix	nothing	nothing	0
founde	founde	vvn	found	find	0
,	,	,	,	,	0
that	that	cst	that	that	0
may	may	vmb	may	may	0
offend	offend	vvi	offend	offend	0
the	the	dt	the	the	0
rhast	rhast	j	rhast	rhast	0
minde	minde	n1	mind	mind	0
with	with	p-acp	with	with	0
vnseemely	vnseemely	j	unseemly	unseemly	0
tearmes	tearmes	n2	terms	term	0
,	,	,	,	,	0
or	or	cc	or	or	0
vncleanely	vncleanely	av-j	uncleanly	unclean	0
talke	talke	vvi	talk	talk	0
.	.	.	.	.	1
Then	Then	cs	Then	than	0
Ladies	Ladies	n2	Ladies	lady	0
I	I	pns11	I	i	0
commit	commit	vvb	commit	commit	0
my	my	po11	my	my	0
selfe	selfe	n1	self	self	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
curtesies	curtesies	n2	courtesies	courtesy	0
,	,	,	,	,	0
trauing	trauing	vvg	traving	trave	0
this	this	d	this	this	0
onely	onely	av-j	only	only	0
,	,	,	,	,	0
that	that	cst	that	that	0
hauing	hauing	vhg	having	have	0
read	read	vvn	read	read	0
,	,	,	,	,	0
you	you	pn22	you	you	0
conceale	conceale	vvb	conceal	conceal	0
your	your	po22	your	your	0
censure	censure	n1	censure	censure	0
,	,	,	,	,	0
writing	writing	vvg	writing	write	0
your	your	po22	your	your	0
iudgments	iudgments	n2	judgments	judgment	0
as	as	c-acp	as	as	0
you	you	pn22	you	you	0
doe	doe	vdb	do	do	0
the	the	dt	the	the	0
posies	posies	n2	posies	posy	0
in	in	p-acp	in	in	0
your	your	po22	your	your	0
rings	rings	n2	rings	ring	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
are	are	vbr	are	be	0
alwayes	alwayes	av	always	always	0
next	next	ord	next	next	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
finger	finger	n1	finger	finger	0
,	,	,	,	,	0
not	not	xx	not	not	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
seene	seene	vvn	seen	see	0
of	of	pp-f	of	of	0
him	him	pno31	him	he	0
that	that	cst	that	that	0
holdeth	holdeth	vvz	holds	hold	0
you	you	pn22	you	you	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
handes	handes	n2	hands	hand	0
,	,	,	,	,	0
and	and	cc	and	and	0
yet	yet	av	yet	yet	0
knowne	knowne	vvn	known	know	0
to	to	p-acp	to	to	0
you	you	pn22	you	you	0
that	that	cst	that	that	0
wear	wear	vvb	wear	wear	0
them	them	pno32	them	they	0
on	on	p-acp	on	on	0
your	your	po22	your	your	0
hands	hands	n2	hands	hand	0
:	:	:	:	:	0
If	If	cs	If	if	0
you	you	pn22	you	you	0
bée	bée	vbi	been	be	0
wrunge	wrunge	vvn	wrunge	wring	0
(	(	(	(	(	0
whiche	whiche	r-crq	which	which	0
can-not	can-not	j	cannot	cannot	0
be	be	vbb	be	be	0
done	done	vdn	done	do	0
with-out	with-out	a-acp	without	without	0
wrong	wrong	j-jn	wrong	wrong	0
)	)	)	)	)	0
it	it	pn31	it	it	0
were	were	vbdr	were	be	0
better	better	jc	better	better	0
to	to	pc-acp	to	to	0
cut	cut	vvi	cut	cut	0
the	the	dt	the	the	0
shooe	shooe	n1	shoe	shoe	0
,	,	,	,	,	0
then	then	av	then	then	0
burne	burne	vvb	burn	burn	0
the	the	dt	the	the	0
last	last	ord	last	last	0
.	.	.	.	.	1
If	If	cs	If	if	0
a	a	dt	a	a	0
Tailour	Tailour	n1	Tailor	tailor	0
make	make	vvb	make	make	0
your	your	po22	your	your	0
gowne	gowne	n1	gown	gown	0
too	too	av	too	too	0
little	little	j	little	little	0
,	,	,	,	,	0
you	you	pn22	you	you	0
couer	couer	vvb	cover	cover	0
his	his	po31	his	his	0
fault	fault	n1	fault	fault	0
with	with	p-acp	with	with	0
a	a	dt	a	a	0
broad	broad	j	broad	broad	0
stomacher	stomacher	n1	stomacher	stomacher	0
,	,	,	,	,	0
if	if	cs	if	if	0
too	too	av	too	too	0
great	great	j	great	great	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
a	a	dt	a	a	0
number	number	n1	number	number	0
of	of	pp-f	of	of	0
plights	plights	n2	plights	plight	0
,	,	,	,	,	0
if	if	cs	if	if	0
too	too	av	too	too	0
short	short	j	short	short	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
a	a	dt	a	a	0
faire	faire	j	fair	fair	0
garde	garde	n1	guard	guard	0
,	,	,	,	,	0
if	if	cs	if	if	0
to	to	pc-acp	to	to	0
long	long	av-j	long	long	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
a	a	dt	a	a	0
false	false	j	false	false	0
gathering	gathering	n-vvg	gathering	gather	0
,	,	,	,	,	0
my	my	po11	my	my	0
trust	trust	n1	trust	trust	0
is	is	vbz	is	be	0
you	you	pn22	you	you	0
will	will	vmb	will	will	0
deale	deale	vvi	deal	deal	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
like	like	j	like	like	0
manner	manner	n1	manner	manner	0
with	with	p-acp	with	with	0
Euphues	Euphues	np1	Euphues	Euphues	0
,	,	,	,	,	0
that	that	cst	that	that	0
if	if	cs	if	if	0
he	he	pns31	he	he	0
haue	haue	vhb	have	have	0
not	not	xx	not	not	0
fead	fead	zz	fead	fead	0
your	your	po22	your	your	0
humour	humour	n1	humour	humour	0
,	,	,	,	,	0
yet	yet	av	yet	yet	0
you	you	pn22	you	you	0
will	will	vmb	will	will	0
excuse	excuse	vvi	excuse	excuse	0
him	him	pno31	him	he	0
more	more	av-dc	more	more	0
then	then	cs	then	than	0
the	the	dt	the	the	0
Tailour	Tailour	n1	Tailor	tailor	0
:	:	:	:	:	0
for	for	c-acp	for	for	0
could	could	vmd	could	can	0
Euphues	Euphues	np1	Euphues	Euphues	0
take	take	vvi	take	take	0
the	the	dt	the	the	0
measure	measure	n1	measure	measure	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
womans	womans	ng1	woman's	woman	0
minde	minde	n1	mind	mind	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
the	the	dt	the	the	0
Tailour	Tailour	n1	Tailor	tailor	0
doth	doth	vdz	does	do	0
of	of	pp-f	of	of	0
hir	hir	po31	his	her	0
bodye	bodye	n1	body	body	0
,	,	,	,	,	0
hée	hée	pns31	he	he	0
would	would	vmd	would	will	0
go	go	vvi	go	go	0
as	as	c-acp	as	as	0
néere	néere	av-j	near	near	0
to	to	pc-acp	to	to	0
fit	fit	vvi	fit	fit	0
them	them	pno32	them	they	0
for	for	p-acp	for	for	0
a	a	dt	a	a	0
fancie	fancie	n1	fancy	fancy	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
the	the	dt	the	the	0
other	other	n-jn	other	other	0
doth	doth	vdz	does	do	0
for	for	p-acp	for	for	0
a	a	dt	a	a	0
fashion	fashion	n1	fashion	fashion	0
.	.	.	.	.	1
Hée	Hée	pns31	He	he	0
that	that	cst	that	that	0
weighes	weighes	vvz	weighs	weigh	0
wind	wind	n1	wind	wind	0
,	,	,	,	,	0
must	must	vmb	must	must	0
haue	haue	vhi	have	have	0
a	a	dt	a	a	0
steadie	steadie	j	steady	steady	0
hand	hand	n1	hand	hand	0
to	to	pc-acp	to	to	0
holde	holde	vvi	hold	hold	0
the	the	dt	the	the	0
ballaunce	ballaunce	vvb	balance	balance	0
,	,	,	,	,	0
and	and	cc	and	and	0
he	he	pns31	he	he	0
that	that	cst	that	that	0
sercheth	sercheth	vvz	searcheth	search	0
a	a	dt	a	a	0
woemans	woemans	ng1	woman's	woman	0
thoughts	thoughts	n2	thoughts	thought	0
must	must	vmb	must	must	0
haue	haue	vhi	have	have	0
his	his	po31	his	his	0
own	own	d	own	own	0
stayed	stayed	vvn	stayed	stay	0
.	.	.	.	.	1
But	But	p-acp	But	but	0
least	least	ds	least	least	0
I	I	pns11	I	i	0
make	make	vvb	make	make	0
my	my	po11	my	my	0
Epistle	Epistle	n1	Epistle	epistle	0
as	as	c-acp	as	as	0
you	you	pn22	you	you	0
do	do	vdb	do	do	0
your	your	po22	your	your	0
new-found	new-found	j	newfound	new-found	0
bracelets	bracelets	n2	bracelets	bracelet	0
,	,	,	,	,	0
end	end	n1	end	end	0
∣	∣	sy	∣	∣	0
lesse	lesse	av-dc	less	less	0
,	,	,	,	,	0
I	I	pns11	I	i	0
will	will	vmb	will	will	0
frame	frame	vvi	frame	frame	0
it	it	pn31	it	it	0
like	like	av-j	like	like	0
a	a	dt	a	a	0
bullet	bullet	n1	bullet	bullet	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
no	no	av-dx	no	no	0
sooner	sooner	av-c	sooner	soon	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
mould	mould	n1	mould	mould	0
but	but	p-acp	but	but	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
made	made	vvn	made	make	0
.	.	.	.	.	1
Committing	Committing	vvg	Committing	commit	0
your	your	po22	your	your	0
Ladiships	Ladiships	n2	Ladyships	ladyship	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Almightie	Almightie	j-jn	Almighty	almighty	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
graunt	graunt	vvb	grant	grant	0
you	you	pn22	you	you	0
al	al	d	all	all	0
you	you	pn22	you	you	0
woulde	woulde	vmd	would	will	0
haue	haue	vhi	have	have	0
,	,	,	,	,	0
and	and	cc	and	and	0
shoulde	shoulde	vmd	should	shall	0
haue	haue	vhi	have	have	0
:	:	:	:	:	0
so	so	av	so	so	0
your	your	po22	your	your	0
wishes	wishes	n2	wishes	wish	0
stand	stand	vvb	stand	stand	0
with	with	p-acp	with	with	0
his	his	po31	his	his	0
will	will	n1	will	will	0
.	.	.	.	.	1
And	And	cc	And	and	0
so	so	av	so	so	0
humbly	humbly	av-j	humbly	humble	0
I	I	pns11	I	i	0
bid	bid	vvb	bid	bid	0
you	you	pn22	you	you	0
farewell	farewell	n1	farewell	farewell	0
.	.	.	.	.	1
