MOSTE	MOSTE	ds	MOST	most	0
man	man	n1	man	man	0
can	can	vmb	can	can	0
bee	bee	vbi	be	be	0
silent	silent	j	silent	silent	0
for	for	p-acp	for	for	0
want	want	n1	want	want	0
of	of	pp-f	of	of	0
knowledge	knowledge	n1	knowledge	knowledge	0
.	.	.	.	.	1
I	I	pns11	I	i	0
therfor	therfor	av	therefore	therefore	0
repent	repent	vvi	repent	repent	0
;	;	;	;	;	0
and	and	cc	and	and	0
give	give	vvb	give	give	0
over	over	a-acp	over	over	0
,	,	,	,	,	0
pray	pray	vvb	pray	pray	0
your	your	po22	your	your	0
Majestyes	Majestyes	ng1	Majesties	majesties	0
pardon	pardon	n1	pardon	pardon	0
,	,	,	,	,	0
&	&	cc	&	and	0
conclude	conclude	vvi	conclude	conclude	0
with	with	p-acp	with	with	0
prayer	prayer	n1	prayer	prayer	0
for	for	p-acp	for	for	0
your	your	po22	your	your	0
Majestyes	Majestyes	ng1	Majesties	majesties	0
dayes	dayes	n2	days	day	0
and	and	cc	and	and	0
raigne	raigne	n1	reign	reign	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
the	the	dt	the	the	0
dayes	dayes	n2	days	day	0
of	of	pp-f	of	of	0
heaven	heaven	n1	heaven	heaven	0
with	with	p-acp	with	with	0
all	all	d	all	all	0
happynes	happynes	n1	happiness	happiness	0
.	.	.	.	.	1
