LYke	LYke	j	Like	like	0
haue	haue	vhb	have	have	0
rebel	rebel	vvi	rebel	rebel	0
¦	¦	sy	¦	¦	0
led	led	vvd	led	lead	0
,	,	,	,	,	0
be	be	vbb	be	be	0
spoyled	spoyled	vvn	spoiled	spoil	0
of	of	pp-f	of	of	0
theyr	theyr	po32	their	their	0
har	har	zz	har	har	0
∣	∣	sy	∣	∣	0
nesse	nesse	n1	ness	ness	0
,	,	,	,	,	0
wherewith	wherewith	c-crq	wherewith	wherewith	0
they	they	pns32	they	they	0
defen	defen	vvb	defen	defen	0
∣	∣	sy	∣	∣	0
ded	ded	j	dead	dead	0
themselfes	themselfes	px32	themselves	themselves	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
time	time	n1	time	time	0
of	of	pp-f	of	of	0
rebellion	rebellion	n1	rebellion	rebellion	0
.	.	.	.	.	0
with	with	p-acp	with	with	0
diuerse	diuerse	j	diverse	diverse	0
other	other	n-jn	other	other	0
suche	suche	d	such	such	0
lyke	lyke	av-j	like	like	0
remedies	remedies	n2	remedies	remedy	0
,	,	,	,	,	0
yet	yet	av	yet	yet	0
in	in	p-acp	in	in	0
mine	mine	po11	mine	my	0
opinion	opinion	n1	opinion	opinion	0
no	no	av-dx	no	no	0
more	more	av-dc	more	more	0
fitter	fitter	jc	fitter	fit	0
remedye	remedye	n1	remedy	remedy	0
can	can	vmb	can	can	0
there	there	a-acp	there	there	0
be	be	vbi	be	be	0
founde	founde	vvn	found	find	0
,	,	,	,	,	0
then	then	av	then	then	0
that	that	cst	that	that	0
seditiouse	seditiouse	j	seditious	seditious	0
mens	mens	ng2	men's	man	0
har	har	zz	har	har	0
¦	¦	sy	¦	¦	0
tes	tes	zz	tes	tes	0
by	by	p-acp	by	by	0
gentle	gentle	j	gentle	gentle	0
exhortatiō	exhortatiō	n1	exhortation	exhortation	0
maye	maye	vmb	may	may	0
be	be	vbi	be	be	0
throughly	throughly	av-j	thoroughly	thorough	0
persuaded	persuaded	vvn	persuaded	persuade	0
:	:	:	:	:	0
firste	firste	ord	firste	first	0
that	that	cst	that	that	0
in	in	p-acp	in	in	0
rebellyng	rebellyng	vvg	rebelling	rebel	0
they	they	pns32	they	they	0
mooste	mooste	av-ds	most	most	0
grieuously	grieuously	av-j	grievously	grievous	0
offende	offende	vvi	offend	offend	0
their	their	po32	their	their	0
lord	lord	n1	lord	lord	0
God	God	np1	God	God	0
,	,	,	,	,	0
&	&	cc	&	and	0
so	so	av	so	so	0
putte	putte	vvd	put	put	0
their	their	po32	their	their	0
soules	soules	n2	souls	soul	0
in	in	p-acp	in	in	0
ieopardie	ieopardie	n1	jeopardy	jeopardy	0
:	:	:	:	:	0
secondarely	secondarely	av-j	secondarily	secondary	0
yt	yt	pn31	that	it	0
they	they	pns32	they	they	0
go	go	vvb	go	go	0
aboute	aboute	p-acp	about	about	0
thereby	thereby	av	thereby	thereby	0
to	to	pc-acp	to	to	0
destroye	destroye	vvi	destroy	destroy	0
theyr	theyr	po32	their	their	0
bodies	bodies	n2	bodies	body	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
shal	shal	vmb	shall	shall	0
ther	ther	a-acp	there	there	0
∣	∣	sy	∣	∣	0
fore	fore	n1	before	fore	0
be	be	vbi	be	be	0
put	put	vvn	put	put	0
to	to	p-acp	to	to	0
a	a	dt	a	a	0
moste	moste	av-ds	most	most	0
vyle	vyle	j	vile	vile	0
and	and	cc	and	and	0
shamefull	shamefull	j	shameful	shameful	0
death	death	n1	death	death	0
:	:	:	:	:	0
thirdly	thirdly	ord	thirdly	three	0
that	that	cst	that	that	0
they	they	pns32	they	they	0
shall	shall	vmb	shall	shall	0
loose	loose	vvi	lose	loose	0
al	al	d	all	all	0
yt	yt	pn31	that	it	0
they	they	pns32	they	they	0
haue	haue	vhi	have	have	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
meanes	meanes	n2	means	mean	0
therof	therof	av	thereof	thereof	0
,	,	,	,	,	0
vndo	vndo	vvi	undo	undo	0
theyr	theyr	po32	their	their	0
wiues	wiues	n2	wives	wife	0
and	and	cc	and	and	0
children	children	n2	children	child	0
,	,	,	,	,	0
&	&	cc	&	and	0
disfame	disfame	vvi	disfame	disfame	0
all	all	d	all	all	0
their	their	po32	their	their	0
posteritie	posteritie	n1	posterity	posterity	0
:	:	:	:	:	0
laste	laste	ord	laste	last	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
that	that	cst	that	that	0
they	they	pns32	they	they	0
shal	shal	vmb	shall	shall	0
be	be	vbi	be	be	0
occasion	occasion	n1	occasion	occasion	0
,	,	,	,	,	0
that	that	cst	that	that	0
their	their	po32	their	their	0
countrie	countrie	n1	country	country	0
shalbe	shalbe	vmb|vbi	shall	shall|be	0
most	most	av-ds	most	most	0
mi	mi	fw-mi	mi	mi	0
∣	∣	sy	∣	∣	0
serablye	serablye	av-j	serablye	serablye	0
spoyled	spoyled	vvn	spoiled	spoil	0
,	,	,	,	,	0
and	and	cc	and	and	0
come	come	vvb	come	come	0
to	to	pc-acp	to	to	0
vtter	vtter	vvi	utter	utter	0
ruine	ruine	n1	ruin	ruin	0
:	:	:	:	:	0
For	For	c-acp	For	for	0
no	no	dx	no	no	0
man	man	n1	man	man	0
is	is	vbz	is	be	0
so	so	av	so	so	0
farre	farre	av-j	far	far	0
from	from	p-acp	from	from	0
al	al	d	all	all	0
reason	reason	n1	reason	reason	0
(	(	(	(	(	0
I	I	pns11	I	i	0
truste	truste	vvi	trust	trust	0
)	)	)	)	)	0
or	or	cc	or	or	0
so	so	av	so	so	0
blinded	blinded	vvn	blinded	blind	0
with	with	p-acp	with	with	0
malice	malice	n1	malice	malice	0
,	,	,	,	,	0
that	that	cst	that	that	0
will	will	vmb	will	will	0
not	not	xx	not	not	0
eyther	eyther	av-d	either	either	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
feare	feare	n1	fear	fear	0
of	of	pp-f	of	of	0
Gods	Gods	npg1	Gods	God	0
plages	plages	n2	plagues	plague	0
,	,	,	,	,	0
or	or	cc	or	or	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
daunger	daunger	n1	danger	danger	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
soule	soule	n1	soul	soul	0
,	,	,	,	,	0
or	or	cc	or	or	0
wyth	wyth	p-acp	with	with	0
the	the	dt	the	the	0
death	death	n1	death	death	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
body	body	n1	body	body	0
,	,	,	,	,	0
or	or	cc	or	or	0
wyth	wyth	p-acp	with	with	0
the	the	dt	the	the	0
care	care	n1	care	care	0
,	,	,	,	,	0
that	that	cst	that	that	0
he	he	pns31	he	he	0
taketh	taketh	vvz	takes	take	0
for	for	p-acp	for	for	0
his	his	po31	his	his	0
wyfe	wyfe	n1	wife	wife	0
and	and	cc	and	and	0
children	children	n2	children	child	0
,	,	,	,	,	0
or	or	cc	or	or	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
losse	losse	n1	loss	loss	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
goodes	goodes	n2-j	goods	good	0
,	,	,	,	,	0
&	&	cc	&	and	0
his	his	po31	his	his	0
good	good	j	good	good	0
name	name	n1	name	name	0
to	to	p-acp	to	to	0
,	,	,	,	,	0
or	or	cc	or	or	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
destructi	destructi	n1	destructi	destructi	0
∣	∣	sy	∣	∣	0
on	on	p-acp	on	on	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
countrie	countrie	n1	country	country	0
be	be	vbi	be	be	0
moued	moued	vvn	moved	move	0
to	to	pc-acp	to	to	0
take	take	vvi	take	take	0
hede	hede	n1	heed	heed	0
alwaye	alwaye	av	alway	always	0
,	,	,	,	,	0
and	and	cc	and	and	0
be	be	vbb	be	be	0
well	well	av	well	well	0
ware	ware	j	aware	ware	0
,	,	,	,	,	0
that	that	cst	that	that	0
he	he	pns31	he	he	0
neuer	neuer	av	never	never	0
auenture	auenture	n1	adventure	adventure	0
for	for	p-acp	for	for	0
any	any	d	any	any	0
cause	cause	n1	cause	cause	0
at	at	p-acp	at	at	0
all	all	d	all	all	0
to	to	pc-acp	to	to	0
rebell	rebell	vvi	rebel	rebel	0
a	a	dt	a	a	0
∣	∣	sy	∣	∣	0
gaynste	gaynste	p-acp	gainst	gainst	0
his	his	po31	his	his	0
prince	prince	n1	prince	prince	0
,	,	,	,	,	0
whome	whome	ro-crq	whom	who	0
he	he	pns31	he	he	0
is	is	vbz	is	be	0
by	by	p-acp	by	by	0
God	God	np1	God	God	0
cōmaunded	cōmaunded	vvn	commanded	command	0
mooste	mooste	av-ds	most	most	0
hūbly	hūbly	av-j	humbly	humble	0
to	to	pc-acp	to	to	0
obeye	obeye	vvi	obey	obey	0
.	.	.	.	.	1
And	And	cc	And	and	0
we	we	pns12	we	we	0
reade	reade	vvb	read	read	0
in	in	p-acp	in	in	0
good	good	j	good	good	0
writers	writers	n2	writers	writer	0
,	,	,	,	,	0
that	that	cst	that	that	0
many	many	d	many	many	0
re	re	fw-mi	re	re	0
¦	¦	sy	¦	¦	0
belliōs	belliōs	n2	bellions	bellion	0
haue	haue	vhb	have	have	0
bene	bene	vbn	be	be	0
appeased	appeased	vvn	appeased	appease	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
good	good	j	good	good	0
&	&	cc	&	and	0
discrete	discrete	j	discrete	discrete	0
exhortati	exhortati	n1	exhortati	exhortati	0
∣	∣	sy	∣	∣	0
ons	ons	pp-f|pno12	ons	of|we	0
of	of	pp-f	of	of	0
wise	wise	j	wise	wise	0
and	and	cc	and	and	0
learned	learned	j	learned	learned	0
men	men	n2	men	man	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
the	the	dt	the	the	0
people	people	n1	people	people	0
of	of	pp-f	of	of	0
Rome	Rome	n1	Room	room	0
,	,	,	,	,	0
whē	whē	c-crq	when	when	0
they	they	pns32	they	they	0
were	were	vbdr	were	be	0
gathered	gathered	vvn	gathered	gather	0
together	together	av	together	together	0
in	in	p-acp	in	in	0
a	a	dt	a	a	0
hyll	hyll	n1	hill	hill	0
,	,	,	,	,	0
Cicer.	Cicer.	np1	Cicer.	Cicer.	0
de	de	fw-fr	de	de	0
ora	ora	fw-la	ora	ora	0
.	.	.	.	.	0
called	called	vvn	called	call	0
the	the	dt	the	the	0
holye	holye	j	holy	holy	0
hyll	hyll	n1	hill	hill	0
,	,	,	,	,	0
neare	neare	av-j	near	near	0
vnto	vnto	p-acp	unto	unto	0
ye	ye	pn22	you	you	0
riuer	riuer	n1	river	river	0
of	of	pp-f	of	of	0
Aniene	Aniene	np1	Aniene	Aniene	0
,	,	,	,	,	0
thre	thre	crd	thre	three	0
myle	myle	n1	mile	mile	0
frō	frō	p-acp	from	from	0
the	the	dt	the	the	0
citie	citie	n1	city	city	0
,	,	,	,	,	0
&	&	cc	&	and	0
were	were	vbdr	were	be	0
fully	fully	av-j	fully	full	0
minded	minded	vvn	minded	mind	0
to	to	pc-acp	to	to	0
make	make	vvi	make	make	0
rebelli	rebelli	fw-it	rebelli	rebelli	0
∣	∣	sy	∣	∣	0
on	on	a-acp	on	on	0
agaynst	agaynst	p-acp	against	against	0
their	their	po32	their	their	0
rulers	rulers	n2	rulers	ruler	0
,	,	,	,	,	0
Marcus	Marcus	np1	Marcus	Marcus	0
Valerius	Valerius	np1	Valerius	Valerius	0
by	by	p-acp	by	by	0
a	a	dt	a	a	0
wise	wise	j	wise	wise	0
&	&	cc	&	and	0
an	an	dt	and	a	0
eloquent	eloquent	j	eloquent	eloquent	0
oration	oration	n1	oration	oration	0
that	that	cst	that	that	0
he	he	pns31	he	he	0
made	made	vvd	made	make	0
,	,	,	,	,	0
brought	brought	vvd	brought	bring	0
so	so	av	so	so	0
to	to	pc-acp	to	to	0
passe	passe	vvi	pass	pass	0
,	,	,	,	,	0
that	that	cst	that	that	0
theyr	theyr	po32	their	their	0
heartes	heartes	n2	hearts	heart	0
were	were	vbdr	were	be	0
by	by	a-acp	by	by	0
&	&	cc	&	and	0
by	by	p-acp	by	by	0
so	so	av	so	so	0
well	well	av	well	well	0
pacified	pacified	vvn	pacified	pacify	0
,	,	,	,	,	0
that	that	cst	that	that	0
they	they	pns32	they	they	0
quietly	quietly	av-jn	quietly	quiet	0
departed	departed	vvd	departed	depart	0
e	e	sy	e	e	0
∣	∣	sy	∣	∣	0
uerye	uerye	j	very	very	0
one	one	pi	one	one	0
home	home	av-an	home	home	0
to	to	p-acp	to	to	0
theyr	theyr	po32	their	their	0
hou	hou	uh-crq	how	how	0
∣	∣	sy	∣	∣	0
ses	ses	fw-fr	ses	ses	0
.	.	.	.	.	1
The	The	dt	The	the	0
lyke	lyke	av-j	like	like	0
dyd	dyd	vdd	did	do	0
Lucius	Lucius	np1	Lucius	Lucius	0
Valerius	Valerius	np1	Valerius	Valerius	0
Potitus	Potitus	np1	Potitus	Potitus	0
at	at	p-acp	at	at	0
such	such	d	such	such	0
tyme	tyme	n1	time	time	0
,	,	,	,	,	0
Cicer.	Cicer.	np1	Cicer.	Cicer.	0
de	de	zz	de	de	0
ar	ar	vbr	are	be	0
.	.	.	.	.	0
orat	orat	j	orat	orat	0
.	.	.	.	.	0
as	as	c-acp	as	as	0
the	the	dt	the	the	0
peo	peo	fw-la	peo	peo	0
∣	∣	sy	∣	∣	0
ple	ple	n1	ple	ple	0
of	of	pp-f	of	of	0
Rome	Rome	np1	Rome	Rome	0
had	had	vhd	had	have	0
cōspired	cōspired	vvn	conspired	conspire	0
the	the	dt	the	the	0
death	death	n1	death	death	0
of	of	pp-f	of	of	0
ye	ye	dt	the	the	0
senators	senators	n2	senators	senator	0
:	:	:	:	:	0
for	for	c-acp	for	for	0
by	by	p-acp	by	by	0
his	his	po31	his	his	0
graue	graue	n1	graven	grave	0
&	&	cc	&	and	0
discrete	discrete	j	discrete	discrete	0
exhortation	exhortation	n1	exhortation	exhortation	0
,	,	,	,	,	0
yt	yt	pn31	that	it	0
he	he	pns31	he	he	0
made	made	vvd	made	make	0
vnto	vnto	p-acp	unto	unto	0
thē	thē	pno32	them	they	0
,	,	,	,	,	0
he	he	pns31	he	he	0
so	so	av	so	so	0
hand	hand	vvb	hand	hand	0
¦	¦	sy	¦	¦	0
led	led	vvd	led	lead	0
the	the	dt	the	the	0
matter	matter	n1	matter	matter	0
,	,	,	,	,	0
yt	yt	pn31	that	it	0
their	their	po32	their	their	0
furious	furious	j	furious	furious	0
rage	rage	n1	rage	rage	0
was	was	vbds	was	be	0
out	out	av	out	out	0
of	of	pp-f	of	of	0
hande	hande	n1	hand	hand	0
not	not	xx	not	not	0
on	on	p-acp	on	on	0
¦	¦	sy	¦	¦	0
ly	ly	vvb	lie	lie	0
abated	abated	vvn	abated	abate	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
also	also	av	also	also	0
throughly	throughly	av-j	thoroughly	thorough	0
aswaged	aswaged	vvn	assuaged	assuage	0
.	.	.	.	.	1
Was	Was	vbds	Was	be	0
not	not	xx	not	not	0
the	the	dt	the	the	0
souldi	souldi	n1	souldi	souldi	0
∣	∣	sy	∣	∣	0
ers	ers	j	ers	ers	0
likewise	likewise	av	likewise	likewise	0
of	of	pp-f	of	of	0
Publius	Publius	np1	Publius	Publius	0
Scipio	Scipio	np1	Scipio	Scipio	0
,	,	,	,	,	0
Liis	Liis	np1	Liis	Liis	0
decad	decad	n1	decade	decade	0
.	.	.	.	.	0
lib	lib	n1	lib	lib	0
.	.	.	.	.	1
8.	8.	crd	8.	8.	0
whi	whi	q-crq	whi	why	0
∣	∣	sy	∣	∣	0
che	che	pns11	i	i	0
made	made	vvd	made	make	0
a	a	dt	a	a	0
sore	sore	j	soar	sore	0
rebellion	rebellion	n1	rebellion	rebellion	0
in	in	p-acp	in	in	0
their	their	po32	their	their	0
campe	campe	n1	camp	camp	0
,	,	,	,	,	0
quieted	quieted	vvd	quieted	quiet	0
onely	onely	av-j	only	only	0
by	by	p-acp	by	by	0
an	an	dt	and	a	0
oration	oration	n1	oration	oration	0
made	made	vvd	made	make	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
same	same	d	same	same	0
Scipio	Scipio	np1	Scipio	Scipio	0
?	?	?	?	?	1
Therfore	Therfore	av	Therefore	therefore	0
this	this	d	this	this	0
remedye	remedye	n1	remedy	remedy	0
of	of	pp-f	of	of	0
exhortation	exhortation	n1	exhortation	exhortation	0
haue	haue	vhb	have	have	0
I	I	pns11	I	i	0
prepa	prepa	n1	prepa	prepa	0
∣	∣	sy	∣	∣	0
red	red	j-jn	read	red	0
to	to	pc-acp	to	to	0
relieue	relieue	vvi	relieve	relieve	0
the	the	dt	the	the	0
sycke	sycke	j	sick	sick	0
bodye	bodye	n1	body	body	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
countrye	countrye	n1	country	country	0
,	,	,	,	,	0
whych	whych	r-crq	which	which	0
is	is	vbz	is	be	0
not	not	xx	not	not	0
yet	yet	av	yet	yet	0
throughlye	throughlye	av-j	thoroughly	thorough	0
recouered	recouered	vvn	recovered	recover	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
disease	disease	n1	disease	disease	0
of	of	pp-f	of	of	0
rebellion	rebellion	n1	rebellion	rebellion	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
hathe	hathe	vhz	hath	have	0
(	(	(	(	(	0
I	I	pns11	I	i	0
feare	feare	vvb	fear	fear	0
me	me	pno11	me	i	0
)	)	)	)	)	0
euen	euen	av	even	even	0
styll	styll	av	still	still	0
some	some	d	some	some	0
rebelliouse	rebelliouse	j	rebellious	rebellious	0
hartes	hartes	n2	hearts	heart	0
with	with	p-acp	with	with	0
∣	∣	sy	∣	∣	0
in	in	p-acp	in	in	0
it	it	pn31	it	it	0
,	,	,	,	,	0
whiche	whiche	r-crq	which	which	0
haue	haue	vhb	have	have	0
nede	nede	n1	need	need	0
of	of	pp-f	of	of	0
such	such	d	such	such	0
a	a	dt	a	a	0
medicine	medicine	n1	medicine	medicine	0
to	to	pc-acp	to	to	0
cure	cure	vvi	cure	cure	0
them	them	pno32	them	they	0
:	:	:	:	:	0
most	most	av-ds	most	most	0
hartely	hartely	av-j	heartily	hearty	0
beseching	beseching	vvg	beseeching	beseech	0
al	al	d	all	all	0
my	my	po11	my	my	0
coun	coun	vvb	con	con	0
∣	∣	sy	∣	∣	0
trye	trye	vvi	try	try	0
menne	menne	n2	men	man	0
to	to	pc-acp	to	to	0
take	take	vvi	take	take	0
it	it	pn31	it	it	0
in	in	p-acp	in	in	0
good	good	j	good	good	0
parte	parte	n1	part	part	0
,	,	,	,	,	0
and	and	cc	and	and	0
accepte	accepte	vvi	accept	accept	0
good	good	j	good	good	0
wyll	wyll	n1	will	will	0
,	,	,	,	,	0
where	where	c-crq	where	where	0
as	as	c-acp	as	as	0
lacketh	lacketh	vvz	lacketh	lack	0
habilitye	habilitye	n1	hability	hability	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
although	although	cs	although	although	0
there	there	pc-acp	there	there	0
be	be	vbb	be	be	0
manye	manye	d	many	many	0
learned	learned	j	learned	learned	0
men	men	n2	men	man	0
in	in	p-acp	in	in	0
thys	thys	d	this	this	0
realme	realme	n1	realm	realm	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
for	for	p-acp	for	for	0
theyr	theyr	po32	their	their	0
excellent	excellent	j	excellent	excellent	0
know	know	vvb	know	know	0
¦	¦	sy	¦	¦	0
ledge	ledge	n1	ledge	ledge	0
and	and	cc	and	and	0
wysedome	wysedome	n1	wisdom	wisdom	0
coulde	coulde	vmd	could	can	0
muche	muche	av-d	much	much	0
more	more	av-dc	more	more	0
connynglye	connynglye	av-jn	cunningly	cunning	0
haue	haue	vhb	have	have	0
made	made	vvn	made	make	0
this	this	d	this	this	0
medicine	medicine	n1	medicine	medicine	0
▪	▪	▪	▪	▪	0
then	then	cs	then	than	0
I	I	pns11	I	i	0
,	,	,	,	,	0
&	&	cc	&	and	0
so	so	av	so	so	0
haue	haue	vhb	have	have	0
tempered	tempered	vvn	tempered	temper	0
it	it	pn31	it	it	0
wyth	wyth	p-acp	with	with	0
the	the	dt	the	the	0
goodly	goodly	j	goodly	goodly	0
pouders	pouders	n2	powders	powder	0
of	of	pp-f	of	of	0
perfyte	perfyte	j	perfect	perfect	0
e	e	fw-la	e	e	0
∣	∣	sy	∣	∣	0
loquence	loquence	n1	loquence	loquence	0
,	,	,	,	,	0
that	that	cst	that	that	0
it	it	pn31	it	it	0
shoulde	shoulde	vmd	should	shall	0
per	per	fw-la	per	per	0
∣	∣	sy	∣	∣	0
happes	happes	n2	haps	hap	0
haue	haue	vhb	have	have	0
wroughte	wroughte	vvn	wrought	work	0
much	much	av-d	much	much	0
more	more	av-dc	more	more	0
effectuously	effectuously	av-j	effectuously	effectuous	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
pati	pati	n1	patience	patience	0
∣	∣	sy	∣	∣	0
entes	entes	n1	entes	entes	0
bodye	bodye	n1	body	body	0
,	,	,	,	,	0
and	and	cc	and	and	0
bene	bene	vbi	be	be	0
more	more	av-dc	more	more	0
a	a	dt	a	a	0
∣	∣	sy	∣	∣	0
ble	ble	zz	ble	ble	0
to	to	zz	to	to	0
haue	haue	vhi	have	have	0
cured	cured	vvn	cured	cure	0
the	the	dt	the	the	0
dysease	dysease	n1	disease	disease	0
therof	therof	av	thereof	thereof	0
,	,	,	,	,	0
yet	yet	av	yet	yet	0
none	none	pix	none	none	0
is	is	vbz	is	be	0
there	there	a-acp	there	there	0
,	,	,	,	,	0
that	that	cst	that	that	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
feruente	feruente	j	fervent	fervent	0
loue	loue	n1	love	love	0
he	he	pns31	he	he	0
bea	bea	fw-mi	bea	bea	0
∣	∣	sy	∣	∣	0
reth	reth	n1	reth	reth	0
to	to	p-acp	to	to	0
his	his	po31	his	his	0
countrye	countrye	n1	country	country	0
.	.	.	.	.	0
woulde	woulde	vmd	would	will	0
eyther	eyther	d	either	either	0
more	more	av-dc	more	more	0
gladlye	gladlye	av-j	gladly	glad	0
haue	haue	vhb	have	have	0
at	at	p-acp	at	at	0
∣	∣	sy	∣	∣	0
tempted	tempted	n-vvn	tempted	tempt	0
it	it	pn31	it	it	0
,	,	,	,	,	0
or	or	cc	or	or	0
more	more	av-dc	more	more	0
wyllyng	wyllyng	j	willing	willing	0
∣	∣	sy	∣	∣	0
lye	lye	vvb	lie	lie	0
to	to	p-acp	to	to	0
hys	hys	po31	his	his	0
power	power	n1	power	power	0
accomply	accomply	fw-fr	accomply	accomply	0
∣	∣	sy	∣	∣	0
shed	shed	vvi	shed	shed	0
the	the	dt	the	the	0
same	same	d	same	same	0
.	.	.	.	.	1
Wherefore	Wherefore	c-crq	Wherefore	wherefore	0
my	my	po11	my	my	0
sure	sure	j	sure	sure	0
truste	truste	n1	trust	trust	0
is	is	vbz	is	be	0
,	,	,	,	,	0
that	that	cst	that	that	0
bothe	bothe	d	both	both	0
your	your	po22	your	your	0
hyghnes	hyghnes	n1	highness	highness	0
(	(	(	(	(	0
mooste	mooste	av-ds	most	most	0
gratious	gratious	j	gracious	gracious	0
so	so	av	so	so	0
∣	∣	sy	∣	∣	0
ueraygne	ueraygne	j-jn	ueraygne	ueraygne	0
)	)	)	)	)	0
to	to	p-acp	to	to	0
whome	whome	ro-crq	whom	who	0
I	I	pns11	I	i	0
offer	offer	vvb	offer	offer	0
thys	thys	d	this	this	0
my	my	po11	my	my	0
lytle	lytle	j	little	little	0
treatise	treatise	n1	treatise	treatise	0
,	,	,	,	,	0
and	and	cc	and	and	0
all	all	d	all	all	0
other	other	j-jn	other	other	0
youre	youre	po22	your	your	0
graces	graces	np2-n	graces	grace	0
louynge	louynge	j-vvg	loving	love	0
subiectes	subiectes	n2-jn	subjects	subject	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
whose	whose	r-crq	whose	who	0
be	be	vbb	be	be	0
hofe	hofe	n1	hofe	hoof	0
I	I	pns11	I	i	0
haue	haue	vhb	have	have	0
wrytten	wrytten	vvn	written	write	0
it	it	pn31	it	it	0
,	,	,	,	,	0
wyll	wyll	vmb	will	will	0
gentely	gentely	av-jn	gently	gentle	0
accepte	accepte	vvi	accept	accept	0
my	my	po11	my	my	0
paynes	paynes	n2	pains	pain	0
bestowed	bestowed	vvn	bestowed	bestow	0
therein	therein	av	therein	therein	0
.	.	.	.	.	1
And	And	cc	And	and	0
yf	yf	cs	if	if	0
it	it	pn31	it	it	0
so	so	av	so	so	0
come	come	vvi	come	come	0
to	to	pc-acp	to	to	0
passe	passe	vvi	pass	pass	0
,	,	,	,	,	0
that	that	cst	that	that	0
my	my	po11	my	my	0
laboure	laboure	n1	labour	labour	0
not	not	xx	not	not	0
on	on	p-acp	on	on	0
∣	∣	sy	∣	∣	0
lye	lye	n1	lie	lie	0
be	be	vbi	be	be	0
allowed	allowed	vvn	allowed	allow	0
of	of	pp-f	of	of	0
youre	youre	po22	your	your	0
grace	grace	n1	grace	grace	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
I	I	pns11	I	i	0
doubte	doubte	n1	doubt	doubt	0
not	not	xx	not	not	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
also	also	av	also	also	0
worke	worke	vvi	work	work	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
readers	readers	ng1	readers	reader	0
hartes	hartes	n2	hearts	heart	0
thereof	thereof	av	thereof	thereof	0
suche	suche	d	such	such	0
an	an	dt	and	a	0
effecte	effecte	n1	effect	effect	0
▪	▪	▪	▪	▪	0
as	as	c-acp	as	as	0
I	I	pns11	I	i	0
wishe	wishe	vvb	wish	wish	0
it	it	pn31	it	it	0
may	may	vmb	may	may	0
,	,	,	,	,	0
then	then	av	then	then	0
shal	shal	vmb	shall	shall	0
I	I	pns11	I	i	0
think	think	vvi	think	think	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
haue	haue	vhb	have	have	0
receaued	receaued	vvn	received	receive	0
a	a	dt	a	a	0
wor	wor	zz	wor	wor	0
∣	∣	sy	∣	∣	0
thy	thy	po21	thy	thy	0
recompence	recompence	n1	recompense	recompense	0
for	for	p-acp	for	for	0
myne	myne	po11	mine	my	0
en	en	fw-fr	en	en	0
∣	∣	sy	∣	∣	0
deuoure	deuoure	vvi	devour	devour	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
neyther	neyther	dx	neither	neither	0
gayne	gayne	n1	gain	gain	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
whyche	whyche	r-crq	which	which	0
(	(	(	(	(	0
God	God	np1	God	God	0
knoweth	knoweth	vvz	knoweth	know	0
)	)	)	)	)	0
I	I	pns11	I	i	0
passe	passe	vvb	pass	pass	0
not	not	xx	not	not	0
,	,	,	,	,	0
nor	nor	ccx	nor	nor	0
commendation	commendation	n1	commendation	commendation	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
whyche	whyche	r-crq	which	which	0
I	I	pns11	I	i	0
loke	loke	vvi	look	look	0
not	not	xx	not	not	0
,	,	,	,	,	0
moued	moued	vvd	moved	move	0
me	me	pno11	me	i	0
hereto	hereto	av	hereto	hereto	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
only	only	av-j	only	only	0
the	the	dt	the	the	0
harty	harty	j	hearty	hearty	0
affection	affection	n1	affection	affection	0
,	,	,	,	,	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
owe	owe	vvb	owe	owe	0
to	to	p-acp	to	to	0
my	my	po11	my	my	0
countrye	countrye	n1	country	country	0
,	,	,	,	,	0
&	&	cc	&	and	0
my	my	po11	my	my	0
bounden	bounden	vvn	bounden	bind	0
