SEing	SEing	vvg	Sing	sing	0
do	do	vdb	do	do	0
please	please	vvi	please	please	0
them	them	pno32	them	they	0
selues	selues	n2	selves	self	0
vvith	vvith	p-acp	with	with	0
vniust	vniust	j	unjust	unjust	0
reproching	reproching	vvg	reproaching	reproach	0
of	of	pp-f	of	of	0
others	others	n2-jn	others	other	0
labours	labours	n2	labours	labour	0
.	.	.	.	.	1
In	In	p-acp	In	in	0
this	this	d	this	this	0
respect	respect	n1	respect	respect	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
might	might	vmd	might	may	0
content	content	vvi	content	content	0
my	my	po11	my	my	0
selfe	selfe	n1	self	self	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
accepting	accepting	vvg	accepting	accept	0
gladly	gladly	av-j	gladly	glad	0
any	any	d	any	any	0
iust	iust	j	just	just	0
oc	oc	fw-fr	oc	oc	0
∣	∣	sy	∣	∣	0
casion	casion	n1	casion	casion	0
to	to	p-acp	to	to	0
leaue	leaue	n1	leave	leave	0
some	some	d	some	some	0
testimonie	testimonie	n1	testimony	testimony	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
right	right	j-jn	right	right	0
thank	thank	vvb	thank	thank	0
∣	∣	sy	∣	∣	0
full	full	j	full	full	0
heart	heart	n1	heart	heart	0
for	for	p-acp	for	for	0
your	your	po22	your	your	0
Honours	Honours	ng1	Honours	honour	0
fauours	fauours	n2	favours	favour	0
many	many	d	many	many	0
wayes	wayes	n2	ways	way	0
vouchsafed	vouchsafed	vvd	vouchsafed	vouchsafe	0
me	me	pno11	me	i	0
,	,	,	,	,	0
vvhereby	vvhereby	c-crq	whereby	whereby	0
I	I	pns11	I	i	0
holde	holde	vvb	hold	hold	0
my	my	po11	my	my	0
selfe	selfe	n1	self	self	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Lorde	Lorde	n1	Lord	lord	0
continually	continually	av-j	continually	continual	0
bounde	bounde	vvn	bound	bind	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
Honorable	Honorable	j	Honourable	honourable	0
house	house	n1	house	house	0
in	in	p-acp	in	in	0
all	all	d	all	all	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
maye	maye	vmb	may	may	0
,	,	,	,	,	0
and	and	cc	and	and	0
in	in	p-acp	in	in	0
consideration	consideration	n1	consideration	consideration	0
vvherof	vvherof	c-crq	whereof	whereof	0
,	,	,	,	,	0
vvhen	vvhen	c-crq	when	when	0
other	other	j-jn	other	other	0
meanes	meanes	n2	means	mean	0
be	be	vbi	be	be	0
vvanting	vvanting	vvg	wanting	want	0
wher	wher	q-crq	where	where	0
∣	∣	sy	∣	∣	0
by	by	p-acp	by	by	0
to	to	pc-acp	to	to	0
testifie	testifie	vvi	testify	testify	0
the	the	dt	the	the	0
same	same	d	same	same	0
,	,	,	,	,	0
I	I	pns11	I	i	0
shall	shall	vmb	shall	shall	0
not	not	xx	not	not	0
cease	cease	vvi	cease	cease	0
(	(	(	(	(	0
I	I	pns11	I	i	0
truste	truste	vvi	trust	trust	0
)	)	)	)	)	0
right	right	vvi	right	right	0
humbly	humbly	av-j	humbly	humble	0
to	to	pc-acp	to	to	0
commende	commende	vvi	commend	commend	0
your	your	po22	your	your	0
estate	estate	n1	estate	estate	0
vnto	vnto	p-acp	unto	unto	0
the	the	dt	the	the	0
Lorde	Lorde	n1	Lord	lord	0
,	,	,	,	,	0
vvho	vvho	r-crq	who	who	0
hath	hath	vhz	hath	have	0
promised	promised	vvn	promised	promise	0
to	to	pc-acp	to	to	0
heare	heare	vvi	hear	hear	0
the	the	dt	the	the	0
iuste	iuste	j	just	just	0
prayers	prayers	n2	prayers	prayer	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
seruauntes	seruauntes	n2	servants	servant	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
vvorthines	vvorthines	n1	worthiness	worthiness	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
Christ	Christ	np1	Christ	Christ	0
:	:	:	:	:	0
So	So	av	So	so	0
haue	haue	vhb	have	have	0
I	I	pns11	I	i	0
bene	bene	vbn	be	be	0
bolde	bolde	j	bold	bold	0
to	to	pc-acp	to	to	0
present	present	vvi	present	present	0
the	the	dt	the	the	0
same	same	d	same	same	0
vnto	vnto	p-acp	unto	unto	0
your	your	po22	your	your	0
Honour	Honour	n1	Honour	honour	0
,	,	,	,	,	0
such	such	d	such	such	0
as	as	c-acp	as	as	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
,	,	,	,	,	0
the	the	dt	the	the	0
rather	rather	av-c	rather	rather	0
hauing	hauing	vhg	having	have	0
iust	iust	j	just	just	0
cause	cause	n1	cause	cause	0
to	to	pc-acp	to	to	0
perswade	perswade	vvi	persuade	persuade	0
my	my	po11	my	my	0
selfe	selfe	n1	self	self	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
honorable	honorable	j	honourable	honourable	0
acceptation	acceptation	n1	acceptation	acceptation	0
and	and	cc	and	and	0
protection	protection	n1	protection	protection	0
of	of	pp-f	of	of	0
vvhatsoeuer	vvhatsoeuer	r-crq	whatsoever	whatsoever	0
may	may	vmb	may	may	0
profite	profite	vvi	profit	profit	0
the	the	dt	the	the	0
Church	Church	n1	Church	church	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
,	,	,	,	,	0
I	I	pns11	I	i	0
haue	haue	vhb	have	have	0
also	also	av	also	also	0
together	together	av	together	together	0
deliuered	deliuered	vvn	delivered	deliver	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
print	print	n1	print	print	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
care	care	n1	care	care	0
I	I	pns11	I	i	0
haue	haue	vhb	have	have	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
brethrens	brethrens	ng2	brothers'	brother	0
health	health	n1	health	health	0
,	,	,	,	,	0
a	a	dt	a	a	0
most	most	av-ds	most	most	0
notable	notable	j	notable	notable	0
and	and	cc	and	and	0
christian	christian	njp	christian	christian	0
cōfortable	cōfortable	j	comfortable	comfortable	0
letter	letter	n1	letter	letter	0
,	,	,	,	,	0
vvritten	vvritten	vvn	written	write	0
by	by	p-acp	by	by	0
that	that	d	that	that	0
notable	notable	j	notable	notable	0
mem	mem	n1	man	man	0
∣	∣	sy	∣	∣	0
ber	ber	zz	ber	ber	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Church	Church	n1	Church	church	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
in	in	p-acp	in	in	0
his	his	po31	his	his	0
time	time	n1	time	time	0
,	,	,	,	,	0
M.	M.	n1	M.	m.	0
Edward	Edward	np1	Edward	Edward	0
Dering	Dering	np1	Dering	Dering	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
a	a	dt	a	a	0
godly	godly	j	godly	godly	0
christiā	christiā	njp	christian	christian	0
gētlewomā	gētlewomā	n1	gentlewoman	gentlewoman	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
which	which	r-crq	which	which	0
through	through	p-acp	through	through	0
the	the	dt	the	the	0
Lordes	Lordes	ng1	Lords	lord	0
blessing	blessing	n1	blessing	blessing	0
I	I	pns11	I	i	0
must	must	vmb	must	must	0
needes	needes	av	needs	needs	0
con	con	vvi	con	con	0
∣	∣	sy	∣	∣	0
fesse	fesse	vvb	fesse	fesse	0
to	to	pc-acp	to	to	0
haue	haue	vhi	have	have	0
gayned	gayned	vvn	gained	gain	0
muche	muche	d	much	much	0
comfort	comfort	n1	comfort	comfort	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
also	also	av	also	also	0
mine	mine	po11	mine	my	0
hartie	hartie	j	hearty	hearty	0
desire	desire	n1	desire	desire	0
and	and	cc	and	and	0
hope	hope	n1	hope	hope	0
is	is	vbz	is	be	0
that	that	cst	that	that	0
others	others	n2-jn	others	other	0
shall	shall	vmb	shall	shall	0
.	.	.	.	.	1
So	So	av	So	so	0
that	that	cst	that	that	0
vvhile	vvhile	cs	while	while	0
the	the	dt	the	the	0
vncleane	vncleane	j	unclean	unclean	0
and	and	cc	and	and	0
impure	impure	j	impure	impure	0
Atheistes	Atheistes	n2	Atheists	atheist	0
,	,	,	,	,	0
frozen	frozen	vvn	frozen	freeze	0
harted	harted	j-vvn	hearted	heart	0
Papistes	Papistes	njp2	Papists	papist	0
,	,	,	,	,	0
temporisers	temporisers	n2	temporisers	temporiser	0
,	,	,	,	,	0
carnall	carnall	j	carnal	carnal	0
Gos	Gos	vvz	Gos	go	0
∣	∣	sy	∣	∣	0
pellers	pellers	n2	pellers	pellet	0
,	,	,	,	,	0
and	and	cc	and	and	0
infidels	infidels	n2	infidels	infidel	0
,	,	,	,	,	0
shall	shall	vmb	shall	shall	0
suppe	suppe	vvi	sup	sup	0
out	out	av	out	out	0
the	the	dt	the	the	0
measure	measure	n1	measure	measure	0
of	of	pp-f	of	of	0
Gods	Gods	npg1	Gods	God	0
iudgementes	iudgementes	n2	judgements	judgement	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
bottome	bottome	n1	bottom	bottom	0
,	,	,	,	,	0
vve	vve	pns12	we	we	0
,	,	,	,	,	0
vvell	vvell	av	well	well	0
vvarranted	vvarranted	vvn	warranted	warrant	0
in	in	p-acp	in	in	0
our	our	po12	our	our	0
Christian	Christian	np1	Christian	Christian	0
estate	estate	n1	estate	estate	0
,	,	,	,	,	0
soundly	soundly	av-j	soundly	sound	0
dire	dire	j	dire	dire	0
∣	∣	sy	∣	∣	0
cted	cted	vvn	cted	ct	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
right	right	j-jn	right	right	0
vse	vse	n1	use	use	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Lordes	Lordes	ng1	Lords	lord	0
mysteries	mysteries	n2	mysteries	mystery	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
vvorde	vvorde	n1	word	word	0
preserued	preserued	vvn	preserved	preserve	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
extremities	extremities	n2	extremities	extremity	0
of	of	pp-f	of	of	0
sinne	sinne	n1	sin	sin	0
,	,	,	,	,	0
and	and	cc	and	and	0
in	in	p-acp	in	in	0
all	all	d	all	all	0
,	,	,	,	,	0
lightned	lightned	vvd	lightened	lighten	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
right	right	j-jn	right	right	0
application	application	n1	application	application	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
grace	grace	n1	grace	grace	0
of	of	pp-f	of	of	0
Christ	Christ	np1	Christ	Christ	0
,	,	,	,	,	0
shall	shall	vmb	shall	shall	0
vvith	vvith	p-acp	with	with	0
inuincible	inuincible	j	invincible	invincible	0
constancie	constancie	n1	constancy	constancy	0
runne	runne	vvi	run	run	0
out	out	av	out	out	0
the	the	dt	the	the	0
course	course	n1	course	course	0
that	that	cst	that	that	0
is	is	vbz	is	be	0
set	set	vvn	set	set	0
before	before	p-acp	before	before	0
vs	vs	pno12	us	we	0
,	,	,	,	,	0
and	and	cc	and	and	0
pa	pa	wd	pa	pa	0
∣	∣	sy	∣	∣	0
tiently	tiently	av-j	tiently	tient	0
vvayte	vvayte	vvb	wait	wait	0
for	for	p-acp	for	for	0
our	our	po12	our	our	0
deliueraunce	deliueraunce	n1	deliverance	deliverance	0
,	,	,	,	,	0
euen	euen	av-j	even	even	0
the	the	dt	the	the	0
comming	comming	n-vvg	coming	come	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
Lorde	Lorde	n1	Lord	lord	0
Iesus	Iesus	np1	Iesus	Jesus	0
Christ	Christ	np1	Christ	Christ	0
,	,	,	,	,	0
of	of	pp-f	of	of	0
vvhom	vvhom	ro-crq	whom	who	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
vvritten	vvritten	vvn	written	write	0
that	that	cst	that	that	0
he	he	pns31	he	he	0
shall	shall	vmb	shall	shall	0
appeare	appeare	vvi	appear	appear	0
the	the	dt	the	the	0
seconde	seconde	ord	seconde	second	0
time	time	n1	time	time	0
vvithout	vvithout	p-acp	without	without	0
sinne	sinne	n1	sin	sin	0
to	to	p-acp	to	to	0
saluation	saluation	n1	salvation	salvation	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
them	them	pno32	them	they	0
that	that	cst	that	that	0
vvayte	vvayte	vvb	wait	wait	0
for	for	p-acp	for	for	0
him	him	pno31	him	he	0
.	.	.	.	.	1
VVhich	VVhich	r-crq	Which	which	0
that	that	cst	that	that	0
vve	vve	pns12	we	we	0
maye	maye	vmb	may	may	0
conti	conti	fw-la	conti	conti	0
∣	∣	sy	∣	∣	0
nually	nually	av-j	nually	nual	0
do	do	vdi	do	do	0
,	,	,	,	,	0
our	our	po12	our	our	0
good	good	j	good	good	0
God	God	np1	God	God	0
and	and	cc	and	and	0
Father	Father	n1	Father	father	0
graunt	graunt	vvb	grant	grant	0
vn	vn	fw-fr	vn	un	0
∣	∣	sy	∣	∣	0
to	to	pc-acp	to	to	0
vs	vs	pno12	us	we	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
speciall	speciall	j	special	special	0
direction	direction	n1	direction	direction	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
holy	holy	j	holy	holy	0
spirite	spirite	n1	spirit	spirit	0
of	of	pp-f	of	of	0
sanctification	sanctification	n1	sanctification	sanctification	0
and	and	cc	and	and	0
grace	grace	n1	grace	grace	0
,	,	,	,	,	0
and	and	cc	and	and	0
powre	powre	n1	pour	power	0
plentifully	plentifully	av-j	plentifully	plentiful	0
vpon	vpon	p-acp	upon	upon	0
your	your	po22	your	your	0
Honour	Honour	n1	Honour	honour	0
those	those	d	those	those	0
blessings	blessings	n2	blessings	blessing	0
vvhich	vvhich	r-crq	which	which	0
speci	speci	fw-fr	speci	speci	0
∣	∣	sy	∣	∣	0
allye	allye	vvi	ally	ally	0
concerne	concerne	vvi	concern	concern	0
the	the	dt	the	the	0
aduauncement	aduauncement	n1	advancement	advancement	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
glory	glory	n1	glory	glory	0
,	,	,	,	,	0
your	your	po22	your	your	0
Honours	Honours	ng1	Honours	honour	0
safetie	safetie	n1	safety	safety	0
both	both	av-d	both	both	0
in	in	p-acp	in	in	0
body	body	n1	body	body	0
and	and	cc	and	and	0
consci	consci	fw-la	consci	consci	0
∣	∣	sy	∣	∣	0
ence	ence	n1	ence	ence	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
peace	peace	n1	peace	peace	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
Church	Church	n1	Church	church	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
and	and	cc	and	and	0
for	for	p-acp	for	for	0
his	his	po31	his	his	0
sonne	sonne	n1	son	son	0
our	our	po12	our	our	0
Lorde	Lorde	n1	Lord	lord	0
Iesus	Iesus	np1	Iesus	Jesus	0
.	.	.	.	.	1
Amen	Amen	uh-n	Amen	amen	0
.	.	.	.	.	1
