GEntlemen	GEntlemen	n2	GEntlemen	gentleman	0
in	in	zz	in	in	0
∣	∣	sy	∣	∣	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Court	Court	n1	Court	court	0
of	of	pp-f	of	of	0
David	David	np1	David	David	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Scripture-story	Scripture-story	n1	Scripture-story	scripture-story	0
dyed	dyed	vvd	died	die	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
Hand	Hand	n1	Hand	hand	0
of	of	pp-f	of	of	0
Phineas	Phineas	np1	Phineas	Phineas	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
days	days	n2	days	day	0
of	of	pp-f	of	of	0
Moses	Moses	np1	Moses	Moses	0
.	.	.	.	.	1
Nay	Nay	uh-x	Nay	nay	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
other	other	j-jn	other	other	0
ex	ex	fw-la	ex	ex	0
∣	∣	sy	∣	∣	0
tream	tream	n1	tream	tream	0
,	,	,	,	,	0
we	we	pns12	we	we	0
find	find	vvb	find	find	0
him	him	pno31	him	he	0
in	in	p-acp	in	in	0
another	another	j-jn	another	another	0
place	place	n1	place	place	0
talking	talking	vvg	talking	talk	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Martyrdome	Martyrdome	n1	Martyrdom	martyrdom	0
of	of	pp-f	of	of	0
Stephen	Stephen	np1	Stephen	Stephen	0
,	,	,	,	,	0
so	so	av	so	so	0
many	many	d	many	many	0
Ages	Ages	n2	Ages	age	0
after	after	a-acp	after	after	0
.	.	.	.	.	1
And	And	cc	And	and	0
if	if	cs	if	if	0
so	so	av	so	so	0
famous	famous	j	famous	famous	0
an	an	dt	and	a	0
Author	Author	n1	Author	author	0
can	can	vmb	can	can	0
forget	forget	vvi	forget	forget	0
his	his	po31	his	his	0
own	own	d	own	own	0
Rules	Rules	n2	Rules	rule	0
of	of	pp-f	of	of	0
Vnity	Vnity	n1	Unity	unity	0
,	,	,	,	,	0
Time	Time	n1	Time	time	0
,	,	,	,	,	0
and	and	cc	and	and	0
Place	Place	n1	Place	place	0
,	,	,	,	,	0
I	I	pns11	I	i	0
hope	hope	vvb	hope	hope	0
you'll	you'll	pn22|vmb	you'll	you|will	0
give	give	vvi	give	give	0
a	a	dt	a	a	0
Minor	Minor	j	Minor	minor	0
Poet	Poet	n1	Poet	poet	0
some	some	d	some	some	0
grains	grains	n2	grains	grain	0
of	of	pp-f	of	of	0
Allowance	Allowance	n1	Allowance	allowance	0
,	,	,	,	,	0
and	and	cc	and	and	0
he	he	pns31	he	he	0
shall	shall	vmb	shall	shall	0
ever	ever	av	ever	ever	0
acknow	acknow	vvi	acknow	acknow	0
∣	∣	sy	∣	∣	0
ledge	ledge	n1	ledge	ledge	0
himself	himself	px31	himself	himself	1
