Illustrious	Illustrious	j	Illustrious	illustrious	0
continue	continue	vvb	continue	continue	0
or	or	cc	or	or	0
abrogate	abrogate	vvi	abrogate	abrogate	0
them	them	pno32	them	they	0
,	,	,	,	,	0
or	or	cc	or	or	0
any	any	d	any	any	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
,	,	,	,	,	0
arbitrarily	arbitrarily	av-j	arbitrarily	arbitrary	0
at	at	p-acp	at	at	0
your	your	po22	your	your	0
good	good	j	good	good	0
pleasure	pleasure	n1	pleasure	pleasure	0
.	.	.	.	.	1
It	It	pn31	It	it	0
becomes	becomes	vvz	becomes	become	0
not	not	xx	not	not	0
me	me	pno11	me	i	0
to	to	pc-acp	to	to	0
determine	determine	vvi	determine	determine	0
positively	positively	av-j	positively	positive	0
,	,	,	,	,	0
whether	whether	cs	whither	whether	0
the	the	dt	the	the	0
Mo	Mo	zz	Mo	mo	0
∣	∣	sy	∣	∣	0
narchy	narchy	n1	narchy	narchy	0
be	be	vbi	be	be	0
dissolv'd	dissolv'd	vvn	dissolved	dissolve	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
Kings	Kings	ng1	Kings	king	0
dparture	dparture	n1	dparture	dparture	0
,	,	,	,	,	0
throwing	throwing	vvg	throwing	throw	0
up	up	a-acp	up	up	0
the	the	dt	the	the	0
Reynes	Reynes	n2	Reins	reins	0
of	of	pp-f	of	of	0
Government	Government	n1	Government	government	0
,	,	,	,	,	0
and	and	cc	and	and	0
will	will	vmb	will	will	0
Guide	Guide	n1	Guide	guide	0
no	no	av-dx	no	no	0
longer	longer	av-jc	longer	long	0
,	,	,	,	,	0
quitting	quitting	vvg	quitting	quit	0
the	the	dt	the	the	0
Helm	Helm	n1	Helm	helm	0
of	of	pp-f	of	of	0
Empire	Empire	n1	Empire	empire	0
,	,	,	,	,	0
and	and	cc	and	and	0
leaving	leaving	vvg	leaving	leave	0
the	the	dt	the	the	0
ship	ship	n1	ship	ship	0
(	(	(	(	(	0
once	once	c-acp	once	once	0
more	more	n1	more	moor	0
)	)	)	)	)	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
mercy	mercy	n1	mercy	mercy	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Waves	Waves	n2	Waves	wave	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
sink	sink	vvi	sink	sink	0
or	or	cc	or	or	0
Swim	Swim	vvi	Swim	swim	0
;	;	;	;	;	0
refusing	refusing	vvg	refusing	refuse	0
to	to	pc-acp	to	to	0
call	call	vvi	call	call	0
Parliaments	Parliaments	n2	Parliaments	parliament	0
(	(	(	(	(	0
the	the	dt	the	the	0
only	only	j	only	only	0
Scourge	Scourge	n1	Scourge	scourge	0
of	of	pp-f	of	of	0
Evil	Evil	j-jn	Evil	evil	0
Courcellors	Courcellors	n2	Courcellors	courcellor	0
)	)	)	)	)	0
and	and	cc	and	and	0
in	in	p-acp	in	in	0
whom	whom	ro-crq	whom	who	0
jonytly	jonytly	av-j	jonytly	jonyt	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
himself	himself	px31	himself	himself	0
,	,	,	,	,	0
was	was	vbds	was	be	0
lodg'd	lodg'd	vvn	lodged	lodge	0
the	the	dt	the	the	0
Ligisla	Ligisla	np1	Ligisla	Ligisla	0
∣	∣	sy	∣	∣	0
tive	tive	n1	tive	tive	0
Power	Power	n1	Power	power	0
:	:	:	:	:	0
Or	Or	cc	Or	or	0
,	,	,	,	,	0
Whether	Whether	cs	Whither	whether	0
the	the	dt	the	the	0
General	General	n1	General	general	0
Revolt	Revolt	vvb	Revolt	revolt	0
had	had	vhd	had	have	0
taken	taken	vvn	taken	take	0
from	from	p-acp	from	from	0
him	him	pno31	him	he	0
the	the	dt	the	the	0
Power	Power	n1	Power	power	0
of	of	pp-f	of	of	0
Guidance	Guidance	n1	Guidance	guidance	0
,	,	,	,	,	0
forfeited	forfeited	vvn	forfeited	forfeit	0
by	by	p-acp	by	by	0
Male-Administra	Male-Administra	j	Male-Administra	male-administra	0
∣	∣	sy	∣	∣	0
tion	tion	n1	cion	cion	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Executive	Executive	j	Executive	executive	0
Power	Power	n1	Power	power	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Laws	Laws	n2	Laws	law	0
:	:	:	:	:	0
Or	Or	cc	Or	or	0
,	,	,	,	,	0
whether	whether	cs	whither	whether	0
also	also	av	also	also	0
the	the	dt	the	the	0
Invading	Invading	vvg	Invading	invade	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Legislative	Legislative	j	Legislative	legislative	0
Power	Power	n1	Power	power	0
by	by	p-acp	by	by	0
erecting	erecting	vvg	erecting	erect	0
a	a	dt	a	a	0
Dispen	Dispen	j	Dispen	dispen	0
∣	∣	sy	∣	∣	0
sing	sing	vvb	sing	sing	0
Power	Power	n1	Power	power	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
seems	seems	vvz	seems	seem	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
effect	effect	n1	effect	effect	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
a	a	dt	a	a	0
New	New	j	New	new	0
Name	Name	n1	Name	name	0
for	for	p-acp	for	for	0
a	a	dt	a	a	0
New	New	j	New	new	0
Legislative	Legislative	j	Legislative	legislative	0
Power	Power	n1	Power	power	0
.	.	.	.	.	1
The	The	dt	The	the	0
Executive	Executive	j	Executive	executive	0
Power	Power	n1	Power	power	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
Laws	Laws	n2	Laws	law	0
was	was	vbds	was	be	0
(	(	(	(	(	0
by	by	p-acp	by	by	0
our	our	po12	our	our	0
late	late	j	late	late	0
Con	Con	vvb	Con	con	0
∣	∣	sy	∣	∣	0
stitution	stitution	n1	stitution	stitution	0
)	)	)	)	)	0
lodg'd	lodg'd	vvn	lodged	lodge	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
King	King	n1	King	king	0
alone	alone	av-j	alone	alone	0
,	,	,	,	,	0
(	(	(	(	(	0
as	as	c-acp	as	as	0
the	the	dt	the	the	0
Sole	Sole	j	Sole	sole	0
Power	Power	n1	Power	power	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Militia	Militia	n1	Militia	militia	0
,	,	,	,	,	0
making	making	vvg	making	make	0
Alliances	Alliances	n2	Alliances	alliance	0
,	,	,	,	,	0
Judges	Judges	n2	Judges	judge	0
,	,	,	,	,	0
Sheriffs	Sheriffs	n2	Sheriffs	sheriff	0
,	,	,	,	,	0
&c.	&c.	av	etc.	etc	0
)	)	)	)	)	0
a	a	dt	a	a	0
Burden	Burden	n1	Burden	burden	0
(	(	(	(	(	0
thought	thought	vvd	thought	think	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
)	)	)	)	)	0
too	too	av	too	too	0
heavy	heavy	j	heavy	heavy	0
for	for	c-acp	for	for	0
any	any	d	any	any	0
single	single	j	single	single	0
Shoulder	Shoulder	n1	Shoulder	shoulder	0
,	,	,	,	,	0
and	and	cc	and	and	0
has	has	vhz	has	have	0
oc	oc	n1	oc	oc	0
∣	∣	sy	∣	∣	0
casion'd	casion'd	vvn	casioned	casion	0
two	two	crd	two	two	0
or	or	cc	or	or	0
three	three	crd	three	three	0
general	general	n1	general	general	0
Revolts	Revolts	vvz	Revolts	revolt	0
,	,	,	,	,	0
and	and	cc	and	and	0
Expulsions	Expulsions	n2	Expulsions	expulsion	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Monarchs	Monarchs	n2	Monarchs	monarch	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
three	three	crd	three	three	0
last	last	ord	last	last	0
Raigns	Raigns	n2	Raigns	reign	0
;	;	;	;	;	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
Males	Males	np1	Males	Males	0
Administra	Administra	np1	Administra	Administra	0
∣	∣	sy	∣	∣	0
tion	tion	n1	cion	cion	0
thereof	thereof	av	thereof	thereof	0
(	(	(	(	(	0
as	as	c-acp	as	as	0
was	was	vbds	was	be	0
at	at	p-acp	at	at	0
least	least	ds	least	least	0
pretended	pretended	j-vvn	pretended	pretend	0
)	)	)	)	)	0
together	together	av	together	together	0
with	with	p-acp	with	with	0
other	other	j-jn	other	other	0
sad	sad	j	sad	sad	0
Consequences	Consequences	n2	Consequences	consequence	0
,	,	,	,	,	0
too	too	av	too	too	0
dismal	dismal	j	dismal	dismal	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
remembred	remembred	vvn	remembered	remember	0
here	here	av	here	here	0
,	,	,	,	,	0
and	and	cc	and	and	0
too	too	av	too	too	0
lately	lately	av-j	lately	late	0
done	done	vdn	done	do	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
forgot	forgot	vvn	forgotten	forget	0
;	;	;	;	;	0
nor	nor	ccx	nor	nor	0
need	need	vvb	need	need	0
we	we	pns12	we	we	0
mention	mention	vvb	mention	mention	0
the	the	dt	the	the	0
many	many	d	many	many	0
and	and	cc	and	and	0
general	general	n1	general	general	0
Revolts	Revolts	vvz	Revolts	revolt	0
in	in	p-acp	in	in	0
our	our	po12	our	our	0
Fore-Fathers	Fore-Fathers	n2	Fore-Fathers	forefather	0
times	times	n2	times	time	0
,	,	,	,	,	0
during	during	p-acp	during	during	0
all	all	d	all	all	0
the	the	dt	the	the	0
Ʋnhappy	Ʋnhappy	j	Ʋnhappy	ʋnhappy	0
Raigns	Raigns	n2	Raigns	reign	0
since	since	p-acp	since	since	0
William	William	np1	William	William	0
the	the	dt	the	the	0
First	First	ord	First	first	0
;	;	;	;	;	0
all	all	d	all	all	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
arising	arising	vvg	arising	arise	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
same	same	d	same	same	0
occasion	occasion	n1	occasion	occasion	0
.	.	.	.	.	1
Yet	Yet	av	Yet	yet	0
,	,	,	,	,	0
will	will	vmb	will	will	0
it	it	pn31	it	it	0
not	not	xx	not	not	0
well	well	av	well	well	0
become	become	vvi	become	become	0
your	your	po22	your	your	0
Wisdoms	Wisdoms	n2	Wisdoms	wisdom	0
,	,	,	,	,	0
quaerere	quaerere	fw-la	quaerere	quaerere	0
vias	vias	fw-la	vias	vias	0
an	an	dt	and	a	0
∣	∣	sy	∣	∣	0
tiquas	tiquas	n1	tiquas	tiquas	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
keep	keep	vvi	keep	keep	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
old	old	j	old	old	0
frame	frame	n1	frame	frame	0
of	of	pp-f	of	of	0
Government	Government	n1	Government	government	0
,	,	,	,	,	0
Monarchical	Monarchical	j	Monarchical	monarchical	0
;	;	;	;	;	0
(	(	(	(	(	0
with	with	p-acp	with	with	0
what	what	r-crq	what	what	0
limits	limits	n2	limits	limit	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Executive	Executive	j	Executive	executive	0
Power	Power	n1	Power	power	0
you	you	pn22	you	you	0
shall	shall	vmb	shall	shall	0
please	please	vvi	please	please	0
;	;	;	;	;	0
)	)	)	)	)	0
and	and	cc	and	and	0
(	(	(	(	(	0
as	as	c-acp	as	as	0
near	near	av-j	near	near	0
as	as	c-acp	as	as	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
with	with	p-acp	with	with	0
any	any	d	any	any	0
convenience	convenience	n1	convenience	convenience	0
)	)	)	)	)	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
old	old	j	old	old	0
line	line	n1	line	line	0
too	too	av	too	too	0
,	,	,	,	,	0
and	and	cc	and	and	0
next	next	ord	next	next	0
Heir	Heir	n1	Heir	heir	0
?	?	?	?	?	1
Not	Not	xx	Not	not	0
only	only	av-j	only	only	0
,	,	,	,	,	0
because	because	c-acp	because	because	0
a	a	dt	a	a	0
more	more	av-dc	more	more	0
awful	awful	j	awful	awful	0
Deference	Deference	n1	Deference	deference	0
and	and	cc	and	and	0
Veneration	Veneration	n1	Veneration	veneration	0
is	is	vbz	is	be	0
paid	paid	vvn	paid	pay	0
to	to	p-acp	to	to	0
(	(	(	(	(	0
what	what	r-crq	what	what	0
is	is	vbz	is	be	0
anciently	anciently	av-jn	anciently	ancient	0
)	)	)	)	)	0
the	the	dt	the	the	0
Royal	Royal	j	Royal	royal	0
Family	Family	n1	Family	family	0
;	;	;	;	;	0
than	than	cs	than	than	0
to	to	p-acp	to	to	0
any	any	d	any	any	0
Ʋpstart	Ʋpstart	n1	Ʋpstart	ʋpstart	0
Family	Family	n1	Family	family	0
;	;	;	;	;	0
but	but	cc-acp	but	but	0
because	because	c-acp	because	because	0
the	the	dt	the	the	0
Finger	Finger	n1	Finger	finger	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
seems	seems	vvz	seems	seem	0
to	to	pc-acp	to	to	0
point	point	vvi	point	point	0
out	out	av	out	out	0
,	,	,	,	,	0
and	and	cc	and	and	0
direct	direct	vvi	direct	direct	0
to	to	p-acp	to	to	0
that	that	d	that	that	0
Incomparable	Incomparable	j	Incomparable	incomparable	0
and	and	cc	and	and	0
Blessed	Blessed	j-vvn	Blessed	bless	0
Branch	Branch	n1	Branch	branch	0
(	(	(	(	(	0
thereof	thereof	av	thereof	thereof	0
)	)	)	)	)	0
which	which	r-crq	which	which	0
God	God	n1	God	god	0
has	has	vhz	has	have	0
made	made	vvn	made	make	0
so	so	av	so	so	0
strong	strong	j	strong	strong	0
for	for	p-acp	for	for	0
his	his	po31	his	his	0
own	own	d	own	own	0
Self	Self	n1	Self	self	0
;	;	;	;	;	0
and	and	cc	and	and	0
the	the	dt	the	the	0
chief	chief	j-jn	chief	chief	0
Instrument	Instrument	n1	Instrument	instrument	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Hand	Hand	n1	Hand	hand	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Almighty	Almighty	j-jn	Almighty	almighty	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
our	our	po12	our	our	0
Sal	Sal	fw-la	Sal	sal	0
∣	∣	sy	∣	∣	0
vation	vation	n1	vation	vation	0
from	from	p-acp	from	from	0
Popery	Popery	n1	Popery	popery	0
and	and	cc	and	and	0
Slavery	Slavery	n1	Slavery	slavery	0
.	.	.	.	.	1
Nothing	Nothing	pix	Nothing	nothing	0
(	(	(	(	(	0
here	here	av	here	here	0
hinted	hinted	vvn	hinted	hint	0
at	at	p-acp	at	at	0
)	)	)	)	)	0
is	is	vbz	is	be	0
to	to	pc-acp	to	to	0
inform	inform	vvi	inform	inform	0
your	your	po22	your	your	0
Wiser	Wiser	jc	Wiser	wise	0
Judgments	Judgments	n2	Judgments	judgement	0
,	,	,	,	,	0
that	that	cst	that	that	0
knows	knows	vvz	knows	know	0
much	much	d	much	much	0
more	more	dc	more	more	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
already	already	av	already	already	0
,	,	,	,	,	0
(	(	(	(	(	0
far	far	av-j	far	far	0
be	be	vbb	be	be	0
such	such	d	such	such	0
Vanity	Vanity	n1	Vanity	vanity	0
from	from	p-acp	from	from	0
me	me	pno11	me	i	0
!	!	!	!	!	0
)	)	)	)	)	1
But	But	p-acp	But	but	0
to	to	pc-acp	to	to	0
stir	stir	vvi	stir	stir	0
up	up	a-acp	up	up	0
your	your	po22	your	your	0
Affections	Affections	n2	Affections	affection	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
One	One	crd	One	one	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
Humble	Humble	j	Humble	humble	0
Remembrancers	Remembrancers	n2	Remembrancers	remembrancer	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
every	every	d	every	every	0
man	man	n1	man	man	0
is	is	vbz	is	be	0
now	now	av	now	now	0
(	(	(	(	(	0
or	or	cc	or	or	0
never	never	av	never	never	0
)	)	)	)	)	0
concern'd	concern'd	vvd	concerned	concern	0
to	to	pc-acp	to	to	0
put	put	vvi	put	put	0
to	to	p-acp	to	to	0
his	his	po31	his	his	0
helping	helping	j-vvg	helping	help	0
Hand	Hand	n1	Hand	hand	0
at	at	p-acp	at	at	0
this	this	d	this	this	0
Dead	Dead	j	Dead	dead	0
Life	Life	n1	Life	life	0
,	,	,	,	,	0
and	and	cc	and	and	0
you	you	pn22	you	you	0
concern'd	concern'd	vvd	concerned	concern	0
to	to	pc-acp	to	to	0
accept	accept	vvi	accept	accept	0
kindly	kindly	av-j	kindly	kind	0
the	the	dt	the	the	0
Service	Service	n1	Service	service	0
(	(	(	(	(	0
even	even	av	even	even	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Weakest	Weakest	js	Weakest	weak	0
)	)	)	)	)	0
at	at	p-acp	at	at	0
least	least	ds	least	least	0
,	,	,	,	,	0
surely	surely	av-j	surely	sure	0
the	the	dt	the	the	0
least	least	av-ds	least	least	0
you	you	pn22	you	you	0
can	can	vmb	can	can	0
do	do	vdi	do	do	0
,	,	,	,	,	0
is	is	vbz	is	be	0
to	to	pc-acp	to	to	0
thank	thank	vvi	thank	thank	0
them	them	pno32	them	they	0
for	for	p-acp	for	for	0
their	their	po32	their	their	0
Love	Love	n1	Love	love	0
and	and	cc	and	and	0
good	good	j	good	good	0
Will	Will	n1	Will	will	0
,	,	,	,	,	0
though	though	cs	though	though	0
no	no	xx	not	not	0
otherwise	otherwise	av	otherwise	otherwise	0
serviceable	serviceable	j	serviceable	serviceable	0
unto	unto	p-acp	unto	unto	0
you	you	pn22	you	you	0
.	.	.	.	.	1
Besides	Besides	p-acp	Beside	beside	0
,	,	,	,	,	0
A	A	dt	A	a	0
Slip	Slip	n1	Slip	slip	0
now	now	av	now	now	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
fatal	fatal	j	fatal	fatal	0
;	;	;	;	;	0
or	or	cc	or	or	0
(	(	(	(	(	0
at	at	p-acp	at	at	0
best	best	av-js	best	best	0
)	)	)	)	)	0
not	not	xx	not	not	0
so	so	av	so	so	0
cure	cure	vvi	cure	cure	0
∣	∣	sy	∣	∣	0
able	able	j	able	able	0
hereafter	hereafter	av	hereafter	hereafter	0
as	as	c-acp	as	as	0
now	now	av	now	now	0
;	;	;	;	;	0
and	and	cc	and	and	0
as	as	a-acp	as	as	0
is	is	vbz	is	be	0
more	more	av-dc	more	more	0
particularly	particularly	av-j	particularly	particular	0
insisted	insisted	vvd	insisted	insist	0
on	on	a-acp	on	on	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Conclusion	Conclusion	n1	Conclusion	conclusion	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
Treatise	Treatise	n1	Treatise	treatise	0
.	.	.	.	.	1
I	I	pns11	I	i	0
well	well	av	well	well	0
know	know	vvb	know	know	0
,	,	,	,	,	0
that	that	cst	that	that	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
Crisis	Crisis	n1	Crisis	crisis	0
,	,	,	,	,	0
every	every	d	every	every	0
Politick	Politick	j	Politic	politic	0
Noddle	Noddle	n1	Noddle	noddle	0
is	is	vbz	is	be	0
pregnant	pregnant	j	pregnant	pregnant	0
with	with	p-acp	with	with	0
Projects	Projects	n2	Projects	project	0
,	,	,	,	,	0
&	&	cc	&	and	0
never	never	av-x	never	never	0
at	at	p-acp	at	at	0
rest	rest	n1	rest	rest	0
,	,	,	,	,	0
till	till	c-acp	till	till	0
it	it	pn31	it	it	0
be	be	vbb	be	be	0
delivered	delivered	vvn	delivered	deliver	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
Minerva	Minerva	np1	Minerva	Minerva	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
perhaps	perhaps	av	perhaps	perhaps	0
proves	proves	vvz	proves	prove	0
a	a	dt	a	a	0
Maggot	Maggot	n1	Maggot	maggot	0
.	.	.	.	.	1
Yet	Yet	av	Yet	yet	0
,	,	,	,	,	0
if	if	cs	if	if	0
what	what	r-crq	what	what	0
is	is	vbz	is	be	0
now	now	av	now	now	0
said	said	vvn	said	say	0
,	,	,	,	,	0
be	be	vbb	be	be	0
evidenc'd	evidenc'd	vvn	evidenced	evidence	0
beyond	beyond	p-acp	beyond	beyond	0
all	all	d	all	all	0
Contradiction	Contradiction	n1	Contradiction	contradiction	0
and	and	cc	and	and	0
Confuta	Confuta	fw-mi	Confuta	confuta	0
∣	∣	sy	∣	∣	0
tion	tion	n1	cion	cion	0
other	other	n-jn	other	other	0
than	than	av	than	then	0
(	(	(	(	(	0
the	the	dt	the	the	0
old	old	j	old	old	0
Antichristian	Antichristian	jp	Antichristian	antichristian	0
Engine	Engine	n1	Engine	engine	0
)	)	)	)	)	0
a	a	dt	a	a	0
Jayl	Jayl	n1	Jail	jail	0
be	be	vbi	be	be	0
pleased	pleased	vvn	pleased	please	0
to	to	pc-acp	to	to	0
protect	protect	vvi	protect	protect	0
the	the	dt	the	the	0
Author	Author	n1	Author	author	0
from	from	p-acp	from	from	0
such	such	d	such	such	0
Ʋnchristian	Ʋnchristian	j	Ʋnchristian	ʋnchristian	0
,	,	,	,	,	0
Ʋn-Scholar-like	Ʋn-Scholar-like	j	Ʋn-Scholar-like	ʋn-scholar-like	0
,	,	,	,	,	0
&	&	cc	&	and	0
Ʋn	Ʋn	n2	Ʋn	ʋn	0
∣	∣	sy	∣	∣	0
reasonable	reasonable	j	reasonable	reasonable	0
Confutation	Confutation	n1	Confutation	confutation	0
,	,	,	,	,	0
until	until	c-acp	until	until	0
these	these	d	these	these	0
Inquiries	Inquiries	n2	Inquiries	inquiry	0
be	be	vbb	be	be	0
oppugned	oppugned	vvn	oppugned	oppugn	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
only	only	j	only	only	0
proper	proper	j	proper	proper	0
weapons	weapons	n2	weapons	weapon	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
Spiritual	Spiritual	j	Spiritual	spiritual	0
matters	matters	n2	matters	matter	0
,	,	,	,	,	0
Holy	Holy	j	Holy	holy	0
Scripture	Scripture	n1	Scripture	scripture	0
and	and	cc	and	and	0
Right	Right	j-jn	Right	right	0
Reason	Reason	n1	Reason	reason	0
.	.	.	.	.	1
My	My	po11	My	my	0
Lords	Lords	n2	Lords	lord	0
(	(	(	(	(	0
the	the	dt	the	the	0
present	present	j	present	present	0
Bishops	Bishops	n2	Bishops	bishop	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
generality	generality	n1	generality	generality	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
)	)	)	)	)	0
have	have	vhb	have	have	0
approved	approved	vvn	approved	approve	0
themselves	themselves	px32	themselves	themselves	0
(	(	(	(	(	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
juncture	juncture	n1	juncture	juncture	0
)	)	)	)	)	0
not	not	xx	not	not	0
only	only	av-j	only	only	0
most	most	av-ds	most	most	0
ex	ex	fw-la	ex	ex	0
∣	∣	sy	∣	∣	0
cellent	cellent	uh-j	cellent	cellent	0
Englishmen	Englishmen	np2	Englishmen	Englishman	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
excellent	excellent	j	excellent	excellent	0
Christians	Christians	np1	Christians	Christians	0
,	,	,	,	,	0
notwithstanding	notwithstanding	p-acp	notwithstanding	notwithstanding	0
the	the	dt	the	the	0
Now-Church-of-England's-Doctrine	Now-Church-of-England's-Doctrine	n1	Now-Church-of-England's-Doctrine	now-church-of-england's-doctrine	0
of	of	pp-f	of	of	0
Passive	Passive	j	Passive	passive	0
Obedience	Obedience	n1	Obedience	obedience	0
;	;	;	;	;	0
(	(	(	(	(	0
without	without	p-acp	without	without	0
exception	exception	n1	exception	exception	0
)	)	)	)	)	0
and	and	cc	and	and	0
the	the	dt	the	the	0
only	only	j	only	only	0
Weapon-salve	Weapon-salve	n1	Weapon-salve	weapon-salve	0
of	of	pp-f	of	of	0
Prayers	Prayers	n2	Prayers	prayer	0
and	and	cc	and	and	0
Tears	Tears	n2	Tears	tear	0
(	(	(	(	(	0
a	a	dt	a	a	0
good	good	j	good	good	0
Doctrine	Doctrine	n1	Doctrine	doctrine	0
for	for	p-acp	for	for	0
him	him	pno31	him	he	0
indeed	indeed	av	indeed	indeed	0
that	that	cst	that	that	0
is	is	vbz	is	be	0
up	up	a-acp	up	up	0
∣	∣	sy	∣	∣	0
permost	permost	j	permost	permost	0
right	right	n-jn	right	right	0
or	or	cc	or	or	0
wrog	wrog	n1	wrog	wrog	0
)	)	)	)	)	0
;	;	;	;	;	0
and	and	cc	and	and	0
finding	finding	vvg	finding	find	0
the	the	dt	the	the	0
necessity	necessity	n1	necessity	necessity	0
of	of	pp-f	of	of	0
Recant	Recant	vvb	Recant	recant	0
∣	∣	sy	∣	∣	0
ing	ing	n1	king	king	0
the	the	cs	the	than	0
same	same	d	same	same	0
;	;	;	;	;	0
some	some	d	some	some	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
(	(	(	(	(	0
at	at	p-acp	at	at	0
least	least	ds	least	least	0
)	)	)	)	)	0
have	have	vhi	have	have	0
in	in	a-acp	in	in	0
good	good	j	good	good	0
time	time	n1	time	time	0
betaken	betaken	vvn	betaken	betake	0
themselves	themselves	px32	themselves	themselves	0
to	to	p-acp	to	to	0
a	a	dt	a	a	0
keener	keener	jc	keener	keen	0
weapon	weapon	n1	weapon	weapon	0
;	;	;	;	;	0
and	and	cc	and	and	0
the	the	dt	the	the	0
rest	rest	n1	rest	rest	0
(	(	(	(	(	0
and	and	cc	and	and	0
those	those	d	those	those	0
)	)	)	)	)	0
the	the	dt	the	the	0
best	best	js	best	best	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
,	,	,	,	,	0
are	are	vbr	are	be	0
willing	willing	j	willing	willing	0
to	to	pc-acp	to	to	0
come	come	vvi	come	come	0
to	to	p-acp	to	to	0
a	a	dt	a	a	0
temper	temper	n1	temper	temper	0
.	.	.	.	.	1
Whereby	Whereby	c-crq	Whereby	whereby	0
they	they	pns32	they	they	0
do	do	vdb	do	do	0
by	by	p-acp	by	by	0
Implication	Implication	n1	Implication	implication	0
confess	confess	vvi	confess	confess	0
a	a	dt	a	a	0
too	too	av	too	too	0
feavourish	feavourish	j	favourish	favourish	0
and	and	cc	and	and	0
hot	hot	j	hight	hot	0
distemper	distemper	n1	distemper	distemper	0
(	(	(	(	(	0
that	that	cst	that	that	0
has	has	vhz	has	have	0
been	been	vbn	been	be	0
)	)	)	)	)	0
'tis	'tis	pn31|vbz	it's	it|be	0
now	now	av	now	now	0
time	time	n1	time	time	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
come	come	vvi	come	come	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
cooler	cooler	jc	cooler	cool	0
and	and	cc	and	and	0
milder	milder	jc	milder	mild	0
Galaxye	Galaxye	n1	Galaxy	galaxy	0
(	(	(	(	(	0
or	or	cc	or	or	0
milkye	milkye	j	milky	milky	0
way	way	n1	way	way	0
)	)	)	)	)	0
the	the	dt	the	the	0
only	only	j	only	only	0
Way	Way	n1	Way	way	0
to	to	p-acp	to	to	0
Heaven	Heaven	n1	Heaven	heaven	0
.	.	.	.	.	1
And	And	cc	And	and	0
if	if	cs	if	if	0
any	any	d	any	any	0
thing	thing	n1	thing	thing	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
these	these	d	these	these	0
modest	modest	j	modest	modest	0
Inquiries	Inquiries	n2	Inquiries	inquiry	0
,	,	,	,	,	0
may	may	vmb	may	may	0
tend	tend	vvi	tend	tend	0
to	to	p-acp	to	to	0
our	our	po12	our	our	0
Cure	Cure	vvb	Cure	cure	0
,	,	,	,	,	0
no	no	dx	no	no	0
moderate	moderate	j	moderate	moderate	0
Church	Church	n1	Church	church	0
