COnsidering	COnsidering	vvg	COnsidering	consider	0
which	which	r-crq	which	which	0
being	being	vbg	being	be	0
clea	clea	n1	clea	clea	0
∣	∣	sy	∣	∣	0
red	red	j-jn	read	red	0
and	and	cc	and	and	0
confirmed	confirmed	vvn	confirmed	confirm	0
,	,	,	,	,	0
and	and	cc	and	and	0
occurrent	occurrent	j	occurrent	occurrent	0
doubts	doubts	n2	doubts	doubt	0
re	re	zz	re	re	0
∣	∣	sy	∣	∣	0
mooued	mooued	vvn	moved	move	0
,	,	,	,	,	0
such	such	d	such	such	0
vse	vse	n1	use	use	0
and	and	cc	and	and	0
application	application	n1	application	application	0
is	is	vbz	is	be	0
made	made	vvn	made	make	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
my	my	po11	my	my	0
shallow	shallow	j	shallow	shallow	0
braine	braine	n1	brain	brain	0
conceiued	conceiued	vvd	conceived	conceive	0
most	most	av-ds	most	most	0
properly	properly	av-j	properly	proper	0
,	,	,	,	,	0
sorting	sorting	vvg	sorting	sort	0
and	and	cc	and	and	0
suiting	suiting	vvg	suiting	suit	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
subiect	subiect	j-jn	subject	subject	0
matter	matter	n1	matter	matter	0
in	in	p-acp	in	in	0
hand	hand	n1	hand	hand	0
,	,	,	,	,	0
the	the	dt	the	the	0
heads	heads	n2	heads	head	0
of	of	pp-f	of	of	0
doctrines	doctrines	n2	doctrines	doctrine	0
and	and	cc	and	and	0
vses	vses	n2	uses	use	0
,	,	,	,	,	0
are	are	vbr	are	be	0
thorow	thorow	j	thorough	thorough	0
out	out	av	out	out	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
mar	mar	vvi	mar	mar	0
∣	∣	sy	∣	∣	0
gent	gent	j	gent	gentle	0
.	.	.	.	.	1
Such	Such	d	Such	such	0
as	as	c-acp	as	as	0
thinke	thinke	vvb	think	think	0
my	my	po11	my	my	0
labours	labours	n2	labours	labour	0
for	for	p-acp	for	for	0
their	their	po32	their	their	0
vse	vse	n1	use	use	0
,	,	,	,	,	0
may	may	vmb	may	may	0
please	please	vvi	please	please	0
to	to	pc-acp	to	to	0
vse	vse	vvi	use	use	0
them	them	pno32	them	they	0
,	,	,	,	,	0
and	and	cc	and	and	0
finding	finding	vvg	finding	find	0
good	good	j	good	good	0
by	by	p-acp	by	by	0
them	them	pno32	them	they	0
,	,	,	,	,	0
let	let	vvb	let	let	0
them	them	pno32	them	they	0
blesse	blesse	vvi	bless	bless	0
God	God	np1	God	God	0
for	for	p-acp	for	for	0
it	it	pn31	it	it	0
,	,	,	,	,	0
and	and	cc	and	and	0
yeeld	yeeld	vvi	yield	yield	0
all	all	d	all	all	0
praise	praise	n1	praise	praise	0
and	and	cc	and	and	0
glo	glo	vvi	glow	glow	0
∣	∣	sy	∣	∣	0
rie	rie	n1	rye	rye	0
to	to	p-acp	to	to	0
him	him	pno31	him	he	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
whom	whom	ro-crq	whom	who	0
onely	onely	j	only	only	0
of	of	pp-f	of	of	0
right	right	j-jn	right	right	0
it	it	pn31	it	it	0
belongs	belongs	vvz	belongs	belong	0
;	;	;	;	;	0
and	and	cc	and	and	0
such	such	d	such	such	0
as	as	c-acp	as	as	0
are	are	vbr	are	be	0
otherwise	otherwise	av	otherwise	otherwise	0
conceited	conceited	vvn	conceited	conceit	0
,	,	,	,	,	0
I	I	pns11	I	i	0
intreat	intreat	vvb	entreat	entreat	0
to	to	pc-acp	to	to	0
take	take	vvi	take	take	0
my	my	po11	my	my	0
good	good	j	good	good	0
meaning	meaning	n1	meaning	meaning	0
in	in	p-acp	in	in	0
good	good	j	good	good	0
part	part	n1	part	part	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
leaue	leaue	vvi	leave	leave	0
them	them	pno32	them	they	0
to	to	pc-acp	to	to	0
others	others	n2-jn	others	other	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
like	like	av-j	like	like	0
better	better	j	better	better	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
,	,	,	,	,	0
and	and	cc	and	and	0
my	my	po11	my	my	0
selfe	selfe	n1	self	self	0
to	to	pc-acp	to	to	0
stand	stand	vvi	stand	stand	0
or	or	cc	or	or	0
fall	fall	vvi	fallen	fall	0
to	to	p-acp	to	to	0
mine	mine	po11	mine	my	0
owne	owne	d	own	own	0
Master	Master	n1	Master	master	0
,	,	,	,	,	0
Rom.	Rom.	np1	Rom.	Rom.	1
14.4.10	14.4.10	crd	14.4.10	14.4.10	0
before	before	c-acp	before	before	0
whose	whose	rg-crq	whose	who	0
iudgement	iudgement	n1	judgement	judgement	0
seat	seat	n1	seat	seat	0
we	we	pns12	we	we	0
must	must	vmb	must	must	0
all	all	d	all	all	0
one	one	crd	one	one	0
day	day	n1	day	day	0
appeare	appeare	vvi	appear	appear	0
.	.	.	.	.	1
And	And	cc	And	and	0
now	now	av	now	now	0
(	(	(	(	(	0
right	right	j-jn	right	right	0
worshipfull	worshipfull	j	worshipful	worshipful	0
)	)	)	)	)	0
since	since	c-acp	since	since	0
it	it	pn31	it	it	0
pleased	pleased	vvd	pleased	please	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
to	to	pc-acp	to	to	0
make	make	vvi	make	make	0
you	you	pn22	you	you	0
the	the	dt	the	the	0
meanes	meanes	n2	means	mean	0
of	of	pp-f	of	of	0
giuing	giuing	vvg	giving	give	0
me	me	pno11	me	i	0
a	a	dt	a	a	0
com	com	vvi	come	come	0
∣	∣	sy	∣	∣	0
fortable	fortable	j	fortable	fortable	0
accesse	accesse	n1	access	access	0
to	to	p-acp	to	to	0
my	my	po11	my	my	0
charge	charge	n1	charge	charge	0
,	,	,	,	,	0
(	(	(	(	(	0
wherein	wherein	c-crq	wherein	wherein	0
I	I	pns11	I	i	0
haue	haue	vhb	have	have	0
exercised	exercised	vvn	exercised	exercise	0
my	my	po11	my	my	0
Ministry	Ministry	n1	Ministry	ministry	0
this	this	d	this	this	0
tenne	tenne	crd	tenne	ten	0
yeeres	yeeres	n2	years	year	0
,	,	,	,	,	0
and	and	cc	and	and	0
vp	vp	a-acp	up	up	0
∣	∣	sy	∣	∣	0
wards	wards	av	wards	ward	0
)	)	)	)	)	0
howsoeuer	howsoeuer	c-acp	howsoever	howsoever	0
in	in	p-acp	in	in	0
much	much	d	much	much	0
weakenesse	weakenesse	n1	weakness	weakness	0
,	,	,	,	,	0
yet	yet	av	yet	yet	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
vouchsafing	vouchsafing	vvg	vouchsafing	vouchsafe	0
strength	strength	n1	strength	strength	0
,	,	,	,	,	0
aboue	aboue	a-acp	above	above	0
,	,	,	,	,	0
and	and	cc	and	and	0
beyond	beyond	p-acp	beyond	beyond	0
mine	mine	po11	mine	my	0
owne	owne	d	own	own	0
expectation	expectation	n1	expectation	expectation	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
conceit	conceit	n1	conceit	conceit	0
of	of	pp-f	of	of	0
others	others	n2-jn	others	other	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
which	which	r-crq	which	which	0
(	(	(	(	(	0
as	as	c-acp	as	as	0
I	I	pns11	I	i	0
am	am	vbm	am	be	0
euer	euer	av	ever	ever	0
bound	bound	vvn	bound	bind	0
to	to	pc-acp	to	to	0
praise	praise	vvi	praise	praise	0
the	the	dt	the	the	0
name	name	n1	name	name	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
)	)	)	)	)	0
I	I	pns11	I	i	0
doe	doe	vdb	do	do	0
freely	freely	av-j	freely	free	0
,	,	,	,	,	0
and	and	cc	and	and	0
thankfully	thankfully	av-j	thankfully	thankful	0
acknow	acknow	vvi	acknow	acknow	0
∣	∣	sy	∣	∣	0
ledge	ledge	n1	ledge	ledge	0
your	your	po22	your	your	0
vndeserued	vndeserued	j	undeserved	undeserved	0
loue	loue	n1	love	love	0
and	and	cc	and	and	0
fauour	fauour	vvi	favour	favour	0
towards	towards	p-acp	towards	towards	0
me	me	pno11	me	i	0
therein	therein	av	therein	therein	0
,	,	,	,	,	0
and	and	cc	and	and	0
resting	resting	j-vvg	resting	rest	0
assuredly	assuredly	av-vvn	assuredly	assure	0
vpon	vpon	p-acp	upon	upon	0
the	the	dt	the	the	0
conti	conti	fw-la	conti	conti	0
∣	∣	sy	∣	∣	0
nuance	nuance	n1	nuance	nuance	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
wonted	wonted	j	wonted	wont	0
loue	loue	n1	love	love	0
and	and	cc	and	and	0
kindenesse	kindenesse	n1	kindness	kindness	0
to	to	p-acp	to	to	0
me	me	pno11	me	i	0
ward	ward	vvi	ward	ward	0
,	,	,	,	,	0
I	I	pns11	I	i	0
make	make	vvb	make	make	0
bold	bold	j	bold	bold	0
to	to	pc-acp	to	to	0
shelter	shelter	vvi	shelter	shelter	0
these	these	d	these	these	0
my	my	po11	my	my	0
poore	poore	j	poor	poor	0
la	la	fw-fr	la	la	0
∣	∣	sy	∣	∣	0
bours	bours	n2	bours	bour	0
(	(	(	(	(	0
beeing	beeing	vbg	being	be	0
part	part	n1	part	part	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
paines	paines	n2	pains	pain	0
taken	taken	vvn	taken	take	0
in	in	p-acp	in	in	0
my	my	po11	my	my	0
charge	charge	n1	charge	charge	0
)	)	)	)	)	0
vnder	vnder	p-acp	under	under	0
your	your	po22	your	your	0
name	name	n1	name	name	0
and	and	cc	and	and	0
Patronage	Patronage	n1	Patronage	patronage	0
;	;	;	;	;	0
I	I	pns11	I	i	0
doubt	doubt	vvb	doubt	doubt	0
not	not	xx	not	not	0
but	but	cc-acp	but	but	0
as	as	p-acp	as	as	0
my	my	po11	my	my	0
selfe	selfe	n1	self	self	0
haue	haue	vhb	have	have	0
found	found	vvn	found	find	0
you	you	pn22	you	you	0
a	a	dt	a	a	0
kinde	kinde	n1	kind	kind	0
and	and	cc	and	and	0
friendly	friendly	j	friendly	friendly	0
Patrone	Patrone	n1	Patron	patron	0
,	,	,	,	,	0
so	so	av	so	so	0
these	these	d	these	these	0
my	my	po11	my	my	0
labours	labours	n2	labours	labour	0
comming	comming	vvg	coming	come	0
vnto	vnto	p-acp	unto	unto	0
you	you	pn22	you	you	0
submissiuely	submissiuely	av-j	submissively	submissive	0
(	(	(	(	(	0
as	as	c-acp	as	as	0
they	they	pns32	they	they	0
doe	doe	vdb	do	do	0
)	)	)	)	)	0
shall	shall	vmb	shall	shall	0
finde	finde	vvi	find	find	0
your	your	po22	your	your	0
fauourable	fauourable	j	favourable	favourable	0
countenance	countenance	n1	countenance	countenance	0
towards	towards	p-acp	towards	towards	0
them	them	pno32	them	they	0
,	,	,	,	,	0
and	and	cc	and	and	0
you	you	pn22	you	you	0
will	will	vmb	will	will	0
bee	bee	vbi	be	be	0
pleased	pleased	vvn	pleased	please	0
to	to	pc-acp	to	to	0
vouchsafe	vouchsafe	vvi	vouchsafe	vouchsafe	0
them	them	pno32	them	they	0
your	your	po22	your	your	0
best	best	js	best	best	0
protection	protection	n1	protection	protection	0
.	.	.	.	.	1
Accept	Accept	vvb	Accept	accept	0
(	(	(	(	(	0
I	I	pns11	I	i	0
pray	pray	vvb	pray	pray	0
you	you	pn22	you	you	0
)	)	)	)	)	0
this	this	d	this	this	0
poore	poore	j	poor	poor	0
mite	mite	n1	mite	mite	0
I	I	pns11	I	i	0
now	now	av	now	now	0
tender	tender	j	tender	tender	0
vnto	vnto	p-acp	unto	unto	0
you	you	pn22	you	you	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
stead	stead	n1	stead	stead	0
of	of	pp-f	of	of	0
some	some	d	some	some	0
rich	rich	j	rich	rich	0
pledge	pledge	n1	pledge	pledge	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
vnfained	vnfained	j	unfeigned	unfeigned	0
loue	loue	n1	love	love	0
and	and	cc	and	and	0
thankfulnesse	thankfulnesse	n1	thankfulness	thankfulness	0
.	.	.	.	.	1
I	I	pns11	I	i	0
doe	doe	vdb	do	do	0
hear	hear	vvi	hear	hear	0
∣	∣	sy	∣	∣	0
tily	tily	av-j	tily	ty	0
wish	wish	vvb	wish	wish	0
,	,	,	,	,	0
and	and	cc	and	and	0
earnestly	earnestly	av-j	earnestly	earnest	0
desire	desire	vvi	desire	desire	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
,	,	,	,	,	0
that	that	cst	that	that	0
as	as	c-acp	as	as	0
you	you	pn22	you	you	0
haue	haue	vhb	have	have	0
beene	beene	vbn	been	be	0
the	the	dt	the	the	0
meanes	meanes	n2	means	mean	0
(	(	(	(	(	0
in	in	p-acp	in	in	0
some	some	d	some	some	0
sort	sort	n1	sort	sort	0
)	)	)	)	)	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
being	being	n1	being	being	0
of	of	pp-f	of	of	0
these	these	d	these	these	0
labours	labours	n2	labours	labour	0
of	of	pp-f	of	of	0
mine	mine	png11	mine	i	0
,	,	,	,	,	0
so	so	av	so	so	0
they	they	pns32	they	they	0
may	may	vmb	may	may	0
re	re	zz	re	re	0
∣	∣	sy	∣	∣	0
turne	turne	n1	turn	turn	0
vnto	vnto	p-acp	unto	unto	0
you	you	pn22	you	you	0
in	in	p-acp	in	in	0
way	way	n1	way	way	0
of	of	pp-f	of	of	0
thankefulnesse	thankefulnesse	n1	thankfulness	thankfulness	0
,	,	,	,	,	0
some	some	d	some	some	0
spi	spi	vvb	spi	spi	0
∣	∣	sy	∣	∣	0
rituall	rituall	j	ritual	ritual	0
good	good	j	good	good	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
I	I	pns11	I	i	0
hope	hope	vvb	hope	hope	0
,	,	,	,	,	0
they	they	pns32	they	they	0
shall	shall	vmb	shall	shall	0
,	,	,	,	,	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
blessing	blessing	vvg	blessing	bless	0
your	your	po22	your	your	0
carefull	carefull	j	careful	careful	0
and	and	cc	and	and	0
frequent	frequent	j	frequent	frequent	0
perusall	perusall	n1	perusal	perusal	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
.	.	.	.	.	1
Thus	Thus	av	Thus	thus	0
being	being	vbg	being	be	0
loath	loath	j	loath	loath	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
tedious	tedious	j	tedious	tedious	0
and	and	cc	and	and	0
troublesome	troublesome	j	troublesome	troublesome	0
vnto	vnto	p-acp	unto	unto	0
you	you	pn22	you	you	0
,	,	,	,	,	0
I	I	pns11	I	i	0
commend	commend	vvb	commend	commend	0
this	this	d	this	this	0
silly	silly	j	silly	silly	0
present	present	j	present	present	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
fauourable	fauourable	j	favourable	favourable	0
acceptation	acceptation	n1	acceptation	acceptation	0
,	,	,	,	,	0
and	and	cc	and	and	0
your	your	po22	your	your	0
selfe	selfe	n1	self	self	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
gracious	gracious	j	gracious	gracious	0
protection	protection	n1	protection	protection	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Lord,1	Lord,1	np1	Lord,1	Lord,1	0
Tim.	Tim.	np1	Tim.	Tim.	1
4.8	4.8	crd	4.8	4.8	0
.	.	.	.	.	0
who	who	q-crq	who	who	0
grant	grant	vvb	grant	grant	0
you	you	pn22	you	you	0
euer	euer	av	ever	ever	0
that	that	d	that	that	0
grace	grace	n1	grace	grace	0
that	that	cst	that	that	0
hath	hath	vhz	hath	have	0
the	the	dt	the	the	0
promise	promise	n1	promise	promise	0
,	,	,	,	,	0
both	both	d	both	both	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
life	life	n1	life	life	0
,	,	,	,	,	0
and	and	cc	and	and	0
of	of	pp-f	of	of	0
that	that	d	that	that	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
to	to	pc-acp	to	to	0
come	come	vvi	come	come	0
.	.	.	.	.	1
So	So	av	So	so	0
I	I	pns11	I	i	0
pray	pray	vvb	pray	pray	0
,	,	,	,	,	0
and	and	cc	and	and	0
will	will	vmb	will	will	0
(	(	(	(	(	0
God	God	np1	God	God	0
willing	willing	vvg	willing	will	0
)	)	)	)	)	0
not	not	xx	not	not	0
cease	cease	vvi	cease	cease	0
to	to	pc-acp	to	to	0
pray	pray	vvi	pray	pray	0
for	for	p-acp	for	for	0
you	you	pn22	you	you	0
.	.	.	.	.	1
From	From	p-acp	From	from	0
Barmondsey	Barmondsey	np1	Barmondsey	Barmondsey	0
neare	neare	j	near	near	0
London	London	np1	London	London	0
,	,	,	,	,	0
March	March	vvb	March	march	0
the	the	dt	the	the	0
6th	6th	ord	6th	6th	0
.	.	.	.	.	1
1614.	1614.	crd	1614.	1614	1
