THe	THe	dt	THe	the	0
know	know	vvb	know	know	0
well	well	av	well	well	0
,	,	,	,	,	0
that	that	cst	that	that	0
there	there	a-acp	there	there	0
are	are	vbr	are	be	0
some	some	d	some	some	0
Stars	Stars	n2	Stars	star	0
that	that	cst	that	that	0
shine	shine	vvb	shine	shine	0
by	by	p-acp	by	by	0
their	their	po32	their	their	0
own	own	d	own	own	0
light	light	n1	light	light	0
;	;	;	;	;	0
That	That	cst	That	that	0
there	there	a-acp	there	there	0
are	are	vbr	are	be	0
others	others	n2-jn	others	other	0
again	again	av	again	again	0
that	that	cst	that	that	0
shew	shew	vvb	show	show	0
not	not	xx	not	not	0
themselves	themselves	px32	themselves	themselves	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
by	by	p-acp	by	by	0
a	a	dt	a	a	0
borrowed	borrowed	j-vvn	borrowed	borrow	0
light	light	n1	light	light	0
:	:	:	:	:	0
But	But	cc-acp	But	but	0
I	I	pns11	I	i	0
will	will	vmb	will	will	0
not	not	xx	not	not	0
enlarge	enlarge	vvi	enlarge	enlarge	0
my	my	po11	my	my	0
discourse	discourse	n1	discourse	discourse	0
upon	upon	p-acp	upon	upon	0
Your	Your	po22	Your	your	0
Praises	Praises	n2	Praises	praise	0
,	,	,	,	,	0
nor	nor	ccx	nor	nor	0
undertake	undertake	vvi	undertake	undertake	0
to	to	pc-acp	to	to	0
describe	describe	vvi	describe	describe	0
at	at	p-acp	at	at	0
large	large	j	large	large	0
Your	Your	po22	Your	your	0
Heroick	Heroick	j	Heroic	heroic	0
Vertues	Vertues	n2	Virtues	virtue	0
;	;	;	;	;	0
for	for	p-acp	for	for	0
this	this	d	this	this	0
is	is	vbz	is	be	0
not	not	xx	not	not	0
the	the	dt	the	the	0
place	place	n1	place	place	0
for	for	p-acp	for	for	0
it	it	pn31	it	it	0
;	;	;	;	;	0
and	and	cc	and	and	0
it	it	pn31	it	it	0
hath	hath	vhz	hath	have	0
already	already	av	already	already	0
been	been	vbn	been	be	0
done	done	vdn	done	do	0
by	by	p-acp	by	by	0
far	far	av-j	far	far	0
bet	bet	vvb	bet	bet	0
∣	∣	sy	∣	∣	0
ter	ter	zz	ter	ter	0
Pens	Pens	n2	Pens	pen	0
then	then	av	then	then	0
mine	mine	n1	mine	mine	0
is	is	vbz	is	be	0
;	;	;	;	;	0
I	I	pns11	I	i	0
should	should	vmd	should	shall	0
by	by	p-acp	by	by	0
such	such	d	such	such	0
an	an	dt	and	a	0
untertaking	untertaking	vvg	untertaking	untertake	0
fear	fear	n1	fear	fear	0
to	to	pc-acp	to	to	0
sully	sully	vvi	sully	sully	0
the	the	dt	the	the	0
brightnesse	brightnesse	n1	brightness	brightness	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
Lustre	Lustre	n1	Lustre	lustre	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
draw	draw	vvi	draw	draw	0
a	a	dt	a	a	0
cloud	cloud	n1	cloud	cloud	0
o	o	fw-fr	o	o	0
∣	∣	sy	∣	∣	0
ver	ver	fw-la	ver	ver	0
their	their	po32	their	their	0
Orient	Orient	j-jn	Orient	orient	0
and	and	cc	and	and	0
vivid	vivid	fw-la	vivid	vivid	0
Colours	Colours	n2	Colours	colour	0
;	;	;	;	;	0
And	And	cc	And	and	0
if	if	cs	if	if	0
I	I	pns11	I	i	0
should	should	vmd	should	shall	0
go	go	vvi	go	go	0
about	about	p-acp	about	about	0
it	it	pn31	it	it	0
,	,	,	,	,	0
I	I	pns11	I	i	0
should	should	vmd	should	shall	0
at	at	p-acp	at	at	0
the	the	dt	the	the	0
same	same	d	same	same	0
time	time	n1	time	time	0
resolve	resolve	vvi	resolve	resolve	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
imitate	imitate	vvi	imitate	imitate	0
that	that	d	that	that	0
Excellent	Excellent	j	Excellent	excellent	0
Pain	Pain	n1	Pain	pain	0
∣	∣	sy	∣	∣	0
ter	ter	zz	ter	ter	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
,	,	,	,	,	0
when	when	c-crq	when	when	0
he	he	pns31	he	he	0
had	had	vhd	had	have	0
done	done	vdn	done	do	0
all	all	d	all	all	0
that	that	d	that	that	0
his	his	po31	his	his	0
Art	Art	n1	Art	art	0
enabled	enabled	vvd	enabled	enable	0
him	him	pno31	him	he	0
to	to	pc-acp	to	to	0
do	do	vdi	do	do	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
drawing	drawing	vvg	drawing	draw	0
of	of	pp-f	of	of	0
an	an	dt	and	a	0
exquisite	exquisite	j	exquisite	exquisite	0
Pourtaicture	Pourtaicture	n1	Pourtaicture	pourtaicture	0
,	,	,	,	,	0
and	and	cc	and	and	0
had	had	vhd	had	have	0
set	set	vvn	set	set	0
out	out	av	out	out	0
its	its	po31	its	its	0
beau	beau	n1	beau	beau	0
∣	∣	sy	∣	∣	0
ty	ty	zz	ty	ty	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
most	most	av-ds	most	most	0
lively	lively	j	lively	lively	0
colours	colours	n2	colours	colour	0
he	he	pns31	he	he	0
could	could	vmd	could	can	0
devise	devise	vvi	devise	devise	0
,	,	,	,	,	0
drew	drew	vvd	drew	draw	0
a	a	dt	a	a	0
curtain	curtain	n1	curtain	curtain	0
over	over	p-acp	over	over	0
it	it	pn31	it	it	0
,	,	,	,	,	0
mistrusting	mistrusting	vvg	mistrusting	mistrust	0
the	the	dt	the	the	0
goodnesse	goodnesse	n1	goodness	goodness	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
Workmanship	Workmanship	n1	Workmanship	workmanship	0
,	,	,	,	,	0
and	and	cc	and	and	0
inti	inti	fw-la	inti	inti	0
∣	∣	sy	∣	∣	0
mating	mating	n-vvg	mating	mate	0
thereby	thereby	av	thereby	thereby	0
,	,	,	,	,	0
that	that	cst	that	that	0
there	there	a-acp	there	there	0
was	was	vbds	was	be	0
much	much	av-d	much	much	0
more	more	av-dc	more	more	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
conceived	conceived	vvn	conceived	conceive	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Peece	Peece	n1	Piece	piece	0
,	,	,	,	,	0
then	then	cs	then	than	0
he	he	pns31	he	he	0
was	was	vbds	was	be	0
able	able	j	able	able	0
to	to	pc-acp	to	to	0
expresse	expresse	vvi	express	express	0
.	.	.	.	.	1
Notwithstanding	Notwithstanding	a-acp	Notwithstanding	notwithstanding	0
,	,	,	,	,	0
I	I	pns11	I	i	0
cannot	cannot	vmbx	cannot	can	0
tell	tell	vvi	tell	tell	0
how	how	c-crq	how	how	0
to	to	pc-acp	to	to	0
contain	contain	vvi	contain	contain	0
my	my	po11	my	my	0
self	self	n1	self	self	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
I	I	pns11	I	i	0
must	must	vmb	must	must	0
take	take	vvi	take	take	0
notice	notice	n1	notice	notice	0
of	of	pp-f	of	of	0
Your	Your	po22	Your	your	0
great	great	j	great	great	0
Actions	Actions	n2	Actions	action	0
,	,	,	,	,	0
and	and	cc	and	and	0
Your	Your	po22	Your	your	0
many	many	d	many	many	0
Noble	Noble	j	Noble	noble	0
Atchievements	Atchievements	n2	Achievements	achievement	0
by	by	p-acp	by	by	0
Arms	Arms	n2	Arms	arm	0
:	:	:	:	:	0
How	How	c-crq	How	how	0
You	You	pn22	You	you	0
were	were	vbdr	were	be	0
They	They	pns32	They	they	0
,	,	,	,	,	0
that	that	cst	that	that	0
first	first	ord	first	first	0
op	op	j	open	open	0
∣	∣	sy	∣	∣	0
pos'd	pos'd	vvd	posed	pose	0
Your	Your	po22	Your	your	0
selves	selves	n2	selves	self	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Tyranny	Tyranny	n1	Tyranny	tyranny	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
proud	proud	j	proud	proud	0
Spanyard	Spanyard	np1	Spanyard	Spaniard	0
;	;	;	;	;	0
and	and	cc	and	and	0
that	that	cst	that	that	0
first	first	ord	first	first	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
others	others	n2-jn	others	other	0
,	,	,	,	,	0
stayed	stayed	vvd	stayed	stay	0
the	the	dt	the	the	0
violent	violent	j	violent	violent	0
course	course	n1	course	course	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
Conquests	Conquests	n2	Conquests	conquest	0
,	,	,	,	,	0
that	that	cst	that	that	0
like	like	av-j	like	like	0
an	an	dt	and	a	0
impetuous	impetuous	j	impetuous	impetuous	0
Torrent	Torrent	n1	Torrent	torrent	0
,	,	,	,	,	0
was	was	vbds	was	be	0
wont	wont	j	wont	wont	0
to	to	pc-acp	to	to	0
bear	bear	vvi	bear	bear	0
down	down	a-acp	down	down	0
all	all	d	all	all	0
be	be	vbb	be	be	0
∣	∣	sy	∣	∣	0
fore	fore	p-acp	before	before	0
him	him	pno31	him	he	0
:	:	:	:	:	0
So	So	av	So	so	0
as	as	c-acp	as	as	0
from	from	p-acp	from	from	0
a	a	dt	a	a	0
very	very	j	very	very	0
meane	meane	j	mean	mean	0
and	and	cc	and	and	0
low	low	j	low	low	0
beginning	beginning	n1	beginning	beginning	0
,	,	,	,	,	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
suddain	suddain	j	sudden	sudden	0
He	He	pns31	He	he	0
was	was	vbds	was	be	0
become	become	vvn	become	become	0
so	so	av	so	so	0
excessively	excessively	av-j	excessively	excessive	0
great	great	j	great	great	0
by	by	p-acp	by	by	0
possessing	possessing	vvg	possessing	possess	0
himself	himself	px31	himself	himself	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
most	most	av-ds	most	most	0
commodious	commodious	j	commodious	commodious	0
and	and	cc	and	and	0
considerable	considerable	j	considerable	considerable	0
Estates	Estates	n2	Estates	estate	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
World	World	n1	World	world	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
that	that	cst	that	that	0
he	he	pns31	he	he	0
was	was	vbds	was	be	0
come	come	vvn	come	come	0
to	to	pc-acp	to	to	0
reckon	reckon	vvi	reckon	reckon	0
his	his	po31	his	his	0
Crowns	Crowns	n2	Crowns	crown	0
by	by	p-acp	by	by	0
Hundreds	Hundreds	crd	Hundreds	hundred	0
,	,	,	,	,	0
and	and	cc	and	and	0
Thousands	Thousands	crd	Thousands	thousand	0
.	.	.	.	.	1
Yet	Yet	av	Yet	yet	0
You	You	pn22	You	you	0
,	,	,	,	,	0
that	that	cst	that	that	0
were	were	vbdr	were	be	0
but	but	p-acp	but	but	0
the	the	dt	the	the	0
least	least	ds	least	least	0
part	part	n1	part	part	0
of	of	pp-f	of	of	0
His	His	png31	His	he	0
E	E	sy	E	e	0
∣	∣	sy	∣	∣	0
states	states	n2	states	state	0
,	,	,	,	,	0
and	and	cc	and	and	0
that	that	cst	that	that	0
were	were	vbdr	were	be	0
accompted	accompted	vvn	accounted	account	0
no	no	av-dx	no	no	0
better	better	av-jc	better	better	0
then	then	cs	then	than	0
Beggars	Beggars	n2	Beggars	beggar	0
&	&	cc	&	and	0
Gueux	Gueux	n2	Gueux	gueux	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
comparison	comparison	n1	comparison	comparison	0
of	of	pp-f	of	of	0
those	those	d	those	those	0
vast	vast	j	vast	vast	0
Treasures	Treasures	n2	Treasures	treasure	0
that	that	cst	that	that	0
He	He	pns31	He	he	0
drew	drew	vvd	drew	draw	0
from	from	p-acp	from	from	0
Peru	Peru	np1	Peru	Peru	0
;	;	;	;	;	0
You	You	pn22	You	you	0
I	I	pns11	I	i	0
say	say	vvb	say	say	0
,	,	,	,	,	0
were	were	vbdr	were	be	0
They	They	pns32	They	they	0
that	that	cst	that	that	0
first	first	ord	first	first	0
blunted	blunted	vvn	blunted	blunt	0
the	the	dt	the	the	0
edge	edge	n1	edge	edge	0
of	of	pp-f	of	of	0
His	His	po31	His	his	0
Conquests	Conquests	n2	Conquests	conquest	0
,	,	,	,	,	0
and	and	cc	and	and	0
knapt	knapt	vvn	knapt	knap	0
in	in	p-acp	in	in	0
sunder	sunder	av	sunder	sunder	0
the	the	dt	the	the	0
Bonds	Bonds	n2	Bonds	bond	0
wherewith	wherewith	c-crq	wherewith	wherewith	0
he	he	pns31	he	he	0
would	would	vmd	would	will	0
have	have	vhi	have	have	0
enslav'd	enslav'd	vvd	enslaved	enslave	0
You	You	pn22	You	you	0
,	,	,	,	,	0
setting	setting	vvg	setting	set	0
Free	Free	j	Free	free	0
,	,	,	,	,	0
and	and	cc	and	and	0
at	at	p-acp	at	at	0
Liberty	Liberty	n1	Liberty	liberty	0
together	together	av	together	together	0
with	with	p-acp	with	with	0
Your	Your	po22	Your	your	0
selves	selves	n2	selves	self	0
multi	multi	fw-la	multi	multi	0
∣	∣	sy	∣	∣	0
tudes	tudes	n2	tudes	tude	0
,	,	,	,	,	0
of	of	pp-f	of	of	0
others	others	n2-jn	others	other	0
whom	whom	r-crq	whom	who	0
He	He	pns31	He	he	0
out	out	av	out	out	0
of	of	pp-f	of	of	0
an	an	dt	and	a	0
insatiable	insatiable	j	insatiable	insatiable	0
Appetite	Appetite	n1	Appetite	appetite	0
,	,	,	,	,	0
not	not	xx	not	not	0
know	know	vvb	know	know	0
∣	∣	sy	∣	∣	0
ing	ing	n1	king	king	0
how	how	c-crq	how	how	0
to	to	pc-acp	to	to	0
set	set	vvi	set	set	0
limits	limits	n2	limits	limit	0
or	or	cc	or	or	0
bounds	bounds	n2	bounds	bound	0
to	to	p-acp	to	to	0
his	his	po31	his	his	0
over-swelling	over-swelling	j-vvg	overswelling	overswell	0
Ambition	Ambition	n1	Ambition	ambition	0
,	,	,	,	,	0
had	had	vhd	had	have	0
fully	fully	av-j	fully	full	0
purposed	purposed	vvn	purposed	purpose	0
to	to	pc-acp	to	to	0
make	make	vvi	make	make	0
his	his	po31	his	his	0
Vassalls	Vassalls	n2	Vassals	vassal	0
.	.	.	.	.	1
Moreover	Moreover	np1	Moreover	Moreover	0
,	,	,	,	,	0
You	You	pn22	You	you	0
constrained	constrained	vvn	constrained	constrain	0
him	him	pno31	him	he	0
,	,	,	,	,	0
though	though	cs	though	though	0
much	much	d	much	much	0
against	against	p-acp	against	against	0
stomack	stomack	n1	stomach	stomach	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
acknowledge	acknowledge	vvi	acknowledge	acknowledge	0
You	You	pn22	You	you	0
for	for	p-acp	for	for	0
Sove	Sove	av	Soon	soon	0
∣	∣	sy	∣	∣	0
raigns	raigns	vvz	raigns	reign	0
,	,	,	,	,	0
&	&	cc	&	and	0
such	such	d	such	such	0
as	as	c-acp	as	as	0
depended	depended	vvd	depended	depend	0
not	not	xx	not	not	0
at	at	p-acp	at	at	0
all	all	d	all	all	0
upon	upon	p-acp	upon	upon	0
upon	upon	p-acp	upon	upon	0
His	His	po31	His	his	0
Jurisdiction	Jurisdiction	n1	Jurisdiction	jurisdiction	0
.	.	.	.	.	1
And	And	cc	And	and	0
not	not	xx	not	not	0
contenting	contenting	vvg	contenting	content	0
Your	Your	po22	Your	your	0
selves	selves	n2	selves	self	0
with	with	p-acp	with	with	0
all	all	d	all	all	0
this	this	d	this	this	0
,	,	,	,	,	0
You	You	pn22	You	you	0
went	went	vvd	went	go	0
and	and	cc	and	and	0
found	found	vvd	found	find	0
him	him	pno31	him	he	0
out	out	av	out	out	0
in	in	p-acp	in	in	0
his	his	po31	his	his	0
own	own	d	own	own	0
Hereditary	Hereditary	j	Hereditary	hereditary	0
Estates	Estates	n2	Estates	estate	0
,	,	,	,	,	0
and	and	cc	and	and	0
pursued	pursued	vvd	pursued	pursue	0
Him	Him	pno31	Him	he	0
with	with	p-acp	with	with	0
fire	fire	n1	fire	fire	0
and	and	cc	and	and	0
sword	sword	n1	sword	sword	0
,	,	,	,	,	0
even	even	av	even	even	0
to	to	p-acp	to	to	0
his	his	po31	his	his	0
own	own	d	own	own	0
doores	doores	n2	doors	door	0
.	.	.	.	.	1
Yea	Yea	uh	Yea	yea	0
,	,	,	,	,	0
You	You	pn22	You	you	0
Tra	Tra	fw-la	Tra	tra	0
∣	∣	sy	∣	∣	0
versed	versed	vvn	versed	verse	0
God	God	np1	God	God	0
knows	knows	vvz	knows	know	0
how	how	q-crq	how	how	0
many	many	d	many	many	0
Seas	Seas	n2	Seas	sea	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
wel	wel	av	well	well	0
towards	towards	p-acp	towards	towards	0
the	the	dt	the	the	0
East	East	n1	East	east	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
the	the	dt	the	the	0
West	West	n1	West	west	0
,	,	,	,	,	0
setting	setting	vvg	setting	set	0
at	at	p-acp	at	at	0
liberty	liberty	n1	liberty	liberty	0
those	those	d	those	those	0
poor	poor	j	poor	poor	0
Barbarians	Barbarians	n2-jn	Barbarians	barbarian	0
,	,	,	,	,	0
over	over	p-acp	over	over	0
whose	whose	rg-crq	whose	who	0
Bodies	Bodies	n2	Bodies	body	0
he	he	pns31	he	he	0
exercised	exercised	vvd	exercised	exercise	0
so	so	av	so	so	0
many	many	d	many	many	0
cruell	cruell	j	cruel	cruel	0
and	and	cc	and	and	0
new	new	j	new	new	0
devised	devised	vvn	devised	devise	0
Tyrannies	Tyrannies	n2	Tyrannies	tyranny	0
;	;	;	;	;	0
and	and	cc	and	and	0
all	all	d	all	all	0
this	this	d	this	this	0
under	under	p-acp	under	under	0
the	the	dt	the	the	0
pretext	pretext	n1	pretext	pretext	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
false	false	j	false	false	0
Donation	Donation	n1	Donation	donation	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
Bishop	Bishop	n1	Bishop	bishop	0
of	of	pp-f	of	of	0
Rome	Rome	np1	Rome	Rome	0
.	.	.	.	.	1
And	And	cc	And	and	0
as	as	c-acp	as	as	0
if	if	cs	if	if	0
You	You	pn22	You	you	0
had	had	vhd	had	have	0
not	not	xx	not	not	0
an	an	dt	and	a	0
Adversary	Adversary	n1	Adversary	adversary	0
at	at	p-acp	at	at	0
home	home	n1-an	home	home	0
,	,	,	,	,	0
that	that	cst	that	that	0
would	would	vmd	would	will	0
cut	cut	vvi	cut	cut	0
You	You	pn22	You	you	0
out	out	av	out	out	0
businesse	businesse	n1	business	business	0
enough	enough	av-d	enough	enough	0
,	,	,	,	,	0
nor	nor	ccx	nor	nor	0
an	an	dt	and	a	0
Object	Object	n1	Object	object	0
sufficient	sufficient	j	sufficient	sufficient	0
to	to	pc-acp	to	to	0
entertain	entertain	vvi	entertain	entertain	0
You	You	pn22	You	you	0
,	,	,	,	,	0
You	You	pn22	You	you	0
set	set	vvb	set	set	0
Your	Your	po22	Your	your	0
selves	selves	n2	selves	self	0
on	on	p-acp	on	on	0
work	work	n1	work	work	0
to	to	pc-acp	to	to	0
discover	discover	vvi	discover	discover	0
severall	severall	j	several	several	0
Lands	Lands	n2	Lands	land	0
,	,	,	,	,	0
that	that	cst	that	that	0
were	were	vbdr	were	be	0
altogether	altogether	av	altogether	altogether	0
unknown	unknown	j	unknown	unknown	0
to	to	p-acp	to	to	0
former	former	j	former	former	0
Ages	Ages	n2	Ages	age	0
the	the	dt	the	the	0
which	which	r-crq	which	which	0
You	You	pn22	You	you	0
subjected	subjected	vvd	subjected	subject	0
to	to	p-acp	to	to	0
Your	Your	po22	Your	your	0
own	own	d	own	own	0
Dominions	Dominions	n2	Dominions	dominion	0
:	:	:	:	:	0
But	But	cc-acp	But	but	0
yet	yet	av	yet	yet	0
all	all	d	all	all	0
these	these	d	these	these	0
Politicall	Politicall	j	Political	political	0
and	and	cc	and	and	0
Martial	Martial	j	Martial	martial	0
Vertues	Vertues	n2	Virtues	virtue	0
,	,	,	,	,	0
are	are	vbr	are	be	0
nothing	nothing	pix	nothing	nothing	0
in	in	p-acp	in	in	0
comparison	comparison	n1	comparison	comparison	0
of	of	pp-f	of	of	0
Your	Your	po22	Your	your	0
Christian	Christian	njp	Christian	christian	0
Vertues	Vertues	n2	Virtues	virtue	0
,	,	,	,	,	0
and	and	cc	and	and	0
Your	Your	po22	Your	your	0
Zeal	Zeal	n1	Zeal	zeal	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Reformed	Reformed	vvn	Reformed	reform	0
Religion	Religion	n1	Religion	religion	0
;	;	;	;	;	0
For	For	c-acp	For	for	0
no	no	av-dx	no	no	0
sooner	sooner	av-c	sooner	soon	0
had	had	vhd	had	have	0
You	You	pn22	You	you	0
freed	freed	vvn	freed	free	0
Your	Your	po22	Your	your	0
selves	selves	n2	selves	self	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
Yoak	Yoak	n1	Yoke	yoke	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Span	Span	n1	Span	span	0
∣	∣	sy	∣	∣	0
yard	yard	n1	yard	yard	0
;	;	;	;	;	0
but	but	cc-acp	but	but	0
You	You	pn22	You	you	0
willingly	willingly	av-j	willingly	willing	0
submitted	submitted	vvd	submitted	submit	0
Your	Your	po22	Your	your	0
necks	necks	n2	necks	neck	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
service	service	n1	service	service	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Son	Son	n1	Son	son	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
,	,	,	,	,	0
and	and	cc	and	and	0
made	made	vvd	made	make	0
Your	Your	po22	Your	your	0
Country	Country	n1	Country	country	0
a	a	dt	a	a	0
Sanctuary	Sanctuary	n1	Sanctuary	sanctuary	0
,	,	,	,	,	0
and	and	cc	and	and	0
Refuge	Refuge	n1	Refuge	refuge	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
poor	poor	j	poor	poor	0
Protestants	Protestants	n2	Protestants	protestant	0
,	,	,	,	,	0
whether	whether	cs	whither	whether	0
persecuted	persecuted	vvn	persecuted	persecute	0
in	in	p-acp	in	in	0
France	France	np1	France	France	0
or	or	cc	or	or	0
elsewhere	elsewhere	av	elsewhere	elsewhere	0
.	.	.	.	.	1
And	And	cc	And	and	0
those	those	d	those	those	0
Barbarians	Barbarians	n2-jn	Barbarians	barbarian	0
,	,	,	,	,	0
that	that	cst	that	that	0
You	You	pn22	You	you	0
subjugated	subjugated	vvn	subjugated	subjugate	0
in	in	p-acp	in	in	0
Asia	Asia	np1	Asia	Asia	0
,	,	,	,	,	0
and	and	cc	and	and	0
A	A	dt	A	a	0
∣	∣	sy	∣	∣	0
merica	merica	fw-la	merica	merica	0
,	,	,	,	,	0
You	You	pn22	You	you	0
subdued	subdued	vvd	subdued	subdue	0
no	no	dx	no	no	0
lesse	lesse	dc	less	less	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Kingdom	Kingdom	n1	Kingdom	kingdom	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Son	Son	n1	Son	son	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
,	,	,	,	,	0
then	then	av	then	then	0
to	to	p-acp	to	to	0
Your	Your	po22	Your	your	0
own	own	d	own	own	0
Signory	Signory	n1	Signory	signory	0
;	;	;	;	;	0
so	so	av	so	so	0
joyning	joyning	vvg	joining	join	0
the	the	dt	the	the	0
glory	glory	n1	glory	glory	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
to	to	p-acp	to	to	0
∣	∣	sy	∣	∣	0
gether	gether	av	gether	gether	0
with	with	p-acp	with	with	0
Your	Your	po22	Your	your	0
own	own	d	own	own	0
Interests	Interests	n2	Interests	interest	0
,	,	,	,	,	0
and	and	cc	and	and	0
enlarging	enlarging	vvg	enlarging	enlarge	0
the	the	dt	the	the	0
Empire	Empire	n1	Empire	empire	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
Son	Son	n1	Son	son	0
with	with	p-acp	with	with	0
Your	Your	po22	Your	your	0
own	own	d	own	own	0
;	;	;	;	;	0
and	and	cc	and	and	0
marrying	marrying	vvg	marrying	marry	0
(	(	(	(	(	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
rarely	rarely	av-j	rarely	rare	0
seen	seen	vvn	seen	see	0
,	,	,	,	,	0
and	and	cc	and	and	0
therefore	therefore	av	therefore	therefore	0
seems	seems	vvz	seems	seem	0
almost	almost	av	almost	almost	0
impossible	impossible	j	impossible	impossible	0
)	)	)	)	)	0
the	the	dt	the	the	0
Maxims	Maxims	n2	Maxims	maxim	0
of	of	pp-f	of	of	0
State	State	n1	State	state	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
Principles	Principles	n2	Principles	principle	0
of	of	pp-f	of	of	0
Religion	Religion	n1	Religion	religion	0
together	together	av	together	together	0
;	;	;	;	;	0
Evidencing	Evidencing	vvg	Evidencing	evidence	0
it	it	pn31	it	it	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
whole	whole	j-jn	whole	whole	0
world	world	n1	world	world	0
,	,	,	,	,	0
that	that	cst	that	that	0
You	You	pn22	You	you	0
are	are	vbr	are	be	0
no	no	dx	no	no	0
lesse	lesse	av-dc	less	less	0
good	good	j	good	good	0
Christians	Christians	np1	Christians	Christians	0
,	,	,	,	,	0
then	then	av	then	then	0
great	great	j	great	great	0
Polititians	Polititians	n2	Politicians	politician	0
.	.	.	.	.	1
These	These	d	These	these	0
are	are	vbr	are	be	0
the	the	dt	the	the	0
Reasons	Reasons	n2	Reasons	reason	0
,	,	,	,	,	0
Most	Most	av-ds	Most	most	0
Excellent	Excellent	j	Excellent	excellent	0
Lords	Lords	n2	Lords	lord	0
,	,	,	,	,	0
that	that	cst	that	that	0
moved	moved	vvd	moved	move	0
me	me	pno11	me	i	0
to	to	p-acp	to	to	0
Dedicate	Dedicate	j	Dedicate	dedicate	0
this	this	d	this	this	0
small	small	j	small	small	0
Treatise	Treatise	n1	Treatise	treatise	0
to	to	p-acp	to	to	0
Your	Your	po22	Your	your	0
Excellencies	Excellencies	n2	Excellencies	excellency	0
:	:	:	:	:	0
to	to	p-acp	to	to	0
wit	wit	n1	wit	wit	0
,	,	,	,	,	0
Your	Your	po22	Your	your	0
great	great	j	great	great	0
Zeal	Zeal	n1	Zeal	zeal	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
glory	glory	n1	glory	glory	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
Edification	Edification	n1	Edification	edification	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
Church	Church	n1	Church	church	0
;	;	;	;	;	0
Your	Your	po22	Your	your	0
present	present	j	present	present	0
worthy	worthy	j	worthy	worthy	0
Employment	Employment	n1	Employment	employment	0
and	and	cc	and	and	0
Embassy	Embassy	n1	Embassy	embassy	0
,	,	,	,	,	0
Your	Your	po22	Your	your	0
Troubles	Troubles	vvz	Troubles	trouble	0
in	in	p-acp	in	in	0
Religion	Religion	n1	Religion	religion	0
alike	alike	av-j	alike	alike	0
with	with	p-acp	with	with	0
ours	ours	png12	ours	we	0
;	;	;	;	;	0
and	and	cc	and	and	0
particularly	particularly	av-j	particularly	particular	0
,	,	,	,	,	0
the	the	dt	the	the	0
Honor	Honor	n1	Honour	honour	0
which	which	r-crq	which	which	0
one	one	pi	one	one	0
of	of	pp-f	of	of	0
Your	Your	po22	Your	your	0
Universities	Universities	n2	Universities	university	0
hath	hath	vhz	hath	have	0
lately	lately	av-j	lately	late	0
conferred	conferred	vvn	conferred	confer	0
upon	upon	p-acp	upon	upon	0
me	me	pno11	me	i	0
.	.	.	.	.	1
Now	Now	av	Now	now	0
I	I	pns11	I	i	0
beseech	beseech	vvb	beseech	beseech	0
God	God	np1	God	God	0
