THEMISTOCLES	THEMISTOCLES	npg1	THEMISTOCLES	Themistocles	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
Consul	Consul	n1	Consul	consul	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
eloquence	eloquence	n1	eloquence	eloquence	0
of	of	pp-f	of	of	0
Latin	Latin	jp	Latin	latin	0
stile	stile	n1	style	stile	0
in	in	p-acp	in	in	0
these	these	d	these	these	0
our	our	po12	our	our	0
daies	daies	n2	days	day	0
bear	bear	vvi	bear	bear	0
a	a	dt	a	a	0
greate	greate	j	great	great	0
stroke	stroke	n1	stroke	stroke	0
,	,	,	,	,	0
I	I	pns11	I	i	0
knowe	knowe	vvb	know	know	0
not	not	xx	not	not	0
whether	whether	cs	whither	whether	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
inuention	inuention	n1	invention	invention	0
and	and	cc	and	and	0
disposi	disposi	fw-it	disposi	disposi	0
∣	∣	sy	∣	∣	0
tion	tion	n1	cion	cion	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
matter	matter	n1	matter	matter	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
Castilio	Castilio	np1	Castilio	Castilio	0
hath	hath	vhz	hath	have	0
folowed	folowed	vvn	followed	follow	0
Ciceo	Ciceo	fw-la	Ciceo	ciceo	0
,	,	,	,	,	0
and	and	cc	and	and	0
applyed	applyed	vvd	applied	apply	0
to	to	p-acp	to	to	0
his	his	po31	his	his	0
purpose	purpose	n1	purpose	purpose	0
sundrye	sundrye	j	sundry	sundry	0
examples	examples	n2	examples	example	0
and	and	cc	and	and	0
pithie	pithie	j	pithy	pithy	0
sentences	sentences	n2	sentences	sentence	0
out	out	av	out	out	0
of	of	pp-f	of	of	0
him	him	pno31	him	he	0
,	,	,	,	,	0
so	so	av	so	so	0
hee	hee	pns31	he	he	0
maye	maye	vmb	may	may	0
in	in	p-acp	in	in	0
feate	feate	n1	feat	feat	0
conueyaunce	conueyaunce	n1	conveyance	conveyance	0
and	and	cc	and	and	0
lyke	lyke	av-j	like	like	0
trade	trade	n1	trade	trade	0
of	of	pp-f	of	of	0
writing	writing	n1	writing	writing	0
,	,	,	,	,	0
be	be	vbb	be	be	0
compared	compared	vvn	compared	compare	0
to	to	p-acp	to	to	0
him	him	pno31	him	he	0
:	:	:	:	:	0
But	But	cc-acp	But	but	0
well	well	av	well	well	0
I	I	pns11	I	i	0
wotte	wotte	vvb	wot	wot	0
for	for	p-acp	for	for	0
renowme	renowme	n1	renown	renown	0
among	among	p-acp	among	among	0
the	the	dt	the	the	0
Italians	Italians	njp2	Italians	italian	0
,	,	,	,	,	0
he	he	pns31	he	he	0
is	is	vbz	is	be	0
not	not	xx	not	not	0
in	in	p-acp	in	in	0
∣	∣	sy	∣	∣	0
feriour	feriour	j-jn	feriour	feriour	0
to	to	p-acp	to	to	0
him	him	pno31	him	he	0
.	.	.	.	.	1
Cicero	Cicero	np1	Cicero	Cicero	0
an	an	dt	and	a	0
excellent	excellent	j	excellent	excellent	0
Oratour	Oratour	n1	Orator	orator	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
three	three	crd	three	three	0
bookes	bookes	n2	books	book	0
of	of	pp-f	of	of	0
an	an	dt	and	a	0
O	O	sy	O	o	0
∣	∣	sy	∣	∣	0
ratour	ratour	n1	ratour	ratour	0
vnto	vnto	p-acp	unto	unto	0
his	his	po31	his	his	0
brother	brother	n1	brother	brother	0
,	,	,	,	,	0
facioneth	facioneth	vvz	facioneth	facion	0
such	such	d	such	such	0
a	a	dt	a	a	0
one	one	crd	one	one	0
as	as	c-acp	as	as	0
neuer	neuer	av	never	never	0
was	was	vbds	was	be	0
,	,	,	,	,	0
nor	nor	ccx	nor	nor	0
yet	yet	av	yet	yet	0
i	i	pns11	i	i	0
like	like	vvb	like	like	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
:	:	:	:	:	0
Castilio	Castilio	np1	Castilio	Castilio	0
an	an	dt	and	a	0
excellent	excellent	j	excellent	excellent	0
Courtier	Courtier	n1	Courtier	courtier	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
thre	thre	crd	thre	three	0
bookes	bookes	n2	books	book	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
Court	Court	n1	Court	court	0
∣	∣	sy	∣	∣	0
yer	yer	n1	year	year	0
vnto	vnto	p-acp	unto	unto	0
his	his	po31	his	his	0
deere	deere	j-jn	deer	dear	0
friende	friende	n1	friend	friend	0
,	,	,	,	,	0
facioneth	facioneth	vvz	facioneth	facion	0
such	such	d	such	such	0
a	a	dt	a	a	0
one	one	pi	one	one	0
as	as	a-acp	as	as	0
is	is	vbz	is	be	0
harde	harde	j	harden	hard	0
to	to	pc-acp	to	to	0
finde	finde	vvi	find	find	0
&	&	cc	&	and	0
perhappes	perhappes	av	perhaps	perhaps	0
vnpossible	vnpossible	j-u	unpossible	possible	0
.	.	.	.	.	1
Cicero	Cicero	np1	Cicero	Cicero	0
bringeth	bringeth	vvz	brings	bring	0
in	in	p-acp	in	in	0
to	to	pc-acp	to	to	0
dispute	dispute	vvi	dispute	dispute	0
of	of	pp-f	of	of	0
an	an	dt	and	a	0
Oratour	Oratour	n1	Orator	orator	0
,	,	,	,	,	0
CRASVS	CRASVS	np1	CRASVS	CRASVS	0
,	,	,	,	,	0
SCEVOLA	SCEVOLA	np1	SCEVOLA	SCEVOLA	0
,	,	,	,	,	0
ANTONIVS	ANTONIVS	npg1	ANTONIVS	Antonius	0
,	,	,	,	,	0
COTTA	COTTA	np1	COTTA	Cotta	0
,	,	,	,	,	0
SVLPI	SVLPI	np1	SVLPI	SVLPI	0
∣	∣	sy	∣	∣	0
TIVS	TIVS	np1	TIVS	TIVS	0
,	,	,	,	,	0
CATVLVS	CATVLVS	np1	CATVLVS	Catulus	0
,	,	,	,	,	0
and	and	cc	and	and	0
CESAR	CESAR	np1	CESAR	Cesar	0
his	his	po31	his	his	0
brother	brother	n1	brother	brother	0
,	,	,	,	,	0
the	the	dt	the	the	0
noblest	noblest	js	noblest	noble	0
&	&	cc	&	and	0
chie	chie	j	chie	chie	0
∣	∣	sy	∣	∣	0
fest	fest	n1	fist	fist	0
Oratours	Oratours	n2	Orators	orator	0
in	in	p-acp	in	in	0
those	those	d	those	those	0
dayes	dayes	n2	days	day	0
:	:	:	:	:	0
CASTILIO	CASTILIO	np1	CASTILIO	Castilio	0
to	to	p-acp	to	to	0
reason	reason	n1	reason	reason	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
Courtier	Courtier	n1	Courtier	courtier	0
,	,	,	,	,	0
the	the	dt	the	the	0
Lorde	Lorde	n1	Lord	lord	0
OCTAVIAN	OCTAVIAN	np1	OCTAVIAN	Octavian	0
FREGOSO	FREGOSO	np1	FREGOSO	FREGOSO	0
,	,	,	,	,	0
SYR	SYR	n1	SYR	sir	0
FRIDERIKC	FRIDERIKC	np1	FRIDERIKC	FRIDERIKC	0
his	his	po31	his	his	0
brother	brother	n1	brother	brother	0
,	,	,	,	,	0
the	the	dt	the	the	0
Lorde	Lorde	n1	Lord	lord	0
IVLIAN	IVLIAN	np1	IVLIAN	IVLIAN	0
DE	DE	fw-fr	DE	de	0
MEDICIS	MEDICIS	np1	MEDICIS	Medicis	0
,	,	,	,	,	0
the	the	dt	the	the	0
L.	L.	n1	L.	lord	1
CE	CE	fw-fr	CE	ce	0
∣	∣	sy	∣	∣	0
SAR	SAR	n1	SAR	star	0
GONZAGA	GONZAGA	np1	GONZAGA	Gonzaga	0
,	,	,	,	,	0
the	the	dt	the	the	0
L.	L.	n1	L.	lord	0
FRANCESCOMAIA	FRANCESCOMAIA	np1	FRANCESCOMAIA	FRANCESCOMAIA	0
DELLA	DELLA	np1	DELLA	Della	0
ROVER	ROVER	np1	ROVER	Rover	0
,	,	,	,	,	0
COVNT	COVNT	n1	COVNT	covnt	0
LEVVIS	LEVVIS	np1	LEVVIS	LEVVIS	0
OF	OF	pp-f	OF	of	0
CANOSSA	CANOSSA	np1	CANOSSA	Canossa	0
,	,	,	,	,	0
the	the	dt	the	the	0
L.	L.	n1	L.	lord	0
GAS	GAS	n1	GAS	gas	0
∣	∣	sy	∣	∣	0
PAR	PAR	fw-la	PAR	par	0
PALLAVICIN	PALLAVICIN	n1	PALLAVICIN	pallavicin	0
,	,	,	,	,	0
BEMBO	BEMBO	np1	BEMBO	BEMBO	0
,	,	,	,	,	0
BIBIENA	BIBIENA	np1	BIBIENA	BIBIENA	0
,	,	,	,	,	0
and	and	cc	and	and	0
other	other	n-jn	other	other	0
most	most	av-ds	most	most	0
excellent	excellent	j	excellent	excellent	0
Courtiers	Courtiers	n2	Courtiers	courtier	0
,	,	,	,	,	0
and	and	cc	and	and	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
noblest	noblest	js	noblest	noble	0
families	families	n2	families	family	0
in	in	p-acp	in	in	0
these	these	d	these	these	0
dayes	dayes	n2	days	day	0
in	in	p-acp	in	in	0
Italy	Italy	np1	Italy	Italy	0
,	,	,	,	,	0
whiche	whiche	r-crq	which	which	0
all	all	d	all	all	0
afterwarde	afterwarde	av	afterward	afterward	0
became	became	vvd	became	become	0
Princes	Princes	n2	Princes	prince	0
,	,	,	,	,	0
Cardinalles	Cardinalles	n2	Cardinals	cardinal	0
,	,	,	,	,	0
Bishoppes	Bishoppes	n2	Bishops	bishop	0
and	and	cc	and	and	0
greate	greate	j	great	great	0
Lordes	Lordes	n2	Lords	lord	0
,	,	,	,	,	0
and	and	cc	and	and	0
some	some	d	some	some	0
yet	yet	av	yet	yet	0
in	in	p-acp	in	in	0
lyfe	lyfe	n1	life	life	0
.	.	.	.	.	1
Both	Both	av-d	Both	both	0
Cicero	Cicero	np1	Cicero	Cicero	0
and	and	cc	and	and	0
Castilio	Castilio	np1	Castilio	Castilio	0
professe	professe	vvb	profess	profess	0
,	,	,	,	,	0
they	they	pns32	they	they	0
folowe	folowe	vvb	follow	follow	0
not	not	xx	not	not	0
any	any	d	any	any	0
certayne	certayne	j	certain	certain	0
appointed	appointed	j-vvn	appointed	appoint	0
order	order	n1	order	order	0
of	of	pp-f	of	of	0
preceptes	preceptes	n2	precepts	precept	0
or	or	cc	or	or	0
rules	rules	n2	rules	rule	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
is	is	vbz	is	be	0
vsed	vsed	vvn	used	use	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
instruction	instruction	n1	instruction	instruction	0
of	of	pp-f	of	of	0
youth	youth	n1	youth	youth	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
call	call	vvb	call	call	0
to	to	p-acp	to	to	0
rehearsall	rehearsall	n1	rehearsal	rehearsal	0
,	,	,	,	,	0
matters	matters	n2	matters	matter	0
de	de	fw-fr	de	de	0
∣	∣	sy	∣	∣	0
bated	bated	vvn	bated	bate	0
in	in	p-acp	in	in	0
their	their	po32	their	their	0
times	times	n2	times	time	0
too	too	av	too	too	0
and	and	cc	and	and	0
fro	fro	av	from	fro	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
disputacion	disputacion	n1	disputation	disputation	0
of	of	pp-f	of	of	0
most	most	ds	most	most	0
elo	elo	fw-it	elo	elo	0
∣	∣	sy	∣	∣	0
quent	quent	j	quent	quent	0
men	men	n2	men	man	0
and	and	cc	and	and	0
excellent	excellent	j	excellent	excellent	0
wittes	wittes	n2	wits	wit	0
in	in	p-acp	in	in	0
euery	euery	d	every	every	0
woorthy	woorthy	j	worthy	worthy	0
qualitie	qualitie	n1	quality	quality	0
,	,	,	,	,	0
the	the	dt	the	the	0
one	one	crd	one	one	0
company	company	n1	company	company	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
olde	olde	j	old	old	0
tyme	tyme	n1	time	time	0
assembled	assembled	vvn	assembled	assemble	0
in	in	p-acp	in	in	0
Tusculane	Tusculane	np1	Tusculane	Tusculane	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
other	other	n-jn	other	other	0
of	of	pp-f	of	of	0
late	late	j	late	late	0
yeeres	yeeres	n2	years	year	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
newe	newe	j	new	new	0
Palaice	Palaice	n1	Palace	palace	0
of	of	pp-f	of	of	0
Vrbin	Vrbin	np1	Vrbin	Urbin	0
.	.	.	.	.	1
VVhere	VVhere	c-crq	Where	where	0
many	many	d	many	many	0
most	most	ds	most	most	0
ex	ex	fw-la	ex	ex	0
∣	∣	sy	∣	∣	0
cellent	cellent	uh-j	cellent	cellent	0
wittes	wittes	n2	wits	wit	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
realme	realme	n1	realm	realm	0
haue	haue	vhb	have	have	0
made	made	vvn	made	make	0
no	no	dx	no	no	0
lesse	lesse	dc	less	less	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
boke	boke	n1	book	book	0
then	then	av	then	then	0
the	the	dt	the	the	0
Great	Great	j	Great	great	0
Alexander	Alexander	np1	Alexander	Alexander	0
did	did	vdd	did	do	0
of	of	pp-f	of	of	0
Homer	Homer	np1	Homer	Homer	0
,	,	,	,	,	0
I	I	pns11	I	i	0
cannot	cannot	vmbx	cannot	can	0
sufficiently	sufficiently	av-j	sufficiently	sufficient	0
wonder	wonder	vvi	wonder	wonder	0
that	that	cst	that	that	0
they	they	pns32	they	they	0
haue	haue	vhb	have	have	0
not	not	xx	not	not	0
all	all	d	all	all	0
this	this	d	this	this	0
while	while	n1	while	while	0
from	from	p-acp	from	from	0
tyme	tyme	n1	time	time	0
to	to	p-acp	to	to	0
tyme	tyme	n1	time	time	0
done	done	vdn	done	do	0
a	a	dt	a	a	0
commune	commune	j	commune	common	0
benefite	benefite	n1	benefit	benefit	0
to	to	pc-acp	to	to	0
profite	profite	vvi	profit	profit	0
others	others	n2-jn	others	other	0
as	as	p-acp	as	as	0
well	well	av	well	well	0
as	as	p-acp	as	as	0
themselues	themselues	px32	themselves	themselves	0
.	.	.	.	.	1
In	In	p-acp	In	in	0
this	this	d	this	this	0
pointe	pointe	n1	point	point	0
[	[	[	[	[	0
I	I	pns11	I	i	0
knowe	knowe	vvb	know	know	0
not	not	xx	not	not	0
by	by	p-acp	by	by	0
what	what	r-crq	what	what	0
destinye	destinye	n1	destiny	destiny	0
]	]	]	]	]	0
Englishemen	Englishemen	np2	Englishemen	englisheman	0
are	are	vbr	are	be	0
muche	muche	d	much	much	0
inferiour	inferiour	j-jn	inferior	inferior	0
to	to	p-acp	to	to	0
well	well	av	well	well	0
most	most	av-ds	most	most	0
all	all	d	all	all	0
other	other	j-jn	other	other	0
Nations	Nations	n2	Nations	nation	0
:	:	:	:	:	0
For	For	c-acp	For	for	0
where	where	c-crq	where	where	0
they	they	pns32	they	they	0
set	set	vvd	set	set	0
their	their	po32	their	their	0
delite	delite	n1	delight	delight	0
and	and	cc	and	and	0
bende	bende	vvi	bend	bend	0
themselues	themselues	px32	themselves	themselves	0
with	with	p-acp	with	with	0
an	an	dt	and	a	0
honest	honest	j	honest	honest	0
strife	strife	n1	strife	strife	0
of	of	pp-f	of	of	0
matching	matching	vvg	matching	match	0
others	others	n2-jn	others	other	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
tourne	tourne	vvi	turn	turn	0
into	into	p-acp	into	into	0
their	their	po32	their	their	0
mo	mo	dc	more	more	0
∣	∣	sy	∣	∣	0
ther	ther	po32	their	their	0
tunge	tunge	n1	tongue	tongue	0
,	,	,	,	,	0
not	not	xx	not	not	0
onely	onely	av-j	only	only	0
the	the	dt	the	the	0
wittie	wittie	j	witty	witty	0
writinges	writinges	n2-vvg	writings	write	0
of	of	pp-f	of	of	0
other	other	j-jn	other	other	0
languages	languages	n2	languages	language	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
also	also	av	also	also	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
the	the	dt	the	the	0
Philosophers	Philosophers	n2	Philosophers	philosopher	0
,	,	,	,	,	0
and	and	cc	and	and	0
all	all	d	all	all	0
Sciences	Sciences	n2	Sciences	science	0
bothe	bothe	d	both	both	0
Greeke	Greeke	jp	Greek	greek	0
and	and	cc	and	and	0
Latin	Latin	jp	Latin	latin	0
,	,	,	,	,	0
our	our	po12	our	our	0
men	men	n2	men	man	0
weene	weene	vvb	ween	ween	0
it	it	pn31	it	it	0
sufficient	sufficient	j	sufficient	sufficient	0
to	to	pc-acp	to	to	0
haue	haue	vhi	have	have	0
a	a	dt	a	a	0
perfecte	perfecte	vvi	perfect	perfect	0
knowledge	knowledge	n1	knowledge	knowledge	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
no	no	dx	no	no	0
other	other	j-jn	other	other	0
ende	ende	n1	end	end	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
to	to	pc-acp	to	to	0
profite	profite	vvi	profit	profit	0
themselues	themselues	px32	themselves	themselves	0
,	,	,	,	,	0
and	and	cc	and	and	0
[	[	[	[	[	0
as	as	c-acp	as	as	0
it	it	pn31	it	it	0
were	were	vbdr	were	be	0
]	]	]	]	]	0
after	after	j-acp	after	after	0
muche	muche	av-d	much	much	0
paynes	paynes	n2	pains	pain	0
in	in	p-acp	in	in	0
breaking	breaking	vvg	breaking	break	0
vp	vp	a-acp	up	up	0
a	a	dt	a	a	0
gap	gap	n1	gap	gap	0
,	,	,	,	,	0
bestow	bestow	vvb	bestow	bestow	0
no	no	av-dx	no	no	0
lesse	lesse	av-dc	less	less	0
to	to	pc-acp	to	to	0
close	close	vvi	close	close	0
it	it	pn31	it	it	0
vp	vp	a-acp	up	up	0
againe	againe	av	again	again	0
,	,	,	,	,	0
that	that	cst	that	that	0
others	others	n2-jn	others	other	0
maye	maye	vmb	may	may	0
with	with	p-acp	with	with	0
like	like	j	like	like	0
trauaile	trauaile	n1	travail	travail	0
folowe	folowe	vvi	follow	follow	0
after	after	a-acp	after	after	0
.	.	.	.	.	1
And	And	cc	And	and	0
where	where	c-crq	where	where	0
our	our	po12	our	our	0
learned	learned	j	learned	learned	0
menne	menne	n2	men	man	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
moste	moste	av-ds	most	most	0
part	part	n1	part	part	0
holde	holde	vvb	hold	hold	0
opinion	opinion	n1	opinion	opinion	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
haue	haue	vhi	have	have	0
the	the	dt	the	the	0
sciences	sciences	n2	sciences	science	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
mother	mother	n1	mother	mother	0
tunge	tunge	n1	tongue	tongue	0
,	,	,	,	,	0
hurteth	hurteth	vvz	hurteth	hurt	0
memorie	memorie	n1	memory	memory	0
and	and	cc	and	and	0
hindreth	hindreth	vvz	hindereth	hinder	0
lerning	lerning	n1	learning	learning	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
my	my	po11	my	my	0
opinion	opinion	n1	opinion	opinion	0
,	,	,	,	,	0
they	they	pns32	they	they	0
do	do	vdb	do	do	0
full	full	av-j	full	full	0
yll	yll	j-jn	ill	ill	0
consider	consider	vvb	consider	consider	0
from	from	p-acp	from	from	0
whence	whence	c-crq	whence	whence	0
the	the	dt	the	the	0
Grecians	Grecians	njp2	Grecians	grecian	0
first	first	ord	first	first	0
,	,	,	,	,	0
and	and	cc	and	and	0
afterwarde	afterwarde	av	afterward	afterward	0
the	the	dt	the	the	0
Latins	Latins	njp2	Latins	latin	0
et	et	fw-la	et	et	0
their	their	po32	their	their	0
knowledge	knowledge	n1	knowledge	knowledge	0
.	.	.	.	.	1
And	And	cc	And	and	0
without	without	p-acp	without	without	0
wading	wading	vvg	wading	wade	0
to	to	p-acp	to	to	0
any	any	d	any	any	0
farther	farther	av-jc	farther	far	0
rea	rea	fw-la	rea	rea	0
∣	∣	sy	∣	∣	0
sons	sons	n2	sons	son	0
that	that	cst	that	that	0
might	might	vmd	might	may	0
be	be	vbi	be	be	0
alleaged	alleaged	vvn	alleged	allege	0
,	,	,	,	,	0
yf	yf	cs	if	if	0
they	they	pns32	they	they	0
will	will	vmb	will	will	0
marke	marke	vvi	mark	mark	0
well	well	av	well	well	0
the	the	dt	the	the	0
trueth	trueth	n1	truth	truth	0
,	,	,	,	,	0
they	they	pns32	they	they	0
shall	shall	vmb	shall	shall	0
see	see	vvi	see	see	0
at	at	p-acp	at	at	0
this	this	d	this	this	0
daye	daye	n1	day	day	0
,	,	,	,	,	0
where	where	c-crq	where	where	0
the	the	dt	the	the	0
Sciences	Sciences	n2	Sciences	science	0
are	are	vbr	are	be	0
most	most	av-ds	most	most	0
tourned	tourned	vvd	turned	turn	0
into	into	p-acp	into	into	0
the	the	dt	the	the	0
vulgar	vulgar	j	vulgar	vulgar	0
tunge	tunge	n1	tongue	tongue	0
,	,	,	,	,	0
there	there	pc-acp	there	there	0
are	are	vbr	are	be	0
best	best	av-j	best	best	0
learned	learned	j	learned	learned	0
men	men	n2	men	man	0
,	,	,	,	,	0
and	and	cc	and	and	0
comparing	comparing	vvg	comparing	compare	0
it	it	pn31	it	it	0
wyth	wyth	p-acp	with	with	0
the	the	dt	the	the	0
contrarie	contrarie	n-jn	contrary	contrary	0
,	,	,	,	,	0
they	they	pns32	they	they	0
shall	shall	vmb	shall	shall	0
also	also	av	also	also	0
finde	finde	vvi	find	find	0
the	the	dt	the	the	0
effectes	effectes	n2	effects	effect	0
contrarie	contrarie	j-jn	contrary	contrary	0
.	.	.	.	.	1
In	In	p-acp	In	in	0
Italye	Italye	np1	Italye	Italye	0
[	[	[	[	[	0
where	where	c-crq	where	where	0
the	the	dt	the	the	0
most	most	av-ds	most	most	0
translation	translation	n1	translation	translation	0
of	of	pp-f	of	of	0
authors	authors	n2	authors	author	0
is	is	vbz	is	be	0
]	]	]	]	]	0
not	not	xx	not	not	0
onely	onely	av-j	only	only	0
for	for	p-acp	for	for	0
Philosophy	Philosophy	n1	Philosophy	philosophy	0
,	,	,	,	,	0
Logike	Logike	n1	Logic	logic	0
Humanitie	Humanitie	n1	Humanity	humanity	0
and	and	cc	and	and	0
all	all	d	all	all	0
liberall	liberall	j	liberal	liberal	0
Sciences	Sciences	n2	Sciences	science	0
bothe	bothe	av-d	both	both	0
in	in	p-acp	in	in	0
Greeke	Greeke	jp	Greek	greek	0
and	and	cc	and	and	0
Latine	Latine	jp	Latin	latin	0
[	[	[	[	[	0
lea	lea	n1	lea	lea	0
∣	∣	sy	∣	∣	0
uing	uing	zz	uing	uing	0
a	a	zz	a	a	0
parte	parte	n1	part	part	0
BARBARVS	BARBARVS	np1	BARBARVS	BARBARVS	0
,	,	,	,	,	0
NAVGRIVS	NAVGRIVS	np1	NAVGRIVS	NAVGRIVS	0
,	,	,	,	,	0
SANNAZARVS	SANNAZARVS	np1	SANNAZARVS	SANNAZARVS	0
,	,	,	,	,	0
BEMBVS	BEMBVS	np1	BEMBVS	BEMBVS	0
,	,	,	,	,	0
LAZARVS	LAZARVS	np1	LAZARVS	LAZARVS	0
and	and	cc	and	and	0
the	the	dt	the	the	0
rest	rest	n1	rest	rest	0
that	that	cst	that	that	0
of	of	pp-f	of	of	0
very	very	av	very	very	0
late	late	j	late	late	0
dayes	dayes	ng1	days	day	0
flory	flory	n1	flory	flory	0
∣	∣	sy	∣	∣	0
shed	shed	vvb	shed	shed	0
]	]	]	]	]	0
GENVA	GENVA	np1	GENVA	Genoa	0
,	,	,	,	,	0
TOMITANVS	TOMITANVS	np1	TOMITANVS	TOMITANVS	0
,	,	,	,	,	0
ROBERTELLVS	ROBERTELLVS	np1	ROBERTELLVS	ROBERTELLVS	0
,	,	,	,	,	0
MANV	MANV	np1	MANV	MANV	0
∣	∣	sy	∣	∣	0
TIVS	TIVS	np1	TIVS	TIVS	0
,	,	,	,	,	0
PICCOLHOMINEVS	PICCOLHOMINEVS	np1	PICCOLHOMINEVS	PICCOLHOMINEVS	0
,	,	,	,	,	0
are	are	vbr	are	be	0
presently	presently	av-j	presently	present	0
verye	verye	av	very	very	0
singular	singular	j	singular	singular	0
,	,	,	,	,	0
and	and	cc	and	and	0
renowmed	renowmed	vvn	renowned	renown	0
throughout	throughout	p-acp	throughout	throughout	0
all	all	d	all	all	0
Christendome	Christendome	np1	Christendome	Christendom	0
:	:	:	:	:	0
but	but	cc-acp	but	but	0
also	also	av	also	also	0
for	for	c-acp	for	for	0
the	the	dt	the	the	0
same	same	d	same	same	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
vulgar	vulgar	j	vulgar	vulgar	0
tunge	tunge	n1	tongue	tongue	0
with	with	p-acp	with	with	0
litle	litle	j	little	little	0
or	or	cc	or	or	0
no	no	dx	no	no	0
sight	sight	n1	sighed	sight	0
at	at	p-acp	at	at	0
al	al	d	all	all	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
latin	latin	njp	latin	latin	0
,	,	,	,	,	0
ARETINO	ARETINO	np1	ARETINO	ARETINO	0
,	,	,	,	,	0
CELLI	CELLI	np1	CELLI	CELLI	0
[	[	[	[	[	0
a	a	dt	a	a	0
tayler	tayler	n1	tailor	tailor	0
in	in	p-acp	in	in	0
Florence	Florence	np1	Florence	Florence	0
]	]	]	]	]	0
THE	THE	dt	THE	the	0
L.	L.	n1	L.	lord	0
VICTORIA	VICTORIA	np1	VICTORIA	Victoria	0
COLVM	COLVM	np1	COLVM	COLVM	0
∣	∣	sy	∣	∣	0
NA	NA	fw-mi	NA	na	0
,	,	,	,	,	0
the	the	av	the	then	0
.	.	.	.	.	1
L.	L.	np1	L.	L.	0
DIONORA	DIONORA	np1	DIONORA	DIONORA	0
SANSEVERINA	SANSEVERINA	np1	SANSEVERINA	SANSEVERINA	0
,	,	,	,	,	0
the	the	av	the	then	0
.	.	.	.	.	1
L.	L.	np1	L.	L.	0
BEATRICE	BEATRICE	np1	BEATRICE	Beatrice	0
OFFREDA	OFFREDA	np1	OFFREDA	OFFREDA	0
,	,	,	,	,	0
VERONICA	VERONICA	np1	VERONICA	VERONICA	0
▪	▪	▪	▪	▪	0
GAMBERA	GAMBERA	fw-fr	GAMBERA	gambera	0
,	,	,	,	,	0
VIRGINEA	VIRGINEA	fw-la	VIRGINEA	virginea	0
SALVI	SALVI	np1	SALVI	SALVI	0
and	and	cc	and	and	0
infinite	infinite	j	infinite	infinite	0
other	other	j-jn	other	other	0
men	men	n2	men	man	0
and	and	cc	and	and	0
women	women	n2	women	woman	0
are	are	vbr	are	be	0
moste	moste	av-ds	most	most	0
famous	famous	j	famous	famous	0
tho	tho	zz	tho	tho	0
∣	∣	sy	∣	∣	0
roughout	roughout	n1	roughout	roughout	0
Italy	Italy	np1	Italy	Italy	0
,	,	,	,	,	0
whose	whose	rg-crq	whose	who	0
diuine	diuine	j-jn	divine	divine	0
woorkes	woorkes	n2	works	work	0
and	and	cc	and	and	0
excellent	excellent	j	excellent	excellent	0
stile	stile	n1	style	stile	0
bothe	bothe	av-d	both	both	0
in	in	p-acp	in	in	0
rime	rime	n1	rhyme	rhyme	0
and	and	cc	and	and	0
prose	prose	n1	prose	prose	0
geue	geue	vvi	give	give	0
a	a	dt	a	a	0
sufficient	sufficient	j	sufficient	sufficient	0
testimonye	testimonye	n1	testimony	testimony	0
,	,	,	,	,	0
not	not	xx	not	not	0
onely	onely	av-j	only	only	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
pro	pro	fw-la	pro	pro	0
∣	∣	sy	∣	∣	0
founde	founde	vvd	found	find	0
knowledge	knowledge	n1	knowledge	knowledge	0
and	and	cc	and	and	0
noble	noble	j	noble	noble	0
wit	wit	n1	wit	wit	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
also	also	av	also	also	0
that	that	d	that	that	0
knowledge	knowledge	n1	knowledge	knowledge	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
