Thrice	Thrice	av	Thrice	thrice	0
the	the	dt	the	the	0
Sonne	Sonne	n1	Son	son	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
,	,	,	,	,	0
that	that	cst	that	that	0
loved	loved	vvd	loved	love	0
me	me	pno11	me	i	0
,	,	,	,	,	0
and	and	cc	and	and	0
gave	gave	vvd	gave	give	0
himselfe	himselfe	px31	himself	himself	0
for	for	p-acp	for	for	0
me	me	pno11	me	i	0
,	,	,	,	,	0
Gal.	Gal.	np1	Gal.	Gal.	1
2.20	2.20	crd	2.20	2.20	0
.	.	.	.	.	1
To	To	p-acp	To	to	0
redeeme	redeeme	vvi	redeem	redeem	0
me	me	pno11	me	i	0
from	from	p-acp	from	from	0
all	all	d	all	all	0
iniquity	iniquity	n1	iniquity	iniquity	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
purge	purge	vvi	purge	purge	0
me	me	pno11	me	i	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
one	one	crd	one	one	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
peculiar	peculiar	j	peculiar	peculiar	0
ones	ones	pi2	ones	one	0
,	,	,	,	,	0
zealous	zealous	j	zealous	zealous	0
of	of	pp-f	of	of	0
good	good	j	good	good	0
workes	workes	n2	works	work	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
praise	praise	n1	praise	praise	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
glory	glory	n1	glory	glory	0
,	,	,	,	,	0
Tit.	Tit.	np1	Tit.	Tit.	1
2.14	2.14	crd	2.14	2.14	0
.	.	.	.	.	1
This	This	d	This	this	0
Treatise	Treatise	n1	Treatise	treatise	0
was	was	vbds	was	be	0
written	written	vvn	written	write	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
consolation	consolation	n1	consolation	consolation	0
of	of	pp-f	of	of	0
some	some	d	some	some	0
poor	poor	j	poor	poor	0
drooping	drooping	j-vvg	drooping	droop	0
Saints	Saints	n2	Saints	saint	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
point	point	n1	point	point	0
of	of	pp-f	of	of	0
assurance	assurance	n1	assurance	assurance	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
the	the	dt	the	the	0
tract	tract	n1	tract	tract	0
it	it	pn31	it	it	0
selfe	selfe	n1	self	self	0
will	will	vmb	will	will	0
more	more	av-dc	more	more	0
largely	largely	av-j	largely	large	0
de	de	fw-mi	de	de	0
∣	∣	sy	∣	∣	0
monstrate	monstrate	vvb	monstrate	monstrate	0
.	.	.	.	.	1
It	It	pn31	It	it	0
is	is	vbz	is	be	0
a	a	dt	a	a	0
balm	balm	n1	balm	balm	0
(	(	(	(	(	0
though	though	c-acp	though	though	0
a	a	dt	a	a	0
spirituall	spirituall	j	spiritual	spiritual	0
one	one	pi	one	one	0
)	)	)	)	)	0
as	as	c-acp	as	as	0
requisite	requisite	j	requisite	requisite	0
for	for	c-acp	for	for	0
a	a	dt	a	a	0
Souldier	Souldier	n1	Soldier	soldier	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
for	for	p-acp	for	for	0
a	a	dt	a	a	0
Citizen	Citizen	n1	Citizen	citizen	0
,	,	,	,	,	0
if	if	cs	if	if	0
a	a	dt	a	a	0
Believer	Believer	n1	Believer	believer	0
;	;	;	;	;	0
for	for	p-acp	for	for	0
a	a	dt	a	a	0
soul	soul	n1	soul	soul	0
true	true	j	true	true	0
∣	∣	sy	∣	∣	0
ly	ly	vvb	lie	lie	0
setled	setled	vvn	settled	settle	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
knowledge	knowledge	n1	knowledge	knowledge	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
point	point	n1	point	point	0
of	of	pp-f	of	of	0
assurance	assurance	n1	assurance	assurance	0
,	,	,	,	,	0
hath	hath	vhz	hath	have	0
gained	gained	vvn	gained	gain	0
a	a	dt	a	a	0
rich	rich	j	rich	rich	0
treasure	treasure	n1	treasure	treasure	0
,	,	,	,	,	0
a	a	dt	a	a	0
pre	pre	fw-la	pre	pre	0
∣	∣	sy	∣	∣	0
cious	cious	j	cious	cious	0
diamond	diamond	n1	diamond	diamond	0
,	,	,	,	,	0
that	that	cst	that	that	0
will	will	vmb	will	will	0
stand	stand	vvi	stand	stand	0
thee	thee	pno21	thee	thou	0
insteed	insteed	av	instead	instead	0
at	at	p-acp	at	at	0
all	all	d	all	all	0
seasons	seasons	n2	seasons	season	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
prosperity	prosperity	n1	prosperity	prosperity	0
and	and	cc	and	and	0
adversity	adversity	n1	adversity	adversity	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
health	health	n1	health	health	0
and	and	cc	and	and	0
sicknesse	sicknesse	n1	sickness	sickness	0
;	;	;	;	;	0
yea	yea	uh	yea	yea	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
houre	houre	n1	hour	hour	0
of	of	pp-f	of	of	0
death	death	n1	death	death	0
.	.	.	.	.	1
And	And	cc	And	and	0
while	while	cs	while	while	0
you	you	pn22	you	you	0
live	live	vvb	live	live	0
enjoying	enjoying	vvg	enjoying	enjoy	0
this	this	d	this	this	0
,	,	,	,	,	0
it	it	pn31	it	it	0
will	will	vmb	will	will	0
adde	adde	vvi	add	add	0
true	true	j	true	true	0
valour	valour	n1	valour	valour	0
and	and	cc	and	and	0
courage	courage	n1	courage	courage	0
to	to	p-acp	to	to	0
all	all	d	all	all	0
your	your	po22	your	your	0
noble	noble	j	noble	noble	0
acts	acts	n2	acts	act	0
,	,	,	,	,	0
and	and	cc	and	and	0
he	he	pns31	he	he	0
∣	∣	sy	∣	∣	0
roicall	roicall	j	roicall	roicall	0
exploits	exploits	n2	exploits	exploit	0
,	,	,	,	,	0
that	that	cst	that	that	0
you	you	pn22	you	you	0
doe	doe	vdb	do	do	0
for	for	p-acp	for	for	0
your	your	po22	your	your	0
Countries	Countries	ng1	Countries	country	0
liberties	liberties	n2	liberties	liberty	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
preserve	preserve	vvi	preserve	preserve	0
a	a	dt	a	a	0
Kingdome	Kingdome	n1	Kingdom	kingdom	0
from	from	p-acp	from	from	0
arbitrary	arbitrary	j-jn	arbitrary	arbitrary	0
and	and	cc	and	and	0
tyrannicall	tyrannicall	j	tyrannical	tyrannical	0
governments	governments	n2	governments	government	0
,	,	,	,	,	0
that	that	cst	that	that	0
those	those	d	those	those	0
nati	nati	n1	nati	nati	0
∣	∣	sy	∣	∣	0
ons	ons	pp-f|pno12	ons	of|we	0
are	are	vbr	are	be	0
subject	subject	j-jn	subject	subject	0
to	to	p-acp	to	to	0
,	,	,	,	,	0
that	that	cst	that	that	0
are	are	vbr	are	be	0
subdued	subdued	vvn	subdued	subdue	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
sword	sword	n1	sword	sword	0
.	.	.	.	.	1
This	This	d	This	this	0
cordiall	cordiall	j	cordial	cordial	0
taken	taken	vvn	taken	take	0
and	and	cc	and	and	0
possest	possest	vvn	possessed	possess	0
by	by	p-acp	by	by	0
faith	faith	n1	faith	faith	0
,	,	,	,	,	0
will	will	vmb	will	will	0
make	make	vvi	make	make	0
you	you	pn22	you	you	0
valiant	valiant	j	valiant	valiant	0
in	in	p-acp	in	in	0
fight	fight	n1	fight	fight	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
put	put	vvi	put	put	0
to	to	pc-acp	to	to	0
fleight	fleight	zz	fleight	fleight	0
the	the	dt	the	the	0
Armies	Armies	n2	Armies	army	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Aliens	Aliens	n2-jn	Aliens	alien	0
,	,	,	,	,	0
that	that	cst	that	that	0
are	are	vbr	are	be	0
risen	risen	vvn	risen	rise	0
up	up	a-acp	up	up	0
to	to	pc-acp	to	to	0
destroy	destroy	vvi	destroy	destroy	0
our	our	po12	our	our	0
King	King	n1	King	king	0
∣	∣	sy	∣	∣	0
dome	dome	n1	dome	dome	0
,	,	,	,	,	0
that	that	cst	that	that	0
sometimes	sometimes	av	sometime	sometime	0
was	was	vbds	was	be	0
as	as	p-acp	as	as	0
Eden	Eden	np1	Eden	Eden	0
the	the	dt	the	the	0
garden	garden	n1	garden	garden	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
;	;	;	;	;	0
but	but	cc-acp	but	but	0
now	now	av	now	now	0
(	(	(	(	(	0
where	where	c-crq	where	where	0
the	the	dt	the	the	0
field	field	n1	field	field	0
of	of	pp-f	of	of	0
warre	warre	n1	war	war	0
hath	hath	vhz	hath	have	0
been	been	vbn	been	be	0
)	)	)	)	)	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
almost	almost	av	almost	almost	0
made	made	vvn	made	make	0
a	a	dt	a	a	0
desolate	desolate	j	desolate	desolate	0
wildernesse	wildernesse	n1	wilderness	wilderness	0
.	.	.	.	.	1
The	The	dt	The	the	0
good	good	j	good	good	0
Lord	Lord	n1	Lord	lord	0
encrease	encrease	vvi	increase	increase	0
your	your	po22	your	your	0
faith	faith	n1	faith	faith	0
in	in	p-acp	in	in	0
his	his	po31	his	his	0
precious	precious	j	precious	precious	0
promi	promi	n2	promi	promi	0
∣	∣	sy	∣	∣	0
ses	ses	fw-fr	ses	ses	0
,	,	,	,	,	0
especially	especially	av-j	especially	especial	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
grand	grand	j	grand	grand	0
pro	pro	fw-la	pro	pro	0
∣	∣	sy	∣	∣	0
mise	mise	n2	mice	mouse	0
made	made	vvn	made	make	0
to	to	p-acp	to	to	0
you	you	pn22	you	you	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
bloud	bloud	n1	blood	blood	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
Sonne	Sonne	n1	Son	son	0
Iesus	Iesus	np1	Iesus	Jesus	0
,	,	,	,	,	0
the	the	dt	the	the	0
Christ	Christ	np1	Christ	Christ	0
;	;	;	;	;	0
and	and	cc	and	and	0
valour	valour	n1	valour	valour	0
and	and	cc	and	and	0
courage	courage	n1	courage	courage	0
for	for	p-acp	for	for	0
your	your	po22	your	your	0
Countries	Countries	ng1	Countries	country	0
liberties	liberties	n2	liberties	liberty	0
;	;	;	;	;	0
and	and	cc	and	and	0
give	give	vvb	give	give	0
you	you	pn22	you	you	0
meeknesse	meeknesse	n1	meekness	meekness	0
of	of	pp-f	of	of	0
spirit	spirit	n1	spirit	spirit	0
to	to	pc-acp	to	to	0
bear	bear	vvi	bear	bear	0
with	with	p-acp	with	with	0
tender	tender	j	tender	tender	0
consci	consci	fw-la	consci	consci	0
∣	∣	sy	∣	∣	0
ences	ences	n1	ences	ences	0
,	,	,	,	,	0
that	that	cst	that	that	0
stand	stand	vvb	stand	stand	0
for	for	p-acp	for	for	0
a	a	dt	a	a	0
Refor	Refor	n1	Refor	refor	0
∣	∣	sy	∣	∣	0
mation	mation	n1	mansion	mansion	0
agreeable	agreeable	j	agreeable	agreeable	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
word	word	n1	word	word	0
of	of	pp-f	of	of	0
Christ	Christ	np1	Christ	Christ	0
,	,	,	,	,	0
that	that	cst	that	that	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
Iesus	Iesus	np1	Iesus	Jesus	0
may	may	vmb	may	may	0
bee	bee	vbi	be	be	0
one	one	pi	one	one	0
,	,	,	,	,	0
and	and	cc	and	and	0
his	his	po31	his	his	0
name	name	n1	name	name	0
one	one	crd	one	one	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
three	three	crd	three	three	0
Kingdomes	Kingdomes	n2	Kingdoms	kingdom	0
;	;	;	;	;	0
that	that	cst	that	that	0
wee	wee	pns12	we	we	0
and	and	cc	and	and	0
our	our	po12	our	our	0
posterity	posterity	n1	posterity	posterity	0
af	af	pp-f	of	of	0
∣	∣	sy	∣	∣	0
ter	ter	zz	ter	ter	0
us	us	pno12	us	we	0
may	may	vmb	may	may	0
live	live	vvi	live	live	0
in	in	p-acp	in	in	0
peace	peace	n1	peace	peace	0
,	,	,	,	,	0
and	and	cc	and	and	0
love	love	n1	love	love	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
may	may	vmb	may	may	0
de	de	fw-fr	de	de	0
∣	∣	sy	∣	∣	0
light	light	j	light	light	0
to	to	pc-acp	to	to	0
dwell	dwell	vvi	dwell	dwell	0
amongst	amongst	p-acp	among	among	0
us	us	pno12	us	we	0
.	.	.	.	.	1
And	And	cc	And	and	0
so	so	av	so	so	0
,	,	,	,	,	0
while	while	cs	while	while	0
your	your	po22	your	your	0
Honours	Honours	ng1	Honours	honour	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
your	your	po22	your	your	0
Noble	Noble	j	Noble	noble	0
Ioshua	Ioshua	np1	Ioshua	Joshua	0
(	(	(	(	(	0
the	the	dt	the	the	0
Honorable	Honorable	j	Honourable	honourable	0
Parliaments	Parliaments	n2	Parliaments	parliament	0
Heroi	Heroi	np1	Heroi	Heroi	0
∣	∣	sy	∣	∣	0
call	call	n1	call	call	0
Commaunder	Commaunder	n1	Commander	commander	0
)	)	)	)	)	0
goeth	goeth	vvz	goes	go	0
out	out	av	out	out	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
hosts	hosts	n2	hosts	host	0
against	against	p-acp	against	against	0
our	our	po12	our	our	0
op	op	j	open	open	0
∣	∣	sy	∣	∣	0
pressing	pressing	n-vvg	pressing	press	0
Amalekits	Amalekits	np1	Amalekits	Amalekits	0
,	,	,	,	,	0
I	I	pns11	I	i	0
and	and	cc	and	and	0
the	the	dt	the	the	0
Saints	Saints	n2	Saints	saint	0
united	united	vvn	united	unite	0
will	will	vmb	will	will	0
betake	betake	vvi	betake	betake	0
our	our	po12	our	our	0
selves	selves	n2	selves	self	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Mount	Mount	n1	Mount	mount	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
pray	pray	vvi	pray	pray	0
for	for	p-acp	for	for	0
your	your	po22	your	your	0
good	good	j	good	good	0
and	and	cc	and	and	0
prospe	prospe	vvb	prospe	prospe	0
∣	∣	sy	∣	∣	0
rous	rous	fw-la	rous	rous	0
successe	successe	n1	success	success	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
King	King	n1	King	king	0
∣	∣	sy	∣	∣	0
domes	domes	n2	domes	dome	0
deliverance	deliverance	n1	deliverance	deliverance	0
.	.	.	.	.	1
Orpington	Orpington	np1	Orpington	Orpington	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
Kent	Kent	np1	Kent	Kent	0
.	.	.	.	.	1
May	May	np1	May	May	0
15.	15.	crd	15.	15.	0
1645.	1645.	crd	1645.	1645.	1
