Madame	Madame	n1	Madame	madam	0
svveet	svveet	j	sweet	sweet	0
refection	refection	n1	refection	refection	0
,	,	,	,	,	0
and	and	cc	and	and	0
spirituall	spirituall	j	spiritual	spiritual	0
nourishment	nourishment	n1	nourishment	nourishment	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
an	an	dt	and	a	0
admirable	admirable	j	admirable	admirable	0
satisfaction	satisfaction	n1	satisfaction	satisfaction	0
vvith	vvith	p-acp	with	with	0
diuine	diuine	j-jn	divine	divine	0
consolation	consolation	n1	consolation	consolation	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
appe	appe	n1	appe	appe	0
∣	∣	sy	∣	∣	0
tites	tites	fw-fr	tites	tites	0
,	,	,	,	,	0
and	and	cc	and	and	0
invvard	invvard	j	inward	inward	0
povvers	povvers	n2	powers	power	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
soul	soul	n1	soul	soul	0
;	;	;	;	;	0
This	This	d	This	this	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
vvay	vvay	n1	way	way	0
to	to	pc-acp	to	to	0
delight	delight	vvi	delight	delight	0
your	your	po22	your	your	0
selfe	selfe	n1	self	self	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
,	,	,	,	,	0
and	and	cc	and	and	0
vvith	vvith	p-acp	with	with	0
our	our	po12	our	our	0
Lord	Lord	n1	Lord	lord	0
,	,	,	,	,	0
vvho	vvho	r-crq	who	who	0
seing	seing	vvg	sing	sing	0
your	your	po22	your	your	0
diligence	diligence	n1	diligence	diligence	0
heere	heere	av	here	here	0
∣	∣	sy	∣	∣	0
in	in	n1	in	inn	0
,	,	,	,	,	0
vvill	vvill	vmb	will	will	0
easily	easily	av-j	easily	easy	0
graunt	graunt	vvi	grant	grant	0
you	you	pn22	you	you	0
the	the	dt	the	the	0
peti	peti	n1	peti	peti	0
∣	∣	sy	∣	∣	0
tions	tions	n1	tions	tions	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
heart	heart	n1	heart	heart	0
,	,	,	,	,	0
and	and	cc	and	and	0
replenish	replenish	vvi	replenish	replenish	0
you	you	pn22	you	you	0
abundantly	abundantly	av-j	abundantly	abundant	0
,	,	,	,	,	0
vvith	vvith	p-acp	with	with	0
his	his	po31	his	his	0
grace	grace	n1	grace	grace	0
,	,	,	,	,	0
and	and	cc	and	and	0
loue	loue	n1	love	love	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
very	very	j	very	very	0
life	life	n1	life	life	0
;	;	;	;	;	0
and	and	cc	and	and	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
other	other	n-jn	other	other	0
,	,	,	,	,	0
afford	afford	vvb	afford	afford	0
you	you	pn22	you	you	0
his	his	po31	his	his	0
glorious	glorious	j	glorious	glorious	0
fight	fight	n1	fight	fight	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
vvhich	vvhich	r-crq	which	which	0
all	all	d	all	all	0
true	true	j	true	true	0
happines	happines	n1	happiness	happiness	0
∣	∣	sy	∣	∣	0
se	se	fw-mi	se	se	0
,	,	,	,	,	0
and	and	cc	and	and	0
endlesse	endlesse	j	endless	endless	0
delight	delight	n1	delight	delight	0
,	,	,	,	,	0
doth	doth	vdz	does	do	0
con	con	vvi	con	con	0
∣	∣	sy	∣	∣	0
sist	sist	fw-la	sist	sist	0
:	:	:	:	:	0
this	this	d	this	this	0
,	,	,	,	,	0
he	he	pns31	he	he	0
heartely	heartely	av-j	heartily	hearty	0
vvisheth	vvisheth	vvz	wisheth	wish	0
vnto	vnto	p-acp	unto	unto	0
your	your	po22	your	your	0
Ladiship	Ladiship	n1	Ladyship	ladyship	0
,	,	,	,	,	0
and	and	cc	and	and	0
vvil	vvil	vmb	will	will	0
pray	pray	vvi	pray	pray	0
for	for	p-acp	for	for	0
,	,	,	,	,	0
vvho	vvho	r-crq	who	who	0
is	is	vbz	is	be	0
.	.	.	.	.	1
Madame	Madame	n1	Madame	madam	1
