TVllie	TVllie	np1	TVllie	TVllie	0
the	the	dt	the	the	0
rich	rich	j	rich	rich	0
man	man	n1	man	man	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Gospell	Gospell	n1	Gospel	gospel	0
,	,	,	,	,	0
that	that	cst	that	that	0
saying	saying	vvg	saying	say	0
,	,	,	,	,	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
vnto	vnto	p-acp	unto	unto	0
him	him	pno31	him	he	0
;	;	;	;	;	0
Thou	Thou	pns21	Thou	thou	0
foole	foole	n1	fool	fool	0
,	,	,	,	,	0
this	this	d	this	this	0
night	night	n1	night	night	0
shall	shall	vmb	shall	shall	0
they	they	pns32	they	they	0
(	(	(	(	(	0
that	that	cst	that	that	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
Deuils	Deuils	n2	Devils	devil	0
)	)	)	)	)	0
fetch	fetch	vvb	fetch	fetch	0
away	away	av	away	away	0
thy	thy	po21	thy	thy	0
soule	soule	n1	soul	soul	0
from	from	p-acp	from	from	0
thee	thee	pno21	thee	thou	0
,	,	,	,	,	0
&	&	cc	&	and	0
then	then	av	then	then	0
whose	whose	r-crq	whose	who	0
shall	shall	vmb	shall	shall	0
these	these	d	these	these	0
bee	bee	vbi	be	be	0
that	that	cst	that	that	0
thou	thou	pns21	thou	thou	0
possessest	possessest	vv2	possessest	possess	0
?	?	?	?	?	1
My	My	po11	My	my	0
labor	labor	n1	labour	labour	0
therefore	therefore	av	therefore	therefore	0
is	is	vbz	is	be	0
,	,	,	,	,	0
that	that	cst	that	that	0
with	with	p-acp	with	with	0
a	a	dt	a	a	0
good	good	j	good	good	0
feast	feast	n1	feast	feast	0
,	,	,	,	,	0
you	you	pn22	you	you	0
might	might	vmd	might	may	0
haue	haue	vhi	have	have	0
a	a	dt	a	a	0
cōtinual	cōtinual	j	continual	continual	0
feast	feast	n1	feast	feast	0
,	,	,	,	,	0
that	that	cst	that	that	0
is	is	vbz	is	be	0
,	,	,	,	,	0
a	a	dt	a	a	0
good	good	j	good	good	0
con	con	fw-mi	con	con	0
∣	∣	sy	∣	∣	0
science	science	n1	science	science	0
:	:	:	:	:	0
that	that	cst	that	that	0
in	in	p-acp	in	in	0
you	you	pn22	you	you	0
good	good	j	good	good	0
cheere	cheere	n1	cheer	cheer	0
,	,	,	,	,	0
you	you	pn22	you	you	0
might	might	vmd	might	may	0
bee	bee	vbi	be	be	0
of	of	pp-f	of	of	0
good	good	j	good	good	0
cheere	cheere	n1	cheer	cheer	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
:	:	:	:	:	0
that	that	cst	that	that	0
you	you	pn22	you	you	0
might	might	vmd	might	may	0
eate	eate	vvi	eat	eat	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
fatted	fatted	vvn	fatted	fat	0
Calfe	Calfe	n1	Calf	calf	0
,	,	,	,	,	0
that	that	cst	that	that	0
immaculate	immaculate	j	immaculate	immaculate	0
and	and	cc	and	and	0
paschall	paschall	n1	paschal	paschal	0
lambe	lambe	n1	lamb	lamb	0
Ie	Ie	fw-fr	Ie	je	0
∣	∣	sy	∣	∣	0
sus	sus	fw-la	sus	sus	0
Christ	Christ	np1	Christ	Christ	0
:	:	:	:	:	0
that	that	cst	that	that	0
his	his	po31	his	his	0
blood	blood	n1	blood	blood	0
might	might	vmd	might	may	0
be	be	vbi	be	be	0
your	your	po22	your	your	0
drinke	drinke	n1	drink	drink	0
,	,	,	,	,	0
and	and	cc	and	and	0
his	his	po31	his	his	0
bodie	bodie	n1	body	body	0
your	your	po22	your	your	0
meat	meat	n1	meat	meat	0
:	:	:	:	:	0
that	that	cst	that	that	0
his	his	po31	his	his	0
righteousnes	righteousnes	n1	righteousness	righteousness	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
put	put	vvn	put	put	0
vpon	vpon	p-acp	upon	upon	0
you	you	pn22	you	you	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
that	that	cst	that	that	0
armour	armour	n1	armour	armour	0
of	of	pp-f	of	of	0
light	light	n1	light	light	0
,	,	,	,	,	0
&	&	cc	&	and	0
that	that	d	that	that	0
wedding	wedding	n1	wedding	wedding	0
garment	garment	n1	garment	garment	0
full	full	j	full	full	0
of	of	pp-f	of	of	0
glorie	glorie	n1	glory	glory	0
:	:	:	:	:	0
that	that	cst	that	that	0
you	you	pn22	you	you	0
might	might	vmd	might	may	0
eate	eate	vvi	eat	eat	0
that	that	d	that	that	0
hidden	hidden	j-vvn	hidden	hide	0
Manna	Manna	n1	Manna	manna	0
,	,	,	,	,	0
and	and	cc	and	and	0
drinke	drinke	vvi	drink	drink	0
those	those	d	those	those	0
waters	waters	n2	waters	water	0
of	of	pp-f	of	of	0
life	life	n1	life	life	0
,	,	,	,	,	0
of	of	pp-f	of	of	0
which	which	r-crq	which	which	0
whosoeuer	whosoeuer	r-crq	whosoever	whosoever	0
drinketh	drinketh	vvz	drinketh	drink	0
,	,	,	,	,	0
shall	shall	vmb	shall	shall	0
neuer	neuer	av-x	never	never	0
hunger	hunger	n1	hunger	hunger	0
nor	nor	ccx	nor	nor	0
thirst	thirst	n1	thirst	thirst	0
more	more	av-dc	more	more	0
:	:	:	:	:	0
that	that	cst	that	that	0
Christ	Christ	np1	Christ	Christ	0
that	that	cst	that	that	0
knocketh	knocketh	vvz	knocketh	knock	0
at	at	p-acp	at	at	0
the	the	dt	the	the	0
dores	dores	n2	doors	door	0
,	,	,	,	,	0
be	be	vbb	be	be	0
not	not	xx	not	not	0
shut	shut	vvn	shut	shut	0
out	out	av	out	out	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
gates	gates	n2	gates	gate	0
:	:	:	:	:	0
but	but	cc-acp	but	but	0
that	that	cst	that	that	0
he	he	pns31	he	he	0
may	may	vmb	may	may	0
come	come	vvi	come	come	0
in	in	p-acp	in	in	0
,	,	,	,	,	0
and	and	cc	and	and	0
sup	sup	vvi	sup	sup	0
with	with	p-acp	with	with	0
you	you	pn22	you	you	0
:	:	:	:	:	0
so	so	av	so	so	0
that	that	cst	that	that	0
you	you	pn22	you	you	0
eating	eating	vvg	eating	eat	0
with	with	p-acp	with	with	0
him	him	pno31	him	he	0
,	,	,	,	,	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
mir	mir	fw-fr	mir	mir	0
∣	∣	sy	∣	∣	0
rhe	rhe	dt	rhe	the	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
his	his	po31	his	his	0
spices	spices	n2	spices	spice	0
,	,	,	,	,	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
hony	hony	n1	honey	honey	0
combe	combe	vvi	comb	comb	0
with	with	p-acp	with	with	0
his	his	po31	his	his	0
honie	honie	n1	honey	honey	0
,	,	,	,	,	0
and	and	cc	and	and	0
drinking	drinking	vvg	drinking	drink	0
his	his	po31	his	his	0
wine	wine	n1	wine	wine	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
his	his	po31	his	his	0
milke	milke	n1	milk	milk	0
,	,	,	,	,	0
may	may	vmb	may	may	0
heare	heare	vvi	hear	hear	0
those	those	d	those	those	0
often	often	av	often	often	0
cheerings	cheerings	n2-vvg	cheerings	cheering	0
and	and	cc	and	and	0
welcomes	welcomes	n2-jn	welcomes	welcome	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
,	,	,	,	,	0
being	being	vbg	being	be	0
at	at	p-acp	at	at	0
one	one	crd	one	one	0
table	table	n1	table	table	0
with	with	p-acp	with	with	0
him	him	pno31	him	he	0
,	,	,	,	,	0
saying	saying	vvg	saying	say	0
;	;	;	;	;	0
Eat	Eat	vvb	Eat	eat	0
oh	oh	uh	o	oh	0
my	my	po11	my	my	0
friends	friends	n2	friends	friend	0
,	,	,	,	,	0
drinke	drinke	vvb	drink	drink	0
&	&	cc	&	and	0
be	be	vbi	be	be	0
drunken	drunken	j	drunken	drunken	0
,	,	,	,	,	0
oh	oh	uh	o	oh	0
my	my	po11	my	my	0
beloued	beloued	j-vvn	beloved	belove	0
:	:	:	:	:	0
That	That	cst	That	that	0
so	so	av	so	so	0
you	you	pn22	you	you	0
may	may	vmb	may	may	0
not	not	xx	not	not	0
see	see	vvi	see	see	0
the	the	dt	the	the	0
hand	hand	n1	hand	hand	0
writing	writing	vvg	writing	write	0
against	against	p-acp	against	against	0
you	you	pn22	you	you	0
vpon	vpon	p-acp	upon	upon	0
the	the	dt	the	the	0
wall	wall	n1	wall	wall	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
fastened	fastened	vvn	fastened	fasten	0
on	on	p-acp	on	on	0
the	the	dt	the	the	0
crosse	crosse	n1	cross	cross	0
:	:	:	:	:	0
&	&	cc	&	and	0
may	may	vmb	may	may	0
not	not	xx	not	not	0
heare	heare	vvi	hear	hear	0
that	that	cst	that	that	0
fearefull	fearefull	j	fearful	fearful	0
voice	voice	n1	voice	voice	0
;	;	;	;	;	0
Thou	Thou	pns21	Thou	thou	0
fool	fool	n1	fool	fool	0
,	,	,	,	,	0
this	this	d	this	this	0
night	night	n1	night	night	0
shall	shall	vmb	shall	shall	0
they	they	pns32	they	they	0
fetch	fetch	vvi	fetch	fetch	0
away	away	av	away	away	0
thy	thy	po21	thy	thy	0
soule	soule	n1	soul	soul	0
from	from	p-acp	from	from	0
thee	thee	pno21	thee	thou	0
:	:	:	:	:	0
but	but	cc-acp	but	but	0
that	that	cst	that	that	0
comfortable	comfortable	j	comfortable	comfortable	0
saying	saying	n-vvg	saying	say	0
of	of	pp-f	of	of	0
Christ	Christ	np1	Christ	Christ	0
;	;	;	;	;	0
Sonne	Sonne	n1	Son	son	0
,	,	,	,	,	0
thy	thy	po21	thy	thy	0
sinnes	sinnes	n2	sins	sin	0
are	are	vbr	are	be	0
forgiuen	forgiuen	vvn	forgiven	forgive	0
thee	thee	pno21	thee	thou	0
.	.	.	.	.	1
Without	Without	p-acp	Without	without	0
the	the	dt	the	the	0
fll	fll	j	fll	fll	0
perswa	perswa	uh	perswa	perswa	0
∣	∣	sy	∣	∣	0
sion	sion	n1	sion	sion	0
whereof	whereof	c-crq	whereof	whereof	0
,	,	,	,	,	0
I	I	pns11	I	i	0
doe	doe	vdb	do	do	0
not	not	xx	not	not	0
a	a	dt	a	a	0
little	little	j	little	little	0
marell	marell	n1	marell	marell	0
,	,	,	,	,	0
how	how	c-crq	how	how	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
possible	possible	j	possible	possible	0
for	for	p-acp	for	for	0
any	any	d	any	any	0
man	man	n1	man	man	0
to	to	pc-acp	to	to	0
take	take	vvi	take	take	0
plesure	plesure	n1	pleasure	pleasure	0
&	&	cc	&	and	0
comfort	comfort	n1	comfort	comfort	0
in	in	p-acp	in	in	0
any	any	d	any	any	0
eathly	eathly	j	eathly	eathly	0
thing	thing	n1	thing	thing	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
euen	euen	av	even	even	0
this	this	d	this	this	0
one	one	crd	one	one	0
bone	bone	n1	bone	bone	0
to	to	pc-acp	to	to	0
gnaw	gnaw	vvi	gnaw	gnaw	0
vpon	vpon	p-acp	upon	upon	0
,	,	,	,	,	0
might	might	vmd	might	may	0
occupy	occupy	vvi	occupy	occupy	0
them	them	pno32	them	they	0
so	so	av	so	so	0
,	,	,	,	,	0
that	that	cst	that	that	0
they	they	pns32	they	they	0
should	should	vmd	should	shall	0
haue	haue	vhi	have	have	0
little	little	j	little	little	0
pleasure	pleasure	n1	pleasure	pleasure	0
or	or	cc	or	or	0
leisure	leisure	n1	leisure	leisure	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
eate	eate	vvi	eat	eat	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
dainty	dainty	j	dainty	dainty	0
dishes	dishes	n2	dishes	dish	0
:	:	:	:	:	0
&	&	cc	&	and	0
this	this	d	this	this	0
one	one	crd	one	one	0
doubt	doubt	n1	doubt	doubt	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
mercy	mercy	n1	mercy	mercy	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
,	,	,	,	,	0
might	might	vmd	might	may	0
bee	bee	vbi	be	be	0
like	like	j	like	like	0
vnto	vnto	p-acp	unto	unto	0
Damacles	Damacles	np1	Damacles	Damacles	0
sword	sword	n1	sword	sword	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
hanging	hanging	vvg	hanging	hang	0
ouer	ouer	p-acp	over	over	0
their	their	po32	their	their	0
heads	heads	n2	heads	head	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
by	by	p-acp	by	by	0
a	a	dt	a	a	0
horse	horse	n1	horse	horse	0
haire	haire	n1	hair	hair	0
,	,	,	,	,	0
might	might	vmd	might	may	0
make	make	vvi	make	make	0
them	them	pno32	them	they	0
to	to	pc-acp	to	to	0
take	take	vvi	take	take	0
little	little	j	little	little	0
pleasure	pleasure	n1	pleasure	pleasure	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
variety	variety	n1	variety	variety	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
meats	meats	n2	meats	meat	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
points	points	n2	points	point	0
of	of	pp-f	of	of	0
musicke	musicke	n1	music	music	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
beauty	beauty	n1	beauty	beauty	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
boies	boies	n2	boys	boy	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
loue	loue	n1	love	love	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
womē	womē	n2	women	woman	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
furniture	furniture	n1	furniture	furniture	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
table	table	n1	table	table	0
,	,	,	,	,	0
&	&	cc	&	and	0
in	in	p-acp	in	in	0
all	all	d	all	all	0
other	other	j-jn	other	other	0
things	things	n2	things	thing	0
be	be	vbb	be	be	0
∣	∣	sy	∣	∣	0
sides	sides	n2	sides	side	0
.	.	.	.	.	1
And	And	cc	And	and	0
howsoeuer	howsoeuer	c-acp	howsoever	howsoever	0
the	the	dt	the	the	0
wicked	wicked	j	wicked	wicked	0
are	are	vbr	are	be	0
lulled	lulled	vvn	lulled	lull	0
asleepe	asleepe	j	asleep	asleep	0
in	in	p-acp	in	in	0
securitie	securitie	n1	security	security	0
,	,	,	,	,	0
that	that	cst	that	that	0
they	they	pns32	they	they	0
are	are	vbr	are	be	0
carelesse	carelesse	j	careless	careless	0
,	,	,	,	,	0
and	and	cc	and	and	0
so	so	av	so	so	0
come	come	vvb	come	come	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
past	past	vvn	passed	pass	0
sorrow	sorrow	n1	sorrow	sorrow	0
hauing	hauing	vhg	having	have	0
a	a	dt	a	a	0
brawne	brawne	n1	brawn	brawn	0
ouer	ouer	p-acp	over	over	0
their	their	po32	their	their	0
hearts	hearts	n2	hearts	heart	0
,	,	,	,	,	0
and	and	cc	and	and	0
their	their	po32	their	their	0
consciences	consciences	n2	consciences	conscience	0
seared	seared	vvn	seared	sear	0
with	with	p-acp	with	with	0
a	a	dt	a	a	0
hot	hot	j	hight	hot	0
bur	bur	n1	burr	burr	0
∣	∣	sy	∣	∣	0
ning	ning	n1	ning	ning	0
iron	iron	n1	iron	iron	0
:	:	:	:	:	0
yet	yet	av	yet	yet	0
I	I	pns11	I	i	0
am	am	vbm	am	be	0
sure	sure	j	sure	sure	0
that	that	cst	that	that	0
the	the	dt	the	the	0
elect	elect	n-vvn	elect	elect	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
,	,	,	,	,	0
&	&	cc	&	and	0
the	the	dt	the	the	0
vessels	vessels	n2	vessels	vessel	0
of	of	pp-f	of	of	0
mercie	mercie	n1	mercy	mercy	0
,	,	,	,	,	0
desire	desire	vvb	desire	desire	0
no	no	dx	no	no	0
∣	∣	sy	∣	∣	0
thing	thing	n1	thing	thing	0
so	so	av	so	so	0
much	much	av-d	much	much	0
as	as	c-acp	as	as	0
the	the	dt	the	the	0
assurance	assurance	n1	assurance	assurance	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
mercie	mercie	n1	mercy	mercy	0
.	.	.	.	.	1
And	And	cc	And	and	0
therefore	therefore	av	therefore	therefore	0
euen	euen	av-j	even	even	0
their	their	po32	their	their	0
life	life	n1	life	life	0
it	it	pn31	it	it	0
selfe	selfe	n1	self	self	0
is	is	vbz	is	be	0
vnpleasant	vnpleasant	j	unpleasant	unpleasant	0
,	,	,	,	,	0
without	without	p-acp	without	without	0
the	the	dt	the	the	0
tast	tast	n1	taste	taste	0
here	here	av	here	here	0
∣	∣	sy	∣	∣	0
of	of	pp-f	of	of	0
Insomuch	Insomuch	av	Insomuch	insomuch	0
,	,	,	,	,	0
that	that	cst	that	that	0
they	they	pns32	they	they	0
cannot	cannot	vmbx	cannot	can	0
rest	rest	vvi	rest	rest	0
in	in	p-acp	in	in	0
peace	peace	n1	peace	peace	0
,	,	,	,	,	0
vntill	vntill	c-acp	until	until	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
peace	peace	n1	peace	peace	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
raig	raig	vvi	raig	raig	0
∣	∣	sy	∣	∣	0
ning	ning	n1	ning	ning	0
in	in	p-acp	in	in	0
their	their	po32	their	their	0
consciēces	consciēces	n2	consciences	conscience	0
,	,	,	,	,	0
&	&	cc	&	and	0
his	his	po31	his	his	0
loue	loue	n1	love	love	0
shed	shed	vvn	shed	shed	0
abroad	abroad	av	abroad	abroad	0
into	into	p-acp	into	into	0
their	their	po32	their	their	0
hearts	hearts	n2	hearts	heart	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
holy	holy	j	holy	holy	0
Ghost	Ghost	n1	Ghost	ghost	0
,	,	,	,	,	0
they	they	pns32	they	they	0
are	are	vbr	are	be	0
fully	fully	av-j	fully	full	0
assured	assured	vvn	assured	assure	0
,	,	,	,	,	0
that	that	cst	that	that	0
they	they	pns32	they	they	0
are	are	vbr	are	be	0
washed	washed	vvn	washed	wash	0
,	,	,	,	,	0
they	they	pns32	they	they	0
a	a	av	a	a	0
e	e	sy	e	e	0
clensed	clensed	vvd	cleansed	cleanse	0
,	,	,	,	,	0
they	they	pns32	they	they	0
are	are	vbr	are	be	0
iustifid	iustifid	vvn	justified	justify	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
name	name	n1	name	name	0
of	of	pp-f	of	of	0
Iesus	Iesus	np1	Iesus	Jesus	0
Christ	Christ	np1	Christ	Christ	0
,	,	,	,	,	0
&	&	cc	&	and	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
spirit	spirit	n1	spirit	spirit	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
God	God	n1	God	god	0
,	,	,	,	,	0
&	&	cc	&	and	0
so	so	av	so	so	0
the	the	dt	the	the	0
free	free	j	free	free	0
&	&	cc	&	and	0
ful	ful	j	full	full	0
forgiuenes	forgiuenes	n1	forgiveness	forgiveness	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
sins	sins	n2	sins	sin	0
,	,	,	,	,	0
be	be	vbb	be	be	0
fully	fully	av-j	fully	full	0
&	&	cc	&	and	0
freely	freely	av-j	freely	free	0
sealed	sealed	vvn	sealed	seal	0
vnto	vnto	p-acp	unto	unto	0
their	their	po32	their	their	0
own	own	d	own	own	0
soules	soules	n2	souls	soul	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
they	they	pns32	they	they	0
are	are	vbr	are	be	0
not	not	xx	not	not	0
ignorant	ignorant	j	ignorant	ignorant	0
,	,	,	,	,	0
how	how	c-crq	how	how	0
loathsome	loathsome	j	loathsome	loathsome	0
a	a	dt	a	a	0
thing	thing	n1	thing	thing	0
sin	sin	n1	since	sin	0
is	is	vbz	is	be	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
face	face	n1	face	face	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
,	,	,	,	,	0
and	and	cc	and	and	0
how	how	c-crq	how	how	0
fearefull	fearefull	j	fearful	fearful	0
a	a	dt	a	a	0
thing	thing	n1	thing	thing	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
fall	fall	vvi	fallen	fall	0
into	into	p-acp	into	into	0
the	the	dt	the	the	0
hands	hands	n2	hands	hand	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
liuing	liuing	j-vvg	living	live	0
lord	lord	n1	lord	lord	0
.	.	.	.	.	1
Knowing	Knowing	vvg	Knowing	know	0
ther	ther	pc-acp	there	there	0
∣	∣	sy	∣	∣	0
fore	fore	p-acp	before	before	0
these	these	d	these	these	0
things	things	n2	things	thing	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
feare	feare	n1	fear	fear	0
and	and	cc	and	and	0
ter	ter	zz	ter	ter	0
∣	∣	sy	∣	∣	0
rour	rour	n1	rour	rour	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
,	,	,	,	,	0
I	I	pns11	I	i	0
wil	wil	vmb	will	will	0
not	not	xx	not	not	0
cease	cease	vvi	cease	cease	0
,	,	,	,	,	0
during	during	p-acp	during	during	0
the	the	dt	the	the	0
time	time	n1	time	time	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
abode	abode	n1	abided	abode	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
put	put	vvi	put	put	0
you	you	pn22	you	you	0
in	in	p-acp	in	in	0
mind	mind	n1	mind	mind	0
(	(	(	(	(	0
by	by	p-acp	by	by	0
those	those	d	those	those	0
meanes	meanes	n2	means	mean	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
can	can	vmb	can	can	0
)	)	)	)	)	0
of	of	pp-f	of	of	0
these	these	d	these	these	0
things	things	n2	things	thing	0
:	:	:	:	:	0
that	that	cst	that	that	0
you	you	pn22	you	you	0
may	may	vmb	may	may	0
not	not	xx	not	not	0
rest	rest	n1	rest	rest	0
con	con	vvi	con	con	0
∣	∣	sy	∣	∣	0
tented	tented	j-vvn	tented	tent	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
the	the	dt	the	the	0
world	world	n1	world	world	0
doth	doth	vdz	does	do	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
earthly	earthly	j	earthly	earthly	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
may	may	vmb	may	may	0
aspire	aspire	vvi	aspire	aspire	0
higher	higher	jc	higher	high	0
,	,	,	,	,	0
seeking	seeking	vvg	seeking	seek	0
for	for	p-acp	for	for	0
hea	hea	zz	hea	hea	0
∣	∣	sy	∣	∣	0
uenly	uenly	j	uenly	uenly	0
comforts	comforts	n2	comforts	comfort	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
,	,	,	,	,	0
labouring	labouring	vvg	labouring	labour	0
alwaye	alwaye	av	alway	always	0
for	for	p-acp	for	for	0
those	those	d	those	those	0
things	things	n2	things	thing	0
that	that	cst	that	that	0
are	are	vbr	are	be	0
most	most	av-ds	most	most	0
excellent	excellent	j	excellent	excellent	0
,	,	,	,	,	0
according	according	vvg	according	accord	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
excellencie	excellencie	n1	excellency	excellency	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
place	place	n1	place	place	0
:	:	:	:	:	0
striuing	striuing	vvg	striving	strive	0
to	to	pc-acp	to	to	0
increase	increase	vvi	increase	increase	0
in	in	p-acp	in	in	0
all	all	d	all	all	0
fulnes	fulnes	n1	fullness	fullness	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
,	,	,	,	,	0
&	&	cc	&	and	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
holy	holy	j	holy	holy	0
Ghost	Ghost	n1	Ghost	ghost	0
,	,	,	,	,	0
that	that	cst	that	that	0
you	you	pn22	you	you	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
filled	filled	vvn	filled	fill	0
with	with	p-acp	with	with	0
comfort	comfort	n1	comfort	comfort	0
,	,	,	,	,	0
&	&	cc	&	and	0
true	true	j	true	true	0
ioyes	ioyes	n2	joys	joy	0
,	,	,	,	,	0
and	and	cc	and	and	0
your	your	po22	your	your	0
ioy	ioy	n1	joy	joy	0
no	no	dx	no	no	0
man	man	n1	man	man	0
might	might	vmd	might	may	0
take	take	vvi	take	take	0
away	away	av	away	away	0
frō	frō	p-acp	from	from	0
you	you	pn22	you	you	0
This	This	d	This	this	0
because	because	c-acp	because	because	0
I	I	pns11	I	i	0
could	could	vmd	could	can	0
not	not	xx	not	not	0
otherwise	otherwise	av	otherwise	otherwise	0
do	do	vdi	do	do	0
but	but	p-acp	but	but	0
by	by	p-acp	by	by	0
writing	writing	vvg	writing	write	0
,	,	,	,	,	0
I	I	pns11	I	i	0
haue	haue	vhb	have	have	0
v	v	crd	v	five	0
∣	∣	sy	∣	∣	0
sed	sed	fw-la	sed	sed	0
the	the	dt	the	the	0
same	same	d	same	same	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
that	that	cst	that	that	0
onely	onely	j	only	only	0
meas	meas	fw-la	meas	meas	0
which	which	r-crq	which	which	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
hath	hath	vhz	hath	have	0
left	left	vvn	left	leave	0
vnto	vnto	p-acp	unto	unto	0
mee	mee	pno11	me	i	0
,	,	,	,	,	0
and	and	cc	and	and	0
haue	haue	vhb	have	have	0
according	according	p-acp	according	according	0
both	both	d	both	both	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
deserts	deserts	n2	deserts	desert	0
,	,	,	,	,	0
and	and	cc	and	and	0
my	my	po11	my	my	0
debt	debt	n1	debt	debt	0
,	,	,	,	,	0
at	at	p-acp	at	at	0
the	the	dt	the	the	0
last	last	ord	last	last	0
presumed	presumed	vvd	presumed	presume	0
(	(	(	(	(	0
notwithstan	notwithstan	fw-mi	notwithstan	notwithstan	0
∣	∣	sy	∣	∣	0
ding	ding	uh	ding	ding	0
,	,	,	,	,	0
that	that	cst	that	that	0
diuers	diuers	j	diverse	diverse	0
reasons	reasons	n2	reasons	reason	0
of	of	pp-f	of	of	0
no	no	dx	no	no	0
smal	smal	j	small	small	0
im	im	p-acp	im	in	0
∣	∣	sy	∣	∣	0
portance	portance	n1	portance	portance	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
would	would	vmd	would	will	0
be	be	vbi	be	be	0
neither	neither	dx	neither	neither	0
plea	plea	n1	plea	plea	0
∣	∣	sy	∣	∣	0
sant	sant	zz	sant	sant	0
,	,	,	,	,	0
nor	nor	ccx	nor	nor	0
profitable	profitable	j	profitable	profitable	0
in	in	p-acp	in	in	0
their	their	po32	their	their	0
repeating	repeating	n-vvg	repeating	repeat	0
,	,	,	,	,	0
might	might	vmd	might	may	0
haue	haue	vhi	have	have	0
perswaded	perswaded	vvn	persuaded	persuade	0
me	me	pno11	me	i	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
con	con	fw-mi	con	con	0
∣	∣	sy	∣	∣	0
trary	trary	vvi	trary	trary	0
)	)	)	)	)	0
to	to	pc-acp	to	to	0
dedicate	dedicate	vvi	dedicate	dedicate	0
this	this	d	this	this	0
my	my	po11	my	my	0
labor	labor	n1	labour	labour	0
(	(	(	(	(	0
which	which	r-crq	which	which	0
what	what	r-crq	what	what	0
it	it	pn31	it	it	0
