O	O	sy	O	o	0
follow	follow	vvi	follow	follow	0
the	the	dt	the	the	0
Good	Good	j	Good	good	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
forsake	forsake	vvi	forsake	forsake	0
the	the	dt	the	the	0
Evil	Evil	j-jn	Evil	evil	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
do	do	vdi	do	do	0
the	the	dt	the	the	0
right	right	n-jn	right	right	0
,	,	,	,	,	0
and	and	cc	and	and	0
hate	hate	vvb	hate	hate	0
the	the	dt	the	the	0
wrong	wrong	n-jn	wrong	wrong	0
,	,	,	,	,	0
that	that	cst	that	that	0
the	the	dt	the	the	0
effects	effects	n2	effects	effect	0
of	of	pp-f	of	of	0
Righ	Righ	j-jn	Righ	right	0
∣	∣	sy	∣	∣	0
teousness	teousness	n1-u	teousness	teousnes	0
,	,	,	,	,	0
and	and	cc	and	and	0
Liberty	Liberty	n1	Liberty	liberty	0
of	of	pp-f	of	of	0
Conscience	Conscience	n1	Conscience	conscience	0
,	,	,	,	,	0
even	even	av	even	even	0
Peace	Peace	n1	Peace	peace	0
,	,	,	,	,	0
Love	Love	n1	Love	love	0
,	,	,	,	,	0
Mercy	Mercy	n1	Mercy	mercy	0
and	and	cc	and	and	0
Prosperity	Prosperity	n1	Prosperity	prosperity	0
,	,	,	,	,	0
may	may	vmb	may	may	0
ever	ever	av	ever	ever	0
be	be	vbi	be	be	0
with	with	p-acp	with	with	0
you	you	pn22	you	you	0
;	;	;	;	;	0
and	and	cc	and	and	0
the	the	dt	the	the	0
effects	effects	n2	effects	effect	0
of	of	pp-f	of	of	0
Cruelty	Cruelty	n1	Cruelty	cruelty	0
and	and	cc	and	and	0
Oppression	Oppression	n1	Oppression	oppression	0
,	,	,	,	,	0
and	and	cc	and	and	0
Imposition	Imposition	n1	Imposition	imposition	0
upon	upon	p-acp	upon	upon	0
Conscience	Conscience	n1	Conscience	conscience	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
will	will	vmb	will	will	0
be	be	vbi	be	be	0
your	your	po22	your	your	0
misery	misery	n1	misery	misery	0
,	,	,	,	,	0
downfall	downfall	n1	downfall	downfall	0
and	and	cc	and	and	0
destruction	destruction	n1	destruction	destruction	0
(	(	(	(	(	0
if	if	cs	if	if	0
ye	ye	pn22	you	you	0
continue	continue	vvb	continue	continue	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Cause	Cause	n1	Cause	cause	0
which	which	r-crq	which	which	0
works	works	vvz	works	work	0
this	this	d	this	this	0
Effect	Effect	vvb	Effect	effect	0
)	)	)	)	)	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
turned	turned	vvn	turned	turn	0
away	away	av	away	away	0
,	,	,	,	,	0
and	and	cc	and	and	0
ye	ye	pn22	you	you	0
delivered	delivered	vvd	delivered	deliver	0
.	.	.	.	.	1
Wherefore	Wherefore	q-crq	Wherefore	wherefore	0
O	O	uh	Oh	oh	0
ye	ye	pn22	you	you	0
men	men	n2	men	man	0
,	,	,	,	,	0
be	be	vbb	be	be	0
advised	advised	vvn	advised	advise	0
,	,	,	,	,	0
be	be	vbb	be	be	0
warned	warned	vvn	warned	warn	0
;	;	;	;	;	0
this	this	d	this	this	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
day	day	n1	day	day	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Lords	Lords	n2	Lords	lord	0
dawnings	dawnings	n2-vvg	dawnings	dawning	0
;	;	;	;	;	0
We	We	pns12	We	we	0
have	have	vhb	have	have	0
seen	seen	vvn	seen	see	0
his	his	po31	his	his	0
Power	Power	n1	Power	power	0
and	and	cc	and	and	0
Glory	Glory	n1	Glory	glory	0
;	;	;	;	;	0
he	he	pns31	he	he	0
hath	hath	vhz	hath	have	0
wounded	wounded	vvn	wounded	wound	0
Us	Us	pno32	Us	they	0
,	,	,	,	,	0
and	and	cc	and	and	0
healed	healed	vvd	healed	heal	0
Us	Us	pno32	Us	they	0
,	,	,	,	,	0
he	he	pns31	he	he	0
hath	hath	vhz	hath	have	0
killed	killed	vvn	killed	kill	0
and	and	cc	and	and	0
made	made	vvd	made	make	0
alive	alive	j	alive	alive	0
;	;	;	;	;	0
he	he	pns31	he	he	0
hath	hath	vhz	hath	have	0
proclaimed	proclaimed	vvn	proclaimed	proclaim	0
Liberty	Liberty	n1	Liberty	liberty	0
in	in	p-acp	in	in	0
Our	Our	po12	Our	our	0
Souls	Souls	n2	Souls	soul	0
and	and	cc	and	and	0
Consciences	Consciences	n2	Consciences	conscience	0
,	,	,	,	,	0
from	from	p-acp	from	from	0
Death	Death	n1	Death	death	0
and	and	cc	and	and	0
Darkness	Darkness	n1	Darkness	darkness	0
,	,	,	,	,	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
Grave	Grave	j	Grave	grave	0
and	and	cc	and	and	0
Hell	Hell	n1	Hell	hell	0
;	;	;	;	;	0
and	and	cc	and	and	0
he	he	pns31	he	he	0
hath	hath	vhz	hath	have	0
set	set	vvn	set	set	0
his	his	po31	his	his	0
People	People	n1	People	people	0
free	free	j	free	free	0
from	from	p-acp	from	from	0
bondage	bondage	n1	bondage	bondage	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
serve	serve	vvi	serve	serve	0
him	him	pno31	him	he	0
with	with	p-acp	with	with	0
a	a	dt	a	a	0
pure	pure	j	pure	pure	0
and	and	cc	and	and	0
perfect	perfect	j	perfect	perfect	0
heart	heart	n1	heart	heart	0
;	;	;	;	;	0
and	and	cc	and	and	0
if	if	cs	if	if	0
ye	ye	pn22	you	you	0
(	(	(	(	(	0
mortal	mortal	j-jn	mortal	mortal	0
men	men	n2	men	man	0
,	,	,	,	,	0
made	made	vvn	made	make	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
dust	dust	n1	dust	dust	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
ground	ground	n1	ground	ground	0
,	,	,	,	,	0
whose	whose	rg-crq	whose	who	0
little	little	j	little	little	0
measure	measure	n1	measure	measure	0
of	of	pp-f	of	of	0
breath	breath	n1	breath	breath	0
is	is	vbz	is	be	0
in	in	p-acp	in	in	0
your	your	po22	your	your	0
Nostrils	Nostrils	n2	Nostrils	nostril	0
)	)	)	)	)	0
will	will	vmb	will	will	0
not	not	xx	not	not	0
approve	approve	vvi	approve	approve	0
of	of	pp-f	of	of	0
,	,	,	,	,	0
and	and	cc	and	and	0
join	join	vvi	join	join	0
with	with	p-acp	with	with	0
this	this	d	this	this	0
blessed	blessed	j-vvn	blessed	bless	0
Work	Work	n1	Work	work	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
shall	shall	vmb	shall	shall	0
gain-say	gain-say	vvi	gainsay	gainsay	0
his	his	po31	his	his	0
doings	doings	n2-vdg	doings	do	0
,	,	,	,	,	0
and	and	cc	and	and	0
set	set	vvb	set	set	0
your	your	po22	your	your	0
Power	Power	n1	Power	power	0
against	against	p-acp	against	against	0
his	his	po31	his	his	0
Power	Power	n1	Power	power	0
,	,	,	,	,	0
and	and	cc	and	and	0
will	will	vmb	will	will	0
not	not	xx	not	not	0
let	let	vvi	let	let	0
the	the	dt	the	the	0
People	People	n1	People	people	0
go	go	vvb	go	go	0
free	free	j	free	free	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
exercise	exercise	n1	exercise	exercise	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
Consciences	Consciences	n2	Consciences	conscience	0
on	on	p-acp	on	on	0
holy	holy	j	holy	holy	0
performances	performances	n2	performances	performance	0
,	,	,	,	,	0
whose	whose	rg-crq	whose	who	0
Con	Con	vvb	Con	con	0
∣	∣	sy	∣	∣	0
sciences	sciences	n2	sciences	science	0
God	God	np1	God	God	0
hath	hath	vhz	hath	have	0
made	made	vvn	made	make	0
free	free	j	free	free	0
;	;	;	;	;	0
then	then	av	then	then	0
shall	shall	vmb	shall	shall	0
the	the	dt	the	the	0
Most	Most	av-ds	Most	most	0
High	High	j	High	high	0
reward	reward	n1	reward	reward	0
your	your	po22	your	your	0
op	op	j	open	open	0
∣	∣	sy	∣	∣	0
position	position	n1	position	position	0
with	with	p-acp	with	with	0
his	his	po31	his	his	0
Cup	Cup	n1	Cup	cup	0
of	of	pp-f	of	of	0
Vengeance	Vengeance	n1	Vengeance	vengeance	0
,	,	,	,	,	0
and	and	cc	and	and	0
he	he	pns31	he	he	0
will	will	vmb	will	will	0
make	make	vvi	make	make	0
you	you	pn22	you	you	0
know	know	vvb	know	know	0
he	he	pns31	he	he	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
against	against	p-acp	against	against	0
whom	whom	ro-crq	whom	who	0
ye	ye	pn22	you	you	0
thus	thus	av	thus	thus	0
raise	raise	vvi	raise	raise	0
contention	contention	n1	contention	contention	0
;	;	;	;	;	0
and	and	cc	and	and	0
he	he	pns31	he	he	0
will	will	vmb	will	will	0
dissolve	dissolve	vvi	dissolve	dissolve	0
your	your	po22	your	your	0
substance	substance	n1	substance	substance	0
,	,	,	,	,	0
and	and	cc	and	and	0
bring	bring	vvb	bring	bring	0
down	down	a-acp	down	down	0
your	your	po22	your	your	0
glory	glory	n1	glory	glory	0
,	,	,	,	,	0
and	and	cc	and	and	0
subdue	subdue	vvb	subdue	subdue	0
your	your	po22	your	your	0
pow	pow	uh	pow	pow	0
∣	∣	sy	∣	∣	0
er	er	fw-mi	er	er	0
,	,	,	,	,	0
if	if	cs	if	if	0
that	that	d	that	that	0
(	(	(	(	(	0
I	I	pns11	I	i	0
say	say	vvb	say	say	0
)	)	)	)	)	0
ye	ye	pn22	you	you	0
oppose	oppose	vvb	oppose	oppose	0
his	his	po31	his	his	0
Work	Work	n1	Work	work	0
,	,	,	,	,	0
and	and	cc	and	and	0
will	will	vmb	will	will	0
seek	seek	vvi	seek	seek	0
to	to	pc-acp	to	to	0
bind	bind	vvi	bind	bind	0
and	and	cc	and	and	0
li	li	zz	li	li	0
∣	∣	sy	∣	∣	0
mit	mit	fw-fr	mit	mit	0
his	his	png31	his	he	0
Spirit	Spirit	n1	Spirit	spirit	0
in	in	p-acp	in	in	0
his	his	po31	his	his	0
people	people	n1	people	people	0
,	,	,	,	,	0
and	and	cc	and	and	0
wil	wil	vmb	will	will	0
yet	yet	av	yet	yet	0
force	force	vvi	force	force	0
and	and	cc	and	and	0
impose	impose	vvi	impose	impose	0
upon	upon	p-acp	upon	upon	0
Con	Con	vvi	Con	con	0
∣	∣	sy	∣	∣	0
science	science	n1	science	science	0
by	by	p-acp	by	by	0
outward	outward	j	outward	outward	0
violence	violence	n1	violence	violence	0
,	,	,	,	,	0
and	and	cc	and	and	0
kill	kill	vvi	kill	kill	0
,	,	,	,	,	0
and	and	cc	and	and	0
persecute	persecute	vvi	persecute	persecute	0
unto	unto	p-acp	unto	unto	0
death	death	n1	death	death	0
,	,	,	,	,	0
and	and	cc	and	and	0
banishment	banishment	n1	banishment	banishment	0
for	for	p-acp	for	for	0
matter	matter	n1	matter	matter	0
of	of	pp-f	of	of	0
Conscience	Conscience	n1	Conscience	conscience	0
,	,	,	,	,	0
and	and	cc	and	and	0
because	because	c-acp	because	because	0
of	of	pp-f	of	of	0
difference	difference	n1	difference	difference	0
in	in	p-acp	in	in	0
Judgement	Judgement	n1	Judgement	judgement	0
in	in	p-acp	in	in	0
spiritual	spiritual	j	spiritual	spiritual	0
things	things	n2	things	thing	0
;	;	;	;	;	0
then	then	av	then	then	0
thus	thus	av	thus	thus	0
it	it	pn31	it	it	0
shall	shall	vmb	shall	shall	0
be	be	vbi	be	be	0
done	done	vdn	done	do	0
unto	unto	p-acp	unto	unto	0
you	you	pn22	you	you	0
,	,	,	,	,	0
Ye	Ye	pn22	You	you	0
shall	shall	vmb	shall	shall	0
fall	fall	vvi	fallen	fall	0
,	,	,	,	,	0
and	and	cc	and	and	0
perish	perish	vvi	perish	perish	0
,	,	,	,	,	0
and	and	cc	and	and	0
be	be	vbi	be	be	0
troubled	troubled	vvn	troubled	trouble	0
,	,	,	,	,	0
and	and	cc	and	and	0
blessings	blessings	n2	blessings	blessing	0
and	and	cc	and	and	0
prospe	prospe	n1	prospe	prospe	0
∣	∣	sy	∣	∣	0
rity	rity	n1	rity	rity	0
shall	shall	vmb	shall	shall	0
not	not	xx	not	not	0
be	be	vbi	be	be	0
unto	unto	p-acp	unto	unto	0
you	you	pn22	you	you	0
.	.	.	.	.	1
If	If	cs	If	if	0
it	it	pn31	it	it	0
be	be	vbb	be	be	0
not	not	xx	not	not	0
thus	thus	av	thus	thus	0
,	,	,	,	,	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
hath	hath	vhz	hath	have	0
not	not	xx	not	not	0
spoken	spoken	vvn	spoken	speak	0
by	by	p-acp	by	by	0
me	me	pno11	me	i	0
.	.	.	.	.	1
Well	Well	uh-av	Well	well	0
Friends	Friends	n2	Friends	friend	0
,	,	,	,	,	0
even	even	av	even	even	0
all	all	d	all	all	0
ye	ye	pn22	you	you	0
that	that	cst	that	that	0
have	have	vhb	have	have	0
Authority	Authority	n1	Authority	authority	0
and	and	cc	and	and	0
Power	Power	n1	Power	power	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Government	Government	n1	Government	government	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
World	World	n1	World	world	0
,	,	,	,	,	0
are	are	vbr	are	be	0
nearly	nearly	av-j	nearly	near	0
concern'd	concern'd	vvn	concerned	concern	0
to	to	pc-acp	to	to	0
take	take	vvi	take	take	0
special	special	j	special	special	0
no	no	zz	no	no	0
∣	∣	sy	∣	∣	0
tice	tice	vvb	tice	entice	0
of	of	pp-f	of	of	0
these	these	d	these	these	0
things	things	n2	things	thing	0
presented	presented	vvn	presented	present	0
unto	unto	p-acp	unto	unto	0
you	you	pn22	you	you	0
,	,	,	,	,	0
seeing	seeing	vvg	seeing	see	0
the	the	dt	the	the	0
Effects	Effects	n2	Effects	effect	0
of	of	pp-f	of	of	0
these	these	d	these	these	0
two	two	crd	two	two	0
Causes	Causes	n2	Causes	cause	0
are	are	vbr	are	be	0
both	both	d	both	both	0
very	very	av	very	very	0
weighty	weighty	j	weighty	weighty	0
,	,	,	,	,	0
and	and	cc	and	and	0
infallibly	infallibly	av-j	infallibly	infallible	0
certain	certain	j	certain	certain	0
,	,	,	,	,	0
even	even	av	even	even	0
to	to	p-acp	to	to	0
you	you	pn22	you	you	0
-	-	-	-	-	0
wards	wards	av	wards	ward	0
particularly	particularly	av-j	particularly	particular	0
:	:	:	:	:	0
Very	Very	av	Very	very	0
weighty	weighty	j	weighty	weighty	0
,	,	,	,	,	0
because	because	c-acp	because	because	0
Peace	Peace	n1	Peace	peace	0
,	,	,	,	,	0
Prosperity	Prosperity	n1	Prosperity	prosperity	0
and	and	cc	and	and	0
Happiness	Happiness	n1	Happiness	happiness	0
,	,	,	,	,	0
or	or	cc	or	or	0
Misery	Misery	n1	Misery	misery	0
,	,	,	,	,	0
Distractions	Distractions	n2	Distractions	distraction	0
and	and	cc	and	and	0
Downfall	Downfall	n1	Downfall	downfall	0
to	to	p-acp	to	to	0
you	you	pn22	you	you	0
is	is	vbz	is	be	0
depend	depend	vvb	depend	depend	0
∣	∣	sy	∣	∣	0
ing	ing	n1	king	king	0
upon	upon	p-acp	upon	upon	0
the	the	dt	the	the	0
Effects	Effects	n2	Effects	effect	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Causes	Causes	n2	Causes	cause	0
;	;	;	;	;	0
Infallibly	Infallibly	av-j	Infallibly	infallible	0
certain	certain	j	certain	certain	0
,	,	,	,	,	0
because	because	c-acp	because	because	0
the	the	dt	the	the	0
Justice	Justice	n1	Justice	justice	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
Almighty	Almighty	np1	Almighty	Almighty	0
is	is	vbz	is	be	0
such	such	d	such	such	0
,	,	,	,	,	0
that	that	cst	that	that	0
he	he	pns31	he	he	0
must	must	vmb	must	must	0
bring	bring	vvi	bring	bring	0
reward	reward	n1	reward	reward	0
upon	upon	p-acp	upon	upon	0
all	all	d	all	all	0
according	according	vvg	according	accord	0
to	to	p-acp	to	to	0
their	their	po32	their	their	0
deeds	deeds	n2	deeds	deed	0
,	,	,	,	,	0
and	and	cc	and	and	0
his	his	po31	his	his	0
Justice	Justice	n1	Justice	justice	0
cannot	cannot	vmbx	cannot	can	0
be	be	vbi	be	be	0
diverted	diverted	vvn	diverted	divert	0
:	:	:	:	:	0
But	But	cc-acp	But	but	0
if	if	cs	if	if	0
ye	ye	pn22	you	you	0
permit	permit	vvb	permit	permit	0
free	free	j	free	free	0
Liberty	Liberty	n1	Liberty	liberty	0
of	of	pp-f	of	of	0
Conscience	Conscience	n1	Conscience	conscience	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
exercise	exercise	n1	exercise	exercise	0
of	of	pp-f	of	of	0
godli	godli	j	godly	godly	0
∣	∣	sy	∣	∣	0
nesse	nesse	n1	ness	ness	0
in	in	p-acp	in	in	0
Faith	Faith	n1	Faith	faith	0
and	and	cc	and	and	0
Worship	Worship	n1	Worship	worship	0
,	,	,	,	,	0
unto	unto	p-acp	unto	unto	0
all	all	d	all	all	0
people	people	n1	people	people	0
under	under	p-acp	under	under	0
your	your	po22	your	your	0
Power	Power	n1	Power	power	0
,	,	,	,	,	0
then	then	av	then	then	0
shall	shall	vmb	shall	shall	0
Peace	Peace	n1	Peace	peace	0
and	and	cc	and	and	0
Prosperity	Prosperity	n1	Prosperity	prosperity	0
be	be	vbb	be	be	0
unto	unto	p-acp	unto	unto	0
you	you	pn22	you	you	0
,	,	,	,	,	0
according	according	vvg	according	accord	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
purpose	purpose	n1	purpose	purpose	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
:	:	:	:	:	0
But	But	cc-acp	But	but	0
if	if	cs	if	if	0
ye	ye	pn22	you	you	0
impose	impose	vvb	impose	impose	0
upon	upon	p-acp	upon	upon	0
Conscience	Conscience	n1	Conscience	conscience	0
in	in	p-acp	in	in	0
any	any	d	any	any	0
wise	wise	n1	wise	wise	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
force	force	n1	force	force	0
in	in	p-acp	in	in	0
Religious	Religious	j	Religious	religious	0
matters	matters	n2	matters	matter	0
,	,	,	,	,	0
&	&	cc	&	and	0
will	will	vmb	will	will	0
not	not	xx	not	not	0
be	be	vbi	be	be	0
instructed	instructed	vvn	instructed	instruct	0
and	and	cc	and	and	0
advised	advised	vvn	advised	advise	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
con	con	fw-mi	con	con	0
∣	∣	sy	∣	∣	0
trary	trary	vvi	trary	trary	0
,	,	,	,	,	0
then	then	av	then	then	0
shall	shall	vmb	shall	shall	0
misery	misery	n1	misery	misery	0
and	and	cc	and	and	0
destruction	destruction	n1	destruction	destruction	0
certainly	certainly	av-j	certainly	certain	0
be	be	vbi	be	be	0
unto	unto	p-acp	unto	unto	0
you	you	pn22	you	you	0
,	,	,	,	,	0
accor	accor	n1	accor	accor	0
∣	∣	sy	∣	∣	0
ding	ding	uh	ding	ding	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Justice	Justice	n1	Justice	justice	0
of	of	pp-f	of	of	0
God's	God's	npg1	God's	God	0
Vengeance	Vengeance	n1	Vengeance	vengeance	0
.	.	.	.	.	1
These	These	np1	These	Theise	0
things	things	n2	things	thing	0
are	are	vbr	are	be	0
so	so	av	so	so	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
a	a	dt	a	a	0
Ser	Ser	zz	Ser	ser	0
∣	∣	sy	∣	∣	0
vant	vant	n1	vant	vaunt	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
I	I	pns11	I	i	0
present	present	vvb	present	present	0
them	them	pno32	them	they	0
to	to	p-acp	to	to	0
you	you	pn22	you	you	0
,	,	,	,	,	0
and	and	cc	and	and	0
not	not	xx	not	not	0
upon	upon	p-acp	upon	upon	0
fiction	fiction	n1	fiction	fiction	0
or	or	cc	or	or	0
fancy	fancy	n1	fancy	fancy	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
as	as	c-acp	as	as	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
received	received	vvn	received	receive	0
them	them	pno32	them	they	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
God	God	np1	God	God	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
his	his	po31	his	his	0
Spirit	Spirit	n1	Spirit	spirit	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
sig	sig	n1	sig	sig	0
∣	∣	sy	∣	∣	0
nifies	nifies	vvz	nifies	nify	0
the	the	dt	the	the	0
verity	verity	n1	verity	verity	0
and	and	cc	and	and	0
certainty	certainty	n1	certainty	certainty	0
of	of	pp-f	of	of	0
these	these	d	these	these	0
things	things	n2	things	thing	0
in	in	p-acp	in	in	0
my	my	po11	my	my	0
soul	soul	n1	soul	soul	0
.	.	.	.	.	1
Friends	Friends	ng1	Friends	friend	0
,	,	,	,	,	0
Doubt	Doubt	vvb	Doubt	doubt	0
not	not	xx	not	not	0
of	of	pp-f	of	of	0
these	these	d	these	these	0
things	things	n2	things	thing	0
;	;	;	;	;	0
for	for	c-acp	for	for	0
verily	verily	av-j	verily	very	0
the	the	dt	the	the	0
time	time	n1	time	time	0
is	is	vbz	is	be	0
at	at	p-acp	at	at	0
hand	hand	n1	hand	hand	0
,	,	,	,	,	0
and	and	cc	and	and	0
it	it	pn31	it	it	0
must	must	vmb	must	must	0
surely	surely	av-j	surely	sure	0
come	come	vvi	come	come	0
to	to	pc-acp	to	to	0
pass	pass	vvi	pass	pass	0
,	,	,	,	,	0
my	my	po11	my	my	0
Spirit	Spirit	n1	Spirit	spirit	0
shall	shall	vmb	shall	shall	0
see	see	vvi	see	see	0
it	it	pn31	it	it	0
,	,	,	,	,	0
and	and	cc	and	and	0
rejoice	rejoice	vvb	rejoice	rejoice	0
therein	therein	av	therein	therein	0
,	,	,	,	,	0
if	if	cs	if	if	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
body	body	n1	body	body	0
I	I	pns11	I	i	0
may	may	vmb	may	may	0
not	not	xx	not	not	0
behold	behold	vvi	behold	behold	0
it	it	pn31	it	it	0
,	,	,	,	,	0
That	That	cst	That	that	0
imposing	imposing	vvg	imposing	impose	0
and	and	cc	and	and	0
forcing	forcing	vvg	forcing	force	0
of	of	pp-f	of	of	0
Con	Con	np1	Con	Con	0
∣	∣	sy	∣	∣	0
science	science	n1	science	science	0
by	by	p-acp	by	by	0
Laws	Laws	n2	Laws	law	0
and	and	cc	and	and	0
Ordinances	Ordinances	n2	Ordinances	ordinance	0
of	of	pp-f	of	of	0
Men	Men	n2	Men	man	0
,	,	,	,	,	0
upon	upon	p-acp	upon	upon	0
penalties	penalties	n2	penalties	penalty	0
on	on	p-acp	on	on	0
mens	mens	ng2	men's	man	0
Persons	Persons	n2	Persons	person	0
and	and	cc	and	and	0
Estates	Estates	n2	Estates	estate	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
Religious	Religious	j	Religious	religious	0
matters	matters	n2	matters	matter	0
,	,	,	,	,	0
shall	shall	vmb	shall	shall	0
be	be	vbi	be	be	0
expunged	expunged	vvd	expunged	expunge	0
,	,	,	,	,	0
sub	sub	fw-la	sub	sub	0
∣	∣	sy	∣	∣	0
dued	dued	j	dued	dued	0
and	and	cc	and	and	0
abandoned	abandoned	vvn	abandoned	abandon	0
in	in	p-acp	in	in	0
these	these	d	these	these	0
Nations	Nations	n2	Nations	nation	0
&	&	cc	&	and	0
Kingdoms	Kingdoms	n2	Kingdoms	kingdom	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
world	world	n1	world	world	0
,	,	,	,	,	0
and	and	cc	and	and	0
it	it	pn31	it	it	0
shall	shall	vmb	shall	shall	0
be	be	vbi	be	be	0
no	no	dx	no	no	0
more	more	av-dc	more	more	0
:	:	:	:	:	0
But	But	cc-acp	But	but	0
Liberty	Liberty	n1	Liberty	liberty	0
,	,	,	,	,	0
Liberty	Liberty	n1	Liberty	liberty	0
shall	shall	vmb	shall	shall	0
be	be	vbi	be	be	0
re-planted	re-planted	vvn	replanted	replant	0
,	,	,	,	,	0
embraced	embraced	vvn	embraced	embrace	0
and	and	cc	and	and	0
renowned	renowned	vvn	renowned	renown	0
amongst	amongst	p-acp	among	among	0
men	men	n2	men	man	0
,	,	,	,	,	0
and	and	cc	and	and	0
Truth	Truth	n1	Truth	truth	0
and	and	cc	and	and	0
Righteous	Righteous	j	Righteous	righteous	0
∣	∣	sy	∣	∣	0
ness	ness	n1	ness	ness	0
,	,	,	,	,	0
Mercy	Mercy	n1	Mercy	mercy	0
and	and	cc	and	and	0
Peace	Peace	n1	Peace	peace	0
,	,	,	,	,	0
True	True	j	True	true	0
Liberty	Liberty	n1	Liberty	liberty	0
and	and	cc	and	and	0
Freedom	Freedom	n1	Freedom	freedom	0
,	,	,	,	,	0
Justice	Justice	n1	Justice	justice	0
and	and	cc	and	and	0
true	true	j	true	true	0
Judgement	Judgement	n1	Judgement	judgement	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
all	all	d	all	all	0
the	the	dt	the	the	0
Causes	Causes	n2	Causes	cause	0
and	and	cc	and	and	0
Effects	Effects	n2	Effects	effect	0
thereof	thereof	av	thereof	thereof	0
shall	shall	vmb	shall	shall	0
flou	flou	fw-fr	flou	flou	0
∣	∣	sy	∣	∣	0
rish	rish	zf	rish	rich	0
,	,	,	,	,	0
and	and	cc	and	and	0
grow	grow	vvi	grow	grow	0
,	,	,	,	,	0
and	and	cc	and	and	0
prosper	prosper	vvi	prosper	prosper	0
on	on	p-acp	on	on	0
the	the	dt	the	the	0
Earth	Earth	n1	Earth	earth	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
contrary	contrary	n-jn	contrary	contrary	0
shall	shall	vmb	shall	shall	0
fall	fall	vvi	fallen	fall	0
,	,	,	,	,	0
and	and	cc	and	and	0
rise	rise	vvb	rise	rise	0
no	no	av-dx	no	no	0
more	more	av-dc	more	more	0
.	.	.	.	.	1
This	This	d	This	this	0
Day	Day	n1	Day	day	0
is	is	vbz	is	be	0
drawing	drawing	vvg	drawing	draw	0
nigh	nigh	av-j	nigh	nigh	0
,	,	,	,	,	0
it's	it's	pn31|vbz	it's	it|be	0
at	at	p-acp	at	at	0
the	the	dt	the	the	0
door	door	n1	door	door	0
,	,	,	,	,	0
blessed	blessed	vvn	blessed	bless	0
are	are	vbr	are	be	0
they	they	pns32	they	they	0
that	that	cst	that	that	0
are	are	vbr	are	be	0
prepared	prepared	vvn	prepared	prepare	0
for	for	p-acp	for	for	0
it	it	pn31	it	it	0
:	:	:	:	:	0
Wherefore	Wherefore	c-crq	Wherefore	wherefore	0
let	let	vvb	let	let	0
all	all	d	all	all	0
flesh	flesh	n1	flesh	flesh	0
hear	hear	vvi	hear	hear	0
and	and	cc	and	and	0
fear	fear	vvi	fear	fear	0
,	,	,	,	,	0
bow	bow	vvb	bow	bow	0
and	and	cc	and	and	0
tremble	tremble	vvi	tremble	tremble	0
;	;	;	;	;	0
and	and	cc	and	and	0
let	let	vvb	let	let	0
the	the	dt	the	the	0
hearts	hearts	n2	hearts	heart	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Righteous	Righteous	j	Righteous	righteous	0
re	re	zz	re	re	0
∣	∣	sy	∣	∣	0
joice	joice	n1	joice	joice	0
and	and	cc	and	and	0
be	be	vbi	be	be	0
