Erected	Erected	vvn	Erected	erect	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
World	World	n1	World	world	0
,	,	,	,	,	0
That	That	cst	That	that	0
as	as	c-acp	as	as	0
Scotland	Scotland	np1	Scotland	Scotland	0
cometh	cometh	vvz	comes	come	0
short	short	j	short	short	0
of	of	pp-f	of	of	0
few	few	d	few	few	0
Kingdoms	Kingdoms	n2	Kingdoms	kingdom	0
for	for	p-acp	for	for	0
producing	producing	vvg	producing	produce	0
of	of	pp-f	of	of	0
Spirits	Spirits	n2	Spirits	spirit	0
capable	capable	j	capable	capable	0
of	of	pp-f	of	of	0
any	any	d	any	any	0
Art	Art	n1	Art	art	0
or	or	cc	or	or	0
Science	Science	n1	Science	science	0
,	,	,	,	,	0
so	so	av	so	so	0
she	she	pns31	she	she	0
will	will	vmb	will	will	0
be	be	vbi	be	be	0
behind	behind	p-acp	behind	behind	0
none	none	pix	none	none	0
in	in	p-acp	in	in	0
advancing	advancing	vvg	advancing	advance	0
the	the	dt	the	the	0
Noble	Noble	j	Noble	noble	0
Art	Art	n1	Art	art	0
of	of	pp-f	of	of	0
Defence	Defence	n1	Defence	defence	0
,	,	,	,	,	0
and	and	cc	and	and	0
training	training	vvg	training	train	0
up	up	a-acp	up	up	0
of	of	pp-f	of	of	0
Swordmen	Swordmen	n2	Swordmen	swordman	0
both	both	av-d	both	both	0
to	to	pc-acp	to	to	0
defend	defend	vvi	defend	defend	0
It	It	pn31	It	it	0
and	and	cc	and	and	0
their	their	po32	their	their	0
Countrey	Countrey	n1	Country	country	0
,	,	,	,	,	0
when	when	c-crq	when	when	0
a	a	dt	a	a	0
fit	fit	j	fit	fit	0
occasion	occasion	n1	occasion	occasion	0
shall	shall	vmb	shall	shall	0
offer	offer	vvi	offer	offer	0
.	.	.	.	.	1
In	In	p-acp	In	in	0
doing	doing	vdg	doing	do	0
which	which	r-crq	which	which	0
You	You	pn22	You	you	0
will	will	vmb	will	will	0
not	not	xx	not	not	0
only	only	av-j	only	only	0
reap	reap	vvi	reap	reap	0
the	the	dt	the	the	0
Advantage	Advantage	n1	Advantage	advantage	0
and	and	cc	and	and	0
Benefit	Benefit	n1	Benefit	benefit	0
Your	Your	po22	Your	your	0
selves	selves	n2	selves	self	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
also	also	av	also	also	0
be	be	vbi	be	be	0
an	an	dt	and	a	0
Honour	Honour	n1	Honour	honour	0
to	to	p-acp	to	to	0
Your	Your	po22	Your	your	0
Nation	Nation	n1	Nation	nation	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
that	that	cst	that	that	0
it	it	pn31	it	it	0
may	may	vmb	may	may	0
for	for	p-acp	for	for	0
ever	ever	av	ever	ever	0
flourish	flourish	vvi	flourish	flourish	0
and	and	cc	and	and	0
be	be	vbi	be	be	0
Fa	Fa	uh	Fa	fa	0
∣	∣	sy	∣	∣	0
mous	mous	j	mous	mous	0
for	for	c-acp	for	for	0
Sword-men	Sword-men	n2	Swordmen	swordman	0
,	,	,	,	,	0
shall	shall	vmb	shall	shall	0
still	still	av	still	still	0
be	be	vbi	be	be	0
the	the	dt	the	the	0
desire	desire	n1	desire	desire	0
and	and	cc	and	and	0
hearty	hearty	j	hearty	hearty	0
wish	wish	n1	wish	wish	0
of	of	pp-f	of	of	0
,	,	,	,	,	0
GENTLEMEN	GENTLEMEN	n2	GENTLEMEN	gentleman	0
,	,	,	,	,	1
