PLutarch	PLutarch	ng1	PLutarch	plutarch	0
the	the	dt	the	the	0
land	land	n1	land	land	0
that	that	cst	that	that	0
now	now	av	now	now	0
they	they	pns32	they	they	0
were	were	vbdr	were	be	0
at	at	p-acp	at	at	0
againe	againe	av	again	again	0
.	.	.	.	.	1
VVhich	VVhich	r-crq	Which	which	0
assertion	assertion	n1	assertion	assertion	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
being	being	vbg	being	be	0
reiected	reiected	vvn	rejected	reject	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
a	a	dt	a	a	0
thing	thing	n1	thing	thing	0
impossible	impossible	j	impossible	impossible	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
all	all	d	all	all	0
those	those	d	those	those	0
of	of	pp-f	of	of	0
skill	skill	n1	skill	skill	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
company	company	n1	company	company	0
,	,	,	,	,	0
and	and	cc	and	and	0
especially	especially	av-j	especially	especial	0
by	by	p-acp	by	by	0
Sir	Sir	n1	Sir	sir	0
Francis	Francis	np1	Francis	Francis	0
himselfe	himselfe	px31	himself	himself	0
not	not	xx	not	not	0
without	without	a-acp	without	without	0
reprochfull	reprochfull	j	reproachful	reproachful	0
wordes	wordes	n2	words	word	0
;	;	;	;	;	0
he	he	pns31	he	he	0
still	still	j	still	still	0
per	per	fw-la	per	per	0
∣	∣	sy	∣	∣	0
seuered	seuered	vvn	severed	sever	0
therein	therein	av	therein	therein	0
,	,	,	,	,	0
and	and	cc	and	and	0
assured	assured	vvd	assured	assure	0
them	them	pno32	them	they	0
,	,	,	,	,	0
that	that	cst	that	that	0
vpon	vpon	p-acp	upon	upon	0
his	his	po31	his	his	0
life	life	n1	life	life	0
they	they	pns32	they	they	0
should	should	vmd	should	shall	0
finde	finde	vvi	find	find	0
it	it	pn31	it	it	0
so	so	av	so	so	0
:	:	:	:	:	0
like	like	av-j	like	like	0
as	as	c-acp	as	as	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
ende	ende	n1	end	end	0
they	they	pns32	they	they	0
did	did	vdd	did	do	0
.	.	.	.	.	1
This	This	d	This	this	0
coulde	coulde	vmd	could	can	0
he	he	pns31	he	he	0
neuer	neuer	av-x	never	never	0
haue	haue	vhi	have	have	0
done	done	vdn	done	do	0
without	without	p-acp	without	without	0
his	his	po31	his	his	0
know	know	zz	know	know	0
∣	∣	sy	∣	∣	0
ledge	ledge	n1	ledge	ledge	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Variation	Variation	n1	Variation	variation	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Compasse	Compasse	n1	Compass	compass	0
;	;	;	;	;	0
as	as	c-acp	as	as	0
the	the	dt	the	the	0
partie	partie	n1	party	party	0
himselfe	himselfe	px31	himself	himself	0
more	more	av-dc	more	more	0
then	then	av	then	then	0
once	once	a-acp	once	once	0
with	with	p-acp	with	with	0
great	great	j	great	great	0
earnestnesse	earnestnesse	n1	earnestness	earnestness	0
hath	hath	vhz	hath	have	0
protested	protested	vvn	protested	protest	0
vnto	vnto	p-acp	unto	unto	0
me	me	pno11	me	i	0
in	in	p-acp	in	in	0
conference	conference	n1	conference	conference	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
haue	haue	vhb	have	have	0
had	had	vhn	had	have	0
with	with	p-acp	with	with	0
him	him	pno31	him	he	0
concerning	concerning	vvg	concerning	concern	0
those	those	d	those	those	0
matters	matters	n2	matters	matter	0
.	.	.	.	.	1
Yea	Yea	uh	Yea	yea	0
besides	besides	p-acp	beside	beside	0
the	the	dt	the	the	0
particu	particu	n1	particu	particu	0
∣	∣	sy	∣	∣	0
lar	lar	n1	lar	lar	0
knowledge	knowledge	n1	knowledge	knowledge	0
of	of	pp-f	of	of	0
Places	Places	n2	Places	place	0
,	,	,	,	,	0
the	the	dt	the	the	0
expert	expert	j	expert	expert	0
Nauigator	Nauigator	n1	Navigator	navigator	0
stan	stan	fw-mi	stan	stan	0
∣	∣	sy	∣	∣	0
deth	deth	n1	death	death	0
in	in	p-acp	in	in	0
great	great	j	great	great	0
hope	hope	n1	hope	hope	0
hereby	hereby	av	hereby	hereby	0
to	to	pc-acp	to	to	0
attaine	attaine	vvi	attain	attain	0
vnto	vnto	p-acp	unto	unto	0
good	good	j	good	good	0
helpes	helpes	n2	helps	help	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
finding	finding	n-vvg	finding	find	0
of	of	pp-f	of	of	0
Longitudes	Longitudes	n2	Longitudes	longitude	0
,	,	,	,	,	0
and	and	cc	and	and	0
according	according	vvg	according	accord	0
vnto	vnto	p-acp	unto	unto	0
the	the	dt	the	the	0
Poet	Poet	n1	Poet	poet	0
,	,	,	,	,	0
Non	Non	fw-fr	Non	non	0
fumum	fumum	fw-la	fumum	fumum	0
ex	ex	fw-la	ex	ex	0
fulgore	fulgore	uh	fulgore	fulgore	0
,	,	,	,	,	0
sed	sed	fw-la	sed	sed	0
ex	ex	fw-la	ex	ex	0
fumo	fumo	fw-la	fumo	fumo	0
dare	dare	vvb	dare	dare	0
lucem	lucem	fw-la	lucem	lucem	0
Cogitat	Cogitat	fw-la	Cogitat	cogitat	0
:	:	:	:	:	0
vt	vt	fw-la	vt	ut	0
speciosa	speciosa	fw-la	speciosa	speciosa	0
dehinc	dehinc	fw-la	dehinc	dehinc	0
miracula	miracula	fw-la	miracula	miracula	0
promat	promat	fw-la	promat	promat	0
.	.	.	.	.	1
But	But	p-acp	But	but	0
this	this	d	this	this	0
is	is	vbz	is	be	0
a	a	dt	a	a	0
matter	matter	n1	matter	matter	0
somewhat	somewhat	av	somewhat	somewhat	0
daintie	daintie	j	dainty	dainty	0
among	among	p-acp	among	among	0
the	the	dt	the	the	0
chiefest	chiefest	js-jn	chiefest	chief	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
:	:	:	:	:	0
As	As	c-acp	As	as	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
rest	rest	n1	rest	rest	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
all	all	d	all	all	0
their	their	po32	their	their	0
conclusi	conclusi	n1	conclusi	conclusi	0
∣	∣	sy	∣	∣	0
ons	ons	pp-f|pno12	ons	of|we	0
about	about	p-acp	about	about	0
the	the	dt	the	the	0
Variation	Variation	n1	Variation	variation	0
,	,	,	,	,	0
they	they	pns32	they	they	0
may	may	vmb	may	may	0
as	as	c-acp	as	as	0
yet	yet	av	yet	yet	0
(	(	(	(	(	0
for	for	c-acp	for	for	0
all	all	d	all	all	0
their	their	po32	their	their	0
faire	faire	j	fair	fair	0
shewes	shewes	n2	shows	show	0
)	)	)	)	)	0
be	be	vbb	be	be	0
well	well	av	well	well	0
likened	likened	vvn	likened	liken	0
vnto	vnto	p-acp	unto	unto	0
Chapmen	Chapmen	n2	Chapmen	chapman	0
,	,	,	,	,	0
that	that	cst	that	that	0
are	are	vbr	are	be	0
merchandizing	merchandizing	vvg	merchandizing	merchandize	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
skinne	skinne	n1	skin	skin	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
wilde	wilde	j	wild	wild	0
beast	beast	n1	beast	beast	0
,	,	,	,	,	0
before	before	p-acp	before	before	0
the	the	dt	the	the	0
beast	beast	n1	beast	beast	0
be	be	vbb	be	be	0
taken	taken	vvn	taken	take	0
.	.	.	.	.	1
The	The	dt	The	the	0
great	great	j	great	great	0
necessitie	necessitie	n1	necessity	necessity	0
hereof	hereof	av	hereof	hereof	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
singular	singular	j	singular	singular	0
loue	loue	n1	love	love	0
that	that	cst	that	that	0
for	for	p-acp	for	for	0
many	many	d	many	many	0
yeres	yeres	n2	years	year	0
I	I	pns11	I	i	0
haue	haue	vhb	have	have	0
borne	borne	vvn	born	bear	0
to	to	p-acp	to	to	0
that	that	d	that	that	0
laudable	laudable	j	laudable	laudable	0
fa	fa	zz	fa	fa	0
∣	∣	sy	∣	∣	0
cultie	cultie	n1	cultie	cultie	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
industrious	industrious	j	industrious	industrious	0
practisers	practisers	n2	practisers	practiser	0
thereof	thereof	av	thereof	thereof	0
,	,	,	,	,	0
hath	hath	vhz	hath	have	0
at	at	p-acp	at	at	0
length	length	n1	length	length	0
perswaded	perswaded	vvd	persuaded	persuade	0
me	me	pno11	me	i	0
,	,	,	,	,	0
not	not	xx	not	not	0
onely	onely	av-j	only	only	0
to	to	pc-acp	to	to	0
contriue	contriue	vvi	contrive	contrive	0
certaine	certaine	j	certain	certain	0
Instruments	Instruments	n2	Instruments	instrument	0
fitted	fitted	vvn	fitted	fit	0
for	for	p-acp	for	for	0
sundry	sundry	j	sundry	sundry	0
their	their	po32	their	their	0
purposes	purposes	n2	purposes	purpose	0
,	,	,	,	,	0
and	and	cc	and	and	0
espe	espe	fw-fr	espe	espe	0
∣	∣	sy	∣	∣	0
cially	cially	av-j	cially	cial	0
for	for	p-acp	for	for	0
taking	taking	vvg	taking	take	0
the	the	dt	the	the	0
Variation	Variation	n1	Variation	variation	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Compasse	Compasse	n1	Compass	compass	0
;	;	;	;	;	0
but	but	cc-acp	but	but	0
also	also	av	also	also	0
to	to	pc-acp	to	to	0
set	set	vvi	set	set	0
foorth	foorth	av	forth	forth	0
diuers	diuers	j	diverse	diverse	0
other	other	j-jn	other	other	0
principall	principall	j-jn	principal	principal	0
vses	vses	n2	uses	use	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
,	,	,	,	,	0
together	together	av	together	together	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
Descriptions	Descriptions	n2	Descriptions	description	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Instruments	Instruments	n2	Instruments	instrument	0
themselues	themselues	px32	themselves	themselves	0
.	.	.	.	.	1
All	All	av-d	All	all	0
which	which	r-crq	which	which	0
I	I	pns11	I	i	0
doe	doe	vdb	do	do	0
the	the	dt	the	the	0
rather	rather	av-c	rather	rather	0
Dedicate	Dedicate	j	Dedicate	dedicate	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
Honorable	Honorable	j	Honourable	honourable	0
Lordship	Lordship	n1	Lordship	lordship	0
,	,	,	,	,	0
both	both	av-d	both	both	0
in	in	p-acp	in	in	0
regard	regard	n1	regard	regard	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
pri	pri	zz	pri	pri	0
∣	∣	sy	∣	∣	0
uate	uate	vvb	vate	vate	0
duetie	duetie	n1	duty	duty	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
also	also	av	also	also	0
of	of	pp-f	of	of	0
an	an	dt	and	a	0
earnest	earnest	j	earnest	earnest	0
desire	desire	n1	desire	desire	0
to	to	pc-acp	to	to	0
doe	doe	vdi	do	do	0
them	them	pno32	them	they	0
the	the	dt	the	the	0
more	more	av-dc	more	more	0
good	good	j	good	good	0
:	:	:	:	:	0
who	who	r-crq	who	who	0
by	by	p-acp	by	by	0
that	that	d	that	that	0
meanes	meanes	n2	means	mean	0
(	(	(	(	(	0
I	I	pns11	I	i	0
am	am	vbm	am	be	0
right	right	av-jn	right	right	0
sure	sure	j	sure	sure	0
)	)	)	)	)	0
will	will	vmb	will	will	0
the	the	dt	the	the	0
sooner	sooner	av-c	sooner	soon	0
be	be	vbi	be	be	0
induced	induced	vvn	induced	induce	0
to	to	pc-acp	to	to	0
peruse	peruse	vvi	peruse	peruse	0
these	these	d	these	these	0
short	short	j	short	short	0
Treatises	Treatises	n2	Treatises	treatise	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
more	more	av-dc	more	more	0
willingnesse	willingnesse	n1	willingness	willingness	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
consider	consider	vvi	consider	consider	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
lesse	lesse	av-dc	less	less	0
preiudice	preiudice	n1	prejudice	prejudice	0
.	.	.	.	.	1
So	So	av	So	so	0
that	that	cst	that	that	0
my	my	po11	my	my	0
good	good	j	good	good	0
hope	hope	n1	hope	hope	0
is	is	vbz	is	be	0
,	,	,	,	,	0
fewe	fewe	d	few	few	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
will	will	vmb	will	will	0
be	be	vbi	be	be	0
founde	founde	vvn	found	find	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
whom	whom	ro-crq	whom	who	0
reason	reason	n1	reason	reason	0
shall	shall	vmb	shall	shall	0
haue	haue	vhi	have	have	0
so	so	av	so	so	0
weake	weake	j	weak	weak	0
ankerhold	ankerhold	vvb	ankerhold	ankerhold	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
to	to	pc-acp	to	to	0
thinke	thinke	vvi	think	think	0
that	that	cst	that	that	0
a	a	dt	a	a	0
man	man	n1	man	man	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
pro	pro	fw-la	pro	pro	0
∣	∣	sy	∣	∣	0
fession	fession	n1	fession	fession	0
would	would	vmd	would	will	0
seeme	seeme	vvi	seem	seem	0
to	to	pc-acp	to	to	0
intrude	intrude	vvi	intrude	intrude	0
himselfe	himselfe	px31	himself	himself	0
into	into	p-acp	into	into	0
the	the	dt	the	the	0
my	my	po11	my	my	0
∣	∣	sy	∣	∣	0
steries	steries	n2	steries	stery	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
Arte	Arte	n1	Art	art	0
;	;	;	;	;	0
and	and	cc	and	and	0
especially	especially	av-j	especially	especial	0
belonging	belonging	vvg	belonging	belong	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
Lordship	Lordship	n1	Lordship	lordship	0
,	,	,	,	,	0
durst	durst	vvd	durst	dare	0
offer	offer	n1	offer	offer	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
viewe	viewe	n1	view	view	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
world	world	n1	world	world	0
vnder	vnder	p-acp	under	under	0
your	your	po22	your	your	0
Lordships	Lordships	ng1	Lordship's	lordship	0
name	name	n1	name	name	0
,	,	,	,	,	0
any	any	d	any	any	0
thing	thing	n1	thing	thing	0
that	that	cst	that	that	0
he	he	pns31	he	he	0
knewe	knewe	vvd	knew	know	0
not	not	xx	not	not	0
as	as	p-acp	as	as	0
∣	∣	sy	∣	∣	0
suredly	suredly	av-vvn	suredly	sure	0
to	to	pc-acp	to	to	0
stand	stand	vvi	stand	stand	0
grounded	grounded	vvn	grounded	ground	0
vpon	vpon	p-acp	upon	upon	0
infallible	infallible	j	infallible	infallible	0
certainetie	certainetie	n1	certainty	certainty	0
of	of	pp-f	of	of	0
trueth	trueth	n1	truth	truth	0
.	.	.	.	.	1
Touching	Touching	vvg	Touching	touch	0
experience	experience	n1	experience	experience	0
in	in	p-acp	in	in	0
these	these	d	these	these	0
matters	matters	n2	matters	matter	0
,	,	,	,	,	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
selfe	selfe	n1	self	self	0
I	I	pns11	I	i	0
haue	haue	vhb	have	have	0
none	none	pix	none	none	0
:	:	:	:	:	0
For	For	c-acp	For	for	0
,	,	,	,	,	0
(	(	(	(	(	0
besides	besides	p-acp	beside	beside	0
the	the	dt	the	the	0
diuersitie	diuersitie	n1	diversity	diversity	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
calling	calling	n-vvg	calling	call	0
,	,	,	,	,	0
)	)	)	)	)	0
by	by	p-acp	by	by	0
naturall	naturall	j	natural	natural	0
constitution	constitution	n1	constitution	constitution	0
of	of	pp-f	of	of	0
body	body	n1	body	body	0
,	,	,	,	,	0
euen	euen	av	even	even	0
when	when	c-crq	when	when	0
I	I	pns11	I	i	0
was	was	vbds	was	be	0
yong	yong	j	young	young	0
and	and	cc	and	and	0
strongest	strongest	js	strongest	strong	0
,	,	,	,	,	0
I	I	pns11	I	i	0
altogether	altogether	av	altogether	altogether	0
abhorred	abhorred	vvd	abhorred	abhor	0
the	the	dt	the	the	0
Sea	Sea	n1	Sea	sea	0
:	:	:	:	:	0
howbeit	howbeit	a-acp	howbeit	howbeit	0
,	,	,	,	,	0
that	that	cst	that	that	0
antipathie	antipathie	n1	antipathy	antipathy	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
body	body	n1	body	body	0
against	against	p-acp	against	against	0
(	(	(	(	(	0
as	as	c-acp	as	as	0
the	the	dt	the	the	0
Italian	Italian	jp	Italian	italian	0
ter	ter	zz	ter	ter	0
∣	∣	sy	∣	∣	0
med	med	vvn	med	m	0
it	it	pn31	it	it	0
)	)	)	)	)	0
so	so	av	so	so	0
barbarous	barbarous	j	barbarous	barbarous	0
an	an	dt	and	a	0
Element	Element	n1	Element	element	0
,	,	,	,	,	0
could	could	vmd	could	can	0
neuer	neuer	av-x	never	never	0
hinder	hinder	vvi	hinder	hinder	0
the	the	dt	the	the	0
sympathie	sympathie	n1	sympathy	sympathy	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
minde	minde	n1	mind	mind	0
,	,	,	,	,	0
and	and	cc	and	and	0
heartie	heartie	j	hearty	hearty	0
affection	affection	n1	affection	affection	0
tow	tow	vvi	tow	tow	0
∣	∣	sy	∣	∣	0
ards	ards	av	ards	ards	0
so	so	av	so	so	0
worthie	worthie	j	worthy	worthy	0
an	an	dt	and	a	0
Arte	Arte	n1	Art	art	0
as	as	p-acp	as	as	0
Nauigation	Nauigation	n1	Navigation	navigation	0
is	is	vbz	is	be	0
;	;	;	;	;	0
tied	tied	vvn	tied	tie	0
,	,	,	,	,	0
I	I	pns11	I	i	0
con	con	vvb	con	con	0
∣	∣	sy	∣	∣	0
fesse	fesse	vvb	fesse	fesse	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
that	that	d	that	that	0
Element	Element	n1	Element	element	0
,	,	,	,	,	0
if	if	cs	if	if	0
you	you	pn22	you	you	0
respect	respect	vvb	respect	respect	0
the	the	dt	the	the	0
outward	outward	j	outward	outward	0
toile	toile	n1	toil	toil	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
hand	hand	n1	hand	hand	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
clearely	clearely	av-j	clearly	clear	0
freed	freed	vvn	freed	free	0
therefrom	therefrom	av	therefrom	therefrom	0
,	,	,	,	,	0
if	if	cs	if	if	0
you	you	pn22	you	you	0
regard	regard	vvb	regard	regard	0
the	the	dt	the	the	0
apprehension	apprehension	n1	apprehension	apprehension	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
mind	mind	n1	mind	mind	0
:	:	:	:	:	0
And	And	cc	And	and	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
minde	minde	n1	mind	mind	0
onely	onely	av-j	only	only	0
,	,	,	,	,	0
pure	pure	j	pure	pure	0
and	and	cc	and	and	0
true	true	j	true	true	0
Arte	Arte	n1	Art	art	0
,	,	,	,	,	0
refined	refined	vvn	refined	refine	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
drosse	drosse	n1	dross	dross	0
of	of	pp-f	of	of	0
sensible	sensible	j	sensible	sensible	0
or	or	cc	or	or	0
experimentall	experimentall	j	experimental	experimental	0
knowledge	knowledge	n1	knowledge	knowledge	0
,	,	,	,	,	0
is	is	vbz	is	be	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
found	found	vvn	found	find	0
.	.	.	.	.	1
VVhich	VVhich	r-crq	Which	which	0
when	when	c-crq	when	when	0
I	I	pns11	I	i	0
perceaued	perceaued	vvd	perceived	perceive	0
must	must	vmb	must	must	0
needes	needes	av	needs	needs	0
so	so	av	so	so	0
be	be	vbi	be	be	0
,	,	,	,	,	0
and	and	cc	and	and	0
that	that	cst	that	that	0
the	the	dt	the	the	0
great	great	j	great	great	0
skill	skill	n1	skill	skill	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
Seamen	Seamen	n2	Seamen	seaman	0
was	was	vbds	was	be	0
not	not	xx	not	not	0
performed	performed	vvn	performed	perform	0
either	either	av-d	either	either	0
by	by	p-acp	by	by	0
rash	rash	j	rash	rash	0
∣	∣	sy	∣	∣	0
nesse	nesse	n1	ness	ness	0
of	of	pp-f	of	of	0
chaunce	chaunce	n1	chance	chance	0
,	,	,	,	,	0
or	or	cc	or	or	0
strangenesse	strangenesse	n1	strangeness	strangeness	0
of	of	pp-f	of	of	0
miracle	miracle	n1	miracle	miracle	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
ac	ac	fw-la	ac	ac	0
∣	∣	sy	∣	∣	0
cording	cording	vvg	cording	cord	0
to	to	p-acp	to	to	0
certaine	certaine	j	certain	certain	0
vniuersall	vniuersall	j	universal	universal	0
precepts	precepts	n2	precepts	precept	0
or	or	cc	or	or	0
documents	documents	n2	documents	document	0
,	,	,	,	,	0
deriued	deriued	vvn	derived	derive	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
fountaines	fountaines	n2	fountains	fountain	0
Mathematicall	Mathematicall	j	Mathematical	mathematical	0
,	,	,	,	,	0
being	being	vbg	being	be	0
the	the	dt	the	the	0
substance	substance	n1	substance	substance	0
of	of	pp-f	of	of	0
that	that	d	that	that	0
Arte	Arte	n1	Art	art	0
;	;	;	;	;	0
so	so	av	so	so	0
farre	farre	av-j	far	far	0
as	as	c-acp	as	as	0
the	the	dt	the	the	0
studies	studies	n2	studies	study	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
profession	profession	n1	profession	profession	0
,	,	,	,	,	0
and	and	cc	and	and	0
other	other	n-jn	other	other	0
my	my	po11	my	my	0
necessary	necessary	j	necessary	necessary	0
affaires	affaires	n2	affairs	affair	0
would	would	vmd	would	will	0
per	per	fw-la	per	per	0
∣	∣	sy	∣	∣	0
mit	mit	fw-fr	mit	mit	0
,	,	,	,	,	0
I	I	pns11	I	i	0
endeuoured	endeuoured	vvd	endeavoured	endeavour	0
by	by	p-acp	by	by	0
little	little	j	little	little	0
and	and	cc	and	and	0
little	little	j	little	little	0
to	to	pc-acp	to	to	0
vnderstande	vnderstande	vvi	understand	understand	0
somewhat	somewhat	av	somewhat	somewhat	0
thereof	thereof	av	thereof	thereof	0
:	:	:	:	:	0
And	And	cc	And	and	0
that	that	cst	that	that	0
which	which	r-crq	which	which	0
I	I	pns11	I	i	0
thus	thus	av	thus	thus	0
learned	learned	j	learned	learned	0
by	by	p-acp	by	by	0
speculation	speculation	n1	speculation	speculation	0
,	,	,	,	,	0
I	I	pns11	I	i	0
haue	haue	vhb	have	have	0
conferred	conferred	vvn	conferred	confer	0
off	off	a-acp	off	off	0
with	with	p-acp	with	with	0
some	some	d	some	some	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
skilfullest	skilfullest	js	skilfullest	skilful	0
Nauigators	Nauigators	n2	Navigators	navigator	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
Land	Land	n1	Land	land	0
;	;	;	;	;	0
with	with	p-acp	with	with	0
such	such	d	such	such	0
as	as	c-acp	as	as	0
haue	haue	vhb	have	have	0
bin	bin	vbn	been	be	0
principall	principall	j-jn	principal	principal	0
Actors	Actors	n2	Actors	actor	0
in	in	p-acp	in	in	0
our	our	po12	our	our	0
furthest	furthest	js	furthest	further	0
Northeast	Northeast	n1	Northeast	north-east	0
and	and	cc	and	and	0
Northwest	Northwest	av-an	Northwest	northwest	0
discoueries	discoueries	n2	discoveries	discovery	0
;	;	;	;	;	0
with	with	p-acp	with	with	0
such	such	d	such	such	0
as	as	c-acp	as	as	0
haue	haue	vhb	have	have	0
bin	bin	vbn	been	be	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
South	South	n1	South	south	0
Sea	Sea	n1	Sea	sea	0
,	,	,	,	,	0
and	and	cc	and	and	0
at	at	p-acp	at	at	0
the	the	dt	the	the	0
Cape	Cape	n1	Cape	cape	0
of	of	pp-f	of	of	0
Bona	Bona	np1	Bona	Bona	0
Speransa	Speransa	np1	Speransa	Speransa	0
;	;	;	;	;	0
and	and	cc	and	and	0
also	also	av	also	also	0
with	with	p-acp	with	with	0
Naturalists	Naturalists	n2	Naturalists	naturalist	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
East	East	n1	East	east	0
Indies	Indies	np2	Indies	Indies	0
.	.	.	.	.	1
I	I	pns11	I	i	0
haue	haue	vhb	have	have	0
ente	ente	vvn	ente	ente	0
∣	∣	sy	∣	∣	0
red	red	j-jn	read	red	0
into	into	p-acp	into	into	0
the	the	dt	the	the	0
consideration	consideration	n1	consideration	consideration	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
making	making	n-vvg	making	make	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
their	their	po32	their	their	0
Instruments	Instruments	n2	Instruments	instrument	0
,	,	,	,	,	0
together	together	av	together	together	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
maner	maner	n1	manner	manner	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
obser	obser	n1	obser	obser	0
∣	∣	sy	∣	∣	0
uation	uation	n1	uation	uation	0
by	by	p-acp	by	by	0
them	them	pno32	them	they	0
both	both	d	both	both	0
on	on	p-acp	on	on	0
Land	Land	n1	Land	land	0
and	and	cc	and	and	0
Sea	Sea	n1	Sea	sea	0
:	:	:	:	:	0
And	And	cc	And	and	0
as	as	c-acp	as	as	0
I	I	pns11	I	i	0
haue	haue	vhb	have	have	0
by	by	p-acp	by	by	0
conferring	conferring	vvg	conferring	confer	0
with	with	p-acp	with	with	0
them	them	pno32	them	they	0
from	from	p-acp	from	from	0
time	time	n1	time	time	0
to	to	p-acp	to	to	0
time	time	n1	time	time	0
learned	learned	vvd	learned	learn	0
what	what	r-crq	what	what	0
they	they	pns32	they	they	0
most	most	av-ds	most	most	0
desired	desired	vvn	desired	desire	0
and	and	cc	and	and	0
stoode	stoode	vvd	stood	stand	0
in	in	p-acp	in	in	0
greatest	greatest	js	greatest	great	0
neede	neede	n1	need	need	0
off	off	a-acp	off	off	0
so	so	av	so	so	0
framed	framed	vvd	framed	frame	0
I	I	pns11	I	i	0
mine	mine	po11	mine	my	0
instruments	instruments	n2	instruments	instrument	0
accordingly	accordingly	av-vvg	accordingly	accord	0
;	;	;	;	;	0
answe	answe	vvb	answer	answer	0
∣	∣	sy	∣	∣	0
rable	rable	n1	rabble	rabble	0
for	for	p-acp	for	for	0
all	all	d	all	all	0
purpose	purpose	n1	purpose	purpose	0
of	of	pp-f	of	of	0
practise	practise	n1	practice	practice	0
vnto	vnto	p-acp	unto	unto	0
theirs	theirs	png32	theirs	they	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
for	for	p-acp	for	for	0
commodiousnes	commodiousnes	n1	commodiousness	commodiousness	0
thereof	thereof	av	thereof	thereof	0
,	,	,	,	,	0
somewhat	somewhat	av	somewhat	somewhat	0
better	better	av-jc	better	better	0
,	,	,	,	,	0
I	I	pns11	I	i	0
doubt	doubt	vvb	doubt	doubt	0
not	not	xx	not	not	0
,	,	,	,	,	0
(	(	(	(	(	0
if	if	cs	if	if	0
sincere	sincere	j	sincere	sincere	0
triall	triall	n1	trial	trial	0
be	be	vbi	be	be	0
made	made	vvn	made	make	0
)	)	)	)	)	0
and	and	cc	and	and	0
for	for	p-acp	for	for	0
certaine	certaine	j	certain	certain	0
points	points	n2	points	point	0
of	of	pp-f	of	of	0
chiefe	chiefe	j-jn	chief	chief	0
importance	importance	n1	importance	importance	0
,	,	,	,	,	0
perfourming	perfourming	vvg	performing	perform	0
that	that	cst	that	that	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
all	all	d	all	all	0
theirs	theirs	png32	theirs	they	0
