IT	IT	pn31	IT	it	0
Popery	Popery	n1	Popery	popery	0
,	,	,	,	,	0
even	even	av	even	even	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
time	time	n1	time	time	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
Exile	Exile	n1	Exile	exile	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
hazard	hazard	n1	hazard	hazard	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
lives	lives	n2	lives	life	0
from	from	p-acp	from	from	0
Papists	Papists	njp2	Papists	papist	0
,	,	,	,	,	0
they	they	pns32	they	they	0
are	are	vbr	are	be	0
not	not	xx	not	not	0
allowed	allowed	vvn	allowed	allow	0
the	the	dt	the	the	0
name	name	n1	name	name	0
of	of	pp-f	of	of	0
true	true	j	true	true	0
Pro	Pro	np1	Pro	Pro	0
∣	∣	sy	∣	∣	0
testants	testants	n2	testants	testant	0
.	.	.	.	.	1
It	It	pn31	It	it	0
is	is	vbz	is	be	0
worth	worth	j	worth	worth	0
the	the	dt	the	the	0
relating	relating	vvg	relating	relate	0
here	here	av	here	here	0
,	,	,	,	,	0
what	what	r-crq	what	what	0
we	we	pns12	we	we	0
are	are	vbr	are	be	0
told	told	vvn	told	tell	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Excel	Excel	vvi	Excel	excel	0
∣	∣	sy	∣	∣	0
lent	lent	np1	lent	Lent	0
Bishop	Bishop	n1	Bishop	bishop	0
Bramhall	Bramhall	np1	Bramhall	Bramhall	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
Right	Right	j-jn	Right	right	0
Reverend	Reverend	n-jn	Reverend	reverend	0
Person	Person	n1	Person	person	0
who	who	r-crq	who	who	0
writes	writes	vvz	writes	write	0
his	his	po31	his	his	0
Life	Life	n1	Life	life	0
,	,	,	,	,	0
how	how	c-crq	how	how	0
that	that	d	that	that	0
during	during	p-acp	during	during	0
his	his	po31	his	his	0
Exile	Exile	n1	Exile	exile	0
,	,	,	,	,	0
intending	intending	vvg	intending	intend	0
to	to	pc-acp	to	to	0
travell	travell	vvi	travel	travel	0
into	into	p-acp	into	into	0
Spain	Spain	np1	Spain	Spain	0
,	,	,	,	,	0
because	because	c-acp	because	because	0
by	by	p-acp	by	by	0
his	his	po31	his	his	0
disputes	disputes	vvz	disputes	dispute	0
on	on	p-acp	on	on	0
the	the	dt	the	the	0
behalf	behalf	n1	behalf	behalf	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Protestant	Protestant	n1	Protestant	protestant	0
Religion	Religion	n1	Religion	religion	0
,	,	,	,	,	0
he	he	pns31	he	he	0
had	had	vhd	had	have	0
so	so	av	so	so	0
incensed	incensed	vvn	incensed	incense	0
the	the	dt	the	the	0
Papists	Papists	njp2	Papists	papist	0
in	in	p-acp	in	in	0
Flanders	Flanders	np1	Flanders	Flanders	0
,	,	,	,	,	0
that	that	cst	that	that	0
they	they	pns32	they	they	0
would	would	vmd	would	will	0
no	no	av-dx	no	no	0
longer	longer	av-jc	longer	long	0
permit	permit	vvi	permit	permit	0
him	him	pno31	him	he	0
there	there	a-acp	there	there	0
the	the	dt	the	the	0
least	least	ds	least	least	0
use	use	n1	use	use	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
Libra	Libra	np1	Libra	Libra	0
∣	∣	sy	∣	∣	0
ries	ries	vvz	rises	rise	0
,	,	,	,	,	0
the	the	dt	the	the	0
Bishops	Bishops	ng1	Bishops	bishop	0
Journey	Journey	n1	Journey	journey	0
being	being	vbg	being	be	0
known	known	vvn	known	know	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Papists	Papists	njp2	Papists	papist	0
,	,	,	,	,	0
they	they	pns32	they	they	0
sent	sent	vvd	sent	send	0
his	his	po31	his	his	0
picture	picture	n1	picture	picture	0
before	before	p-acp	before	before	0
him	him	pno31	him	he	0
into	into	p-acp	into	into	0
Spain	Spain	np1	Spain	Spain	0
,	,	,	,	,	0
that	that	cst	that	that	0
so	so	av	so	so	0
soon	soon	av	soon	soon	0
as	as	c-acp	as	as	0
the	the	dt	the	the	0
Bishop	Bishop	n1	Bishop	bishop	0
came	came	vvd	came	come	0
where	where	c-crq	where	where	0
the	the	dt	the	the	0
Inquisition	Inquisition	n1	Inquisition	inquisition	0
took	took	vvd	took	take	0
place	place	n1	place	place	0
,	,	,	,	,	0
he	he	pns31	he	he	0
was	was	vbds	was	be	0
saluted	saluted	vvn	saluted	salute	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
Woman	Woman	n1	Woman	woman	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Inn	Inn	n1	Inn	inn	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
his	his	po31	his	his	0
name	name	n1	name	name	0
;	;	;	;	;	0
he	he	pns31	he	he	0
desiring	desiring	vvg	desiring	desire	0
to	to	pc-acp	to	to	0
know	know	vvi	know	know	0
,	,	,	,	,	0
how	how	c-crq	how	how	0
she	she	pns31	she	she	0
came	came	vvd	came	come	0
by	by	p-acp	by	by	0
his	his	po31	his	his	0
name	name	n1	name	name	0
,	,	,	,	,	0
she	she	pns31	she	she	0
told	told	vvd	told	tell	0
him	him	pno31	him	he	0
that	that	cst	that	that	0
she	she	pns31	she	she	0
could	could	vmd	could	can	0
also	also	av	also	also	0
shew	shew	vvi	show	show	0
him	him	pno31	him	he	0
his	his	po31	his	his	0
picture	picture	n1	picture	picture	0
,	,	,	,	,	0
and	and	cc	and	and	0
that	that	cst	that	that	0
there	there	a-acp	there	there	0
were	were	vbdr	were	be	0
more	more	dc	more	more	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
upon	upon	p-acp	upon	upon	0
the	the	dt	the	the	0
Road	Road	n1	Road	road	0
,	,	,	,	,	0
and	and	cc	and	and	0
that	that	cst	that	that	0
her	her	po31	her	her	0
Husband	Husband	n1	Husband	husband	0
had	had	vhd	had	have	0
a	a	dt	a	a	0
Commission	Commission	n1	Commission	commission	0
to	to	pc-acp	to	to	0
apprehend	apprehend	vvi	apprehend	apprehend	0
him	him	pno31	him	he	0
,	,	,	,	,	0
and	and	cc	and	and	0
carry	carry	vvi	carry	carry	0
him	him	pno31	him	he	0
before	before	p-acp	before	before	0
the	the	dt	the	the	0
Inquisitors	Inquisitors	n2	Inquisitors	inquisitor	0
.	.	.	.	.	1
I	I	pns11	I	i	0
suppose	suppose	vvb	suppose	suppose	0
that	that	cst	that	that	0
if	if	cs	if	if	0
he	he	pns31	he	he	0
had	had	vhd	had	have	0
been	been	vbn	been	be	0
apprehended	apprehended	vvn	apprehended	apprehend	0
and	and	cc	and	and	0
put	put	vvn	put	put	0
to	to	p-acp	to	to	0
death	death	n1	death	death	0
,	,	,	,	,	0
he	he	pns31	he	he	0
might	might	vmd	might	may	0
have	have	vhi	have	have	0
had	had	vhn	had	have	0
the	the	dt	the	the	0
good	good	j	good	good	0
luck	luck	n1	luck	luck	0
to	to	pc-acp	to	to	0
have	have	vhi	have	have	0
been	been	vbn	been	be	0
accounted	accounted	vvn	accounted	account	0
a	a	dt	a	a	0
Protestant	Protestant	n1	Protestant	protestant	0
;	;	;	;	;	0
and	and	cc	and	and	0
whence	whence	q-crq	whence	whence	0
was	was	vbds	was	be	0
it	it	pn31	it	it	0
,	,	,	,	,	0
that	that	cst	that	that	0
escaping	escaping	vvg	escaping	escape	0
the	the	dt	the	the	0
snare	snare	n1	snare	snare	0
with	with	p-acp	with	with	0
his	his	po31	his	his	0
life	life	n1	life	life	0
,	,	,	,	,	0
Mr.	Mr.	n1	Mr.	mr.	1
Baxter	Baxter	np1	Baxter	Baxter	0
in	in	p-acp	in	in	0
his	his	po31	his	his	0
Grotian	Grotian	njp	Grotian	grotian	0
Religion	Religion	n1	Religion	religion	0
,	,	,	,	,	0
could	could	vmd	could	can	0
have	have	vhi	have	have	0
the	the	dt	the	the	0
heart	heart	n1	heart	heart	0
to	to	pc-acp	to	to	0
represent	represent	vvi	represent	represent	0
him	him	pno31	him	he	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
world	world	n1	world	world	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
a	a	dt	a	a	0
person	person	n1	person	person	0
Popishly	Popishly	av-j	Popishly	popish	0
inclined	inclined	vvn	inclined	incline	0
?	?	?	?	?	1
Who	Who	q-crq	Who	who	0
would	would	vmd	would	will	0
not	not	xx	not	not	0
judge	judge	vvi	judge	judge	0
by	by	p-acp	by	by	0
this	this	d	this	this	0
usage	usage	n1	usage	usage	0
of	of	pp-f	of	of	0
so	so	av	so	so	0
great	great	j	great	great	0
an	an	dt	and	a	0
opposer	opposer	n1	opposer	opposer	0
of	of	pp-f	of	of	0
Popery	Popery	n1	Popery	popery	0
,	,	,	,	,	0
that	that	cst	that	that	0
let	let	vvb	let	let	0
men	men	n2	men	man	0
do	do	vdi	do	do	0
what	what	r-crq	what	what	0
they	they	pns32	they	they	0
can	can	vmb	can	can	0
that	that	d	that	that	0
way	way	n1	way	way	0
,	,	,	,	,	0
their	their	po32	their	their	0
being	being	vbg	being	be	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Church	Church	n1	Church	church	0
of	of	pp-f	of	of	0
England	England	np1	England	England	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
thing	thing	n1	thing	thing	0
that	that	cst	that	that	0
makes	makes	vvz	makes	make	0
men	men	n2	men	man	0
Papists	Papists	njp2	Papists	papist	0
?	?	?	?	?	1
And	And	cc	And	and	0
then	then	av	then	then	0
how	how	c-crq	how	how	0
strangely	strangely	av-j	strangely	strange	0
was	was	vbds	was	be	0
it	it	pn31	it	it	0
provided	provided	vvn	provided	provide	0
by	by	p-acp	by	by	0
a	a	dt	a	a	0
late	late	j	late	late	0
Act	Act	n1	Act	act	0
of	of	pp-f	of	of	0
Parliament	Parliament	n1	Parliament	parliament	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
make	make	vvi	make	make	0
the	the	dt	the	the	0
receiving	receiving	n-vvg	receiving	receive	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Sacrament	Sacrament	n1	Sacrament	sacrament	0
according	according	vvg	according	accord	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
usage	usage	n1	usage	usage	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Church	Church	n1	Church	church	0
of	of	pp-f	of	of	0
Eng	Eng	np1	Eng	Eng	0
∣	∣	sy	∣	∣	0
land	land	n1	land	land	0
,	,	,	,	,	0
the	the	dt	the	the	0
Shibboleth	Shibboleth	vvz	Shibboleth	shibbole	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
distinguish	distinguish	vvi	distinguish	distinguish	0
a	a	dt	a	a	0
Protestant	Protestant	n1	Protestant	protestant	0
from	from	p-acp	from	from	0
a	a	dt	a	a	0
Papist	Papist	njp	Papist	papist	0
?	?	?	?	?	1
Now	Now	av	Now	now	0
,	,	,	,	,	0
if	if	cs	if	if	0
the	the	dt	the	the	0
being	being	n1	being	being	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Church	Church	n1	Church	church	0
of	of	pp-f	of	of	0
England	England	np1	England	England	0
makes	makes	vvz	makes	make	0
us	us	pno12	us	we	0
no	no	xx	not	not	0
Pro	Pro	np1	Pro	Pro	0
∣	∣	sy	∣	∣	0
testants	testants	n2	testants	testant	0
,	,	,	,	,	0
it	it	pn31	it	it	0
must	must	vmb	must	must	0
be	be	vbi	be	be	0
upon	upon	p-acp	upon	upon	0
the	the	dt	the	the	0
occount	occount	n1	occount	occount	0
of	of	pp-f	of	of	0
some	some	d	some	some	0
fundamental	fundamental	j	fundamental	fundamental	0
mis	mis	vvb	miss	miss	0
∣	∣	sy	∣	∣	0
carriage	carriage	n1	carriage	carriage	0
in	in	p-acp	in	in	0
our	our	po12	our	our	0
reformation	reformation	n1	reformation	reformation	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
was	was	vbds	was	be	0
not	not	xx	not	not	0
in	in	p-acp	in	in	0
other	other	n-jn	other	other	0
Reformed	Reformed	vvn	Reformed	reform	0
Churches	Churches	n2	Churches	church	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
were	were	vbdr	were	be	0
first	first	ord	first	first	0
called	called	vvn	called	call	0
Protestant	Protestant	n1	Protestant	protestant	0
,	,	,	,	,	0
and	and	cc	and	and	0
what	what	r-crq	what	what	0
that	that	d	that	that	0
was	was	vbds	was	be	0
,	,	,	,	,	0
except	except	c-acp	except	except	0
it	it	pn31	it	it	0
be	be	vbb	be	be	0
this	this	d	this	this	0
,	,	,	,	,	0
that	that	cst	that	that	0
we	we	pns12	we	we	0
reformed	reformed	vvd	reformed	reform	0
regularly	regularly	av-j	regularly	regular	0
,	,	,	,	,	0
we	we	pns12	we	we	0
are	are	vbr	are	be	0
utterly	utterly	av-j	utterly	utter	0
at	at	p-acp	at	at	0
a	a	dt	a	a	0
losse	losse	n1	loss	loss	0
about	about	p-acp	about	about	0
it	it	pn31	it	it	0
:	:	:	:	:	0
Our	Our	po12	Our	our	0
Church	Church	n1	Church	church	0
was	was	vbds	was	be	0
Reformed	Reformed	vvn	Reformed	reform	0
at	at	p-acp	at	at	0
the	the	dt	the	the	0
first	first	ord	first	first	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
Care	Care	n1	Care	care	0
and	and	cc	and	and	0
Conduct	Conduct	vvb	Conduct	conduct	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
Lawfull	Lawfull	j	Lawful	lawful	0
Governours	Governours	n2	Governors	governor	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
way	way	n1	way	way	0
the	the	dt	the	the	0
Jewish	Jewish	jp	Jewish	jewish	0
Church	Church	n1	Church	church	0
was	was	vbds	was	be	0
Reformed	Reformed	vvn	Reformed	reform	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Reign	Reign	vvi	Reign	reign	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
good	good	j	good	good	0
King	King	n1	King	king	0
Hezekiah	Hezekiah	np1	Hezekiah	Hezekiah	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
Clergy	Clergy	n1	Clergy	clergy	0
of	of	pp-f	of	of	0
her	her	po31	her	her	0
Communion	Communion	n1	Communion	communion	0
have	have	vhb	have	have	0
not	not	xx	not	not	0
been	been	vbn	been	be	0
at	at	p-acp	at	at	0
∣	∣	sy	∣	∣	0
tainted	tainted	j-vvn	tainted	taint	0
of	of	pp-f	of	of	0
any	any	d	any	any	0
Disloyalty	Disloyalty	n1	Disloyalty	disloyalty	0
from	from	p-acp	from	from	0
that	that	d	that	that	0
time	time	n1	time	time	0
to	to	p-acp	to	to	0
this	this	d	this	this	0
:	:	:	:	:	0
but	but	cc-acp	but	but	0
this	this	d	this	this	0
,	,	,	,	,	0
I	I	pns11	I	i	0
know	know	vvb	know	know	0
,	,	,	,	,	0
our	our	po12	our	our	0
Adversaries	Adversaries	n2	Adversaries	adversary	0
will	will	vmb	will	will	0
be	be	vbi	be	be	0
ashamed	ashamed	j	ashamed	ashamed	0
at	at	p-acp	at	at	0
least	least	ds	least	least	0
to	to	pc-acp	to	to	0
say	say	vvi	say	say	0
they	they	pns32	they	they	0
dis	dis	vdd	dis	do	0
∣	∣	sy	∣	∣	0
like	like	vvb	like	like	0
in	in	p-acp	in	in	0
our	our	po12	our	our	0
Church	Church	n1	Church	church	0
and	and	cc	and	and	0
Clergy	Clergy	n1	Clergy	clergy	0
.	.	.	.	.	1
If	If	cs	If	if	0
they	they	pns32	they	they	0
do	do	vdb	do	do	0
dislike	dislike	vvi	dislike	dislike	0
it	it	pn31	it	it	0
,	,	,	,	,	0
we	we	pns12	we	we	0
are	are	vbr	are	be	0
resolved	resolved	vvn	resolved	resolve	0
(	(	(	(	(	0
to	to	pc-acp	to	to	0
use	use	vvi	use	use	0
the	the	dt	the	the	0
words	words	n2	words	word	0
of	of	pp-f	of	of	0
Job	Job	np1	Job	Job	0
)	)	)	)	)	0
That	That	cst	That	that	0
our	our	po12	our	our	0
righteousness	righteousness	n1	righteousness	righteousness	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
matter	matter	n1	matter	matter	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
we	we	pns12	we	we	0
account	account	vvb	account	account	0
our	our	po12	our	our	0
Glory	Glory	n1	Glory	glory	0
,	,	,	,	,	0
we	we	pns12	we	we	0
will	will	vmb	will	will	0
hold	hold	vvi	hold	hold	0
and	and	cc	and	and	0
will	will	vmb	will	will	0
not	not	xx	not	not	0
let	let	vvi	let	let	0
it	it	pn31	it	it	0
go	go	vvi	go	go	0
.	.	.	.	.	1
And	And	cc	And	and	0
I	I	pns11	I	i	0
do	do	vdb	do	do	0
heartily	heartily	av-j	heartily	hearty	0
wish	wish	vvi	wish	wish	0
,	,	,	,	,	0
that	that	cst	that	that	0
all	all	d	all	all	0
sober	sober	j	sober	sober	0
persons	persons	n2	persons	person	0
who	who	r-crq	who	who	0
have	have	vhb	have	have	0
any	any	d	any	any	0
Interest	Interest	n1	Interest	interest	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
men	men	n2	men	man	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
Age	Age	n1	Age	age	0
who	who	r-crq	who	who	0
do	do	vdb	do	do	0
so	so	av	so	so	0
strangely	strangely	av-j	strangely	strange	0
confine	confine	vvi	confine	confine	0
and	and	cc	and	and	0
distinguish	distinguish	vvi	distinguish	distinguish	0
about	about	p-acp	about	about	0
Protestantisme	Protestantisme	n1	Protestantism	protestantism	0
,	,	,	,	,	0
would	would	vmd	would	will	0
persuade	persuade	vvi	persuade	persuade	0
them	them	pno32	them	they	0
by	by	p-acp	by	by	0
all	all	d	all	all	0
means	means	n2	means	mean	0
to	to	pc-acp	to	to	0
let	let	vvi	let	let	0
the	the	dt	the	the	0
Church	Church	n1	Church	church	0
of	of	pp-f	of	of	0
England	England	np1	England	England	0
have	have	vhb	have	have	0
the	the	dt	the	the	0
first	first	ord	first	first	0
share	share	n1	share	share	0
at	at	p-acp	at	at	0
least	least	ds	least	least	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Protestant	Protestant	n1	Protestant	protestant	0
Religion	Religion	n1	Religion	religion	0
,	,	,	,	,	0
because	because	c-acp	because	because	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
constant	constant	j	constant	constant	0
Loyalty	Loyalty	n1	Loyalty	loyalty	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
men	men	n2	men	man	0
of	of	pp-f	of	of	0
her	her	po31	her	her	0
Communion	Communion	n1	Communion	communion	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
they	they	pns32	they	they	0
desire	desire	vvb	desire	desire	0
to	to	pc-acp	to	to	0
keep	keep	vvi	keep	keep	0
up	up	a-acp	up	up	0
the	the	dt	the	the	0
honour	honour	n1	honour	honour	0
and	and	cc	and	and	0
reputation	reputation	n1	reputation	reputation	0
of	of	pp-f	of	of	0
it	it	pn31	it	it	0
;	;	;	;	;	0
For	For	c-acp	For	for	0
,	,	,	,	,	0
if	if	cs	if	if	0
they	they	pns32	they	they	0
may	may	vmb	may	may	0
not	not	xx	not	not	0
be	be	vbi	be	be	0
permitted	permitted	vvn	permitted	permit	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
Protestants	Protestants	n2	Protestants	protestant	0
,	,	,	,	,	0
where	where	q-crq	where	where	0
are	are	vbr	are	be	0
Protestants	Protestants	n2	Protestants	protestant	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
found	found	vvn	found	find	0
of	of	pp-f	of	of	0
any	any	d	any	any	0
other	other	j-jn	other	other	0
Communion	Communion	n1	Communion	communion	0
in	in	p-acp	in	in	0
these	these	d	these	these	0
Nations	Nations	n2	Nations	nation	0
,	,	,	,	,	0
upon	upon	p-acp	upon	upon	0
whom	whom	ro-crq	whom	who	0
the	the	dt	the	the	0
late	late	j	late	late	0
Rebellion	Rebellion	n1	Rebellion	rebellion	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
many	many	d	many	many	0
dismall	dismall	j	dismal	dismal	0
consequences	consequences	n2	consequences	consequence	0
of	of	pp-f	of	of	0
it	it	pn31	it	it	0
,	,	,	,	,	0
the	the	dt	the	the	0
Rapine	Rapine	n1	Rapine	rapine	0
,	,	,	,	,	0
Perjury	Perjury	n1	Perjury	perjury	0
,	,	,	,	,	0
Sacriledge	Sacriledge	n1	Sacrilege	sacrilege	0
,	,	,	,	,	0
Murthers	Murthers	n2	Murders	murder	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
King's	King's	ng1	King's	king	0
hor	hor	uh	hor	hor	0
∣	∣	sy	∣	∣	0
rid	rid	vvb	rid	rid	0
Murther	Murther	n1	Murder	murder	0
too	too	av	too	too	0
,	,	,	,	,	0
may	may	vmb	may	may	0
not	not	xx	not	not	0
be	be	vbi	be	be	0
charged	charged	vvn	charged	charge	0
?	?	?	?	?	1
And	And	cc	And	and	0
how	how	c-crq	how	how	0
unanswerably	unanswerably	av-j	unanswerably	unanswerable	0
then	then	av	then	then	0
must	must	vmb	must	must	0
the	the	dt	the	the	0
Protestant	Protestant	n1	Protestant	protestant	0
Religion	Religion	n1	Religion	religion	0
suffer	suffer	vvi	suffer	suffer	0
reproach	reproach	n1	reproach	reproach	0
and	and	cc	and	and	0
scandall	scandall	n1	scandal	scandal	0
for	for	p-acp	for	for	0
all	all	d	all	all	0
these	these	d	these	these	0
things	things	n2	things	thing	0
all	all	d	all	all	0
the	the	dt	the	the	0
world	world	n1	world	world	0
over	over	a-acp	over	over	0
?	?	?	?	?	1
But	But	p-acp	But	but	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
suggested	suggested	vvn	suggested	suggest	0
that	that	cst	that	that	0
the	the	dt	the	the	0
Clergy	Clergy	n1	Clergy	clergy	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Church	Church	n1	Church	church	0
of	of	pp-f	of	of	0
England	England	np1	England	England	0
are	are	vbr	are	be	0
parte	parte	n1	part	part	0
per	per	fw-la	per	per	0
pale	pale	vvi	pale	pale	0
Po	Po	np1	Po	Po	0
∣	∣	sy	∣	∣	0
pish	pish	uh	pish	pish	0
and	and	cc	and	and	0
Protestant	Protestant	n1	Protestant	protestant	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
would	would	vmd	would	will	0
be	be	vbi	be	be	0
very	very	av	very	very	0
strange	strange	j	strange	strange	0
,	,	,	,	,	0
when	when	c-crq	when	when	0
they	they	pns32	they	they	0
have	have	vhb	have	have	0
all	all	d	all	all	0
the	the	dt	the	the	0
same	same	d	same	same	0
laws	laws	n2	laws	law	0
,	,	,	,	,	0
and	and	cc	and	and	0
are	are	vbr	are	be	0
all	all	d	all	all	0
under	under	p-acp	under	under	0
the	the	dt	the	the	0
same	same	d	same	same	0
Oath	Oath	n1	Oath	oath	0
to	to	pc-acp	to	to	0
observe	observe	vvi	observe	observe	0
them	them	pno32	them	they	0
;	;	;	;	;	0
If	If	cs	If	if	0
they	they	pns32	they	they	0
hope	hope	vvb	hope	hope	0
there	there	pc-acp	there	there	0
are	are	vbr	are	be	0
some	some	d	some	some	0
who	who	r-crq	who	who	0
do	do	vdb	do	do	0
not	not	xx	not	not	0
observe	observe	vvi	observe	observe	0
these	these	d	these	these	0
Laws	Laws	n2	Laws	law	0
,	,	,	,	,	0
though	though	cs	though	though	0
they	they	pns32	they	they	0
are	are	vbr	are	be	0
under	under	p-acp	under	under	0
the	the	dt	the	the	0
Oath	Oath	n1	Oath	oath	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
to	to	pc-acp	to	to	0
do	do	vdi	do	do	0
it	it	pn31	it	it	0
,	,	,	,	,	0
and	and	cc	and	and	0
will	will	vmb	will	will	0
vote	vote	vvb	vote	vote	0
these	these	d	these	these	0
the	the	dt	the	the	0
Protestants	Protestants	n2	Protestants	protestant	0
,	,	,	,	,	0
how	how	c-crq	how	how	0
bravely	bravely	av-j	bravely	brave	0
have	have	vhb	have	have	0
they	they	pns32	they	they	0
pro	pro	fw-la	pro	pro	0
∣	∣	sy	∣	∣	0
vided	vided	vvn	vided	vide	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
Protestant	Protestant	n1	Protestant	protestant	0
Religion	Religion	n1	Religion	religion	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
lodge	lodge	vvi	lodge	lodge	0
it	it	pn31	it	it	0
amongst	amongst	p-acp	among	among	0
such	such	d	such	such	0
as	as	c-acp	as	as	0
they	they	pns32	they	they	0
imagine	imagine	vvb	imagine	imagine	0
and	and	cc	and	and	0
hope	hope	n1	hope	hope	0
are	are	vbr	are	be	0
Dissemblers	Dissemblers	n2	Dissemblers	dissembler	0
with	with	p-acp	with	with	0
God	God	np1	God	God	0
and	and	cc	and	and	0
the	the	dt	the	the	0
World	World	n1	World	world	0
?	?	?	?	?	1
I	I	pns11	I	i	0
am	am	vbm	am	be	0
sorry	sorry	j	sorry	sorry	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
occasion	occasion	n1	occasion	occasion	0
given	given	vvn	given	give	0
me	me	pno11	me	i	0
to	to	pc-acp	to	to	0
reflect	reflect	vvi	reflect	reflect	0
as	as	c-acp	as	as	0
I	I	pns11	I	i	0
do	do	vdb	do	do	0
upon	upon	p-acp	upon	upon	0
these	these	d	these	these	0
things	things	n2	things	thing	0
,	,	,	,	,	0
and	and	cc	and	and	0
it	it	pn31	it	it	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
thought	thought	vvn	thought	think	0
impertinent	impertinent	j	impertinent	impertinent	0
,	,	,	,	,	0
because	because	c-acp	because	because	0
none	none	pix	none	none	0
but	but	cc-acp	but	but	0
imprudent	imprudent	j	imprudent	imprudent	0
men	men	n2	men	man	0
will	will	vmb	will	will	0
thus	thus	av	thus	thus	0
distinguish	distinguish	vvi	distinguish	distinguish	0
about	about	p-acp	about	about	0
Protestantisme	Protestantisme	n1	Protestantism	protestantism	0
;	;	;	;	;	0
But	But	cc-acp	But	but	0
these	these	d	these	these	0
imprudent	imprudent	j	imprudent	imprudent	0
persons	persons	n2	persons	person	0
having	having	vhg	having	have	0
once	once	a-acp	once	once	0
by	by	p-acp	by	by	0
this	this	d	this	this	0
Artifice	Artifice	n1	Artifice	artifice	0
of	of	pp-f	of	of	0
voting	voting	vvg	voting	vote	0
things	things	n2	things	thing	0
and	and	cc	and	and	0
persons	persons	n2	persons	person	0
Popish	Popish	j	Popish	popish	0
they	they	pns32	they	they	0
have	have	vhb	have	have	0
no	no	dx	no	no	0
fancy	fancy	n1	fancy	fancy	0
for	for	p-acp	for	for	0
,	,	,	,	,	0
wrought	wrought	vvd	wrought	wrought	0
the	the	dt	the	the	0
inconsidering	inconsidering	vvg	inconsidering	inconsider	0
Vulgar	Vulgar	j	Vulgar	vulgar	0
into	into	p-acp	into	into	0
a	a	dt	a	a	0
despising	despising	vvg	despising	despise	0
,	,	,	,	,	0
and	and	cc	and	and	0
deposing	deposing	vvg	deposing	depose	0
of	of	pp-f	of	of	0
Digni	Digni	np1	Digni	Digni	0
∣	∣	sy	∣	∣	0
nities	nities	n2	nities	nity	0
,	,	,	,	,	0
it's	it's	pn31|vbz	it's	it|be	0
enough	enough	av-d	enough	enough	0
to	to	pc-acp	to	to	0
make	make	vvi	make	make	0
a	a	dt	a	a	0
dumb	dumb	j	dumb	dumb	0
man	man	n1	man	man	0
speak	speak	vvi	speak	speak	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
see	see	vvi	see	see	0
them	them	pno32	them	they	0
