THese	THese	d	THese	these	0
before	before	p-acp	before	before	0
all	all	d	all	all	0
things	things	n2	things	thing	0
the	the	dt	the	the	0
pleasing	pleasing	j-vvg	pleasing	please	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
and	and	cc	and	and	0
thy	thy	po21	thy	thy	0
Husband	Husband	n1	Husband	husband	0
.	.	.	.	.	1
I	I	pns11	I	i	0
am	am	vbm	am	be	0
unwilling	unwilling	j	unwilling	unwilling	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
diverted	diverted	vvn	diverted	divert	0
from	from	p-acp	from	from	0
such	such	d	such	such	0
a	a	dt	a	a	0
delightful	delightful	j	delightful	delightful	0
Subject	Subject	j-jn	Subject	subject	0
of	of	pp-f	of	of	0
Contemplation	Contemplation	n1	Contemplation	contemplation	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
like	like	av-j	like	like	0
the	the	dt	the	the	0
Men	Men	n2	Men	man	0
in	in	p-acp	in	in	0
a	a	dt	a	a	0
Dream	Dream	n1	Dream	dream	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
is	is	vbz	is	be	0
pleased	pleased	vvn	pleased	please	0
for	for	p-acp	for	for	0
a	a	dt	a	a	0
while	while	n1	while	while	0
with	with	p-acp	with	with	0
his	his	po31	his	his	0
fancied	fancied	j-vvn	fancied	fancy	0
Enjoyment	Enjoyment	n1	Enjoyment	enjoyment	0
of	of	pp-f	of	of	0
things	things	n2	things	thing	0
delicious	delicious	j	delicious	delicious	0
to	to	p-acp	to	to	0
his	his	po31	his	his	0
Palate	Palate	n1	Palate	palate	0
:	:	:	:	:	0
Naure	Naure	n1	Nature	nature	0
will	will	vmb	will	will	0
not	not	xx	not	not	0
be	be	vbi	be	be	0
so	so	av	so	so	0
put	put	vvn	put	put	0
off	off	a-acp	off	off	0
,	,	,	,	,	0
tho	tho	cs	though	though	0
the	the	dt	the	the	0
Imagination	Imagination	n1	Imagination	imagination	0
may	may	vmb	may	may	0
;	;	;	;	;	0
but	but	cc-acp	but	but	0
presently	presently	av-j	presently	present	0
convinces	convinces	vvz	convinces	convince	0
him	him	pno31	him	he	0
that	that	cst	that	that	0
his	his	po31	his	his	0
Enjoyment	Enjoyment	n1	Enjoyment	enjoyment	0
is	is	vbz	is	be	0
but	but	p-acp	but	but	0
a	a	dt	a	a	0
Dream	Dream	n1	Dream	dream	0
,	,	,	,	,	0
and	and	cc	and	and	0
that	that	cst	that	that	0
his	his	po31	his	his	0
Body	Body	n1	Body	body	0
must	must	vmb	must	must	0
needs	needs	av	needs	needs	0
have	have	vhi	have	have	0
a	a	dt	a	a	0
more	more	av-dc	more	more	0
substantial	substantial	j	substantial	substantial	0
Support	Support	vvb	Support	support	0
;	;	;	;	;	0
so	so	av	so	so	0
my	my	po11	my	my	0
real	real	j	real	real	0
Want	Want	n1	Want	want	0
of	of	pp-f	of	of	0
that	that	d	that	that	0
Happiness	Happiness	n1	Happiness	happiness	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
I	I	pns11	I	i	0
formerly	formerly	av-j	formerly	former	0
enjoy'd	enjoy'd	vvn	enjoyed	enjoy	0
,	,	,	,	,	0
quickly	quickly	av-j	quickly	quick	0
renews	renews	vvz	renews	renew	0
my	my	po11	my	my	0
Grief	Grief	n1	Grief	grief	0
,	,	,	,	,	0
and	and	cc	and	and	0
redoubles	redoubles	vvz	redoubles	redouble	0
my	my	po11	my	my	0
Desires	Desires	n2	Desires	desire	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
where	where	c-crq	where	where	0
thou	thou	pns21	thou	thou	0
art	art	vb2r	art	be	0
.	.	.	.	.	1
Should	Should	vmd	Should	shall	0
it	it	pn31	it	it	0
be	be	vbi	be	be	0
my	my	po11	my	my	0
Fate	Fate	n1	Fate	fate	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
engaged	engaged	vvn	engaged	engage	0
again	again	av	again	again	0
in	in	p-acp	in	in	0
another	another	j-jn	another	another	0
Marriage	Marriage	n1	Marriage	marriage	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
my	my	po11	my	my	0
Inclinations	Inclinations	n2	Inclinations	inclination	0
are	are	vbr	are	be	0
at	at	p-acp	at	at	0
present	present	j	present	present	0
wholy	wholy	av-jn	wholly	whole	0
averse	averse	j	averse	averse	0
from	from	p-acp	from	from	0
,	,	,	,	,	0
because	because	c-acp	because	because	0
I	I	pns11	I	i	0
think	think	vvb	think	think	0
it	it	pn31	it	it	0
utterly	utterly	av-j	utterly	utter	0
impossible	impossible	j	impossible	impossible	0
for	for	p-acp	for	for	0
me	me	pno11	me	i	0
ever	ever	av	ever	ever	0
to	to	pc-acp	to	to	0
find	find	vvi	find	find	0
such	such	d	such	such	0
another	another	j-jn	another	another	0
as	as	c-acp	as	as	0
thy	thy	po21	thy	thy	0
self	self	n1	self	self	0
,	,	,	,	,	0
who	who	q-crq	who	who	0
wert	wert	vbd2r	wertenberg	be	0
a	a	dt	a	a	0
Meet-help	Meet-help	j	Meet-help	meet-help	0
for	for	p-acp	for	for	0
me	me	pno11	me	i	0
of	of	pp-f	of	of	0
Gods	Gods	n2	Gods	god	0
own	own	d	own	own	0
providing	providing	vvg	providing	provide	0
;	;	;	;	;	0
but	but	cc-acp	but	but	0
should	should	vmd	should	shall	0
it	it	pn31	it	it	0
,	,	,	,	,	0
I	I	pns11	I	i	0
say	say	vvb	say	say	0
,	,	,	,	,	0
be	be	vbb	be	be	0
my	my	po11	my	my	0
Fate	Fate	n1	Fate	fate	0
to	to	pc-acp	to	to	0
draw	draw	vvi	draw	draw	0
again	again	av	again	again	0
in	in	p-acp	in	in	0
a	a	dt	a	a	0
Matrimonial	Matrimonial	j	Matrimonial	matrimonial	0
Yoke	Yoke	n1	Yoke	yoke	0
,	,	,	,	,	0
and	and	cc	and	and	0
meet	meet	vvi	meet	meet	0
with	with	p-acp	with	with	0
one	one	crd	one	one	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
Temper	Temper	vvi	Temper	temper	0
opposite	opposite	j-jn	opposite	opposite	0
to	to	p-acp	to	to	0
thine	thine	png21	thine	thou	0
,	,	,	,	,	0
I	I	pns11	I	i	0
should	should	vmd	should	shall	0
look	look	vvi	look	look	0
upon	upon	p-acp	upon	upon	0
it	it	pn31	it	it	0
as	as	p-acp	as	as	0
one	one	crd	one	one	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Greatest	Greatest	js	Greatest	great	0
Plagues	Plagues	n2	Plagues	plague	0
that	that	cst	that	that	0
ever	ever	av	ever	ever	0
befel	befel	vvd	befell	befall	0
a	a	dt	a	a	0
Man	Man	n1	Man	man	0
,	,	,	,	,	0
Yet	Yet	av	Yet	yet	0
this	this	d	this	this	0
one	one	crd	one	one	0
Comfort	Comfort	n1	Comfort	comfort	0
,	,	,	,	,	0
it	it	pn31	it	it	0
should	should	vmd	should	shall	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
spite	spite	n1	spite	spite	0
of	of	pp-f	of	of	0
ill	ill	j-jn	ill	ill	0
Nature	Nature	n1	Nature	nature	0
,	,	,	,	,	0
afford	afford	vvb	afford	afford	0
me	me	pno11	me	i	0
;	;	;	;	;	0
that	that	d	that	that	0
is	is	vbz	is	be	0
to	to	pc-acp	to	to	0
say	say	vvi	say	say	0
,	,	,	,	,	0
It	It	pn31	It	it	0
would	would	vmd	would	will	0
be	be	vbi	be	be	0
a	a	dt	a	a	0
Foil	Foil	n1	Foil	foil	0
to	to	pc-acp	to	to	0
set	set	vvi	set	set	0
off	off	a-acp	off	off	0
thy	thy	po21	thy	thy	0
Vertue	Vertue	n1	Virtue	virtue	0
with	with	p-acp	with	with	0
so	so	av	so	so	0
much	much	av-d	much	much	0
the	the	dt	the	the	0
Greater	Greater	jc	Greater	great	0
Iustre	Iustre	n1	Iustre	iustre	0
;	;	;	;	;	0
and	and	cc	and	and	0
as	as	c-acp	as	as	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
impossible	impossible	j	impossible	impossible	0
for	for	p-acp	for	for	0
me	me	pno11	me	i	0
ever	ever	av	ever	ever	0
to	to	pc-acp	to	to	0
Race	Race	vvi	Raze	raze	0
thy	thy	po21	thy	thy	0
Idea	Idea	n1	Idea	idea	0
out	out	av	out	out	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
Soul	Soul	n1	Soul	soul	0
,	,	,	,	,	0
tho	tho	cs	though	though	0
God	God	np1	God	God	0
knows	knows	vvz	knows	know	0
whether	whether	cs	whither	whether	0
a	a	dt	a	a	0
Se	Se	vvi	See	see	0
∣	∣	sy	∣	∣	0
cond	cond	zz	cond	cond	0
Marriage	Marriage	n1	Marriage	marriage	0
,	,	,	,	,	0
may	may	vmb	may	may	0
not	not	xx	not	not	0
be	be	vbi	be	be	0
made	made	vvn	made	make	0
necessary	necessary	j	necessary	necessary	0
for	for	p-acp	for	for	0
me	me	pno11	me	i	0
by	by	p-acp	by	by	0
his	his	po31	his	his	0
Providence	Providence	n1	Providence	providence	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
lawful	lawful	j	lawful	lawful	0
for	for	p-acp	for	for	0
me	me	pno11	me	i	0
by	by	p-acp	by	by	0
his	his	po31	his	his	0
Word	Word	n1	Word	word	0
;	;	;	;	;	0
but	but	cc-acp	but	but	0
if	if	cs	if	if	0
it	it	pn31	it	it	0
should	should	vmd	should	shall	0
be	be	vbi	be	be	0
so	so	av	so	so	0
,	,	,	,	,	0
it	it	pn31	it	it	0
must	must	vmb	must	must	0
necessarily	necessarily	av-j	necessarily	necessary	0
be	be	vbi	be	be	0
a	a	dt	a	a	0
piercing	piercing	j-vvg	piercing	pierce	0
Grief	Grief	n1	Grief	grief	0
to	to	p-acp	to	to	0
me	me	pno11	me	i	0
,	,	,	,	,	0
and	and	cc	and	and	0
that	that	cst	that	that	0
also	also	av	also	also	0
more	more	av-dc	more	more	0
sensible	sensible	j	sensible	sensible	0
than	than	cs	than	than	0
to	to	p-acp	to	to	0
another	another	j-jn	another	another	0
Man	Man	n1	Man	man	0
,	,	,	,	,	0
if	if	cs	if	if	0
I	I	pns11	I	i	0
should	should	vmd	should	shall	0
meet	meet	vvi	meet	meet	0
with	with	p-acp	with	with	0
one	one	crd	one	one	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
Cross	Cross	j	Cross	cross	0
Nature	Nature	n1	Nature	nature	0
after	after	p-acp	after	after	0
one	one	crd	one	one	0
of	of	pp-f	of	of	0
thy	thy	po21	thy	thy	0
Mild	Mild	j	Mild	mild	0
Temper	Temper	vvi	Temper	temper	0
;	;	;	;	;	0
and	and	cc	and	and	0
tho	tho	cs	though	though	0
the	the	dt	the	the	0
Sence	Sence	n1	Sense	sense	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
Duty	Duty	n1	Duty	duty	0
will	will	vmb	will	will	0
never	never	av-x	never	never	0
suffer	suffer	vvi	suffer	suffer	0
me	me	pno11	me	i	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
unjust	unjust	j	unjust	unjust	0
,	,	,	,	,	0
yet	yet	av	yet	yet	0
Heav'n	Heav'n	n1	Heaven	heaven	0
will	will	vmb	will	will	0
pardon	pardon	vvi	pardon	pardon	0
me	me	pno11	me	i	0
if	if	cs	if	if	0
I	I	pns11	I	i	0
cannot	cannot	vmbx	cannot	can	0
express	express	vvi	express	express	0
so	so	av	so	so	0
much	much	d	much	much	0
Kindness	Kindness	n1	Kindness	kindness	0
to	to	p-acp	to	to	0
her	her	pno31	her	she	0
as	as	c-acp	as	as	0
I	I	pns11	I	i	0
did	did	vdd	did	do	0
to	to	p-acp	to	to	0
thee	thee	pno21	thee	thou	0
;	;	;	;	;	0
for	for	p-acp	for	for	0
when	when	c-crq	when	when	0
a	a	dt	a	a	0
Man's	Man's	ng1	Man's	man	0
House	House	n1	House	house	0
all	all	d	all	all	0
on	on	p-acp	on	on	0
a	a	dt	a	a	0
sudden	sudden	j	sudden	sudden	0
is	is	vbz	is	be	0
turn'd	turn'd	vvn	turned	turn	0
from	from	p-acp	from	from	0
a	a	dt	a	a	0
Family	Family	n1	Family	family	0
of	of	pp-f	of	of	0
Love	Love	n1	Love	love	0
to	to	p-acp	to	to	0
a	a	dt	a	a	0
meer	meer	j	mere	mere	0
Billings	Billings	np1	Billings	Billings	0
∣	∣	sy	∣	∣	0
gate	gate	n1	gate	gate	0
,	,	,	,	,	0
it	it	pn31	it	it	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
allow'd	allow'd	vvn	allowed	allow	0
to	to	pc-acp	to	to	0
alter	alter	vvi	altar	alter	0
his	his	po31	his	his	0
Natural	Natural	j	Natural	natural	0
Temper	Temper	vvi	Temper	temper	0
(	(	(	(	(	0
for	for	c-acp	for	for	0
a	a	dt	a	a	0
kind	kind	j	kind	kind	0
Wife	Wife	n1	Wife	wife	0
makes	makes	vvz	makes	make	0
a	a	dt	a	a	0
kind	kind	j	kind	kind	0
Hus	Hus	zz	Hus	hus	0
∣	∣	sy	∣	∣	0
band	band	n1	band	band	0
)	)	)	)	)	0
neither	neither	d	neither	neither	0
can	can	vmb	can	can	0
such	such	d	such	such	0
Alteration	Alteration	n1	Alteration	alteration	0
detract	detract	vvb	detract	detract	0
from	from	p-acp	from	from	0
his	his	po31	his	his	0
Kindness	Kindness	n1	Kindness	kindness	0
to	to	p-acp	to	to	0
his	his	po31	his	his	0
first	first	ord	first	first	0
Wife	Wife	n1	Wife	wife	0
,	,	,	,	,	0
or	or	cc	or	or	0
to	to	p-acp	to	to	0
a	a	dt	a	a	0
Third	Third	ord	Third	three	0
;	;	;	;	;	0
shou'd	shou'd	vvd	should	shove	0
he	he	pns31	he	he	0
marry	marry	vvi	marry	marry	0
so	so	av	so	so	0
often	often	av	often	often	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
will	will	vmb	will	will	0
scarce	scarce	av-j	scarce	scarce	0
be	be	vbb	be	be	0
my	my	po11	my	my	0
Fate	Fate	n1	Fate	fate	0
,	,	,	,	,	0
my	my	po11	my	my	0
Design	Design	n1	Design	design	0
being	being	vbg	being	be	0
to	to	pc-acp	to	to	0
imitate	imitate	vvi	imitate	imitate	0
the	the	dt	the	the	0
Primitive	Primitive	j	Primitive	primitive	0
Widows	Widows	n2	Widows	widow	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
wou'd	wou'd	vmd	would	will	0
not	not	xx	not	not	0
hear	hear	vvi	hear	hear	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
Second	Second	ord	Second	second	0
Husband	Husband	n1	Husband	husband	0
.	.	.	.	.	1
If	If	cs	If	if	0
we	we	pns12	we	we	0
look	look	vvb	look	look	0
back	back	av	back	back	0
into	into	p-acp	into	into	0
anci	anci	fw-la	anci	anci	0
∣	∣	sy	∣	∣	0
ent	ent	n1	ent	ent	0
Times	Times	n2	Times	time	0
we	we	pns12	we	we	0
find	find	vvb	find	find	0
there	there	a-acp	there	there	0
was	was	vbds	was	be	0
hardly	hardly	av	hardly	hardly	0
a	a	av	a	a	0
Wi	Wi	p-acp	With	with	0
∣	∣	sy	∣	∣	0
dow	dow	n1	dow	dough	0
among	among	p-acp	among	among	0
the	the	dt	the	the	0
Primitive	Primitive	j	Primitive	primitive	0
Christians	Christians	np1	Christians	Christians	0
that	that	cst	that	that	0
com	com	vvi	come	come	0
∣	∣	sy	∣	∣	0
plain'd	plain'd	vvn	plained	plain	0
of	of	pp-f	of	of	0
Solitariness	Solitariness	n1	Solitariness	solitariness	0
,	,	,	,	,	0
or	or	cc	or	or	0
sought	sought	vvd	sought	seek	0
Comfort	Comfort	n1	Comfort	comfort	0
in	in	p-acp	in	in	0
a	a	dt	a	a	0
Second	Second	ord	Second	second	0
Marriage	Marriage	n1	Marriage	marriage	0
.	.	.	.	.	1
Second	Second	np1	Second	Second	0
Marriage	Marriage	n1	Marriage	marriage	0
then	then	av	then	then	0
was	was	vbds	was	be	0
counted	counted	vvn	counted	count	0
little	little	av-j	little	little	0
better	better	av-jc	better	better	0
than	than	cs	than	than	0
Adultery	Adultery	n1	Adultery	adultery	0
.	.	.	.	.	1
Dr	Dr	zz	Dr	dr	0
,	,	,	,	,	0
Horneck's	Horneck's	npg1	Horneck's	horneck	0
Lives	Lives	n2	Lives	life	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Pri	Pri	zz	Pri	pri	0
∣	∣	sy	∣	∣	0
mitive	mitive	j	mitive	mitive	0
Christi	Christi	np1	Christi	Christi	0
∣	∣	sy	∣	∣	0
ans	ans	fw-fr	ans	ans	0
.	.	.	.	.	1
I	I	pns11	I	i	0
think	think	vvb	think	think	0
they	they	pns32	they	they	0
carry'd	carry'd	vvd	carried	carry	0
this	this	d	this	this	0
Point	Point	n1	Point	point	0
too	too	av	too	too	0
high	high	j	high	high	0
,	,	,	,	,	0
tho	tho	cs	though	though	0
I	I	pns11	I	i	0
must	must	vmb	must	must	0
say	say	vvi	say	say	0
,	,	,	,	,	0
Second	Second	vvb	Second	second	0
Marriages	Marriages	n2	Marriages	marriage	0
(	(	(	(	(	0
for	for	c-acp	for	for	0
the	the	dt	the	the	0
most	most	av-ds	most	most	0
part	part	n1	part	part	0
)	)	)	)	)	0
are	are	vbr	are	be	0
a	a	dt	a	a	0
sort	sort	n1	sort	sort	0
of	of	pp-f	of	of	0
Who	Who	r-crq	Who	who	0
bids	bids	vvz	bids	bid	0
most	most	ds	most	most	0
;	;	;	;	;	0
for	for	p-acp	for	for	0
my	my	po11	my	my	0
own	own	d	own	own	0
Share	Share	n1	Share	share	0
I	I	pns11	I	i	0
am	am	vbm	am	be	0
such	such	d	such	such	0
an	an	dt	and	a	0
Ene	Ene	fw-mi	Ene	ene	0
∣	∣	sy	∣	∣	0
my	my	po11	my	my	0
to	to	pc-acp	to	to	0
'em	'em	pno32	they	they	0
,	,	,	,	,	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
question	question	vvb	question	question	0
whether	whether	cs	whither	whether	0
I	I	pns11	I	i	0
shall	shall	vmb	shall	shall	0
ever	ever	av	ever	ever	0
be	be	vbi	be	be	0
brought	brought	vvn	brought	bring	0
to	to	pc-acp	to	to	0
draw	draw	vvi	draw	draw	0
again	again	av	again	again	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Con	Con	vvi	Con	con	0
∣	∣	sy	∣	∣	0
jugal	jugal	j	jugal	jugal	0
Yoke	Yoke	n1	Yoke	yoke	0
.	.	.	.	.	1
'Tis	'Tis	pn31|vbz	It's	it|be	0
said	said	vvn	said	say	0
by	by	p-acp	by	by	0
one	one	crd	one	one	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Rabbins	Rabbins	n2	Rabbis	rabbi	0
concerning	concerning	vvg	concerning	concern	0
Methusalah's	Methusalah's	npg1	Methusalah's	methusalah	0
Wife	Wife	n1	Wife	wife	0
,	,	,	,	,	0
that	that	cst	that	that	0
she	she	pns31	she	she	0
had	had	vhd	had	have	0
Nine	Nine	crd	Nine	nine	0
Husbands	Husbands	n2	Husbands	husband	0
in	in	p-acp	in	in	0
one	one	crd	one	one	0
for	for	p-acp	for	for	0
Age	Age	n1	Age	age	0
and	and	cc	and	and	0
Years	Years	n2	Years	year	0
,	,	,	,	,	0
so	so	av	so	so	0
I	I	pns11	I	i	0
may	may	vmb	may	may	0
say	say	vvi	say	say	0
of	of	pp-f	of	of	0
thee	thee	pno21	thee	thou	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
had	had	vhd	had	have	0
Nine	Nine	crd	Nine	nine	0
Wives	Wives	n2	Wives	wife	0
in	in	p-acp	in	in	0
thee	thee	pno21	thee	thou	0
alone	alone	av-j	alone	alone	0
,	,	,	,	,	0
for	for	c-acp	for	for	0
Matrimonial	Matrimonial	j	Matrimonial	matrimonial	0
Sweetness	Sweetness	n1	Sweetness	sweetness	0
and	and	cc	and	and	0
Love	Love	n1	Love	love	0
,	,	,	,	,	0
and	and	cc	and	and	0
have	have	vhb	have	have	0
no	no	dx	no	no	0
need	need	n1	need	need	0
to	to	pc-acp	to	to	0
marry	marry	vvi	marry	marry	0
a	a	dt	a	a	0
Tenth	Tenth	ord	Tenth	ten	0
.	.	.	.	.	1
—	—	—	—	—	0
'Tis	'Tis	pn31|vbz	It's	it|be	0
true	true	j	true	true	0
,	,	,	,	,	0
the	the	dt	the	the	0
World	World	n1	World	world	0
is	is	vbz	is	be	0
a	a	dt	a	a	0
Desert	Desert	n1	Desert	desert	0
without	without	p-acp	without	without	0
the	the	dt	the	the	0
So	So	av	So	so	0
∣	∣	sy	∣	∣	0
ciety	ciety	n1	ciety	ciety	0
of	of	pp-f	of	of	0
Women	Women	n2	Women	woman	0
,	,	,	,	,	0
and	and	cc	and	and	0
my	my	po11	my	my	0
self	self	n1	self	self	0
no	no	dx	no	no	0
Enemy	Enemy	n1	Enemy	enemy	0
to	to	p-acp	to	to	0
'em	'em	pno32	they	they	0
(	(	(	(	(	0
as	as	c-acp	as	as	0
Argus	Argus	np1	Argus	Argus	0
thinks	thinks	vvz	thinks	think	0
)	)	)	)	)	0
but	but	cc-acp	but	but	0
for	for	p-acp	for	for	0
all	all	d	all	all	0
that	that	cst	that	that	0
they	they	pns32	they	they	0
are	are	vbr	are	be	0
[	[	[	[	[	0
ay	ay	uh	ay	ay	0
that	that	cst	that	that	0
they	they	pns32	they	they	0
are	are	vbr	are	be	0
]	]	]	]	]	0
dan	dan	zf	dan	then	0
∣	∣	sy	∣	∣	0
gerous	gerous	j	gerous	gerous	0
things	things	n2	things	thing	0
to	to	pc-acp	to	to	0
meddle	meddle	vvi	meddle	meddle	0
with	with	p-acp	with	with	0
,	,	,	,	,	0
especially	especially	av-j	especially	especial	0
[	[	[	[	[	0
for	for	c-acp	for	for	0
better	better	av-jc	better	better	0
for	for	p-acp	for	for	0
worse	worse	jc	worse	worse	0
]	]	]	]	]	0
whatsoever	whatsoever	q-crq	whatsoever	whatsoever	0
Gold	Gold	n1	Gold	gold	0
one	one	pi	one	one	0
bestows	bestows	vvz	bestows	bestow	0
upon	upon	p-acp	upon	upon	0
Fetters	Fetters	n2	Fetters	fetter	0
,	,	,	,	,	0
and	and	cc	and	and	0
how	how	c-crq	how	how	0
Glorious	Glorious	j	Glorious	glorious	0
so	so	av	so	so	0
∣	∣	sy	∣	∣	0
ever	ever	av	ever	ever	0
Servitude	Servitude	n1	Servitude	servitude	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
,	,	,	,	,	0
yet	yet	av	yet	yet	0
I	I	pns11	I	i	0
perswade	perswade	vvb	persuade	persuade	0
my	my	po11	my	my	0
self	self	n1	self	self	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
all	all	d	all	all	0
the	the	dt	the	the	0
Glittering	Glittering	vvg	Glittering	glitter	0
Shew	Shew	n1	Show	show	0
,	,	,	,	,	0
that	that	cst	that	that	0
Shackles	Shackles	n2	Shackles	shackle	0
and	and	cc	and	and	0
Slavery	Slavery	n1	Slavery	slavery	0
are	are	vbr	are	be	0
but	but	p-acp	but	but	0
a	a	dt	a	a	0
couple	couple	n1	couple	couple	0
of	of	pp-f	of	of	0
bad	bad	j	bad	bad	0
Masters	Masters	n2	Master's	master	0
,	,	,	,	,	0
and	and	cc	and	and	0
therefore	therefore	av	therefore	therefore	0
will	will	vmb	will	will	0
dance	dance	vvi	dance	dance	0
no	no	av-dx	no	no	0
more	more	dc	more	more	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Musick	Musick	n1	Music	music	0
of	of	pp-f	of	of	0
Fetters	Fetters	n2	Fetters	fetter	0
(	(	(	(	(	0
except	except	c-acp	except	except	0
Phoenix	Phoenix	n1	Phoenix	phoenix	0
like	like	av-j	like	like	0
)	)	)	)	)	0
from	from	p-acp	from	from	0
thy	thy	po21	thy	thy	0
Ashes	Ashes	n2	Ashes	ash	0
a	a	dt	a	a	0
New	New	j	New	new	0
Eliza	Eliza	np1	Eliza	Eliza	0
could	could	vmd	could	can	0
arise	arise	vvi	arise	arise	0
,	,	,	,	,	0
and	and	cc	and	and	0
then	then	av	then	then	0
I	I	pns11	I	i	0
can't	can't	vmb|pn31	can't	can|it	0
say	say	vvb	say	say	0
what	what	r-crq	what	what	0
I	I	pns11	I	i	0
might	might	vmd	might	may	0
do	do	vdi	do	do	0
;	;	;	;	;	0
for	for	c-acp	for	for	0
I	I	pns11	I	i	0
love	love	vvb	love	love	0
to	to	pc-acp	to	to	0
look	look	vvi	look	look	0
on	on	p-acp	on	on	0
thy	thy	po21	thy	thy	0
Image	Image	n1	Image	image	0
,	,	,	,	,	0
tho	tho	cs	though	though	0
but	but	cc-acp	but	but	0
in	in	p-acp	in	in	0
a	a	dt	a	a	0
Friend	Friend	n1	Friend	friend	0
or	or	cc	or	or	0
Picture	Picture	n1	Picture	picture	0
,	,	,	,	,	0
and	and	cc	and	and	0
shall	shall	vmb	shall	shall	0
ever	ever	av	ever	ever	0
receive	receive	vvi	receive	receive	0
thy	thy	po21	thy	thy	0
Kindred	Kindred	n1	Kindred	kindred	0
with	with	p-acp	with	with	0
honourable	honourable	j	honourable	honourable	0
Mention	Mention	n1	Mention	mention	0
of	of	pp-f	of	of	0
thy	thy	po21	thy	thy	0
Name	Name	n1	Name	name	0
.	.	.	.	.	1
—	—	—	—	—	0
Then	Then	av	Then	then	0
no	no	dx	no	no	0
wonder	wonder	n1	wonder	wonder	0
(	(	(	(	(	0
now	now	av	now	now	0
you	you	pn22	you	you	0
are	are	vbr	are	be	0
dead	dead	j	dead	dead	0
)	)	)	)	)	0
if	if	cs	if	if	0
I	I	pns11	I	i	0
live	live	vvb	live	live	0
and	and	cc	and	and	0
pine	pine	vvi	pine	pine	0
like	like	av-j	like	like	0
the	the	dt	the	the	0
constantAs	constantAs	np1	constantAs	constantAs	0
is	is	vbz	is	be	0
men	men	n2	men	man	0
∣	∣	sy	∣	∣	0
tion'd	tion'd	vvn	tioned	tion	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
following	following	j-vvg	following	follow	0
Essay	Essay	n1	Essay	essay	0
.	.	.	.	.	1
Turtle	Turtle	n1	Turtle	turtle	0
—	—	—	—	—	0
Thy	Thy	po21	Thy	thy	0
Love	Love	n1	Love	love	0
deserves	deserves	vvz	deserves	deserve	0
a	a	dt	a	a	0
great	great	j	great	great	0
deal	deal	n1	deal	deal	0
more	more	av-dc	more	more	0
.	.	.	.	.	1
King	King	n1	King	king	0
Charles	Charles	np1	Charles	Charles	0
the	the	dt	the	the	0
I.	I.	np1	I.	I.	0
told	told	vvd	told	tell	0
his	his	po31	his	his	0
Queen	Queen	n1	Queen	queen	0
that	that	cst	that	that	0
he	he	pns31	he	he	0
had	had	vhd	had	have	0
never	never	av-x	never	never	0
strayed	strayed	vvn	strayed	stray	0
from	from	p-acp	from	from	0
her	her	pno31	her	she	0
,	,	,	,	,	0
either	either	av-d	either	either	0
in	in	p-acp	in	in	0
Thought	Thought	n1	Thought	thought	0
,	,	,	,	,	0
Word	Word	n1	Word	word	0
,	,	,	,	,	0
or	or	cc	or	or	0
Deed	Deed	n1	Deed	deed	0
,	,	,	,	,	0
and	and	cc	and	and	0
I	I	pns11	I	i	0
am	am	vbm	am	be	0
apt	apt	j	apt	apt	0
to	to	pc-acp	to	to	0
believe	believe	vvi	believe	believe	0
him	him	pno31	him	he	0
,	,	,	,	,	0
for	for	c-acp	for	for	0
I	I	pns11	I	i	0
am	am	vbm	am	be	0
such	such	d	such	such	0
a	a	dt	a	a	0
Platonick	Platonick	jp	Platonic	platonic	0
my	my	po11	my	my	0
self	self	n1	self	self	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
never	never	av-x	never	never	0
