MAN	MAN	n1	MAN	man	0
Gods	Gods	ng1	Gods	god	0
honour	honour	n1	honour	honour	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
glorie	glorie	n1	glory	glory	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
maiestie	maiestie	n1	majesty	majesty	0
,	,	,	,	,	0
this	this	d	this	this	0
whereof	whereof	c-crq	whereof	whereof	0
God	God	np1	God	God	0
hath	hath	vhz	hath	have	0
geuen	geuen	vvn	given	give	0
a	a	dt	a	a	0
special	special	j	special	special	0
charge	charge	n1	charge	charge	0
,	,	,	,	,	0
wherunto	wherunto	c-crq	whereunto	whereunto	0
God	God	np1	God	God	0
hath	hath	vhz	hath	have	0
annexed	annexed	vvn	annexed	annex	0
his	his	po31	his	his	0
terrible	terrible	j	terrible	terrible	0
threatnings	threatnings	n2-vvg	threatenings	threaten	0
,	,	,	,	,	0
this	this	d	this	this	0
commaun	commaun	n1	command	command	0
∣	∣	sy	∣	∣	0
dement	dement	n1	dement	dement	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
first	first	ord	first	first	0
Table	Table	n1	Table	table	0
,	,	,	,	,	0
concerning	concerning	vvg	concerning	concern	0
the	the	pno32	thee	they	0
reue	reue	vvi	reue	reave	0
∣	∣	sy	∣	∣	0
rence	rence	vvi	rence	rinse	0
of	of	pp-f	of	of	0
Gods	Gods	n2	Gods	god	0
owne	owne	d	own	own	0
name	name	n1	name	name	0
,	,	,	,	,	0
is	is	vbz	is	be	0
(	(	(	(	(	0
fie	fie	uh	fie	fie	0
for	for	p-acp	for	for	0
shame	shame	n1	shame	shame	0
)	)	)	)	)	0
to	to	p-acp	to	to	0
much	much	d	much	much	0
neglected	neglected	vvn	neglected	neglect	0
.	.	.	.	.	1
Yf	Yf	cs	If	if	0
Princes	Princes	n2	Princes	prince	0
woulde	woulde	vmd	would	will	0
forget	forget	vvi	forget	forget	0
it	it	pn31	it	it	0
,	,	,	,	,	0
if	if	cs	if	if	0
Counsellours	Counsellours	n2	Counsellors	counselor	0
consult	consult	vvb	consult	consult	0
for	for	p-acp	for	for	0
common	common	j	common	common	0
wealth	wealth	n1	wealth	wealth	0
only	only	av-j	only	only	0
,	,	,	,	,	0
yet	yet	av	yet	yet	0
may	may	vmb	may	may	0
not	not	xx	not	not	0
Diuines	Diuines	n2-jn	Divines	divine	0
speake	speake	vvb	speak	speak	0
?	?	?	?	?	1
What	What	q-crq	What	what	0
though	though	cs	though	though	0
we	we	pns12	we	we	0
be	be	vbb	be	be	0
lyke	lyke	av-j	like	like	0
vnto	vnto	p-acp	unto	unto	0
women	women	n2	women	woman	0
,	,	,	,	,	0
for	for	c-acp	for	for	0
that	that	cst	that	that	0
when	when	c-crq	when	when	0
we	we	pns12	we	we	0
haue	haue	vhb	have	have	0
sayd	sayd	vvn	said	say	0
,	,	,	,	,	0
we	we	pns12	we	we	0
haue	haue	vhb	have	have	0
doone	doone	vdn	done	do	0
,	,	,	,	,	0
our	our	po12	our	our	0
aucthoritie	aucthoritie	n1	authority	authority	0
stretcheth	stretcheth	vvz	stretcheth	stretch	0
no	no	xx	not	not	0
far	far	av-j	far	far	0
∣	∣	sy	∣	∣	0
ther	ther	a-acp	there	there	0
:	:	:	:	:	0
yet	yet	av	yet	yet	0
in	in	p-acp	in	in	0
a	a	dt	a	a	0
reasonable	reasonable	j	reasonable	reasonable	0
cause	cause	n1	cause	cause	0
a	a	dt	a	a	0
woman	woman	n1	woman	woman	0
may	may	vmb	may	may	0
speake	speake	vvi	speak	speak	0
with	with	p-acp	with	with	0
honestie	honestie	n1	honesty	honesty	0
,	,	,	,	,	0
and	and	cc	and	and	0
speake	speake	vvi	speak	speak	0
agayne	agayne	av	again	again	0
and	and	cc	and	and	0
agayne	agayne	av	again	again	0
to	to	p-acp	to	to	0
,	,	,	,	,	0
vntyl	vntyl	p-acp	until	until	0
she	she	pns31	she	she	0
be	be	vbb	be	be	0
heard	heard	vvn	herd	hear	0
.	.	.	.	.	1
Vnto	Vnto	p-acp	Unto	unto	0
you	you	pn22	you	you	0
therefore	therefore	av	therefore	therefore	0
this	this	d	this	this	0
I	I	pns11	I	i	0
remember	remember	vvb	remember	remember	0
,	,	,	,	,	0
not	not	xx	not	not	0
in	in	p-acp	in	in	0
suspitiō	suspitiō	n1	suspicion	suspicion	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
diligence	diligence	n1	diligence	diligence	0
,	,	,	,	,	0
that	that	cst	that	that	0
be	be	vbb	be	be	0
far	far	av-j	far	far	0
from	from	p-acp	from	from	0
me	me	pno11	me	i	0
,	,	,	,	,	0
for	for	c-acp	for	for	0
I	I	pns11	I	i	0
professe	professe	vvb	profess	profess	0
gladly	gladly	av-j	gladly	glad	0
,	,	,	,	,	0
and	and	cc	and	and	0
I	I	pns11	I	i	0
geue	geue	vvb	give	give	0
God	God	np1	God	God	0
thankes	thankes	n2	thanks	thanks	0
,	,	,	,	,	0
I	I	pns11	I	i	0
knowe	knowe	vvb	know	know	0
that	that	cst	that	that	0
both	both	d	both	both	0
in	in	p-acp	in	in	0
doctrine	doctrine	n1	doctrine	doctrine	0
and	and	cc	and	and	0
life	life	n1	life	life	0
,	,	,	,	,	0
none	none	pix	none	none	0
labour	labour	n1	labour	labour	0
more	more	av-dc	more	more	0
feruently	feruently	av-j	fervently	fervent	0
:	:	:	:	:	0
but	but	cc-acp	but	but	0
as	as	c-acp	as	as	0
litle	litle	j	little	little	0
sand	sand	n1	sand	sand	0
to	to	pc-acp	to	to	0
continue	continue	vvi	continue	continue	0
a	a	dt	a	a	0
long	long	j	long	long	0
lasting	lasting	j-vvg	lasting	last	0
edge	edge	n1	edge	edge	0
,	,	,	,	,	0
vnto	vnto	p-acp	unto	unto	0
a	a	dt	a	a	0
strong	strong	j	strong	strong	0
gentle	gentle	j	gentle	gentle	0
Scithe	Scithe	n1	Scithe	scithe	0
:	:	:	:	:	0
So	So	av	So	so	0
I	I	pns11	I	i	0
humbly	humbly	av-j	humbly	humble	0
beseeche	beseeche	vvb	beseech	beseech	0
you	you	pn22	you	you	0
styll	styll	av	still	still	0
to	to	pc-acp	to	to	0
continue	continue	vvi	continue	continue	0
your	your	po22	your	your	0
earnest	earnest	j	earnest	earnest	0
Zeale	Zeale	n1	Zeal	zeal	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
promoting	promoting	j-vvg	promoting	promote	0
of	of	pp-f	of	of	0
Gods	Gods	npg1	Gods	God	0
glory	glory	n1	glory	glory	0
,	,	,	,	,	0
Namely	Namely	av	Namely	namely	0
,	,	,	,	,	0
and	and	cc	and	and	0
most	most	av-ds	most	most	0
specially	specially	av-j	specially	special	0
when	when	c-crq	when	when	0
o	o	uh	oh	oh	0
∣	∣	sy	∣	∣	0
portunitie	portunitie	n1	portunitie	portunitie	0
of	of	pp-f	of	of	0
time	time	n1	time	time	0
and	and	cc	and	and	0
place	place	n1	place	place	0
shal	shal	vmb	shall	shall	0
serue	serue	vvi	serve	serve	0
,	,	,	,	,	0
that	that	cst	that	that	0
some	some	d	some	some	0
strength	strength	n1	strength	strength	0
of	of	pp-f	of	of	0
law	law	n1	law	law	0
earnestly	earnestly	av-j	earnestly	earnest	0
be	be	vbi	be	be	0
by	by	p-acp	by	by	0
your	your	po22	your	your	0
wysedomes	wysedomes	n2	wisdoms	wisdom	0
required	required	vvn	required	require	0
,	,	,	,	,	0
againe	againe	av	again	again	0
and	and	cc	and	and	0
againe	againe	av	again	again	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
established	established	vvn	established	establish	0
for	for	p-acp	for	for	0
punishment	punishment	n1	punishment	punishment	0
of	of	pp-f	of	of	0
vaine	vaine	j	vain	vain	0
swearing	swearing	n-vvg	swearing	swear	0
,	,	,	,	,	0
and	and	cc	and	and	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
vtter	vtter	j	utter	utter	0
cuttyng	cuttyng	vvg	cutting	cut	0
of	of	pp-f	of	of	0
,	,	,	,	,	0
of	of	pp-f	of	of	0
forswearing	forswearing	vvg	forswearing	forswear	0
or	or	cc	or	or	0
periurie	periurie	n1	perjury	perjury	0
.	.	.	.	.	1
The	The	dt	The	the	0
dis	dis	d	dis	this	0
∣	∣	sy	∣	∣	0
commodities	commodities	n2	commodities	commodity	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
outragious	outragious	j	outrageous	outrageous	0
excesse	excesse	n1	excess	excess	0
in	in	p-acp	in	in	0
appar	appar	vvi	appear	appear	0
∣	∣	sy	∣	∣	0
ret	ret	n1	rest	rest	0
breedeth	breedeth	vvz	breeds	breed	0
much	much	d	much	much	0
more	more	dc	more	more	0
woe	woe	n1	woe	woe	0
then	then	cs	then	than	0
many	many	d	many	many	0
deemes	deemes	vvz	deems	deem	0
for	for	p-acp	for	for	0
:	:	:	:	:	0
drunkennes	drunkennes	n1	drunkenness	drunkenness	0
,	,	,	,	,	0
is	is	vbz	is	be	0
a	a	dt	a	a	0
deathful	deathful	j	deathful	deathful	0
disease	disease	n1	disease	disease	0
,	,	,	,	,	0
&	&	cc	&	and	0
it	it	pn31	it	it	0
disma	disma	n1	disma	disma	0
∣	∣	sy	∣	∣	0
keth	keth	zz	keth	keth	0
a	a	zz	a	a	0
man	man	n1	man	man	0
,	,	,	,	,	0
so	so	av	so	so	0
that	that	cst	that	that	0
be	be	vbi	be	be	0
ceasseth	ceasseth	vvz	ceaseth	cease	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
that	that	cst	that	that	0
he	he	pns31	he	he	0
was	was	vbds	was	be	0
:	:	:	:	:	0
But	But	cc-acp	But	but	0
this	this	d	this	this	0
vice	vice	n1	vice	vice	0
cōcerneth	cōcerneth	vvz	concerns	concern	0
not	not	xx	not	not	0
man	man	n1	man	man	0
so	so	av	so	so	0
much	much	av-d	much	much	0
as	as	c-acp	as	as	0
God	God	np1	God	God	0
:	:	:	:	:	0
No	No	dx	No	no	0
tonge	tonge	n1	tongue	tongue	0
can	can	vmb	can	can	0
vtter	vtter	vvi	utter	utter	0
,	,	,	,	,	0
no	no	dx	no	no	0
pen	pen	n1	pen	pen	0
can	can	vmb	can	can	0
expresse	expresse	vvi	express	express	0
,	,	,	,	,	0
no	no	av-dx	no	no	0
mor	mor	dc	mor	more	0
∣	∣	sy	∣	∣	0
talitie	talitie	n1	talitie	talitie	0
can	can	vmb	can	can	0
conceiue	conceiue	vvi	conceive	conceive	0
the	the	dt	the	the	0
sinful	sinful	j	sinful	sinful	0
wickednes	wickednes	n1	wickedness	wickedness	0
,	,	,	,	,	0
the	the	dt	the	the	0
dis	dis	d	dis	this	0
∣	∣	sy	∣	∣	0
honour	honour	n1	honour	honour	0
vnto	vnto	p-acp	unto	unto	0
God	God	np1	God	God	0
,	,	,	,	,	0
the	the	dt	the	the	0
mischiefe	mischiefe	n1	mischief	mischief	0
and	and	cc	and	and	0
misery	misery	n1	misery	misery	0
vnto	vnto	p-acp	unto	unto	0
mankinde	mankinde	n1	mankind	mankind	0
,	,	,	,	,	0
that	that	cst	that	that	0
groweth	groweth	vvz	grows	grow	0
therby	therby	av	thereby	thereby	0
:	:	:	:	:	0
Of	Of	pp-f	Of	of	0
this	this	d	this	this	0
it	it	pn31	it	it	0
plea	plea	n1	plea	plea	0
∣	∣	sy	∣	∣	0
sed	sed	zz	sed	sed	0
God	God	n1	God	god	0
to	to	pc-acp	to	to	0
styr	styr	vvi	stir	stir	0
me	me	pno11	me	i	0
vp	vp	a-acp	up	up	0
to	to	pc-acp	to	to	0
write	write	vvi	write	write	0
somewhat	somewhat	av	somewhat	somewhat	0
,	,	,	,	,	0
wher	wher	c-crq	where	where	0
∣	∣	sy	∣	∣	0
of	of	pp-f	of	of	0
I	I	pns11	I	i	0
yeeld	yeeld	vvb	yield	yield	0
most	most	av-ds	most	most	0
humble	humble	j	humble	humble	0
thanks	thanks	n2	thanks	thank	0
vnto	vnto	p-acp	unto	unto	0
his	his	po31	his	his	0
maiesty	maiesty	n1	majesty	majesty	0
,	,	,	,	,	0
that	that	cst	that	that	0
it	it	pn31	it	it	0
pleased	pleased	vvd	pleased	please	0
hym	hym	pno31	him	he	0
I	I	pns11	I	i	0
should	should	vmd	should	shall	0
bring	bring	vvi	bring	bring	0
somewhat	somewhat	av	somewhat	somewhat	0
,	,	,	,	,	0
whether	whether	cs	whither	whether	0
it	it	pn31	it	it	0
be	be	vbb	be	be	0
heare	heare	av	hear	here	0
or	or	cc	or	or	0
wooll	wooll	n1	wool	wool	0
,	,	,	,	,	0
or	or	cc	or	or	0
sand	sand	n1	sand	sand	0
,	,	,	,	,	0
or	or	cc	or	or	0
Oyster	Oyster	n1	Oyster	oyster	0
shelles	shelles	n2	shells	shell	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
building	building	n-vvg	building	build	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
Temple	Temple	n1	Temple	temple	0
.	.	.	.	.	1
The	The	dt	The	the	0
mat	mat	n1	mat	mat	0
∣	∣	sy	∣	∣	0
ter	ter	zz	ter	ter	0
is	is	vbz	is	be	0
worthy	worthy	j	worthy	worthy	0
for	for	p-acp	for	for	0
al	al	d	all	all	0
men	men	n2	men	man	0
to	to	pc-acp	to	to	0
regard	regard	vvi	regard	regard	0
,	,	,	,	,	0
though	though	cs	though	though	0
it	it	pn31	it	it	0
be	be	vbb	be	be	0
a	a	dt	a	a	0
common	common	j	common	common	0
thyng	thyng	n1	thing	thing	0
(	(	(	(	(	0
euery	euery	d	every	every	0
body	body	n1	body	body	0
can	can	vmb	can	can	0
say	say	vvi	say	say	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
so	so	av	so	so	0
)	)	)	)	)	0
our	our	po12	our	our	0
age	age	n1	age	age	0
is	is	vbz	is	be	0
dainty	dainty	j	dainty	dainty	0
,	,	,	,	,	0
and	and	cc	and	and	0
lusteth	lusteth	vvz	lusteth	lust	0
after	after	p-acp	after	after	0
nouelties	nouelties	n2	novelties	novelty	0
:	:	:	:	:	0
the	the	dt	the	the	0
pro	pro	fw-la	pro	pro	0
∣	∣	sy	∣	∣	0
fession	fession	n1	fession	fession	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
faith	faith	n1	faith	faith	0
in	in	p-acp	in	in	0
religion	religion	n1	religion	religion	0
,	,	,	,	,	0
is	is	vbz	is	be	0
like	like	av-j	like	like	0
vnto	vnto	p-acp	unto	unto	0
our	our	po12	our	our	0
foo	foo	n1	foe	foe	0
∣	∣	sy	∣	∣	0
lish	lish	uh	lish	lish	0
fancy	fancy	n1	fancy	fancy	0
in	in	p-acp	in	in	0
building	building	n1	building	building	0
.	.	.	.	.	1
We	We	pns12	We	we	0
delight	delight	vvb	delight	delight	0
in	in	p-acp	in	in	0
shewes	shewes	n2	shows	show	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
trickes	trickes	n2	tricks	trick	0
and	and	cc	and	and	0
toyes	toyes	n2	toys	toy	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
cornered	cornered	j-vvn	cornered	corner	0
Windowes	Windowes	n2	Windows	window	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
tops	tops	n2	tops	top	0
of	of	pp-f	of	of	0
Chimneies	Chimneies	n2	Chimneys	chimney	0
,	,	,	,	,	0
though	though	cs	though	though	0
the	the	dt	the	the	0
bottomes	bottomes	n2	bottoms	bottom	0
be	be	vbb	be	be	0
not	not	xx	not	not	0
.	.	.	.	.	1
So	So	av	So	so	0
we	we	pns12	we	we	0
dispute	dispute	vvb	dispute	dispute	0
curious	curious	j	curious	curious	0
vnprofitable	vnprofitable	j	unprofitable	unprofitable	0
preternecessarie	preternecessarie	j	preternecessarie	preternecessarie	0
que	que	fw-fr	que	que	0
∣	∣	sy	∣	∣	0
stions	stions	n2	scions	scion	0
,	,	,	,	,	0
not	not	xx	not	not	0
regarding	regarding	vvg	regarding	regard	0
the	the	dt	the	the	0
grounde	grounde	n1	ground	ground	0
and	and	cc	and	and	0
substance	substance	n1	substance	substance	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
most	most	av-ds	most	most	0
necessary	necessary	j	necessary	necessary	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
without	without	p-acp	without	without	0
the	the	dt	the	the	0
whiche	whiche	r-crq	which	which	0
we	we	pns12	we	we	0
are	are	vbr	are	be	0
not	not	xx	not	not	0
.	.	.	.	.	1
That	That	d	That	that	0
your	your	po22	your	your	0
godly	godly	j	godly	godly	0
wisedome	wisedome	n1	wisdom	wisdom	0
right	right	av-jn	right	right	0
wel	wel	av	well	well	0
considered	considered	vvn	considered	consider	0
,	,	,	,	,	0
when	when	c-crq	when	when	0
in	in	p-acp	in	in	0
your	your	po22	your	your	0
auncient	auncient	j-jn	ancient	ancient	0
reuerend	reuerend	j-jn	reverend	reverend	0
age	age	n1	age	age	0
,	,	,	,	,	0
you	you	pn22	you	you	0
wrote	wrote	vvd	wrote	write	0
yet	yet	av	yet	yet	0
instructions	instructions	n2	instructions	instruction	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
tender	tender	j	tender	tender	0
youth	youth	n1	youth	youth	0
,	,	,	,	,	0
a	a	dt	a	a	0
Woorke	Woorke	n1	Work	work	0
which	which	r-crq	which	which	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
presence	presence	n1	presence	presence	0
for	for	c-acp	for	for	0
to	to	pc-acp	to	to	0
commend	commend	vvi	commend	commend	0
,	,	,	,	,	0
is	is	vbz	is	be	0
not	not	xx	not	not	0
so	so	av	so	so	0
seemely	seemely	j	seemly	seemly	0
:	:	:	:	:	0
it	it	pn31	it	it	0
was	was	vbds	was	be	0
in	in	p-acp	in	in	0
deede	deede	n1	deed	deed	0
a	a	dt	a	a	0
hammer	hammer	n1	hammer	hammer	0
,	,	,	,	,	0
a	a	dt	a	a	0
Hatchet	Hatchet	n1	Hatchet	hatchet	0
,	,	,	,	,	0
a	a	dt	a	a	0
swoorde	swoorde	n1	sword	sword	0
,	,	,	,	,	0
an	an	dt	and	a	0
axe	axe	n1	axe	axe	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
beat	beat	vvi	beatrice	beat	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
cut	cut	vvi	cut	cut	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
wounde	wounde	n1	wound	wound	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
destroy	destroy	vvi	destroy	destroy	0
Antechrist	Antechrist	np1	Antechrist	Antechrist	0
and	and	cc	and	and	0
all	all	d	all	all	0
Heritiques	Heritiques	n2	Heretics	heretic	0
.	.	.	.	.	1
Old	Old	j	Old	old	0
men	men	n2	men	man	0
are	are	vbr	are	be	0
vncleane	vncleane	j	unclean	unclean	0
and	and	cc	and	and	0
nastie	nastie	j	nasty	nasty	0
,	,	,	,	,	0
the	the	dt	the	the	0
hope	hope	n1	hope	hope	0
is	is	vbz	is	be	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
youth	youth	n1	youth	youth	0
,	,	,	,	,	0
whom	whom	ro-crq	whom	who	0
well	well	av	well	well	0
to	to	pc-acp	to	to	0
enstructe	enstructe	vvi	enstructe	instruct	0
in	in	p-acp	in	in	0
faythfull	faythfull	j	faithful	faithful	0
literature	literature	n1	literature	literature	0
,	,	,	,	,	0
and	and	cc	and	and	0
studiously	studiously	av-j	studiously	studious	0
to	to	pc-acp	to	to	0
traine	traine	vvi	train	train	0
vp	vp	a-acp	up	up	0
to	to	p-acp	to	to	0
his	his	po31	his	his	0
glory	glory	n1	glory	glory	0
,	,	,	,	,	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
only	only	j	only	only	0
hope	hope	n1	hope	hope	0
that	that	cst	that	that	0
remaines	remaines	vvz	remains	remain	0
to	to	p-acp	to	to	0
our	our	po12	our	our	0
age	age	n1	age	age	0
:	:	:	:	:	0
the	the	dt	the	the	0
strength	strength	n1	strength	strength	0
of	of	pp-f	of	of	0
which	which	r-crq	which	which	0
hope	hope	n1	hope	hope	0
,	,	,	,	,	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
stablish	stablish	vvi	establish	establish	0
∣	∣	sy	∣	∣	0
ment	ment	vvd	meant	mean	0
of	of	pp-f	of	of	0
good	good	j	good	good	0
lawes	lawes	n2	laws	law	0
in	in	p-acp	in	in	0
tyme	tyme	n1	time	time	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
reuerende	reuerende	j-jn	reverend	reverend	0
vse	vse	n1	use	use	0
and	and	cc	and	and	0
honour	honour	n1	honour	honour	0
of	of	pp-f	of	of	0
Gods	Gods	npg1	Gods	God	0
name	name	n1	name	name	0
.	.	.	.	.	1
Which	Which	r-crq	Which	which	0
neglected	neglected	vvd	neglected	neglect	0
or	or	cc	or	or	0
intermitted	intermitted	vvn	intermitted	intermit	0
,	,	,	,	,	0
the	the	dt	the	the	0
euyl	euyl	n-jn	evil	evil	0
of	of	pp-f	of	of	0
example	example	n1	example	example	0
that	that	cst	that	that	0
amongst	amongst	p-acp	among	among	0
vs	vs	pno12	us	we	0
remayneth	remayneth	vvz	remaineth	remain	0
,	,	,	,	,	0
is	is	vbz	is	be	0
lyke	lyke	av-j	like	like	0
to	to	pc-acp	to	to	0
poyson	poyson	vvi	poison	poison	0
more	more	dc	more	more	0
pottes	pottes	n2	pots	pot	0
,	,	,	,	,	0
then	then	cs	then	than	0
all	all	d	all	all	0
the	the	dt	the	the	0
Vineger	Vineger	n1	Vinegar	vinegar	0
in	in	p-acp	in	in	0
Europe	Europe	np1	Europe	Europe	0
is	is	vbz	is	be	0
able	able	j	able	able	0
hereafter	hereafter	av	hereafter	hereafter	0
to	to	pc-acp	to	to	0
make	make	vvi	make	make	0
sweete	sweete	j	sweet	sweet	0
or	or	cc	or	or	0
seasonable	seasonable	j	seasonable	seasonable	0
.	.	.	.	.	1
God	God	np1	God	God	0
graunt	graunt	vvb	grant	grant	0
that	that	cst	that	that	0
his	his	po31	his	his	0
honour	honour	n1	honour	honour	0
may	may	vmb	may	may	0
most	most	av-ds	most	most	0
specially	specially	av-j	specially	special	0
be	be	vbi	be	be	0
tendred	tendred	vvn	tendered	tender	0
,	,	,	,	,	0
and	and	cc	and	and	0
that	that	cst	that	that	0
thereunto	thereunto	av	thereunto	thereunto	0
all	all	d	all	all	0
other	other	j-jn	other	other	0
Potentates	Potentates	n2	Potentates	potentate	0
,	,	,	,	,	0
Prin	Prin	av	Prin	prin	0
∣	∣	sy	∣	∣	0
ces	ces	fw-fr	ces	ces	0
,	,	,	,	,	0
and	and	cc	and	and	0
Dominions	Dominions	n2	Dominions	dominion	0
whatsoeuer	whatsoeuer	r-crq	whatsoever	whatsoever	0
,	,	,	,	,	0
may	may	vmb	may	may	0
with	with	p-acp	with	with	0
condigne	condigne	j	condign	condign	0
reue	reue	vvi	reue	reave	0
∣	∣	sy	∣	∣	0
rence	rence	vvi	rence	rinse	0
bende	bende	vvi	bend	bend	0
and	and	cc	and	and	0
obey	obey	vvi	obey	obey	0
.	.	.	.	.	1
Amen	Amen	uh-n	Amen	amen	0
.	.	.	.	.	1
