RYght	RYght	av-jn	Right	right	0
to	to	p-acp	to	to	0
whom	whom	ro-crq	whom	who	0
I	I	pns11	I	i	0
offer	offer	vvb	offer	offer	0
physik	physik	n1	physik	physik	0
onely	onely	av-j	only	only	0
to	to	p-acp	to	to	0
:	:	:	:	:	0
I	I	pns11	I	i	0
aunswere	aunswere	vvb	answer	answer	0
that	that	cst	that	that	0
therin	therin	av	therein	therein	0
,	,	,	,	,	0
I	I	pns11	I	i	0
dyshonour	dyshonour	vvb	dishonour	dishonour	0
you	you	pn22	you	you	0
not	not	xx	not	not	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
honor	honor	vvb	honour	honour	0
you	you	pn22	you	you	0
as	as	p-acp	as	as	0
muche	muche	d	much	much	0
as	as	c-acp	as	as	0
lyeth	lyeth	vvz	lies	lie	0
in	in	p-acp	in	in	0
me	me	pno11	me	i	0
,	,	,	,	,	0
whilse	whilse	av	whilse	whilse	0
I	I	pns11	I	i	0
make	make	vvb	make	make	0
you	you	pn22	you	you	0
the	the	dt	the	the	0
heade	heade	n1	head	head	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
the	the	dt	the	the	0
nobilite	nobilite	n1	nobility	nobility	0
in	in	p-acp	in	in	0
Englāde	Englāde	np1	Englāde	England	0
vnder	vnder	p-acp	under	under	0
ye	ye	dt	the	the	0
Quene	Quene	n1	Queen	queen	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
when	when	c-crq	when	when	0
as	as	c-acp	as	as	0
ye	ye	pn22	you	you	0
are	are	vbr	are	be	0
ye	ye	dt	the	the	0
heade	heade	n1	head	head	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
bodye	bodye	n1	body	body	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
nobilite	nobilite	n1	nobility	nobility	0
,	,	,	,	,	0
it	it	pn31	it	it	0
were	were	vbdr	were	be	0
no	no	dx	no	no	0
wysedome	wysedome	n1	wisdom	wisdom	0
for	for	p-acp	for	for	0
me	me	pno11	me	i	0
to	to	pc-acp	to	to	0
speake	speake	vvi	speak	speak	0
vnto	vnto	p-acp	unto	unto	0
the	the	dt	the	the	0
sik	sik	n1	sik	sik	0
belly	belly	n1	belly	belly	0
fete	fete	n2	feet	foot	0
and	and	cc	and	and	0
backe	backe	n1	back	back	0
,	,	,	,	,	0
whyche	whyche	r-crq	which	which	0
for	for	p-acp	for	for	0
lacke	lacke	n1	lack	lack	0
of	of	pp-f	of	of	0
eares	eares	n2	ears	ear	0
can	can	vmb	can	can	0
hear	hear	vvi	hear	hear	0
nothing	nothing	pix	nothing	nothing	0
at	at	p-acp	at	at	0
all	all	av-d	all	all	0
.	.	.	.	.	1
When	When	c-crq	When	when	0
a	a	dt	a	a	0
man	man	n1	man	man	0
hath	hath	vhz	hath	have	0
the	the	dt	the	the	0
goute	goute	n1	gout	gout	0
in	in	p-acp	in	in	0
his	his	po31	his	his	0
too	too	av	too	too	0
,	,	,	,	,	0
or	or	cc	or	or	0
the	the	dt	the	the	0
ciatica	ciatica	n1	ciatica	ciatica	0
in	in	p-acp	in	in	0
hys	hys	po31	his	his	0
huc	huc	fw-la	huc	huc	0
∣	∣	sy	∣	∣	0
kell	kell	zz	kell	kell	0
bone	bone	n1	bone	bone	0
,	,	,	,	,	0
or	or	cc	or	or	0
the	the	dt	the	the	0
collik	collik	j	collik	collik	0
in	in	p-acp	in	in	0
hys	hys	po31	his	his	0
bel	bel	zz	bel	bel	0
∣	∣	sy	∣	∣	0
lye	lye	n1	lie	lie	0
,	,	,	,	,	0
no	no	dx	no	no	0
wyse	wyse	j	wise	wise	0
physician	physician	n1	physician	physician	0
wyll	wyll	vmb	will	will	0
speake	speake	vvi	speak	speak	0
vnto	vnto	p-acp	unto	unto	0
the	the	dt	the	the	0
too	too	av	too	too	0
,	,	,	,	,	0
nether	nether	av-dx	neither	neither	0
vnto	vnto	p-acp	unto	unto	0
the	the	dt	the	the	0
huk	huk	ng1	huk	huk	0
∣	∣	sy	∣	∣	0
kell	kell	zz	kell	kell	0
bone	bone	n1	bone	bone	0
,	,	,	,	,	0
nether	nether	av-dx	neither	neither	0
vnto	vnto	p-acp	unto	unto	0
the	the	dt	the	the	0
bellye	bellye	n1	belly	belly	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
he	he	pns31	he	he	0
speaketh	speaketh	vvz	speaks	speak	0
vnto	vnto	p-acp	unto	unto	0
the	the	dt	the	the	0
heade	heade	n1	head	head	0
,	,	,	,	,	0
whych	whych	r-crq	which	which	0
heareth	heareth	vvz	hears	hear	0
and	and	cc	and	and	0
receyueth	receyueth	vvz	receiveth	receive	0
coun	coun	vvb	con	con	0
∣	∣	sy	∣	∣	0
sell	sell	vvi	fell	sell	0
,	,	,	,	,	0
and	and	cc	and	and	0
physik	physik	n1	physik	physik	0
also	also	av	also	also	0
,	,	,	,	,	0
for	for	c-acp	for	for	0
all	all	d	all	all	0
the	the	dt	the	the	0
reste	reste	n1	rest	rest	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
partes	partes	n2	parts	part	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
hole	hole	n1	hold	hole	0
bodye	bodye	n1	body	body	0
,	,	,	,	,	0
and	and	cc	and	and	0
thoughe	thoughe	cs	though	though	0
these	these	d	these	these	0
aboue	aboue	a-acp	above	above	0
named	named	vvn	nam	name	0
partes	partes	n2	parts	part	0
be	be	vbb	be	be	0
onely	onely	av-j	only	only	0
vexed	vexed	vvn	vexed	vex	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
hede	hede	n1	heed	heed	0
be	be	vbb	be	be	0
hole	hole	n1	hold	hole	0
and	and	cc	and	and	0
sounde	sounde	n1	sound	sound	0
,	,	,	,	,	0
yet	yet	av	yet	yet	0
God	God	np1	God	God	0
and	and	cc	and	and	0
nature	nature	n1	nature	nature	0
haue	haue	vhb	have	have	0
ordeyned	ordeyned	vvn	ordained	ordain	0
,	,	,	,	,	0
that	that	cst	that	that	0
the	the	dt	the	the	0
hede	hede	n1	heed	heed	0
shall	shall	vmb	shall	shall	0
bothe	bothe	av-d	both	both	0
receyue	receyue	vvi	receive	receive	0
all	all	d	all	all	0
maner	maner	n1	manner	manner	0
of	of	pp-f	of	of	0
counsel	counsel	n1	counsel	counsel	0
,	,	,	,	,	0
&	&	cc	&	and	0
medicines	medicines	n2	medicines	medicine	0
,	,	,	,	,	0
be	be	vbb	be	be	0
they	they	pns32	they	they	0
neuer	neuer	av-x	never	never	0
so	so	av	so	so	0
bitter	bitter	j	bitter	bitter	0
&	&	cc	&	and	0
vgly	vgly	j	ugly	ugly	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
vylest	vylest	js	vilest	vile	0
parte	parte	n1	part	part	0
of	of	pp-f	of	of	0
al	al	d	all	all	0
ye	ye	dt	the	the	0
bo	bo	zz	bo	bo	0
¦	¦	sy	¦	¦	0
dye	dye	n1	die	dye	0
.	.	.	.	.	1
Therfore	Therfore	av	Therefore	therefore	0
I	I	pns11	I	i	0
dishonor	dishonor	vvb	dishonour	dishonour	0
not	not	xx	not	not	0
your	your	po22	your	your	0
lordships	lordships	n2	lordship's	lordship	0
but	but	p-acp	but	but	0
honor	honor	n1	honour	honour	0
you	you	pn22	you	you	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
mych	mych	d	much	much	0
as	as	c-acp	as	as	0
lyeth	lyeth	vvz	lies	lie	0
in	in	p-acp	in	in	0
me	me	pno11	me	i	0
whē	whē	c-crq	when	when	0
as	as	a-acp	as	as	0
I	I	pns11	I	i	0
do	do	vdb	do	do	0
none	none	pix	none	none	0
other	other	j-jn	other	other	0
wyse	wyse	n1	wise	wise	0
vnto	vnto	p-acp	unto	unto	0
you	you	pn22	you	you	0
,	,	,	,	,	0
then	then	cs	then	than	0
God	God	np1	God	God	0
and	and	cc	and	and	0
natu	natu	fw-la	natu	natu	0
∣	∣	sy	∣	∣	0
re	re	fw-mi	re	re	0
wolde	wolde	vmd	would	will	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
shulde	shulde	vmd	should	shall	0
do	do	vdi	do	do	0
.	.	.	.	.	1
Thys	Thys	d	This	this	0
in	in	n1	in	inn	0
moste	moste	av-ds	most	most	0
humble	humble	j	humble	humble	0
wyse	wyse	n1	wise	wise	0
I	I	pns11	I	i	0
beseche	beseche	vvb	beseech	beseech	0
your	your	po22	your	your	0
lordshippes	lordshippes	n2	lordships	lordship	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
loue	loue	n1	love	love	0
that	that	cst	that	that	0
ye	ye	pn22	you	you	0
owe	owe	vvb	owe	owe	0
vnto	vnto	p-acp	unto	unto	0
God	God	np1	God	God	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
cōmon	cōmon	j	common	common	0
welth	welth	n1	wealth	wealth	0
of	of	pp-f	of	of	0
Englande	Englande	np1	Englande	England	0
that	that	cst	that	that	0
ye	ye	pn22	you	you	0
loke	loke	vvi	look	look	0
well	well	av	well	well	0
vpon	vpon	p-acp	upon	upon	0
my	my	po11	my	my	0
physik	physik	n1	physik	physik	0
,	,	,	,	,	0
and	and	cc	and	and	0
trye	trye	vvi	try	try	0
it	it	pn31	it	it	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
vtter	vtter	j	utter	utter	0
∣	∣	sy	∣	∣	0
moste	moste	av-ds	most	most	0
,	,	,	,	,	0
yf	yf	cs	if	if	0
ye	ye	pn22	you	you	0
fynde	fynde	vvi	find	find	0
it	it	pn31	it	it	0
lawfull	lawfull	j	lawful	lawful	0
,	,	,	,	,	0
then	then	av	then	then	0
take	take	vvb	take	take	0
it	it	pn31	it	it	0
vnto	vnto	p-acp	unto	unto	0
you	you	pn22	you	you	0
,	,	,	,	,	0
and	and	cc	and	and	0
into	into	p-acp	into	into	0
you	you	pn22	you	you	0
,	,	,	,	,	0
and	and	cc	and	and	0
dispose	dispose	vvi	dispose	dispose	0
it	it	pn31	it	it	0
,	,	,	,	,	0
and	and	cc	and	and	0
sende	sende	vvi	send	send	0
it	it	pn31	it	it	0
to	to	p-acp	to	to	0
suche	suche	d	such	such	0
par	par	fw-fr	par	par	0
∣	∣	sy	∣	∣	0
tes	tes	fw-fr	tes	tes	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
bodye	bodye	n1	body	body	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
nobilite	nobilite	n1	nobility	nobility	0
as	as	c-acp	as	as	0
ha	ha	vhb	would	have	0
¦	¦	sy	¦	¦	0
ue	ue	pns12	we	we	0
moste	moste	av-ds	most	most	0
nede	nede	n1	need	need	0
of	of	pp-f	of	of	0
it	it	pn31	it	it	0
,	,	,	,	,	0
and	and	cc	and	and	0
I	I	pns11	I	i	0
dout	dout	vvb	doubt	doubt	0
not	not	xx	not	not	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
that	that	cst	that	that	0
many	many	d	many	many	0
that	that	cst	that	that	0
are	are	vbr	are	be	0
nowe	nowe	av	now	now	0
sicke	sicke	j	sick	sick	0
shalbe	shalbe	vmb	shall	shall	0
well	well	av	well	well	0
healed	healed	vvn	healed	heal	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
glorye	glorye	n1	glory	glory	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
profyt	profyt	n1	profit	profit	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
com	com	vvi	come	come	0
∣	∣	sy	∣	∣	0
mon	mon	fw-fr	mon	mon	0
welthe	welthe	n1	wealth	wealth	0
.	.	.	.	.	1
The	The	dt	The	the	0
Lorde	Lorde	n1	Lord	lord	0
Iesus	Iesus	np1	Iesus	Jesus	0
the	the	dt	the	the	0
great	great	j	great	great	0
Physiciane	Physiciane	np1	Physiciane	Physiciane	0
whyche	whyche	r-crq	which	which	0
is	is	vbz	is	be	0
able	able	j	able	able	0
to	to	pc-acp	to	to	0
heale	heale	vvi	heal	heal	0
both	both	d	both	both	0
bodye	bodye	n1	body	body	0
and	and	cc	and	and	0
soule	soule	n1	soul	soul	0
:	:	:	:	:	0
heale	heale	vvb	heal	heal	0
all	all	d	all	all	0
them	them	pno32	them	they	0
that	that	cst	that	that	0
are	are	vbr	are	be	0
sik	sik	n1	sik	sik	0
,	,	,	,	,	0
and	and	cc	and	and	0
saue	saue	vvb	save	save	0
you	you	pn22	you	you	0
from	from	p-acp	from	from	0
all	all	d	all	all	0
enemies	enemies	n2	enemies	enemy	0
,	,	,	,	,	0
both	both	d	both	both	0
bodely	bodely	j	bodily	bodily	0
and	and	cc	and	and	0
goostlye	goostlye	j	ghostly	ghostly	0
.	.	.	.	.	1
Amen	Amen	uh-n	Amen	amen	0
.	.	.	.	.	1
