Honorable	Honorable	j	Honourable	honourable	0
of	of	pp-f	of	of	0
divinity	divinity	n1	divinity	divinity	0
in	in	p-acp	in	in	0
Colleges	Colleges	n2	Colleges	college	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
see	see	vvi	see	see	0
that	that	d	that	that	0
Scholars	Scholars	n2	Scholars	scholar	0
dwel	dwel	vvi	dwell	dwell	0
not	not	xx	not	not	0
too	too	av	too	too	0
long	long	av-j	long	long	0
in	in	p-acp	in	in	0
Fellowships	Fellowships	n2	Fellowships	fellowship	0
when	when	c-crq	when	when	0
they	they	pns32	they	they	0
are	are	vbr	are	be	0
fitted	fitted	vvn	fitted	fit	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
service	service	n1	service	service	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Church	Church	n1	Church	church	0
(	(	(	(	(	0
according	according	vvg	according	accord	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
provisoes	provisoes	n2	provisoes	proviso	0
that	that	cst	that	that	0
are	are	vbr	are	be	0
made	made	vvn	made	make	0
already	already	av	already	already	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
statutes	statutes	n2	statutes	statute	0
of	of	pp-f	of	of	0
some	some	d	some	some	0
Colleges	Colleges	n2	Colleges	college	0
in	in	p-acp	in	in	0
Oxford	Oxford	np1	Oxford	Oxford	0
)	)	)	)	)	0
:	:	:	:	:	0
your	your	po22	your	your	0
wise	wise	j	wise	wise	0
co	co	n1	counterfeit	counterfeit	0
∣	∣	sy	∣	∣	0
sideration	sideration	n1	sideration	sideration	0
(	(	(	(	(	0
I	I	pns11	I	i	0
say	say	vvb	say	say	0
)	)	)	)	)	0
of	of	pp-f	of	of	0
these	these	d	these	these	0
and	and	cc	and	and	0
like	like	j	like	like	0
things	things	n2	things	thing	0
,	,	,	,	,	0
will	will	vmb	will	will	0
beget	beget	vvi	beget	beget	0
great	great	j	great	great	0
hopes	hopes	n2	hope's	hope	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
plentifull	plentifull	j	plentiful	plentiful	0
harvest	harvest	n1	harvest	harvest	0
(	(	(	(	(	0
even	even	av	even	even	0
of	of	pp-f	of	of	0
labourers	labourers	n2	labourers	labourer	0
)	)	)	)	)	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
next	next	ord	next	next	0
generation	generation	n1	generation	generation	0
.	.	.	.	.	1
And	And	cc	And	and	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
mean	mean	j	mean	mean	0
time	time	n1	time	time	0
(	(	(	(	(	0
as	as	c-acp	as	as	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
want	want	n1	want	want	0
of	of	pp-f	of	of	0
Ministers	Ministers	n2	Ministers	minister	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
North	North	n1	North	north	0
)	)	)	)	)	0
a	a	dt	a	a	0
few	few	d	few	few	0
bright-shining	bright-shining	j	bright-shining	bright-shining	0
lights	lights	n2	lights	light	0
well	well	av	well	well	0
disposed	disposed	vvn	disposed	dispose	0
of	of	pp-f	of	of	0
in	in	p-acp	in	in	0
those	those	d	those	those	0
dark	dark	j	dark	dark	0
places	places	n2	places	place	0
,	,	,	,	,	0
set	set	vvn	set	set	0
up	up	a-acp	up	up	0
(	(	(	(	(	0
I	I	pns11	I	i	0
mean	mean	vvb	mean	mean	0
)	)	)	)	)	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
most	most	av-ds	most	most	0
eminent	eminent	j	eminent	eminent	0
towns	towns	n2	towns	town	0
of	of	pp-f	of	of	0
Westmorland	Westmorland	np1	Westmorland	Westmorland	0
and	and	cc	and	and	0
Cum	Cum	fw-la	Cum	cum	0
∣	∣	sy	∣	∣	0
berland	berland	n1	berland	berland	0
;	;	;	;	;	0
by	by	p-acp	by	by	0
preaching	preaching	vvg	preaching	preach	0
there	there	a-acp	there	there	0
,	,	,	,	,	0
and	and	cc	and	and	0
travelling	travelling	vvg	traveling	travel	0
about	about	a-acp	about	about	0
,	,	,	,	,	0
would	would	vmd	would	will	0
give	give	vvi	give	give	0
great	great	j	great	great	0
light	light	n1	light	light	0
every	every	d	every	every	0
one	one	crd	one	one	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
severally	severally	av-j	severally	several	0
a	a	dt	a	a	0
great	great	j	great	great	0
way	way	n1	way	way	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
circumjacent	circumjacent	j	circumjacent	circumjacent	0
Countrey	Countrey	n1	Country	country	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
the	the	dt	the	the	0
second	second	ord	second	second	0
and	and	cc	and	and	0
third	third	ord	third	three	0
impediments	impediments	n2	impediments	impediment	0
,	,	,	,	,	0
I	I	pns11	I	i	0
need	need	vvb	need	need	0
not	not	xx	not	not	0
tell	tell	vvi	tell	tell	0
you	you	pn22	you	you	0
that	that	cst	that	that	0
their	their	po32	their	their	0
maintenance	maintenance	n1	maintenance	maintenance	0
had	had	vhd	had	have	0
need	need	n1	need	need	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
such	such	d	such	such	0
as	as	c-acp	as	as	0
may	may	vmb	may	may	0
en	en	fw-fr	en	en	0
∣	∣	sy	∣	∣	0
courage	courage	n1	courage	courage	0
Ministers	Ministers	np1	Ministers	Ministers	0
,	,	,	,	,	0
against	against	p-acp	against	against	0
remotenesse	remotenesse	n1	remoteness	remoteness	0
and	and	cc	and	and	0
coldnesse	coldnesse	n1	coldness	coldness	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
countrey	countrey	n1	country	country	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
sufficiently	sufficiently	av-j	sufficiently	sufficient	0
provided	provided	vvn	provided	provide	0
for	for	p-acp	for	for	0
,	,	,	,	,	0
if	if	cs	if	if	0
it	it	pn31	it	it	0
may	may	vmb	may	may	0
please	please	vvi	please	please	0
this	this	d	this	this	0
honorable	honorable	j	honourable	honourable	0
House	House	n1	House	house	0
,	,	,	,	,	0
that	that	cst	that	that	0
the	the	dt	the	the	0
Impropriations	Impropriations	n2	Impropriations	impropriation	0
which	which	r-crq	which	which	0
are	are	vbr	are	be	0
sequestred	sequestred	vvn	sequestered	sequester	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
small	small	j	small	small	0
Church-livings	Church-livings	j	Church-livings	church-livings	0
in	in	p-acp	in	in	0
those	those	d	those	those	0
Counties	Counties	n2	Counties	county	0
,	,	,	,	,	0
be	be	vbb	be	be	0
collected	collected	vvn	collected	collect	0
and	and	cc	and	and	0
treasured	treasured	vvn	treasured	treasure	0
up	up	a-acp	up	up	0
in	in	p-acp	in	in	0
faithfull	faithfull	j	faithful	faithful	0
hands	hands	n2	hands	hand	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
one	one	pi	one	one	0
publick	publick	j	public	public	0
stock	stock	n1	stock	stock	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
maintenance	maintenance	n1	maintenance	maintenance	0
of	of	pp-f	of	of	0
such	such	d	such	such	0
as	as	c-acp	as	as	0
faith	faith	n1	faith	faith	0
∣	∣	sy	∣	∣	0
fully	fully	av-j	fully	full	0
labour	labour	n1	labour	labour	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
harvest	harvest	n1	harvest	harvest	0
there	there	a-acp	there	there	0
.	.	.	.	.	1
Touching	Touching	vvg	Touching	touch	0
the	the	dt	the	the	0
backward	backward	j	backward	backward	0
∣	∣	sy	∣	∣	0
nesse	nesse	n1	ness	ness	0
of	of	pp-f	of	of	0
Ministers	Ministers	n2	Ministers	minister	0
to	to	pc-acp	to	to	0
goe	goe	vvi	go	go	0
into	into	p-acp	into	into	0
those	those	d	those	those	0
Countries	Countries	n2	Countries	country	0
,	,	,	,	,	0
since	since	c-acp	since	since	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
God	God	np1	God	God	0
that	that	cst	that	that	0
inclines	inclines	vvz	inclines	incline	0
the	the	dt	the	the	0
hearts	hearts	n2	hearts	heart	0
of	of	pp-f	of	of	0
men	men	n2	men	man	0
,	,	,	,	,	0
it	it	pn31	it	it	0
hath	hath	vhz	hath	have	0
been	been	vbn	been	be	0
,	,	,	,	,	0
and	and	cc	and	and	0
is	is	vbz	is	be	0
my	my	po11	my	my	0
prayer	prayer	n1	prayer	prayer	0
,	,	,	,	,	0
that	that	cst	that	that	0
God	God	np1	God	God	0
would	would	vmd	would	will	0
stir	stir	vvi	stir	stir	0
up	up	a-acp	up	up	0
the	the	dt	the	the	0
hearts	hearts	n2	hearts	heart	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
servants	servants	n2	servants	servant	0
to	to	pc-acp	to	to	0
undertake	undertake	vvi	undertake	undertake	0
so	so	av	so	so	0
glorious	glorious	j	glorious	glorious	0
a	a	dt	a	a	0
work	work	n1	work	work	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
the	the	dt	the	the	0
planting	planting	n-vvg	planting	plant	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Gos	Gos	vvz	Gos	go	0
∣	∣	sy	∣	∣	0
pel	pel	n1	pel	pel	0
in	in	p-acp	in	in	0
those	those	d	those	those	0
barren	barren	j	barren	barren	0
parts	parts	n2	parts	part	0
,	,	,	,	,	0
wherein	wherein	c-crq	wherein	wherein	0
some	some	d	some	some	0
faithfull	faithfull	j	faithful	faithful	0
Ministers	Ministers	n2	Ministers	minister	0
have	have	vhb	have	have	0
in	in	p-acp	in	in	0
former	former	j	former	former	0
and	and	cc	and	and	0
later	later	jc	later	late	0
times	times	n2	times	time	0
laboured	laboured	vvn	laboured	labour	0
with	with	p-acp	with	with	0
abundance	abundance	n1	abundance	abundance	0
of	of	pp-f	of	of	0
blessed	blessed	j-vvn	blessed	bless	0
successe	successe	n1	success	success	0
.	.	.	.	.	1
In	In	p-acp	In	in	0
the	the	dt	the	the	0
first	first	ord	first	first	0
reformation	reformation	n1	reformation	reformation	0
of	of	pp-f	of	of	0
Scotland	Scotland	np1	Scotland	Scotland	0
,	,	,	,	,	0
when	when	c-crq	when	when	0
godly	godly	j	godly	godly	0
Mi	Mi	fw-mi	Mi	mi	0
∣	∣	sy	∣	∣	0
nisters	nisters	n2	nisters	nister	0
were	were	vbdr	were	be	0
so	so	av	so	so	0
few	few	d	few	few	0
,	,	,	,	,	0
that	that	cst	that	that	0
,	,	,	,	,	0
many	many	d	many	many	0
places	places	n2	places	place	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Kingdome	Kingdome	n1	Kingdom	kingdom	0
were	were	vbdr	were	be	0
like	like	j	like	like	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
unsuppli	unsuppli	vvn	unsuppli	unsuppli	0
d	d	sy	worser	d	0
,	,	,	,	,	0
the	the	dt	the	the	0
Ministers	Ministers	n2	Ministers	minister	0
advised	advised	vvn	advised	advise	0
the	the	dt	the	the	0
great	great	j	great	great	0
Councell	Councell	n1	Council	council	0
of	of	pp-f	of	of	0
that	that	d	that	that	0
Kingdom	Kingdom	n1	Kingdom	kingdom	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
use	use	vvi	use	use	0
their	their	po32	their	their	0
authority	authority	n1	authority	authority	0
(	(	(	(	(	0
with	with	p-acp	with	with	0
con	con	vvi	con	con	0
∣	∣	sy	∣	∣	0
sent	sent	n1	sent	scent	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Church	Church	n1	Church	church	0
)	)	)	)	)	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
sending	sending	n-vvg	sending	send	0
of	of	pp-f	of	of	0
Ministers	Ministers	n2	Ministers	minister	0
of	of	pp-f	of	of	0
ability	ability	n1	ability	ability	0
to	to	pc-acp	to	to	0
bestow	bestow	vvi	bestow	bestow	0
their	their	po32	their	their	0
gifts	gifts	n2	gifts	gift	0
where	where	c-crq	where	where	0
was	was	vbds	was	be	0
most	most	av-ds	most	most	0
need	need	n1	need	need	0
.	.	.	.	.	1
I	I	pns11	I	i	0
presume	presume	vvb	presume	presume	0
not	not	xx	not	not	0
hereby	hereby	av	hereby	hereby	0
to	to	p-acp	to	to	0
president	president	n1	president	precedent	0
your	your	po22	your	your	0
godly	godly	j	godly	godly	0
wisdomes	wisdomes	n2	wisdoms	wisdom	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
in	in	p-acp	in	in	0
all	all	d	all	all	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
said	said	vvn	said	say	0
,	,	,	,	,	0
my	my	po11	my	my	0
desire	desire	n1	desire	desire	0
is	is	vbz	is	be	0
to	to	pc-acp	to	to	0
provoke	provoke	vvi	provoke	provoke	0
your	your	po22	your	your	0
zealous	zealous	j	zealous	zealous	0
and	and	cc	and	and	0
mature	mature	j	mature	mature	0
consultations	consultations	n2	consultations	consultation	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
find	find	vvi	find	find	0
out	out	av	out	out	0
some	some	d	some	some	0
effectuall	effectuall	j	effectual	effectual	0
way	way	n1	way	way	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
setting	setting	n-vvg	setting	set	0
up	up	a-acp	up	up	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
godly	godly	j	godly	godly	0
Ministery	Ministery	n1	Ministry	ministry	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
North	North	n1	North	north	0
:	:	:	:	:	0
wherein	wherein	c-crq	wherein	wherein	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
also	also	av	also	also	0
in	in	p-acp	in	in	0
all	all	d	all	all	0
other	other	j-jn	other	other	0
your	your	po22	your	your	0
weighty	weighty	j	weighty	weighty	0
undertakings	undertakings	n2-vvg	undertakings	undertake	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
Church	Church	n1	Church	church	0
or	or	cc	or	or	0
Common-wealth	Common-wealth	n1	Commonwealth	commonwealth	0
,	,	,	,	,	0
that	that	cst	that	that	0
the	the	dt	the	the	0
blessing	blessing	n1	blessing	blessing	0
of	of	pp-f	of	of	0
heaven	heaven	n1	heaven	heaven	0
may	may	vmb	may	may	0
crowne	crowne	vvi	crown	crown	0
your	your	po22	your	your	0
unwearied	unwearied	j	unwearied	unwearied	0
labours	labours	n2	labours	labour	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
success	success	n1	success	success	0
,	,	,	,	,	0
hath	hath	vhz	hath	have	0
been	been	vbn	been	be	0
,	,	,	,	,	0
is	is	vbz	is	be	0
,	,	,	,	,	0
and	and	cc	and	and	0
shall	shall	vmb	shall	shall	0
be	be	vbi	be	be	0
the	the	dt	the	the	0
prayer	prayer	n1	prayer	prayer	0
of	of	pp-f	of	of	0
From	From	p-acp	From	from	0
my	my	po11	my	my	0
study	study	n1	study	study	0
in	in	p-acp	in	in	0
Broadstreet	Broadstreet	np1	Broadstreet	Broadstreet	0
,	,	,	,	,	0
Nov.	Nov.	np1	Nov.	Nov.	1
29.	29.	crd	29.	29.	0
1645.	1645.	crd	1645.	1645.	1
