FOrsmuch	FOrsmuch	av	FOrsmuch	forsmuch	0
is	is	vbz	is	be	0
not	not	xx	not	not	0
good	good	j	good	good	0
because	because	c-acp	because	because	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
English	English	jp	English	english	0
tongue	tongue	n1	tongue	tongue	0
,	,	,	,	,	0
then	then	cs	then	than	0
I	I	pns11	I	i	0
must	must	vmb	must	must	0
alleadge	alleadge	vvi	allege	allege	0
vnto	vnto	p-acp	unto	unto	0
them	them	pno32	them	they	0
the	the	dt	the	the	0
famous	famous	j	famous	famous	0
men	men	n2	men	man	0
which	which	r-crq	which	which	0
were	were	vbdr	were	be	0
the	the	dt	the	the	0
chiefe	chiefe	j-jn	chief	chief	0
setters	setters	n2	setters	setter	0
forth	forth	av	forth	forth	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
same	same	d	same	same	0
art	art	n1	art	art	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
Hippocrates	Hippocrates	np1	Hippocrates	Hippocrates	0
and	and	cc	and	and	0
Galen	Galen	np1	Galen	Galen	0
amongst	amongst	p-acp	among	among	0
the	the	dt	the	the	0
Greci	Greci	fw-la	Greci	greci	0
∣	∣	sy	∣	∣	0
ans	ans	fw-fr	ans	ans	0
,	,	,	,	,	0
whatsoeuer	whatsoeuer	r-crq	whatsoever	whatsoever	0
they	they	pns32	they	they	0
might	might	vmd	might	may	0
vnderstand	vnderstand	vvi	understand	understand	0
by	by	p-acp	by	by	0
foreine	foreine	j	foreign	foreign	0
languages	languages	n2	languages	language	0
,	,	,	,	,	0
either	either	av-d	either	either	0
else	else	av	else	else	0
gather	gather	vvi	gather	gather	0
by	by	p-acp	by	by	0
reason	reason	n1	reason	reason	0
,	,	,	,	,	0
or	or	cc	or	or	0
by	by	p-acp	by	by	0
experience	experience	n1	experience	experience	0
,	,	,	,	,	0
or	or	cc	or	or	0
obseruation	obseruation	n1	observation	observation	0
of	of	pp-f	of	of	0
time	time	n1	time	time	0
,	,	,	,	,	0
all	all	d	all	all	0
these	these	d	these	these	0
,	,	,	,	,	0
whatsoeuer	whatsoeuer	r-crq	whatsoever	whatsoever	0
they	they	pns32	they	they	0
were	were	vbdr	were	be	0
,	,	,	,	,	0
they	they	pns32	they	they	0
did	did	vdd	did	do	0
write	write	vvi	write	write	0
them	them	pno32	them	they	0
in	in	p-acp	in	in	0
Greeke	Greeke	jp	Greek	greek	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
was	was	vbds	was	be	0
their	their	po32	their	their	0
owne	owne	d	own	own	0
language	language	n1	language	language	0
&	&	cc	&	and	0
tongue	tongue	n1	tongue	tongue	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
that	that	d	that	that	0
end	end	n1	end	end	0
,	,	,	,	,	0
they	they	pns32	they	they	0
might	might	vmd	might	may	0
the	the	dt	the	the	0
better	better	av-jc	better	better	0
bee	bee	vbi	be	be	0
vnderstanded	vnderstanded	vvn	understanded	understand	0
,	,	,	,	,	0
and	and	cc	and	and	0
sooner	sooner	av-c	sooner	soon	0
bee	bee	vbi	be	be	0
learned	learned	vvn	learned	learn	0
.	.	.	.	.	1
Also	Also	av	Also	also	0
in	in	p-acp	in	in	0
like	like	j	like	like	0
manner	manner	n1	manner	manner	0
the	the	dt	the	the	0
worthie	worthie	j-jn	worthy	worthy	0
Arabians	Arabians	njp2	Arabians	arabian	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
that	that	cst	that	that	0
noble	noble	j	noble	noble	0
king	king	n1	king	king	0
Auicen	Auicen	np1	Auicen	Avicenna	0
,	,	,	,	,	0
Auerois	Auerois	ng1	Auerois	auerois	0
,	,	,	,	,	0
Albucasis	Albucasis	np1	Albucasis	Albucasis	0
,	,	,	,	,	0
Mesue	Mesue	n1	Mesue	mesue	0
,	,	,	,	,	0
&	&	cc	&	and	0
a	a	dt	a	a	0
great	great	j	great	great	0
sort	sort	n1	sort	sort	0
more	more	dc	more	more	0
of	of	pp-f	of	of	0
worthie	worthie	j-jn	worthy	worthy	0
men	men	n2	men	man	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
did	did	vdd	did	do	0
collect	collect	vvi	collect	collect	0
and	and	cc	and	and	0
translate	translate	vvi	translate	translate	0
manie	manie	d	many	many	0
noble	noble	j	noble	noble	0
workes	workes	n2	works	work	0
of	of	pp-f	of	of	0
Medicine	Medicine	n1	Medicine	medicine	0
out	out	av	out	out	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Greeke	Greeke	jp	Greek	greek	0
tongue	tongue	n1	tongue	tongue	0
,	,	,	,	,	0
the	the	dt	the	the	0
E	E	sy	E	e	0
∣	∣	sy	∣	∣	0
brue	brue	j	brue	br●e	0
tongue	tongue	n1	tongue	tongue	0
,	,	,	,	,	0
and	and	cc	and	and	0
many	many	d	many	many	0
other	other	j-jn	other	other	0
languages	languages	n2	languages	language	0
,	,	,	,	,	0
into	into	p-acp	into	into	0
their	their	po32	their	their	0
owne	owne	d	own	own	0
na	na	fw-fr	na	na	0
∣	∣	sy	∣	∣	0
turall	turall	j	turall	turall	0
tongue	tongue	n1	tongue	tongue	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
was	was	vbds	was	be	0
then	then	av	then	then	0
the	the	dt	the	the	0
Arabian	Arabian	jp	Arabian	arabian	0
tongue	tongue	n1	tongue	tongue	0
.	.	.	.	.	1
In	In	p-acp	In	in	0
lyke	lyke	av-j	like	like	0
manner	manner	n1	manner	manner	0
the	the	dt	the	the	0
Latinists	Latinists	np1	Latinists	Latinists	0
were	were	vbdr	were	be	0
no	no	av-dx	no	no	0
lesse	lesse	av-dc	less	less	0
diligent	diligent	j	diligent	diligent	0
to	to	pc-acp	to	to	0
collect	collect	vvi	collect	collect	0
and	and	cc	and	and	0
gather	gather	vvi	gather	gather	0
,	,	,	,	,	0
both	both	d	both	both	0
out	out	av	out	out	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Greeke	Greeke	jp	Greek	greek	0
and	and	cc	and	and	0
Arabian	Arabian	jp	Arabian	arabian	0
tongue	tongue	n1	tongue	tongue	0
,	,	,	,	,	0
&	&	cc	&	and	0
wrote	wrote	vvd	wrote	write	0
it	it	pn31	it	it	0
in	in	p-acp	in	in	0
their	their	po32	their	their	0
owne	owne	d	own	own	0
tongue	tongue	n1	tongue	tongue	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
you	you	pn22	you	you	0
may	may	vmb	may	may	0
reade	reade	vvi	read	read	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
workes	workes	n2	works	work	0
of	of	pp-f	of	of	0
those	those	d	those	those	0
famous	famous	j	famous	famous	0
men	men	n2	men	man	0
,	,	,	,	,	0
Plinius	Plinius	np1	Plinius	Plinius	0
and	and	cc	and	and	0
Cornelius	Cornelius	np1	Cornelius	Cornelius	0
Celsus	Celsus	np1	Celsus	Celsus	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
manie	manie	d	many	many	0
other	other	n-jn	other	other	0
more	more	av-dc	more	more	0
,	,	,	,	,	0
whose	whose	rg-crq	whose	who	0
workes	workes	n2	works	work	0
are	are	vbr	are	be	0
manifest	manifest	j	manifest	manifest	0
at	at	p-acp	at	at	0
this	this	d	this	this	0
present	present	j	present	present	0
daie	daie	n1	day	day	0
:	:	:	:	:	0
If	If	cs	If	if	0
these	these	d	these	these	0
worthie	worthie	j-jn	worthy	worthy	0
men	men	n2	men	man	0
haue	haue	vhb	have	have	0
beene	beene	vbn	been	be	0
moued	moued	vvn	moved	move	0
with	with	p-acp	with	with	0
good	good	j	good	good	0
consci	consci	fw-la	consci	consci	0
∣	∣	sy	∣	∣	0
ence	ence	n1	ence	ence	0
for	for	p-acp	for	for	0
knowledge	knowledge	n1	knowledge	knowledge	0
sake	sake	n1	sake	sake	0
,	,	,	,	,	0
and	and	cc	and	and	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
better	better	jc	better	better	0
maintenance	maintenance	n1	maintenance	maintenance	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
common	common	j	common	common	0
wealth	wealth	n1	wealth	wealth	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
setting	setting	vvg	setting	set	0
foorth	foorth	av	forth	forth	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
art	art	n1	art	art	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
re	re	zz	re	re	0
∣	∣	sy	∣	∣	0
liefe	liefe	av-j	lief	lief	0
,	,	,	,	,	0
comfort	comfort	n1	comfort	comfort	0
,	,	,	,	,	0
succour	succour	n1	succour	succour	0
,	,	,	,	,	0
helpe	helpe	vvb	help	help	0
,	,	,	,	,	0
and	and	cc	and	and	0
health	health	n1	health	health	0
,	,	,	,	,	0
of	of	pp-f	of	of	0
those	those	d	those	those	0
that	that	cst	that	that	0
be	be	vbb	be	be	0
sicke	sicke	j	sick	sick	0
and	and	cc	and	and	0
diseased	diseased	j-vvn	diseased	disease	0
,	,	,	,	,	0
or	or	cc	or	or	0
other	other	j-jn	other	other	0
waies	waies	n2	ways	way	0
wounded	wounded	vvn	wounded	wound	0
or	or	cc	or	or	0
hurt	hurt	vvn	hurt	hurt	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
warre	warre	n1	war	war	0
,	,	,	,	,	0
or	or	cc	or	or	0
by	by	p-acp	by	by	0
mischaunce	mischaunce	n1	mischance	mischance	0
,	,	,	,	,	0
&c.	&c.	av	etc.	etc	1
Why	Why	q-crq	Why	why	0
should	should	vmd	should	shall	0
not	not	xx	not	not	0
I	I	pns11	I	i	0
then	then	av	then	then	0
without	without	p-acp	without	without	0
blame	blame	n1	blame	blame	0
or	or	cc	or	or	0
reproch	reproch	n1	reproach	reproach	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
furtherance	furtherance	n1	furtherance	furtherance	0
of	of	pp-f	of	of	0
knowledge	knowledge	n1	knowledge	knowledge	0
and	and	cc	and	and	0
other	other	j-jn	other	other	0
necessa	necessa	fw-la	necessa	necessa	0
∣	∣	sy	∣	∣	0
rie	rie	n1	rye	rye	0
things	things	n2	things	thing	0
aboue	aboue	a-acp	above	above	0
rehearsed	rehearsed	vvn	rehearsed	rehearse	0
,	,	,	,	,	0
set	set	vvd	set	set	0
foorth	foorth	av	forth	forth	0
in	in	p-acp	in	in	0
our	our	po12	our	our	0
English	English	jp	English	english	0
tongue	tongue	n1	tongue	tongue	0
,	,	,	,	,	0
some	some	d	some	some	0
part	part	n1	part	part	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
good	good	j	good	good	0
and	and	cc	and	and	0
necessarie	necessarie	j	necessary	necessary	0
arte	arte	n1	art	art	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
instruction	instruction	n1	instruction	instruction	0
and	and	cc	and	and	0
further	further	jc	further	further	0
knowledge	knowledge	n1	knowledge	knowledge	0
of	of	pp-f	of	of	0
those	those	d	those	those	0
young	young	j	young	young	0
students	students	n2	students	student	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
are	are	vbr	are	be	0
desirous	desirous	j	desirous	desirous	0
to	to	pc-acp	to	to	0
learne	learne	vvi	learn	learn	0
the	the	dt	the	the	0
same	same	d	same	same	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
vse	vse	vvi	use	use	0
the	the	dt	the	the	0
same	same	d	same	same	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
profite	profite	n1	profit	profit	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
common	common	j	common	common	0
wealth	wealth	n1	wealth	wealth	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
time	time	n1	time	time	0
of	of	pp-f	of	of	0
necessitie	necessitie	n1	necessity	necessity	0
,	,	,	,	,	0
I	I	pns11	I	i	0
doe	doe	vdb	do	do	0
not	not	xx	not	not	0
meane	meane	j	mean	mean	0
,	,	,	,	,	0
that	that	cst	that	that	0
honest	honest	j	honest	honest	0
Artists	Artists	n2	Artists	artist	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
Tailers	Tailers	n2	Tailors	tailor	0
,	,	,	,	,	0
Shoomakers	Shoomakers	n2	Shoemakers	shoemaker	0
,	,	,	,	,	0
Weauers	Weauers	n2	Weavers	weaver	0
,	,	,	,	,	0
or	or	cc	or	or	0
anie	anie	d	any	any	0
other	other	j-jn	other	other	0
handie	handie	j	handy	handy	0
occupations	occupations	n2	occupations	occupation	0
,	,	,	,	,	0
that	that	cst	that	that	0
they	they	pns32	they	they	0
should	should	vmd	should	shall	0
leaue	leaue	vvi	leave	leave	0
their	their	po32	their	their	0
artes	artes	n2	arts	art	0
wherein	wherein	c-crq	wherein	wherein	0
they	they	pns32	they	they	0
are	are	vbr	are	be	0
perfect	perfect	j	perfect	perfect	0
,	,	,	,	,	0
and	and	cc	and	and	0
fal	fal	vvi	fall	fall	0
to	to	p-acp	to	to	0
this	this	d	this	this	0
art	art	n1	art	art	0
of	of	pp-f	of	of	0
Medicine	Medicine	n1	Medicine	medicine	0
,	,	,	,	,	0
for	for	c-acp	for	for	0
I	I	pns11	I	i	0
doe	doe	vdb	do	do	0
wish	wish	vvi	wish	wish	0
with	with	p-acp	with	with	0
all	all	d	all	all	0
my	my	po11	my	my	0
heart	heart	n1	heart	heart	0
,	,	,	,	,	0
that	that	cst	that	that	0
politike	politike	j	politic	politic	0
lawes	lawes	n2	laws	law	0
might	might	vmd	might	may	0
be	be	vbi	be	be	0
made	made	vvn	made	make	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
constraine	constraine	vvi	constrain	constrain	0
euerie	euerie	d	every	every	0
man	man	n1	man	man	0
to	to	pc-acp	to	to	0
follow	follow	vvi	follow	follow	0
that	that	d	that	that	0
art	art	n1	art	art	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
which	which	r-crq	which	which	0
he	he	pns31	he	he	0
hath	hath	vhz	hath	have	0
bene	bene	vbn	be	be	0
well	well	av	well	well	0
instructed	instructed	vvn	instructed	instruct	0
and	and	cc	and	and	0
brought	brought	vvn	brought	bring	0
vp	vp	a-acp	up	up	0
in	in	p-acp	in	in	0
.	.	.	.	.	1
But	But	p-acp	But	but	0
my	my	po11	my	my	0
meaning	meaning	n1	meaning	meaning	0
is	is	vbz	is	be	0
,	,	,	,	,	0
onelie	onelie	av-j	only	only	0
to	to	pc-acp	to	to	0
instruct	instruct	vvi	instruct	instruct	0
those	those	d	those	those	0
that	that	cst	that	that	0
be	be	vbb	be	be	0
brought	brought	vvn	brought	bring	0
vp	vp	a-acp	up	up	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
art	art	n1	art	art	0
of	of	pp-f	of	of	0
Surgerie	Surgerie	n1	Surgery	surgery	0
vnder	vnder	p-acp	under	under	0
some	some	d	some	some	0
experimenters	experimenters	n2	experimenters	experimenter	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
hath	hath	vhz	hath	have	0
little	little	j	little	little	0
learning	learning	n1	learning	learning	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
tongues	tongues	n2	tongues	tongue	0
,	,	,	,	,	0
&	&	cc	&	and	0
yet	yet	av	yet	yet	0
desirous	desirous	j	desirous	desirous	0
to	to	pc-acp	to	to	0
attaine	attaine	vvi	attain	attain	0
knowledge	knowledge	n1	knowledge	knowledge	0
,	,	,	,	,	0
and	and	cc	and	and	0
forasmuch	forasmuch	av	forasmuch	forasmuch	0
as	as	c-acp	as	as	0
these	these	d	these	these	0
experimenters	experimenters	n2	experimenters	experimenter	0
are	are	vbr	are	be	0
permitted	permitted	vvn	permitted	permit	0
by	by	p-acp	by	by	0
lawes	lawes	n2	laws	law	0
to	to	pc-acp	to	to	0
occupie	occupie	vvi	occupy	occupy	0
the	the	dt	the	the	0
art	art	n1	art	art	0
of	of	pp-f	of	of	0
Surgerie	Surgerie	n1	Surgery	surgery	0
,	,	,	,	,	0
I	I	pns11	I	i	0
thought	thought	vvd	thought	think	0
it	it	pn31	it	it	0
my	my	po11	my	my	0
boun	boun	fw-fr	boun	boun	0
∣	∣	sy	∣	∣	0
den	den	zz	den	den	0
dutie	dutie	n1	duty	duty	0
,	,	,	,	,	0
both	both	av-d	both	both	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
furtheraunce	furtheraunce	n1	furtherance	furtherance	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
knowledge	knowledge	n1	knowledge	knowledge	0
,	,	,	,	,	0
and	and	cc	and	and	0
also	also	av	also	also	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
reliefe	reliefe	n1	relief	relief	0
of	of	pp-f	of	of	0
these	these	d	these	these	0
that	that	cst	that	that	0
be	be	vbb	be	be	0
diseased	diseased	vvn	diseased	disease	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
set	set	vvi	set	set	0
foorth	foorth	av	forth	forth	0
this	this	d	this	this	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
English	English	jp	English	english	0
tongue	tongue	n1	tongue	tongue	0
which	which	r-crq	which	which	0
I	I	pns11	I	i	0
haue	haue	vhb	have	have	0
done	done	vdn	done	do	0
,	,	,	,	,	0
I	I	pns11	I	i	0
doo	doo	vdb	do	do	0
not	not	xx	not	not	0
goe	goe	vvi	go	go	0
a	a	dt	a	a	0
∣	∣	sy	∣	∣	0
bout	bout	n1	bout	bout	0
to	to	p-acp	to	to	0
instruct	instruct	vvi	instruct	instruct	0
those	those	d	those	those	0
which	which	q-crq	which	which	0
be	be	vbb	be	be	0
great	great	j	great	great	0
learned	learned	j	learned	learned	0
men	men	n2	men	man	0
,	,	,	,	,	0
and	and	cc	and	and	0
vn	vn	zz	vn	vn	0
∣	∣	sy	∣	∣	0
derstandeth	derstandeth	vvz	derstandeth	derstand	0
the	the	dt	the	the	0
tongues	tongues	n2	tongues	tongue	0
,	,	,	,	,	0
neither	neither	av-dx	neither	neither	0
yet	yet	av	yet	yet	0
doe	doe	vdb	do	do	0
I	I	pns11	I	i	0
goe	goe	vvi	go	go	0
about	about	a-acp	about	about	0
to	to	p-acp	to	to	0
satis	satis	fw-la	satis	satis	0
∣	∣	sy	∣	∣	0
fie	fie	uh	fie	fie	0
the	the	dt	the	the	0
minde	minde	n1	mind	mind	0
of	of	pp-f	of	of	0
those	those	d	those	those	0
that	that	cst	that	that	0
be	be	vbb	be	be	0
contentious	contentious	j	contentious	contentious	0
and	and	cc	and	and	0
captious	captious	j	captious	captious	0
,	,	,	,	,	0
that	that	cst	that	that	0
will	will	vmb	will	will	0
rather	rather	av-c	rather	rather	0
finde	finde	vvi	find	find	0
fault	fault	n1	fault	fault	0
with	with	p-acp	with	with	0
other	other	j-jn	other	other	0
mens	mens	ng2	men's	man	0
dooings	dooings	n2-vdg	doings	do	0
,	,	,	,	,	0
than	than	cs	than	than	0
to	to	p-acp	to	to	0
fur	fur	n1	fur	fur	0
∣	∣	sy	∣	∣	0
ther	ther	zz	ther	ther	0
those	those	d	those	those	0
that	that	cst	that	that	0
be	be	vbb	be	be	0
willing	willing	j	willing	willing	0
to	to	pc-acp	to	to	0
learne	learne	vvi	learn	learn	0
with	with	p-acp	with	with	0
their	their	po32	their	their	0
good	good	j	good	good	0
dooings	dooings	n2-vdg	doings	do	0
.	.	.	.	.	1
My	My	po11	My	my	0
intent	intent	n1	intent	intent	0
is	is	vbz	is	be	0
onelie	onelie	av-j	only	only	0
to	to	pc-acp	to	to	0
further	further	jc	further	further	0
those	those	d	those	those	0
that	that	cst	that	that	0
be	be	vbb	be	be	0
willing	willing	j	willing	willing	0
to	to	pc-acp	to	to	0
learne	learne	vvi	learn	learn	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
with	with	p-acp	with	with	0
humble	humble	j	humble	humble	0
and	and	cc	and	and	0
gentle	gentle	j	gentle	gentle	0
heart	heart	n1	heart	heart	0
doo	doo	vdi	do	do	0
accept	accept	vvi	accept	accept	0
and	and	cc	and	and	0
take	take	vvi	take	take	0
in	in	p-acp	in	in	0
good	good	j	good	good	0
part	part	n1	part	part	0
other	other	j-jn	other	other	0
mens	mens	ng2	men's	man	0
great	great	j	great	great	0
paine	paine	n1	pain	pain	0
and	and	cc	and	and	0
trauailes	trauailes	n2	travails	travail	0
,	,	,	,	,	0
and	and	cc	and	and	0
foras	foras	zz	foras	foras	0
∣	∣	sy	∣	∣	0
much	much	av-d	much	much	0
as	as	p-acp	as	as	0
Prentises	Prentises	n2	Prentices	prentice	0
and	and	cc	and	and	0
young	young	j	young	young	0
men	men	n2	men	man	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
haue	haue	vhb	have	have	0
not	not	xx	not	not	0
beene	beene	vbn	been	be	0
trained	trained	vvn	trained	train	0
vp	vp	a-acp	up	up	0
in	in	p-acp	in	in	0
schooles	schooles	n2	schools	school	0
,	,	,	,	,	0
neither	neither	av-dx	neither	neither	0
yet	yet	av	yet	yet	0
can	can	vmb	can	can	0
vnderstand	vnderstand	vvi	understand	understand	0
the	the	dt	the	the	0
Greeke	Greeke	jp	Greek	greek	0
or	or	cc	or	or	0
Latine	Latine	jp	Latin	latin	0
tongue	tongue	n1	tongue	tongue	0
,	,	,	,	,	0
and	and	cc	and	and	0
yet	yet	av	yet	yet	0
can	can	vmb	can	can	0
vnderstand	vnderstand	vvi	understand	understand	0
and	and	cc	and	and	0
reade	reade	vvi	read	read	0
English	English	np1	English	English	0
verie	verie	av	very	very	0
well	well	av	well	well	0
,	,	,	,	,	0
and	and	cc	and	and	0
be	be	vbi	be	be	0
of	of	pp-f	of	of	0
readie	readie	j	ready	ready	0
wit	wit	n1	wit	wit	0
and	and	cc	and	and	0
good	good	j	good	good	0
memorie	memorie	n1	memory	memory	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
carrie	carrie	vvi	carry	carry	0
awaie	awaie	av	away	away	0
that	that	cst	that	that	0
they	they	pns32	they	they	0
reade	reade	vvb	read	read	0
&	&	cc	&	and	0
heare	heare	vvi	hear	hear	0
:	:	:	:	:	0
It	It	pn31	It	it	0
hath	hath	vhz	hath	have	0
mooued	mooued	vvn	moved	move	0
me	me	pno11	me	i	0
therfore	therfore	av	therefore	therefore	0
the	the	dt	the	the	0
rather	rather	av-c	rather	rather	0
to	to	pc-acp	to	to	0
write	write	vvi	write	write	0
these	these	d	these	these	0
bookes	bookes	n2	books	book	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
English	English	jp	English	english	0
tongue	tongue	n1	tongue	tongue	0
,	,	,	,	,	0
&	&	cc	&	and	0
for	for	c-acp	for	for	0
∣	∣	sy	∣	∣	0
asmuch	asmuch	p-acp	as	as	0
as	as	c-acp	as	as	0
the	the	dt	the	the	0
foundation	foundation	n1	foundation	foundation	0
of	of	pp-f	of	of	0
art	art	n1	art	art	0
doth	doth	vdz	does	do	0
consist	consist	vvi	consist	consist	0
onelie	onelie	av-j	only	only	0
in	in	p-acp	in	in	0
reason	reason	n1	reason	reason	0
&	&	cc	&	and	0
experience	experience	n1	experience	experience	0
,	,	,	,	,	0
neither	neither	dx	neither	neither	0
can	can	vmb	can	can	0
ther	ther	pc-acp	there	there	0
be	be	vbi	be	be	0
anie	anie	d	any	any	0
third	third	ord	third	three	0
thing	thing	n1	thing	thing	0
added	added	vvd	added	add	0
ther	ther	pc-acp	there	there	0
∣	∣	sy	∣	∣	0
vnto	vnto	p-acp	unto	unto	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
Galē	Galē	n1	Galem	galem	0
affirmeth	affirmeth	vvz	affirmeth	affirm	0
in	in	p-acp	in	in	0
his	his	po31	his	his	0
3.	3.	crd	3.	3.	0
booke	booke	n1	book	book	0
,	,	,	,	,	0
named	named	vvn	nam	name	0
Therapeuticon	Therapeuticon	np1	Therapeuticon	Therapeuticon	0
,	,	,	,	,	0
It	It	pn31	It	it	0
semeth	semeth	vvz	seemeth	seem	0
to	to	p-acp	to	to	0
me	me	pno11	me	i	0
therefore	therefore	av	therefore	therefore	0
,	,	,	,	,	0
that	that	cst	that	that	0
he	he	pns31	he	he	0
which	which	r-crq	which	which	0
vnderstandeth	vnderstandeth	vvz	understandeth	understand	0
any	any	d	any	any	0
tongue	tongue	n1	tongue	tongue	0
,	,	,	,	,	0
whether	whether	cs	whither	whether	0
it	it	pn31	it	it	0
be	be	vbi	be	be	0
Greke	Greke	jp	Greek	greek	0
,	,	,	,	,	0
Latin	Latin	jp	Latin	latin	0
,	,	,	,	,	0
or	or	cc	or	or	0
English	English	jp	English	english	0
,	,	,	,	,	0
it	it	pn31	it	it	0
serueth	serueth	vvz	serveth	serve	0
him	him	pno31	him	he	0
no	no	av-dx	no	no	0
more	more	dc	more	more	0
but	but	cc-acp	but	but	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
further	further	jc	further	further	0
vnderstāding	vnderstāding	n1	understanding	understanding	0
of	of	pp-f	of	of	0
that	that	d	that	that	0
thing	thing	n1	thing	thing	0
which	which	r-crq	which	which	0
he	he	pns31	he	he	0
doth	doth	vdz	does	do	0
reade	reade	vvi	read	read	0
:	:	:	:	:	0
for	for	c-acp	for	for	0
it	it	pn31	it	it	0
doth	doth	vdz	does	do	0
not	not	xx	not	not	0
follow	follow	vvi	follow	follow	0
,	,	,	,	,	0
that	that	cst	that	that	0
euery	euery	d	every	every	0
one	one	crd	one	one	0
which	which	r-crq	which	which	0
can	can	vmb	can	can	0
speake	speake	vvi	speak	speak	0
Greke	Greke	jp	Greek	greek	0
,	,	,	,	,	0
Latin	Latin	jp	Latin	latin	0
,	,	,	,	,	0
or	or	cc	or	or	0
Ebru	Ebru	np1	Ebru	Ebru	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
and	and	cc	and	and	0
by	by	a-acp	by	by	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
a	a	dt	a	a	0
good	good	j	good	good	0
di	di	zz	di	di	0
∣	∣	sy	∣	∣	0
uine	uine	n1	vine	vine	0
,	,	,	,	,	0
or	or	cc	or	or	0
perfectlie	perfectlie	av-j	perfectly	perfect	0
to	to	pc-acp	to	to	0
vnderstand	vnderstand	vvi	understand	understand	0
the	the	dt	the	the	0
Arte	Arte	n1	Art	art	0
of	of	pp-f	of	of	0
Medicine	Medicine	n1	Medicine	medicine	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
common	common	j	common	common	0
people	people	n1	people	people	0
amongst	amongst	p-acp	among	among	0
the	the	dt	the	the	0
Gretians	Gretians	njp2	Gretians	grecian	0
,	,	,	,	,	0
spake	spake	vvd	spoke	speak	0
the	the	dt	the	the	0
Greke	Greke	jp	Greek	greek	0
tongue	tongue	n1	tongue	tongue	0
,	,	,	,	,	0
and	and	cc	and	and	0
so	so	av	so	so	0
in	in	p-acp	in	in	0
other	other	j-jn	other	other	0
countries	countries	n2	countries	country	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
speaketh	speaketh	vvz	speaks	speak	0
their	their	po32	their	their	0
lan	lan	zz	lan	lan	0
∣	∣	sy	∣	∣	0
guage	guage	n1	guage	guage	0
,	,	,	,	,	0
and	and	cc	and	and	0
yet	yet	av	yet	yet	0
neither	neither	d	neither	neither	0
Diuines	Diuines	n2-jn	Divines	divine	0
,	,	,	,	,	0
neither	neither	av-dx	neither	neither	0
yet	yet	av	yet	yet	0
Phisitions	Phisitions	n2	Physicians	physician	0
,	,	,	,	,	0
there	there	a-acp	there	there	0
∣	∣	sy	∣	∣	0
fore	fore	n1	before	fore	0
it	it	pn31	it	it	0
doth	doth	vdz	does	do	0
manifestly	manifestly	av-j	manifestly	manifest	0
apeare	apeare	vvi	appear	appear	0
by	by	p-acp	by	by	0
