MAnifold	MAnifold	j	MAnifold	manifold	0
accepting	accepting	vvg	accepting	accept	0
hereof	hereof	av	hereof	hereof	0
,	,	,	,	,	0
I	I	pns11	I	i	0
will	will	vmb	will	will	0
not	not	xx	not	not	0
stand	stand	vvi	stand	stand	0
vpon	vpon	p-acp	upon	upon	0
this	this	d	this	this	0
point	point	n1	point	point	0
,	,	,	,	,	0
lest	lest	cs	lest	lest	0
I	I	pns11	I	i	0
shoulde	shoulde	vmd	should	shall	0
seeme	seeme	vvi	seem	seem	0
in	in	p-acp	in	in	0
any	any	d	any	any	0
wise	wise	n1	wise	wise	0
to	to	p-acp	to	to	0
dout	dout	n1	doubt	doubt	0
of	of	pp-f	of	of	0
it	it	pn31	it	it	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
doe	doe	vdb	do	do	0
desire	desire	vvi	desire	desire	0
Almighty	Almighty	j-jn	Almighty	almighty	0
God	God	np1	God	God	0
,	,	,	,	,	0
that	that	cst	that	that	0
as	as	c-acp	as	as	0
you	you	pn22	you	you	0
haue	haue	vhb	have	have	0
hitherto	hitherto	av	hitherto	hitherto	0
liued	liued	vvn	lived	live	0
in	in	p-acp	in	in	0
his	his	po31	his	his	0
feare	feare	n1	fear	fear	0
,	,	,	,	,	0
so	so	av	so	so	0
ye	ye	pn22	you	you	0
may	may	vmb	may	may	0
dayly	dayly	av-j	daily	daily	0
increase	increase	vvi	increase	increase	0
,	,	,	,	,	0
and	and	cc	and	and	0
con	con	fw-mi	con	con	0
∣	∣	sy	∣	∣	0
stantly	stantly	av-j	stantly	stant	0
continue	continue	vvb	continue	continue	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
same	same	d	same	same	0
euen	euen	av	even	even	0
vnto	vnto	p-acp	unto	unto	0
the	the	dt	the	the	0
ende	ende	n1	end	end	0
.	.	.	.	.	1
