FENCING	FENCING	vvg	FENCING	fence	0
Rome	Rome	n1	Room	room	0
from	from	p-acp	from	from	0
Brennius	Brennius	np1	Brennius	Brennius	0
sacke	sacke	n1	sack	sack	0
,	,	,	,	,	0
nor	nor	ccx	nor	nor	0
Fraunce	Fraunce	np1	Fraunce	France	0
from	from	p-acp	from	from	0
King	King	n1	King	king	0
Henrie	Henrie	np1	Henrie	Henry	0
the	the	dt	the	the	0
fift	fift	ord	fift	five	0
his	his	po31	his	his	0
conquest	conquest	n1	conquest	conquest	0
.	.	.	.	.	1
To	To	p-acp	To	to	0
this	this	d	this	this	0
desire	desire	n1	desire	desire	0
to	to	pc-acp	to	to	0
find	find	vvi	find	find	0
out	out	av	out	out	0
truth	truth	n1	truth	truth	0
the	the	dt	the	the	0
daughter	daughter	n1	daughter	daughter	0
of	of	pp-f	of	of	0
time	time	n1	time	time	0
,	,	,	,	,	0
begotten	begotten	vvn	begotten	beget	0
of	of	pp-f	of	of	0
Bellona	Bellona	np1	Bellona	Bellona	0
,	,	,	,	,	0
I	I	pns11	I	i	0
was	was	vbds	was	be	0
also	also	av	also	also	0
moued	moued	vvn	moved	move	0
,	,	,	,	,	0
that	that	cst	that	that	0
by	by	p-acp	by	by	0
it	it	pn31	it	it	0
I	I	pns11	I	i	0
might	might	vmd	might	may	0
remoue	remoue	vvi	remove	remove	0
the	the	dt	the	the	0
great	great	j	great	great	0
losse	losse	n1	loss	loss	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
English	English	jp	English	english	0
gallants	gallants	n2-jn	gallants	gallant	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
we	we	pns12	we	we	0
daily	daily	av-j	daily	daily	0
suffer	suffer	vvb	suffer	suffer	0
by	by	p-acp	by	by	0
these	these	d	these	these	0
imperfect	imperfect	j	imperfect	imperfect	0
fights	fights	n2	fights	fight	0
,	,	,	,	,	0
wherein	wherein	c-crq	wherein	wherein	0
none	none	pix	none	none	0
vndertake	vndertake	vvi	undertake	undertake	0
the	the	dt	the	the	0
combat	combat	n1	combat	combat	0
,	,	,	,	,	0
be	be	vbb	be	be	0
his	his	po31	his	his	0
cause	cause	n1	cause	cause	0
neuer	neuer	av-x	never	never	0
so	so	av	so	so	0
good	good	j	good	good	0
,	,	,	,	,	0
his	his	po31	his	his	0
cūning	cūning	j-jn	cunning	cunning	0
neuer	neuer	av	never	never	0
so	so	av	so	so	0
much	much	av-d	much	much	0
,	,	,	,	,	0
his	his	po31	his	his	0
strength	strength	n1	strength	strength	0
and	and	cc	and	and	0
agilitie	agilitie	n1	agility	agility	0
neuer	neuer	av-x	never	never	0
so	so	av	so	so	0
great	great	j	great	great	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
his	his	po31	his	his	0
vertue	vertue	n1	virtue	virtue	0
was	was	vbds	was	be	0
tied	tied	vvn	tied	tie	0
to	to	p-acp	to	to	0
fortune	fortune	n1	fortune	fortune	0
:	:	:	:	:	0
happie	happie	j	happy	happy	0
man	man	n1	man	man	0
,	,	,	,	,	0
happie	happie	j	happy	happy	0
doale	doale	n1	dole	dole	0
,	,	,	,	,	0
kill	kill	vvb	kill	kill	0
or	or	cc	or	or	0
be	be	vbi	be	be	0
killed	killed	vvn	killed	kill	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
dreadfull	dreadfull	j	dreadful	dreadful	0
issue	issue	n1	issue	issue	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
diuellish	diuellish	j	devilish	devilish	0
imperfect	imperfect	j	imperfect	imperfect	0
fight	fight	n1	fight	fight	0
.	.	.	.	.	1
If	If	cs	If	if	0
that	that	d	that	that	0
man	man	n1	man	man	0
were	were	vbdr	were	be	0
now	now	av	now	now	0
aliue	aliue	j	alive	alive	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
beat	beat	vvd	beatrice	beat	0
the	the	dt	the	the	0
Maister	Maister	n1	Master	master	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
scho	scho	n1	scho	scho	0
∣	∣	sy	∣	∣	0
lers	lers	fw-fr	lers	lers	0
fault	fault	n1	fault	fault	0
,	,	,	,	,	0
because	because	c-acp	because	because	0
he	he	pns31	he	he	0
had	had	vhd	had	have	0
no	no	dx	no	no	0
better	better	jc	better	better	0
instructed	instructed	vvd	instructed	instruct	0
him	him	pno31	him	he	0
,	,	,	,	,	0
these	these	d	these	these	0
Italian	Italian	jp	Italian	italian	0
Fencers	Fencers	n2	Fencers	fencer	0
could	could	vmd	could	can	0
not	not	xx	not	not	0
escape	escape	vvi	escape	escape	0
his	his	po31	his	his	0
censure	censure	n1	censure	censure	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
teach	teach	vvb	teach	teach	0
vs	vs	pno12	us	we	0
Offence	Offence	n1	Offence	offence	0
,	,	,	,	,	0
not	not	xx	not	not	0
Defence	Defence	n1	Defence	defence	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
fight	fight	vvi	fight	fight	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
Diogenes	Diogenes	npg1	Diogenes	Diogenes	0
scholers	scholers	n2	scholars	scholar	0
were	were	vbdr	were	be	0
taught	taught	vvn	taught	teach	0
to	to	pc-acp	to	to	0
daunce	daunce	vvi	dance	dance	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
bring	bring	vvi	bring	bring	0
their	their	po32	their	their	0
liues	liues	n2	lives	life	0
to	to	p-acp	to	to	0
an	an	dt	and	a	0
end	end	n1	end	end	0
by	by	p-acp	by	by	0
Art.	Art.	n1	Art.	art	1
VVas	VVas	vbds	Was	be	0
Aiax	Aiax	np1	Aiax	Aiax	0
a	a	dt	a	a	0
coward	coward	n1	coward	coward	0
because	because	c-acp	because	because	0
he	he	pns31	he	he	0
fought	fought	vvd	fought	fight	0
with	with	p-acp	with	with	0
a	a	dt	a	a	0
seuen	seuen	crd	seuen	seven	0
foulded	foulded	vvn	folded	fold	0
Buckler	Buckler	n1	Buckler	buckler	0
,	,	,	,	,	0
or	or	cc	or	or	0
are	are	vbr	are	be	0
we	we	pns12	we	we	0
mad	mad	j	mad	mad	0
to	to	pc-acp	to	to	0
go	go	vvi	go	go	0
na	na	fw-fr	na	na	0
∣	∣	sy	∣	∣	0
ked	ked	vvd	ked	k	0
into	into	p-acp	into	into	0
the	the	dt	the	the	0
field	field	n1	field	field	0
to	to	pc-acp	to	to	0
trie	trie	vvi	try	try	0
our	our	po12	our	our	0
fortunes	fortunes	n2	fortune's	fortune	0
,	,	,	,	,	0
not	not	xx	not	not	0
our	our	po12	our	our	0
vertues	vertues	n2	virtues	virtue	0
?	?	?	?	?	1
VVas	VVas	vbds	Was	be	0
Achilles	Achilles	np1	Achilles	Achilles	0
a	a	dt	a	a	0
run-away	run-away	n1	runaway	runaway	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
ware	ware	vvd	beware	wear	0
that	that	cst	that	that	0
well	well	av	well	well	0
tempered	tempered	j-vvn	tempered	temper	0
armour	armour	n1	armour	armour	0
,	,	,	,	,	0
or	or	cc	or	or	0
are	are	vbr	are	be	0
we	we	pns12	we	we	0
desperat	desperat	j	desperate	desperate	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
care	care	vvb	care	care	0
for	for	p-acp	for	for	0
nothing	nothing	pix	nothing	nothing	0
but	but	cc-acp	but	but	0
to	to	pc-acp	to	to	0
fight	fight	vvi	fight	fight	0
,	,	,	,	,	0
and	and	cc	and	and	0
learn	learn	vvi	learn	learn	0
like	like	av-j	like	like	0
the	the	dt	the	the	0
Pigmeys	Pigmeys	n2	Pigmeys	pigmey	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
fight	fight	vvi	fight	fight	0
with	with	p-acp	with	with	0
bodkins	bodkins	n2	bodkins	bodkin	0
,	,	,	,	,	0
or	or	cc	or	or	0
weapons	weapons	n2	weapons	weapon	0
of	of	pp-f	of	of	0
like	like	j	like	like	0
defence	defence	n1	defence	defence	0
?	?	?	?	?	1
Is	Is	vbz	Is	be	0
it	it	pn31	it	it	0
valour	valour	n1	valour	valour	0
for	for	p-acp	for	for	0
a	a	dt	a	a	0
man	man	n1	man	man	0
to	to	pc-acp	to	to	0
go	go	vvi	go	go	0
na	na	fw-fr	na	na	0
∣	∣	sy	∣	∣	0
ked	ked	vvd	ked	k	0
against	against	p-acp	against	against	0
his	his	po31	his	his	0
enemie	enemie	n1	enemy	enemy	0
?	?	?	?	?	0
why	why	uh-crq	why	why	0
then	then	av	then	then	0
did	did	vdd	did	do	0
the	the	dt	the	the	0
La	La	fw-fr	La	la	0
∣	∣	sy	∣	∣	0
cedemonians	cedemonians	n1	cedemonians	cedemonians	0
punish	punish	vvi	punish	punish	0
him	him	pno31	him	he	0
as	as	p-acp	as	as	0
desperate	desperate	j	desperate	desperate	0
,	,	,	,	,	0
whom	whom	ro-crq	whom	who	0
they	they	pns32	they	they	0
rewarded	rewarded	vvd	rewarded	reward	0
for	for	p-acp	for	for	0
his	his	po31	his	his	0
vallour	vallour	n1	valour	valour	0
with	with	p-acp	with	with	0
a	a	dt	a	a	0
Lawrell	Lawrell	n1	Laurel	laurel	0
crowne	crowne	n1	crown	crown	0
?	?	?	?	?	1
But	But	p-acp	But	but	0
that	that	cst	that	that	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
most	most	av-ds	most	most	0
shamefull	shamefull	j	shameful	shameful	0
,	,	,	,	,	0
To	To	p-acp	To	to	0
this	this	d	this	this	0
it	it	pn31	it	it	0
will	will	vmb	will	will	0
be	be	vbi	be	be	0
obiected	obiected	vvn	objected	object	0
,	,	,	,	,	0
that	that	cst	that	that	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
warres	warres	n2	wars	war	0
we	we	pns12	we	we	0
vse	vse	vvb	use	use	0
few	few	d	few	few	0
Rapiers	Rapiers	n2	Rapiers	rapier	0
or	or	cc	or	or	0
none	none	pix	none	none	0
at	at	p-acp	at	at	0
all	all	d	all	all	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
short	short	j	short	short	0
Swords	Swords	n2	Swords	sword	0
.	.	.	.	.	1
To	To	p-acp	To	to	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
answere	answere	vvb	answer	answer	0
:	:	:	:	:	0
Those	Those	d	Those	those	0
are	are	vbr	are	be	0
insuffi	insuffi	n2	insuffi	insuffi	0
∣	∣	sy	∣	∣	0
cient	cient	j	cient	cient	0
also	also	av	also	also	0
,	,	,	,	,	0
for	for	c-acp	for	for	0
that	that	cst	that	that	0
they	they	pns32	they	they	0
haue	haue	vhb	have	have	0
no	no	dx	no	no	0
hilts	hilts	n2	hilts	hilt	0
,	,	,	,	,	0
whereby	whereby	c-crq	whereby	whereby	0
they	they	pns32	they	they	0
are	are	vbr	are	be	0
insuffi	insuffi	n2	insuffi	insuffi	0
∣	∣	sy	∣	∣	0
cient	cient	n1	cient	cient	0
in	in	p-acp	in	in	0
their	their	po32	their	their	0
de	de	fw-it	de	de	0
∣	∣	sy	∣	∣	0
fence	fence	n1	fence	fence	0
,	,	,	,	,	0
and	and	cc	and	and	0
espe	espe	fw-fr	espe	espe	0
∣	∣	sy	∣	∣	0
cially	cially	av-j	cially	cial	0
for	for	c-acp	for	for	0
the	the	dt	the	the	0
hād	hād	n1	hand	hand	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
being	being	vbg	being	be	0
stro	stro	fw-mi	stro	stro	0
∣	∣	sy	∣	∣	0
ken	ken	n1	ken	ken	0
although	although	cs	although	although	0
with	with	p-acp	with	with	0
averie	averie	n1	averie	averie	0
smal	smal	j	small	small	0
blow	blow	n1	blow	blow	0
,	,	,	,	,	0
most	most	ds	most	most	0
com	com	vvb	come	come	0
∣	∣	sy	∣	∣	0
monly	monly	av-j	monly	mon	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
losse	losse	n1	loss	loss	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
mā	mā	n1	man	man	0
,	,	,	,	,	0
because	because	c-acp	because	because	0
the	the	dt	the	the	0
force	force	n1	force	force	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
hand	hand	n1	hand	hand	0
being	being	vbg	being	be	0
taken	taken	vvn	taken	take	0
from	from	p-acp	from	from	0
him	him	pno31	him	he	0
,	,	,	,	,	0
he	he	pns31	he	he	0
is	is	vbz	is	be	0
neither	neither	dx	neither	neither	0
able	able	j	able	able	0
to	to	pc-acp	to	to	0
defend	defend	vvi	defend	defend	0
his	his	po31	his	his	0
life	life	n1	life	life	0
,	,	,	,	,	0
nor	nor	ccx	nor	nor	0
greatly	greatly	av-j	greatly	great	0
to	to	pc-acp	to	to	0
offend	offend	vvi	offend	offend	0
his	his	po31	his	his	0
enemy	enemy	n1	enemy	enemy	0
:	:	:	:	:	0
and	and	cc	and	and	0
againe	againe	av	again	again	0
,	,	,	,	,	0
since	since	c-acp	since	since	0
the	the	dt	the	the	0
Rapier-fight	Rapier-fight	j	Rapier-fight	rapier-fight	0
hath	hath	vhz	hath	have	0
bene	bene	vbn	be	be	0
taught	taught	vvn	taught	teach	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
lacke	lacke	n1	lack	lack	0
of	of	pp-f	of	of	0
pra	pra	fw-la	pra	pra	0
∣	∣	sy	∣	∣	0
ctise	ctise	n1	ctise	ctise	0
they	they	pns32	they	they	0
haue	haue	vhb	have	have	0
lost	lost	vvn	lost	lose	0
the	the	dt	the	the	0
vse	vse	n1	use	use	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
blow	blow	n1	blow	blow	0
.	.	.	.	.	0
they	they	pns32	they	they	0
teach	teach	vvb	teach	teach	0
mē	mē	n2	men	man	0
to	to	pc-acp	to	to	0
butcher	butcher	vvi	butcher	butcher	0
one	one	pi	one	one	0
another	another	j-jn	another	another	0
here	here	av	here	here	0
at	at	p-acp	at	at	0
home	home	n1-an	home	home	0
in	in	p-acp	in	in	0
peace	peace	n1	peace	peace	0
,	,	,	,	,	0
wherewith	wherewith	c-crq	wherewith	wherewith	0
they	they	pns32	they	they	0
cannot	cannot	vmbx	cannot	can	0
hurt	hurt	vvi	hurt	hurt	0
their	their	po32	their	their	0
ene	ene	av	ene	even	0
∣	∣	sy	∣	∣	0
mies	mies	np2-n	mies	mie	0
abrode	abrode	av	abroad	abroad	0
in	in	p-acp	in	in	0
warre	warre	n1	war	war	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
,	,	,	,	,	0
your	your	po22	your	your	0
Honour	Honour	n1	Honour	honour	0
well	well	av	well	well	0
knowes	knowes	vvz	knows	know	0
,	,	,	,	,	0
that	that	cst	that	that	0
when	when	c-crq	when	when	0
the	the	dt	the	the	0
battels	battels	n2	battles	battle	0
are	are	vbr	are	be	0
ioyned	ioyned	vvn	joined	join	0
,	,	,	,	,	0
and	and	cc	and	and	0
come	come	vvb	come	come	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
charge	charge	n1	charge	charge	0
,	,	,	,	,	0
there	there	pc-acp	there	there	0
is	is	vbz	is	be	0
no	no	dx	no	no	0
roome	roome	n1	room	room	0
for	for	p-acp	for	for	0
them	them	pno32	them	they	0
to	to	pc-acp	to	to	0
drawe	drawe	vvi	draw	draw	0
their	their	po32	their	their	0
Bird	Bird	n1	Bird	bird	0
spits	spits	vvz	spits	spit	0
,	,	,	,	,	0
and	and	cc	and	and	0
when	when	c-crq	when	when	0
they	they	pns32	they	they	0
haue	haue	vhb	have	have	0
them	them	pno32	them	they	0
,	,	,	,	,	0
what	what	r-crq	what	what	0
can	can	vmb	can	can	0
they	they	pns32	they	they	0
doe	doe	vdb	do	do	0
with	with	p-acp	with	with	0
them	them	pno32	them	they	0
?	?	?	?	?	0
can	can	vmb	can	can	0
they	they	pns32	they	they	0
pierce	pierce	vvi	pierce	pierce	0
his	his	po31	his	his	0
Corslet	Corslet	n1	Corslet	corslet	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
point	point	n1	point	point	0
?	?	?	?	?	0
can	can	vmb	can	can	0
they	they	pns32	they	they	0
vn	vn	fw-it	vn	un	0
∣	∣	sy	∣	∣	0
lace	lace	n1	lace	lace	0
his	his	po31	his	his	0
Helmet	Helmet	n1	Helmet	helmet	0
,	,	,	,	,	0
vnbuckle	vnbuckle	vvb	unbuckle	unbuckle	0
his	his	po31	his	his	0
Armour	Armour	n1	Armour	armour	0
,	,	,	,	,	0
hew	hew	vvb	hew	hew	0
a	a	dt	a	a	0
∣	∣	sy	∣	∣	0
sunder	sunder	av	sunder	sunder	0
their	their	po32	their	their	0
Pikes	Pikes	n2	Pikes	pike	0
with	with	p-acp	with	with	0
a	a	dt	a	a	0
Stocata	Stocata	n1	Stocata	stocata	0
,	,	,	,	,	0
a	a	dt	a	a	0
reuersa	reuersa	fw-la	reuersa	reuersa	0
,	,	,	,	,	0
a	a	dt	a	a	0
Dritta	Dritta	np1	Dritta	Dritta	0
;	;	;	;	;	0
a	a	dt	a	a	0
Stramason	Stramason	np1	Stramason	Stramason	0
,	,	,	,	,	0
or	or	cc	or	or	0
other	other	j-jn	other	other	0
such	such	d	such	such	0
like	like	av-j	like	like	0
tēpestuous	tēpestuous	j	tempestuous	tempestuous	0
termes	termes	n2	terms	term	0
?	?	?	?	?	0
no	no	uh-dx	no	no	0
,	,	,	,	,	0
these	these	d	these	these	0
toyes	toyes	n2	toys	toy	0
are	are	vbr	are	be	0
fit	fit	j	fit	fit	0
for	for	p-acp	for	for	0
children	children	n2	children	child	0
,	,	,	,	,	0
not	not	xx	not	not	0
for	for	p-acp	for	for	0
men	men	n2	men	man	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
stragling	stragling	j-vvg	straggling	straggle	0
boyes	boyes	n2	boys	boy	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Campe	Campe	n1	Camp	camp	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
murder	murder	vvi	murder	murder	0
poultrie	poultrie	n1	poultry	poultry	0
,	,	,	,	,	0
not	not	xx	not	not	0
for	for	p-acp	for	for	0
men	men	n2	men	man	0
of	of	pp-f	of	of	0
Honour	Honour	n1	Honour	honour	0
to	to	pc-acp	to	to	0
trie	trie	vvi	try	try	0
the	the	dt	the	the	0
bat	bat	n1	bat	bat	0
∣	∣	sy	∣	∣	0
tell	tell	vvb	tell	tell	0
with	with	p-acp	with	with	0
their	their	po32	their	their	0
foes	foes	n2	foes	foe	0
.	.	.	.	.	1
Thus	Thus	av	Thus	thus	0
I	I	pns11	I	i	0
haue	haue	vhb	have	have	0
(	(	(	(	(	0
right	right	j-jn	right	right	0
Honora	Honora	np1	Honora	Honora	0
∣	∣	sy	∣	∣	0
ble	ble	zz	ble	ble	0
)	)	)	)	)	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
trial	trial	n1	trial	trial	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
truth	truth	n1	truth	truth	0
,	,	,	,	,	0
betweene	betweene	p-acp	between	between	0
the	the	dt	the	the	0
short	short	j	short	short	0
Sword	Sword	n1	Sword	sword	0
and	and	cc	and	and	0
the	the	dt	the	the	0
long	long	j	long	long	0
Rapier	Rapier	n1	Rapier	rapier	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
sauing	sauing	n-vvg	saving	save	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
liues	liues	n2	lives	life	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
English	English	jp	English	english	0
gallants	gallants	n2-jn	gallants	gallant	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
are	are	vbr	are	be	0
sent	sent	vvn	sent	send	0
to	to	p-acp	to	to	0
certaine	certaine	j	certain	certain	0
death	death	n1	death	death	0
by	by	p-acp	by	by	0
their	their	po32	their	their	0
vncertaine	vncertaine	j	uncertain	uncertain	0
fights	fights	n2	fights	fight	0
,	,	,	,	,	0
&	&	cc	&	and	0
for	for	p-acp	for	for	0
abandoning	abandoning	vvg	abandoning	abandon	0
of	of	pp-f	of	of	0
that	that	d	that	that	0
mischieuous	mischieuous	j	mischievous	mischievous	0
and	and	cc	and	and	0
imperfect	imperfect	j	imperfect	imperfect	0
weapon	weapon	n1	weapon	weapon	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
serues	serues	vvz	serves	serve	0
to	to	pc-acp	to	to	0
kill	kill	vvi	kill	kill	0
our	our	po12	our	our	0
friēds	friēds	n2	friends	friend	0
in	in	p-acp	in	in	0
peace	peace	n1	peace	peace	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
cannot	cannot	vmbx	cannot	can	0
much	much	av-d	much	much	0
hurt	hurt	vvi	hurt	hurt	0
our	our	po12	our	our	0
foes	foes	n2	foes	foe	0
in	in	p-acp	in	in	0
warre	warre	n1	war	war	0
,	,	,	,	,	0
haue	haue	vhb	have	have	0
I	I	pns11	I	i	0
at	at	p-acp	at	at	0
this	this	d	this	this	0
time	time	n1	time	time	0
giuen	giuen	vvn	given	give	0
forth	forth	av	forth	forth	0
these	these	d	these	these	0
Paradoxes	Paradoxes	n2	Paradoxes	paradox	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
view	view	n1	view	view	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
world	world	n1	world	world	0
.	.	.	.	.	1
And	And	cc	And	and	0
because	because	c-acp	because	because	0
I	I	pns11	I	i	0
knowe	knowe	vvb	know	know	0
such	such	d	such	such	0
straunge	straunge	j	strange	strange	0
opinions	opinions	n2	opinions	opinion	0
had	had	vhd	had	have	0
need	need	n1	need	need	0
of	of	pp-f	of	of	0
stout	stout	j	stout	stout	0
defence	defence	n1	defence	defence	0
,	,	,	,	,	0
I	I	pns11	I	i	0
humbly	humbly	av-j	humbly	humble	0
craue	craue	vvb	crave	crave	0
your	your	po22	your	your	0
Honorable	Honorable	j	Honourable	honourable	0
protection	protection	n1	protection	protection	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
one	one	pi	one	one	0
in	in	p-acp	in	in	0
whom	whom	ro-crq	whom	who	0
the	the	dt	the	the	0
true	true	j	true	true	0
nobility	nobility	n1	nobility	nobility	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
victorious	victorious	j	victorious	victorious	0
Auncestors	Auncestors	n2	Ancestors	ancestor	0
hath	hath	vhz	hath	have	0
taken	taken	vvn	taken	take	0
vp	vp	a-acp	up	up	0
his	his	po31	his	his	0
residence	residence	n1	residence	residence	0
.	.	.	.	.	1
It	It	pn31	It	it	0
will	will	vmb	will	will	0
sute	sute	vvi	suit	suit	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
rest	rest	n1	rest	rest	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
Honours	Honours	ng1	Honours	honour	0
most	most	av-ds	most	most	0
noble	noble	j	noble	noble	0
cō	cō	vvb	con	con	0
∣	∣	sy	∣	∣	0
plements	plements	n2	plements	plement	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
maintaine	maintaine	vvi	maintain	maintain	0
the	the	dt	the	the	0
defence	defence	n1	defence	defence	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
weapons	weapons	n2	weapons	weapon	0
whose	whose	rg-crq	whose	who	0
vertues	vertues	n2	virtues	virtue	0
you	you	pn22	you	you	0
possesse	possesse	vvb	possess	possess	0
.	.	.	.	.	1
I	I	sy	I	i	0
agrees	agrees	vvz	agrees	agree	0
with	with	p-acp	with	with	0
your	your	po22	your	your	0
Honourable	Honourable	j	Honourable	honourable	0
disposition	disposition	n1	disposition	disposition	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
with	with	p-acp	with	with	0
fauour	fauour	n1	favour	favour	0
what	what	r-crq	what	what	0
is	is	vbz	is	be	0
presented	presented	vvn	presented	present	0
with	with	p-acp	with	with	0
loue	loue	n1	love	love	0
.	.	.	.	.	1
It	It	pn31	It	it	0
with	with	p-acp	with	with	0
your	your	po22	your	your	0
Lordships	Lordships	ng1	Lordship's	lordship	0
high	high	j	high	high	0
authority	authority	n1	authority	authority	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
weigh	weigh	vvi	weigh	weigh	0
with	with	p-acp	with	with	0
reason	reason	n1	reason	reason	0
,	,	,	,	,	0
what	what	r-crq	what	what	0
is	is	vbz	is	be	0
fit	fit	j	fit	fit	0
for	for	p-acp	for	for	0
marshall	marshall	n1	marshal	marshal	0
.	.	.	.	.	1
It	It	pn31	It	it	0
is	is	vbz	is	be	0
an	an	dt	and	a	0
vsuall	vsuall	j	usual	usual	0
point	point	n1	point	point	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
Honor	Honor	n1	Honour	honour	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
win	win	vvb	win	win	0
your	your	po22	your	your	0
Lordship	Lordship	n1	Lordship	lordship	0
loue	loue	n1	love	love	0
in	in	p-acp	in	in	0
your	your	po22	your	your	0
countrey	countrey	n1	country	country	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
defend	defend	vvi	defend	defend	0
the	the	dt	the	the	0
truth	truth	n1	truth	truth	0
in	in	p-acp	in	in	0
whomsoeuer	whomsoeuer	ro-crq	whomsoever	whosoever	0
:	:	:	:	:	0
and	and	cc	and	and	0
it	it	pn31	it	it	0
addeth	addeth	vvz	adds	add	0
a	a	dt	a	a	0
supply	supply	n1	supply	supply	0
to	to	p-acp	to	to	0
that	that	d	that	that	0
vvhich	vvhich	r-crq	which	which	0
your	your	po22	your	your	0
Lordship	Lordship	n1	Lordship	lordship	0
haue	haue	vhb	have	have	0
of	of	pp-f	of	of	0
late	late	av-j	late	late	0
begun	begun	vvn	begun	begin	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
vnspeakeable	vnspeakeable	j	unspeakable	unspeakable	0
honor	honor	n1	honour	honour	0
and	and	cc	and	and	0
our	our	po12	our	our	0
inestima	inestima	fw-la	inestima	inestima	0
∣	∣	sy	∣	∣	0
ble	ble	zz	ble	ble	0
benefite	benefite	n1	benefit	benefit	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
reduce	reduce	vvi	reduce	reduce	0
the	the	pno32	thee	they	0
vvith	vvith	p-acp	with	with	0
hilts	hilts	n2	hilts	hilt	0
ouer	ouer	p-acp	over	over	0
the	the	dt	the	the	0
hands	hands	n2	hands	hand	0
,	,	,	,	,	0
Why	Why	q-crq	Why	why	0
should	should	vmd	should	shall	0
we	we	pns12	we	we	0
leaue	leaue	vvi	leave	leave	0
the	the	dt	the	the	0
hand	hand	n1	hand	hand	0
naked	naked	j	naked	naked	0
,	,	,	,	,	0
since	since	c-acp	since	since	0
ther	ther	a-acp	there	there	0
∣	∣	sy	∣	∣	0
by	by	p-acp	by	by	0
our	our	po12	our	our	0
limmes	limmes	n2	limbs	limb	0
&	&	cc	&	and	0
liues	liues	n2	lives	life	0
are	are	vbr	are	be	0
defen	defen	n-jn	defen	defen	0
∣	∣	sy	∣	∣	0
ded	ded	j	dead	dead	0
,	,	,	,	,	0
our	our	po12	our	our	0
enemies	enemies	n2	enemies	enemy	0
discomforted	discomforted	j-vvn	discomforted	discomfort	0
,	,	,	,	,	0
wounded	wounded	j-vvn	wounded	wound	0
,	,	,	,	,	0
and	and	cc	and	and	0
executed	executed	vvn	executed	execute	0
?	?	?	?	?	1
I	I	pns11	I	i	0
see	see	vvb	see	see	0
no	no	dx	no	no	0
reason	reason	n1	reason	reason	0
but	but	cc-acp	but	but	0
that	that	cst	that	that	0
the	the	dt	the	the	0
hand	hand	n1	hand	hand	0
should	should	vmd	should	shall	0
be	be	vbi	be	be	0
as	as	c-acp	as	as	0
well	well	av	well	well	0
armed	armed	vvn	armed	arm	0
and	and	cc	and	and	0
proui	proui	fw-fr	proui	proui	0
