FOrasmuch	FOrasmuch	av	FOrasmuch	forasmuch	0
the	the	dt	the	the	0
whole	whole	j-jn	whole	whole	0
worlde	worlde	n1	world	world	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
∣	∣	sy	∣	∣	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
little	little	j	little	little	0
tyme	tyme	n1	time	time	0
:	:	:	:	:	0
and	and	cc	and	and	0
by	by	p-acp	by	by	0
meanes	meanes	n2	means	mean	0
thereof	thereof	av	thereof	thereof	0
,	,	,	,	,	0
there	there	pc-acp	there	there	0
haue	haue	vhi	have	have	0
beene	beene	vbn	been	be	0
found	found	vvn	found	find	0
newe	newe	j	new	new	0
worldes	worldes	n2	world's	world	0
,	,	,	,	,	0
great	great	j	great	great	0
kingdomes	kingdomes	n2	kingdoms	kingdom	0
,	,	,	,	,	0
and	and	cc	and	and	0
prouinces	prouinces	n2	provinces	province	0
,	,	,	,	,	0
ne	ne	ccx	ne	ne	0
∣	∣	sy	∣	∣	0
uer	uer	p-acp	ver	for	0
seene	seene	vvn	seen	see	0
nor	nor	ccx	nor	nor	0
knowen	knowen	vvn	known	know	0
vnto	vnto	p-acp	unto	unto	0
vs.	vs.	pno12	us	we	0
And	And	cc	And	and	0
if	if	cs	if	if	0
the	the	dt	the	the	0
Needle	Needle	n1	Needle	needle	0
had	had	vhd	had	have	0
not	not	xx	not	not	0
bene	bene	vbn	be	be	0
found	found	vvn	found	find	0
,	,	,	,	,	0
they	they	pns32	they	they	0
had	had	vhd	had	have	0
neuer	neuer	av-x	never	never	0
bin	bin	vbn	been	be	0
discouered	discouered	vvn	discovered	discover	0
.	.	.	.	.	1
When	When	c-crq	When	when	0
they	they	pns32	they	they	0
wan	wan	vvd	won	win	0
∣	∣	sy	∣	∣	0
ted	ted	n1	ted	ted	0
it	it	pn31	it	it	0
,	,	,	,	,	0
the	the	dt	the	the	0
nauigation	nauigation	n1	navigation	navigation	0
was	was	vbds	was	be	0
very	very	av	very	very	0
little	little	j	little	little	0
,	,	,	,	,	0
and	and	cc	and	and	0
short	short	j	short	short	0
:	:	:	:	:	0
they	they	pns32	they	they	0
fayled	fayled	vvd	failed	fail	0
onely	onely	av-j	only	only	0
casting	casting	vvg	casting	cast	0
about	about	a-acp	about	about	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
bankes	bankes	n2	banks	bank	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Sea	Sea	n1	Sea	sea	0
coastes	coastes	n2	coasts	coast	0
:	:	:	:	:	0
and	and	cc	and	and	0
nowe	nowe	av	now	now	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
meanes	meanes	n2	means	mean	0
of	of	pp-f	of	of	0
it	it	pn31	it	it	0
,	,	,	,	,	0
they	they	pns32	they	they	0
do	do	vdb	do	do	0
ingulfe	ingulfe	n1	ingulf	ingulf	0
them	them	pno32	them	they	0
selues	selues	n2	selves	self	0
,	,	,	,	,	0
and	and	cc	and	and	0
do	do	vdb	do	do	0
sayle	sayle	vvi	sail	sail	0
in	in	p-acp	in	in	0
such	such	d	such	such	0
sort	sort	n1	sort	sort	0
,	,	,	,	,	0
that	that	cst	that	that	0
the	the	dt	the	the	0
shippe	shippe	n1	ship	ship	0
called	called	vvd	called	call	0
the	the	dt	the	the	0
Uictorie	Uictorie	n1	Victory	victory	0
say	say	vvb	say	say	0
∣	∣	sy	∣	∣	0
led	led	vvd	led	lead	0
all	all	d	all	all	0
the	the	dt	the	the	0
rounde	rounde	j	round	round	0
worlde	worlde	n1	world	world	0
ouer	ouer	a-acp	over	over	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
the	the	dt	the	the	0
Sunne	Sunne	n1	Sun	sun	0
goeth	goeth	vvz	goes	go	0
euerye	euerye	d	every	every	0
day	day	n1	day	day	0
,	,	,	,	,	0
that	that	cst	that	that	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
sayde	sayde	vvn	said	say	0
,	,	,	,	,	0
shee	shee	pns31	she	she	0
sayled	sayled	vvd	sailed	sail	0
at	at	p-acp	at	at	0
one	one	crd	one	one	0
time	time	n1	time	time	0
twelue	twelue	crd	twelue	twelve	0
thou	thou	pns21	thou	thou	0
∣	∣	sy	∣	∣	0
sande	sande	n1	sand	sand	0
leagues	leagues	n2	leagues	league	0
.	.	.	.	.	1
And	And	cc	And	and	0
that	that	cst	that	that	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
more	more	av-dc	more	more	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
maruelled	maruelled	vvn	marveled	marvel	0
at	at	p-acp	at	at	0
,	,	,	,	,	0
that	that	cst	that	that	0
the	the	dt	the	the	0
shippe	shippe	n1	ship	ship	0
being	being	vbg	being	be	0
in	in	p-acp	in	in	0
a	a	dt	a	a	0
gulffe	gulffe	n1	gulf	gulf	0
of	of	pp-f	of	of	0
800.	800.	crd	800.	800.	0
or	or	cc	or	or	0
1000.	1000.	crd	1000.	1000	0
leagues	leagues	n2	leagues	league	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
meanes	meanes	n2	means	mean	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Needle	Needle	n1	Needle	needle	0
they	they	pns32	they	they	0
came	came	vvd	came	come	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
porte	porte	n1	port	port	0
which	which	r-crq	which	which	0
they	they	pns32	they	they	0
pretēded	pretēded	vvd	pretended	pretend	0
to	to	pc-acp	to	to	0
go	go	vvi	go	go	0
vnto	vnto	p-acp	unto	unto	0
,	,	,	,	,	0
without	without	p-acp	without	without	0
any	any	d	any	any	0
other	other	j-jn	other	other	0
knowledge	knowledge	n1	knowledge	knowledge	0
,	,	,	,	,	0
more	more	n1	more	moor	0
thē	thē	pno32	them	they	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
meanes	meanes	n2	means	mean	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Needle	Needle	n1	Needle	needle	0
,	,	,	,	,	0
or	or	cc	or	or	0
as	as	c-acp	as	as	0
we	we	pns12	we	we	0
cal	cal	vvb	call	call	0
it	it	pn31	it	it	0
the	the	dt	the	the	0
compasse	compasse	n1	compass	compass	0
,	,	,	,	,	0
the	the	dt	the	the	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
of	of	pp-f	of	of	0
steele	steele	n1	steel	steel	0
:	:	:	:	:	0
and	and	cc	and	and	0
they	they	pns32	they	they	0
do	do	vdb	do	do	0
rbbe	rbbe	vvi	rbbe	rbbe	0
ouer	ouer	p-acp	over	over	0
one	one	crd	one	one	0
parte	parte	n1	part	part	0
of	of	pp-f	of	of	0
it	it	pn31	it	it	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
lode	lode	n1	load	load	0
stone	stone	n1	stone	stone	0
,	,	,	,	,	0
and	and	cc	and	and	0
forthwith	forthwith	av	forthwith	forthwith	0
by	by	p-acp	by	by	0
particular	particular	j	particular	particular	0
vertue	vertue	n1	virtue	virtue	0
which	which	r-crq	which	which	0
God	God	np1	God	God	0
hath	hath	vhz	hath	have	0
giuen	giuen	vvn	given	give	0
vnto	vnto	p-acp	unto	unto	0
it	it	pn31	it	it	0
by	by	p-acp	by	by	0
that	that	d	that	that	0
parte	parte	n1	part	part	0
which	which	r-crq	which	which	0
they	they	pns32	they	they	0
did	did	vdd	did	do	0
rubbe	rubbe	vvi	rub	rub	0
ouer	ouer	a-acp	over	over	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
lode	lode	n1	load	load	0
stone	stone	n1	stone	stone	0
,	,	,	,	,	0
it	it	pn31	it	it	0
looketh	looketh	vvz	looks	look	0
towardes	towardes	p-acp	towards	towards	0
the	the	dt	the	the	0
Pole	Pole	n1	Pole	pole	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
neare	neare	av-j	near	near	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
North	North	n1	North	north	0
,	,	,	,	,	0
and	and	cc	and	and	0
perpetually	perpetually	av-j	perpetually	perpetual	0
it	it	pn31	it	it	0
doeth	doeth	vdz	doth	do	0
this	this	d	this	this	0
being	being	vbg	being	be	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Sea	Sea	n1	Sea	sea	0
,	,	,	,	,	0
or	or	cc	or	or	0
on	on	p-acp	on	on	0
the	the	dt	the	the	0
land	land	n1	land	land	0
,	,	,	,	,	0
eyther	eyther	av-d	either	either	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
day	day	n1	day	day	0
,	,	,	,	,	0
or	or	cc	or	or	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
night	night	n1	night	night	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
Sunne	Sunne	n1	Sun	sun	0
or	or	cc	or	or	0
without	without	p-acp	without	without	0
it	it	pn31	it	it	0
,	,	,	,	,	0
alwayes	alwayes	av	always	always	0
it	it	pn31	it	it	0
looketh	looketh	vvz	looks	look	0
towardes	towardes	p-acp	towards	towards	0
the	the	dt	the	the	0
North	North	n1	North	north	0
.	.	.	.	.	1
With	With	p-acp	With	with	0
the	the	dt	the	the	0
which	which	r-crq	which	which	0
Needle	Needle	n1	Needle	needle	0
,	,	,	,	,	0
and	and	cc	and	and	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
carde	carde	n1	card	card	0
of	of	pp-f	of	of	0
Nauigation	Nauigation	n1	Navigation	navigation	0
,	,	,	,	,	0
wherein	wherein	q-crq	wherein	wherein	0
is	is	vbz	is	be	0
placed	placed	vvn	placed	place	0
a	a	dt	a	a	0
distincion	distincion	n1	distinction	distinction	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
know	know	vvi	know	know	0
∣	∣	sy	∣	∣	0
ledge	ledge	n1	ledge	ledge	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
wyndes	wyndes	n2	winds	wind	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
description	description	n1	description	description	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
portes	portes	n2	ports	port	0
,	,	,	,	,	0
they	they	pns32	they	they	0
sayle	sayle	vvb	sail	sail	0
so	so	av	so	so	0
many	many	d	many	many	0
milleons	milleons	n2	milleons	milleon	0
of	of	pp-f	of	of	0
leagues	leagues	n2	leagues	league	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
at	at	p-acp	at	at	0
this	this	d	this	this	0
day	day	n1	day	day	0
wee	wee	pns12	we	we	0
see	see	vvb	see	see	0
:	:	:	:	:	0
and	and	cc	and	and	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
done	done	vdn	done	do	0
so	so	av	so	so	0
easily	easily	av-j	easily	easy	0
,	,	,	,	,	0
that	that	cst	that	that	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
very	very	av	very	very	0
wonderfull	wonderfull	j	wonderful	wonderful	0
.	.	.	.	.	1
Who	Who	r-crq	Who	who	0
frst	frst	av	frst	frst	0
found	found	vvd	found	find	0
thi	thi	po21	thy	thy	0
needle	needle	n1	needle	needle	0
.	.	.	.	.	1
The	The	dt	The	the	0
inuē	inuē	n1	inuen	inuen	0
∣	∣	sy	∣	∣	0
tion	tion	n1	cion	cion	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
maruelous	maruelous	j	marvelous	marvelous	0
Needle	Needle	n1	Needle	needle	0
was	was	vbds	was	be	0
founde	founde	vvn	found	find	0
by	by	p-acp	by	by	0
a	a	dt	a	a	0
Marriner	Marriner	n1	Mariner	mariner	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
was	was	vbds	was	be	0
borne	borne	vvn	born	bear	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
citie	citie	n1	city	city	0
of	of	pp-f	of	of	0
Melsin	Melsin	np1	Melsin	Melsin	0
Italy	Italy	np1	Italy	Italy	0
.	.	.	.	.	1
Also	Also	av	Also	also	0
the	the	dt	the	the	0
Iron	Iron	n1	Iron	iron	0
&	&	cc	&	and	0
Steele	Steele	n1	Steel	steel	0
do	do	vdb	do	do	0
serue	serue	vvi	serve	serve	0
to	to	pc-acp	to	to	0
make	make	vvi	make	make	0
clockes	clockes	n2	clocks	clock	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
a	a	dt	a	a	0
thing	thing	n1	thing	thing	0
of	of	pp-f	of	of	0
greate	greate	j	great	great	0
art	art	n1	art	art	0
,	,	,	,	,	0
&	&	cc	&	and	0
very	very	av	very	very	0
necessary	necessary	j	necessary	necessary	0
to	to	pc-acp	to	to	0
liue	liue	vvi	live	live	0
wt	wt	p-acp	with	with	0
rule	rule	n1	rule	rule	0
&	&	cc	&	and	0
order	order	n1	order	order	0
:	:	:	:	:	0
for	for	c-acp	for	for	0
by	by	p-acp	by	by	0
them	them	pno32	them	they	0
shall	shall	vmb	shall	shall	0
be	be	vbi	be	be	0
knowē	knowē	vvn	known	know	0
the	the	dt	the	the	0
works	works	n2	works	work	0
that	that	cst	that	that	0
are	are	vbr	are	be	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
made	made	vvn	made	make	0
,	,	,	,	,	0
&	&	cc	&	and	0
the	the	dt	the	the	0
time	time	n1	time	time	0
that	that	cst	that	that	0
shal	shal	vmb	shall	shall	0
be	be	vbi	be	be	0
spent	spent	vvn	spent	spend	0
in	in	p-acp	in	in	0
them	them	pno32	them	they	0
,	,	,	,	,	0
they	they	pns32	they	they	0
serue	serue	vvb	serve	serve	0
for	for	p-acp	for	for	0
all	all	d	all	all	0
states	states	n2	states	state	0
of	of	pp-f	of	of	0
people	people	n1	people	people	0
,	,	,	,	,	0
whereby	whereby	c-crq	whereby	whereby	0
they	they	pns32	they	they	0
may	may	vmb	may	may	0
liue	liue	vvi	live	live	0
wisely	wisely	av-j	wisely	wise	0
&	&	cc	&	and	0
discrtely	discrtely	av-j	discrtely	discrte	0
:	:	:	:	:	0
&	&	cc	&	and	0
where	where	q-crq	where	where	0
is	is	vbz	is	be	0
no	no	dx	no	no	0
clocke	clocke	n1	clock	clock	0
they	they	pns32	they	they	0
liue	liue	vvb	live	live	0
like	like	av-j	like	like	0
beasts	beasts	n2	beasts	beast	0
.	.	.	.	.	0
they	they	pns32	they	they	0
are	are	vbr	are	be	0
made	made	vvn	made	make	0
at	at	p-acp	at	at	0
tis	tis	pn31|vbz	this	it|be	0
day	day	n1	day	day	0
with	with	p-acp	with	with	0
so	so	av	so	so	0
much	much	d	much	much	0
art	art	n1	art	art	0
&	&	cc	&	and	0
curiousnesse	curiousnesse	n1	curiousness	curiousness	0
,	,	,	,	,	0
that	that	cst	that	that	0
they	they	pns32	they	they	0
make	make	vvb	make	make	0
great	great	j	great	great	0
admiration	admiration	n1	admiration	admiration	0
,	,	,	,	,	0
they	they	pns32	they	they	0
purifie	purifie	vvb	purify	purify	0
and	and	cc	and	and	0
make	make	vvi	make	make	0
cleane	cleane	av-j	clean	clean	0
these	these	d	these	these	0
two	two	crd	two	two	0
metals	metals	n2	metals	metal	0
,	,	,	,	,	0
that	that	cst	that	that	0
they	they	pns32	they	they	0
make	make	vvb	make	make	0
them	them	pno32	them	they	0
as	as	p-acp	as	as	0
bright	bright	j	bright	bright	0
as	as	c-acp	as	as	0
any	any	d	any	any	0
other	other	n-jn	other	other	0
:	:	:	:	:	0
they	they	pns32	they	they	0
gyld	gyld	vvi	gild	gild	0
them	them	pno32	them	they	0
,	,	,	,	,	0
they	they	pns32	they	they	0
siluer	siluer	n1	silver	silver	0
them	them	pno32	them	they	0
,	,	,	,	,	0
&	&	cc	&	and	0
there	there	pc-acp	there	there	0
is	is	vbz	is	be	0
giuen	giuen	vvn	given	give	0
to	to	p-acp	to	to	0
them	them	pno32	them	they	0
other	other	j-jn	other	other	0
coulor	coulor	n1	colour	colour	0
,	,	,	,	,	0
&	&	cc	&	and	0
are	are	vbr	are	be	0
made	made	vvn	made	make	0
very	very	av	very	very	0
fayre	fayre	j	fair	fair	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
we	we	pns12	we	we	0
see	see	vvb	see	see	0
that	that	cst	that	that	0
there	there	a-acp	there	there	0
are	are	vbr	are	be	0
made	made	vvn	made	make	0
cheynes	cheynes	n2	chains	chain	0
f	f	sy	f	f	0
Steele	Steele	n1	Steel	steel	0
very	very	av	very	very	0
delicate	delicate	j	delicate	delicate	0
and	and	cc	and	and	0
fyne	fyne	j	fine	fine	0
:	:	:	:	:	0
and	and	cc	and	and	0
there	there	pc-acp	there	there	0
are	are	vbr	are	be	0
giuen	giuen	vvn	given	give	0
to	to	p-acp	to	to	0
thm	thm	n1	thm	thm	0
dyuse	dyuse	n1	dyuse	dyuse	0
sapes	sapes	zz	sapes	sapes	0
ad	ad	fw-la	ad	ad	0
cou	cou	fw-fr	cou	cou	0
∣	∣	sy	∣	∣	0
lours	lours	vvz	lours	lour	0
,	,	,	,	,	0
and	and	cc	and	and	0
are	are	vbr	are	be	0
more	more	av-dc	more	more	0
esemed	esemed	vvd	esemed	eseme	0
then	then	av	then	then	0
those	those	d	those	those	0
which	which	r-crq	which	which	0
are	are	vbr	are	be	0
made	made	vvn	made	make	0
of	of	pp-f	of	of	0
Golde	Golde	n1	Gold	gold	0
or	or	cc	or	or	0
Siler	Siler	np1	Siler	Siler	0
.	.	.	.	.	1
Thse	Thse	d	Thse	these	0
metals	metals	n2	metals	metal	0
ae	ae	fw-la	ae	ae	0
disilled	disilled	vvn	disilled	disil	0
y	y	p-acp	y	in	0
t	t	sy	tO	t	0
we	we	zz	we	we	0
of	of	pp-f	of	of	0
Alcumiste	Alcumiste	np1	Alcumiste	Alcumiste	0
:	:	:	:	:	0
and	and	cc	and	and	0
thre	thre	crd	thre	three	0
is	is	vbz	is	be	0
mae	mae	fw-la	mae	mae	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
Quinta	Quinta	np1	Quinta	Quinta	0
ssncia	ssncia	fw-it	ssncia	ssncia	0
,	,	,	,	,	0
Dised	Dised	vvn	Dised	dise	0
.	.	.	.	.	0
as	as	c-acp	as	as	0
of	of	pp-f	of	of	0
Golde	Golde	n1	Gold	gold	0
and	and	cc	and	and	0
Siler	Siler	np1	Siler	Siler	0
.	.	.	.	.	0
he	he	pns31	he	he	0
Alcumises	Alcumises	n2	Alcumises	alcumise	0
too	too	av	too	too	0
saye	saye	vvb	say	say	0
,	,	,	,	,	0
tat	tat	fw-fr	tat	tat	0
the	the	dt	the	the	0
metall	metall	n1	metal	metal	0
moe	moe	dc	more	more	0
ape	ape	n1	ape	ape	0
fr	fr	vvi	fr	fr	0
thir	thir	po32	their	their	0
cuses	cuses	n2	cuses	cuse	0
and	and	cc	and	and	0
efctes	efctes	n2	efctes	efcte	0
,	,	,	,	,	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
Iron	Iron	n1	Iron	iron	0
.	.	.	.	.	1
The	The	dt	The	the	0
Iron	Iron	n1	Iron	iron	0
doeth	doeth	vdz	doth	do	0
suffer	suffer	vvi	suffer	suffer	0
a	a	dt	a	a	0
riuous	riuous	j	riuous	riuous	0
disease	disease	n1	disease	disease	0
,	,	,	,	,	0
hich	hich	j	hich	hich	0
doth	doth	vdz	does	do	0
consume	consume	vvi	consume	consume	0
and	and	cc	and	and	0
make	make	vvi	make	make	0
an	an	dt	and	a	0
ende	ende	n1	end	end	0
of	of	pp-f	of	of	0
it	it	pn31	it	it	0
,	,	,	,	,	0
wich	wich	r-crq	which	which	0
is	is	vbz	is	be	0
calld	calld	vvn	called	call	0
rust	rust	n1	rust	rust	0
,	,	,	,	,	0
That	That	cst	That	that	0
rust	rust	n1	rust	rust	0
come	come	vvb	come	come	0
not	not	xx	not	not	0
.	.	.	.	.	0
and	and	cc	and	and	0
because	because	c-acp	because	because	0
it	it	pn31	it	it	0
may	may	vmb	may	may	0
not	not	xx	not	not	0
come	come	vvi	come	come	0
to	to	p-acp	to	to	0
it	it	pn31	it	it	0
,	,	,	,	,	0
there	there	pc-acp	there	there	0
are	are	vbr	are	be	0
many	many	d	many	many	0
re	re	zz	re	re	0
∣	∣	sy	∣	∣	0
medies	medies	n2	medies	medy	0
,	,	,	,	,	0
that	that	cst	that	that	0
the	the	dt	the	the	0
things	things	n2	things	thing	0
which	which	r-crq	which	which	0
are	are	vbr	are	be	0
made	made	vvn	made	make	0
of	of	pp-f	of	of	0
Iron	Iron	n1	Iron	iron	0
,	,	,	,	,	0
and	and	cc	and	and	0
of	of	pp-f	of	of	0
Steele	Steele	n1	Steel	steel	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
continually	continually	av-j	continually	continual	0
cleane	cleane	j	clean	clean	0
:	:	:	:	:	0
principally	principally	av-j	principally	principal	0
,	,	,	,	,	0
that	that	cst	that	that	0
they	they	pns32	they	they	0
bee	bee	vbb	be	be	0
put	put	vvn	put	put	0
into	into	p-acp	into	into	0
no	no	dx	no	no	0
moyst	moyst	j	moist	moist	0
place	place	n1	place	place	0
,	,	,	,	,	0
and	and	cc	and	and	0
that	that	cst	that	that	0
they	they	pns32	they	they	0
be	be	vbb	be	be	0
occupyed	occupyed	vvn	ocupied	occupy	0
and	and	cc	and	and	0
vsed	vsed	vvn	used	use	0
,	,	,	,	,	0
gilding	gilding	vvg	gild	gild	0
them	them	pno32	them	they	0
or	or	cc	or	or	0
siluering	siluering	vvg	siluering	silver	0
them	them	pno32	them	they	0
:	:	:	:	:	0
in	in	p-acp	in	in	0
so	so	av	so	so	0
doing	doing	vdg	doing	do	0
they	they	pns32	they	they	0
be	be	vbi	be	be	0
kepte	kepte	vvd	kept	keep	0
cleane	cleane	av-j	clean	clean	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
aforesayde	aforesayde	j	aforesaid	aforesaid	0
rust	rust	n1	rust	rust	0
,	,	,	,	,	0
or	or	cc	or	or	0
annoynting	annoynting	vvg	anointing	anoint	0
them	them	pno32	them	they	0
with	with	p-acp	with	with	0
common	common	j	common	common	0
oyle	oyle	n1	oil	oil	0
,	,	,	,	,	0
or	or	cc	or	or	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
marrowe	marrowe	n1	marrow	marrow	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
Deare	Deare	n1	Dear	deer	0
,	,	,	,	,	0
or	or	cc	or	or	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
fatt	fatt	j	fat	fat	0
of	of	pp-f	of	of	0
birdes	birdes	n2	birds	bird	0
,	,	,	,	,	0
or	or	cc	or	or	0
with	with	p-acp	with	with	0
white	white	j-jn	white	white	0
lead	lead	n1	led	lead	0
and	and	cc	and	and	0
vineger	vineger	n1	vinegar	vinegar	0
,	,	,	,	,	0
when	when	c-crq	when	when	0
they	they	pns32	they	they	0
are	are	vbr	are	be	0
taken	taken	vvn	taken	take	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
rust	rust	n1	rust	rust	0
,	,	,	,	,	0
for	for	c-acp	for	for	0
to	to	pc-acp	to	to	0
take	take	vvi	take	take	0
it	it	pn31	it	it	0
away	away	av	away	away	0
,	,	,	,	,	0
they	they	pns32	they	they	0
must	must	vmb	must	must	0
be	be	vbi	be	be	0
fi	fi	n2	fi	fi	0
∣	∣	sy	∣	∣	0
led	led	vvd	led	lead	0
of	of	pp-f	of	of	0
,	,	,	,	,	0
Remedies	Remedies	n2	Remedies	remedy	0
when	when	c-crq	when	when	0
the	the	dt	the	the	0
rust	rust	n1	rust	rust	0
hath	hath	vhz	hath	have	0
taken	taken	vvn	taken	take	0
it	it	pn31	it	it	0
.	.	.	.	.	0
and	and	cc	and	and	0
put	put	vvd	put	put	0
into	into	p-acp	into	into	0
vineger	vineger	n1	vinegar	vinegar	0
,	,	,	,	,	0
and	and	cc	and	and	0
after	after	c-acp	after	after	0
into	into	p-acp	into	into	0
the	the	dt	the	the	0
fire	fire	n1	fire	fire	0
,	,	,	,	,	0
for	for	c-acp	for	for	0
with	with	p-acp	with	with	0
this	this	d	this	this	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
taken	taken	vvn	taken	take	0
away	away	av	away	away	0
,	,	,	,	,	0
vnlesse	vnlesse	cs	unless	unless	0
when	when	c-crq	when	when	0
they	they	pns32	they	they	0
be	be	vbb	be	be	0
so	so	av	so	so	0
much	much	av-d	much	much	0
eaten	eaten	vvn	eaten	eat	0
,	,	,	,	,	0
that	that	cst	that	that	0
they	they	pns32	they	they	0
are	are	vbr	are	be	0
not	not	xx	not	not	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
remedyed	remedyed	vvn	remedied	remedy	0
with	with	p-acp	with	with	0
these	these	d	these	these	0
benefites	benefites	n2	benefits	benefit	0
.	.	.	.	.	1
I	I	pns11	I	i	0
doe	doe	vdb	do	do	0
not	not	xx	not	not	0
speake	speake	vvi	speak	speak	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
finesse	finesse	n1	finesse	finesse	0
and	and	cc	and	and	0
delicatenesse	delicatenesse	n1	delicateness	delicateness	0
that	that	cst	that	that	0
there	there	pc-acp	there	there	0
is	is	vbz	is	be	0
in	in	p-acp	in	in	0
sodering	sodering	vvg	soldering	solder	0
of	of	pp-f	of	of	0
it	it	pn31	it	it	0
,	,	,	,	,	0
and	and	cc	and	and	0
closing	closing	vvg	closing	close	0
of	of	pp-f	of	of	0
it	it	pn31	it	it	0
together	together	av	together	together	0
,	,	,	,	,	0
and	and	cc	and	and	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
vsing	vsing	vvg	using	use	0
of	of	pp-f	of	of	0
it	it	pn31	it	it	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
forge	forge	n1	forge	forge	0
,	,	,	,	,	0
because	because	c-acp	because	because	0
I	I	pns11	I	i	0
am	am	vbm	am	be	0
wery	wery	j	weary	weary	0
I	I	pns11	I	i	0
let	let	vvb	let	let	0
it	it	pn31	it	it	0
passe	passe	vvi	pass	pass	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
many	many	d	many	many	0
other	other	j-jn	other	other	0
things	things	n2	things	thing	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
should	should	vmd	should	shall	0
say	say	vvi	say	say	0
thereof	thereof	av	thereof	thereof	0
,	,	,	,	,	0
and	and	cc	and	and	0
do	do	vdb	do	do	0
conclude	conclude	vvi	conclude	conclude	0
,	,	,	,	,	0
that	that	cst	that	that	0
these	these	d	these	these	0
two	two	crd	two	two	0
things	things	n2	things	thing	0
,	,	,	,	,	0
Iron	Iron	n1	Iron	iron	0
and	and	cc	and	and	0
Steele	Steele	n1	Steel	steel	0
are	are	vbr	are	be	0
the	the	dt	the	the	0
moste	moste	av-ds	most	most	0
necessarye	necessarye	j	necessary	necessary	0
things	things	n2	things	thing	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
seruice	seruice	n1	service	service	0
of	of	pp-f	of	of	0
mā	mā	n1	man	man	0
,	,	,	,	,	0
of	of	pp-f	of	of	0
as	as	a-acp	as	as	0
many	many	d	many	many	0
as	as	c-acp	as	as	0
are	are	vbr	are	be	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
world	world	n1	world	world	0
.	.	.	.	.	1
Doctour	Doctour	n1	Doctor	doctor	0
.	.	.	.	.	1
I	I	pns11	I	i	0
am	am	vbm	am	be	0
very	very	av	very	very	0
glad	glad	j	glad	glad	0
with	with	p-acp	with	with	0
that	that	d	that	that	0
which	which	r-crq	which	which	0
master	master	n1	master	master	0
Ortun̄o	Ortun̄o	np1	Ortun̄o	Ortun̄o	0
hath	hath	vhz	hath	have	0
spoken	spoken	vvn	spoken	speak	0
:	:	:	:	:	0
for	for	c-acp	for	for	0
all	all	d	all	all	0
is	is	vbz	is	be	0
