RENOWMED	RENOWMED	j-vvn	RENOWNED	renown	0
will	will	vmb	will	will	0
forthwith	forthwith	av	forthwith	forthwith	0
begin	begin	vvi	begin	begin	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
fearefully	fearefully	av-j	fearfully	fearful	0
tainted	tainted	vvn	tainted	taint	0
with	with	p-acp	with	with	0
capitall	capitall	j	capital	capital	0
paines	paines	n2	pains	pain	0
about	about	p-acp	about	about	0
the	the	dt	the	the	0
disordered	disordered	j-vvn	disordered	disorder	0
State	State	n1	State	state	0
;	;	;	;	;	0
with	with	p-acp	with	with	0
want	want	n1	want	want	0
of	of	pp-f	of	of	0
due	due	j-jn	due	due	0
rest	rest	n1	rest	rest	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
reason	reason	n1	reason	reason	0
of	of	pp-f	of	of	0
sundry	sundry	j	sundry	sundry	0
occurring	occurring	vvg	occurring	occur	0
cares	cares	n2	cares	care	0
;	;	;	;	;	0
with	with	p-acp	with	with	0
idle	idle	j	idle	idle	0
vertigoes	vertigoes	n2	vertigoes	vertigo	0
,	,	,	,	,	0
and	and	cc	and	and	0
many	many	d	many	many	0
terrible	terrible	j	terrible	terrible	0
turne-about	turne-about	j	turnabout	turnabout	0
thoughts	thoughts	n2	thoughts	thought	0
;	;	;	;	;	0
with	with	p-acp	with	with	0
sundrie	sundrie	j	sundry	sundry	0
implacable	implacable	j	implacable	implacable	0
furies	furies	n2	furies	fury	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
most	most	ds	most	most	0
secure	secure	j	secure	secure	0
and	and	cc	and	and	0
fearefull	fearefull	j	fearful	fearful	0
Lethargies	Lethargies	n2	Lethargies	lethargy	0
,	,	,	,	,	0
dreames	dreames	n2	dreams	dream	0
,	,	,	,	,	0
and	and	cc	and	and	0
drowsie	drowsie	j	drowsy	drowsy	0
securities	securities	n2	securities	security	0
;	;	;	;	;	0
with	with	p-acp	with	with	0
crasinesse	crasinesse	n1	craziness	craziness	0
of	of	pp-f	of	of	0
memorie	memorie	n1	memory	memory	0
concer	concer	fw-fr	concer	concer	0
∣	∣	sy	∣	∣	0
ning	ning	n-vvg	ning	ning	0
their	their	po32	their	their	0
duties	duties	n2	duties	duty	0
to	to	p-acp	to	to	0
God	God	np1	God	God	0
and	and	cc	and	and	0
man	man	n1	man	man	0
;	;	;	;	;	0
yea	yea	uh	yea	yea	0
,	,	,	,	,	0
and	and	cc	and	and	0
(	(	(	(	(	0
which	which	r-crq	which	which	0
more	more	dc	more	more	0
is	is	vbz	is	be	0
)	)	)	)	)	0
with	with	p-acp	with	with	0
such	such	d	such	such	0
sodaine	sodaine	j	sudden	sudden	0
congealed	congealed	j-vvn	congealed	congeal	0
Catalepsies	Catalepsies	n2	Catalepsies	catalepsy	0
,	,	,	,	,	0
violent	violent	j	violent	violent	0
conuul	conuul	n1	conuul	conuul	0
∣	∣	sy	∣	∣	0
sions	sions	n1	zions	zions	0
,	,	,	,	,	0
and	and	cc	and	and	0
spiituall	spiituall	j	spiituall	spiituall	0
benummings	benummings	n2-vvg	benummings	benumming	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
if	if	cs	if	if	0
all	all	d	all	all	0
conscionable	conscionable	j	conscionable	conscionable	0
sense	sense	n1	sense	sense	0
and	and	cc	and	and	0
mouing	mouing	vvg	moving	move	0
(	(	(	(	(	0
in	in	p-acp	in	in	0
and	and	cc	and	and	0
about	about	p-acp	about	about	0
their	their	po32	their	their	0
designed	designed	vvn	designed	design	0
imploy	imploy	vvi	employ	employ	0
∣	∣	sy	∣	∣	0
ments	ments	n2	ments	ment	0
)	)	)	)	)	0
were	were	vbdr	were	be	0
vtterly	vtterly	av-j	utterly	utter	0
lost	lost	vvn	lost	lose	0
,	,	,	,	,	0
or	or	cc	or	or	0
quite	quite	av	quite	quite	0
forgot	forgot	vvn	forgotten	forget	0
,	,	,	,	,	0
at	at	p-acp	at	at	0
the	the	dt	the	the	0
least	least	ds	least	least	0
.	.	.	.	.	1
And	And	cc	And	and	0
then	then	av	then	then	0
next	next	ord	next	next	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
Shoulders	Shoulders	n2	Shoulders	shoulder	0
and	and	cc	and	and	0
Armes	Armes	n2	Arms	arm	0
(	(	(	(	(	0
the	the	dt	the	the	0
No	No	uh-x	No	no	0
∣	∣	sy	∣	∣	0
bilitie	bilitie	n1	bilitie	bilitie	0
,	,	,	,	,	0
and	and	cc	and	and	0
Gentrie	Gentrie	n1	Gentry	gentry	0
I	I	pns11	I	i	0
meane	meane	vvb	mean	mean	0
)	)	)	)	)	0
who	who	r-crq	who	who	0
may	may	vmb	may	may	0
not	not	xx	not	not	0
likewise	likewise	av	likewise	likewise	0
per	per	fw-la	per	per	0
∣	∣	sy	∣	∣	0
ceiue	ceiue	n1	ceiue	ceiue	0
,	,	,	,	,	0
how	how	c-crq	how	how	0
that	that	d	that	that	0
(	(	(	(	(	0
when	when	c-crq	when	when	0
the	the	dt	the	the	0
poore	poore	j	poor	poor	0
husband-mans	husband-mans	ng1	husbandmans	husbandmans	0
state	state	n1	state	state	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
did	did	vdd	did	do	0
vsually	vsually	av-j	usually	usual	0
aford	aford	vvi	afford	afford	0
their	their	po32	their	their	0
Politicall	Politicall	j	Political	political	0
maintenance	maintenance	n1	maintenance	maintenance	0
,	,	,	,	,	0
begin	begin	vvi	begin	begin	0
∣	∣	sy	∣	∣	0
neth	neth	n1	neth	neth	0
to	to	p-acp	to	to	0
fag	fag	n1	fag	fag	0
)	)	)	)	)	0
they	they	pns32	they	they	0
do	do	vdb	do	do	0
eftsoones	eftsoones	av	eftsoons	eftsoon	0
begin	begin	vvi	begin	begin	0
to	to	pc-acp	to	to	0
fall	fall	vvi	fallen	fall	0
forthwith	forthwith	av	forthwith	forthwith	0
into	into	p-acp	into	into	0
fearefull	fearefull	j	fearful	fearful	0
Apoplexies	Apoplexies	n2	Apoplexies	apoplexy	0
,	,	,	,	,	0
I	I	pns11	I	i	0
meane	meane	vvb	mean	mean	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
an	an	dt	and	a	0
vtter	vtter	j	utter	utter	0
decay	decay	n1	decay	decay	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
spi	spi	vvb	spi	spi	0
∣	∣	sy	∣	∣	0
rituall	rituall	j	ritual	ritual	0
mouing	mouing	n-vvg	moving	move	0
and	and	cc	and	and	0
sense	sense	n1	sense	sense	0
;	;	;	;	;	0
into	into	p-acp	into	into	0
quaking	quaking	j-vvg	quaking	quake	0
Palsies	Palsies	n2	Palsies	palsy	0
and	and	cc	and	and	0
trem	trem	fw-la	trem	trem	0
∣	∣	sy	∣	∣	0
bling	bling	j-vvg	bling	ble	0
of	of	pp-f	of	of	0
heart	heart	n1	heart	heart	0
,	,	,	,	,	0
vpon	vpon	p-acp	upon	upon	0
euery	euery	d	every	every	0
crossing	crossing	vvg	crossing	cross	0
occurrent	occurrent	j	occurrent	occurrent	0
;	;	;	;	;	0
into	into	p-acp	into	into	0
dange	dange	j	dange	dange	0
∣	∣	sy	∣	∣	0
rous	rous	fw-la	rous	rous	0
Epilepsies	Epilepsies	n2	Epilepsies	epilepsy	0
,	,	,	,	,	0
and	and	cc	and	and	0
deadly	deadly	j	deadly	deadly	0
downefallings	downefallings	n2	downefallings	downefalling	0
to	to	p-acp	to	to	0
euill	euill	j-jn	evil	evil	0
;	;	;	;	;	0
into	into	p-acp	into	into	0
vio	vio	np1	vio	Vio	0
∣	∣	sy	∣	∣	0
lent	lent	np1	lent	Lent	0
Conuulsions	Conuulsions	n2	Convulsions	convulsion	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
a	a	dt	a	a	0
sodaine	sodaine	j	sudden	sudden	0
shrinking	shrinking	n-vvg	shrinking	shrink	0
vp	vp	a-acp	up	up	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
sinewes	sinewes	n2	sinews	sinew	0
of	of	pp-f	of	of	0
loue	loue	n1	love	love	0
;	;	;	;	;	0
into	into	p-acp	into	into	0
fearefull	fearefull	j	fearful	fearful	0
oppressing	oppressing	j-vvg	oppressing	oppress	0
Ephialteis	Ephialteis	np1	Ephialteis	Ephialteis	0
,	,	,	,	,	0
and	and	cc	and	and	0
intollerable	intollerable	j	intolerable	intolerable	0
burdens	burdens	n2	burdens	burden	0
of	of	pp-f	of	of	0
sinne	sinne	n1	sin	sin	0
,	,	,	,	,	0
each	each	d	each	each	0
houre	houre	n1	hour	hour	0
surcharging	surcharging	vvg	surcharging	surcharge	0
their	their	po32	their	their	0
sorrowfull	sorrowfull	j	sorrowful	sorrowful	0
soules	soules	n2	souls	soul	0
;	;	;	;	;	0
into	into	p-acp	into	into	0
choking	choking	j-vvg	choking	choke	0
Squinancies	Squinancies	n2	Squinancies	squinancy	0
,	,	,	,	,	0
I	I	pns11	I	i	0
meane	meane	vvb	mean	mean	0
,	,	,	,	,	0
a	a	dt	a	a	0
mercilesse	mercilesse	j	merciless	merciless	0
throatling	throatling	j-vvg	throatling	throatle	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
their	their	po32	their	their	0
Inferiours	Inferiours	n2-jn	Inferiors	inferior	0
;	;	;	;	;	0
into	into	p-acp	into	into	0
sundrie	sundrie	j	sundry	sundry	0
most	most	av-ds	most	most	0
deadly	deadly	j	deadly	deadly	0
Pleurisies	Pleurisies	n2	Pleurisies	pleurisy	0
,	,	,	,	,	0
through	through	p-acp	through	through	0
the	the	dt	the	the	0
abundant	abundant	j	abundant	abundant	0
spilling	spilling	vvg	spilling	spill	0
of	of	pp-f	of	of	0
innocent	innocent	j-jn	innocent	innocent	0
bloud	bloud	n1	blood	blood	0
;	;	;	;	;	0
into	into	p-acp	into	into	0
many	many	d	many	many	0
quarkening	quarkening	vvg	quarkening	quarken	0
Peripneumonies	Peripneumonies	n2	Peripneumonies	peripneumony	0
,	,	,	,	,	0
and	and	cc	and	and	0
suffocating	suffocating	j-vvg	suffocating	suffocate	0
Ptisickes	Ptisickes	n2	Ptisickes	ptisicke	0
,	,	,	,	,	0
I	I	pns11	I	i	0
meane	meane	vvb	mean	mean	0
,	,	,	,	,	0
into	into	p-acp	into	into	0
a	a	dt	a	a	0
difficult	difficult	j	difficult	difficult	0
brea	brea	n1	brea	brea	0
∣	∣	sy	∣	∣	0
thing	thing	n1	thing	thing	0
forth	forth	av	forth	forth	0
of	of	pp-f	of	of	0
any	any	d	any	any	0
gracious	gracious	j	gracious	gracious	0
decrees	decrees	n2	decrees	decree	0
concerning	concerning	vvg	concerning	concern	0
the	the	dt	the	the	0
pre	pre	fw-la	pre	pre	0
∣	∣	sy	∣	∣	0
sent	sent	n1	sent	scent	0
good	good	j	good	good	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
poore	poore	j	poor	poor	0
;	;	;	;	;	0
yea	yea	uh	yea	yea	0
and	and	cc	and	and	0
(	(	(	(	(	0
which	which	r-crq	which	which	0
more	more	dc	more	more	0
is	is	vbz	is	be	0
)	)	)	)	)	0
into	into	p-acp	into	into	0
very	very	av	very	very	0
many	many	d	many	many	0
such	such	d	such	such	0
impostumating	impostumating	vvg	impostumating	impostumate	0
Empiemaes	Empiemaes	np1	Empiemaes	Empiemaes	0
,	,	,	,	,	0
and	and	cc	and	and	0
most	most	av-ds	most	most	0
fearefull	fearefull	j	fearful	fearful	0
exulcerations	exulcerations	n2	exulcerations	exulceration	0
of	of	pp-f	of	of	0
conscience	conscience	n1	conscience	conscience	0
(	(	(	(	(	0
with	with	p-acp	with	with	0
other	other	j-jn	other	other	0
outragious	outragious	j	outrageous	outrageous	0
enormi	enormi	fw-fr	enormi	enormi	0
∣	∣	sy	∣	∣	0
ties	ties	vvz	ties	tie	0
)	)	)	)	)	0
as	as	p-acp	as	as	0
bring	bring	vvi	bring	bring	0
an	an	dt	and	a	0
vtter	vtter	j	utter	utter	0
consumption	consumption	n1	consumption	consumption	0
and	and	cc	and	and	0
waste	waste	n1	waste	waste	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
whole	whole	j-jn	whole	whole	0
Politicall	Politicall	j	Political	political	0
bodie	bodie	n1	body	body	0
.	.	.	.	.	1
And	And	cc	And	and	0
as	as	c-acp	as	as	0
the	the	dt	the	the	0
superiour	superiour	j-jn	superior	superior	0
,	,	,	,	,	0
so	so	av	so	so	0
likewise	likewise	av	likewise	likewise	0
the	the	dt	the	the	0
inferiour	inferiour	j-jn	inferior	inferior	0
mem	mem	n1	man	man	0
∣	∣	sy	∣	∣	0
bers	bers	zz	bers	bers	0
of	of	pp-f	of	of	0
that	that	d	that	that	0
selfe	selfe	n1	self	self	0
same	same	d	same	same	0
Politicall	Politicall	j	Political	political	0
bodie	bodie	n1	body	body	0
,	,	,	,	,	0
feeling	feeling	vvg	feeling	feel	0
once	once	a-acp	once	once	0
a	a	dt	a	a	0
de	de	fw-fr	de	de	0
∣	∣	sy	∣	∣	0
fect	fect	n1	fect	fact	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
stomacke	stomacke	n1	stomach	stomach	0
(	(	(	(	(	0
I	I	pns11	I	i	0
meane	meane	vvb	mean	mean	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
poore	poore	j	poor	poor	0
husbandmans	husbandmans	ng1	husbandman's	husbandman	0
state	state	n1	state	state	0
)	)	)	)	)	0
they	they	pns32	they	they	0
do	do	vdb	do	do	0
eftsoones	eftsoones	av	eftsoons	eftsoon	0
decline	decline	vvi	decline	decline	0
to	to	p-acp	to	to	0
an	an	dt	and	a	0
vnnaturall	vnnaturall	j	unnatural	unnatural	0
weakenesse	weakenesse	n1	weakness	weakness	0
and	and	cc	and	and	0
distemperature	distemperature	n1	distemperature	distemperature	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Liuer	Liuer	n1	Liver	liver	0
and	and	cc	and	and	0
Splene	Splene	n1	Spleen	spleen	0
(	(	(	(	(	0
I	I	pns11	I	i	0
meane	meane	vvb	mean	mean	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
a	a	dt	a	a	0
fearefull	fearefull	j	fearful	fearful	0
decay	decay	n1	decay	decay	0
of	of	pp-f	of	of	0
Christian	Christian	njp	Christian	christian	0
loue	loue	n1	love	love	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
timely	timely	j	timely	timely	0
discharge	discharge	n1	discharge	discharge	0
of	of	pp-f	of	of	0
any	any	d	any	any	0
their	their	po32	their	their	0
Christian	Christian	njp	Christian	christian	0
duties	duties	n2	duties	duty	0
;	;	;	;	;	0
to	to	p-acp	to	to	0
sundrie	sundrie	j	sundry	sundry	0
inflammations	inflammations	n2	inflammations	inflammation	0
,	,	,	,	,	0
obstructions	obstructions	n2	obstructions	obstruction	0
,	,	,	,	,	0
coldnesse	coldnesse	n1	coldness	coldness	0
,	,	,	,	,	0
and	and	cc	and	and	0
hardnesse	hardnesse	n1	hardness	hardness	0
of	of	pp-f	of	of	0
heart	heart	n1	heart	heart	0
against	against	p-acp	against	against	0
the	the	dt	the	the	0
whole	whole	j-jn	whole	whole	0
State	State	n1	State	state	0
;	;	;	;	;	0
to	to	p-acp	to	to	0
most	most	ds	most	most	0
filthie	filthie	j	filthy	filthy	0
deforming	deforming	vvg	deforming	deform	0
Iaundeis	Iaundeis	np1	Iaundeis	Iaundeis	0
,	,	,	,	,	0
through	through	p-acp	through	through	0
an	an	dt	and	a	0
vnnaturall	vnnaturall	j	unnatural	unnatural	0
dispersing	dispersing	vvg	dispersing	disperse	0
of	of	pp-f	of	of	0
cholericke	cholericke	j	choleric	choleric	0
pangs	pangs	n2	pangs	pang	0
,	,	,	,	,	0
and	and	cc	and	and	0
melan	melan	uh	melan	melan	0
∣	∣	sy	∣	∣	0
cholicke	cholicke	j	cholicke	cholicke	0
passions	passions	n1	passion	passion	0
ouer	ouer	p-acp	over	over	0
all	all	d	all	all	0
the	the	dt	the	the	0
Politicall	Politicall	j	Political	political	0
bodie	bodie	n1	body	body	0
;	;	;	;	;	0
to	to	p-acp	to	to	0
many	many	d	many	many	0
most	most	av-ds	most	most	0
languishing	languishing	j-vvg	languishing	languish	0
Cachexies	Cachexies	n2	Cachexies	cachexy	0
,	,	,	,	,	0
I	I	pns11	I	i	0
meane	meane	vvb	mean	mean	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
an	an	dt	and	a	0
inordinate	inordinate	j	inordinate	inordinate	0
consu	consu	n1	consu	consu	0
∣	∣	sy	∣	∣	0
ming	ming	j	ming	ming	0
and	and	cc	and	and	0
wasting	wasting	vvg	wasting	waste	0
of	of	pp-f	of	of	0
politicke	politicke	j	politic	politic	0
nutriment	nutriment	n1	nutriment	nutriment	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
reason	reason	n1	reason	reason	0
of	of	pp-f	of	of	0
some	some	d	some	some	0
euill	euill	j-jn	evil	evil	0
disposition	disposition	n1	disposition	disposition	0
in	in	p-acp	in	in	0
their	their	po32	their	their	0
proper	proper	j	proper	proper	0
estates	estates	n2	estates	estate	0
;	;	;	;	;	0
to	to	p-acp	to	to	0
such	such	d	such	such	0
dangerous	dangerous	j	dangerous	dangerous	0
Dropsies	Dropsies	n2	Dropsies	dropsy	0
,	,	,	,	,	0
and	and	cc	and	and	0
disordered	disordered	j-vvn	disordered	disorder	0
cariages	cariages	n2	carriages	carriage	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
do	do	vdb	do	do	0
either	either	d	either	either	0
procure	procure	vvi	procure	procure	0
a	a	dt	a	a	0
dissolute	dissolute	j	dissolute	dissolute	0
loosenesse	loosenesse	n1	looseness	looseness	0
throughout	throughout	p-acp	throughout	throughout	0
their	their	po32	their	their	0
peculiar	peculiar	j	peculiar	peculiar	0
societies	societies	n2	societies	society	0
,	,	,	,	,	0
or	or	cc	or	or	0
an	an	dt	and	a	0
vnnaturall	vnnaturall	j	unnatural	unnatural	0
swelling	swelling	n-vvg	swelling	swell	0
at	at	p-acp	at	at	0
least	least	ds	least	least	0
,	,	,	,	,	0
against	against	p-acp	against	against	0
the	the	dt	the	the	0
peaceable	peaceable	j	peaceable	peaceable	0
,	,	,	,	,	0
and	and	cc	and	and	0
prosperous	prosperous	j	prosperous	prosperous	0
state	state	n1	state	state	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
whole	whole	j-jn	whole	whole	0
Politicall	Politicall	j	Political	political	0
bodie	bodie	n1	body	body	0
;	;	;	;	;	0
to	to	p-acp	to	to	0
dead	dead	j	dead	dead	0
∣	∣	sy	∣	∣	0
ly	ly	vvb	lie	lie	0
Stranguries	Stranguries	n2	Stranguries	strangury	0
,	,	,	,	,	0
and	and	cc	and	and	0
dangerous	dangerous	j	dangerous	dangerous	0
difficulties	difficulties	n2	difficulties	difficulty	0
about	about	p-acp	about	about	0
the	the	dt	the	the	0
timely	timely	j	timely	timely	0
dispatch	dispatch	n1	dispatch	dispatch	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
publike	publike	j	public	public	0
designements	designements	n2	designments	designment	0
;	;	;	;	;	0
to	to	p-acp	to	to	0
deadly	deadly	j	deadly	deadly	0
benum	benum	vvb	benum	benumb	0
∣	∣	sy	∣	∣	0
ming	ming	j	ming	ming	0
Sciaticaes	Sciaticaes	n2	Sciaticaes	sciatica	0
,	,	,	,	,	0
and	and	cc	and	and	0
griefes	griefes	n2	griefs	grief	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
huckle-bones	huckle-bones	n2	huckle-bones	huckle-bone	0
,	,	,	,	,	0
so	so	av	so	so	0
oft	oft	av	oft	oft	0
as	as	c-acp	as	as	0
they	they	pns32	they	they	0
are	are	vbr	are	be	0
to	to	pc-acp	to	to	0
vndergo	vndergo	vvi	undergo	undergo	0
the	the	dt	the	the	0
obsequious	obsequious	j	obsequious	obsequious	0
dispatch	dispatch	n1	dispatch	dispatch	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
seuerall	seuerall	j	several	several	0
duties	duties	n2	duties	duty	0
;	;	;	;	;	0
yea	yea	uh	yea	yea	0
and	and	cc	and	and	0
(	(	(	(	(	0
which	which	r-crq	which	which	0
more	more	dc	more	more	0
is	is	vbz	is	be	0
)	)	)	)	)	0
into	into	p-acp	into	into	0
many	many	d	many	many	0
preposterous	preposterous	j	preposterous	preposterous	0
Po	Po	np1	Po	Po	0
∣	∣	sy	∣	∣	0
dagraes	dagraes	fw-la	dagraes	dagraes	0
,	,	,	,	,	0
and	and	cc	and	and	0
intollerable	intollerable	j	intolerable	intolerable	0
paine	paine	n1	pain	pain	0
in	in	p-acp	in	in	0
their	their	po32	their	their	0
feete	feete	n2	feet	foot	0
and	and	cc	and	and	0
ioynts	ioynts	n2	joints	joint	0
,	,	,	,	,	0
so	so	av	so	so	0
oft	oft	av	oft	oft	0
especially	especially	av-j	especially	especial	0
as	as	c-acp	as	as	0
they	they	pns32	they	they	0
are	are	vbr	are	be	0
made	made	vvn	made	make	0
to	to	pc-acp	to	to	0
support	support	vvi	support	support	0
and	and	cc	and	and	0
beare	beare	vvi	bear	bear	0
vp	vp	a-acp	up	up	0
the	the	dt	the	the	0
necessarie	necessarie	j	necessary	necessary	0
burdens	burdens	n2	burdens	burden	0
belonging	belonging	vvg	belonging	belong	0
to	to	p-acp	to	to	0
that	that	d	that	that	0
Politicall	Politicall	j	Political	political	0
body	body	n1	body	body	0
whereof	whereof	c-crq	whereof	whereof	0
they	they	pns32	they	they	0
are	are	vbr	are	be	0
made	made	vvn	made	make	0
the	the	dt	the	the	0
vnited	vnited	j-vvn	united	unite	0
members	members	n2	members	member	0
.	.	.	.	.	1
So	So	av	So	so	0
as	as	c-acp	as	as	0
your	your	po22	your	your	0
most	most	av-ds	most	most	0
excellent	excellent	j	excellent	excellent	0
Highnesse	Highnesse	n1	Highness	highness	0
may	may	vmb	may	may	0
here	here	av	here	here	0
againe	againe	av	again	again	0
be	be	vbi	be	be	0
pleased	pleased	vvn	pleased	please	0
to	to	pc-acp	to	to	0
perceiue	perceiue	vvi	perceive	perceive	0
very	very	av	very	very	0
plainly	plainly	av-j	plainly	plain	0
,	,	,	,	,	0
that	that	cst	that	that	0
(	(	(	(	(	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
onely	onely	j	only	only	0
distempers	distempers	n2	distempers	distemper	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
stomacke	stomacke	n1	stomach	stomach	0
it	it	pn31	it	it	0
selfe	selfe	n1	self	self	0
in	in	p-acp	in	in	0
either	either	d	either	either	0
of	of	pp-f	of	of	0
both	both	d	both	both	0
these	these	d	these	these	0
bodies	bodies	n2	bodies	body	0
)	)	)	)	)	0
the	the	dt	the	the	0
whole	whole	j-jn	whole	whole	0
bodies	bodies	n2	bodies	body	0
of	of	pp-f	of	of	0
both	both	d	both	both	0
are	are	vbr	are	be	0
most	most	av-ds	most	most	0
fearefully	fearefully	av-j	fearfully	fearful	0
brought	brought	vvn	brought	bring	0
into	into	p-acp	into	into	0
such	such	d	such	such	0
a	a	dt	a	a	0
languishing	languishing	j-vvg	languishing	languish	0
condition	condition	n1	condition	condition	0
and	and	cc	and	and	0
state	state	n1	state	state	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
neither	neither	dx	neither	neither	0
those	those	d	those	those	0
stomackes	stomackes	n2	stomachs	stomach	0
themselues	themselues	px32	themselves	themselves	0
,	,	,	,	,	0
nor	nor	ccx	nor	nor	0
the	the	dt	the	the	0
head	head	n1	head	head	0
,	,	,	,	,	0
nor	nor	ccx	nor	nor	0
the	the	dt	the	the	0
shoulders	shoulders	n2	shoulders	shoulder	0
,	,	,	,	,	0
nor	nor	ccx	nor	nor	0
the	the	dt	the	the	0
armes	armes	n2	arms	arm	0
,	,	,	,	,	0
neither	neither	av-dx	neither	neither	0
yet	yet	av	yet	yet	0
the	the	dt	the	the	0
legs	legs	n2	legs	leg	0
,	,	,	,	,	0
nor	nor	ccx	nor	nor	0
the	the	dt	the	the	0
feete	feete	n2	feet	foot	0
are	are	vbr	are	be	0
sufficient	sufficient	j	sufficient	sufficient	0
∣	∣	sy	∣	∣	0
ly	ly	vvb	lie	lie	0
able	able	j	able	able	0
to	to	pc-acp	to	to	0
dispatch	dispatch	vvi	dispatch	dispatch	0
their	their	po32	their	their	0
proper	proper	j	proper	proper	0
designements	designements	n2	designments	designment	0
:	:	:	:	:	0
by	by	p-acp	by	by	0
eanes	eanes	n2	eans	ean	0
whereof	whereof	c-crq	whereof	whereof	0
,	,	,	,	,	0
euen	euen	av	even	even	0
those	those	d	those	those	0
selfe	selfe	n1	self	self	0
same	same	d	same	same	0
bodies	bodies	n2	bodies	body	0
(	(	(	(	(	0
with	with	p-acp	with	with	0
all	all	d	all	all	0
their	their	po32	their	their	0
seue	seue	zz	seue	seue	0
∣	∣	sy	∣	∣	0
rall	rall	av	rall	rall	0
parts	parts	n2	parts	part	0
)	)	)	)	)	0
must	must	vmb	must	must	0
needs	needs	av	needs	needs	0
remaine	remaine	vvi	remain	remain	0
in	in	p-acp	in	in	0
a	a	dt	a	a	0
languishing	languishing	j-vvg	languishing	languish	0
state	state	n1	state	state	0
.	.	.	.	.	1
And	And	cc	And	and	0
therefore	therefore	av	therefore	therefore	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
the	the	dt	the	the	0
good	good	j	good	good	0
estate	estate	n1	estate	estate	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
stomacke	stomacke	n1	stomach	stomach	0
it	it	pn31	it	it	0
selfe	selfe	n1	self	self	0
must	must	vmb	must	must	0
be	be	vbi	be	be	0
carefully	carefully	av-j	carefully	careful	0
continued	continued	vvn	continued	continue	0
,	,	,	,	,	0
especially	especially	av-j	especially	especial	0
,	,	,	,	,	0
if	if	cs	if	if	0
we	we	pns12	we	we	0
desire	desire	vvb	desire	desire	0
to	to	pc-acp	to	to	0
vphold	vphold	vvi	uphold	uphold	0
the	the	dt	the	the	0
happie	happie	j	happy	happy	0
condition	condition	n1	condition	condition	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
whole	whole	j-jn	whole	whole	0
bodie	bodie	n1	body	body	0
it	it	pn31	it	it	0
selfe	selfe	n1	self	self	0
:	:	:	:	:	0
so	so	av	so	so	0
surely	surely	av-j	surely	sure	0
I	I	pns11	I	i	0
do	do	vdb	do	do	0
verily	verily	av-j	verily	very	0
suppose	suppose	vvi	suppose	suppose	0
there	there	a-acp	there	there	0
may	may	vmb	may	may	0
no	no	dx	no	no	0
better	better	jc	better	better	0
meanes	meanes	n2	means	mean	0
be	be	vbb	be	be	0
deuised	deuised	vvn	devised	devise	0
about	about	p-acp	about	about	0
that	that	d	that	that	0
good	good	j	good	good	0
estate	estate	n1	estate	estate	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
stomacke	stomacke	n1	stomach	stomach	0
,	,	,	,	,	0
then	then	cs	then	than	0
to	to	pc-acp	to	to	0
become	become	vvi	become	become	0
very	very	av	very	very	0
carefull	carefull	j	careful	careful	0
first	first	ord	first	first	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
ordinary	ordinary	j	ordinary	ordinary	0
supply	supply	n1	supply	supply	0
of	of	pp-f	of	of	0
whatsoeuer	whatsoeuer	r-crq	whatsoever	whatsoever	0
good	good	j	good	good	0
meanes	meanes	n2	means	mean	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
helpefull	helpefull	j	helpful	helpful	0
vnto	vnto	p-acp	unto	unto	0
it	it	pn31	it	it	0
:	:	:	:	:	0
and	and	cc	and	and	0
then	then	av	then	then	0
next	next	ord	next	next	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
