SYR	SYR	n1	SYR	sir	0
and	and	cc	and	and	0
the	the	dt	the	the	0
Ser	Ser	zz	Ser	ser	0
∣	∣	sy	∣	∣	0
pent	pent	vvn	penned	pen	0
,	,	,	,	,	0
where	where	c-crq	where	where	0
the	the	dt	the	the	0
Serpent	Serpent	n1	Serpent	serpent	0
for	for	p-acp	for	for	0
that	that	cst	that	that	0
it	it	pn31	it	it	0
was	was	vbds	was	be	0
the	the	dt	the	the	0
first	first	ord	first	first	0
author	author	n1	author	author	0
of	of	pp-f	of	of	0
that	that	d	that	that	0
attempt	attempt	n1	attempt	attempt	0
,	,	,	,	,	0
The	The	dt	The	the	0
Di	Di	zz	Di	di	0
∣	∣	sy	∣	∣	0
uels	uels	n2-j	uels	uels	0
sinnes	sinnes	n2	sins	sin	0
in	in	p-acp	in	in	0
pting	pting	vvg	pting	pt	0
Adam	Adam	np1	Adam	Adam	0
.	.	.	.	.	0
committed	committed	vvn	committed	commit	0
three	three	crd	three	three	0
sinns	sinns	n2	sins	sin	0
,	,	,	,	,	0
Eua	Eua	np1	Eua	Eva	0
that	that	cst	that	that	0
was	was	vbds	was	be	0
tempted	tempted	vvn	tempted	tempt	0
,	,	,	,	,	0
two	two	crd	two	two	0
sinns	sinns	n2	sins	sin	0
,	,	,	,	,	0
and	and	cc	and	and	0
Adam	Adam	np1	Adam	Adam	0
that	that	cst	that	that	0
was	was	vbds	was	be	0
the	the	dt	the	the	0
chiefest	chiefest	js-jn	chiefest	chief	0
a	a	dt	a	a	0
∣	∣	sy	∣	∣	0
ctor	ctor	n1	ctor	ctor	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
one	one	crd	one	one	0
sinne	sinne	n1	sin	sin	0
.	.	.	.	.	1
This	This	d	This	this	0
vvas	vvas	vbds	was	be	0
your	your	po22	your	your	0
eloquence	eloquence	n1	eloquence	eloquence	0
at	at	p-acp	at	at	0
that	that	d	that	that	0
time	time	n1	time	time	0
,	,	,	,	,	0
&	&	cc	&	and	0
I	I	pns11	I	i	0
doubt	doubt	vvb	doubt	doubt	0
not	not	xx	not	not	0
but	but	p-acp	but	but	0
that	that	d	that	that	0
the	the	dt	the	the	0
learned	learned	j	learned	learned	0
prisoner	prisoner	n1	prisoner	prisoner	0
standing	standing	vvg	standing	stand	0
at	at	p-acp	at	at	0
the	the	dt	the	the	0
barre	barre	n1	bar	bar	0
,	,	,	,	,	0
vvhome	vvhome	ro-crq	whom	who	0
you	you	pn22	you	you	0
othervvise	othervvise	av	otherwise	otherwise	0
so	so	av	so	so	0
highlie	highlie	av-j	highly	high	0
commended	commended	vvn	commended	commend	0
for	for	p-acp	for	for	0
this	this	d	this	this	0
talents	talents	n2	talents	talent	0
,	,	,	,	,	0
if	if	cs	if	if	0
other	other	j-jn	other	other	0
cir	cir	n1	cir	cir	0
∣	∣	sy	∣	∣	0
umstances	umstances	n2	umstances	umstance	0
had	had	vhd	had	have	0
giuen	giuen	vvn	given	give	0
him	him	pno31	him	he	0
leaue	leaue	vvi	leave	leave	0
,	,	,	,	,	0
could	could	vmd	could	can	0
haue	haue	vhi	have	have	0
smi	smi	fw-fr	smi	smi	0
∣	∣	sy	∣	∣	0
ed	ed	wd	ed	ed	0
at	at	p-acp	at	at	0
your	your	po22	your	your	0
exact	exact	j	exact	exact	0
enumeratiō	enumeratiō	n1	enumeration	enumeration	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
diuells	diuells	ng1	devils	devil	0
sinnes	sinnes	n2	sins	sin	0
,	,	,	,	,	0
vvho	vvho	r-crq	who	who	0
yet	yet	av	yet	yet	0
,	,	,	,	,	0
for	for	c-acp	for	for	0
that	that	cst	that	that	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
not	not	xx	not	not	0
read	read	vvn	read	read	0
,	,	,	,	,	0
that	that	cst	that	that	0
he	he	pns31	he	he	0
did	did	vdd	did	do	0
eate	eate	vvi	eat	eat	0
nie	nie	av-j	nigh	nigh	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
apple	apple	n1	apple	apple	0
vvith	vvith	p-acp	with	with	0
Adam	Adam	np1	Adam	Adam	0
and	and	cc	and	and	0
Eue	Eue	np1	Eue	Eve	0
,	,	,	,	,	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
like	like	av-j	like	like	0
you	you	pn22	you	you	0
vvould	vvould	vmd	would	will	0
be	be	vbi	be	be	0
much	much	av-d	much	much	0
troubled	troubled	vvn	troubled	trouble	0
to	to	pc-acp	to	to	0
finde	finde	vvi	find	find	0
out	out	av	out	out	0
his	his	po31	his	his	0
three	three	crd	three	three	0
eueral	eueral	j	eueral	eueral	0
sinnes	sinnes	n2	sins	sin	0
in	in	p-acp	in	in	0
that	that	d	that	that	0
matter	matter	n1	matter	matter	0
,	,	,	,	,	0
if	if	cs	if	if	0
you	you	pn22	you	you	0
vvere	vvere	vbdr	were	be	0
put	put	vvn	put	put	0
vnto	vnto	p-acp	unto	unto	0
he	he	pns31	he	he	0
proofe	proofe	n1	proof	proof	0
,	,	,	,	,	0
and	and	cc	and	and	0
you	you	pn22	you	you	0
knovv	knovv	vvb	know	know	0
vvhat	vvhat	r-crq	what	what	0
our	our	po12	our	our	0
common	common	j	common	common	0
aying	aying	n-vvg	aying	aie	0
is	is	vbz	is	be	0
:	:	:	:	:	0
That	That	cst	That	that	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
a	a	dt	a	a	0
shame	shame	n1	shame	shame	0
to	to	p-acp	to	to	0
bely	bely	n1	belly	belly	0
the	the	dt	the	the	0
Diuell	Diuell	n1	Devil	devil	0
.	.	.	.	.	1
13.	13.	crd	13.	13.	1
But	But	p-acp	But	but	0
to	to	pc-acp	to	to	0
leaue	leaue	vvi	leave	leave	0
this	this	d	this	this	0
point	point	n1	point	point	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
discussed	discussed	vvn	discussed	discuss	0
be	be	vbi	be	be	0
∣	∣	sy	∣	∣	0
tvveene	tvveene	n1	tween	tween	0
you	you	pn22	you	you	0
,	,	,	,	,	0
I	I	pns11	I	i	0
must	must	vmb	must	must	0
needes	needes	av	needs	needs	0
saie	saie	vvi	say	say	0
,	,	,	,	,	0
that	that	cst	that	that	0
you	you	pn22	you	you	0
offer	offer	vvb	offer	offer	0
the	the	dt	the	the	0
Iesuites	Iesuites	np2	Iesuites	Jesuit	0
an	an	dt	and	a	0
apparent	apparent	j	apparent	apparent	0
iniurie	iniurie	n1	injury	injury	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
making	making	vvg	making	make	0
this	this	d	this	this	0
last	last	ord	last	last	0
reason	reason	n1	reason	reason	0
so	so	av	so	so	0
proper	proper	j	proper	proper	0
and	and	cc	and	and	0
peculiar	peculiar	j	peculiar	peculiar	0
to	to	p-acp	to	to	0
them	them	pno32	them	they	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
that	that	cst	that	that	0
you	you	pn22	you	you	0
vvill	vvill	vmb	will	will	0
needes	needes	av	needs	needs	0
haue	haue	vhi	have	have	0
it	it	pn31	it	it	0
called	called	vvn	called	call	0
the	the	dt	the	the	0
Iesuites	Iesuites	np2	Iesuites	Jesuit	0
treason	treason	n1	treason	treason	0
,	,	,	,	,	0
M.	M.	n1	M.	m.	1
Gar	Gar	uh	Gar	gar	0
∣	∣	sy	∣	∣	0
netts	netts	n2	nets	net	0
case	case	n1	case	case	0
.	.	.	.	.	0
nd	nd	cc	and	and	0
they	they	pns32	they	they	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
the	the	dt	the	the	0
principall	principall	j-jn	principal	principal	0
Authors	Authors	n2	Authors	author	0
;	;	;	;	;	0
vvhereas	vvhereas	cs	whereas	whereas	0
notvvithstanding	notvvithstanding	a-acp	notwithstanding	notwithstanding	0
,	,	,	,	,	0
vvhen	vvhen	c-crq	when	when	0
all	all	d	all	all	0
came	came	vvd	came	come	0
to	to	p-acp	to	to	0
all	all	d	all	all	0
,	,	,	,	,	0
no	no	dx	no	no	0
other	other	j-jn	other	other	0
hing	hing	n1	hing	hing	0
(	(	(	(	(	0
I	I	pns11	I	i	0
vveene	vveene	vvb	ween	ween	0
)	)	)	)	)	0
vvas	vvas	vbds	was	be	0
proued	proued	vvn	proved	prove	0
against	against	p-acp	against	against	0
them	them	pno32	them	they	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
hat	hat	n1	hat	hat	0
the	the	dt	the	the	0
prisoner	prisoner	n1	prisoner	prisoner	0
there	there	pc-acp	there	there	0
present	present	vvi	present	present	0
,	,	,	,	,	0
had	had	vhd	had	have	0
receaued	receaued	vvn	received	receive	0
only	only	av-j	only	only	0
a	a	dt	a	a	0
simple	simple	j	simple	simple	0
notice	notice	n1	notice	notice	0
of	of	pp-f	of	of	0
that	that	d	that	that	0
treason	treason	n1	treason	treason	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
such	such	d	such	such	0
a	a	dt	a	a	0
meanes	meanes	n2	means	mean	0
as	as	c-acp	as	as	0
he	he	pns31	he	he	0
could	could	vmd	could	can	0
not	not	xx	not	not	0
vtter	vtter	vvi	utter	utter	0
,	,	,	,	,	0
and	and	cc	and	and	0
reueale	reueale	vvi	reveal	reveal	0
againe	againe	av	again	again	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
lavves	lavves	n2	laws	law	0
of	of	pp-f	of	of	0
Catholicke	Catholicke	jp	Catholic	catholic	0
doctrine	doctrine	n1	doctrine	doctrine	0
,	,	,	,	,	0
that	that	cst	that	that	0
is	is	vbz	is	be	0
to	to	pc-acp	to	to	0
saie	saie	vvi	say	say	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
Confession	Confession	n1	Confession	confession	0
,	,	,	,	,	0
and	and	cc	and	and	0
this	this	d	this	this	0
but	but	p-acp	but	but	0
a	a	dt	a	a	0
very	very	j	very	very	0
fevv	fevv	d	few	few	0
daies	daies	n2	days	day	0
before	before	p-acp	before	before	0
the	the	dt	the	the	0
discouerie	discouerie	n1	discovery	discovery	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
yet	yet	av	yet	yet	0
neuer	neuer	av-x	never	never	0
gaue	gaue	vvd	gave	give	0
anie	anie	d	any	any	0
consent	consent	n1	consent	consent	0
,	,	,	,	,	0
helpe	helpe	vvb	help	help	0
,	,	,	,	,	0
hearkening	hearkening	vvg	harkening	harken	0
,	,	,	,	,	0
approbation	approbation	n1	approbation	approbation	0
,	,	,	,	,	0
or	or	cc	or	or	0
cooperation	cooperation	n1	cooperation	cooperation	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
same	same	d	same	same	0
;	;	;	;	;	0
but	but	cc-acp	but	but	0
contrari-vvise	contrari-vvise	j	contrariwise	contrariwise	0
sought	sought	vvn	sought	seek	0
to	to	pc-acp	to	to	0
dissuade	dissuade	vvi	dissuade	dissuade	0
,	,	,	,	,	0
de	de	fw-la	de	de	0
∣	∣	sy	∣	∣	0
horte	horte	n1	horte	horte	0
,	,	,	,	,	0
and	and	cc	and	and	0
hinder	hinder	vvi	hinder	hinder	0
the	the	dt	the	the	0
designment	designment	n1	designment	designment	0
by	by	p-acp	by	by	0
all	all	d	all	all	0
the	the	dt	the	the	0
meanes	meanes	n2	means	mean	0
he	he	pns31	he	he	0
could	could	vmd	could	can	0
.	.	.	.	.	1
14.	14.	crd	14.	14.	1
And	And	cc	And	and	0
is	is	vbz	is	be	0
this	this	d	this	this	0
sufficient	sufficient	j	sufficient	sufficient	0
M.	M.	n1	M.	m.	0
Attorney	Attorney	n1	Attorney	attorney	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
laie	laie	vvi	lay	lay	0
the	the	dt	the	the	0
denomination	denomination	n1	denomination	denomination	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
foule	foule	j	foul	foul	0
fact	fact	n1	fact	fact	0
,	,	,	,	,	0
vpon	vpon	p-acp	upon	upon	0
the	the	dt	the	the	0
vvhole	vvhole	j-jn	whole	whole	0
order	order	n1	order	order	0
of	of	pp-f	of	of	0
Iesuites	Iesuites	np2	Iesuites	Jesuit	0
?	?	?	?	?	0
that	that	d	that	that	0
one	one	crd	one	one	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
,	,	,	,	,	0
or	or	cc	or	or	0
tvvo	tvvo	crd	tvvo	two	0
at	at	p-acp	at	at	0
the	the	dt	the	the	0
most	most	av-ds	most	most	0
knevv	knevv	vvd	knew	know	0
thereof	thereof	av	thereof	thereof	0
by	by	p-acp	by	by	0
such	such	d	such	such	0
a	a	dt	a	a	0
vvaie	vvaie	n1	way	way	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
proba	proba	fw-la	proba	proba	0
∣	∣	sy	∣	∣	0
blie	blie	n1	blie	blie	0
they	they	pns32	they	they	0
could	could	vmd	could	can	0
not	not	xx	not	not	0
auoid	auoid	vvi	avoid	avoid	0
,	,	,	,	,	0
Hovv	Hovv	c-crq	How	how	0
things	things	n2	things	thing	0
heard	heard	vvd	herd	hear	0
in	in	p-acp	in	in	0
confes	confes	vvi	confess	confess	0
∣	∣	sy	∣	∣	0
siō	siō	n1	sion	sion	0
may	may	vmb	may	may	0
not	not	xx	not	not	0
be	be	vbi	be	be	0
vttered	vttered	vvn	uttered	utter	0
by	by	p-acp	by	by	0
Ca	Ca	zz	Ca	ca	0
∣	∣	sy	∣	∣	0
tholick	tholick	n1	tholic	tholic	0
doctrine	doctrine	n1	doctrine	doctrine	0
.	.	.	.	.	0
or	or	cc	or	or	0
preuent	preuent	vvi	prevent	prevent	0
the	the	pno32	thee	they	0
knovv	knovv	vvi	know	know	0
∣	∣	sy	∣	∣	0
ledge	ledge	n1	ledge	ledge	0
,	,	,	,	,	0
not	not	xx	not	not	0
fore-seeing	fore-seeing	j	foreseeing	foreseeing	0
vvhat	vvhat	r-crq	what	what	0
he	he	pns31	he	he	0
penitent	penitent	j-jn	penitent	penitent	0
vvould	vvould	vmd	would	will	0
confesse	confesse	vvi	confess	confess	0
,	,	,	,	,	0
and	and	cc	and	and	0
once	once	a-acp	once	once	0
hauing	hauing	vhg	having	have	0
heard	heard	vvn	herd	hear	0
it	it	pn31	it	it	0
in	in	p-acp	in	in	0
that	that	d	that	that	0
man	man	n1	man	man	0
∣	∣	sy	∣	∣	0
ner	ner	zz	ner	ner	0
,	,	,	,	,	0
remained	remained	vvd	remained	remain	0
bound	bound	vvn	bound	bind	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
inuiolable	inuiolable	j	inviolable	inviolable	0
seale	seale	n1	seal	seal	0
of	of	pp-f	of	of	0
that	that	d	that	that	0
Sacrament	Sacrament	n1	Sacrament	sacrament	0
not	not	xx	not	not	0
to	to	pc-acp	to	to	0
vtter	vtter	vvi	utter	utter	0
the	the	dt	the	the	0
same	same	d	same	same	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
in	in	p-acp	in	in	0
such	such	d	such	such	0
manner	manner	n1	manner	manner	0
as	as	p-acp	as	as	0
the	the	dt	the	the	0
confitent	confitent	j-jn	confitent	confitent	0
should	should	vmd	should	shall	0
allovv	allovv	vvi	allow	allow	0
of	of	pp-f	of	of	0
,	,	,	,	,	0
though	though	cs	though	though	0
neuer	neuer	av-x	never	never	0
so	so	av	so	so	0
great	great	j	great	great	0
temporall	temporall	j	temporal	temporal	0
dammage	dammage	n1	damage	damage	0
vvere	vvere	vbdr	were	be	0
immi	immi	fw-it	immi	immi	0
∣	∣	sy	∣	∣	0
nent	nent	n1	nent	nent	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
concealement	concealement	n1	concealment	concealment	0
.	.	.	.	.	1
And	And	cc	And	and	0
this	this	d	this	this	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
sacred	sacred	j	sacred	sacred	0
band	band	n1	band	band	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
Catholicke	Catholicke	jp	Catholic	catholic	0
priestly	priestly	j	priestly	priestly	0
conscience	conscience	n1	conscience	conscience	0
,	,	,	,	,	0
much	much	av-d	much	much	0
like	like	av-j	like	like	0
to	to	p-acp	to	to	0
that	that	d	that	that	0
of	of	pp-f	of	of	0
Angells	Angells	n2	Angels	angel	0
,	,	,	,	,	0
vvho	vvho	r-crq	who	who	0
though	though	cs	though	though	0
they	they	pns32	they	they	0
knovv	knovv	vvb	know	know	0
manie	manie	d	many	many	0
great	great	j	great	great	0
hurtes	hurtes	n2	hurts	hurt	0
or	or	cc	or	or	0
dangers	dangers	n2	dangers	danger	0
to	to	pc-acp	to	to	0
hang	hang	vvi	hang	hang	0
ouer	ouer	p-acp	over	over	0
king	king	n1	king	king	0
∣	∣	sy	∣	∣	0
domes	domes	n2	domes	dome	0
,	,	,	,	,	0
States	States	n2	States	state	0
,	,	,	,	,	0
Common	Common	j	Common	common	0
vvealthes	vvealthes	n2	wealths	wealth	0
,	,	,	,	,	0
or	or	cc	or	or	0
particuler	particuler	j	particular	particular	0
men	men	n2	men	man	0
,	,	,	,	,	0
&	&	cc	&	and	0
be	be	vbi	be	be	0
desirous	desirous	j	desirous	desirous	0
out	out	av	out	out	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
loue	loue	n1	love	love	0
to	to	p-acp	to	to	0
mankinde	mankinde	n1	mankind	mankind	0
to	to	pc-acp	to	to	0
preuent	preuent	vvi	prevent	prevent	0
the	the	dt	the	the	0
same	same	d	same	same	0
;	;	;	;	;	0
yet	yet	av	yet	yet	0
are	are	vbr	are	be	0
they	they	pns32	they	they	0
not	not	xx	not	not	0
free	free	j	free	free	0
to	to	pc-acp	to	to	0
re	re	zz	re	re	0
∣	∣	sy	∣	∣	0
ueale	ueale	n1	veal	veal	0
vvhat	vvhat	q-crq	what	what	0
they	they	pns32	they	they	0
knovv	knovv	vvb	know	know	0
thereof	thereof	av	thereof	thereof	0
in	in	p-acp	in	in	0
regarde	regarde	n1	regard	regard	0
of	of	pp-f	of	of	0
anie	anie	d	any	any	0
future	future	j-jn	future	future	0
good	good	j	good	good	0
or	or	cc	or	or	0
hurt	hurt	vvi	hurt	hurt	0
vvhatsoeuer	vvhatsoeuer	r-crq	whatsoever	whatsoever	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
onlie	onlie	av-j	only	only	0
vvhere	vvhere	c-crq	where	where	0
they	they	pns32	they	they	0
are	are	vbr	are	be	0
permitted	permitted	vvn	permitted	permit	0
,	,	,	,	,	0
and	and	cc	and	and	0
licenced	licenced	vvd	licenced	licence	0
in	in	p-acp	in	in	0
particular	particular	j	particular	particular	0
:	:	:	:	:	0
&	&	cc	&	and	0
yet	yet	av	yet	yet	0
ar	ar	vbr	are	be	0
they	they	pns32	they	they	0
not	not	xx	not	not	0
iustlie	iustlie	av-j	justly	just	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
accompted	accompted	vvn	accounted	account	0
accessa	accessa	fw-la	accessa	accessa	0
∣	∣	sy	∣	∣	0
rie	rie	n1	rye	rye	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
euills	euills	n2-jn	evils	evil	0
that	that	cst	that	that	0
fal	fal	n1	fall	fall	0
out	out	av	out	out	0
,	,	,	,	,	0
&	&	cc	&	and	0
much	much	av-d	much	much	0
lesse	lesse	av-dc	less	less	0
authors	authors	n2	authors	author	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
same	same	d	same	same	0
for	for	p-acp	for	for	0
their	their	po32	their	their	0
silence	silence	n1	silence	silence	0
,	,	,	,	,	0
or	or	cc	or	or	0
not	not	xx	not	not	0
reuealing	reuealing	vvg	revealing	reveal	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
case	case	n1	case	case	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Iesuits	Iesuits	np2	Iesuits	Jesuit	0
you	you	pn22	you	you	0
labour	labour	vvb	labour	labour	0
to	to	pc-acp	to	to	0
inferre	inferre	vvi	infer	infer	0
.	.	.	.	.	1
15.	15.	crd	15.	15.	1
But	But	p-acp	But	but	0
in	in	p-acp	in	in	0
truth	truth	n1	truth	truth	0
Sir	Sir	n1	Sir	sir	0
it	it	pn31	it	it	0
seemeth	seemeth	vvz	seems	seem	0
that	that	cst	that	that	0
you	you	pn22	you	you	0
attended	attended	vvn	attended	attend	0
more	more	av-dc	more	more	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
art	art	n1	art	art	0
of	of	pp-f	of	of	0
Oratory	Oratory	n1	Oratory	oratory	0
,	,	,	,	,	0
then	then	av	then	then	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
coherence	coherence	n1	coherence	coherence	0
of	of	pp-f	of	of	0
Truth	Truth	n1	Truth	truth	0
in	in	p-acp	in	in	0
that	that	d	that	that	0
your	your	po22	your	your	0
speach	speach	n1	speech	speech	0
,	,	,	,	,	0
for	for	c-acp	for	for	0
that	that	cst	that	that	0
presentlie	presentlie	av-j	presently	present	0
after	after	p-acp	after	after	0
your	your	po22	your	your	0
former	former	j	former	former	0
vvordes	vvordes	n2	words	word	0
you	you	pn22	you	you	0
added	added	vvd	added	add	0
these	these	d	these	these	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
beginning	beginning	n-vvg	beginning	begin	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
declamatiō	declamatiō	n1	declamation	declamation	0
.	.	.	.	.	1
In	In	p-acp	In	in	0
this	this	d	this	this	0
discourse	discourse	n1	discourse	discourse	0
I	I	pns11	I	i	0
will	will	vmb	will	will	0
speake	speake	vvi	speak	speak	0
(	(	(	(	(	0
saie	saie	vvb	say	say	0
you	you	pn22	you	you	0
)	)	)	)	)	0
of	of	pp-f	of	of	0
no	no	dx	no	no	0
other	other	j-jn	other	other	0
circumstances	circumstances	n2	circumstances	circumstance	0
but	but	p-acp	but	but	0
of	of	pp-f	of	of	0
treason	treason	n1	treason	treason	0
,	,	,	,	,	0
A	A	dt	A	a	0
parti	parti	fw-la	parti	parti	0
∣	∣	sy	∣	∣	0
tion	tion	n1	cion	cion	0
not	not	xx	not	not	0
after	after	p-acp	after	after	0
∣	∣	sy	∣	∣	0
ward	ward	n1	ward	ward	0
perfor	perfor	j	perfor	perfor	0
∣	∣	sy	∣	∣	0
med	med	vvn	med	m	0
.	.	.	.	.	0
and	and	cc	and	and	0
of	of	pp-f	of	of	0
no	no	dx	no	no	0
other	other	j-jn	other	other	0
treasons	treasons	n2	treasons	treason	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
the	the	dt	the	the	0
Iesuits	Iesuits	np2	Iesuits	Jesuit	0
trea	trea	vbr	trea	trea	0
∣	∣	sy	∣	∣	0
ons	ons	pp-f|pno12	ons	of|we	0
,	,	,	,	,	0
&	&	cc	&	and	0
of	of	pp-f	of	of	0
no	no	dx	no	no	0
other	other	j-jn	other	other	0
Iesuits	Iesuits	np2	Iesuits	Jesuit	0
treasons	treasons	n2	treasons	treason	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
such	such	d	such	such	0
as	as	c-acp	as	as	0
shal	shal	vmb	shall	shall	0
par	par	fw-la	par	par	0
∣	∣	sy	∣	∣	0
iculerly	iculerly	av-j	iculerly	iculer	0
concerne	concerne	vvb	concern	concern	0
this	this	d	this	this	0
prisoner	prisoner	n1	prisoner	prisoner	0
.	.	.	.	.	1
VVherin	VVherin	c-crq	Wherein	wherein	0
notvvith	notvvith	av	notvvith	notvvith	0
∣	∣	sy	∣	∣	0
tāding	tāding	n1	tanding	tanding	0
verie	verie	j	very	very	0
soone	soone	av	soon	soon	0
after	after	p-acp	after	after	0
contradicting	contradicting	vvg	contradicting	contradict	0
your	your	po22	your	your	0
self	self	n1	self	self	0
,	,	,	,	,	0
you	you	pn22	you	you	0
brought	brought	vvd	brought	bring	0
in	in	p-acp	in	in	0
a	a	dt	a	a	0
long	long	j	long	long	0
discourse	discourse	n1	discourse	discourse	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
antiquity	antiquity	n1	antiquity	antiquity	0
,	,	,	,	,	0
nd	nd	cc	and	and	0
inuisibilitie	inuisibilitie	n1	invisibility	invisibility	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
Church	Church	n1	Church	church	0
;	;	;	;	;	0
as	as	c-acp	as	as	0
also	also	av	also	also	0
of	of	pp-f	of	of	0
Equi	Equi	fw-la	Equi	equi	0
∣	∣	sy	∣	∣	0
ocation	ocation	n1	ocation	ocation	0
,	,	,	,	,	0
and	and	cc	and	and	0
manie	manie	d	many	many	0
other	other	j-jn	other	other	0
things	things	n2	things	thing	0
,	,	,	,	,	0
vvhich	vvhich	r-crq	which	which	0
are	are	vbr	are	be	0
no	no	dx	no	no	0
ircumstances	ircumstances	n2	ircumstances	ircumstance	0
of	of	pp-f	of	of	0
treason	treason	n1	treason	treason	0
.	.	.	.	.	1
You	You	pn22	You	you	0
handled	handled	vvd	handled	handle	0
also	also	av	also	also	0
of	of	pp-f	of	of	0
he	he	pno31	he	he	0
Northerne	Northerne	j	Northern	northern	0
Earles	Earles	n2	Earls	earl	0
,	,	,	,	,	0
Excommunication	Excommunication	n1	Excommunication	excommunication	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Queeene	Queeene	vvn	Queeene	queeene	0
,	,	,	,	,	0
and	and	cc	and	and	0
diuers	diuers	j	diverse	diverse	0
other	other	n-jn	other	other	0
such	such	d	such	such	0
things	things	n2	things	thing	0
as	as	c-acp	as	as	0
hap	hap	n1	hap	hap	0
∣	∣	sy	∣	∣	0
ened	ened	vvd	ened	en	0
before	before	p-acp	before	before	0
the	the	dt	the	the	0
Iesuits	Iesuits	np2	Iesuits	Jesuit	0
came	came	vvd	came	come	0
into	into	p-acp	into	into	0
England	England	np1	England	England	0
,	,	,	,	,	0
and	and	cc	and	and	0
onsequentlie	onsequentlie	av-j	onsequentlie	onsequentlie	0
could	could	vmd	could	can	0
be	be	vbi	be	be	0
no	no	dx	no	no	0
Iesuits	Iesuits	np2	Iesuits	Jesuit	0
treasons	treasons	n2	treasons	treason	0
.	.	.	.	.	1
And	And	cc	And	and	0
vvhen	vvhen	c-crq	when	when	0
you	you	pn22	you	you	0
come	come	vvb	come	come	0
to	to	pc-acp	to	to	0
treat	treat	vvi	treat	treat	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
prisoner	prisoner	n1	prisoner	prisoner	0
him	him	pno31	him	he	0
∣	∣	sy	∣	∣	0
elf	elf	n1	elf	elf	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
proue	proue	vvi	prove	prove	0
him	him	pno31	him	he	0
a	a	dt	a	a	0
traitor	traitor	n1	traitor	traitor	0
,	,	,	,	,	0
you	you	pn22	you	you	0
begin	begin	vvb	begin	begin	0
vvith	vvith	p-acp	with	with	0
Statute	Statute	n1	Statute	statute	0
set	set	vvd	set	set	0
forth	forth	av	forth	forth	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
23.	23.	crd	23.	23.	0
yeare	yeare	n1	year	year	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
late	late	j	late	late	0
Queenes	Queenes	ng1	Queens	queen	0
raigne	raigne	n1	reign	reign	0
,	,	,	,	,	0
vvhich	vvhich	r-crq	which	which	0
made	made	vvd	made	make	0
all	all	d	all	all	0
Iesuits	Iesuits	np2	Iesuits	Jesuit	0
,	,	,	,	,	0
and	and	cc	and	and	0
other	other	j-jn	other	other	0
Pristes	Pristes	npg1	Pristes	pristes	0
traitors	traitors	n2	traitors	traitor	0
,	,	,	,	,	0
that	that	cst	that	that	0
came	came	vvd	came	come	0
into	into	p-acp	into	into	0
England	England	np1	England	England	0
,	,	,	,	,	0
or	or	cc	or	or	0
remained	remained	vvd	remained	remain	0
