Grace	Grace	n1	Grace	grace	0
vnaduisedly	vnaduisedly	av-j	unadvisedly	unadvised	0
and	and	cc	and	and	0
handouer	handouer	vvi	handouer	handouer	0
head	head	n1	head	head	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
we	we	pns12	we	we	0
vse	vse	vvb	use	use	0
to	to	pc-acp	to	to	0
say	say	vvi	say	say	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
with	with	p-acp	with	with	0
great	great	j	great	great	0
deliberation	deliberation	n1	deliberation	deliberation	0
,	,	,	,	,	0
both	both	av-d	both	both	0
in	in	p-acp	in	in	0
regard	regard	n1	regard	regard	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
matter	matter	n1	matter	matter	0
it	it	pn31	it	it	0
self	self	n1	self	self	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
deliue	deliue	vvi	deliue	deliue	0
∣	∣	sy	∣	∣	0
red	red	j-jn	read	red	0
by	by	p-acp	by	by	0
speech	speech	n1	speech	speech	0
,	,	,	,	,	0
and	and	cc	and	and	0
also	also	av	also	also	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
circumstances	circumstances	n2	circumstances	circumstance	0
of	of	pp-f	of	of	0
time	time	n1	time	time	0
,	,	,	,	,	0
place	place	n1	place	place	0
and	and	cc	and	and	0
persons	persons	n2	persons	person	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
are	are	vbr	are	be	0
not	not	xx	not	not	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
neglected	neglected	vvn	neglected	neglect	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
looke	looke	n1	look	look	0
how	how	c-crq	how	how	0
preposterous	preposterous	j	preposterous	preposterous	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
to	to	pc-acp	to	to	0
set	set	vvi	set	set	0
the	the	pno32	thee	they	0
before	before	p-acp	before	before	0
the	the	dt	the	the	0
horse	horse	n1	horse	horse	0
,	,	,	,	,	0
so	so	av	so	so	0
is	is	vbz	is	be	0
it	it	pn31	it	it	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
tongue	tongue	n1	tongue	tongue	0
to	to	pc-acp	to	to	0
run	run	vvi	run	run	0
before	before	p-acp	before	before	0
the	the	dt	the	the	0
wit	wit	n1	wit	wit	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
vtter	vtter	vvi	utter	utter	0
it	it	pn31	it	it	0
knoweth	knoweth	vvz	knoweth	know	0
not	not	xx	not	not	0
wel	wel	av	well	well	0
what	what	q-crq	what	what	0
,	,	,	,	,	0
hauing	hauing	vhg	having	have	0
receiued	receiued	vvn	received	receive	0
no	no	dx	no	no	0
direction	direction	n1	direction	direction	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
same	same	d	same	same	0
.	.	.	.	.	1
And	And	cc	And	and	0
therfore	therfore	av	therefore	therefore	0
Sa	Sa	uh	Sa	sa	0
∣	∣	sy	∣	∣	0
lomon	lomon	j	lomon	lomon	0
putting	putting	vvg	putting	put	0
the	the	dt	the	the	0
name	name	n1	name	name	0
of	of	pp-f	of	of	0
heart	heart	n1	heart	heart	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
minde	minde	n1	mind	mind	0
and	and	cc	and	and	0
vnderstanding	vnderstanding	n1	understanding	understanding	0
part	part	n1	part	part	0
of	of	pp-f	of	of	0
man	man	n1	man	man	0
saith	saith	vvz	says	say	0
,	,	,	,	,	0
Prouer.	Prouer.	np1	Prouer.	Prouer.	1
15.	15.	crd	15.	15.	0
28.	28.	crd	28.	28.	0
and	and	cc	and	and	0
16.	16.	crd	16.	16.	0
23.	23.	crd	23.	23.	0
that	that	d	that	that	0
a	a	dt	a	a	0
righteous	righteous	j	righteous	righteous	0
mans	mans	ng1	men	man	0
heart	heart	n1	heart	heart	0
meditateth	meditateth	vvz	meditateth	meditate	0
or	or	cc	or	or	0
pondereth	pondereth	vvz	pondereth	ponder	0
what	what	r-crq	what	what	0
it	it	pn31	it	it	0
shal	shal	vmb	shall	shall	0
answer	answer	vvi	answer	answer	0
:	:	:	:	:	0
&	&	cc	&	and	0
that	that	cst	that	that	0
the	the	dt	the	the	0
heart	heart	n1	heart	heart	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
wise	wise	n1	wise	wise	0
guideth	guideth	vvz	guideth	guide	0
his	his	po31	his	his	0
mouth	mouth	n1	mouth	mouth	0
prudent	prudent	j	prudent	prudent	0
∣	∣	sy	∣	∣	0
ly	ly	vvb	lie	lie	0
.	.	.	.	.	1
Neither	Neither	av-d	Neither	neither	0
is	is	vbz	is	be	0
it	it	pn31	it	it	0
slightly	slightly	av-j	slightly	slight	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
passedouer	passedouer	av	passedouer	passedouer	0
,	,	,	,	,	0
that	that	cst	that	that	0
euery	euery	d	every	every	0
one	one	crd	one	one	0
hauing	hauing	vhg	having	have	0
two	two	crd	two	two	0
eies	eies	n2	eyes	eye	0
that	that	cst	that	that	0
serue	serue	vvb	serve	serve	0
for	for	p-acp	for	for	0
seeing	seeing	vvg	seeing	see	0
,	,	,	,	,	0
two	two	crd	two	two	0
eares	eares	n2	ears	ear	0
for	for	p-acp	for	for	0
hearing	hearing	vvg	hearing	hear	0
,	,	,	,	,	0
two	two	crd	two	two	0
nostrils	nostrils	n2	nostrils	nostril	0
for	for	p-acp	for	for	0
smelling	smelling	vvg	smelling	smell	0
,	,	,	,	,	0
two	two	crd	two	two	0
feet	feet	n2	feet	foot	0
for	for	p-acp	for	for	0
going	going	vvg	going	go	0
,	,	,	,	,	0
hath	hath	vhz	hath	have	0
yet	yet	av	yet	yet	0
but	but	p-acp	but	but	0
one	one	crd	one	one	0
soft	soft	j	soft	soft	0
&	&	cc	&	and	0
fleshy	fleshy	j	fleshy	fleshy	0
tongue	tongue	n1	tongue	tongue	0
for	for	p-acp	for	for	0
sundry	sundry	j	sundry	sundry	0
vses	vses	n2	uses	use	0
,	,	,	,	,	0
&	&	cc	&	and	0
that	that	cst	that	that	0
tied	tied	vvd	tied	tie	0
fast	fast	av-j	fast	fast	0
with	with	p-acp	with	with	0
strings	strings	n2	strings	string	0
,	,	,	,	,	0
&	&	cc	&	and	0
compassed	compassed	vvd	compassed	compass	0
about	about	a-acp	about	about	0
with	with	p-acp	with	with	0
gums	gums	n2	gums	gum	0
,	,	,	,	,	0
teeth	teeth	n2	teeth	tooth	0
,	,	,	,	,	0
and	and	cc	and	and	0
lips	lips	n2	lips	lip	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
with	with	p-acp	with	with	0
a	a	dt	a	a	0
double	double	j-jn	double	double	0
wall	wall	n1	wall	wall	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
teach	teach	vvi	teach	teach	0
men	men	n2	men	man	0
thereby	thereby	av	thereby	thereby	0
,	,	,	,	,	0
that	that	cst	that	that	0
the	the	dt	the	the	0
tongue	tongue	n1	tongue	tongue	0
being	being	vbg	being	be	0
a	a	dt	a	a	0
very	very	av	very	very	0
vnruly	vnruly	j	unruly	unruly	0
member	member	n1	member	member	0
,	,	,	,	,	0
had	had	vhd	had	have	0
neede	neede	n1	need	need	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
brideled	brideled	vvn	bridled	bridle	0
&	&	cc	&	and	0
hemmed	hemmed	vvn	hemmed	hem	0
in	in	p-acp	in	in	0
on	on	p-acp	on	on	0
euery	euery	d	every	every	0
side	side	n1	side	side	0
,	,	,	,	,	0
least	least	cs	lest	lest	0
it	it	pn31	it	it	0
breake	breake	vvb	break	break	0
forth	forth	av	forth	forth	0
into	into	p-acp	into	into	0
a	a	dt	a	a	0
world	world	n1	world	world	0
of	of	pp-f	of	of	0
wickednes	wickednes	n1	wickedness	wickedness	0
,	,	,	,	,	0
and	and	cc	and	and	0
breed	breed	vvi	breed	breed	0
destruction	destruction	n1	destruction	destruction	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
whole	whole	j-jn	whole	whole	0
body	body	n1	body	body	0
.	.	.	.	.	1
Now	Now	av	Now	now	0
if	if	cs	if	if	0
we	we	pns12	we	we	0
look	look	vvb	look	look	0
into	into	p-acp	into	into	0
the	the	dt	the	the	0
middle	middle	j-jn	middle	middle	0
story	story	n1	story	story	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
building	building	n1	building	building	0
,	,	,	,	,	0
there	there	a-acp	there	there	0
wee	wee	pns12	we	we	0
shall	shall	vmb	shall	shall	0
see	see	vvi	see	see	0
that	that	cst	that	that	0
although	although	cs	although	although	0
the	the	dt	the	the	0
heart	heart	n1	heart	heart	0
be	be	vbb	be	be	0
the	the	dt	the	the	0
fountaine	fountaine	n1	fountain	fountain	0
of	of	pp-f	of	of	0
life	life	n1	life	life	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
root	root	n1	root	root	0
of	of	pp-f	of	of	0
al	al	d	all	all	0
the	the	dt	the	the	0
vital	vital	j	vital	vital	0
spirits	spirits	n2	spirits	spirit	0
that	that	cst	that	that	0
are	are	vbr	are	be	0
dis	dis	fw-fr	dis	dis	0
∣	∣	sy	∣	∣	0
persed	persed	vvn	pierced	pierce	0
into	into	p-acp	into	into	0
euery	euery	d	every	every	0
part	part	n1	part	part	0
and	and	cc	and	and	0
member	member	n1	member	member	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
body	body	n1	body	body	0
,	,	,	,	,	0
yet	yet	av	yet	yet	0
it	it	pn31	it	it	0
cannot	cannot	vmbx	cannot	can	0
want	want	vvi	want	want	0
either	either	d	either	either	0
the	the	dt	the	the	0
coole	coole	j	cool	cool	0
refreshing	refreshing	n-vvg	refreshing	refresh	0
it	it	pn31	it	it	0
hath	hath	vhz	hath	have	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
lungs	lungs	n2	lungs	lung	0
,	,	,	,	,	0
or	or	cc	or	or	0
the	the	dt	the	the	0
veine-pips	veine-pips	n2	veine-pips	veine-pip	0
proceeding	proceeding	vvg	proceeding	proceed	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
liuer	liuer	n1	liver	liver	0
,	,	,	,	,	0
or	or	cc	or	or	0
the	the	dt	the	the	0
moouing	moouing	j-vvg	moving	move	0
strings	strings	n2	strings	string	0
it	it	pn31	it	it	0
hath	hath	vhz	hath	have	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
sinews	sinews	n2	sinews	sinew	0
,	,	,	,	,	0
or	or	cc	or	or	0
the	the	dt	the	the	0
necessary	necessary	j	necessary	necessary	0
de	de	dt	the	the	0
∣	∣	sy	∣	∣	0
fence	fence	n1	fence	fence	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
ribbes	ribbes	n2	ribs	rib	0
and	and	cc	and	and	0
bones	bones	n2	bones	bone	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
as	as	c-acp	as	as	0
strong	strong	j	strong	strong	0
bulwarks	bulwarks	n2	bulwarks	bulwark	0
and	and	cc	and	and	0
rampires	rampires	n2	rampires	rampire	0
fence	fence	vvb	fence	fence	0
it	it	pn31	it	it	0
in	in	p-acp	in	in	0
on	on	p-acp	on	on	0
euery	euery	d	every	every	0
side	side	n1	side	side	0
.	.	.	.	.	1
Euen	Euen	np1	Euen	Even	0
so	so	av	so	so	0
fareth	fareth	vvz	fareth	fare	0
it	it	pn31	it	it	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
great	great	j	great	great	0
and	and	cc	and	and	0
mighty	mighty	j	mighty	mighty	0
men	men	n2	men	man	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
worlde	worlde	n1	world	world	0
;	;	;	;	;	0
who	who	r-crq	who	who	0
although	although	cs	although	although	0
in	in	p-acp	in	in	0
regarde	regarde	n1	regard	regard	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
power	power	n1	power	power	0
and	and	cc	and	and	0
authoritie	authoritie	n1	authority	authority	0
ouer	ouer	p-acp	over	over	0
o	o	sy	oh	o	0
∣	∣	sy	∣	∣	0
thers	thers	pc-acp|vbz	the	there|be	0
,	,	,	,	,	0
they	they	pns32	they	they	0
seeme	seeme	vvb	seem	seem	0
to	to	pc-acp	to	to	0
haue	haue	vhi	have	have	0
their	their	po32	their	their	0
liues	liues	n2	lives	life	0
and	and	cc	and	and	0
liuelihoodes	liuelihoodes	n2	livelihoods	livelihood	0
at	at	p-acp	at	at	0
their	their	po32	their	their	0
becke	becke	n1	beck	beck	0
and	and	cc	and	and	0
commaundement	commaundement	n1	commandment	commandment	0
,	,	,	,	,	0
yet	yet	av	yet	yet	0
they	they	pns32	they	they	0
are	are	vbr	are	be	0
so	so	av	so	so	0
farre	farre	av-j	far	far	0
from	from	p-acp	from	from	0
being	being	vbg	being	be	0
able	able	j	able	able	0
of	of	pp-f	of	of	0
themselues	themselues	px32	themselves	themselves	0
to	to	p-acp	to	to	0
maintaine	maintaine	vvi	maintain	maintain	0
their	their	po32	their	their	0
honours	honours	n2	honours	honour	0
and	and	cc	and	and	0
high	high	j	high	high	0
places	places	n2	places	place	0
without	without	p-acp	without	without	0
the	the	dt	the	the	0
necessary	necessary	j	necessary	necessary	0
aide	aide	n1	aid	aid	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
inferiour	inferiour	j-jn	inferior	inferior	0
sort	sort	n1	sort	sort	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
that	that	cst	that	that	0
without	without	p-acp	without	without	0
them	them	pno32	them	they	0
they	they	pns32	they	they	0
shoulde	shoulde	vmd	should	shall	0
want	want	vvi	want	want	0
wherewith	wherewith	c-crq	wherewith	wherewith	0
to	to	pc-acp	to	to	0
vpholde	vpholde	vvi	uphold	uphold	0
their	their	po32	their	their	0
owne	owne	d	own	own	0
liues	liues	n2	lives	life	0
.	.	.	.	.	1
But	But	p-acp	But	but	0
this	this	d	this	this	0
appeareth	appeareth	vvz	appears	appear	0
yet	yet	av	yet	yet	0
more	more	av-dc	more	more	0
euident	euident	j	evident	evident	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
lower	lower	jc	lower	low	0
story	story	n1	story	story	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
frame	frame	n1	frame	frame	0
,	,	,	,	,	0
where	where	c-crq	where	where	0
the	the	dt	the	the	0
guttes	guttes	n2	guts	gut	0
and	and	cc	and	and	0
entrailes	entrailes	n2	entrails	entrails	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
body	body	n1	body	body	0
as	as	c-acp	as	as	0
it	it	pn31	it	it	0
were	were	vbdr	were	be	0
the	the	dt	the	the	0
sinks	sinks	n2	sinks	sink	0
of	of	pp-f	of	of	0
an	an	dt	and	a	0
house	house	n1	house	house	0
haue	haue	vhb	have	have	0
their	their	po32	their	their	0
abiding	abiding	j-vvg	abiding	abide	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
although	although	cs	although	although	0
in	in	p-acp	in	in	0
regard	regard	n1	regard	regard	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
vse	vse	n1	use	use	0
they	they	pns32	they	they	0
may	may	vmb	may	may	0
seeme	seeme	vvi	seem	seem	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
the	the	dt	the	the	0
basest	basest	js	basest	base	0
and	and	cc	and	and	0
most	most	av-ds	most	most	0
abiect	abiect	j	abject	abject	0
partes	partes	n2	parts	part	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
body	body	n1	body	body	0
,	,	,	,	,	0
yet	yet	av	yet	yet	0
if	if	cs	if	if	0
we	we	pns12	we	we	0
consider	consider	vvb	consider	consider	0
the	the	dt	the	the	0
necessitie	necessitie	n1	necessity	necessity	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
,	,	,	,	,	0
we	we	pns12	we	we	0
shall	shall	vmb	shall	shall	0
see	see	vvi	see	see	0
that	that	cst	that	that	0
a	a	dt	a	a	0
man	man	n1	man	man	0
may	may	vmb	may	may	0
better	better	av-jc	better	better	0
spare	spare	vvi	spare	spare	0
a	a	dt	a	a	0
principall	principall	j-jn	principal	principal	0
member	member	n1	member	member	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
body	body	n1	body	body	0
then	then	av	then	then	0
the	the	dt	the	the	0
least	least	ds	least	least	0
gut	gut	n1	gut	gut	0
that	that	cst	that	that	0
is	is	vbz	is	be	0
in	in	p-acp	in	in	0
his	his	po31	his	his	0
belly	belly	n1	belly	belly	0
.	.	.	.	.	1
Euen	Euen	np1	Euen	Even	0
so	so	av	so	so	0
fareth	fareth	vvz	fareth	fare	0
it	it	pn31	it	it	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
politike	politike	j	politic	politic	0
body	body	n1	body	body	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
cōmon	cōmon	j	common	common	0
wealth	wealth	n1	wealth	wealth	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
which	which	r-crq	which	which	0
the	the	dt	the	the	0
base	base	j	base	base	0
Artisan	Artisan	n1	Artisan	artisan	0
wil	wil	vmb	will	will	0
soo	soo	av	so	so	0
∣	∣	sy	∣	∣	0
ner	ner	zz	ner	ner	0
be	be	vbi	be	be	0
missed	missed	vvn	missed	miss	0
oftentimes	oftentimes	av	oftentimes	oftentimes	0
then	then	av	then	then	0
he	he	pns31	he	he	0
that	that	cst	that	that	0
carrieth	carrieth	vvz	carrieth	carry	0
a	a	dt	a	a	0
greaterport	greaterport	n1	greaterport	greaterport	0
,	,	,	,	,	0
and	and	cc	and	and	0
is	is	vbz	is	be	0
aduan	aduan	j	aduan	aduan	0
∣	∣	sy	∣	∣	0
ced	ced	j	ced	ced	0
to	to	pc-acp	to	to	0
a	a	dt	a	a	0
higher	higher	jc	higher	high	0
roome	roome	n1	room	room	0
and	and	cc	and	and	0
office	office	n1	office	office	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
same	same	d	same	same	0
.	.	.	.	.	1
A	A	dt	A	a	0
third	third	ord	third	three	0
vse	vse	n1	use	use	0
that	that	cst	that	that	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
made	made	vvn	made	make	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
booke	booke	n1	book	book	0
as	as	c-acp	as	as	0
it	it	pn31	it	it	0
were	were	vbdr	were	be	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
christal	christal	n1	crystal	crystal	0
glasse	glasse	n1	glass	glass	0
worthy	worthy	j	worthy	worthy	0
the	the	dt	the	the	0
looking	looking	vvg	looking	look	0
into	into	p-acp	into	into	0
,	,	,	,	,	0
is	is	vbz	is	be	0
that	that	d	that	that	0
sin	sin	n1	since	sin	0
∣	∣	sy	∣	∣	0
gular	gular	j	gular	gular	0
delight	delight	n1	delight	delight	0
&	&	cc	&	and	0
pleasure	pleasure	n1	pleasure	pleasure	0
which	which	r-crq	which	which	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
reaped	reaped	vvn	reaped	reap	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
view	view	n1	view	view	0
and	and	cc	and	and	0
considera	considera	fw-la	considera	considera	0
∣	∣	sy	∣	∣	0
tion	tion	n1	cion	cion	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
harmony	harmony	n1	harmony	harmony	0
betwene	betwene	p-acp	between	between	0
this	this	d	this	this	0
terrestriall	terrestriall	j	terrestrial	terrestrial	0
frame	frame	n1	frame	frame	0
,	,	,	,	,	0
&	&	cc	&	and	0
the	the	dt	the	the	0
celestiall	celestiall	j	celestial	celestial	0
habita	habita	n1	habita	habita	0
∣	∣	sy	∣	∣	0
tion	tion	n1	cion	cion	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
heauens	heauens	n2	heavens	heaven	0
,	,	,	,	,	0
when	when	c-crq	when	when	0
they	they	pns32	they	they	0
are	are	vbr	are	be	0
compared	compared	vvn	compared	compare	0
together	together	av	together	together	0
.	.	.	.	.	1
And	And	cc	And	and	0
as	as	c-acp	as	as	0
that	that	cst	that	that	0
famous	famous	j	famous	famous	0
sentence	sentence	n1	sentence	sentence	0
,	,	,	,	,	0
Know	Know	vvb	Know	know	0
thy	thy	po21	thy	thy	0
selfe	selfe	n1	self	self	0
,	,	,	,	,	0
is	is	vbz	is	be	0
reported	reported	vvn	reported	report	0
of	of	pp-f	of	of	0
many	many	d	many	many	0
to	to	pc-acp	to	to	0
haue	haue	vhi	have	have	0
descen	descen	n1	descend	descent	0
∣	∣	sy	∣	∣	0
ded	ded	j	dead	dead	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
heauens	heauens	n2	heavens	heaven	0
,	,	,	,	,	0
so	so	av	so	so	0
surely	surely	av-j	surely	sure	0
it	it	pn31	it	it	0
wil	wil	vmb	will	will	0
be	be	vbi	be	be	0
no	no	dx	no	no	0
small	small	j	small	small	0
furtherance	furtherance	n1	furtherance	furtherance	0
to	to	p-acp	to	to	0
a	a	dt	a	a	0
man	man	n1	man	man	0
where	where	q-crq	where	where	0
∣	∣	sy	∣	∣	0
by	by	p-acp	by	by	0
hee	hee	pns31	he	he	0
may	may	vmb	may	may	0
attaine	attaine	vvi	attain	attain	0
to	to	p-acp	to	to	0
a	a	dt	a	a	0
better	better	jc	better	better	0
knowledge	knowledge	n1	knowledge	knowledge	0
of	of	pp-f	of	of	0
himselfe	himselfe	px31	himself	himself	0
,	,	,	,	,	0
if	if	cs	if	if	0
hee	hee	pns31	he	he	0
seriously	seriously	av-j	seriously	serious	0
obserue	obserue	vvi	observe	observe	0
what	what	r-crq	what	what	0
a	a	dt	a	a	0
great	great	j	great	great	0
agreement	agreement	n1	agreement	agreement	0
there	there	a-acp	there	there	0
is	is	vbz	is	be	0
betwene	betwene	p-acp	between	between	0
him	him	pno31	him	he	0
and	and	cc	and	and	0
the	the	dt	the	the	0
heauens	heauens	n2	heavens	heaven	0
,	,	,	,	,	0
whereunto	whereunto	c-crq	whereunto	whereunto	0
the	the	dt	the	the	0
very	very	j	very	very	0
situation	situation	n1	situation	situation	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
countenaunce	countenaunce	n1	countenance	countenance	0
lift	lift	vvd	lift	lift	0
vp	vp	a-acp	up	up	0
towardes	towardes	p-acp	towards	towards	0
heauen	heauen	n1	heaven	heaven	0
,	,	,	,	,	0
doeth	doeth	vdz	doth	do	0
as	as	p-acp	as	as	0
it	it	pn31	it	it	0
were	were	vbdr	were	be	0
leade	leade	n1	lead	lead	0
him	him	pno31	him	he	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
hand	hand	n1	hand	hand	0
.	.	.	.	.	1
First	First	np1	First	First	0
therefore	therefore	av	therefore	therefore	0
if	if	cs	if	if	0
wee	wee	pns12	we	we	0
consider	consider	vvb	consider	consider	0
the	the	dt	the	the	0
originall	originall	n-jn	original	original	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
both	both	d	both	both	0
,	,	,	,	,	0
Gen.	Gen.	np1	Gen.	Gen.	1
1.	1.	crd	1.	1.	0
1	1	crd	1	1	0
,	,	,	,	,	1
26.	26.	crd	26.	26.	0
wee	wee	pns12	we	we	0
finde	finde	vvb	find	find	0
in	in	p-acp	in	in	0
holy	holy	j	holy	holy	0
Writ	Writ	vvn	Writ	write	0
,	,	,	,	,	0
that	that	cst	that	that	0
as	as	c-acp	as	as	0
God	God	np1	God	God	0
is	is	vbz	is	be	0
saide	saide	vvn	said	say	0
to	to	pc-acp	to	to	0
haue	haue	vhi	have	have	0
made	made	vvn	made	make	0
the	the	dt	the	the	0
heauens	heauens	n2	heavens	heaven	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
beginning	beginning	n1	beginning	beginning	0
,	,	,	,	,	0
so	so	av	so	so	0
also	also	av	also	also	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
there	there	a-acp	there	there	0
related	related	vvn	related	relate	0
,	,	,	,	,	0
that	that	cst	that	that	0
not	not	xx	not	not	0
long	long	av-j	long	long	0
after	after	c-acp	after	after	0
he	he	pns31	he	he	0
made	made	vvd	made	make	0
man	man	n1	man	man	0
after	after	p-acp	after	after	0
his	his	po31	his	his	0
owne	owne	d	own	own	0
image	image	n1	image	image	0
and	and	cc	and	and	0
committed	committed	vvn	committed	commit	0
vnto	vnto	p-acp	unto	unto	0
him	him	pno31	him	he	0
the	the	dt	the	the	0
soueraigntie	soueraigntie	n1	sovereignty	sovereignty	0
ouer	ouer	p-acp	over	over	0
the	the	dt	the	the	0
earth	earth	n1	earth	earth	0
and	and	cc	and	and	0
ouer	ouer	p-acp	over	over	0
all	all	d	all	all	0
liuing	liuing	n-vvg	living	live	0
and	and	cc	and	and	0
moouing	moouing	vvg	moving	move	0
creatures	creatures	n2	creatures	creature	0
vnder	vnder	p-acp	under	under	0
the	the	dt	the	the	0
cope	cope	n1	cope	cope	0
of	of	pp-f	of	of	0
heauen	heauen	n1	heaven	heaven	0
.	.	.	.	.	1
Neither	Neither	av-d	Neither	neither	0
can	can	vmb	can	can	0
it	it	pn31	it	it	0
bee	bee	vbi	be	be	0
truely	truely	av-j	truly	true	0
said	said	vvn	said	say	0
,	,	,	,	,	0
that	that	cst	that	that	0
howsoeuer	howsoeuer	c-acp	howsoever	howsoever	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
himselfe	himselfe	px31	himself	himself	0
formed	formed	vvd	formed	form	0
the	the	dt	the	the	0
first	first	ord	first	first	0
man	man	n1	man	man	0
,	,	,	,	,	0
and	and	cc	and	and	0
breathed	breathed	vvd	breathed	breathe	0
in	in	p-acp	in	in	0
his	his	po31	his	his	0
face	face	n1	face	face	0
the	the	dt	the	the	0
breath	breath	n1	breath	breath	0
of	of	pp-f	of	of	0
life	life	n1	life	life	0
,	,	,	,	,	0
yet	yet	av	yet	yet	0
since	since	c-acp	since	since	0
that	that	cst	that	that	0
first	first	ord	first	first	0
creation	creation	n1	creation	creation	0
hee	hee	pns31	he	he	0
hath	hath	vhz	hath	have	0
not	not	xx	not	not	0
intermedled	intermedled	vvn	intermedled	intermeddle	0
at	at	p-acp	at	at	0
all	all	d	all	all	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
continual	continual	j	continual	continual	0
propa	propa	n1	propa	propa	0
∣	∣	sy	∣	∣	0
gation	gation	n1	gation	gation	0
of	of	pp-f	of	of	0
mankinde	mankinde	n1	mankind	mankind	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
hath	hath	vhz	hath	have	0
surrendered	surrendered	vvn	surrendered	surrender	0
all	all	d	all	all	0
his	his	po31	his	his	0
working	working	j-vvg	working	work	0
power	power	n1	power	power	0
into	into	p-acp	into	into	0
the	the	dt	the	the	0
handes	handes	n2	hands	hand	0
of	of	pp-f	of	of	0
nature	nature	n1	nature	nature	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
whose	whose	rg-crq	whose	who	0
powerfull	powerfull	j	powerful	powerful	0
operation	operation	n1	operation	operation	0
the	the	dt	the	the	0
matter	matter	n1	matter	matter	0
of	of	pp-f	of	of	0
mens	mens	ng2	men's	man	0
bodies	bodies	n2	bodies	body	0
is	is	vbz	is	be	0
brought	brought	vvn	brought	bring	0
to	to	p-acp	to	to	0
this	this	d	this	this	0
glorious	glorious	j	glorious	glorious	0
perfection	perfection	n1	perfection	perfection	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
we	we	pns12	we	we	0
see	see	vvb	see	see	0
it	it	pn31	it	it	0
hath	hath	vhz	hath	have	0
when	when	c-crq	when	when	0
it	it	pn31	it	it	0
first	first	ord	first	first	0
ap	ap	fw-mi	ap	ap	0
∣	∣	sy	∣	∣	0
peareth	peareth	vvz	peareth	pear	0
in	in	p-acp	in	in	0
