Brethren	Brethren	n1	Brothers	brethren	0
and	and	cc	and	and	0
Resurrecti	Resurrecti	np1	Resurrecti	Resurrecti	0
∣	∣	sy	∣	∣	0
on	on	p-acp	on	on	0
;	;	;	;	;	0
for	for	c-acp	for	for	0
surely	surely	av-j	surely	sure	0
Jesus	Jesus	np1	Jesus	Jesus	0
Christ	Christ	np1	Christ	Christ	0
must	must	vmb	must	must	0
do	do	vdi	do	do	0
all	all	d	all	all	0
(	(	(	(	(	0
though	though	cs	though	though	0
more	more	dc	more	more	0
gloriously	gloriously	av-j	gloriously	glorious	0
and	and	cc	and	and	0
spiritu	spiritu	fw-la	spiritu	spiritu	0
∣	∣	sy	∣	∣	0
ally	ally	n1	alley	ally	0
)	)	)	)	)	0
over	over	p-acp	over	over	0
again	again	av	again	again	0
in	in	p-acp	in	in	0
his	his	po31	his	his	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
he	he	pns31	he	he	0
did	did	vdd	did	do	0
in	in	p-acp	in	in	0
himselfe	himselfe	px31	himself	himself	0
.	.	.	.	.	1
If	If	cs	If	if	0
Jesus	Jesus	np1	Jesus	Jesus	0
Christ	Christ	np1	Christ	Christ	0
the	the	dt	the	the	0
Light	Light	n1	Light	light	0
be	be	vbb	be	be	0
in	in	p-acp	in	in	0
us	us	pno12	us	we	0
,	,	,	,	,	0
the	the	dt	the	the	0
light	light	n1	light	light	0
by	by	p-acp	by	by	0
which	which	r-crq	which	which	0
every	every	d	every	every	0
outward	outward	j	outward	outward	0
dis	dis	zf	dis	this	0
∣	∣	sy	∣	∣	0
pensation	pensation	n1	pensation	pensation	0
is	is	vbz	is	be	0
seen	seen	vvn	seen	see	0
,	,	,	,	,	0
will	will	vmb	will	will	0
flow	flow	vvi	flow	flow	0
in	in	p-acp	in	in	0
;	;	;	;	;	0
for	for	p-acp	for	for	0
where	where	c-crq	where	where	0
the	the	dt	the	the	0
Sun	Sun	n1	Sun	sun	0
is	is	vbz	is	be	0
,	,	,	,	,	0
there	there	pc-acp	there	there	0
will	will	vmb	will	will	0
be	be	vbi	be	be	0
every	every	d	every	every	0
beame	beame	n1	beam	beam	0
with	with	p-acp	with	with	0
it	it	pn31	it	it	0
.	.	.	.	.	1
