GREAT	GREAT	j	GREAT	great	0
Liberty	Liberty	n1	Liberty	liberty	0
,	,	,	,	,	0
that	that	cst	that	that	0
it	it	pn31	it	it	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
without	without	p-acp	without	without	0
any	any	d	any	any	0
Offence	Offence	n1	Offence	offence	0
:	:	:	:	:	0
And	And	cc	And	and	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
in	in	p-acp	in	in	0
Duty	Duty	n1	Duty	duty	0
bound	bound	vvn	bound	bind	0
,	,	,	,	,	0
I	I	pns11	I	i	0
shall	shall	vmb	shall	shall	0
,	,	,	,	,	0
whiles	whiles	cs	while	while	0
I	I	pns11	I	i	0
breathe	breathe	vvb	breathe	breathe	0
,	,	,	,	,	0
pray	pray	vvb	pray	pray	0
for	for	p-acp	for	for	0
Your	Your	po22	Your	your	0
Happiness	Happiness	n1	Happiness	happiness	0
to	to	pc-acp	to	to	0
continue	continue	vvi	continue	continue	0
,	,	,	,	,	0
and	and	cc	and	and	0
,	,	,	,	,	0
if	if	cs	if	if	0
it	it	pn31	it	it	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
possible	possible	j	possible	possible	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
augmented	augmented	vvn	augmented	augment	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
World	World	n1	World	world	0
,	,	,	,	,	0
and	and	cc	and	and	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
World	World	n1	World	world	0
to	to	pc-acp	to	to	0
come	come	vvi	come	come	0
Life	Life	n1	Life	life	0
everlasting	everlasting	j	everlasting	everlasting	0
.	.	.	.	.	1
Amen	Amen	uh-n	Amen	amen	0
.	.	.	.	.	1
April	April	np1	April	April	0
12.	12.	crd	12.	12.	0
1697.	1697.	crd	1697.	1697.	1
