¶	¶	¶	¶	¶	0
in	in	p-acp	in	in	0
England	England	np1	England	England	0
,	,	,	,	,	0
was	was	vbds	was	be	0
Syr	Syr	n1	Sir	sir	0
Peeter	Peeter	np1	Peeter	Peter	0
Mewtas	Mewtas	np1	Mewtas	Mewtas	0
Knight	Knight	n1	Knight	knight	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
had	had	vhd	had	have	0
as	as	c-acp	as	as	0
I	I	pns11	I	i	0
doo	doo	vdi	do	do	0
remember	remember	vvi	remember	remember	0
the	the	dt	the	the	0
charge	charge	n1	charge	charge	0
of	of	pp-f	of	of	0
500.	500.	crd	500.	500	0
halfe	halfe	j-jn	half	half	0
Hakes	Hakes	np1	Hakes	Hakes	0
,	,	,	,	,	0
the	the	dt	the	the	0
which	which	r-crq	which	which	0
were	were	vbdr	were	be	0
but	but	p-acp	but	but	0
mean	mean	j	mean	mean	0
stuffe	stuffe	n1	stuff	stuff	0
in	in	p-acp	in	in	0
comparison	comparison	n1	comparison	comparison	0
of	of	pp-f	of	of	0
those	those	d	those	those	0
that	that	cst	that	that	0
are	are	vbr	are	be	0
now	now	av	now	now	0
in	in	p-acp	in	in	0
vse	vse	n1	use	use	0
,	,	,	,	,	0
and	and	cc	and	and	0
at	at	p-acp	at	at	0
that	that	d	that	that	0
time	time	n1	time	time	0
there	there	a-acp	there	there	0
were	were	vbdr	were	be	0
not	not	xx	not	not	0
in	in	p-acp	in	in	0
most	most	ds	most	most	0
bands	bands	n2	bans	band	0
of	of	pp-f	of	of	0
100.	100.	crd	100.	100	0
men	men	n2	men	man	0
,	,	,	,	,	0
aboue	aboue	p-acp	above	above	0
10.	10.	crd	10.	10.	0
or	or	cc	or	or	0
15.	15.	crd	15.	15.	0
and	and	cc	and	and	0
in	in	p-acp	in	in	0
many	many	d	many	many	0
none	none	pi	none	none	0
at	at	p-acp	at	at	0
all	all	d	all	all	0
:	:	:	:	:	0
sauing	sauing	vvg	saving	save	0
Captain	Captain	n1	Captain	captain	0
Hugh	Hugh	j	Hugh	huge	0
Smith	Smith	n1	Smith	smith	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
had	had	vhd	had	have	0
in	in	p-acp	in	in	0
Guymes	Guymes	n2	Guymes	guyme	0
100.	100.	crd	100.	100	1
Harquebuziers	Harquebuziers	n2	Harquebuziers	harquebuzier	0
,	,	,	,	,	0
sauing	sauing	vvg	saving	save	0
10.	10.	crd	10.	10.	0
or	or	cc	or	or	0
12.	12.	crd	12.	12.	0
of	of	pp-f	of	of	0
other	other	j-jn	other	other	0
weapons	weapons	n2	weapons	weapon	0
,	,	,	,	,	0
insomuch	insomuch	av	insomuch	insomuch	0
that	that	cst	that	that	0
the	the	dt	the	the	0
perfection	perfection	n1	perfection	perfection	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
were	were	vbdr	were	be	0
not	not	xx	not	not	0
as	as	c-acp	as	as	0
then	then	av	then	then	0
in	in	p-acp	in	in	0
England	England	np1	England	England	0
knowen	knowen	vvn	known	know	0
to	to	p-acp	to	to	0
any	any	d	any	any	0
purpose	purpose	n1	purpose	purpose	0
,	,	,	,	,	0
nor	nor	ccx	nor	nor	0
yet	yet	av	yet	yet	0
vnto	vnto	p-acp	unto	unto	0
this	this	d	this	this	0
daye	daye	n1	day	day	0
but	but	cc-acp	but	but	0
with	with	p-acp	with	with	0
few	few	d	few	few	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
respect	respect	n1	respect	respect	0
that	that	cst	that	that	0
the	the	dt	the	the	0
sa	sa	uh	sa	sa	0
is	is	vbz	is	be	0
in	in	a-acp	in	in	0
other	other	j-jn	other	other	0
countries	countries	n2	countries	country	0
neere	neere	av-j	near	near	0
vnto	vnto	p-acp	unto	unto	0
vs	vs	pno12	us	we	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
I	I	pns11	I	i	0
would	would	vmd	would	will	0
wish	wish	vvi	wish	wish	0
might	might	vmd	might	may	0
be	be	vbi	be	be	0
as	as	c-acp	as	as	0
well	well	av	well	well	0
in	in	p-acp	in	in	0
England	England	np1	England	England	0
as	as	c-acp	as	as	0
elsewhere	elsewhere	av	elsewhere	elsewhere	0
,	,	,	,	,	0
for	for	c-acp	for	for	0
those	those	d	those	those	0
weapons	weapons	n2	weapons	weapon	0
of	of	pp-f	of	of	0
fire	fire	n1	fire	fire	0
are	are	vbr	are	be	0
not	not	xx	not	not	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
vsed	vsed	vvn	used	use	0
without	without	p-acp	without	without	0
exercising	exercising	vvg	exercising	exercise	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
same	same	d	same	same	0
to	to	p-acp	to	to	0
any	any	d	any	any	0
good	good	j	good	good	0
purpose	purpose	n1	purpose	purpose	0
for	for	p-acp	for	for	0
seruice	seruice	n1	service	service	0
vpon	vpon	p-acp	upon	upon	0
the	the	dt	the	the	0
suddaine	suddaine	j	sudden	sudden	0
:	:	:	:	:	0
but	but	cc-acp	but	but	0
being	being	vbg	being	be	0
once	once	a-acp	once	once	0
throughlye	throughlye	av-j	thoroughly	thorough	0
practised	practised	vvn	practised	practise	0
,	,	,	,	,	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
an	an	dt	and	a	0
excellent	excellent	j	excellent	excellent	0
weapon	weapon	n1	weapon	weapon	0
and	and	cc	and	and	0
next	next	ord	next	next	0
vnto	vnto	p-acp	unto	unto	0
the	the	dt	the	the	0
Musket	Musket	n1	Musket	musket	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
in	in	p-acp	in	in	0
place	place	n1	place	place	0
heerafter	heerafter	av	hereafter	hereafter	0
shalbe	shalbe	vmb	shall	shall	0
showne	showne	vvn	shown	show	0
.	.	.	.	.	1
It	It	pn31	It	it	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
thought	thought	vvn	thought	think	0
by	by	p-acp	by	by	0
some	some	d	some	some	0
Captaines	Captaines	n2	Captains	captain	0
of	of	pp-f	of	of	0
late	late	j	late	late	0
experience	experience	n1	experience	experience	0
,	,	,	,	,	0
for	for	c-acp	for	for	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
haue	haue	vhb	have	have	0
not	not	xx	not	not	0
entred	entred	vvn	entered	enter	0
into	into	p-acp	into	into	0
these	these	d	these	these	0
troublesome	troublesome	j	troublesome	troublesome	0
toyles	toyles	n2	toils	toil	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Low	Low	j	Low	low	0
Cuntries	Cuntries	n2	Countries	country	0
,	,	,	,	,	0
or	or	cc	or	or	0
the	the	dt	the	the	0
ciuill	ciuill	j	civil	civil	0
warres	warres	n2	wars	war	0
in	in	p-acp	in	in	0
Fraunce	Fraunce	np1	Fraunce	France	0
,	,	,	,	,	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
cannot	cannot	vmbx	cannot	can	0
haue	haue	vhb	have	have	0
that	that	d	that	that	0
experience	experience	n1	experience	experience	0
&	&	cc	&	and	0
knowledge	knowledge	n1	knowledge	knowledge	0
as	as	p-acp	as	as	0
others	others	n2-jn	others	other	0
haue	haue	vhb	have	have	0
:	:	:	:	:	0
wherunto	wherunto	c-crq	whereunto	whereunto	0
I	I	pns11	I	i	0
answere	answere	vvb	answer	answer	0
that	that	cst	that	that	0
when	when	c-crq	when	when	0
I	I	pns11	I	i	0
was	was	vbds	was	be	0
young	young	j	young	young	0
I	I	pns11	I	i	0
did	did	vdd	did	do	0
seeke	seeke	vvi	seek	seek	0
to	to	pc-acp	to	to	0
serue	serue	vvi	serve	serve	0
,	,	,	,	,	0
both	both	av-d	both	both	0
in	in	p-acp	in	in	0
England	England	np1	England	England	0
,	,	,	,	,	0
Fraunce	Fraunce	np1	Fraunce	France	0
,	,	,	,	,	0
and	and	cc	and	and	0
Scotland	Scotland	np1	Scotland	Scotland	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
that	that	d	that	that	0
end	end	n1	end	end	0
I	I	pns11	I	i	0
might	might	vmd	might	may	0
the	the	dt	the	the	0
better	better	av-jc	better	better	0
doo	doo	vdi	do	do	0
my	my	po11	my	my	0
Prince	Prince	n1	Prince	prince	0
and	and	cc	and	and	0
Countrye	Countrye	n1	Country	country	0
seruice	seruice	n1	service	service	0
,	,	,	,	,	0
and	and	cc	and	and	0
also	also	av	also	also	0
to	to	pc-acp	to	to	0
sustaine	sustaine	vvi	sustain	sustain	0
myselfe	myselfe	px11	myself	myself	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
otherwaies	otherwaies	av	otherways	otherways	0
was	was	vbds	was	be	0
not	not	xx	not	not	0
able	able	j	able	able	0
to	to	pc-acp	to	to	0
liue	liue	vvi	live	live	0
as	as	c-acp	as	as	0
I	I	pns11	I	i	0
did	did	vdd	did	do	0
desire	desire	vvi	desire	desire	0
to	to	pc-acp	to	to	0
doo	doo	vdi	do	do	0
:	:	:	:	:	0
wheras	wheras	cs	whereas	whereas	0
I	I	pns11	I	i	0
learned	learned	vvd	learned	learn	0
to	to	pc-acp	to	to	0
know	know	vvi	know	know	0
the	the	dt	the	the	0
vse	vse	n1	use	use	0
of	of	pp-f	of	of	0
most	most	ds	most	most	0
weapons	weapons	n2	weapons	weapon	0
of	of	pp-f	of	of	0
warre	warre	n1	war	war	0
both	both	av-d	both	both	0
for	for	p-acp	for	for	0
Horsemen	Horsemen	n2	Horsemen	horseman	0
and	and	cc	and	and	0
foot	foot	n1	foot	foot	0
∣	∣	sy	∣	∣	0
men	men	n1	men	man	0
,	,	,	,	,	0
that	that	cst	that	that	0
are	are	vbr	are	be	0
or	or	cc	or	or	0
haue	haue	vhb	have	have	0
beene	beene	vbn	been	be	0
vsed	vsed	vvn	used	use	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
age	age	n1	age	age	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
as	as	p-acp	as	as	0
good	good	j	good	good	0
Schoolemaisters	Schoolemaisters	n2	Schoolmasters	schoolmaster	0
as	as	c-acp	as	as	0
any	any	d	any	any	0
Italian	Italian	jp	Italian	italian	0
,	,	,	,	,	0
Spaniard	Spaniard	np1	Spaniard	Spaniard	0
or	or	cc	or	or	0
Wallon	Wallon	np1	Wallon	Wallon	0
what	what	r-crq	what	what	0
∣	∣	sy	∣	∣	0
soeuer	soeuer	av	soever	soever	0
,	,	,	,	,	0
hath	hath	vhz	hath	have	0
been	been	vbn	been	be	0
or	or	cc	or	or	0
now	now	av	now	now	0
is	is	vbz	is	be	0
.	.	.	.	.	1
And	And	cc	And	and	0
further	further	av-jc	further	further	0
I	I	pns11	I	i	0
hope	hope	vvb	hope	hope	0
I	I	pns11	I	i	0
maye	maye	vmb	may	may	0
without	without	p-acp	without	without	0
offence	offence	n1	offence	offence	0
set	set	vvn	set	set	0
downe	downe	a-acp	down	down	0
the	the	dt	the	the	0
seueral	seueral	j	several	several	0
paies	paies	vvz	pays	pay	0
that	that	d	that	that	0
in	in	p-acp	in	in	0
my	my	po11	my	my	0
own	own	d	own	own	0
Princes	Princes	ng1	Princes	prince	0
seruice	seruice	n1	service	service	0
I	I	pns11	I	i	0
haue	haue	vhb	have	have	0
re	re	fw-mi	re	re	0
∣	∣	sy	∣	∣	0
ceiued	ceiued	vvn	ceiued	ceiue	0
for	for	p-acp	for	for	0
my	my	po11	my	my	0
own	own	d	own	own	0
person	person	n1	person	person	0
.	.	.	.	.	1
The	The	dt	The	the	0
first	first	ord	first	first	0
pay	pay	n1	pay	pay	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
had	had	vhd	had	have	0
was	was	vbds	was	be	0
6.	6.	crd	6.	6.	0
pence	pence	n2	pence	penny	0
per	per	fw-la	per	per	0
diem	diem	fw-la	diem	diem	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
3	3	crd	3	3	0
months	months	n2	months	month	0
:	:	:	:	:	0
after	after	c-acp	after	after	0
that	that	cst	that	that	0
8.	8.	crd	8.	8.	0
pence	pence	n2	pence	penny	0
per	per	fw-la	per	per	0
diem	diem	fw-la	diem	diem	0
,	,	,	,	,	0
16.	16.	crd	16.	16.	0
pence	pence	n2	pence	penny	0
per	per	fw-la	per	per	0
diem	diem	fw-la	diem	diem	0
,	,	,	,	,	0
20.	20.	crd	20.	20.	0
pence	pence	n2	pence	penny	0
per	per	fw-la	per	per	0
diem	diem	fw-la	diem	diem	0
,	,	,	,	,	0
2.	2.	crd	2.	2.	0
shillings	shillings	n2	shillings	shilling	0
per	per	fw-la	per	per	0
di	di	fw-it	di	di	0
∣	∣	sy	∣	∣	0
em	em	pno32	em	they	0
,	,	,	,	,	0
4.	4.	crd	4.	4.	0
shillings	shillings	n2	shillings	shilling	0
per	per	fw-la	per	per	0
diem	diem	fw-la	diem	diem	0
,	,	,	,	,	0
charge	charge	vvb	charge	charge	0
after	after	p-acp	after	after	0
4.	4.	crd	4.	4.	0
shillings	shillings	n2	shillings	shilling	0
per	per	fw-la	per	per	0
di	di	fw-it	di	di	0
∣	∣	sy	∣	∣	0
em	em	pno32	em	they	0
,	,	,	,	,	0
charge	charge	vvb	charge	charge	0
after	after	p-acp	after	after	0
6.	6.	crd	6.	6.	0
shillings	shillings	n2	shillings	shilling	0
per	per	fw-la	per	per	0
diem	diem	fw-la	diem	diem	0
,	,	,	,	,	0
charge	charge	vvb	charge	charge	0
after	after	p-acp	after	after	0
8.	8.	crd	8.	8.	0
shil	shil	fw-la	shil	shil	0
∣	∣	sy	∣	∣	0
lings	lings	n2	lings	ling	0
per	per	fw-la	per	per	0
diem	diem	fw-la	diem	diem	0
,	,	,	,	,	0
charge	charge	vvb	charge	charge	0
after	after	p-acp	after	after	0
14.	14.	crd	14.	14.	0
shillings	shillings	n2	shillings	shilling	0
per	per	fw-la	per	per	0
diem	diem	fw-la	diem	diem	0
.	.	.	.	.	1
In	In	p-acp	In	in	0
all	all	d	all	all	0
which	which	r-crq	which	which	0
aduauncement	aduauncement	n1	advancement	advancement	0
of	of	pp-f	of	of	0
payes	payes	vvz	pays	pay	0
&	&	cc	&	and	0
credit	credit	n1	credit	credit	0
I	I	pns11	I	i	0
did	did	vdd	did	do	0
neuer	neuer	av-x	never	never	0
make	make	vvi	make	make	0
sute	sute	n1	suit	suit	0
nor	nor	ccx	nor	nor	0
require	require	vvi	require	require	0
any	any	d	any	any	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
same	same	d	same	same	0
paies	paies	vvz	pays	pay	0
:	:	:	:	:	0
sauing	sauing	vvg	saving	save	0
my	my	po11	my	my	0
first	first	ord	first	first	0
paye	paye	n1	pay	pay	0
of	of	pp-f	of	of	0
6.	6.	crd	6.	6.	0
pence	pence	n2	pence	penny	0
per	per	fw-la	per	per	0
diem	diem	fw-la	diem	diem	0
:	:	:	:	:	0
but	but	cc-acp	but	but	0
they	they	pns32	they	they	0
were	were	vbdr	were	be	0
all	all	d	all	all	0
bestowed	bestowed	vvn	bestowed	bestow	0
vpon	vpon	p-acp	upon	upon	0
mee	mee	pno11	me	i	0
either	either	av-d	either	either	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
Prince	Prince	n1	Prince	prince	0
,	,	,	,	,	0
or	or	cc	or	or	0
by	by	p-acp	by	by	0
those	those	d	those	those	0
who	who	r-crq	who	who	0
had	had	vhd	had	have	0
the	the	dt	the	the	0
next	next	ord	next	next	0
place	place	n1	place	place	0
:	:	:	:	:	0
without	without	p-acp	without	without	0
sute	sute	n1	suit	suit	0
either	either	av-d	either	either	0
of	of	pp-f	of	of	0
myselfe	myselfe	px11	myself	myself	0
or	or	cc	or	or	0
of	of	pp-f	of	of	0
any	any	d	any	any	0
other	other	n-jn	other	other	0
in	in	p-acp	in	in	0
my	my	po11	my	my	0
behalf	behalf	n1	behalf	behalf	0
:	:	:	:	:	0
my	my	po11	my	my	0
entertainment	entertainment	n1	entertainment	entertainment	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
French	French	jp	French	french	0
Kings	Kings	ng1	Kings	king	0
seruice	seruice	n1	service	service	0
was	was	vbds	was	be	0
such	such	d	such	such	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
none	none	pix	none	none	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
nation	nation	n1	nation	nation	0
for	for	p-acp	for	for	0
a	a	dt	a	a	0
footman	footman	n1	footman	footman	0
euer	euer	av	ever	ever	0
had	had	vhd	had	have	0
,	,	,	,	,	0
only	only	j	only	only	0
captain	captain	n1	captain	captain	0
Lampton	Lampton	np1	Lampton	Lampton	0
excepted	excepted	vvn	excepted	except	0
:	:	:	:	:	0
who	who	r-crq	who	who	0
after	after	c-acp	after	after	0
hee	hee	pns31	he	he	0
was	was	vbds	was	be	0
discharged	discharged	vvn	discharged	discharge	0
from	from	p-acp	from	from	0
his	his	po31	his	his	0
band	band	n1	band	band	0
of	of	pp-f	of	of	0
footmen	footmen	n2	footmen	footman	0
,	,	,	,	,	0
became	became	vvd	became	become	0
a	a	dt	a	a	0
priuat	priuat	j	private	private	0
Souldier	Souldier	n1	Soldier	soldier	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
foote	foote	n1	foot	foot	0
bands	bands	n2	bans	band	0
of	of	pp-f	of	of	0
Fraunce	Fraunce	np1	Fraunce	France	0
,	,	,	,	,	0
and	and	cc	and	and	0
had	had	vhd	had	have	0
great	great	j	great	great	0
allowance	allowance	n1	allowance	allowance	0
for	for	p-acp	for	for	0
his	his	po31	his	his	0
owne	owne	d	own	own	0
person	person	n1	person	person	0
and	and	cc	and	and	0
seruants	seruants	n2	servants	servant	0
.	.	.	.	.	1
I	I	pns11	I	i	0
haue	haue	vhb	have	have	0
been	been	vbn	been	be	0
offered	offered	vvn	offered	offer	0
in	in	p-acp	in	in	0
Fraunce	Fraunce	np1	Fraunce	France	0
better	better	jc	better	better	0
pay	pay	n1	pay	pay	0
and	and	cc	and	and	0
greater	greater	jc	greater	great	0
aduauncement	aduauncement	n1	advancement	advancement	0
then	then	cs	then	than	0
euer	euer	av	ever	ever	0
I	I	pns11	I	i	0
had	had	vhd	had	have	0
or	or	cc	or	or	0
desired	desired	vvn	desired	desire	0
.	.	.	.	.	1
I	I	pns11	I	i	0
was	was	vbds	was	be	0
promised	promised	vvn	promised	promise	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
King	King	n1	King	king	0
of	of	pp-f	of	of	0
Spaine	Spaine	np1	Spaine	Spain	0
to	to	pc-acp	to	to	0
haue	haue	vhi	have	have	0
a	a	dt	a	a	0
penci	penci	fw-la	penci	penci	0
∣	∣	sy	∣	∣	0
on	on	pi	on	one	0
of	of	pp-f	of	of	0
200.	200.	crd	200.	200.	1
Crownes	Crownes	ng1	Crowns	crown	0
by	by	p-acp	by	by	0
yeere	yeere	n1	year	year	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
paide	paide	vvn	paid	pay	0
vnto	vnto	p-acp	unto	unto	0
me	me	pno11	me	i	0
in	in	p-acp	in	in	0
Eng	Eng	np1	Eng	Eng	0
∣	∣	sy	∣	∣	0
land	land	n1	land	land	0
for	for	p-acp	for	for	0
my	my	po11	my	my	0
seruice	seruice	n1	service	service	0
doone	doone	vdn	done	do	0
vnto	vnto	p-acp	unto	unto	0
him	him	pno31	him	he	0
at	at	p-acp	at	at	0
St.	St.	n1	St.	saint	1
Quintins	Quintins	npg1	Quintins	Quintin	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
before	before	c-acp	before	before	0
I	I	pns11	I	i	0
could	could	vmd	could	can	0
come	come	vvi	come	come	0
from	from	p-acp	from	from	0
whence	whence	c-crq	whence	whence	0
I	I	pns11	I	i	0
was	was	vbds	was	be	0
prisoner	prisoner	n1	prisoner	prisoner	0
,	,	,	,	,	0
his	his	po31	his	his	0
Queen	Queen	n1	Queen	queen	0
was	was	vbds	was	be	0
dead	dead	j	dead	dead	0
,	,	,	,	,	0
and	and	cc	and	and	0
hee	hee	pns31	he	he	0
againe	againe	av	again	again	0
married	married	vvn	married	marry	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
French	French	jp	French	french	0
Kinges	Kinges	ng1	Kings	king	0
Daughter	Daughter	n1	Daughter	daughter	0
,	,	,	,	,	0
and	and	cc	and	and	0
at	at	p-acp	at	at	0
my	my	po11	my	my	0
return	return	n1	return	return	0
from	from	p-acp	from	from	0
my	my	po11	my	my	0
troubles	troubles	n2	troubles	trouble	0
in	in	p-acp	in	in	0
Fraunce	Fraunce	np1	Fraunce	France	0
,	,	,	,	,	0
I	I	pns11	I	i	0
was	was	vbds	was	be	0
answered	answered	vvn	answered	answer	0
that	that	cst	that	that	0
the	the	dt	the	the	0
King	King	n1	King	king	0
was	was	vbds	was	be	0
gone	gone	vvn	gone	go	0
who	who	r-crq	who	who	0
did	did	vdd	did	do	0
promise	promise	vvi	promise	promise	0
the	the	dt	the	the	0
said	said	j-vvn	said	say	0
pencion	pencion	n1	pension	pension	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
Queene	Queene	n1	Queen	queen	0
was	was	vbds	was	be	0
dead	dead	j	dead	dead	0
,	,	,	,	,	0
wherefore	wherefore	c-crq	wherefore	wherefore	0
the	the	dt	the	the	0
promise	promise	n1	promise	promise	0
was	was	vbds	was	be	0
not	not	xx	not	not	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
perfourmed	perfourmed	vvn	performed	perform	0
,	,	,	,	,	0
I	I	pns11	I	i	0
required	required	vvd	required	require	0
letters	letters	n2	letters	letter	0
into	into	p-acp	into	into	0
Spaine	Spaine	np1	Spaine	Spain	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
King	King	n1	King	king	0
,	,	,	,	,	0
I	I	pns11	I	i	0
was	was	vbds	was	be	0
answered	answered	vvn	answered	answer	0
that	that	cst	that	that	0
it	it	pn31	it	it	0
was	was	vbds	was	be	0
no	no	dx	no	no	0
time	time	n1	time	time	0
as	as	c-acp	as	as	0
then	then	av	then	then	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
when	when	q-crq	when	when	0
time	time	n1	time	time	0
serued	serued	vvd	served	serve	0
I	I	pns11	I	i	0
should	should	vmd	should	shall	0
haue	haue	vhi	have	have	0
letters	letters	n2	letters	letter	0
of	of	pp-f	of	of	0
Serti	Serti	np1	Serti	Serti	0
∣	∣	sy	∣	∣	0
ficate	ficate	n1	ficate	ficate	0
,	,	,	,	,	0
and	and	cc	and	and	0
so	so	av	so	so	0
the	the	dt	the	the	0
cause	cause	n1	cause	cause	0
grue	grue	vvb	grue	grue	0
worse	worse	av-jc	worse	worse	0
then	then	cs	then	than	0
before	before	a-acp	before	before	0
,	,	,	,	,	0
and	and	cc	and	and	0
so	so	av	so	so	0
as	as	c-acp	as	as	0
yet	yet	av	yet	yet	0
I	I	pns11	I	i	0
had	had	vhd	had	have	0
nothing	nothing	pix	nothing	nothing	0
.	.	.	.	.	1
This	This	d	This	this	0
haue	haue	vhb	have	have	0
I	I	pns11	I	i	0
set	set	vvn	set	set	0
down	down	a-acp	down	down	0
to	to	pc-acp	to	to	0
th'end	th'end	dt|n1	th'end	the|end	0
,	,	,	,	,	0
that	that	cst	that	that	0
those	those	d	those	those	0
who	who	r-crq	who	who	0
doo	doo	vdb	do	do	0
not	not	xx	not	not	0
knowe	knowe	vvi	know	know	0
me	me	pno11	me	i	0
may	may	n1	may	may	0
the	the	dt	the	the	0
better	better	av-jc	better	better	0
vnderstand	vnderstand	vvi	understand	understand	0
,	,	,	,	,	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
doo	doo	vdi	do	do	0
not	not	xx	not	not	0
write	write	vvi	write	write	0
or	or	cc	or	or	0
speake	speake	vvi	speak	speak	0
by	by	p-acp	by	by	0
reading	reading	vvg	reading	read	0
or	or	cc	or	or	0
heare-say	heare-say	n1	hearsay	hearsay	0
but	but	cc-acp	but	but	0
by	by	p-acp	by	by	0
ex	ex	fw-la	ex	ex	0
∣	∣	sy	∣	∣	0
perience	perience	n1	perience	perience	0
only	only	j	only	only	0
.	.	.	.	.	1
Wherfore	Wherfore	c-crq	Wherefore	wherefore	0
I	I	pns11	I	i	0
doo	doo	vdi	do	do	0
hartely	hartely	av-j	heartily	hearty	0
wish	wish	vvi	wish	wish	0
that	that	cst	that	that	0
we	we	pns12	we	we	0
may	may	vmb	may	may	0
growe	growe	vvi	grow	grow	0
all	all	d	all	all	0
to	to	p-acp	to	to	0
one	one	crd	one	one	0
perfect	perfect	j	perfect	perfect	0
knowledge	knowledge	n1	knowledge	knowledge	0
without	without	p-acp	without	without	0
contending	contending	vvg	contending	contend	0
in	in	p-acp	in	in	0
any	any	d	any	any	0
point	point	n1	point	point	0
,	,	,	,	,	0
so	so	av	so	so	0
far	far	av-j	far	far	0
differing	differing	vvg	differing	differ	0
from	from	p-acp	from	from	0
all	all	d	all	all	0
true	true	j	true	true	0
knowledge	knowledge	n1	knowledge	knowledge	0
and	and	cc	and	and	0
experience	experience	n1	experience	experience	0
:	:	:	:	:	0
and	and	cc	and	and	0
let	let	vvb	let	let	0
the	the	dt	the	the	0
times	times	n2	times	time	0
past	past	j	past	past	0
,	,	,	,	,	0
rest	rest	n1	rest	rest	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
such	such	d	such	such	0
weapons	weapons	n2	weapons	weapon	0
and	and	cc	and	and	0
engines	engines	n2	engines	engine	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
in	in	p-acp	in	in	0
those	those	d	those	those	0
daies	daies	n2	days	day	0
were	were	vbdr	were	be	0
the	the	dt	the	the	0
best	best	js	best	best	0
,	,	,	,	,	0
and	and	cc	and	and	0
yet	yet	av	yet	yet	0
but	but	p-acp	but	but	0
trifles	trifles	n2	trifles	trifle	0
in	in	p-acp	in	in	0
respect	respect	n1	respect	respect	0
of	of	pp-f	of	of	0
things	things	n2	things	thing	0
now	now	av	now	now	0
in	in	p-acp	in	in	0
vse	vse	n1	use	use	0
:	:	:	:	:	0
As	As	c-acp	As	as	0
for	for	p-acp	for	for	0
example	example	n1	example	example	0
,	,	,	,	,	0
was	was	vbds	was	be	0
not	not	xx	not	not	0
our	our	po12	our	our	0
olde	olde	j	old	old	0
Ca	Ca	zz	Ca	ca	0
∣	∣	sy	∣	∣	0
stles	stles	j	stles	stles	0
and	and	cc	and	and	0
Towers	Towers	n2	Towers	tower	0
,	,	,	,	,	0
sufficient	sufficient	j	sufficient	sufficient	0
to	to	pc-acp	to	to	0
defend	defend	vvi	defend	defend	0
against	against	p-acp	against	against	0
all	all	d	all	all	0
Rams	Rams	n2	Rams	ram	0
and	and	cc	and	and	0
engins	engins	n2	engines	engine	0
in	in	p-acp	in	in	0
those	those	d	those	those	0
daies	daies	n2	days	day	0
vsed	vsed	vvd	used	use	0
:	:	:	:	:	0
wheras	wheras	cs	whereas	whereas	0
in	in	p-acp	in	in	0
these	these	d	these	these	0
times	times	n2	times	time	0
there	there	a-acp	there	there	0
is	is	vbz	is	be	0
hardly	hardly	av	hardly	hardly	0
any	any	d	any	any	0
deuice	deuice	n1	device	device	0
of	of	pp-f	of	of	0
fortification	fortification	n1	fortification	fortification	0
will	will	vmb	will	will	0
serue	serue	vvi	serve	serve	0
against	against	p-acp	against	against	0
the	the	dt	the	the	0
force	force	n1	force	force	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Cannons	Cannons	n2	Cannons	cannon	0
?	?	?	?	?	1
Was	Was	vbds	Was	be	0
not	not	xx	not	not	0
that	that	d	that	that	0
famous	famous	j	famous	famous	0
King	King	n1	King	king	0
,	,	,	,	,	0
Edward	Edward	np1	Edward	Edward	0
the	the	dt	the	the	0
third	third	ord	third	three	0
,	,	,	,	,	0
constrained	constrained	vvn	constrained	constrain	0
