THough	THough	cs	THough	though	0
ment	ment	fw-la	ment	ment	0
,	,	,	,	,	0
then	then	av	then	then	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
greatest	greatest	js	greatest	great	0
obliquity	obliquity	n1	obliquity	obliquity	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
Will	Will	n1	Will	will	0
,	,	,	,	,	0
I	I	pns11	I	i	0
might	might	vmd	might	may	0
indeed	indeed	av	indeed	indeed	0
have	have	vhi	have	have	0
been	been	vbn	been	be	0
forward	forward	av-j	forward	forward	0
on	on	p-acp	on	on	0
such	such	d	such	such	0
a	a	dt	a	a	0
Subject	Subject	j-jn	Subject	subject	0
.	.	.	.	.	1
But	But	cc-acp	But	but	0
because	because	c-acp	because	because	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
seriously	seriously	av-j	seriously	serious	0
observed	observed	vvn	observed	observe	0
,	,	,	,	,	0
that	that	cst	that	that	0
whilest	whilest	cs	whilst	while	0
men	men	n2	men	man	0
scamble	scamble	vvi	scamble	scamble	0
too	too	av	too	too	0
eagerly	eagerly	av-j	eagerly	eager	0
after	after	c-acp	after	after	0
the	the	dt	the	the	0
Truth	Truth	n1	Truth	truth	0
of	of	pp-f	of	of	0
Religion	Religion	n1	Religion	religion	0
,	,	,	,	,	0
they	they	pns32	they	they	0
(	(	(	(	(	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
heat	heat	n1	heat	heat	0
of	of	pp-f	of	of	0
Contention	Contention	n1	Contention	contention	0
)	)	)	)	)	0
do	do	vdb	do	do	0
lose	lose	vvi	loose	lose	0
the	the	dt	the	the	0
practise	practise	n1	practice	practice	0
of	of	pp-f	of	of	0
it	it	pn31	it	it	0
,	,	,	,	,	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
passed	passed	vvn	passed	pass	0
the	the	dt	the	the	0
hardest	hardest	js	hardest	hard	0
censure	censure	n1	censure	censure	0
upon	upon	p-acp	upon	upon	0
my	my	po11	my	my	0
present	present	j	present	present	0
necessity	necessity	n1	necessity	necessity	0
,	,	,	,	,	0
and	and	cc	and	and	0
have	have	vhb	have	have	0
been	been	vbn	been	be	0
(	(	(	(	(	0
hitherto	hitherto	av	hitherto	hitherto	0
)	)	)	)	)	0
the	the	dt	the	the	0
unkindest	unkindest	js	unkindest	unkind	0
man	man	n1	man	man	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
world	world	n1	world	world	0
to	to	p-acp	to	to	0
mine	mine	po11	mine	my	0
own	own	d	own	own	0
Publication	Publication	n1	Publication	publication	0
.	.	.	.	.	1
But	But	p-acp	But	but	0
you	you	pn22	you	you	0
(	(	(	(	(	0
Sir	Sir	n1	Sir	sir	0
)	)	)	)	)	0
are	are	vbr	are	be	0
to	to	pc-acp	to	to	0
thank	thank	vvi	thank	thank	0
me	me	pno11	me	i	0
for	for	p-acp	for	for	0
my	my	po11	my	my	0
misfortune	misfortune	n1	misfortune	misfortune	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
submission	submission	n1	submission	submission	0
to	to	p-acp	to	to	0
whose	whose	rg-crq	whose	who	0
Judgement	Judgement	n1	Judgement	judgement	0
,	,	,	,	,	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
offered	offered	vvn	offered	offer	0
violence	violence	n1	violence	violence	0
to	to	p-acp	to	to	0
mine	mine	po11	mine	my	0
own	own	d	own	own	0
.	.	.	.	.	1
I	I	pns11	I	i	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
a	a	dt	a	a	0
stranger	stranger	n1	stranger	stranger	0
to	to	p-acp	to	to	0
my	my	po11	my	my	0
self	self	n1	self	self	0
through	through	p-acp	through	through	0
the	the	dt	the	the	0
deceitfulnesse	deceitfulnesse	n1	deceitfulness	deceitfulness	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
Heart	Heart	n1	Heart	heart	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
if	if	cs	if	if	0
my	my	po11	my	my	0
Heart	Heart	n1	Heart	heart	0
doth	doth	vdz	does	do	0
not	not	xx	not	not	0
deceive	deceive	vvi	deceive	deceive	0
me	me	pno11	me	i	0
,	,	,	,	,	0
no	no	dx	no	no	0
man	man	n1	man	man	0
living	living	n1	living	living	0
hath	hath	vhz	hath	have	0
gone	gone	vvn	gone	go	0
to	to	p-acp	to	to	0
Presse	Presse	vvb	Press	press	0
with	with	p-acp	with	with	0
greater	greater	jc	greater	great	0
vanity	vanity	n1	vanity	vanity	0
,	,	,	,	,	0
then	then	cs	then	than	0
I	I	pns11	I	i	0
go	go	vvb	go	go	0
now	now	av	now	now	0
with	with	p-acp	with	with	0
self-de	self-de	j	self-de	self-de	0
∣	∣	sy	∣	∣	0
nial	nial	n1	nial	nial	0
.	.	.	.	.	1
I	I	pns11	I	i	0
am	am	vbm	am	be	0
sure	sure	j	sure	sure	0
my	my	po11	my	my	0
aversenesse	aversenesse	n1	averseness	averseness	0
to	to	p-acp	to	to	0
this	this	d	this	this	0
publication	publication	n1	publication	publication	0
hath	hath	vhz	hath	have	0
extorted	extorted	j-vvn	extorted	extort	0
from	from	p-acp	from	from	0
me	me	pno11	me	i	0
an	an	dt	and	a	0
unproportionable	unproportionable	j	unproportionable	unproportionable	0
length	length	n1	length	length	0
both	both	av-d	both	both	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
my	my	po11	my	my	0
Letter	Letter	n1	Letter	letter	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
self	self	n1	self	self	0
,	,	,	,	,	0
and	and	cc	and	and	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
Paraenesis	Paraenesis	n1	Paraenesis	paraenesis	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Reader	Reader	n1	Reader	reader	0
;	;	;	;	;	0
which	which	r-crq	which	which	0
makes	makes	vvz	makes	make	0
a	a	dt	a	a	0
Portal	Portal	n1	Portal	portal	0
too	too	av	too	too	0
large	large	j	large	large	0
for	for	c-acp	for	for	0
the	the	dt	the	the	0
littlenesse	littlenesse	n1	littleness	littleness	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Cottage	Cottage	n1	Cottage	cottage	0
to	to	p-acp	to	to	0
which	which	r-crq	which	which	0
it	it	pn31	it	it	0
leads	leads	vvz	leads	lead	0
.	.	.	.	.	1
Which	Which	r-crq	Which	which	0
as	as	c-acp	as	as	0
I	I	pns11	I	i	0
first	first	ord	first	first	0
sub	sub	fw-la	sub	sub	0
∣	∣	sy	∣	∣	0
mitted	mitted	vvn	mitted	mit	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
Judgement	Judgement	n1	Judgement	judgement	0
,	,	,	,	,	0
so	so	av	so	so	0
must	must	vmb	must	must	0
I	I	pns11	I	i	0
now	now	av	now	now	0
commit	commit	vvi	commit	commit	0
it	it	pn31	it	it	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
disposal	disposal	n1	disposal	disposal	0
,	,	,	,	,	0
and	and	cc	and	and	0
withal	withal	av	withal	withal	0
commend	commend	vvb	commend	commend	0
it	it	pn31	it	it	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
Protection	Protection	n1	Protection	protection	0
.	.	.	.	.	1
I	I	pns11	I	i	0
say	say	vvb	say	say	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
Protection	Protection	n1	Protection	protection	0
,	,	,	,	,	0
because	because	c-acp	because	because	0
(	(	(	(	(	0
whilest	whilest	cs	whilst	while	0
the	the	dt	the	the	0
Presse	Presse	vvb	Press	press	0
is	is	vbz	is	be	0
so	so	av	so	so	0
prosti	prosti	n1	prosti	prosti	0
∣	∣	sy	∣	∣	0
tuted	tuted	vvn	tuted	tute	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
Age	Age	n1	Age	age	0
so	so	av	so	so	0
prurient	prurient	j-jn	prurient	prurient	0
)	)	)	)	)	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
not	not	xx	not	not	0
likely	likely	j	likely	likely	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
the	the	dt	the	the	0
safer	safer	jc	safer	safe	0
for	for	p-acp	for	for	0
being	being	vbg	being	be	0
innocent	innocent	j-jn	innocent	innocent	0
.	.	.	.	.	1
It	It	pn31	It	it	0
was	was	vbds	was	be	0
not	not	xx	not	not	0
the	the	dt	the	the	0
modesty	modesty	n1	modesty	modesty	0
of	of	pp-f	of	of	0
Su	Su	n1	Sum	sum	0
∣	∣	sy	∣	∣	0
sanna	sanna	n1	sanna	sanna	0
that	that	cst	that	that	0
was	was	vbds	was	be	0
able	able	j	able	able	0
to	to	pc-acp	to	to	0
secure	secure	vvi	secure	secure	0
her	her	pno31	her	she	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
Indictment	Indictment	n1	Indictment	indictment	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Elders	Elders	n2-jn	Elders	elder	0
;	;	;	;	;	0
and	and	cc	and	and	0
'twas	'twas	pn31|vbds	'twas	it|be	0
the	the	dt	the	the	0
innocence	innocence	n1	innocence	innocence	0
of	of	pp-f	of	of	0
Joseph	Joseph	np1	Joseph	Joseph	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
made	made	vvd	made	make	0
his	his	po31	his	his	0
Mistresse	Mistresse	n1	Mistress	mistress	0
pronounce	pronounce	vvi	pronounce	pronounce	0
him	him	pno31	him	he	0
guilty	guilty	j	guilty	guilty	0
.	.	.	.	.	1
But	But	cc-acp	But	but	0
had	had	vhd	had	have	0
I	I	pns11	I	i	0
ima	ima	n1	ima	ima	0
∣	∣	sy	∣	∣	0
gined	gined	j	gined	gined	0
(	(	(	(	(	0
as	as	c-acp	as	as	0
I	I	pns11	I	i	0
did	did	vdd	did	do	0
not	not	xx	not	not	0
)	)	)	)	)	0
that	that	cst	that	that	0
my	my	po11	my	my	0
private	private	j	private	private	0
Notes	Notes	n2	Notes	note	0
would	would	vmd	would	will	0
have	have	vhi	have	have	0
been	been	vbn	been	be	0
so	so	av	so	so	0
vitiated	vitiated	j-vvn	vitiated	vitiate	0
and	and	cc	and	and	0
exposed	exposed	vvn	exposed	expose	0
,	,	,	,	,	0
when	when	c-crq	when	when	0
I	I	pns11	I	i	0
deliver'd	deliver'd	vvd	delivered	deliver	0
them	them	pno32	them	they	0
as	as	p-acp	as	as	0
whispers	whispers	n2	whispers	whisper	0
into	into	p-acp	into	into	0
one	one	crd	one	one	0
man's	man's	ng1	man's	man	0
Ear	Ear	n1	Ear	ear	0
,	,	,	,	,	0
I	I	pns11	I	i	0
would	would	vmd	would	will	0
infallibly	infallibly	av-j	infallibly	infallible	0
have	have	vhi	have	have	0
us'd	us'd	vvn	used	use	0
them	them	pno32	them	they	0
as	as	p-acp	as	as	0
Virginius	Virginius	np1	Virginius	Virginius	0
did	did	vdd	did	do	0
his	his	po31	his	his	0
vertuous	vertuous	j	virtuous	virtuous	0
Daughter	Daughter	n1	Daughter	daughter	0
;	;	;	;	;	0
that	that	cst	that	that	0
at	at	p-acp	at	at	0
least	least	av-ds	least	least	0
they	they	pns32	they	they	0
might	might	vmd	might	may	0
have	have	vhi	have	have	0
gone	gone	vvn	gone	go	0
unpolluted	unpolluted	j	unpolluted	unpolluted	0
out	out	av	out	out	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
world	world	n1	world	world	0
.	.	.	.	.	1
But	But	cc-acp	But	but	0
since	since	c-acp	since	since	0
they	they	pns32	they	they	0
are	are	vbr	are	be	0
unhappily	unhappily	av-j	unhappily	unhappy	0
condemn'd	condemn'd	vvn	condemned	condemn	0
to	to	pc-acp	to	to	0
live	live	vvi	live	live	0
in	in	p-acp	in	in	0
spight	spight	n1	spite	spite	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
my	my	po11	my	my	0
endevours	endevours	n2	endeavours	endeavour	0
to	to	pc-acp	to	to	0
have	have	vhi	have	have	0
supprest	supprest	vvn	suppressed	suppress	0
them	them	pno32	them	they	0
,	,	,	,	,	0
(	(	(	(	(	0
Pro	Pro	fw-la	Pro	pro	0
suppli	suppli	vvn	suppli	suppli	0
∣	∣	sy	∣	∣	0
cio	cio	crd	cio	cio	0
est	est	fw-la	est	est	0
,	,	,	,	,	0
non	non	fw-fr	non	non	0
potuisse	potuisse	fw-fr	potuisse	potuisse	0
mori	mori	fw-la	mori	mori	0
,	,	,	,	,	0
)	)	)	)	)	0
and	and	cc	and	and	0
that	that	cst	that	that	0
you	you	pn22	you	you	0
will	will	vmb	will	will	0
have	have	vhi	have	have	0
them	them	pno32	them	they	0
rather	rather	av-c	rather	rather	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
shew'd	shew'd	vvn	showed	show	0
by	by	p-acp	by	by	0
me	me	pno11	me	i	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
their	their	po32	their	their	0
natural	natural	j	natural	natural	0
shape	shape	n1	shape	shape	0
,	,	,	,	,	0
then	then	av	then	then	0
by	by	p-acp	by	by	0
any	any	d	any	any	0
strange	strange	j	strange	strange	0
man	man	n1	man	man	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
any	any	d	any	any	0
uncharitable	uncharitable	j	uncharitable	uncharitable	0
disguise	disguise	n1	disguise	disguise	0
;	;	;	;	;	0
I	I	pns11	I	i	0
hope	hope	vvb	hope	hope	0
that	that	cst	that	that	0
you	you	pn22	you	you	0
will	will	vmb	will	will	0
secure	secure	vvi	secure	secure	0
me	me	pno11	me	i	0
from	from	p-acp	from	from	0
farther	farther	jc	farther	far	0
trouble	trouble	n1	trouble	trouble	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
undertaking	undertaking	vvg	undertaking	undertake	0
its	its	po31	its	its	0
vindication	vindication	n1	vindication	vindication	0
against	against	p-acp	against	against	0
any	any	d	any	any	0
pragmatick	pragmatick	n-jn	pragmatic	pragmatic	0
person	person	n1	person	person	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
shall	shall	vmb	shall	shall	0
pos	pos	fw-fr	pos	pos	0
∣	∣	sy	∣	∣	0
sibly	sibly	av-j	sibly	sible	0
abuse	abuse	vvb	abuse	abuse	0
either	either	d	either	either	0
them	them	pno32	them	they	0
,	,	,	,	,	0
or	or	cc	or	or	0
me	me	pno11	me	i	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
the	the	dt	the	the	0
temptation	temptation	n1	temptation	temptation	0
must	must	vmb	must	must	0
be	be	vbi	be	be	0
greater	greater	jc	greater	great	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
necessity	necessity	n1	necessity	necessity	0
more	more	av-dc	more	more	0
urgent	urgent	j	urgent	urgent	0
then	then	cs	then	than	0
I	I	pns11	I	i	0
hope	hope	vvb	hope	hope	0
it	it	pn31	it	it	0
will	will	vmb	will	will	0
be	be	vbi	be	be	0
,	,	,	,	,	0
if	if	cs	if	if	0
I	I	pns11	I	i	0
draw	draw	vvb	draw	draw	0
at	at	p-acp	at	at	0
either	either	d	either	either	0
end	end	n1	end	end	0
of	of	pp-f	of	of	0
the	the	pno32	thee	they	0
Saw	Saw	vvd	Saw	see	0
of	of	pp-f	of	of	0
strife	strife	n1	strife	strife	0
.	.	.	.	.	1
But	But	p-acp	But	but	0
you	you	pn22	you	you	0
have	have	vhb	have	have	0
leisure	leisure	n1	leisure	leisure	0
as	as	c-acp	as	as	0
well	well	av	well	well	0
as	as	c-acp	as	as	0
skill	skill	n1	skill	skill	0
;	;	;	;	;	0
and	and	cc	and	and	0
you	you	pn22	you	you	0
are	are	vbr	are	be	0
able	able	j	able	able	0
to	to	pc-acp	to	to	0
forget	forget	vvi	forget	forget	0
your	your	po22	your	your	0
rank	rank	n1	rank	rank	0
and	and	cc	and	and	0
Quality	Quality	n1	Quality	quality	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
favour	favour	n1	favour	favour	0
to	to	p-acp	to	to	0
him	him	pno31	him	he	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
does	does	vdz	does	do	0
honour	honour	vvi	honour	honour	0
your	your	po22	your	your	0
vertues	vertues	n2	virtues	virtue	0
and	and	cc	and	and	0
Erudition	Erudition	n1	Erudition	erudition	0
,	,	,	,	,	0
above	above	p-acp	above	above	0
your	your	po22	your	your	0
Fortune	Fortune	n1	Fortune	fortune	0
and	and	cc	and	and	0
your	your	po22	your	your	0
Bloud	Bloud	n1	Blood	blood	0
.	.	.	.	.	1
And	And	cc	And	and	0
who	who	q-crq	who	who	0
is	is	vbz	is	be	0
not	not	xx	not	not	0
more	more	dc	more	more	0
by	by	p-acp	by	by	0
obligati	obligati	n1	obligati	obligati	0
∣	∣	sy	∣	∣	0
on	on	p-acp	on	on	0
of	of	pp-f	of	of	0
Duty	Duty	n1	Duty	duty	0
,	,	,	,	,	0
then	then	av	then	then	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
peculiar	peculiar	j	peculiar	peculiar	0
inclinations	inclinations	n2	inclinations	inclination	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
Soul	Soul	n1	Soul	soul	0
,	,	,	,	,	0
Sir	Sir	n1	Sir	sir	0
,	,	,	,	,	1
