IT's	IT's	pn31|vbz	IT's	it|be	0
Chaldeans	Chaldeans	njp2	Chaldeans	chaldean	0
,	,	,	,	,	0
and	and	cc	and	and	0
once	once	a-acp	once	once	0
more	more	av-dc	more	more	0
they	they	pns32	they	they	0
came	came	vvd	came	come	0
,	,	,	,	,	0
Egyptian	Egyptian	jp	Egyptian	egyptian	0
,	,	,	,	,	0
Ptolomey	Ptolomey	np1	Ptolomey	Ptolomey	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
them	them	pno32	them	they	0
overcame	overcame	vvd	overcame	overcome	0
;	;	;	;	;	0
Then	Then	av	Then	then	0
Pompey	Pompey	np1	Pompey	Pompey	0
next	next	ord	next	next	0
King	King	n1	King	king	0
,	,	,	,	,	0
Herod	Herod	np1	Herod	Herod	0
last	last	ord	last	last	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
,	,	,	,	,	0
Vespasian	Vespasian	np1	Vespasian	Vespasian	0
was	was	vbds	was	be	0
their	their	po32	their	their	0
universal	universal	j	universal	universal	0
fall	fall	n1	fallen	fall	0
,	,	,	,	,	0
As	As	c-acp	As	as	0
in	in	p-acp	in	in	0
Assyria	Assyria	np1	Assyria	Assyria	0
Monarchie	Monarchie	n1	Monarchy	monarchy	0
began	began	vvd	began	begin	0
,	,	,	,	,	0
They	They	pns32	They	they	0
lost	lost	vvd	lost	lose	0
it	it	pn31	it	it	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
warlike	warlike	j	warlike	warlike	0
Persian	Persian	jp	Persian	persian	0
,	,	,	,	,	0
Of	Of	pp-f	Of	of	0
Nimrods	Nimrods	npg1	Nimrods	nimrods	0
race	race	n1	raze	race	0
a	a	dt	a	a	0
race	race	n1	raze	race	0
of	of	pp-f	of	of	0
Kings	Kings	n2	Kings	king	0
descended	descended	vvn	descended	descend	0
,	,	,	,	,	0
Till	Till	c-acp	Till	till	0
in	in	p-acp	in	in	0
Astiages	Astiages	n2	Astiages	astiage	0
his	his	po31	his	his	0
stock	stock	n1	stock	stock	0
was	was	vbds	was	be	0
ended	ended	vvn	ended	end	0
,	,	,	,	,	0
For	For	c-acp	For	for	0
Cyrus	Cyrus	np1	Cyrus	Cyrus	0
into	into	p-acp	into	into	0
Persia	Persia	np1	Persia	Persia	0
did	did	vdd	did	do	0
translate	translate	vvi	translate	translate	0
,	,	,	,	,	0
The	The	dt	The	the	0
Assyrian	Assyrian	jp	Assyrian	assyrian	0
Soveraign	Soveraign	n-jn	Sovereign	sovereign	0
Monarchizing	Monarchizing	vvg	Monarchizing	monarchize	0
State	State	n1	State	state	0
;	;	;	;	;	0
Then	Then	av	Then	then	0
after	after	p-acp	after	after	0
many	many	d	many	many	0
bloody	bloody	j	bloody	bloody	0
bruising	bruising	j-vvg	bruising	bruise	0
Arms	Arms	n2	Arms	arm	0
,	,	,	,	,	0
The	The	dt	The	the	0
Persian	Persian	jp	Persian	persian	0
yielded	yielded	vvd	yielded	yield	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Greeks	Greeks	njpg2	Greeks	greek	0
Alarms	Alarms	n2	Alarms	alarm	0
:	:	:	:	:	0
But	But	cc-acp	But	but	0
smoak-like	smoak-like	j	smoke-like	smoke-like	0
Grecian-glory	Grecian-glory	n1	Grecian-glory	grecian-glory	0
lasted	lasted	vvd	lasted	last	0
not	not	xx	not	not	0
,	,	,	,	,	0
Before	Before	c-acp	Before	before	0
'twas	'twas	pn31|vbds	'twas	it|be	0
ripe	ripe	j	ripe	ripe	0
it	it	pn31	it	it	0
did	did	vdd	did	do	0
untimely	untimely	av-j	untimely	untimely	0
rot	rot	vvi	rot	rot	0
:	:	:	:	:	0
The	The	dt	The	the	0
Worlds	Worlds	ng1	World's	world	0
Commander	Commander	n1	Commander	commander	0
Alexander	Alexander	np1	Alexander	Alexander	0
died	died	vvd	died	die	0
,	,	,	,	,	0
And	And	cc	And	and	0
his	his	po31	his	his	0
Successors	Successors	n2	Successors	successor	0
did	did	vdd	did	do	0
the	the	dt	the	the	0
World	World	n1	World	world	0
divide	divide	vvb	divide	divide	0
,	,	,	,	,	0
From	From	p-acp	From	from	0
one	one	crd	one	one	0
great	great	j	great	great	0
Monarch	Monarch	n1	Monarch	monarch	0
in	in	p-acp	in	in	0
a	a	dt	a	a	0
moment	moment	n1	moment	moment	0
Springs	Springs	vvz	Springs	spring	0
,	,	,	,	,	0
Confusion	Confusion	n1	Confusion	confusion	0
,	,	,	,	,	0
Hydra-like	Hydra-like	j	Hydra-like	hydra-like	0
from	from	p-acp	from	from	0
self-made	self-made	j	self-made	self-made	0
Kings	Kings	n2	Kings	king	0
;	;	;	;	;	0
Till	Till	c-acp	Till	till	0
they	they	pns32	they	they	0
all	all	d	all	all	0
wearied	wearied	vvd	wearied	weary	0
,	,	,	,	,	0
slaughtered	slaughtered	j-vvn	slaughtered	slaughter	0
and	and	cc	and	and	0
forlorn	forlorn	vvn	forlorn	forlese	0
,	,	,	,	,	0
Had	Had	vhd	Had	have	0
all	all	d	all	all	0
the	the	dt	the	the	0
Earth	Earth	n1	Earth	earth	0
dismembred	dismembred	vvn	dismembered	dismember	0
,	,	,	,	,	0
rent	rent	vvn	rend	rend	0
and	and	cc	and	and	0
torn	torn	vvn	torn	tear	0
;	;	;	;	;	0
The	The	dt	The	the	0
Romans	Romans	njp2	Roman	roman	0
took	took	vvd	took	take	0
advantage	advantage	n1	advantage	advantage	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
fall	fall	n1	fallen	fall	0
,	,	,	,	,	0
And	And	cc	And	and	0
over-ran	over-ran	vvd	overran	overrun	0
,	,	,	,	,	0
captiv'd	captiv'd	vvn	captived	captive	0
and	and	cc	and	and	0
conquered	conquered	vvn	conquered	conquer	0
all	all	d	all	all	0
:	:	:	:	:	0
Thus	Thus	av	Thus	thus	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
one	one	crd	one	one	0
Nail	Nail	n1	Nail	nail	0
another	another	j-jn	another	another	0
out	out	av	out	out	0
doth	doth	vdz	does	do	0
drive	drive	vvi	drive	drive	0
,	,	,	,	,	0
The	The	dt	The	the	0
Persians	Persians	njp2	Persians	persian	0
the	the	dt	the	the	0
Assyrians	Assyrians	njp2	Assyrians	assyrian	0
did	did	vdd	did	do	0
deprive	deprive	vvi	deprive	deprive	0
,	,	,	,	,	0
The	The	dt	The	the	0
Grecians	Grecians	njp2	Grecians	grecian	0
then	then	av	then	then	0
the	the	dt	the	the	0
Persian	Persian	jp	Persian	persian	0
pride	pride	n1	pride	pride	0
did	did	vdd	did	do	0
tame	tame	vvi	tame	tame	0
,	,	,	,	,	0
The	The	dt	The	the	0
Romans	Romans	njp2	Roman	roman	0
then	then	av	then	then	0
the	the	dt	the	the	0
Grecians	Grecians	njp2	Grecians	grecian	0
overcame	overcame	vvd	overcame	overcome	0
,	,	,	,	,	0
Whilst	Whilst	cs	While	while	0
like	like	av-j	like	like	0
a	a	dt	a	a	0
Vapour	Vapour	n1	Vapour	vapour	0
all	all	d	all	all	0
the	the	dt	the	the	0
World	World	n1	World	world	0
was	was	vbds	was	be	0
tost	tost	vvn	tossed	toss	0
,	,	,	,	,	0
And	And	cc	And	and	0
Kingdoms	Kingdoms	n2	Kingdoms	kingdom	0
were	were	vbdr	were	be	0
transferr'd	transferr'd	vvd	transferred	transfer	0
from	from	p-acp	from	from	0
Coast	Coast	n1	Coast	coast	0
to	to	p-acp	to	to	0
Coast	Coast	n1	Coast	coast	0
,	,	,	,	,	0
And	And	cc	And	and	0
still	still	av	still	still	0
the	the	dt	the	the	0
Iews	Iews	np2	Iews	Jew	0
in	in	p-acp	in	in	0
scattered	scattered	j-vvn	scattered	scatter	0
multitudes	multitudes	n2	multitudes	multitude	0
,	,	,	,	,	0
Deliv'red	Deliv'red	vvn	Delivered	deliver	0
were	were	vbdr	were	be	0
to	to	p-acp	to	to	0
sundry	sundry	j	sundry	sundry	0
Servitudes	Servitudes	n2	Servitudes	servitude	0
,	,	,	,	,	0
Chang'd	Chang'd	vvn	Changed	change	0
,	,	,	,	,	0
given	given	vvn	given	give	0
,	,	,	,	,	0
bought	bought	vvn	bought	buy	0
,	,	,	,	,	0
and	and	cc	and	and	0
sold	sold	vvn	sold	sell	0
from	from	p-acp	from	from	0
Land	Land	n1	Land	land	0
to	to	p-acp	to	to	0
Land	Land	n1	Land	land	0
,	,	,	,	,	0
Where	Where	c-crq	Where	where	0
they	they	pns32	they	they	0
not	not	xx	not	not	0
understood	understood	vvn	understood	understand	0
nor	nor	ccx	nor	nor	0
understand	understand	vvb	understand	understand	0
,	,	,	,	,	0
To	To	p-acp	To	to	0
every	every	d	every	every	0
Monarchy	Monarchy	n1	Monarchy	monarchy	0
they	they	pns32	they	they	0
were	were	vbdr	were	be	0
made	made	vvn	made	make	0
Slaves	Slaves	n2	Slaves	slave	0
,	,	,	,	,	0
Egypt	Egypt	np1	Egypt	Egypt	0
,	,	,	,	,	0
Aram	Aram	np1	Aram	Aram	0
,	,	,	,	,	0
Chaldea	Chaldea	np1	Chaldea	Chaldea	0
,	,	,	,	,	0
them	them	pno32	them	they	0
out-braves	out-braves	j	outbraves	outbraves	0
,	,	,	,	,	0
Assyria	Assyria	np1	Assyria	Assyria	0
,	,	,	,	,	0
Persia	Persia	np1	Persia	Persia	0
,	,	,	,	,	0
Grecia	Grecia	np1	Grecia	Grecia	0
,	,	,	,	,	0
lastly	lastly	ord	lastly	last	0
Rome	Rome	n1	Room	room	0
,	,	,	,	,	0
Invaded	Invaded	vvd	Invaded	invade	0
them	them	pno32	them	they	0
by	by	p-acp	by	by	0
Heavens	Heavens	n2	Heavens	heaven	0
just	just	j	just	just	0
angry	angry	j	angry	angry	0
doom	doom	n1	doom	doom	0
;	;	;	;	;	0
Four	Four	crd	Four	four	0
Ages	Ages	n2	Ages	age	0
did	did	vdd	did	do	0
the	the	dt	the	the	0
Sons	Sons	n2	Sons	son	0
of	of	pp-f	of	of	0
Heber	Heber	np1	Heber	Heber	0
pass	pass	vvi	pass	pass	0
,	,	,	,	,	0
Before	Before	c-acp	Before	before	0
their	their	po32	their	their	0
final	final	j	final	final	0
Desolation	Desolation	n1	Desolation	desolation	0
was	was	vbds	was	be	0
;	;	;	;	;	0
Their	Their	po32	Their	their	0
first	first	ord	first	first	0
Age	Age	n1	Age	age	0
,	,	,	,	,	0
aged	aged	j-vvn	aged	age	0
Patriarchs	Patriarchs	n2	Patriarchs	patriarch	0
did	did	vdd	did	do	0
guide	guide	vvi	guide	guide	0
,	,	,	,	,	0
The	The	dt	The	the	0
second	second	ord	second	second	0
reverend	reverend	j-jn	reverend	reverend	0
Iudges	Iudges	n2	Judges	judge	0
did	did	vdd	did	do	0
decide	decide	vvi	decide	decide	0
,	,	,	,	,	0
The	The	dt	The	the	0
third	third	ord	third	three	0
by	by	p-acp	by	by	0
Kings	Kings	n2	Kings	king	0
,	,	,	,	,	0
nought	nought	pix	nought	nought	0
,	,	,	,	,	0
good	good	j	good	good	0
,	,	,	,	,	0
bad	bad	j	bad	bad	0
,	,	,	,	,	0
worse	worse	av-jc	worse	worse	0
and	and	cc	and	and	0
worst	worst	js	worst	worst	0
,	,	,	,	,	0
The	The	dt	The	the	0
fourth	fourth	ord	fourth	four	0
by	by	p-acp	by	by	0
Prophets	Prophets	n2	Prophets	prophet	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
them	them	pno32	them	they	0
blest	blest	vvd	blessed	bless	0
or	or	cc	or	or	0
curst	curst	vvn	cursed	curse	0
,	,	,	,	,	0
As	As	c-acp	As	as	0
their	their	po32	their	their	0
dread	dread	n1	dread	dread	0
God	God	np1	God	God	0
commanded	commanded	vvd	commanded	command	0
or	or	cc	or	or	0
forbid	forbid	vvn	forbid	forbid	0
,	,	,	,	,	0
To	To	pc-acp	To	to	0
curse	curse	vvi	curse	curse	0
or	or	cc	or	or	0
bless	bless	vvi	bless	bless	0
,	,	,	,	,	0
even	even	av	even	even	0
so	so	av	so	so	0
the	the	dt	the	the	0
Prophets	Prophets	n2	Prophets	prophet	0
did	did	vdd	did	do	0
.	.	.	.	.	1
Good	Good	j	Good	good	0
Reader	Reader	n1	Reader	reader	0
,	,	,	,	,	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
writ	writ	vvn	writ	write	0
these	these	d	these	these	0
Lines	Lines	n2	Lines	line	0
to	to	pc-acp	to	to	0
let	let	vvi	let	let	0
thee	thee	pno21	thee	thou	0
know	know	vvb	know	know	0
withall	withall	av	withal	withal	0
,	,	,	,	,	0
What	What	q-crq	What	what	0
Desolations	Desolations	n2	Desolations	desolation	0
did	did	vdd	did	do	0
in	in	p-acp	in	in	0
former	former	j	former	former	0
Ages	Ages	n2	Ages	age	0
fall	fall	vvi	fallen	fall	0
,	,	,	,	,	0
And	And	cc	And	and	0
here	here	av	here	here	0
within	within	p-acp	within	within	0
sixscore	sixscore	crd	sixscore	sixscore	0
of	of	pp-f	of	of	0
year	year	n1	year	year	0
,	,	,	,	,	0
By	By	p-acp	By	by	0
many	many	d	many	many	0
Families	Families	n2	Families	family	0
it	it	pn31	it	it	0
doth	doth	vdz	does	do	0
appear	appear	vvi	appear	appear	0
,	,	,	,	,	0
Who	Who	r-crq	Who	who	0
were	were	vbdr	were	be	0
Men	Men	n2	Men	man	0
of	of	pp-f	of	of	0
note	note	n1	note	note	0
,	,	,	,	,	0
and	and	cc	and	and	0
their	their	po32	their	their	0
Substance	Substance	n1	Substance	substance	0
did	did	vdd	did	do	0
abound	abound	vvi	abound	abound	0
,	,	,	,	,	0
Yet	Yet	av	Yet	yet	0
to	to	p-acp	to	to	0
great	great	j	great	great	0
Servitude	Servitude	n1	Servitude	servitude	0
their	their	po32	their	their	0
Children	Children	n2	Children	child	0
came	came	vvd	came	come	0
,	,	,	,	,	0
But	But	cc-acp	But	but	0
yet	yet	av	yet	yet	0
I	I	pns11	I	i	0
think	think	vvb	think	think	0
men	men	n2	men	man	0
should	should	vmd	should	shall	0
not	not	xx	not	not	0
fret	fret	vvi	fret	fret	0
,	,	,	,	,	0
For	For	c-acp	For	for	0
a	a	dt	a	a	0
Suspension	Suspension	n1	Suspension	suspension	0
never	never	av-x	never	never	0
pays	pays	vvz	pays	pay	0
no	no	dx	no	no	0
Debt	Debt	n1	Debt	debt	0
;	;	;	;	;	0
For	For	c-acp	For	for	0
if	if	cs	if	if	0
a	a	dt	a	a	0
man	man	n1	man	man	0
according	according	vvg	according	accord	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Laws	Laws	n2	Laws	law	0
,	,	,	,	,	0
He	He	pns31	He	he	0
be	be	vbb	be	be	0
captivat	captivat	j	captivat	captivat	0
for	for	p-acp	for	for	0
an	an	dt	and	a	0
onerous	onerous	j	onerous	onerous	0
Cause	Cause	n1	Cause	cause	0
,	,	,	,	,	0
And	And	cc	And	and	0
then	then	av	then	then	0
from	from	p-acp	from	from	0
Bondage	Bondage	n1	Bondage	bondage	0
he	he	pns31	he	he	0
again	again	av	again	again	0
return	return	vvi	return	return	0
,	,	,	,	,	0
This	This	d	This	this	0
is	is	vbz	is	be	0
no	no	dx	no	no	0
act	act	n1	act	act	0
of	of	pp-f	of	of	0
Credit	Credit	n1	Credit	credit	0
left	left	vvn	left	leave	0
by	by	p-acp	by	by	0
him	him	pno31	him	he	0
;	;	;	;	;	0
In	In	p-acp	In	in	0
Histories	Histories	n2	Histories	history	0
it's	it's	pn31|vbz	it's	it|be	0
often	often	av	often	often	0
read	read	vvn	read	read	0
,	,	,	,	,	0
That	That	cst	That	that	0
Kings	Kings	n2	Kings	king	0
sons	sons	n2	sons	son	0
have	have	vhb	have	have	0
been	been	vbn	been	be	0
Tradesmen	Tradesmen	n2	Tradesmen	tradesman	0
bred	bred	vvn	bred	breed	0
,	,	,	,	,	0
Crispin	Crispin	np1	Crispin	Crispin	0
and	and	cc	and	and	0
Crispianus	Crispianus	np1	Crispianus	Crispianus	0
the	the	dt	the	the	0
English	English	jp	English	english	0
sing	sing	vvi	sing	sing	0
,	,	,	,	,	0
Was	Was	vbds	Was	be	0
son	son	n1	son	son	0
to	to	p-acp	to	to	0
Braenus	Braenus	np1	Braenus	Braenus	0
the	the	dt	the	the	0
British	British	jp	British	british	0
King	King	n1	King	king	0
,	,	,	,	,	0
Of	Of	pp-f	Of	of	0
such	such	d	such	such	0
a	a	dt	a	a	0
change	change	n1	change	change	0
men	men	n2	men	man	0
they	they	pns32	they	they	0
may	may	vmb	may	may	0
admire	admire	vvi	admire	admire	0
,	,	,	,	,	0
From	From	p-acp	From	from	0
a	a	dt	a	a	0
Crown	Crown	n1	Crown	crown	0
to	to	pc-acp	to	to	0
become	become	vvi	become	become	0
a	a	dt	a	a	0
Cordiner	Cordiner	n1	Cordiner	cordiner	0
,	,	,	,	,	0
If	If	cs	If	if	0
his	his	po31	his	his	0
Sons	Sons	ng1	Sons	son	0
son	son	n1	son	son	0
did	did	vdd	did	do	0
live	live	vvi	live	live	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
a	a	dt	a	a	0
man	man	n1	man	man	0
,	,	,	,	,	0
And	And	cc	And	and	0
if	if	cs	if	if	0
that	that	cst	that	that	0
he	he	pns31	he	he	0
did	did	vdd	did	do	0
rightly	rightly	av-jn	rightly	right	0
play	play	vvi	play	play	0
his	his	po31	his	his	0
Game	Game	n1	Game	game	0
,	,	,	,	,	0
Durst	Durst	vvd	Durst	dare	0
any	any	d	any	any	0
Poultry	Poultry	n1	Poultry	poultry	0
Pismee	Pismee	np1	Pismee	Pismee	0
call	call	vvb	call	call	0
him	him	pno31	him	he	0
down	down	a-acp	down	down	0
,	,	,	,	,	0
By	By	p-acp	By	by	0
Exclamation	Exclamation	n1	Exclamation	exclamation	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
a	a	dt	a	a	0
Sutors	Sutors	n2	Suitors	suitor	0
son	son	n1	son	son	0
.	.	.	.	.	1
These	These	np1	These	Theise	0
idle	idle	j	idle	idle	0
Questionists	Questionists	np1	Questionists	Questionists	0
,	,	,	,	,	0
and	and	cc	and	and	0
these	these	d	these	these	0
Schismaticks	Schismaticks	n1	Schismatics	schismatics	0
,	,	,	,	,	0
I	I	pns11	I	i	0
hold	hold	vvb	hold	hold	0
no	no	av-dx	no	no	0
better	better	av-jc	better	better	0
than	than	cs	than	than	0
rank	rank	j	rank	rank	0
Hereticks	Hereticks	n2	Heretics	heretic	0
;	;	;	;	;	0
But	But	cc-acp	But	but	0
this	this	d	this	this	0
I	I	pns11	I	i	0
think	think	vvb	think	think	0
not	not	xx	not	not	0
well	well	av	well	well	0
when	when	c-crq	when	when	0
honest	honest	j	honest	honest	0
Hearts	Hearts	n2	Hearts	heart	0
,	,	,	,	,	0
Shall	Shall	vmb	Shall	shall	0
have	have	vhi	have	have	0
this	this	d	this	this	0
undervaluing	undervaluing	j-vvg	undervaluing	undervalue	0
Name	Name	n1	Name	name	0
without	without	p-acp	without	without	0
Deserts	Deserts	n2	Deserts	desert	0
;	;	;	;	;	0
If	If	cs	If	if	0
every	every	d	every	every	0
Hair	Hair	n1	Hair	hair	0
upon	upon	p-acp	upon	upon	0
the	the	dt	the	the	0
Heads	Heads	n2	Heads	head	0
of	of	pp-f	of	of	0
Men	Men	n2	Men	man	0
,	,	,	,	,	0
Were	Were	vbdr	Were	be	0
Quills	Quills	n2	Quills	quill	0
,	,	,	,	,	0
and	and	cc	and	and	0
every	every	d	every	every	0
Quill	Quill	n1	Quill	quill	0
a	a	dt	a	a	0
Pen	Pen	n1	Pen	pen	0
,	,	,	,	,	0
Were	Were	vbdr	Were	be	0
Earth	Earth	n1	Earth	earth	0
to	to	p-acp	to	to	0
Paper	Paper	n1	Paper	paper	0
turn'd	turn'd	vvd	turned	turn	0
,	,	,	,	,	0
and	and	cc	and	and	0
Seas	Seas	n2	Seas	sea	0
to	to	p-acp	to	to	0
Ink	Ink	n1	Ink	ink	0
,	,	,	,	,	0
And	And	cc	And	and	0
all	all	d	all	all	0
the	the	dt	the	the	0
World	World	n1	World	world	0
were	were	vbdr	were	be	0
Writers	Writers	n2	Writers	writer	0
,	,	,	,	,	0
yet	yet	av	yet	yet	0
I	I	pns11	I	i	0
think	think	vvb	think	think	0
,	,	,	,	,	0
They	They	pns32	They	they	0
could	could	vmd	could	can	0
not	not	xx	not	not	0
write	write	vvi	write	write	0
enough	enough	av-d	enough	enough	0
of	of	pp-f	of	of	0
Mischiefs	Mischiefs	n2	Mischiefs	mischief	0
strain	strain	vvb	strain	strain	0
,	,	,	,	,	0
Calumnious	Calumnious	j	Calumnious	calumnious	0
Boasters	Boasters	ng1	Boaster's	boaster	0
,	,	,	,	,	0
Bloody	Bloody	j	Bloody	bloody	0
tongued	tongued	j-vvn	tongued	tongue	0
Men	Men	n2	Men	man	0
,	,	,	,	,	0
Of	Of	pp-f	Of	of	0
Persians	Persians	njp2	Persians	persian	0
,	,	,	,	,	0
Pagans	Pagans	n2-jn	Pagans	pagan	0
,	,	,	,	,	0
Asians	Asians	njp2	Asians	asian	0
,	,	,	,	,	0
or	or	cc	or	or	0
Rome	Rome	vvi	Room	roam	0
,	,	,	,	,	0
I	I	pns11	I	i	0
need	need	vvb	need	need	0
not	not	xx	not	not	0
write	write	vvi	write	write	0
,	,	,	,	,	0
there's	there's	pc-acp|vbz	there's	there|be	0
Division	Division	n1	Division	division	0
enough	enough	av-d	enough	enough	0
at	at	p-acp	at	at	0
Home	Home	n1-an	Home	home	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
the	the	dt	the	the	0
Elliots	Elliots	np1	Elliots	Elliots	0
brave	brave	j	brave	brave	0
and	and	cc	and	and	0
worthy	worthy	j	worthy	worthy	0
men	men	n2	men	man	0
,	,	,	,	,	0
Have	Have	vhb	Have	have	0
been	been	vbn	been	be	0
as	as	c-acp	as	as	0
much	much	av-d	much	much	0
oppress'd	oppress'd	vvn	oppressed	oppress	0
as	as	p-acp	as	as	0
any	any	d	any	any	0
Name	Name	n1	Name	name	0
I	I	pns11	I	i	0
ken	ken	vvb	ken	ken	0
,	,	,	,	,	0
For	For	c-acp	For	for	0
in	in	p-acp	in	in	0
my	my	po11	my	my	0
own	own	d	own	own	0
time	time	n1	time	time	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
seen	seen	vvn	seen	see	0
so	so	av	so	so	0
much	much	d	much	much	0
odds	odds	n2	odds	odds	0
,	,	,	,	,	0
No	No	av-dx	No	no	0
Elliot	Elliot	np1	Elliot	Elliot	0
enjoy'd	enjoy'd	vvd	enjoyed	enjoy	0
any	any	d	any	any	0
Heretage	Heretage	n1	Heritage	heritage	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
Dunlibire	Dunlibire	vvb	Dunlibire	dunlibire	0
,	,	,	,	,	0
Fanash	Fanash	np1	Fanash	Fanash	0
and	and	cc	and	and	0
Stobs	Stobs	np1	Stobs	Stobs	0
;	;	;	;	;	0
Stobs	Stobs	n2	Stobs	stob	0
being	being	vbg	being	be	0
sine	sine	fw-la	sine	sine	0
qua	qua	fw-la	qua	qua	0
non	non	fw-la	non	non	0
,	,	,	,	,	0
and	and	cc	and	and	0
obedient	obedient	j	obedient	obedient	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
truth	truth	n1	truth	truth	0
,	,	,	,	,	0
A	A	dt	A	a	0
beloved	beloved	j-vvn	beloved	belove	0
Sister	Sister	n1	Sister	sister	0
son	son	n1	son	son	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Family	Family	n1	Family	family	0
of	of	pp-f	of	of	0
Buckcleugh	Buckcleugh	np1	Buckcleugh	Buckcleugh	0
:	:	:	:	:	0
Yet	Yet	av	Yet	yet	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Border-side	Border-side	n1	Border-side	border-side	0
the	the	dt	the	the	0
Elliots	Elliots	np1	Elliots	Elliots	0
did	did	vdd	did	do	0
remain	remain	vvi	remain	remain	0
,	,	,	,	,	0
Since	Since	c-acp	Since	since	0
King	King	n1	King	king	0
Robert	Robert	np1	Robert	Robert	0
the	the	dt	the	the	0
first	first	ord	first	first	0
,	,	,	,	,	0
they	they	pns32	they	they	0
with	with	p-acp	with	with	0
him	him	pno31	him	he	0
from	from	p-acp	from	from	0
Angus	Angus	np1	Angus	Angus	0
came	came	vvd	came	come	0
.	.	.	.	.	1
The	The	dt	The	the	0
Town	Town	n1	Town	town	0
of	of	pp-f	of	of	0
Elliot	Elliot	np1	Elliot	Elliot	0
was	was	vbds	was	be	0
their	their	po32	their	their	0
Antiquitie	Antiquitie	n1	Antiquity	antiquity	0
,	,	,	,	,	0
Which	Which	r-crq	Which	which	0
stands	stands	vvz	stands	stand	0
in	in	p-acp	in	in	0
Angus	Angus	np1	Angus	Angus	0
on	on	p-acp	on	on	0
the	the	dt	the	the	0
foot	foot	n1	foot	foot	0
of	of	pp-f	of	of	0
Glenshie	Glenshie	np1	Glenshie	Glenshie	0
,	,	,	,	,	0
With	With	p-acp	With	with	0
brave	brave	j	brave	brave	0
King	King	n1	King	king	0
Robert	Robert	np1	Robert	Robert	0
the	the	dt	the	the	0
Bruce	Bruce	np1	Bruce	Bruce	0
they	they	pns32	they	they	0
hither	hither	av	hither	hither	0
came	came	vvd	came	come	0
,	,	,	,	,	0
Which	Which	r-crq	Which	which	0
is	is	vbz	is	be	0
three	three	crd	three	three	0
hundred	hundred	crd	hundred	hundred	0
and	and	cc	and	and	0
eighty	eighty	crd	eighty	eighty	0
years	years	n2	years	year	0
agone	agone	av	ago	ago	0
,	,	,	,	,	0
In	In	p-acp	In	in	0
west	west	n1	west	west	0
Tiviotdale	Tiviotdale	np1	Tiviotdale	Tiviotdale	0
these	these	d	these	these	0
Gentlemen	Gentlemen	n2	Gentlemen	gentleman	0
did	did	vdd	did	do	0
dwell	dwell	vvi	dwell	dwell	0
,	,	,	,	,	0
They	They	pns32	They	they	0
were	were	vbdr	were	be	0
twelve	twelve	crd	twelve	twelve	0
great	great	j	great	great	0
Families	Families	n2	Families	family	0
,	,	,	,	,	0
I	I	pns11	I	i	0
heard	heard	vvd	herd	hear	0
my	my	po11	my	my	0
Goodsir	Goodsir	n1	Goodsir	goodsir	0
tell	tell	vvi	tell	tell	0
;	;	;	;	;	0
Their	Their	po32	Their	their	0
Chief	Chief	j-jn	Chief	chief	0
was	was	vbds	was	be	0
then	then	av	then	then	0
a	a	dt	a	a	0
Baron	Baron	n1	Baron	baron	0
of	of	pp-f	of	of	0
renown	renown	n1	renown	renown	0
,	,	,	,	,	0
Designed	Designed	vvn	Designed	design	0
Reid-heugh	Reid-heugh	j	Reid-heugh	reid-heugh	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
now	now	av	now	now	0
call'd	call'd	vvn	called	call	0
Laristoun	Laristoun	np1	Laristoun	Laristoun	0
;	;	;	;	;	0
Stobs	Stobs	np1	Stobs	Stobs	0
and	and	cc	and	and	0
Dunlibyre	Dunlibyre	np1	Dunlibyre	Dunlibyre	0
is	is	vbz	is	be	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
antient	antient	j	ancient	ancient	0
kind	kind	n1	kind	kind	0
,	,	,	,	,	0
Cobshaw	Cobshaw	np1	Cobshaw	Cobshaw	0
,	,	,	,	,	0
Brugh	Brugh	np1	Brugh	Brugh	0
,	,	,	,	,	0
Prickinhaugh	Prickinhaugh	np1	Prickinhaugh	Prickinhaugh	0
and	and	cc	and	and	0
Gorinberries	Gorinberries	n2	Gorinberries	gorinberry	0
gone	gone	vvn	gone	go	0
,	,	,	,	,	0
Yet	Yet	av	Yet	yet	0
there's	there's	pc-acp|vbz	there's	there|be	0
more	more	n1	more	moor	0
Elliots	Elliots	np1	Elliots	Elliots	0
