WHEN	WHEN	c-crq	WHEN	when	0
and	and	cc	and	and	0
chosen	chosen	vvn	chosen	choose	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
same	same	d	same	same	0
,	,	,	,	,	0
and	and	cc	and	and	0
con	con	fw-mi	con	con	0
∣	∣	sy	∣	∣	0
stitutiōs	stitutiōs	n2	stitutions	stitution	0
setfoorth	setfoorth	av	setfoorth	setfoorth	0
how	how	c-crq	how	how	0
and	and	cc	and	and	0
in	in	p-acp	in	in	0
what	what	r-crq	what	what	0
sort	sort	n1	sort	sort	0
lawes	lawes	n2	laws	law	0
and	and	cc	and	and	0
ordinaunces	ordinaunces	n2	ordinances	ordinance	0
shalbe	shalbe	vmb	shall	shall	0
made	made	vvn	made	make	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
benefit	benefit	n1	benefit	benefit	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
common	common	j	common	common	0
welth	welth	n1	wealth	wealth	0
.	.	.	.	.	1
And	And	cc	And	and	0
surely	surely	av-j	surely	sure	0
these	these	d	these	these	0
good	good	j	good	good	0
and	and	cc	and	and	0
wholsome	wholsome	j	wholesome	wholesome	0
orders	orders	n2	order	order	0
being	being	vbg	being	be	0
put	put	vvn	put	put	0
in	in	p-acp	in	in	0
vre	vre	n1	use	use	0
and	and	cc	and	and	0
execution	execution	n1	execution	execution	0
:	:	:	:	:	0
the	the	dt	the	the	0
benefit	benefit	n1	benefit	benefit	0
therof	therof	av	thereof	thereof	0
grew	grew	vvd	grew	grow	0
so	so	av	so	so	0
much	much	av-d	much	much	0
in	in	p-acp	in	in	0
short	short	j	short	short	0
time	time	n1	time	time	0
,	,	,	,	,	0
that	that	cst	that	that	0
there	there	a-acp	there	there	0
was	was	vbds	was	be	0
as	as	c-acp	as	as	0
it	it	pn31	it	it	0
were	were	vbdr	were	be	0
a	a	dt	a	a	0
Metamorphoses	Metamorphoses	n2	Metamorphoses	metamorphosis	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
state	state	n1	state	state	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
publique	publique	j	public	public	0
weale	weale	n1	weal	weal	0
in	in	p-acp	in	in	0
those	those	d	those	those	0
daies	daies	n2	days	day	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
what	what	r-crq	what	what	0
Sedition	Sedition	n1	Sedition	sedition	0
and	and	cc	and	and	0
contention	contention	n1	contention	contention	0
had	had	vhd	had	have	0
disordred	disordred	vvn	disordered	disorder	0
:	:	:	:	:	0
good	good	j	good	good	0
order	order	n1	order	order	0
and	and	cc	and	and	0
concord	concord	n1	concord	concord	0
recouered	recouered	vvn	recovered	recover	0
.	.	.	.	.	1
What	What	q-crq	What	what	0
loose	loose	j	lose	loose	0
∣	∣	sy	∣	∣	0
nes	nes	zz	nes	nes	0
and	and	cc	and	and	0
dissolutnes	dissolutnes	n2-j	dissolutes	dissolutes	0
of	of	pp-f	of	of	0
life	life	n1	life	life	0
had	had	vhd	had	have	0
marred	marred	vvn	marred	mar	0
:	:	:	:	:	0
honest	honest	j	honest	honest	0
be	be	vbb	be	be	0
hauiour	hauiour	n1	haviour	behaviour	0
restored	restored	vvn	restored	restore	0
.	.	.	.	.	1
What	What	q-crq	What	what	0
disobedience	disobedience	n1	disobedience	disobedience	0
had	had	vhd	had	have	0
decay	decay	n1	decay	decay	0
∣	∣	sy	∣	∣	0
ed	ed	wd	ed	ed	0
:	:	:	:	:	0
loiable	loiable	j	loiable	loiable	0
obedience	obedience	n1	obedience	obedience	0
amēded	amēded	vvn	amended	amend	0
.	.	.	.	.	1
And	And	cc	And	and	0
finally	finally	av-j	finally	final	0
what	what	q-crq	what	what	0
soeuer	soeuer	av	soever	soever	0
by	by	p-acp	by	by	0
any	any	d	any	any	0
disorder	disorder	n1	disorder	disorder	0
was	was	vbds	was	be	0
amisse	amisse	av	amiss	amiss	0
:	:	:	:	:	0
was	was	vbds	was	be	0
by	by	p-acp	by	by	0
these	these	d	these	these	0
meanes	meanes	n2	means	mean	0
reformed	reformed	vvn	reformed	reform	0
and	and	cc	and	and	0
redressed	redressed	vvn	redressed	redress	0
:	:	:	:	:	0
and	and	cc	and	and	0
the	the	dt	the	the	0
euils	euils	n2-jn	evils	evil	0
which	which	r-crq	which	which	0
were	were	vbdr	were	be	0
crept	crept	vvn	crept	creep	0
and	and	cc	and	and	0
brought	brought	vvn	brought	bring	0
in	in	p-acp	in	in	0
by	by	p-acp	by	by	0
ambition	ambition	n1	ambition	ambition	0
,	,	,	,	,	0
couetousnes	couetousnes	n1	covetousness	covetousness	0
,	,	,	,	,	0
debate	debate	n1	debate	debate	0
,	,	,	,	,	0
malice	malice	n1	malice	malice	0
or	or	cc	or	or	0
enuy	enuy	n1	envy	envy	0
:	:	:	:	:	0
were	were	vbdr	were	be	0
so	so	av	so	so	0
re	re	zz	re	re	0
∣	∣	sy	∣	∣	0
formed	formed	vvn	formed	form	0
as	as	p-acp	as	as	0
that	that	d	that	that	0
the	the	dt	the	the	0
people	people	n1	people	people	0
beeing	beeing	vbg	being	be	0
better	better	jc	better	better	0
gouer	gouer	n1	gouer	gouer	0
∣	∣	sy	∣	∣	0
ned	ned	zz	ned	ned	0
and	and	cc	and	and	0
instructed	instructed	vvn	instructed	instruct	0
:	:	:	:	:	0
would	would	vmd	would	will	0
not	not	xx	not	not	0
be	be	vbi	be	be	0
caryed	caryed	vvn	carried	carry	0
with	with	p-acp	with	with	0
e	e	sy	e	e	0
∣	∣	sy	∣	∣	0
uery	uery	j	very	very	0
affection	affection	n1	affection	affection	0
,	,	,	,	,	0
neither	neither	av-dx	neither	neither	0
yet	yet	av	yet	yet	0
prefer	prefer	vvb	prefer	prefer	0
priuate	priuate	j	private	private	0
pro	pro	fw-la	pro	pro	0
∣	∣	sy	∣	∣	0
fit	fit	n1	fit	fit	0
and	and	cc	and	and	0
wilful	wilful	j	wilful	wilful	0
lusts	lusts	n2	lustest	lust	0
,	,	,	,	,	0
before	before	p-acp	before	before	0
the	the	dt	the	the	0
common	common	j	common	common	0
and	and	cc	and	and	0
pub	pub	fw-la	pub	pub	0
∣	∣	sy	∣	∣	0
lique	lique	n1	lique	lique	0
welth	welth	n1	wealth	wealth	0
.	.	.	.	.	1
Lo	Lo	np1	Lo	Lo	0
,	,	,	,	,	0
suche	suche	d	such	such	0
are	are	vbr	are	be	0
the	the	dt	the	the	0
frutes	frutes	n2	fruits	fruit	0
which	which	r-crq	which	which	0
grew	grew	vvd	grew	grow	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Parlements	Parlements	n2	Parliaments	parliament	0
,	,	,	,	,	0
and	and	cc	and	and	0
thus	thus	av	thus	thus	0
doth	doth	vdz	does	do	0
it	it	pn31	it	it	0
fare	fare	vvi	fare	fare	0
in	in	p-acp	in	in	0
all	all	d	all	all	0
estates	estates	n2	estates	estate	0
where	where	c-crq	where	where	0
good	good	j	good	good	0
men	men	n2	men	man	0
doo	doo	vdb	do	do	0
rule	rule	vvi	rule	rule	0
,	,	,	,	,	0
wholsome	wholsome	j	wholesome	wholesome	0
lawes	lawes	n2	laws	law	0
are	are	vbr	are	be	0
made	made	vvn	made	make	0
,	,	,	,	,	0
and	and	cc	and	and	0
good	good	j	good	good	0
order	order	n1	order	order	0
kept	kept	vvn	kept	keep	0
and	and	cc	and	and	0
obserued	obserued	vvn	observed	observe	0
,	,	,	,	,	0
and	and	cc	and	and	0
so	so	av	so	so	0
long	long	av-j	long	long	0
doo	doo	vdi	do	do	0
common	common	j	common	common	0
welths	welths	ng1	wealths	wealths	0
florish	florish	n1	flourish	flourish	0
:	:	:	:	:	0
as	as	c-acp	as	as	0
when	when	c-crq	when	when	0
prīces	prīces	n2	princes	prince	0
do	do	vdb	do	do	0
rule	rule	vvi	rule	rule	0
and	and	cc	and	and	0
gouerne	gouerne	vvi	govern	govern	0
by	by	p-acp	by	by	0
law	law	n1	law	law	0
,	,	,	,	,	0
and	and	cc	and	and	0
people	people	n1	people	people	0
loyally	loyally	av-j	loyally	loyal	0
obeying	obeying	vvg	obeying	obey	0
doo	doo	vdb	do	do	0
liue	liue	vvi	live	live	0
vnder	vnder	p-acp	under	under	0
law	law	n1	law	law	0
.	.	.	.	.	1
Erasmus	Erasmus	np1	Erasmus	Erasmus	0
in	in	p-acp	in	in	0
his	his	po31	his	his	0
Book	Book	n1	Book	book	0
De	De	fw-fr	De	de	0
institutione	institutione	n1	institution	institution	0
principis	principis	fw-la	principis	principis	0
Christiani	Christiani	np1	Christiani	Christiani	0
▪	▪	▪	▪	▪	0
saith	saith	vvz	says	say	0
,	,	,	,	,	0
that	that	cst	that	that	0
good	good	j	good	good	0
lawes	lawes	n2	laws	law	0
vnder	vnder	p-acp	under	under	0
a	a	dt	a	a	0
good	good	j	good	good	0
Prince	Prince	n1	Prince	prince	0
:	:	:	:	:	0
doo	doo	vdb	do	do	0
make	make	vvi	make	make	0
a	a	dt	a	a	0
happy	happy	j	happy	happy	0
Realme	Realme	n1	Realm	realm	0
and	and	cc	and	and	0
fortu	fortu	fw-la	fortu	fortu	0
∣	∣	sy	∣	∣	0
nate	nate	fw-fr	nate	nate	0
gouernmēt	gouernmēt	n1	government	government	0
.	.	.	.	.	1
Cuius	Cuius	crd	Cuius	cvius	0
tum	tum	fw-la	tum	tum	0
felicissimus	felicissimus	fw-la	felicissimus	felicissimus	0
est	est	fw-la	est	est	0
status	status	n1	status	status	0
,	,	,	,	,	0
cum	cum	fw-la	cum	cum	0
principi	principi	fw-la	principi	principi	0
paretur	paretur	fw-la	paretur	paretur	0
ab	ab	fw-la	ab	ab	0
omnibus	omnibus	fw-la	omnibus	omnibus	0
,	,	,	,	,	0
atque	atque	fw-la	atque	atque	0
ipse	ipse	fw-la	ipse	ipse	0
Princeps	Princeps	fw-la	Princeps	princeps	0
paret	paret	fw-la	paret	paret	0
le	le	fw-fr	le	le	0
∣	∣	sy	∣	∣	0
gibus	gibus	fw-la	gibus	gibus	0
leges	leges	fw-la	leges	leges	0
autem	autem	fw-la	autem	autem	0
,	,	,	,	,	0
ad	ad	fw-la	ad	ad	0
architypum	architypum	fw-la	architypum	architypum	0
aequi	aequi	fw-la	aequi	aequi	0
et	et	fw-la	et	et	0
honesti	honesti	fw-la	honesti	honesti	0
respondēt	respondēt	j	respondent	respondent	0
nec	nec	fw-la	nec	nec	0
alio	alio	fw-la	alio	alio	0
spectant	spectant	j	spectant	spectant	0
,	,	,	,	,	0
quam	quam	fw-la	quam	quam	0
ad	ad	fw-la	ad	ad	0
Rem	Rem	vvg	Remembering	remember	0
communē	communē	n1	communem	communem	0
in	in	p-acp	in	in	0
melius	melius	fw-la	melius	melius	0
pro	pro	fw-la	pro	pro	0
∣	∣	sy	∣	∣	0
uehendam	uehendam	fw-la	uehendam	uehendam	0
.	.	.	.	.	1
Whose	Whose	rg-crq	Whose	who	0
state	state	n1	state	state	0
is	is	vbz	is	be	0
then	then	av	then	then	0
moste	moste	av-ds	most	most	0
fortunate	fortunate	j	fortunate	fortunate	0
when	when	c-crq	when	when	0
the	the	dt	the	the	0
people	people	n1	people	people	0
doo	doo	vdi	do	do	0
obey	obey	vvi	obey	obey	0
the	the	dt	the	the	0
Prince	Prince	n1	Prince	prince	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
Prince	Prince	n1	Prince	prince	0
obeyeth	obeyeth	vvz	obeyeth	obey	0
the	the	dt	the	the	0
lawes	lawes	n2	laws	law	0
,	,	,	,	,	0
and	and	cc	and	and	0
when	when	q-crq	when	when	0
lawes	lawes	n2	laws	law	0
bee	bee	vbb	be	be	0
made	made	vvn	made	make	0
iust	iust	j	just	just	0
and	and	cc	and	and	0
right	right	av-jn	right	right	0
,	,	,	,	,	0
and	and	cc	and	and	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
better	better	jc	better	better	0
aduaunce	aduaunce	vvb	advance	advance	0
¦	¦	sy	¦	¦	0
ment	ment	vvd	meant	mean	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
common	common	j	common	common	0
welth	welth	n1	wealth	wealth	0
.	.	.	.	.	1
And	And	cc	And	and	0
surely	surely	av-j	surely	sure	0
these	these	d	these	these	0
are	are	vbr	are	be	0
so	so	av	so	so	0
in	in	p-acp	in	in	0
seperable	seperable	j	separable	separable	0
that	that	cst	that	that	0
in	in	p-acp	in	in	0
a	a	dt	a	a	0
good	good	j	good	good	0
commō	commō	j	common	common	0
welth	welth	n1	wealth	wealth	0
they	they	pns32	they	they	0
cannot	cannot	vmbx	cannot	can	0
be	be	vbi	be	be	0
disseuered	disseuered	vvn	dissevered	dissever	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
a	a	dt	a	a	0
good	good	j	good	good	0
Prince	Prince	n1	Prince	prince	0
and	and	cc	and	and	0
good	good	j	good	good	0
lawes	lawes	n2	laws	law	0
must	must	vmb	must	must	0
be	be	vbi	be	be	0
concurrant	concurrant	n1	concurrant	concurrant	0
,	,	,	,	,	0
for	for	c-acp	for	for	0
although	although	cs	although	although	0
it	it	pn31	it	it	0
be	be	vbb	be	be	0
a	a	dt	a	a	0
rule	rule	n1	rule	rule	0
that	that	cst	that	that	0
Quod	Quod	fw-la	Quod	quod	0
principi	principi	fw-la	principi	principi	0
placet	placet	fw-la	placet	placet	0
legis	legis	fw-la	legis	legis	0
habet	habet	fw-la	habet	habet	0
vigorē	vigorē	fw-la	vigorē	vigorē	0
,	,	,	,	,	0
&	&	cc	&	and	0
that	that	d	that	that	0
Prīces	Prīces	n2	Princes	prince	0
heasts	heasts	n2	hests	hest	0
ar	ar	vbr	are	be	0
lawes	lawes	n2	laws	law	0
:	:	:	:	:	0
yet	yet	av	yet	yet	0
the	the	dt	the	the	0
Ethnicks	Ethnicks	n2-jn	Ethnics	ethnic	0
them	them	dt	them	the	0
selues	selues	n2	selves	self	0
doo	doo	vdb	do	do	0
holde	holde	vvi	hold	hold	0
thoppinion	thoppinion	n1	thoppinion	thoppinion	0
and	and	cc	and	and	0
affirme	affirme	vvi	affirm	affirm	0
,	,	,	,	,	0
that	that	cst	that	that	0
vnlesse	vnlesse	cs	unless	unless	0
the	the	dt	the	the	0
lawes	lawes	n2	laws	law	0
be	be	vbb	be	be	0
iust	iust	j	just	just	0
and	and	cc	and	and	0
made	made	vvn	made	make	0
according	according	vvg	according	accord	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
rule	rule	n1	rule	rule	0
of	of	pp-f	of	of	0
wisdome	wisdome	n1	wisdom	wisdom	0
,	,	,	,	,	0
and	and	cc	and	and	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
cōmon	cōmon	j	common	common	0
welth	welth	n1	wealth	wealth	0
:	:	:	:	:	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
no	no	dx	no	no	0
law	law	n1	law	law	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
that	that	d	that	that	0
is	is	vbz	is	be	0
a	a	dt	a	a	0
law	law	n1	law	law	0
,	,	,	,	,	0
Quod	Quod	fw-la	Quod	quod	0
sapienti	sapienti	fw-la	sapienti	sapienti	0
bono	bono	fw-la	bono	bono	0
∣	∣	sy	∣	∣	0
que	que	fw-fr	que	que	0
principi	principi	fw-la	principi	principi	0
placet	placet	fw-la	placet	placet	0
cui	cui	fw-la	cui	cvi	0
nil	nil	fw-la	nil	nil	0
placet	placet	fw-la	placet	placet	0
,	,	,	,	,	0
nisi	nisi	fw-la	nisi	nisi	0
quod	quod	fw-la	quod	quod	0
honestū	honestū	fw-la	honestū	honestū	0
,	,	,	,	,	0
ac	ac	fw-la	ac	ac	0
quod	quod	fw-la	quod	quod	0
seniorū	seniorū	fw-la	seniorū	seniorū	0
,	,	,	,	,	0
iuditio	iuditio	fw-la	iuditio	iuditio	0
atque	atque	fw-la	atque	atque	0
sētentia	sētentia	fw-la	sētentia	sētentia	0
probatum	probatum	fw-la	probatum	probatum	0
est	est	fw-la	est	est	0
fore	fore	p-acp	before	before	0
Republica	Republica	np1	Republica	Republica	0
.	.	.	.	.	1
And	And	cc	And	and	0
surely	surely	av-j	surely	sure	0
in	in	p-acp	in	in	0
my	my	po11	my	my	0
oppinion	oppinion	n1	opinion	opinion	0
,	,	,	,	,	0
if	if	cs	if	if	0
it	it	pn31	it	it	0
behoueth	behoueth	vvz	behooves	behoove	0
Princes	Princes	n2	Princes	prince	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
valeant	valeant	fw-la	valeant	valeant	0
in	in	p-acp	in	in	0
armes	armes	n2	arms	arm	0
,	,	,	,	,	0
and	and	cc	and	and	0
expert	expert	j	expert	expert	0
in	in	p-acp	in	in	0
martiall	martiall	j	martial	martial	0
affaires	affaires	n2	affairs	affair	0
,	,	,	,	,	0
wherby	wherby	c-crq	whereby	whereby	0
to	to	p-acp	to	to	0
with	with	p-acp	with	with	0
stand	stand	vvi	stand	stand	0
the	the	dt	the	the	0
ene	ene	fw-mi	ene	ene	0
∣	∣	sy	∣	∣	0
mye	mye	po11	mye	my	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
represse	represse	vvi	repress	repress	0
the	the	dt	the	the	0
rebel	rebel	n1	rebel	rebel	0
:	:	:	:	:	0
much	much	av-d	much	much	0
more	more	dc	more	more	0
ought	ought	vmd	ought	ought	0
he	he	pns31	he	he	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
wise	wise	j	wise	wise	0
and	and	cc	and	and	0
learned	learned	j	learned	learned	0
,	,	,	,	,	0
that	that	cst	that	that	0
he	he	pns31	he	he	0
knowing	knowing	vvg	knowing	know	0
the	the	dt	the	the	0
lawes	lawes	n2	laws	law	0
and	and	cc	and	and	0
keeping	keeping	vvg	keeping	keep	0
the	the	dt	the	the	0
same	same	d	same	same	0
,	,	,	,	,	0
may	may	vmb	may	may	0
the	the	dt	the	the	0
better	better	jc	better	better	0
go	go	vvb	go	go	0
¦	¦	sy	¦	¦	0
uerne	uerne	vvi	uerne	uerne	0
his	his	po31	his	his	0
people	people	n1	people	people	0
in	in	p-acp	in	in	0
peace	peace	n1	peace	peace	0
and	and	cc	and	and	0
keep	keep	vvi	keep	keep	0
them	them	pno32	them	they	0
in	in	p-acp	in	in	0
duti	duti	n1	duti	duti	0
∣	∣	sy	∣	∣	0
ful	ful	j	full	full	0
obedience	obedience	n1	obedience	obedience	0
.	.	.	.	.	1
Wherfore	Wherfore	c-crq	Wherefore	wherefore	0
Iustinian	Iustinian	np1	Iustinian	Justinian	0
the	the	dt	the	the	0
Emperour	Emperour	n1	Emperor	emperor	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
pro	pro	fw-la	pro	pro	0
¦	¦	sy	¦	¦	0
heme	heme	n1	heme	heme	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
instituts	instituts	n2	institutes	institute	0
,	,	,	,	,	0
hath	hath	vhz	hath	have	0
this	this	d	this	this	0
sentence	sentence	n1	sentence	sentence	0
.	.	.	.	.	1
Impera	Impera	np1	Impera	Impera	0
∣	∣	sy	∣	∣	0
toriam	toriam	fw-la	toriam	toriam	0
maiestatem	maiestatem	fw-la	maiestatem	maiestatem	0
,	,	,	,	,	0
non	non	fw-la	non	non	0
solū	solū	fw-la	solū	solū	0
armis	armis	fw-la	armis	armis	0
decoratam	decoratam	fw-la	decoratam	decoratam	0
sed	sed	fw-la	sed	sed	0
et	et	fw-la	et	et	0
legibus	legibus	fw-la	legibus	legibus	0
armatam	armatam	fw-la	armatam	armatam	0
esse	esse	fw-la	esse	esse	0
oportet	oportet	fw-la	oportet	oportet	0
,	,	,	,	,	0
vt	vt	fw-la	vt	ut	0
vtrumque	vtrumque	fw-la	vtrumque	utrumque	0
tempus	tempus	fw-la	tempus	tempus	0
,	,	,	,	,	0
et	et	fw-la	et	et	0
bellorum	bellorum	fw-la	bellorum	bellorum	0
,	,	,	,	,	0
et	et	fw-la	et	et	0
pacis	pacis	fw-la	pacis	pacis	0
,	,	,	,	,	0
recte	recte	fw-la	recte	recte	0
possit	possit	fw-la	possit	possit	0
gubernari	gubernari	fw-la	gubernari	gubernari	0
.	.	.	.	.	0
an	an	dt	and	a	0
Emperour	Emperour	n1	Emperor	emperor	0
or	or	cc	or	or	0
a	a	dt	a	a	0
king	king	n1	king	king	0
ought	ought	vmd	ought	ought	0
not	not	xx	not	not	0
onely	onely	av-j	only	only	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
skilful	skilful	j	skilful	skilful	0
in	in	p-acp	in	in	0
feates	feates	n2	feats	feat	0
of	of	pp-f	of	of	0
armes	armes	n2	arms	arm	0
:	:	:	:	:	0
but	but	cc-acp	but	but	0
also	also	av	also	also	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
wel	wel	av	well	well	0
learned	learned	j	learned	learned	0
and	and	cc	and	and	0
instructed	instructed	vvn	instructed	instruct	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
lawes	lawes	n2	laws	law	0
:	:	:	:	:	0
that	that	cst	that	that	0
he	he	pns31	he	he	0
may	may	vmb	may	may	0
preuail	preuail	vvi	prevail	prevail	0
against	against	p-acp	against	against	0
his	his	po31	his	his	0
enemye	enemye	n1	enemy	enemy	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
also	also	av	also	also	0
peaceably	peaceably	av-j	peaceably	peaceable	0
gouerne	gouerne	vvi	govern	govern	0
his	his	po31	his	his	0
Subiects	Subiects	n2-jn	Subjects	subject	0
.	.	.	.	.	1
It	It	pn31	It	it	0
is	is	vbz	is	be	0
al	al	d	all	all	0
∣	∣	sy	∣	∣	0
so	so	av	so	so	0
an	an	cs	and	an	0
olde	olde	j	old	old	0
sentence	sentence	n1	sentence	sentence	0
,	,	,	,	,	0
and	and	cc	and	and	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
worthines	worthines	n1	worthiness	worthiness	0
therof	therof	av	thereof	thereof	0
grauen	grauen	vvn	graven	grave	0
in	in	p-acp	in	in	0
Golde	Golde	n1	Gold	gold	0
among	among	p-acp	among	among	0
the	the	dt	the	the	0
professors	professors	n2	professors	professor	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
common	common	j	common	common	0
lawes	lawes	n2	laws	law	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
Realme	Realme	n1	Realm	realm	0
,	,	,	,	,	0
Arma	Arma	fw-la	Arma	arma	0
Regum	Regum	fw-la	Regum	regum	0
Lex	Lex	fw-la	Lex	lex	0
.	.	.	.	.	1
And	And	cc	And	and	0
therfore	therfore	av	therefore	therefore	0
the	the	dt	the	the	0
Egiptians	Egiptians	njp2	Egyptians	egyptian	0
did	did	vdd	did	do	0
think	think	vvi	think	think	0
it	it	pn31	it	it	0
more	more	av-dc	more	more	0
honorable	honorable	j	honourable	honourable	0
and	and	cc	and	and	0
commendable	commendable	j	commendable	commendable	0
that	that	cst	that	that	0
Kings	Kings	n2	Kings	king	0
should	should	vmd	should	shall	0
be	be	vbi	be	be	0
rather	rather	av-c	rather	rather	0
learned	learned	vvn	learned	learn	0
in	in	p-acp	in	in	0
good	good	j	good	good	0
studyes	studyes	n2	studies	study	0
,	,	,	,	,	0
then	then	av	then	then	0
ad	ad	vvi	and	add	0
¦	¦	sy	¦	¦	0
dicted	dicted	vvn	dicted	dict	0
to	to	p-acp	to	to	0
martiall	martiall	j	martial	martial	0
feates	feates	n2	feats	feat	0
,	,	,	,	,	0
and	and	cc	and	and	0
therfore	therfore	av	therefore	therefore	0
their	their	po32	their	their	0
kings	kings	n2	kings	king	0
did	did	vdd	did	do	0
with	with	p-acp	with	with	0
great	great	j	great	great	0
diligence	diligence	n1	diligence	diligence	0
apply	apply	vvi	apply	apply	0
thē	thē	pno32	them	they	0
selues	selues	n2	selves	self	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
studyes	studyes	n2	studies	study	0
of	of	pp-f	of	of	0
wisdōe	wisdōe	n1	wisdone	wisdone	0
and	and	cc	and	and	0
knowledge	knowledge	n1	knowledge	knowledge	0
,	,	,	,	,	0
neither	neither	dx	neither	neither	0
did	did	vdd	did	do	0
any	any	d	any	any	0
King	King	n1	King	king	0
emong	emong	p-acp	among	among	0
them	them	pno32	them	they	0
think	think	vvi	think	think	0
that	that	cst	that	that	0
he	he	pns31	he	he	0
did	did	vdd	did	do	0
or	or	cc	or	or	0
could	could	vmd	could	can	0
gouerne	gouerne	vvi	govern	govern	0
wel	wel	av	well	well	0
:	:	:	:	:	0
vnlesse	vnlesse	cs	unless	unless	0
(	(	(	(	(	0
as	as	c-acp	as	as	0
in	in	p-acp	in	in	0
authoritie	authoritie	n1	authority	authority	0
,	,	,	,	,	0
so	so	av	so	so	0
al	al	d	all	all	0
¦	¦	sy	¦	¦	0
so	so	av	so	so	0
in	in	p-acp	in	in	0
wisdome	wisdome	n1	wisdom	wisdom	0
,	,	,	,	,	0
vertue	vertue	n1	virtue	virtue	0
and	and	cc	and	and	0
learning	learning	n1	learning	learning	0
)	)	)	)	)	0
he	he	pns31	he	he	0
did	did	vdd	did	do	0
excell	excell	vvi	excel	excel	0
all	all	d	all	all	0
the	the	dt	the	the	0
rest	rest	n1	rest	rest	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
Subiects	Subiects	n2-jn	Subjects	subject	0
and	and	cc	and	and	0
people	people	n1	people	people	0
.	.	.	.	.	1
Then	Then	av	Then	then	0
if	if	cs	if	if	0
it	it	pn31	it	it	0
be	be	vbb	be	be	0
so	so	av	so	so	0
necessary	necessary	j	necessary	necessary	0
and	and	cc	and	and	0
expedient	expedient	j	expedient	expedient	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
common	common	j	common	common	0
welth	welth	n1	wealth	wealth	0
that	that	cst	that	that	0
the	the	dt	the	the	0
same	same	d	same	same	0
be	be	vbb	be	be	0
gouerned	gouerned	vvn	governed	govern	0
by	by	p-acp	by	by	0
learned	learned	j	learned	learned	0
and	and	cc	and	and	0
wise	wise	j	wise	wise	0
rulers	rulers	n2	rulers	ruler	0
,	,	,	,	,	0
and	and	cc	and	and	0
guyded	guyded	vvn	guided	guide	0
by	by	p-acp	by	by	0
iust	iust	j	just	just	0
and	and	cc	and	and	0
good	good	j	good	good	0
lawes	lawes	n2	laws	law	0
:	:	:	:	:	0
how	how	c-crq	how	how	0
happy	happy	j	happy	happy	0
,	,	,	,	,	0
blessed	blessed	j-vvn	blessed	bless	0
&	&	cc	&	and	0
fortunate	fortunate	j	fortunate	fortunate	0
is	is	vbz	is	be	0
this	this	d	this	this	0
realme	realme	n1	realm	realm	0
of	of	pp-f	of	of	0
Englād	Englād	np1	Englād	England	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
hath	hath	vhz	hath	have	0
foūd	foūd	vvn	found	find	0
both	both	d	both	both	0
thone	thone	crd	thone	one	0
&	&	cc	&	and	0
thother	thother	n-jn	tother	other	0
?	?	?	?	?	1
For	For	p-acp	For	for	0
neither	neither	d	neither	neither	0
Athens	Athens	np1	Athens	Athens	0
with	with	p-acp	with	with	0
their	their	po32	their	their	0
Solon	Solon	np1	Solon	Solon	0
,	,	,	,	,	0
and	and	cc	and	and	0
his	his	po31	his	his	0
lawes	lawes	n2	laws	law	0
.	.	.	.	.	1
Sparto	Sparto	np1	Sparto	Sparto	0
with	with	p-acp	with	with	0
their	their	po32	their	their	0
Licurgus	Licurgus	np1	Licurgus	Lycurgus	0
and	and	cc	and	and	0
his	his	po31	his	his	0
lawes	lawes	n2	laws	law	0
.	.	.	.	.	1
Egipt	Egipt	np1	Egipt	Egypt	0
with	with	p-acp	with	with	0
Mercurius	Mercurius	np1	Mercurius	Mercurius	0
and	and	cc	and	and	0
his	his	po31	his	his	0
