VPon	VPon	p-acp	Upon	upon	0
life	life	n1	life	life	0
do	do	vdb	do	do	0
answer	answer	vvi	answer	answer	0
his	his	po31	his	his	0
desire	desire	n1	desire	desire	0
,	,	,	,	,	0
he	he	pns31	he	he	0
can	can	vmb	can	can	0
sing	sing	vvi	sing	sing	0
to	to	p-acp	to	to	0
himselfe	himselfe	px31	himself	himself	0
this	this	d	this	this	0
pleasant	pleasant	j	pleasant	pleasant	0
requiem	requiem	n1	requiem	requiem	0
;	;	;	;	;	0
Luc.	Luc.	np1	Luc.	Luc.	1
12.	12.	crd	12.	12.	0
19.	19.	crd	19.	19	0
soule	soule	n1	soul	soul	0
,	,	,	,	,	0
soule	soule	n1	soul	soul	0
take	take	vvb	take	take	0
thy	thy	po21	thy	thy	0
rest	rest	n1	rest	rest	0
.	.	.	.	.	1
But	But	p-acp	But	but	0
our	our	po12	our	our	0
voice	voice	n1	voice	voice	0
from	from	p-acp	from	from	0
heauen	heauen	n1	heaven	heaven	0
cries	cries	vvz	cries	cry	0
woe	woe	n1	woe	woe	0
to	to	p-acp	to	to	0
all	all	d	all	all	0
such	such	d	such	such	0
inhabitants	inhabitants	n2	inhabitants	inhabitant	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
earth	earth	n1	earth	earth	0
because	because	c-acp	because	because	0
of	of	pp-f	of	of	0
Satan	Satan	np1	Satan	Satan	0
;	;	;	;	;	0
for	for	c-acp	for	for	0
they	they	pns32	they	they	0
are	are	vbr	are	be	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
world	world	n1	world	world	0
,	,	,	,	,	0
and	and	cc	and	and	0
he	he	pns31	he	he	0
is2	is2	n1	is2	is2	0
.	.	.	.	.	1
Cor.	Cor.	np1	Cor.	Cor.	0
4.	4.	crd	4.	4.	0
4.	4.	crd	4.	4.	0
their	their	po32	their	their	0
prince	prince	n1	prince	prince	0
,	,	,	,	,	0
and	and	cc	and	and	0
theirIoh	theirIoh	np1	theirIoh	theirIoh	0
.	.	.	.	.	1
14.	14.	crd	14.	14.	0
30.	30.	crd	30.	30.	1
God	God	np1	God	God	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
hauing	hauing	vhg	having	have	0
blinded	blinded	vvn	blinded	blind	0
their	their	po32	their	their	0
minds	minds	n2	minds	mind	0
,	,	,	,	,	0
Ephes.	Ephes.	np1	Ephes.	Ephes.	1
2.	2.	crd	2.	2.	0
2.	2.	crd	2.	2.	0
worketh	worketh	vvz	works	work	0
in	in	p-acp	in	in	0
their	their	po32	their	their	0
hearts	hearts	n2	hearts	heart	0
,	,	,	,	,	0
and	and	cc	and	and	0
so	so	av	so	so	0
keepes	keepes	vvz	keeps	keep	0
them	them	pno32	them	they	0
sure	sure	j	sure	sure	0
in	in	p-acp	in	in	0
his	his	po31	his	his	0
possession	possession	n1	possession	possession	0
:	:	:	:	:	0
Indeed	Indeed	av	Indeed	indeed	0
like	like	av-j	like	like	0
a	a	dt	a	a	0
seeming	seeming	j-vvg	seeming	seem	0
friend	friend	n1	friend	friend	0
he	he	pns31	he	he	0
suf	suf	j-jn	suf	suf	0
∣	∣	sy	∣	∣	0
fereth	fereth	vvz	fereth	fer	0
allLuk	allLuk	vvb	allLuk	allluk	0
.	.	.	.	.	1
11.	11.	crd	11.	11.	0
21.	21.	crd	21.	21.	0
things	things	n2	things	thing	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
in	in	p-acp	in	in	0
peace	peace	n1	peace	peace	0
;	;	;	;	;	0
but	but	cc-acp	but	but	0
woefull	woefull	j	woeful	woeful	0
peace	peace	n1	peace	peace	0
,	,	,	,	,	0
like	like	av-j	like	like	0
to	to	p-acp	to	to	0
Absalons	Absalons	npg1	Absalons	Absalon	0
wine	wine	n1	wine	wine	0
which	which	r-crq	which	which	0
he	he	pns31	he	he	0
gaue	gaue	vvd	gave	give	0
to	to	p-acp	to	to	0
Ammon	Ammon	np1	Ammon	Ammon	0
,	,	,	,	,	0
that2	that2	n1	that2	that2	0
.	.	.	.	.	1
Sam.	Sam.	np1	Sam.	Sam	0
13.	13.	crd	13.	13.	0
28.	28.	crd	28.	28.	0
when	when	c-crq	when	when	0
his	his	po31	his	his	0
heart	heart	n1	heart	heart	0
was	was	vbds	was	be	0
most	most	av-ds	most	most	0
merrie	merrie	j	merry	merry	0
therewith	therewith	av	therewith	therewith	0
,	,	,	,	,	0
his	his	po31	his	his	0
least	least	av-ds	least	least	0
suspected	suspected	vvn	suspected	suspect	0
deadlie	deadlie	j	deadly	deadly	0
wound	wound	n1	wound	wound	0
might	might	vmd	might	may	0
light	light	vvi	light	light	0
vpon	vpon	p-acp	upon	upon	0
him	him	pno31	him	he	0
.	.	.	.	.	1
Euerie	Euerie	d	Every	every	0
oneEphes	oneEphes	np1	oneEphes	oneEphes	0
2.	2.	crd	2.	2.	0
3.	3.	crd	3.	3.	0
by	by	p-acp	by	by	0
nature	nature	n1	nature	nature	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
childe	childe	n1	child	child	0
of	of	pp-f	of	of	0
wrath	wrath	n1	wrath	wrath	0
,	,	,	,	,	0
and	and	cc	and	and	0
so	so	av	so	so	0
of	of	pp-f	of	of	0
himselfe	himselfe	px31	himself	himself	0
ful	ful	j	full	full	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
miserie	miserie	n1	misery	misery	0
;	;	;	;	;	0
but	but	cc-acp	but	but	0
mercilesse	mercilesse	j	merciless	merciless	0
Satan	Satan	np1	Satan	Satan	0
seekes	seekes	vvz	seeks	seek	0
the	the	dt	the	the	0
increase	increase	n1	increase	increase	0
heerof	heerof	av	hereof	hereof	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
causing	causing	vvg	causing	cause	0
the	the	dt	the	the	0
root	root	n1	root	root	0
of	of	pp-f	of	of	0
mans	mans	ng1	men	man	0
corruption	corruption	n1	corruption	corruption	0
to	to	pc-acp	to	to	0
spread	spread	vvi	spread	spread	0
foorth	foorth	av	forth	forth	0
the	the	dt	the	the	0
branches	branches	n2	branches	branch	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
transgressions	transgressions	n2	transgressions	transgression	0
:	:	:	:	:	0
indeed	indeed	av	indeed	indeed	0
he	he	pns31	he	he	0
is	is	vbz	is	be	0
not	not	xx	not	not	0
the	the	dt	the	the	0
beginner	beginner	n1	beginner	beginner	0
of	of	pp-f	of	of	0
e	e	sy	e	e	0
∣	∣	sy	∣	∣	0
uery	uery	j	very	very	0
sinne	sinne	n1	sin	sin	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
much	much	d	much	much	0
impiety	impiety	n1	impiety	impiety	0
flows	flows	vvz	flows	flow	0
from	from	p-acp	from	from	0
mans	mans	ng1	men	man	0
inbred	inbred	j	inbred	inbred	0
impurity	impurity	n1	impurity	impurity	0
;	;	;	;	;	0
yet	yet	av	yet	yet	0
so	so	av	so	so	0
sure	sure	j	sure	sure	0
a	a	dt	a	a	0
friend	friend	n1	friend	friend	0
is	is	vbz	is	be	0
Satan	Satan	np1	Satan	Satan	0
to	to	p-acp	to	to	0
corruption	corruption	n1	corruption	corruption	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
workes	workes	n2	works	work	0
of	of	pp-f	of	of	0
darkenesse	darkenesse	n1	darkness	darkness	0
,	,	,	,	,	0
that	that	cst	that	that	0
if	if	cs	if	if	0
nature	nature	n1	nature	nature	0
doe	doe	vdb	do	do	0
but	but	p-acp	but	but	0
stretch	stretch	vvi	stretch	stretch	0
foorth	foorth	av	forth	forth	0
the	the	dt	the	the	0
hand	hand	n1	hand	hand	0
,	,	,	,	,	0
Satan	Satan	np1	Satan	Satan	0
will	will	vmb	will	will	0
thrust	thrust	vvi	thrust	thrust	0
at	at	p-acp	at	at	0
the	the	dt	the	the	0
elbow	elbow	n1	elbow	elbow	0
:	:	:	:	:	0
doth	doth	vdz	does	do	0
Caine	Caine	np1	Caine	Cain	0
hate	hate	vvi	hate	hate	0
Abel	Abel	np1	Abel	Abel	0
?	?	?	?	?	0
then	then	av	then	then	0
will	will	vmb	will	will	0
Satan	Satan	np1	Satan	Satan	0
bring	bring	vvi	bring	bring	0
this	this	d	this	this	0
hatred	hatred	n1	hatred	hatred	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
heart	heart	n1	heart	heart	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
hand	hand	n1	hand	hand	0
,	,	,	,	,	0
and	and	cc	and	and	0
causeGen	causeGen	np1	causeGen	causeGen	0
4.	4.	crd	4.	4.	0
8.	8.	crd	8.	8.	1
Caine	Caine	np1	Caine	Cain	0
to	to	pc-acp	to	to	0
kill	kill	vvi	kill	kill	0
Abel	Abel	np1	Abel	Abel	0
:	:	:	:	:	0
Is	Is	vbz	Is	be	0
Iudas	Iudas	np1	Iudas	Judas	0
couetous	couetous	j	covetous	covetous	0
?	?	?	?	?	0
then	then	av	then	then	0
wil	wil	vmb	will	will	0
Satan	Satan	np1	Satan	Satan	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
satisfy	satisfy	vvi	satisfy	satisfy	0
∣	∣	sy	∣	∣	0
ing	ing	n1	king	king	0
of	of	pp-f	of	of	0
that	that	cst	that	that	0
desireIoh	desireIoh	uh	desireIoh	desireioh	0
.	.	.	.	.	1
13.	13.	crd	13.	13.	0
2.	2.	crd	2.	2.	0
make	make	vvi	make	make	0
him	him	pno31	him	he	0
traiterous	traiterous	j	traitorous	traitorous	0
:	:	:	:	:	0
let	let	vvb	let	let	0
him	him	pno31	him	he	0
find	find	vvi	find	find	0
but	but	p-acp	but	but	0
a	a	dt	a	a	0
sparkle	sparkle	n1	sparkle	sparkle	0
,	,	,	,	,	0
he	he	pns31	he	he	0
will	will	vmb	will	will	0
soone	soone	av	soon	soon	0
kindle	kindle	vvi	kindle	kindle	0
it	it	pn31	it	it	0
to	to	p-acp	to	to	0
a	a	dt	a	a	0
flame	flame	n1	flame	flame	0
;	;	;	;	;	0
so	so	av	so	so	0
that	that	d	that	that	0
wofull	wofull	j	woeful	woeful	0
is	is	vbz	is	be	0
his	his	po31	his	his	0
comming	comming	n-vvg	coming	come	0
to	to	p-acp	to	to	0
all	all	d	all	all	0
naturall	naturall	j	natural	natural	0
men	men	n2	men	man	0
.	.	.	.	.	1
But	But	p-acp	But	but	0
doth	doth	vdz	does	do	0
the	the	dt	the	the	0
child	child	n1	child	child	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
escape	escape	vvi	escape	escape	0
his	his	po31	his	his	0
hands	hands	n2	hands	hand	0
?	?	?	?	?	0
no	no	uh-dx	no	no	0
verily	verily	av-j	verily	very	0
;	;	;	;	;	0
Satan	Satan	np1	Satan	Satan	0
is	is	vbz	is	be	0
a	a	dt	a	a	0
professed	professed	j-vvn	professed	profess	0
deadly	deadly	j	deadly	deadly	0
foe	foe	n1	foe	foe	0
to	to	p-acp	to	to	0
all	all	d	all	all	0
such	such	d	such	such	0
,	,	,	,	,	0
he	he	pns31	he	he	0
is	is	vbz	is	be	0
theirRen	theirRen	j	theirRen	theirren	0
.	.	.	.	.	1
12.	12.	crd	12.	12.	0
10.	10.	crd	10.	10.	0
aduersarie	aduersarie	n1	adversary	adversary	0
and1	and1	n1	and1	and1	0
.	.	.	.	.	1
Pet.	Pet.	np1	Pet.	Pet.	0
5.	5.	crd	5.	5.	0
8.	8.	crd	8.	8.	0
accuser	accuser	n1	accuser	accuser	0
:	:	:	:	:	0
that	that	cst	that	that	0
which	which	r-crq	which	which	0
should	should	vmd	should	shall	0
procure	procure	vvi	procure	procure	0
them	them	pno32	them	they	0
good	good	av-j	good	good	0
he	he	pns31	he	he	0
seekes	seekes	vvz	seeks	seek	0
to	to	pc-acp	to	to	0
hinder	hinder	vvi	hinder	hinder	0
;	;	;	;	;	0
and	and	cc	and	and	0
what	what	q-crq	what	what	0
euer	euer	av	ever	ever	0
may	may	vmb	may	may	0
worke	worke	vvi	work	work	0
them	them	pno32	them	they	0
woe	woe	n1	woe	woe	0
,	,	,	,	,	0
he	he	pns31	he	he	0
will	will	vmb	will	will	0
be	be	vbi	be	be	0
sure	sure	j	sure	sure	0
to	to	pc-acp	to	to	0
further	further	jc	further	further	0
:	:	:	:	:	0
if	if	cs	if	if	0
they	they	pns32	they	they	0
fall	fall	vvb	fallen	fall	0
into	into	p-acp	into	into	0
sinne	sinne	n1	sin	sin	0
,	,	,	,	,	0
he	he	pns31	he	he	0
seekes	seekes	vvz	seeks	seek	0
to	to	pc-acp	to	to	0
bring	bring	vvi	bring	bring	0
them	them	pno32	them	they	0
to	to	pc-acp	to	to	0
despaire	despaire	vvi	despair	despair	0
;	;	;	;	;	0
and	and	cc	and	and	0
when	when	c-crq	when	when	0
they	they	pns32	they	they	0
endeuour	endeuour	n1	endeavour	endeavour	0
to	to	pc-acp	to	to	0
do	do	vdi	do	do	0
good	good	j	good	good	0
,	,	,	,	,	0
he	he	pns31	he	he	0
moues	moues	vvz	moves	move	0
them	them	pno32	them	they	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
proud	proud	j	proud	proud	0
:	:	:	:	:	0
they	they	pns32	they	they	0
are	are	vbr	are	be	0
no	no	dx	no	no	0
sooner	sooner	av-c	sooner	soon	0
conuerted	conuerted	vvn	converted	convert	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
he	he	pns31	he	he	0
hath	hath	vhz	hath	have	0
someAct	someAct	n1	someAct	someact	0
.	.	.	.	.	1
13.	13.	crd	13.	13.	0
8.	8.	crd	8.	8.	1
Elymas	Elymas	np1	Elymas	Elymas	0
to	to	pc-acp	to	to	0
turne	turne	vvi	turn	turn	0
them	them	pno32	them	they	0
backe	backe	av	back	back	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
world	world	n1	world	world	0
:	:	:	:	:	0
and	and	cc	and	and	0
though	though	cs	though	though	0
they	they	pns32	they	they	0
stand	stand	vvb	stand	stand	0
against	against	p-acp	against	against	0
that	that	d	that	that	0
assault	assault	n1	assault	assault	0
,	,	,	,	,	0
yet	yet	av	yet	yet	0
he	he	pns31	he	he	0
will	will	vmb	will	will	0
pursue	pursue	vvi	pursue	pursue	0
them	them	pno32	them	they	0
still	still	av	still	still	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
troubles	troubles	n2	troubles	trouble	0
without	without	p-acp	without	without	0
and	and	cc	and	and	0
terrours	terrours	n2	terrors	terror	0
within	within	p-acp	within	within	0
;	;	;	;	;	0
by	by	p-acp	by	by	0
raging	raging	j-vvg	raging	rage	0
foes	foes	n2	foes	foe	0
,	,	,	,	,	0
and	and	cc	and	and	0
flattering	flattering	j-vvg	flattering	flatter	0
friends	friends	n2	friends	friend	0
;	;	;	;	;	0
so	so	av	so	so	0
as	as	c-acp	as	as	0
in	in	p-acp	in	in	0
regard	regard	n1	regard	regard	0
of	of	pp-f	of	of	0
Satan	Satan	np1	Satan	Satan	0
aduantaged	aduantaged	vvn	advantaged	advantage	0
by	by	p-acp	by	by	0
their	their	po32	their	their	0
flesh	flesh	n1	flesh	flesh	0
and	and	cc	and	and	0
his	his	po31	his	his	0
world	world	n1	world	world	0
,	,	,	,	,	0
they	they	pns32	they	they	0
shall	shall	vmb	shall	shall	0
find	find	vvi	find	find	0
this	this	d	this	this	0
to	to	pc-acp	to	to	0
bee	bee	vbi	be	be	0
true	true	j	true	true	0
,	,	,	,	,	0
Iob.	Iob.	zz	Iob.	iob.	1
14.	14.	crd	14.	14.	0
22.	22.	crd	22.	22.	0
while	while	n1	while	while	0
their	their	po32	their	their	0
flesh	flesh	n1	flesh	flesh	0
is	is	vbz	is	be	0
vpon	vpon	p-acp	upon	upon	0
them	them	pno32	them	they	0
,	,	,	,	,	0
they	they	pns32	they	they	0
shalbe	shalbe	vmb|vbi	shall	shall|be	0
sorrowfull	sorrowfull	j	sorrowful	sorrowful	0
;	;	;	;	;	0
and	and	cc	and	and	0
while	while	cs	while	while	0
their	their	po32	their	their	0
soules	soules	n2	souls	soul	0
be	be	vbb	be	be	0
in	in	p-acp	in	in	0
them	them	pno32	them	they	0
they	they	pns32	they	they	0
shall	shall	vmb	shall	shall	0
mourne	mourne	vvi	mourn	mourn	0
:	:	:	:	:	0
Sa	Sa	uh	Sa	sa	0
∣	∣	sy	∣	∣	0
tan	tan	fw-es	tan	tan	0
is	is	vbz	is	be	0
a	a	pns31	a	he	0
mightieIoh	mightieIoh	uh	mightieIoh	mightieioh	0
.	.	.	.	.	1
12.	12.	crd	12.	12.	0
31.	31.	crd	31.	31.	0
prince	prince	n1	prince	prince	0
,	,	,	,	,	0
and	and	cc	and	and	0
a	a	dt	a	a	0
wilie2	wilie2	n1	wilie2	wilie2	0
.	.	.	.	.	1
Co.	Co.	np1	Co.	Co.	0
2.	2.	crd	2.	2.	0
11.	11.	crd	11.	11.	0
serpent	serpent	n1	serpent	serpent	0
,	,	,	,	,	0
and	and	cc	and	and	0
if	if	cs	if	if	0
either	either	d	either	either	0
force	force	n1	force	force	0
or	or	cc	or	or	0
fraud	fraud	n1	fraud	fraud	0
may	may	vmb	may	may	0
worke	worke	vvi	work	work	0
them	them	pno32	them	they	0
woe	woe	n1	woe	woe	0
,	,	,	,	,	0
no	no	dx	no	no	0
child	child	n1	child	child	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
shall	shall	vmb	shall	shall	0
escape	escape	vvi	escape	escape	0
his	his	po31	his	his	0
hands	hands	n2	hands	hand	0
;	;	;	;	;	0
he	he	pns31	he	he	0
spared	spared	vvd	spared	spare	0
not	not	xx	not	not	0
the	the	dt	the	the	0
greene	greene	j-jn	green	green	0
tree	tree	n1	tree	tree	0
,	,	,	,	,	0
what	what	r-crq	what	what	0
then	then	av	then	then	0
will	will	vmb	will	will	0
he	he	pns31	he	he	0
do	do	vdi	do	do	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
dry	dry	j	dry	dry	0
?	?	?	?	?	1
But	But	cc-acp	But	but	0
is	is	vbz	is	be	0
there	there	pc-acp	there	there	0
no	no	dx	no	no	0
remedy	remedy	n1	remedy	remedy	0
to	to	p-acp	to	to	0
man	man	n1	man	man	0
for	for	p-acp	for	for	0
all	all	d	all	all	0
this	this	d	this	this	0
woe	woe	n1	woe	woe	0
that	that	cst	that	that	0
comes	comes	vvz	comes	come	0
by	by	p-acp	by	by	0
Satan	Satan	np1	Satan	Satan	0
?	?	?	?	?	1
Yes	Yes	uh	Yes	yes	0
,	,	,	,	,	0
blessed	blessed	j-vvn	blessed	bless	0
be	be	vbb	be	be	0
our	our	po12	our	our	0
God	God	n1	God	god	0
who	who	r-crq	who	who	0
hath	hath	vhz	hath	have	0
not	not	xx	not	not	0
left	left	vvn	left	leave	0
vs	vs	pno12	us	we	0
for	for	p-acp	for	for	0
a	a	dt	a	a	0
praie	praie	vvb	pray	pray	0
vnto	vnto	p-acp	unto	unto	0
his	his	po31	his	his	0
teeth	teeth	n2	teeth	tooth	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
to	to	pc-acp	to	to	0
shew	shew	vvi	show	show	0
the	the	dt	the	the	0
exceeding	exceeding	j-vvg	exceeding	exceed	0
riches	riches	n2	riches	riches	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
grace	grace	n1	grace	grace	0
and	and	cc	and	and	0
loue	loue	vvi	love	love	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
world	world	n1	world	world	0
,	,	,	,	,	0
Ioh.	Ioh.	np1	Ioh.	Ioh.	1
3.	3.	crd	3.	3.	0
16.	16.	crd	16.	16.	0
hath	hath	vhz	hath	have	0
giuen	giuen	vvn	given	give	0
his	his	po31	his	his	0
onlie	onlie	av-j	only	only	0
begotten	begotten	vvn	begotten	beget	0
sonne	sonne	n1	son	son	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
our	our	po12	our	our	0
prince	prince	n1	prince	prince	0
and	and	cc	and	and	0
our	our	po12	our	our	0
deliuerer	deliuerer	n1	deliverer	deliverer	0
;	;	;	;	;	0
who	who	r-crq	who	who	0
in	in	p-acp	in	in	0
no	no	dx	no	no	0
sort	sort	n1	sort	sort	0
Heb.	Heb.	np1	Heb.	Heb.	1
2.	2.	crd	2.	2.	0
16	16	crd	16	16	0
.	.	.	.	.	0
tooke	tooke	vvd	took	take	0
the	the	dt	the	the	0
Angels	Angels	n2	Angels	angel	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
the	the	dt	the	the	0
seede	seede	n1	seed	seed	0
of	of	pp-f	of	of	0
Abraham	Abraham	np1	Abraham	Abraham	0
:	:	:	:	:	0
and	and	cc	and	and	0
because	because	c-acp	because	because	0
they	they	pns32	they	they	0
wereVers	wereVers	n2	wereVers	werever	0
.	.	.	.	.	1
14.	14.	crd	14.	14.	0
partakers	partakers	n2	partakers	partaker	0
of	of	pp-f	of	of	0
flesh	flesh	n1	flesh	flesh	0
and	and	cc	and	and	0
bloud	bloud	n1	blood	blood	0
,	,	,	,	,	0
he	he	pns31	he	he	0
himself	himself	px31	himself	himself	0
took	took	vvd	took	take	0
part	part	n1	part	part	0
with	with	p-acp	with	with	0
them	them	pno32	them	they	0
,	,	,	,	,	0
that	that	cst	that	that	0
hee	hee	pns31	he	he	0
might	might	vmd	might	may	0
destroy	destroy	vvi	destroy	destroy	0
through	through	p-acp	through	through	0
death	death	n1	death	death	0
him	him	pno31	him	he	0
that	that	cst	that	that	0
had	had	vhd	had	have	0
the	the	dt	the	the	0
power	power	n1	power	power	0
of	of	pp-f	of	of	0
death	death	n1	death	death	0
,	,	,	,	,	0
that	that	cst	that	that	0
is	is	vbz	is	be	0
,	,	,	,	,	0
the	the	dt	the	the	0
diuel	diuel	n1	devil	devil	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
the	the	dt	the	the	0
euidence	euidence	n1	evidence	evidence	0
and	and	cc	and	and	0
application	application	n1	application	application	0
of	of	pp-f	of	of	0
which	which	r-crq	which	which	0
deliuerance	deliuerance	n1	deliverance	deliverance	0
,	,	,	,	,	0
he	he	pns31	he	he	0
hath	hath	vhz	hath	have	0
ordained	ordained	vvn	ordained	ordain	0
in	in	p-acp	in	in	0
his	his	po31	his	his	0
church	church	n1	church	church	0
an	an	dt	and	a	0
holy	holy	j	holy	holy	0
mi	mi	fw-mi	mi	mi	0
∣	∣	sy	∣	∣	0
nistery	nistery	n1	nistery	nistery	0
,	,	,	,	,	0
whereby	whereby	c-crq	whereby	whereby	0
naturall	naturall	j	natural	natural	0
men	men	n2	men	man	0
are	are	vbr	are	be	0
broughtAct	broughtAct	n1	broughtAct	broughtact	0
.	.	.	.	.	1
26.	26.	crd	26.	26.	0
18.	18.	crd	18.	18.	0
from	from	p-acp	from	from	0
darknesse	darknesse	n1	darkness	darkness	0
vnto	vnto	p-acp	unto	unto	0
light	light	n1	light	light	0
,	,	,	,	,	0
and	and	cc	and	and	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
power	power	n1	power	power	0
of	of	pp-f	of	of	0
Satan	Satan	np1	Satan	Satan	0
to	to	p-acp	to	to	0
himselfe	himselfe	px31	himself	himself	0
;	;	;	;	;	0
and	and	cc	and	and	0
his	his	po31	his	his	0
owne	owne	d	own	own	0
children	children	n2	children	child	0
doeEphes	doeEphes	np1	doeEphes	doeEphes	0
.	.	.	.	.	1
4.	4.	crd	4.	4.	0
15.	15.	crd	15.	15.	0
grow	grow	vvb	grow	grow	0
vp	vp	a-acp	up	up	0
into	into	p-acp	into	into	0
Christ	Christ	np1	Christ	Christ	0
their	their	po32	their	their	0
head	head	n1	head	head	0
,	,	,	,	,	0
and	and	cc	and	and	0
be	be	vbi	be	be	0
edifiedIud	edifiedIud	vvn	edifiedIud	edifiediud	0
.	.	.	.	.	1
20.	20.	crd	20.	20.	0
in	in	p-acp	in	in	0
their	their	po32	their	their	0
most	most	av-ds	most	most	0
holie	holie	j	holy	holy	0
faith	faith	n1	faith	faith	0
,	,	,	,	,	0
through1	through1	n1	through1	through1	0
.	.	.	.	.	1
Pet.	Pet.	np1	Pet.	Pet.	0
1.	1.	crd	1.	1.	0
5.	5.	crd	5.	5.	0
which	which	r-crq	which	which	0
they	they	pns32	they	they	0
are	are	vbr	are	be	0
kept	kept	vvn	kept	keep	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
power	power	n1	power	power	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
vnto	vnto	p-acp	unto	unto	0
saluation	saluation	n1	salvation	salvation	0
.	.	.	.	.	1
Yet	Yet	av	Yet	yet	0
we	we	pns12	we	we	0
must	must	vmb	must	must	0
so	so	av	so	so	0
conceiue	conceiue	vvi	conceive	conceive	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
deliuerance	deliuerance	n1	deliverance	deliverance	0
,	,	,	,	,	0
that	that	cst	that	that	0
as	as	c-acp	as	as	0
Israel	Israel	np1	Israel	Israel	0
being	being	vbg	being	be	0
brought	brought	vvn	brought	bring	0
out	out	av	out	out	0
of	of	pp-f	of	of	0
Egypt	Egypt	np1	Egypt	Egypt	0
,	,	,	,	,	0
was	was	vbds	was	be	0
not	not	xx	not	not	0
presently	presently	av-j	presently	present	0
set	set	vvi	set	set	0
∣	∣	sy	∣	∣	0
led	led	vvd	led	lead	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
land	land	n1	land	land	0
of	of	pp-f	of	of	0
Canaan	Canaan	np1	Canaan	Canaan	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
space	space	n1	space	space	0
of	of	pp-f	of	of	0
forty	forty	crd	forty	forty	0
yeares	yeares	n2	years	year	0
was	was	vbds	was	be	0
exercised	exercised	vvn	exercised	exercise	0
with	with	p-acp	with	with	0
sundry	sundry	j	sundry	sundry	0
temptations	temptations	n2	temptations	temptation	0
in	in	p-acp	in	in	0
a	a	dt	a	a	0
barren	barren	j	barren	barren	0
and	and	cc	and	and	0
drie	drie	j	dry	dry	0
wildernesse	wildernesse	n1	wilderness	wilderness	0
,	,	,	,	,	0
where	where	c-crq	where	where	0
they	they	pns32	they	they	0
met	met	vvd	met	meet	0
with	with	p-acp	with	with	0
Num.	Num.	np1	Num.	Num.	1
21.	21.	crd	21.	21.	0
6	6	crd	6	6	0
.	.	.	.	.	0
fierie	fierie	j	fiery	fiery	0
serpents	serpents	n2	serpents	serpent	0
,	,	,	,	,	0
and	and	cc	and	and	0
were	were	vbdr	were	be	0
encountred	encountred	vvn	encountered	encounter	0
with	with	p-acp	with	with	0
many	many	d	many	many	0
and	and	cc	and	and	0
strong	strong	j	strong	strong	0
enemies	enemies	n2	enemies	enemy	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
sought	sought	vvd	sought	seek	0
to	to	pc-acp	to	to	0
debarre	debarre	vvi	debar	debar	0
them	them	pno32	them	they	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
promised	promised	j-vvn	promised	promise	0
land	land	n1	land	land	0
:	:	:	:	:	0
so	so	av	so	so	0
the	the	dt	the	the	0
children	children	n2	children	child	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
,	,	,	,	,	0
though	though	cs	though	though	0
redeemed	redeemed	vvn	redeemed	redeem	0
by	by	p-acp	by	by	0
Christ	Christ	np1	Christ	Christ	0
,	,	,	,	,	0
are	are	vbr	are	be	0
not	not	xx	not	not	0
presently	presently	av-j	presently	present	0
translated	translated	vvn	translated	translate	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
bondage	bondage	n1	bondage	bondage	0
of	of	pp-f	of	of	0
corruption	corruption	n1	corruption	corruption	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
