Deare	Deare	n1	Dear	deer	0
,	,	,	,	,	0
so	so	av	so	so	0
that	that	cst	that	that	0
the	the	dt	the	the	0
gates	gates	n2	gates	gate	0
of	of	pp-f	of	of	0
Hell	Hell	n1	Hell	hell	0
shall	shall	vmb	shall	shall	0
not	not	xx	not	not	0
be	be	vbi	be	be	0
able	able	j	able	able	0
to	to	pc-acp	to	to	0
prevaile	prevaile	vvi	prevail	prevail	0
against	against	p-acp	against	against	0
it	it	pn31	it	it	0
,	,	,	,	,	0
Mat.	Mat.	np1	Mat.	Mat	1
16.16	16.16	crd	16.16	16.16	0
and	and	cc	and	and	0
I	I	pns11	I	i	0
can	can	vmb	can	can	0
truly	truly	av-j	truly	true	0
say	say	vvi	say	say	0
,	,	,	,	,	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
is	is	vbz	is	be	0
on	on	p-acp	on	on	0
my	my	po11	my	my	0
side	side	n1	side	side	0
,	,	,	,	,	0
I	I	pns11	I	i	0
will	will	vmb	will	will	0
not	not	xx	not	not	0
feare	feare	vvi	fear	fear	0
what	what	r-crq	what	what	0
man	man	n1	man	man	0
can	can	vmb	can	can	0
do	do	vdi	do	do	0
unto	unto	p-acp	unto	unto	0
me	me	pno11	me	i	0
.	.	.	.	.	1
5.	5.	crd	5.	5.	1
That	That	cst	That	that	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
alone	alone	av-j	alone	alone	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
magnifi	magnifi	n2	magnifi	magnifi	0
∣	∣	sy	∣	∣	0
ed	ed	wd	ed	ed	0
who	who	r-crq	who	who	0
hath	hath	vhz	hath	have	0
carried	carried	vvn	carried	carry	0
forth	forth	av	forth	forth	0
my	my	po11	my	my	0
spirit	spirit	n1	spirit	spirit	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
bear	bear	vvi	bear	bear	0
witnesse	witnesse	n1	witness	witness	0
against	against	p-acp	against	against	0
all	all	d	all	all	0
unrighteousnesse	unrighteousnesse	n1	unrighteousness	unrighteousness	0
of	of	pp-f	of	of	0
men	men	n2	men	man	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
withhold	withhold	vvb	withhold	withhold	0
the	the	dt	the	the	0
truth	truth	n1	truth	truth	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
in	in	p-acp	in	in	0
unrighte	unrighte	n1	unright	unright	0
∣	∣	sy	∣	∣	0
ousness	ousness	n1	ousness	ousness	0
,	,	,	,	,	0
Rom.	Rom.	np1	Rom.	Rom.	1
1.18	1.18	crd	1.18	1.18	0
and	and	cc	and	and	0
that	that	d	that	that	0
without	without	p-acp	without	without	0
respect	respect	n1	respect	respect	0
of	of	pp-f	of	of	0
persons	persons	n2	persons	person	0
;	;	;	;	;	0
and	and	cc	and	and	0
especially	especially	av-j	especially	especial	0
against	against	p-acp	against	against	0
all	all	d	all	all	0
those	those	d	those	those	0
Churches	Churches	n2	Churches	church	0
,	,	,	,	,	0
Worships	Worships	n2	Worships	worship	0
,	,	,	,	,	0
Professions	Professions	n2	Professions	profession	0
,	,	,	,	,	0
Confessions	Confessions	n2	Confessions	confession	0
,	,	,	,	,	0
Opinions	Opinions	n2	Opinions	opinion	0
,	,	,	,	,	0
Covenants	Covenants	n2	Covenants	covenant	0
,	,	,	,	,	0
Gatherings	Gatherings	n2	Gatherings	gathering	0
,	,	,	,	,	0
Traditions	Traditions	n2	Traditions	tradition	0
of	of	pp-f	of	of	0
men	men	n2	men	man	0
,	,	,	,	,	0
observations	observations	n2	observations	observation	0
of	of	pp-f	of	of	0
Times	Times	n2	Times	time	0
,	,	,	,	,	0
Idol-Pastors	Idol-Pastors	ng1	Idol-Pastors	idol-pastors	0
,	,	,	,	,	0
Hire	Hire	n1	Hire	hire	0
∣	∣	sy	∣	∣	0
lings	lings	n2	lings	ling	0
,	,	,	,	,	0
false	false	j	false	false	0
Teachers	Teachers	n2	Teachers	teacher	0
,	,	,	,	,	0
Forms	Forms	n2	Forms	form	0
,	,	,	,	,	0
and	and	cc	and	and	0
such	such	d	such	such	0
like	like	av-j	like	like	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
are	are	vbr	are	be	0
made	made	vvn	made	make	0
,	,	,	,	,	0
appointed	appointed	vvn	appointed	appoint	0
,	,	,	,	,	0
constituted	constituted	vvn	constituted	constitute	0
,	,	,	,	,	0
or	or	cc	or	or	0
∣	∣	sy	∣	∣	0
dained	dained	vvd	dained	dain	0
,	,	,	,	,	0
set	set	vvn	set	set	0
up	up	a-acp	up	up	0
,	,	,	,	,	0
and	and	cc	and	and	0
practiced	practiced	vvd	practiced	practise	0
by	by	p-acp	by	by	0
men	men	n2	men	man	0
;	;	;	;	;	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
carnal	carnal	j	carnal	carnal	0
wisdom	wisdom	n1	wisdom	wisdom	0
,	,	,	,	,	0
learning	learning	n1	learning	learning	0
,	,	,	,	,	0
wit	wit	n1	wit	wit	0
,	,	,	,	,	0
reason	reason	n1	reason	reason	0
,	,	,	,	,	0
and	and	cc	and	and	0
po	po	n2	po	po	0
∣	∣	sy	∣	∣	0
licy	licy	n1	licy	licy	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
world	world	n1	world	world	0
.	.	.	.	.	1
Eph.	Eph.	np1	Eph.	Eph.	0
4.4	4.4	crd	4.4	4.4	0
,	,	,	,	,	0
5	5	crd	5	5	0
,	,	,	,	,	0
6.	6.	crd	6.	6.	1
For	For	p-acp	For	for	0
I	I	pns11	I	i	0
witness	witness	vvb	witness	witness	0
One	One	crd	One	one	0
body	body	n1	body	body	0
and	and	cc	and	and	0
One	One	crd	One	one	0
spirit	spirit	n1	spirit	spirit	0
,	,	,	,	,	0
even	even	av	even	even	0
as	as	c-acp	as	as	0
I	I	pns11	I	i	0
am	am	vbm	am	be	0
called	called	vvn	called	call	0
in	in	p-acp	in	in	0
one	one	crd	one	one	0
hope	hope	n1	hope	hope	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
calling	calling	n-vvg	calling	call	0
,	,	,	,	,	0
one	one	crd	one	one	0
Lord	Lord	n1	Lord	lord	0
,	,	,	,	,	0
One	One	crd	One	one	0
Faith	Faith	n1	Faith	faith	0
,	,	,	,	,	0
one	one	crd	one	one	0
Bap	Bap	n1	Bap	bap	0
∣	∣	sy	∣	∣	0
tisme	tisme	n1	tisme	tisme	0
,	,	,	,	,	0
Heb	Heb	n1	Heb	heb	0
8.7	8.7	crd	8.7	8.7	0
.	.	.	.	.	0
one	one	crd	one	one	0
God	God	np1	God	God	0
and	and	cc	and	and	0
Father	Father	n1	Father	father	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
is	is	vbz	is	be	0
a	a	pns31	a	he	0
∣	∣	sy	∣	∣	0
bove	bove	p-acp	above	above	0
all	all	d	all	all	0
,	,	,	,	,	0
and	and	cc	and	and	0
through	through	p-acp	through	through	0
all	all	d	all	all	0
,	,	,	,	,	0
and	and	cc	and	and	0
in	in	p-acp	in	in	0
all	all	d	all	all	0
:	:	:	:	:	0
And	And	cc	And	and	0
this	this	d	this	this	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
Tabernacle	Tabernacle	n1	Tabernacle	tabernacle	0
that	that	cst	that	that	0
God	God	np1	God	God	0
hath	hath	vhz	hath	have	0
pitched	pitched	vvn	pitched	pitch	0
,	,	,	,	,	0
and	and	cc	and	and	0
not	not	xx	not	not	0
man	man	n1	man	man	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
which	which	r-crq	which	which	0
Temple	Temple	n1	Temple	temple	0
all	all	d	all	all	0
the	the	dt	the	the	0
Saints	Saints	n2	Saints	saint	0
are	are	vbr	are	be	0
living	living	vvg	living	live	0
stones,1	stones,1	n1	stones,1	stones,1	0
Cor.	Cor.	np1	Cor.	Cor.	1
3.9	3.9	crd	3.9	3.9	0
are	are	vbr	are	be	0
Gods	Gods	n2	Gods	god	0
building	building	n-vvg	building	build	0
,	,	,	,	,	0
Gods	Gods	ng1	Gods	god	0
work	work	n1	work	work	0
∣	∣	sy	∣	∣	0
manship	manship	n1	manship	manship	0
,	,	,	,	,	0
and	and	cc	and	and	0
are	are	vbr	are	be	0
all	all	d	all	all	0
gathered	gathered	vvn	gathered	gather	0
into	into	p-acp	into	into	0
this	this	d	this	this	0
body	body	n1	body	body	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
spirit	spirit	n1	spirit	spirit	0
and	and	cc	and	and	0
power	power	n1	power	power	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
,	,	,	,	,	0
and	and	cc	and	and	0
not	not	xx	not	not	0
by	by	p-acp	by	by	0
man	man	n1	man	man	0
,	,	,	,	,	0
for	for	c-acp	for	for	0
by	by	p-acp	by	by	0
one	one	crd	one	one	0
spirit	spirit	n1	spirit	spirit	0
they	they	pns32	they	they	0
are	are	vbr	are	be	0
all	all	d	all	all	0
baptized	baptized	vvn	baptised	baptize	0
into	into	p-acp	into	into	0
one	one	crd	one	one	0
body,1	body,1	n1	body,1	body,1	0
Cor.	Cor.	np1	Cor.	Cor.	1
12.13	12.13	crd	12.13	12.13	0
.	.	.	.	.	0
whether	whether	cs	whither	whether	0
they	they	pns32	they	they	0
be	be	vbb	be	be	0
Jews	Jews	np2	Jews	Jew	0
or	or	cc	or	or	0
Gen	Gen	np1	Gen	Gen	0
∣	∣	sy	∣	∣	0
tiles	tiles	n2	tiles	tile	0
,	,	,	,	,	0
and	and	cc	and	and	0
have	have	vhb	have	have	0
been	been	vbn	been	be	0
all	all	d	all	all	0
made	made	vvn	made	make	0
to	to	pc-acp	to	to	0
drink	drink	vvi	drink	drink	0
into	into	p-acp	into	into	0
one	one	crd	one	one	0
spirit	spirit	n1	spirit	spirit	0
.	.	.	.	.	1
I	I	pns11	I	i	0
also	also	av	also	also	0
bear	bear	vvi	bear	bear	0
witness	witness	n1	witness	witness	0
to	to	p-acp	to	to	0
One	One	crd	One	one	0
Ordi	Ordi	fw-la	Ordi	ordi	0
∣	∣	sy	∣	∣	0
nance	nance	n1	nance	nance	0
,	,	,	,	,	0
and	and	cc	and	and	0
One	One	crd	One	one	0
Administrator	Administrator	n1	Administrator	administrator	0
,	,	,	,	,	0
Mediator	Mediator	n1	Mediator	mediator	0
,	,	,	,	,	0
Redeemer	Redeemer	n1	Redeemer	redeemer	0
,	,	,	,	,	0
and	and	cc	and	and	0
Intercessor	Intercessor	n1	Intercessor	intercessor	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
Jesus	Jesus	np1	Jesus	Jesus	0
Christ	Christ	np1	Christ	Christ	0
blessed	blessed	vvn	blessed	bless	0
for	for	p-acp	for	for	0
ever	ever	av	ever	ever	0
:	:	:	:	:	0
Joh.	Joh.	np1	Joh.	Joh.	1
14.6	14.6	crd	14.6	14.6	0
.	.	.	.	.	0
who	who	q-crq	who	who	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
way	way	n1	way	way	0
,	,	,	,	,	0
the	the	dt	the	the	0
truth	truth	n1	truth	truth	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
life	life	n1	life	life	0
,	,	,	,	,	0
and	and	cc	and	and	0
no	no	dx	no	no	0
man	man	n1	man	man	0
comes	comes	vvz	comes	come	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Father	Father	n1	Father	father	0
but	but	cc-acp	but	but	0
by	by	p-acp	by	by	0
him	him	pno31	him	he	0
,	,	,	,	,	0
and	and	cc	and	and	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
HE	HE	pns31	HE	he	0
that	that	cst	that	that	0
is	is	vbz	is	be	0
ordained	ordained	vvn	ordained	ordain	0
,	,	,	,	,	0
Acts	Acts	vvz	Acts	act	0
10.42	10.42	crd	10.42	10.42	0
.	.	.	.	.	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
Judge	Judge	n1	Judge	judge	0
of	of	pp-f	of	of	0
quick	quick	j	quick	quick	0
and	and	cc	and	and	0
dead	dead	j	dead	dead	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
Father	Father	n1	Father	father	0
,	,	,	,	,	0
and	and	cc	and	and	0
there	there	pc-acp	there	there	0
is	is	vbz	is	be	0
no	no	dx	no	no	0
name	name	n1	name	name	0
given	given	vvn	given	give	0
under	under	p-acp	under	under	0
Heaven	Heaven	n1	Heaven	heaven	0
,	,	,	,	,	0
Acts	Acts	n2	Acts	act	0
4.12	4.12	crd	4.12	4.12	0
.	.	.	.	.	0
by	by	p-acp	by	by	0
which	which	r-crq	which	which	0
men	men	n2	men	man	0
can	can	vmb	can	can	0
be	be	vbi	be	be	0
saved	saved	vvn	saved	save	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
the	the	dt	the	the	0
name	name	n1	name	name	0
of	of	pp-f	of	of	0
Jesus	Jesus	np1	Jesus	Jesus	0
;	;	;	;	;	0
neither	neither	av-dx	neither	neither	0
is	is	vbz	is	be	0
there	there	a-acp	there	there	0
sal	sal	fw-la	sal	sal	0
∣	∣	sy	∣	∣	0
vation	vation	n1	vation	vation	0
in	in	p-acp	in	in	0
any	any	d	any	any	0
other	other	n-jn	other	other	0
;	;	;	;	;	0
for	for	c-acp	for	for	0
there	there	pc-acp	there	there	0
are	are	vbr	are	be	0
diversities	diversities	n2	diversities	diversity	0
of	of	pp-f	of	of	0
gifts	gifts	n2	gifts	gift	0
but	but	p-acp	but	but	0
the	the	dt	the	the	0
same	same	d	same	same	0
spirit	spirit	n1	spirit	spirit	0
,	,	,	,	,	0
and	and	cc	and	and	0
there	there	pc-acp	there	there	0
are	are	vbr	are	be	0
dif	dif	n-jn	dif	dif	0
∣	∣	sy	∣	∣	0
ferences	ferences	n2	ferences	ference	0
of	of	pp-f	of	of	0
Administrations,1	Administrations,1	np1	Administrations,1	Administrations,1	0
Cor.	Cor.	np1	Cor.	Cor.	1
12.4	12.4	crd	12.4	12.4	0
,	,	,	,	,	0
5	5	crd	5	5	0
,	,	,	,	,	0
6.	6.	crd	6.	6.	0
but	but	p-acp	but	but	0
the	the	dt	the	the	0
same	same	d	same	same	0
Lord	Lord	n1	Lord	lord	0
:	:	:	:	:	0
and	and	cc	and	and	0
there	there	pc-acp	there	there	0
are	are	vbr	are	be	0
diversities	diversities	n2	diversities	diversity	0
of	of	pp-f	of	of	0
Operations	Operations	n2	Operations	operation	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
same	same	d	same	same	0
God	God	np1	God	God	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
worketh	worketh	vvz	works	work	0
all	all	d	all	all	0
in	in	p-acp	in	in	0
all	all	d	all	all	0
.	.	.	.	.	1
And	And	cc	And	and	0
I	I	pns11	I	i	0
witness	witness	vvb	witness	witness	0
that	that	cst	that	that	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
Jesus	Jesus	np1	Jesus	Jesus	0
Christ	Christ	np1	Christ	Christ	0
only	only	av-j	only	only	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
his	his	po31	his	his	0
spirit	spirit	n1	spirit	spirit	0
that	that	cst	that	that	0
makes	makes	vvz	makes	make	0
men	men	n2	men	man	0
Able	Able	j	Able	able	0
Ministers	Ministers	n2	Ministers	minister	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
New	New	j	New	new	0
Testament	Testament	n1	Testament	testament	0
,	,	,	,	,	0
not	not	xx	not	not	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Letter,2	Letter,2	np1	Letter,2	Letter,2	0
Cor	Cor	np1	Cor	Cor	0
3.6	3.6	crd	3.6	3.6	0
but	but	cc-acp	but	but	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Spirit	Spirit	n1	Spirit	spirit	0
.	.	.	.	.	1
And	And	cc	And	and	0
do	do	vdb	do	do	0
all	all	d	all	all	0
teach	teach	vvi	teach	teach	0
and	and	cc	and	and	0
speak	speak	vvi	speak	speak	0
in	in	p-acp	in	in	0
,	,	,	,	,	0
and	and	cc	and	and	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
power	power	n1	power	power	0
of	of	pp-f	of	of	0
that	that	d	that	that	0
spirit	spirit	n1	spirit	spirit	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
IT	IT	pn31	IT	it	0
is	is	vbz	is	be	0
pleas	pleas	j	pleasant	pleasant	0
∣	∣	sy	∣	∣	0
ed	ed	wd	ed	ed	0
to	to	pc-acp	to	to	0
give	give	vvi	give	give	0
them	them	pno32	them	they	0
utterance	utterance	n1	utterance	utterance	0
.	.	.	.	.	1
And	And	cc	And	and	0
therfore	therfore	av	therefore	therefore	0
,	,	,	,	,	0
all	all	d	all	all	0
those	those	d	those	those	0
that	that	cst	that	that	0
claim	claim	vvb	claim	claim	0
an	an	dt	and	a	0
Ordination	Ordination	n1	Ordination	ordination	0
by	by	p-acp	by	by	0
man	man	n1	man	man	0
,	,	,	,	,	0
or	or	cc	or	or	0
from	from	p-acp	from	from	0
man	man	n1	man	man	0
,	,	,	,	,	0
that	that	cst	that	that	0
speak	speak	vvb	speak	speak	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
spirit	spirit	n1	spirit	spirit	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
world	world	n1	world	world	0
,	,	,	,	,	0
from	from	p-acp	from	from	0
wit	wit	n1	wit	wit	0
,	,	,	,	,	0
learning	learning	n1	learning	learning	0
,	,	,	,	,	0
and	and	cc	and	and	0
humane	humane	j	humane	humane	0
rea	rea	fw-la	rea	rea	0
∣	∣	sy	∣	∣	0
son	son	n1	son	son	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
preach	preach	vvb	preach	preach	0
for	for	p-acp	for	for	0
hire	hire	n1	hire	hire	0
,	,	,	,	,	0
Jer.	Jer.	np1	Jer.	Jer.	1
23.1	23.1	crd	23.1	23.1	0
.	.	.	.	.	1
Ezek.	Ezek.	np1	Ezek.	Ezek.	0
34.2	34.2	crd	34.2	34.2	0
.	.	.	.	.	1
Zach	Zach	np1	Zach	Zach	0
11.17	11.17	crd	11.17	11.17	0
Joh.	Joh.	np1	Joh.	Joh.	0
10.1	10.1	crd	10.1	10.1	0
.	.	.	.	.	0
and	and	cc	and	and	0
make	make	vvi	make	make	0
mer	mer	fw-fr	mer	mer	0
∣	∣	sy	∣	∣	0
chandise	chandise	n1	chandise	chandise	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
souls	souls	n2	souls	soul	0
of	of	pp-f	of	of	0
men	men	n2	men	man	0
;	;	;	;	;	0
I	I	pns11	I	i	0
witness	witness	vvb	witness	witness	0
they	they	pns32	they	they	0
are	are	vbr	are	be	0
all	all	av-d	all	all	0
Baals	Baals	npg1	Baals	Baal	0
Priests	Priests	n2	Priests	priest	0
,	,	,	,	,	0
and	and	cc	and	and	0
Idol-Shepherds	Idol-Shepherds	n2	Idol-Shepherds	idol-shepherd	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
destroy	destroy	vvb	destroy	destroy	0
the	the	dt	the	the	0
Sheep	Sheep	n1	Sheep	sheep	0
,	,	,	,	,	0
and	and	cc	and	and	0
are	are	vbr	are	be	0
Theeves	Theeves	n2	Thieves	thief	0
and	and	cc	and	and	0
Robbers	Robbers	n2	Robbers	robber	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
came	came	vvd	came	come	0
not	not	xx	not	not	0
in	in	p-acp	in	in	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
door	door	n1	door	door	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Sheepfold	Sheepfold	j	Sheepfold	sheepfold	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
climbed	climbed	vvd	climbed	climb	0
up	up	a-acp	up	up	0
another	another	j-jn	another	another	0
way	way	n1	way	way	0
,	,	,	,	,	0
And	And	cc	And	and	0
are	are	vbr	are	be	0
the	the	dt	the	the	0
Magitians	Magitians	n2	Magicians	magician	0
,	,	,	,	,	0
Sorcerers	Sorcerers	n2	Sorcerers	sorcerer	0
,	,	,	,	,	0
Inchanters	Inchanters	ng1	Enchanters	enchanters	0
,	,	,	,	,	0
Micah	Micah	np1	Micah	Micah	0
.	.	.	.	.	1
5.12	5.12	crd	5.12	5.12	0
.	.	.	.	.	1
Soothsayers	Soothsayers	n2	Soothsayers	soothsayer	0
,	,	,	,	,	0
Necromancers	Necromancers	n2	Necromancers	necromancer	0
,	,	,	,	,	0
and	and	cc	and	and	0
Consul	Consul	n1	Consul	consul	0
∣	∣	sy	∣	∣	0
ters	ters	n1	ters	ters	0
with	with	p-acp	with	with	0
familiar	familiar	j-jn	familiar	familiar	0
spirits	spirits	n2	spirits	spirit	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
will	will	vmb	will	will	0
cut	cut	vvi	cut	cut	0
off	off	a-acp	off	off	0
out	out	av	out	out	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
land,2	land,2	n1	land,2	land,2	0
Tim.	Tim.	np1	Tim.	Tim.	1
3.8	3.8	crd	3.8	3.8	0
,	,	,	,	,	0
9.	9.	crd	9.	9	0
so	so	av	so	so	0
that	that	cst	that	that	0
his	his	po31	his	his	0
people	people	n1	people	people	0
shall	shall	vmb	shall	shall	0
have	have	vhi	have	have	0
no	no	dx	no	no	0
more	more	dc	more	more	0
Soothsayers	Soothsayers	n2	Soothsayers	soothsayer	0
;	;	;	;	;	0
And	And	cc	And	and	0
as	as	p-acp	as	as	0
Jan	Jan	np1	Jan	Jan	0
∣	∣	sy	∣	∣	0
nes	nes	zz	nes	nes	0
and	and	cc	and	and	0
Jambres	Jambres	n2	Jambres	jambre	0
resisted	resisted	vvn	resisted	resist	0
Moses	Moses	np1	Moses	Moses	0
,	,	,	,	,	0
so	so	av	so	so	0
doe	doe	vdb	do	do	0
these	these	d	these	these	0
resist	resist	vvi	resist	resist	0
the	the	dt	the	the	0
Truth	Truth	n1	Truth	truth	0
:	:	:	:	:	0
men	men	n2	men	man	0
of	of	pp-f	of	of	0
corrupt	corrupt	j	corrupt	corrupt	0
minds	minds	n2	minds	mind	0
,	,	,	,	,	0
re	re	fw-it	re	re	0
∣	∣	sy	∣	∣	0
probate	probate	n-jn	probate	probate	0
concerning	concerning	vvg	concerning	concern	0
the	the	dt	the	the	0
faith	faith	n1	faith	faith	0
:	:	:	:	:	0
but	but	cc-acp	but	but	0
they	they	pns32	they	they	0
shall	shall	vmb	shall	shall	0
proceed	proceed	vvi	proceed	proceed	0
no	no	av-dx	no	no	0
farther	farther	av-jc	farther	far	0
,	,	,	,	,	0
for	for	c-acp	for	for	0
their	their	po32	their	their	0
folly	folly	n1	folly	folly	0
shall	shall	vmb	shall	shall	0
be	be	vbi	be	be	0
ma	ma	fw-fr	ma	ma	0
∣	∣	sy	∣	∣	0
nifest	nifest	j	nifest	nife	0
to	to	p-acp	to	to	0
all	all	d	all	all	0
men	men	n2	men	man	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
theirs	theirs	png32	theirs	they	0
also	also	av	also	also	0
was	was	vbds	was	be	0
:	:	:	:	:	0
woe	woe	vvb	woo	woo	0
un	un	fw-fr	un	un	0
∣	∣	sy	∣	∣	0
to	to	a-acp	to	to	0
them	them	pno32	them	they	0
;	;	;	;	;	0
for	for	c-acp	for	for	0
they	they	pns32	they	they	0
have	have	vhb	have	have	0
gone	gone	vvn	gone	go	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
way	way	n1	way	way	0
of	of	pp-f	of	of	0
Cain	Cain	np1	Cain	Cain	0
,	,	,	,	,	0
and	and	cc	and	and	0
ran	ran	vvd	ran	run	0
greedily	greedily	av-j	greedily	greedy	0
after	after	p-acp	after	after	0
the	the	dt	the	the	0
errors	errors	n2	errors	error	0
of	of	pp-f	of	of	0
Balaam	Balaam	np1	Balaam	Balaam	0
for	for	p-acp	for	for	0
reward	reward	n1	reward	reward	0
,	,	,	,	,	0
and	and	cc	and	and	0
perished	perished	vvd	perished	perish	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
gainsaying	gainsaying	n-vvg	gainsaying	gainsay	0
of	of	pp-f	of	of	0
Core	Core	n1	Core	core	0
.	.	.	.	.	1
Jud.	Jud.	np1	Jud.	Jud.	0
11.12	11.12	crd	11.12	11.12	0
,	,	,	,	,	0
13.	13.	crd	13.	13.	1
These	These	d	These	these	0
are	are	vbr	are	be	0
spots	spots	n2	spots	spot	0
in	in	p-acp	in	in	0
your	your	po22	your	your	0
feasts	feasts	n2	feasts	feast	0
of	of	pp-f	of	of	0
chari	chari	n2	chari	chari	0
∣	∣	sy	∣	∣	0
ty	ty	vvi	ty	tie	0
,	,	,	,	,	0
when	when	c-crq	when	when	0
they	they	pns32	they	they	0
feast	feast	vvb	feast	feast	0
with	with	p-acp	with	with	0
you	you	pn22	you	you	0
;	;	;	;	;	0
feeding	feeding	vvg	feeding	feed	0
themselvs	themselvs	px32	themselves	themselves	0
without	without	p-acp	without	without	0
fear	fear	n1	fear	fear	0
:	:	:	:	:	0
Clouds	Clouds	n2	Clouds	cloud	0
they	they	pns32	they	they	0
are	are	vbr	are	be	0
without	without	p-acp	without	without	0
water	water	n1	water	water	0
,	,	,	,	,	0
carried	carried	vvd	carried	carry	0
about	about	a-acp	about	about	0
of	of	pp-f	of	of	0
winds	winds	n2	winds	wind	0
:	:	:	:	:	0
Trees	Trees	n2	Trees	tree	0
,	,	,	,	,	0
whose	whose	rg-crq	whose	who	0
fruit	fruit	n1	fruit	fruit	0
withereth	withereth	vvz	withereth	wither	0
,	,	,	,	,	0
without	without	p-acp	without	without	0
fruit	fruit	n1	fruit	fruit	0
,	,	,	,	,	0
twice	twice	av	twice	twice	0
dead	dead	j	dead	dead	0
,	,	,	,	,	0
plucked	plucked	vvd	plucked	pluck	0
up	up	a-acp	up	up	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
roots	roots	n2	roots	root	0
:	:	:	:	:	0
Raging	Raging	vvg	Raging	rage	0
waves	waves	n2	waves	wave	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Sea	Sea	n1	Sea	sea	0
,	,	,	,	,	0
foaming	foaming	vvg	foaming	foam	0
out	out	av	out	out	0
their	their	po32	their	their	0
own	own	d	own	own	0
shame	shame	n1	shame	shame	0
,	,	,	,	,	0
wandring	wandring	j-vvg	wandering	wander	0
Stars	Stars	n2	Stars	star	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
whom	whom	ro-crq	whom	who	0
is	is	vbz	is	be	0
reserved	reserved	vvn	reserved	reserve	0
the	the	dt	the	the	0
blackness	blackness	n1	blackness	blackness	0
of	of	pp-f	of	of	0
Dark	Dark	np1	Dark	Dark	0
∣	∣	sy	∣	∣	0
ness	ness	n1	ness	ness	0
for	for	c-acp	for	for	0
ever	ever	av	ever	ever	0
.	.	.	.	.	1
And	And	cc	And	and	0
now	now	av	now	now	0
Brethren	Brethren	n2	Brothers	brethren	0
,	,	,	,	,	0
I	I	pns11	I	i	0
commend	commend	vvb	commend	commend	0
you	you	pn22	you	you	0
to	to	p-acp	to	to	0
God	God	np1	God	God	0
and	and	cc	and	and	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
word	word	n1	word	word	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
grace	grace	n1	grace	grace	0
,	,	,	,	,	0
Act.	Act.	n1	Act.	act	0
20.32	20.32	crd	20.32	20.32	0
which	which	r-crq	which	which	0
