Right-noble	Right-noble	j	Right-noble	right-noble	0
thereunto	thereunto	av	thereunto	thereunto	0
.	.	.	.	.	1
All	All	av-d	All	all	0
which	which	r-crq	which	which	0
Hernandez	Hernandez	np1	Hernandez	Hernandez	0
Palentino	Palentino	np1	Palentino	Palentino	0
writes	writes	vvz	writes	write	0
more	more	av-dc	more	more	0
at	at	p-acp	at	at	0
large	large	j	large	large	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
we	we	pns12	we	we	0
have	have	vhb	have	have	0
abbreviated	abbreviated	vvn	abbreviated	abbreviate	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
avoid	avoid	vvi	avoid	avoid	0
prolixity	prolixity	n1	prolixity	prolixity	0
and	and	cc	and	and	0
tediousness	tediousness	n1	tediousness	tediousness	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Reader	Reader	n1	Reader	reader	0
;	;	;	;	;	0
and	and	cc	and	and	0
is	is	vbz	is	be	0
as	as	a-acp	as	as	0
followeth	followeth	vvz	follows	follow	0
:	:	:	:	:	0
When	When	c-crq	When	when	0
it	it	pn31	it	it	0
was	was	vbds	was	be	0
known	known	vvn	known	know	0
in	in	p-acp	in	in	0
Cozco	Cozco	np1	Cozco	Cozco	0
that	that	cst	that	that	0
the	the	dt	the	the	0
President	President	n1	President	precedent	0
was	was	vbds	was	be	0
retired	retired	vvn	retired	retire	0
privately	privately	av-j	privately	private	0
to	to	pc-acp	to	to	0
avoid	avoid	vvi	avoid	avoid	0
the	the	dt	the	the	0
troublesome	troublesome	j	troublesome	troublesome	0
importunities	importunities	n2	importunities	importunity	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
People	People	n1	People	people	0
;	;	;	;	;	0
one	one	crd	one	one	0
Captain	Captain	n1	Captain	captain	0
Pardaue	Pardaue	vhi	Pardaue	pardaue	0
,	,	,	,	,	0
being	being	vbg	being	be	0
in	in	p-acp	in	in	0
dis	dis	zf	dis	this	0
∣	∣	sy	∣	∣	0
course	course	n1	course	course	0
with	with	p-acp	with	with	0
other	other	j-jn	other	other	0
Captains	Captains	n2	Captains	captain	0
;	;	;	;	;	0
on	on	p-acp	on	on	0
my	my	po11	my	my	0
Conscience	Conscience	n1	Conscience	conscience	0
said	said	vvd	said	say	0
he	he	pns31	he	he	0
,	,	,	,	,	0
this	this	d	this	this	0
Madalena	Madalena	np1	Madalena	Madalena	0
de	de	fw-fr	de	de	0
la	la	fw-fr	la	la	0
Cruz	Cruz	np1	Cruz	Cruz	0
is	is	vbz	is	be	0
retired	retired	vvn	retired	retire	0
some	some	d	some	some	0
where	where	c-crq	where	where	0
privately	privately	av-j	privately	private	0
to	to	pc-acp	to	to	0
put	put	vvi	put	put	0
an	an	dt	and	a	0
Harana	Harana	np1	Harana	Harana	0
upon	upon	p-acp	upon	upon	0
us	us	pno12	us	we	0
,	,	,	,	,	0
for	for	c-acp	for	for	0
in	in	p-acp	in	in	0
Peru	Peru	np1	Peru	Peru	0
they	they	pns32	they	they	0
call	call	vvb	call	call	0
that	that	cst	that	that	0
Harana	Harana	np1	Harana	Harana	0
,	,	,	,	,	0
when	when	c-crq	when	when	0
a	a	dt	a	a	0
man	man	n1	man	man	0
who	who	r-crq	who	who	0
hath	hath	vhz	hath	have	0
lost	lost	vvn	lost	lose	0
his	his	po31	his	his	0
money	money	n1	money	money	0
at	at	p-acp	at	at	0
gaming	gaming	n-vvg	gaming	game	0
plays	plays	vvz	plays	play	0
some	some	d	some	some	0
Trick	Trick	n1	Trick	trick	0
or	or	cc	or	or	0
Sham	Sham	np1	Sham	Sham	0
to	to	pc-acp	to	to	0
avoid	avoid	vvi	avoid	avoid	0
payment	payment	n1	payment	payment	0
.	.	.	.	.	1
And	And	cc	And	and	0
amongst	amongst	p-acp	among	among	0
other	other	j-jn	other	other	0
Nick-names	Nick-names	n2	Nicknames	nickname	0
given	given	vvn	given	give	0
the	the	dt	the	the	0
President	President	n1	President	precedent	0
,	,	,	,	,	0
they	they	pns32	they	they	0
called	called	vvd	called	call	0
him	him	pno31	him	he	0
Madalena	Madalena	np1	Madalena	Madalena	0
de	de	fw-fr	de	de	0
la	la	fw-fr	la	la	0
Cruz	Cruz	np1	Cruz	Cruz	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
was	was	vbds	was	be	0
as	as	p-acp	as	as	0
much	much	d	much	much	0
as	as	c-acp	as	as	0
Cheater	Cheater	n1	Cheater	cheater	0
or	or	cc	or	or	0
Sorcerer	Sorcerer	n1	Sorcerer	sorcerer	0
,	,	,	,	,	0
and	and	cc	and	and	0
was	was	vbds	was	be	0
the	the	dt	the	the	0
name	name	n1	name	name	0
of	of	pp-f	of	of	0
that	that	d	that	that	0
Woman	Woman	n1	Woman	woman	0
who	who	r-crq	who	who	0
was	was	vbds	was	be	0
punished	punished	vvn	punished	punish	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
Officers	Officers	n2	Officers	officer	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
In	In	n1	In	inn	0
∣	∣	sy	∣	∣	0
quisition	quisition	n1	quisition	quisition	0
in	in	p-acp	in	in	0
Cordoua	Cordoua	np1	Cordoua	Cordova	0
:	:	:	:	:	0
And	And	cc	And	and	0
the	the	dt	the	the	0
truth	truth	n1	truth	truth	0
is	is	vbz	is	be	0
,	,	,	,	,	0
the	the	dt	the	the	0
President	President	n1	President	precedent	0
,	,	,	,	,	0
not	not	xx	not	not	0
to	to	pc-acp	to	to	0
hear	hear	vvi	hear	hear	0
such	such	d	such	such	0
insolent	insolent	j	insolent	insolent	0
Speeches	Speeches	n2	Speeches	speech	0
as	as	c-acp	as	as	0
these	these	d	these	these	0
,	,	,	,	,	0
retired	retired	vvn	retired	retire	0
from	from	p-acp	from	from	0
Cozco	Cozco	np1	Cozco	Cozco	0
that	that	cst	that	that	0
he	he	pns31	he	he	0
might	might	vmd	might	may	0
have	have	vhi	have	have	0
liberty	liberty	n1	liberty	liberty	0
to	to	pc-acp	to	to	0
make	make	vvi	make	make	0
the	the	dt	the	the	0
Distributions	Distributions	n2	Distributions	distribution	0
,	,	,	,	,	0
and	and	cc	and	and	0
removed	removed	vvn	removed	remove	0
farther	farther	av-jc	farther	far	0
from	from	p-acp	from	from	0
it	it	pn31	it	it	0
when	when	c-crq	when	when	0
they	they	pns32	they	they	0
were	were	vbdr	were	be	0
published	published	vvn	published	publish	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
Palen	Palen	np1	Palen	Palen	0
∣	∣	sy	∣	∣	0
tino	tino	fw-la	tino	tino	0
saith	saith	vvz	says	say	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
second	second	ord	second	second	0
Part	Part	n1	Part	part	0
,	,	,	,	,	0
and	and	cc	and	and	0
Chapter	Chapter	n1	Chapter	chapter	0
the	the	dt	the	the	0
first	first	ord	first	first	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
History	History	n1	History	history	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
these	these	d	these	these	0
words	words	n2	words	word	0
:	:	:	:	:	0
It	It	pn31	It	it	0
was	was	vbds	was	be	0
well	well	av	well	well	0
known	known	vvn	known	know	0
that	that	cst	that	that	0
the	the	dt	the	the	0
President	President	n1	President	precedent	0
absented	absented	vvd	absented	absent	0
himself	himself	px31	himself	himself	0
from	from	p-acp	from	from	0
Cozco	Cozco	np1	Cozco	Cozco	0
,	,	,	,	,	0
that	that	cst	that	that	0
he	he	pns31	he	he	0
might	might	vmd	might	may	0
not	not	xx	not	not	0
be	be	vbi	be	be	0
present	present	j	present	present	0
at	at	p-acp	at	at	0
the	the	dt	the	the	0
time	time	n1	time	time	0
when	when	c-crq	when	when	0
the	the	dt	the	the	0
Distribution	Distribution	n1	Distribution	distribution	0
of	of	pp-f	of	of	0
Lands	Lands	n2	Lands	land	0
was	was	vbds	was	be	0
published	published	vvn	published	publish	0
;	;	;	;	;	0
for	for	c-acp	for	for	0
he	he	pns31	he	he	0
was	was	vbds	was	be	0
prudent	prudent	j	prudent	prudent	0
and	and	cc	and	and	0
subtile	subtile	j	subtle	subtle	0
,	,	,	,	,	0
and	and	cc	and	and	0
understood	understood	vvd	understood	understand	0
by	by	p-acp	by	by	0
good	good	j	good	good	0
experience	experience	n1	experience	experience	0
the	the	dt	the	the	0
nature	nature	n1	nature	nature	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Countrey	Countrey	n1	Country	country	0
;	;	;	;	;	0
and	and	cc	and	and	0
feared	feared	vvd	feared	fear	0
much	much	d	much	much	0
the	the	dt	the	the	0
Insolences	Insolences	n2	Insolences	insolence	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Souldiers	Souldiers	n2	Soldiers	soldier	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
hear	hear	vvi	hear	hear	0
their	their	po32	their	their	0
Complaints	Complaints	n2	Complaints	complaint	0
,	,	,	,	,	0
Oaths	Oaths	n2	Oaths	oath	0
and	and	cc	and	and	0
Curses	Curses	n2	Curses	curse	0
:	:	:	:	:	0
And	And	cc	And	and	0
indeed	indeed	av	indeed	indeed	0
herein	herein	av	herein	herein	0
he	he	pns31	he	he	0
was	was	vbds	was	be	0
not	not	xx	not	not	0
deceived	deceived	vvn	deceived	deceive	0
;	;	;	;	;	0
for	for	p-acp	for	for	0
when	when	c-crq	when	when	0
the	the	dt	the	the	0
Arch-bishop	Arch-bishop	n1	Archbishop	archbishop	0
was	was	vbds	was	be	0
arrived	arrived	vvn	arrived	arrive	0
at	at	p-acp	at	at	0
Cozco	Cozco	np1	Cozco	Cozco	0
,	,	,	,	,	0
where	where	c-crq	where	where	0
almost	almost	av	almost	almost	0
all	all	d	all	all	0
the	the	dt	the	the	0
Inhabitants	Inhabitants	n2	Inhabitants	inhabitant	0
and	and	cc	and	and	0
Souldiers	Souldiers	n2	Soldiers	soldier	0
were	were	vbdr	were	be	0
assembled	assembled	vvn	assembled	assemble	0
,	,	,	,	,	0
expecting	expecting	vvg	expecting	expect	0
to	to	pc-acp	to	to	0
receive	receive	vvi	receive	receive	0
great	great	j	great	great	0
proportions	proportions	n2	proportions	proportion	0
of	of	pp-f	of	of	0
Lands	Lands	n2	Lands	land	0
and	and	cc	and	and	0
Government	Government	n1	Government	government	0
:	:	:	:	:	0
they	they	pns32	they	they	0
appeared	appeared	vvd	appeared	appear	0
quiet	quiet	j-jn	quiet	quiet	0
and	and	cc	and	and	0
orderly	orderly	j	orderly	orderly	0
:	:	:	:	:	0
but	but	cc-acp	but	but	0
so	so	av	so	so	0
soon	soon	av	soon	soon	0
as	as	c-acp	as	as	0
the	the	dt	the	the	0
publication	publication	n1	publication	publication	0
was	was	vbds	was	be	0
made	made	vvn	made	make	0
,	,	,	,	,	0
on	on	p-acp	on	on	0
the	the	dt	the	the	0
24th	24th	ord	24th	24th	0
of	of	pp-f	of	of	0
August	August	np1	August	August	0
,	,	,	,	,	0
being	being	vbg	being	be	0
the	the	dt	the	the	0
Festival	Festival	n1	Festival	festival	0
of	of	pp-f	of	of	0
Saint	Saint	n1	Saint	saint	0
Bartholomew	Bartholomew	np1	Bartholomew	Bartholomew	0
,	,	,	,	,	0
where	where	c-crq	where	where	0
∣	∣	sy	∣	∣	0
by	by	p-acp	by	by	0
finding	finding	n-vvg	finding	find	0
themselves	themselves	px32	themselves	themselves	0
much	much	d	much	much	0
disappointed	disappointed	vvn	disappointed	disappoint	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
hopes	hopes	n2	hope's	hope	0
,	,	,	,	,	0
they	they	pns32	they	they	0
began	began	vvd	began	begin	0
to	to	pc-acp	to	to	0
curse	curse	vvi	curse	curse	0
and	and	cc	and	and	0
swear	swear	vvi	swear	swear	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
utter	utter	vvi	utter	utter	0
many	many	d	many	many	0
seditious	seditious	j	seditious	seditious	0
expressions	expressions	n2	expressions	expression	0
against	against	p-acp	against	against	0
the	the	dt	the	the	0
President	President	n1	President	precedent	0
and	and	cc	and	and	0
his	his	po31	his	his	0
Go	Go	vvb	Go	go	0
∣	∣	sy	∣	∣	0
vernment	vernment	n1	vernment	vernment	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
that	that	cst	that	that	0
high	high	j	high	high	0
degree	degree	n1	degree	degree	0
,	,	,	,	,	0
that	that	cst	that	that	0
all	all	d	all	all	0
things	things	n2	things	thing	0
seemed	seemed	vvd	seemed	seem	0
to	to	pc-acp	to	to	0
tend	tend	vvi	tend	tend	0
to	to	pc-acp	to	to	0
mutiny	mutiny	vvi	mutiny	mutiny	0
and	and	cc	and	and	0
a	a	dt	a	a	0
new	new	j	new	new	0
rebellion	rebellion	n1	rebellion	rebellion	0
.	.	.	.	.	1
Hereupon	Hereupon	av	Hereupon	hereupon	0
they	they	pns32	they	they	0
began	began	vvd	began	begin	0
to	to	pc-acp	to	to	0
enter	enter	vvi	enter	enter	0
into	into	p-acp	into	into	0
Cabals	Cabals	n2	Cabals	cabal	0
and	and	cc	and	and	0
secret	secret	j-jn	secret	secret	0
Consultati	Consultati	n1	Consultati	consultati	0
∣	∣	sy	∣	∣	0
ons	ons	pp-f|pno12	ons	of|we	0
,	,	,	,	,	0
how	how	c-crq	how	how	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
first	first	ord	first	first	0
place	place	n1	place	place	0
they	they	pns32	they	they	0
might	might	vmd	might	may	0
kill	kill	vvi	kill	kill	0
the	the	dt	the	the	0
Judge	Judge	n1	Judge	judge	0
Andres	Andres	np1	Andres	Andres	0
de	de	fw-fr	de	de	0
Cianca	Cianca	np1	Cianca	Cianca	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
Arch-bishop	Arch-bishop	n1	Archbishop	archbishop	0
,	,	,	,	,	0
whom	whom	ro-crq	whom	who	0
they	they	pns32	they	they	0
esteemed	esteemed	vvd	esteemed	esteem	0
the	the	dt	the	the	0
Authours	Authours	n2	Authors	author	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Distributions	Distributions	n2	Distributions	distribution	0
.	.	.	.	.	1
The	The	dt	The	the	0
cause	cause	n1	cause	cause	0
and	and	cc	and	and	0
ground	ground	n1	ground	ground	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
fury	fury	n1	fury	fury	0
and	and	cc	and	and	0
rage	rage	n1	rage	rage	0
they	they	pns32	they	they	0
alledged	alledged	vvd	alleged	allege	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
the	the	dt	the	the	0
allotment	allotment	n1	allotment	allotment	0
made	made	vvd	made	make	0
of	of	pp-f	of	of	0
principal	principal	j-jn	principal	principal	0
Places	Places	n2	Places	place	0
and	and	cc	and	and	0
Lands	Lands	n2	Lands	land	0
to	to	p-acp	to	to	0
those	those	d	those	those	0
who	who	r-crq	who	who	0
had	had	vhd	had	have	0
been	been	vbn	been	be	0
the	the	dt	the	the	0
Followers	Followers	n2	Followers	follower	0
and	and	cc	and	and	0
Abettors	Abettors	n2	Abettors	abettor	0
of	of	pp-f	of	of	0
Gonçalo	Gonçalo	np1	Gonçalo	Gonçalo	0
Piçarro	Piçarro	np1	Piçarro	Piçarro	0
,	,	,	,	,	0
and	and	cc	and	and	0
who	who	r-crq	who	who	0
had	had	vhd	had	have	0
favoured	favoured	vvn	favoured	favour	0
that	that	d	that	that	0
party	party	n1	party	party	0
which	which	r-crq	which	which	0
had	had	vhd	had	have	0
been	been	vbn	been	be	0
in	in	p-acp	in	in	0
Arms	Arms	n2	Arms	arm	0
against	against	p-acp	against	against	0
the	the	dt	the	the	0
King	King	n1	King	king	0
:	:	:	:	:	0
but	but	cc-acp	but	but	0
the	the	dt	the	the	0
relation	relation	n1	relation	relation	0
of	of	pp-f	of	of	0
these	these	d	these	these	0
matters	matters	n2	matters	matter	0
is	is	vbz	is	be	0
more	more	av-dc	more	more	0
fully	fully	av-j	fully	full	0
made	made	vvn	made	make	0
by	by	p-acp	by	by	0
Francisco	Francisco	np1	Francisco	Francisco	0
Lopez	Lopez	np1	Lopez	Lopez	0
de	de	fw-fr	de	de	0
Gomara	Gomara	np1	Gomara	Gomara	0
,	,	,	,	,	0
Chap.	Chap.	np1	Chap.	Chap.	1
188.	188.	crd	188.	188.	0
in	in	p-acp	in	in	0
these	these	d	these	these	0
words	words	n2	words	word	0
:	:	:	:	:	0
The	The	dt	The	the	0
President	President	n1	President	precedent	0
,	,	,	,	,	0
said	said	vvd	said	say	0
he	he	pns31	he	he	0
,	,	,	,	,	0
went	went	vvd	went	go	0
to	to	p-acp	to	to	0
Apurima	Apurima	fw-la	Apurima	apurima	0
twelve	twelve	crd	twelve	twelve	0
leagues	leagues	n2	leagues	league	0
distant	distant	j	distant	distant	0
from	from	p-acp	from	from	0
Cozco	Cozco	np1	Cozco	Cozco	0
,	,	,	,	,	0
where	where	c-crq	where	where	0
he	he	pns31	he	he	0
consulted	consulted	vvd	consulted	consult	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
Archbishop	Archbishop	n1	Archbishop	archbishop	0
of	of	pp-f	of	of	0
Los	Los	fw-la	Los	los	0
Reyes	Reyes	np1	Reyes	Reyes	0
,	,	,	,	,	0
and	and	cc	and	and	0
his	his	po31	his	his	0
Secretary	Secretary	n1	Secretary	secretary	0
Pero	Pero	np1	Pero	Pero	0
Lopez	Lopez	np1	Lopez	Lopez	0
about	about	p-acp	about	about	0
the	the	dt	the	the	0
division	division	n1	division	division	0
of	of	pp-f	of	of	0
Lands	Lands	n2	Lands	land	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
were	were	vbdr	were	be	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
made	made	vvn	made	make	0
and	and	cc	and	and	0
distributed	distributed	vvn	distributed	distribute	0
amongst	amongst	p-acp	among	among	0
se	se	vvi	see	see	0
∣	∣	sy	∣	∣	0
veral	veral	j	veral	veral	0
persons	persons	n2	persons	person	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
value	value	n1	valve	value	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
million	million	crd	million	million	0
and	and	cc	and	and	0
a	a	dt	a	a	0
half	half	n-jn	half	half	0
of	of	pp-f	of	of	0
yearly	yearly	j	yearly	yearly	0
rent	rent	n1	rend	rent	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
a	a	dt	a	a	0
hundred	hundred	crd	hundred	hundred	0
and	and	cc	and	and	0
fifty	fifty	crd	fifty	fifty	0
thousand	thousand	crd	thousand	thousand	0
Ducats	Ducats	n2	Ducats	ducat	0
in	in	p-acp	in	in	0
Gold	Gold	n1	Gold	gold	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
he	he	pns31	he	he	0
had	had	vhd	had	have	0
raised	raised	vvn	raised	raise	0
from	from	p-acp	from	from	0
divers	divers	j	diverse	diverse	0
who	who	r-crq	who	who	0
were	were	vbdr	were	be	0
in	in	p-acp	in	in	0
present	present	j	present	present	0
possession	possession	n1	possession	possession	0
he	he	pns31	he	he	0
married	married	vvd	married	marry	0
many	many	d	many	many	0
rich	rich	j	rich	rich	0
Widows	Widows	n2	Widows	widow	0
to	to	p-acp	to	to	0
such	such	d	such	such	0
as	as	c-acp	as	as	0
had	had	vhd	had	have	0
well	well	av	well	well	0
served	served	vvn	served	serve	0
the	the	dt	the	the	0
King	King	n1	King	king	0
;	;	;	;	;	0
he	he	pns31	he	he	0
increased	increased	vvd	increased	increase	0
the	the	dt	the	the	0
Revenue	Revenue	n1	Revenue	revenue	0
and	and	cc	and	and	0
Estate	Estate	n1	Estate	estate	0
of	of	pp-f	of	of	0
others	others	n2-jn	others	other	0
who	who	r-crq	who	who	0
were	were	vbdr	were	be	0
already	already	av	already	already	0
possessed	possessed	vvn	possessed	possess	0
of	of	pp-f	of	of	0
Lands	Lands	n2	Lands	land	0
,	,	,	,	,	0
so	so	av	so	so	0
than	than	cs	than	than	0
some	some	d	some	some	0
had	had	vhd	had	have	0
a	a	dt	a	a	0
yearly	yearly	j	yearly	yearly	0
Revenue	Revenue	n1	Revenue	revenue	0
made	made	vvd	made	make	0
up	up	a-acp	up	up	0
to	to	p-acp	to	to	0
them	them	pno32	them	they	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
hundred	hundred	crd	hundred	hundred	0
thou	thou	pns21	thou	thou	0
∣	∣	sy	∣	∣	0
sand	sand	n1	sand	sand	0
Ducats	Ducats	n2	Ducats	ducat	0
;	;	;	;	;	0
which	which	r-crq	which	which	0
was	was	vbds	was	be	0
an	an	dt	and	a	0
Estate	Estate	n1	Estate	estate	0
for	for	p-acp	for	for	0
a	a	dt	a	a	0
Prince	Prince	n1	Prince	prince	0
,	,	,	,	,	0
if	if	cs	if	if	0
the	the	dt	the	the	0
Inheritance	Inheritance	n1	Inheritance	inheritance	0
had	had	vhd	had	have	0
been	been	vbn	been	be	0
theirs	theirs	png32	theirs	they	0
;	;	;	;	;	0
but	but	cc-acp	but	but	0
the	the	dt	the	the	0
Emperour	Emperour	n1	Emperor	emperor	0
would	would	vmd	would	will	0
allow	allow	vvi	allow	allow	0
no	no	dx	no	no	0
other	other	j-jn	other	other	0
Estate	Estate	n1	Estate	estate	0
but	but	cc-acp	but	but	0
for	for	p-acp	for	for	0
life	life	n1	life	life	0
:	:	:	:	:	0
but	but	cc-acp	but	but	0
he	he	pns31	he	he	0
who	who	r-crq	who	who	0
had	had	vhd	had	have	0
the	the	dt	the	the	0
greatest	greatest	js	greatest	great	0
Estate	Estate	n1	Estate	estate	0
assigned	assigned	vvn	assigned	assign	0
to	to	p-acp	to	to	0
him	him	pno31	him	he	0
was	was	vbds	was	be	0
Hinojosa	Hinojosa	np1	Hinojosa	Hinojosa	0
.	.	.	.	.	1
Gasca	Gasca	np1	Gasca	Gasca	0
himself	himself	px31	himself	himself	0
went	went	vvd	went	go	0
to	to	p-acp	to	to	0
Los	Los	fw-la	Los	los	0
Reyes	Reyes	np1	Reyes	Reyes	0
to	to	pc-acp	to	to	0
avoid	avoid	vvi	avoid	avoid	0
the	the	dt	the	the	0
complaints	complaints	n2	complaints	complaint	0
,	,	,	,	,	0
curses	curses	n2	curses	curse	0
and	and	cc	and	and	0
damning	damning	vvg	damning	damn	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Souldiers	Souldiers	n2	Soldiers	soldier	0
,	,	,	,	,	0
and	and	cc	and	and	0
perhaps	perhaps	av	perhaps	perhaps	0
for	for	p-acp	for	for	0
fear	fear	n1	fear	fear	0
of	of	pp-f	of	of	0
worse	worse	jc	worse	worse	0
:	:	:	:	:	0
And	And	cc	And	and	0
to	to	pc-acp	to	to	0
make	make	vvi	make	make	0
publication	publication	n1	publication	publication	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Lands	Lands	n2	Lands	land	0
allotted	allotted	vvn	allotted	allot	0
and	and	cc	and	and	0
divided	divided	vvn	divided	divide	0
,	,	,	,	,	0
the	the	dt	the	the	0
Archbishop	Archbishop	n1	Archbishop	archbishop	0
was	was	vbds	was	be	0
sent	sent	vvn	sent	send	0
to	to	p-acp	to	to	0
Cozco	Cozco	np1	Cozco	Cozco	0
;	;	;	;	;	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
take	take	vvi	take	take	0
those	those	d	those	those	0
off	off	a-acp	off	off	0
to	to	p-acp	to	to	0
whom	whom	ro-crq	whom	who	0
nothing	nothing	pix	nothing	nothing	0
was	was	vbds	was	be	0
given	given	vvn	given	give	0
,	,	,	,	,	0
a	a	dt	a	a	0
smooth	smooth	j	smooth	smooth	0
Letter	Letter	n1	Letter	letter	0
was	was	vbds	was	be	0
wrote	wrote	vvn	wrote	write	0
to	to	pc-acp	to	to	0
nourish	nourish	vvi	nourish	nourish	0
them	them	pno32	them	they	0
with	with	p-acp	with	with	0
future	future	j-jn	future	future	0
hopes	hopes	n2	hope's	hope	0
and	and	cc	and	and	0
expectations	expectations	n2	expectations	expectation	0
;	;	;	;	;	0
but	but	cc-acp	but	but	0
the	the	dt	the	the	0
furious	furious	j	furious	furious	0
Souldiers	Souldiers	n2	Soldiers	soldier	0
were	were	vbdr	were	be	0
neither	neither	dx	neither	neither	0
appea	appea	n1	appea	appea	0
∣	∣	sy	∣	∣	0
sed	sed	zz	sed	sed	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
air	air	n1	air	air	0
of	of	pp-f	of	of	0
smooth	smooth	j	smooth	smooth	0
words	words	n2	words	word	0
,	,	,	,	,	0
nor	nor	ccx	nor	nor	0
the	the	dt	the	the	0
gentle	gentle	j	gentle	gentle	0
exhortation	exhortation	n1	exhortation	exhortation	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Archbishop	Archbishop	n1	Archbishop	archbishop	0
.	.	.	.	.	1
Some	Some	d	Some	some	0
complained	complained	vvd	complained	complain	0
of	of	pp-f	of	of	0
Gasca	Gasca	np1	Gasca	Gasca	0
for	for	p-acp	for	for	0
giving	giving	vvg	giving	give	0
them	them	pno32	them	they	0
nothing	nothing	pix	nothing	nothing	0
;	;	;	;	;	0
some	some	d	some	some	0
because	because	c-acp	because	because	0
they	they	pns32	they	they	0
had	had	vhd	had	have	0
less	less	av-dc	less	less	0
alotted	alotted	vvn	allotted	allot	0
than	than	cs	than	than	0
what	what	r-crq	what	what	0
was	was	vbds	was	be	0
expected	expected	vvn	expected	expect	0
;	;	;	;	;	0
and	and	cc	and	and	0
others	others	n2-jn	others	other	0
,	,	,	,	,	0
because	because	c-acp	because	because	0
those	those	d	those	those	0
who	who	r-crq	who	who	0
had	had	vhd	had	have	0
dis-served	dis-served	j	disserved	disserved	0
the	the	dt	the	the	0
King	King	n1	King	king	0
had	had	vhd	had	have	0
the	the	dt	the	the	0
greatest	greatest	js	greatest	great	0
proportion	proportion	n1	proportion	proportion	0
;	;	;	;	;	0
swearing	swearing	vvg	swearing	swear	0
that	that	cst	that	that	0
they	they	pns32	they	they	0
would	would	vmd	would	will	0
accuse	accuse	vvi	accuse	accuse	0
him	him	pno31	him	he	0
before	before	p-acp	before	before	0
the	the	dt	the	the	0
Council	Council	n1	Council	council	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Indies	Indies	np2	Indies	Indies	0
:	:	:	:	:	0
of	of	pp-f	of	of	0
which	which	r-crq	which	which	0
number	number	n1	number	number	0
were	were	vbdr	were	be	0
the	the	dt	the	the	0
Mareschal	Mareschal	n1	Marshal	marshal	0
Alonso	Alonso	np1	Alonso	Alonso	0
de	de	fw-fr	de	de	0
Alvarado	Alvarado	np1	Alvarado	Alvarado	0
and	and	cc	and	and	0
Melchior	Melchior	np1	Melchior	Melchior	0
de	de	fw-fr	de	de	0
Verdugo	Verdugo	np1	Verdugo	Verdugo	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
afterwards	afterwards	av	afterwards	afterward	0
drew	drew	vvd	drew	draw	0
up	up	a-acp	up	up	0
a	a	dt	a	a	0
formal	formal	j	formal	formal	0
accusation	accusation	n1	accusation	accusation	0
against	against	p-acp	against	against	0
him	him	pno31	him	he	0
,	,	,	,	,	0
and	and	cc	and	and	0
presented	presented	vvd	presented	present	0
it	it	pn31	it	it	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
chief	chief	j-jn	chief	chief	0
Baron	Baron	n1	Baron	baron	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Exchequer	Exchequer	n1	Exchequer	exchequer	0
.	.	.	.	.	1
In	In	p-acp	In	in	0
short	short	j	short	short	0
,	,	,	,	,	0
their	their	po32	their	their	0
whole	whole	j-jn	whole	whole	0
discourse	discourse	n1	discourse	discourse	0
tended	tended	vvd	tended	tend	0
to	to	p-acp	to	to	0
