AMongest	AMongest	p-acp	Amongst	amongst	0
of	of	pp-f	of	of	0
,	,	,	,	,	0
is	is	vbz	is	be	0
entred	entred	vvn	entered	enter	0
before	before	p-acp	before	before	0
hand	hand	n1	hand	hand	0
there	there	a-acp	there	there	0
into	into	p-acp	into	into	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
take	take	vvi	take	take	0
possession	possession	n1	possession	possession	0
thereof	thereof	av	thereof	thereof	0
in	in	p-acp	in	in	0
our	our	po12	our	our	0
name	name	n1	name	name	0
:	:	:	:	:	0
there	there	a-acp	there	there	0
to	to	pc-acp	to	to	0
raigne	raigne	vvi	reign	reign	0
with	with	p-acp	with	with	0
him	him	pno31	him	he	0
for	for	p-acp	for	for	0
euer	euer	av	ever	ever	0
,	,	,	,	,	0
and	and	cc	and	and	0
euer	euer	av	ever	ever	0
.	.	.	.	.	1
So	So	np1	So	So	0
be	be	vbb	be	be	0
it	it	pn31	it	it	0
.	.	.	.	.	1
