A	A	dt	A	a	0
,	,	,	,	,	0
and	and	cc	and	and	0
of	of	pp-f	of	of	0
undervaluing	undervaluing	vvg	undervaluing	undervalue	0
the	the	dt	the	the	0
Trojan	Trojan	jp	Trojan	trojan	0
Chiefs	Chiefs	n2-jn	Chiefs	chief	0
.	.	.	.	.	1
But	But	p-acp	But	but	0
Virgil	Virgil	np1	Virgil	Virgil	0
,	,	,	,	,	0
(	(	(	(	(	0
whom	whom	r-crq	whom	who	0
Segrais	Segrais	np1	Segrais	Segrais	0
for	for	p-acp	for	for	0
∣	∣	sy	∣	∣	0
got	got	vvn	god	get	0
to	to	pc-acp	to	to	0
cite	cite	vvi	cite	cite	0
,	,	,	,	,	0
)	)	)	)	)	0
makes	makes	vvz	makes	make	0
Diomede	Diomede	np1	Diomede	Diomedes	0
give	give	vvb	give	give	0
him	him	pno31	him	he	0
a	a	dt	a	a	0
higher	higher	jc	higher	high	0
Character	Character	n1	Character	character	0
for	for	p-acp	for	for	0
Strength	Strength	n1	Strength	strength	0
and	and	cc	and	and	0
Courage	Courage	n1	Courage	courage	0
.	.	.	.	.	1
His	His	po31	His	his	0
Testimony	Testimony	n1	Testimony	testimony	0
is	is	vbz	is	be	0
this	this	d	this	this	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Eleventh	Eleventh	ord	Eleventh	eleven	0
Book	Book	n1	Book	book	0
.	.	.	.	.	1
—	—	—	—	—	0
stetimus	stetimus	fw-la	stetimus	stetimus	0
tela	tela	fw-la	tela	tela	0
aspera	aspera	fw-la	aspera	aspera	0
contra	contra	fw-la	contra	contra	0
,	,	,	,	,	0
Contulimusque	Contulimusque	fw-la	Contulimusque	contulimusque	0
manus	manus	fw-la	manus	manus	0
:	:	:	:	:	0
Experto	Experto	np1	Experto	Experto	0
,	,	,	,	,	0
credite	credite	n1	credit	credit	0
,	,	,	,	,	0
quantus	quantus	fw-la	quantus	quantus	0
In	In	p-acp	In	in	0
clypeum	clypeum	fw-la	clypeum	clypeum	0
afsurgat	afsurgat	fw-la	afsurgat	afsurgat	0
,	,	,	,	,	0
quo	quo	fw-la	quo	quo	0
turbine	turbine	fw-la	turbine	turbine	0
torqueat	torqueat	n1	torqueat	torqueat	0
hastam	hastam	fw-la	hastam	hastam	0
.	.	.	.	.	1
Si	Si	fw-mi	Si	si	0
duo	duo	fw-la	duo	dvo	0
preterea	preterea	fw-la	preterea	preterea	0
tales	tales	n2	tales	tale	0
Idaea	Idaea	n1	Idaea	idea	0
tulisset	tulisset	fw-la	tulisset	tulisset	0
Terra	Terra	fw-la	Terra	terra	0
viros	viros	fw-la	viros	viros	0
;	;	;	;	;	0
ultro	ultro	fw-la	ultro	ultro	0
Inachias	Inachias	np1	Inachias	Inachias	0
venisset	venisset	fw-la	venisset	venisset	0
ad	ad	fw-la	ad	ad	0
Ʋrbes	Ʋrbes	np1	Ʋrbes	Ʋrbes	0
Dardanus	Dardanus	np1	Dardanus	Dardanus	0
,	,	,	,	,	0
&	&	cc	&	and	0
versis	versis	fw-la	versis	versis	0
lugeret	lugeret	fw-la	lugeret	lugeret	0
Graecia	Graecia	np1	Graecia	Graecia	0
fatis	fatis	fw-la	fatis	fatis	0
.	.	.	.	.	1
Quicquid	Quicquid	fw-la	Quicquid	quicquid	0
apud	apud	fw-la	apud	apud	0
durae	durae	fw-la	durae	durae	0
cessatum	cessatum	fw-la	cessatum	cessatum	0
est	est	fw-la	est	est	0
moenia	moenia	fw-la	moenia	moenia	0
Trojae	Trojae	fw-la	Trojae	trojae	0
,	,	,	,	,	0
Hectoris	Hectoris	np1	Hectoris	Hectoris	0
,	,	,	,	,	0
Aeeneaeque	Aeeneaeque	fw-la	Aeeneaeque	aeeneaeque	0
manu	manu	fw-la	manu	manu	0
victoria	victoria	fw-la	victoria	victoria	0
Grajûm	Grajûm	fw-la	Grajûm	grajûm	0
Haesit	Haesit	vvz	Haesit	haesit	0
;	;	;	;	;	0
&	&	cc	&	and	0
in	in	p-acp	in	in	0
decumum	decumum	fw-la	decumum	decumum	0
vestigia	vestigia	fw-la	vestigia	vestigia	0
rettulit	rettulit	fw-la	rettulit	rettulit	0
annum	annum	fw-la	annum	annum	0
.	.	.	.	.	1
Ambo	Ambo	fw-la	Ambo	ambo	0
animis	animis	fw-la	animis	animus	0
,	,	,	,	,	0
ambo	ambo	fw-la	ambo	ambo	0
insignes	insignes	n2	insignes	insigne	0
praestantibus	praestantibus	fw-la	praestantibus	praestantibus	0
armis	armis	fw-la	armis	armis	0
:	:	:	:	:	0
Hic	Hic	fw-la	Hic	hic	0
pietate	pietate	vvi	pietate	pietate	0
prior	prior	n1	prior	prior	0
.	.	.	.	.	1
I	I	pns11	I	i	0
give	give	vvb	give	give	0
not	not	xx	not	not	0
here	here	av	here	here	0
my	my	po11	my	my	0
Translation	Translation	n1	Translation	translation	0
of	of	pp-f	of	of	0
these	these	d	these	these	0
Verses	Verses	n2	Verses	verse	0
;	;	;	;	;	0
though	though	cs	though	though	0
I	I	pns11	I	i	0
think	think	vvb	think	think	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
not	not	xx	not	not	0
ill	ill	j-jn	ill	ill	0
succeeded	succeeded	vvn	succeeded	succeed	0
in	in	p-acp	in	in	0
them	them	pno32	them	they	0
;	;	;	;	;	0
because	because	c-acp	because	because	0
your	your	po22	your	your	0
Lordship	Lordship	n1	Lordship	lordship	0
is	is	vbz	is	be	0
so	so	av	so	so	0
great	great	j	great	great	0
a	a	dt	a	a	0
Master	Master	n1	Master	master	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Original	Original	j-jn	Original	original	0
,	,	,	,	,	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
no	no	dx	no	no	0
reason	reason	n1	reason	reason	0
to	to	pc-acp	to	to	0
desire	desire	vvi	desire	desire	0
you	you	pn22	you	you	0
shou'd	shou'd	vvd	should	shove	0
see	see	vvb	see	see	0
Virgil	Virgil	np1	Virgil	Virgil	0
and	and	cc	and	and	0
me	me	pno11	me	i	0
so	so	av	so	so	0
near	near	av-j	near	near	0
together	together	av	together	together	0
:	:	:	:	:	0
But	But	cc-acp	But	but	0
you	you	pn22	you	you	0
may	may	vmb	may	may	0
please	please	vvi	please	please	0
,	,	,	,	,	0
my	my	po11	my	my	0
Lord	Lord	n1	Lord	lord	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
take	take	vvi	take	take	0
notice	notice	n1	notice	notice	0
,	,	,	,	,	0
that	that	cst	that	that	0
the	the	dt	the	the	0
Latin	Latin	jp	Latin	latin	0
Author	Author	n1	Author	author	0
refines	refines	vvz	refines	refine	0
upon	upon	p-acp	upon	upon	0
the	the	dt	the	the	0
Greek	Greek	jp	Greek	greek	0
;	;	;	;	;	0
and	and	cc	and	and	0
insinuates	insinuates	vvz	insinuates	insinuate	0
,	,	,	,	,	0
That	That	cst	That	that	0
Homer	Homer	np1	Homer	Homer	0
had	had	vhd	had	have	0
done	done	vdn	done	do	0
his	his	po31	his	his	0
Heroe	Heroe	n1	Hero	hero	0
Wrong	Wrong	j-jn	Wrong	wrong	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
giving	giving	vvg	giving	give	0
the	the	dt	the	the	0
advantage	advantage	n1	advantage	advantage	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Duel	Duel	n1	Duel	duel	0
to	to	p-acp	to	to	0
his	his	po31	his	his	0
own	own	d	own	own	0
Country-man	Country-man	n1	Countryman	countryman	0
:	:	:	:	:	0
Though	Though	cs	Though	though	0
Diomedes	Diomedes	np1	Diomedes	Diomedes	0
was	was	vbds	was	be	0
manifestly	manifestly	av-j	manifestly	manifest	0
the	the	dt	the	the	0
second	second	ord	second	second	0
Champion	Champion	n1	Champion	champion	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Grecians	Grecians	njp2	Grecians	grecian	0
:	:	:	:	:	0
And	And	cc	And	and	0
Ʋlysses	Ʋlysses	np1	Ʋlysses	Ʋlysses	0
preferr'd	preferr'd	vvd	preferred	prefer	0
him	him	pno31	him	he	0
be	be	vbi	be	be	0
∣	∣	sy	∣	∣	0
fore	fore	p-acp	before	before	0
Ajax	Ajax	np1	Ajax	Ajax	0
,	,	,	,	,	0
when	when	c-crq	when	when	0
he	he	pns31	he	he	0
chose	chose	vvd	chosen	choose	0
him	him	pno31	him	he	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
Companion	Companion	n1	Companion	companion	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
Nightly	Nightly	av-j	Nightly	nightly	0
Ex	Ex	fw-la	Ex	ex	0
∣	∣	sy	∣	∣	0
pedition	pedition	n1	pedition	pedition	0
:	:	:	:	:	0
For	For	c-acp	For	for	0
he	he	pns31	he	he	0
had	had	vhd	had	have	0
a	a	dt	a	a	0
Head-piece	Head-piece	n1	Headpiece	head-piece	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
own	own	d	own	own	0
;	;	;	;	;	0
and	and	cc	and	and	0
wanted	wanted	vvd	wanted	want	0
only	only	av-j	only	only	0
the	the	dt	the	the	0
fortitude	fortitude	n1	fortitude	fortitude	0
of	of	pp-f	of	of	0
another	another	n-jn	another	another	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
bring	bring	vvi	bring	bring	0
him	him	pno31	him	he	0
off	off	a-acp	off	off	0
with	with	p-acp	with	with	0
safety	safety	n1	safety	safety	0
;	;	;	;	;	0
and	and	cc	and	and	0
that	that	cst	that	that	0
he	he	pns31	he	he	0
might	might	vmd	might	may	0
compass	compass	vvi	compass	compass	0
his	his	po31	his	his	0
Design	Design	n1	Design	design	0
with	with	p-acp	with	with	0
Honour	Honour	n1	Honour	honour	0
.	.	.	.	.	1
The	The	dt	The	the	0
French	French	jp	French	french	0
Translator	Translator	n1	Translator	translator	0
thus	thus	av	thus	thus	0
proceeds	proceeds	vvz	proceeds	proceed	0
:	:	:	:	:	0
They	They	pns32	They	they	0
who	who	r-crq	who	who	0
accuse	accuse	vvb	accuse	accuse	0
Aeneas	Aeneas	np1	Aeneas	Aeneas	0
for	for	p-acp	for	for	0
want	want	n1	want	want	0
of	of	pp-f	of	of	0
Courage	Courage	n1	Courage	courage	0
,	,	,	,	,	0
either	either	av-d	either	either	0
understand	understand	vvb	understand	understand	0
not	not	xx	not	not	0
Virgil	Virgil	np1	Virgil	Virgil	0
,	,	,	,	,	0
or	or	cc	or	or	0
have	have	vhb	have	have	0
read	read	vvn	read	read	0
him	him	pno31	him	he	0
slightly	slightly	av-j	slightly	slight	0
;	;	;	;	;	0
otherwise	otherwise	av	otherwise	otherwise	0
they	they	pns32	they	they	0
would	would	vmd	would	will	0
not	not	xx	not	not	0
raise	raise	vvi	raise	raise	0
an	an	dt	and	a	0
Objection	Objection	n1	Objection	objection	0
so	so	av	so	so	0
easie	easie	j	easy	easy	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
An	An	dt	And	a	0
∣	∣	sy	∣	∣	0
swer'd	swer'd	vvd	swered	swer	0
:	:	:	:	:	0
Hereupon	Hereupon	av	Hereupon	hereupon	0
he	he	pns31	he	he	0
gives	gives	vvz	gives	give	0
so	so	av	so	so	0
many	many	d	many	many	0
instances	instances	n2	instances	instance	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Heroe's	Heroe's	npg1	Heroe's	heroe	0
Valour	Valour	n1	Valour	valour	0
,	,	,	,	,	0
that	that	cst	that	that	0
to	to	pc-acp	to	to	0
repeat	repeat	vvi	repeat	repeat	0
them	them	pno32	them	they	0
after	after	p-acp	after	after	0
him	him	pno31	him	he	0
would	would	vmd	would	will	0
tire	tire	vvi	tire	tire	0
your	your	po22	your	your	0
Lordship	Lordship	n1	Lordship	lordship	0
,	,	,	,	,	0
and	and	cc	and	and	0
put	put	vvb	put	put	0
me	me	pno11	me	i	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
unnecessary	unnecessary	j	unnecessary	unnecessary	0
trouble	trouble	n1	trouble	trouble	0
of	of	pp-f	of	of	0
Transcribing	Transcribing	vvg	Transcribing	transcribe	0
the	the	dt	the	the	0
greatest	greatest	js	greatest	great	0
part	part	n1	part	part	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
three	three	crd	three	three	0
last	last	ord	last	last	0
Aeneids	Aeneids	np2	Aeneids	Aeneid	0
.	.	.	.	.	1
In	In	p-acp	In	in	0
short	short	j	short	short	0
,	,	,	,	,	0
more	more	av-dc	more	more	0
could	could	vmd	could	can	0
not	not	xx	not	not	0
be	be	vbi	be	be	0
expected	expected	vvn	expected	expect	0
from	from	p-acp	from	from	0
an	an	dt	and	a	0
Amadis	Amadis	np1	Amadis	Amadis	0
,	,	,	,	,	0
a	a	dt	a	a	0
Sir	Sir	n1	Sir	sir	0
Lancelot	Lancelot	np1	Lancelot	Lancelot	0
,	,	,	,	,	0
or	or	cc	or	or	0
the	the	dt	the	the	0
whole	whole	j-jn	whole	whole	0
round	round	j	round	round	0
Table	Table	n1	Table	table	0
,	,	,	,	,	0
than	than	cs	than	than	0
he	he	pns31	he	he	0
performs	performs	vvz	performs	perform	0
.	.	.	.	.	1
Proxima	Proxima	fw-la	Proxima	proxima	0
quae	quae	fw-la	quae	quae	0
∣	∣	sy	∣	∣	0
que	que	fw-fr	que	que	0
metit	metit	fw-fr	metit	metit	0
gladio	gladio	fw-la	gladio	gladio	0
,	,	,	,	,	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
perfect	perfect	j	perfect	perfect	0
Account	Account	vvb	Account	account	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
Knight	Knight	n1	Knight	knight	0
Errant	Errant	j	Errant	errant	0
.	.	.	.	.	1
If	If	cs	If	if	0
it	it	pn31	it	it	0
be	be	vbb	be	be	0
re	re	zz	re	re	0
∣	∣	sy	∣	∣	0
ply'd	ply'd	vvd	plied	ply	0
,	,	,	,	,	0
continues	continues	vvz	continues	continue	0
Segrais	Segrais	np1	Segrais	Segrais	0
,	,	,	,	,	0
that	that	cst	that	that	0
it	it	pn31	it	it	0
was	was	vbds	was	be	0
not	not	xx	not	not	0
difficult	difficult	j	difficult	difficult	0
for	for	p-acp	for	for	0
him	him	pno31	him	he	0
to	to	pc-acp	to	to	0
undertake	undertake	vvi	undertake	undertake	0
and	and	cc	and	and	0
atchieve	atchieve	vvi	achieve	achieve	0
such	such	d	such	such	0
hardy	hardy	j	hardy	hardy	0
Enterprizes	Enterprizes	vvz	Enterprizes	enterprize	0
,	,	,	,	,	0
because	because	c-acp	because	because	0
he	he	pns31	he	he	0
wore	wore	vvd	wore	wear	0
Enchanted	Enchanted	j-vvn	Enchanted	enchant	0
Arms.	Arms.	n2	Arms.	arm	0
That	That	cst	That	that	0
Accusation	Accusation	n1	Accusation	accusation	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
first	first	ord	first	first	0
place	place	n1	place	place	0
,	,	,	,	,	0
must	must	vmb	must	must	0
fall	fall	vvi	fallen	fall	0
on	on	p-acp	on	on	0
Homer	Homer	np1	Homer	Homer	0
e're	e're	av	ever	ever	0
it	it	pn31	it	it	0
can	can	vmb	can	can	0
reach	reach	vvi	reach	reach	0
Vir	Vir	fw-la	Vir	vir	0
∣	∣	sy	∣	∣	0
gil	gil	n1	gil	gil	0
.	.	.	.	.	1
Achilles	Achilles	np1	Achilles	Achilles	0
was	was	vbds	was	be	0
as	as	a-acp	as	as	0
well	well	av	well	well	0
provided	provided	vvn	provided	provide	0
with	with	p-acp	with	with	0
them	them	pno32	them	they	0
as	as	c-acp	as	as	0
Aeneas	Aeneas	np1	Aeneas	Aeneas	0
,	,	,	,	,	0
though	though	cs	though	though	0
he	he	pns31	he	he	0
was	was	vbds	was	be	0
in	in	p-acp	in	in	0
∣	∣	sy	∣	∣	0
vulnerable	vulnerable	j	vulnerable	vulnerable	0
without	without	p-acp	without	without	0
them	them	pno32	them	they	0
:	:	:	:	:	0
And	And	cc	And	and	0
,	,	,	,	,	0
Ariosto	Ariosto	np1	Ariosto	Ariosto	0
,	,	,	,	,	0
the	the	dt	the	the	0
two	two	crd	two	two	0
Tasso's	Tasso's	n2	Tasso's	tasso	0
,	,	,	,	,	0
Bernardo	Bernardo	np1	Bernardo	Bernardo	0
and	and	cc	and	and	0
Tor	Tor	p-acp	Tor	for	0
∣	∣	sy	∣	∣	0
quato	quato	fw-la	quato	quato	0
,	,	,	,	,	0
even	even	av	even	even	0
our	our	po12	our	our	0
own	own	d	own	own	0
Spencer	Spencer	np1	Spencer	Spencer	0
;	;	;	;	;	0
in	in	p-acp	in	in	0
a	a	dt	a	a	0
word	word	n1	word	word	0
,	,	,	,	,	0
all	all	d	all	all	0
Modern	Modern	j	Modern	modern	0
Poets	Poets	n2	Poets	poet	0
have	have	vhb	have	have	0
Copied	Copied	vvn	Copied	copy	0
Homer	Homer	np1	Homer	Homer	0
as	as	c-acp	as	as	0
well	well	av	well	well	0
as	as	c-acp	as	as	0
Virgil	Virgil	np1	Virgil	Virgil	0
:	:	:	:	:	0
He	He	pns31	He	he	0
is	is	vbz	is	be	0
neither	neither	av-dx	neither	neither	0
the	the	dt	the	the	0
first	first	ord	first	first	0
nor	nor	ccx	nor	nor	0
last	last	vvi	last	last	0
;	;	;	;	;	0
but	but	cc-acp	but	but	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
midst	midst	n1	midst	midst	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
;	;	;	;	;	0
and	and	cc	and	and	0
therefore	therefore	av	therefore	therefore	0
is	is	vbz	is	be	0
safe	safe	j	safe	safe	0
if	if	cs	if	if	0
they	they	pns32	they	they	0
are	are	vbr	are	be	0
so	so	av	so	so	0
.	.	.	.	.	1
Who	Who	q-crq	Who	who	0
knows	knows	vvz	knows	know	0
,	,	,	,	,	0
says	says	vvz	says	say	0
Segrais	Segrais	np1	Segrais	Segrais	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
that	that	cst	that	that	0
his	his	po31	his	his	0
fated	fated	j-vvn	fated	fate	0
Armour	Armour	n1	Armour	armour	0
was	was	vbds	was	be	0
only	only	av-j	only	only	0
an	an	dt	and	a	0
Allegorical	Allegorical	j	Allegorical	allegorical	0
Defence	Defence	n1	Defence	defence	0
,	,	,	,	,	0
and	and	cc	and	and	0
signifi'd	signifi'd	vvd	signified	signify	0
no	no	dx	no	no	0
more	more	dc	more	more	0
than	than	cs	than	than	0
that	that	cst	that	that	0
he	he	pns31	he	he	0
was	was	vbds	was	be	0
under	under	p-acp	under	under	0
the	the	dt	the	the	0
peculiar	peculiar	j	peculiar	peculiar	0
protection	protection	n1	protection	protection	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Gods	Gods	n2	Gods	god	0
;	;	;	;	;	0
born	born	vvn	born	bear	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
the	the	dt	the	the	0
Astrologers	Astrologers	n2	Astrologers	astrologer	0
will	will	vmb	will	will	0
tell	tell	vvi	tell	tell	0
us	us	pno12	us	we	0
out	out	av	out	out	0
of	of	pp-f	of	of	0
Virgil	Virgil	np1	Virgil	Virgil	0
(	(	(	(	(	0
who	who	r-crq	who	who	0
was	was	vbds	was	be	0
well	well	av	well	well	0
vers'd	vers'd	vvn	versed	verse	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Chaldaean	Chaldaean	jp	Chaldaean	chaldaean	0
Mysteries	Mysteries	n2	Mysteries	mystery	0
)	)	)	)	)	0
under	under	p-acp	under	under	0
the	the	dt	the	the	0
favourable	favourable	j	favourable	favourable	0
influence	influence	n1	influence	influence	0
of	of	pp-f	of	of	0
Jupiter	Jupiter	np1	Jupiter	Jupiter	0
,	,	,	,	,	0
Venus	Venus	np1	Venus	Venus	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
Sun	Sun	n1	Sun	sun	0
:	:	:	:	:	0
But	But	cc-acp	But	but	0
I	I	pns11	I	i	0
insist	insist	vvb	insist	insist	0
not	not	xx	not	not	0
on	on	p-acp	on	on	0
this	this	d	this	this	0
,	,	,	,	,	0
because	because	c-acp	because	because	0
I	I	pns11	I	i	0
know	know	vvb	know	know	0
you	you	pn22	you	you	0
believe	believe	vvb	believe	believe	0
not	not	xx	not	not	0
there	there	pc-acp	there	there	0
is	is	vbz	is	be	0
such	such	d	such	such	0
an	an	dt	and	a	0
Art	Art	n1	Art	art	0
:	:	:	:	:	0
though	though	cs	though	though	0
not	not	xx	not	not	0
only	only	av-j	only	only	0
Horace	Horace	np1	Horace	Horace	0
and	and	cc	and	and	0
Persius	Persius	np1	Persius	Persius	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
Augustus	Augustus	np1	Augustus	Augustus	0
himself	himself	px31	himself	himself	0
,	,	,	,	,	0
thought	thought	vvd	thought	think	0
otherwise	otherwise	av	otherwise	otherwise	0
.	.	.	.	.	1
But	But	p-acp	But	but	0
in	in	p-acp	in	in	0
defence	defence	n1	defence	defence	0
of	of	pp-f	of	of	0
Virgil	Virgil	np1	Virgil	Virgil	0
,	,	,	,	,	0
I	I	pns11	I	i	0
dare	dare	vvb	dare	dare	0
positively	positively	av-j	positively	positive	0
say	say	vvi	say	say	0
,	,	,	,	,	0
that	that	cst	that	that	0
he	he	pns31	he	he	0
has	has	vhz	has	have	0
been	been	vbn	been	be	0
more	more	av-dc	more	more	0
cautious	cautious	j	cautious	cautious	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
particular	particular	j	particular	particular	0
than	than	cs	than	than	0
either	either	d	either	either	0
his	his	po31	his	his	0
Predecessour	Predecessour	n1	Predecessor	predecessor	0
,	,	,	,	,	0
or	or	cc	or	or	0
his	his	po31	his	his	0
Descendants	Descendants	n2	Descendants	descendant	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
Aeneas	Aeneas	np1	Aeneas	Aeneas	0
was	was	vbds	was	be	0
actually	actually	av-j	actually	actual	0
wounded	wounded	vvn	wounded	wound	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Twelfth	Twelfth	ord	Twelfth	twelve	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Aeneis	Aeneis	np1	Aeneis	Aeneis	0
;	;	;	;	;	0
though	though	cs	though	though	0
he	he	pns31	he	he	0
had	had	vhd	had	have	0
the	the	dt	the	the	0
same	same	d	same	same	0
God-Smith	God-Smith	n1	God-Smith	god-smith	0
to	to	p-acp	to	to	0
Forge	Forge	n1	Forge	forge	0
his	his	po31	his	his	0
Arms	Arms	n2	Arms	arm	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
had	had	vhd	had	have	0
Achilles	Achilles	np1	Achilles	Achilles	0
.	.	.	.	.	1
It	It	pn31	It	it	0
seems	seems	vvz	seems	seem	0
he	he	pns31	he	he	0
was	was	vbds	was	be	0
no	no	dx	no	no	0
War-luck	War-luck	n1	War-luck	war-luck	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
the	the	dt	the	the	0
Scots	Scots	np2	Scots	Scot	0
commonly	commonly	av-j	commonly	common	0
call	call	vvi	call	call	0
such	such	d	such	such	0
Men	Men	n2	Men	man	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
they	they	pns32	they	they	0
say	say	vvb	say	say	0
,	,	,	,	,	0
are	are	vbr	are	be	0
Iron-free	Iron-free	j	Iron-free	iron-free	0
,	,	,	,	,	0
or	or	cc	or	or	0
Lead-free	Lead-free	j	Lead-free	lead-free	0
.	.	.	.	.	1
Yet	Yet	av	Yet	yet	0
after	after	p-acp	after	after	0
this	this	d	this	this	0
Experiment	Experiment	n1	Experiment	experiment	0
,	,	,	,	,	0
that	that	cst	that	that	0
his	his	po31	his	his	0
Arms	Arms	n2	Arms	arm	0
were	were	vbdr	were	be	0
not	not	xx	not	not	0
impenetrable	impenetrable	j	impenetrable	impenetrable	0
,	,	,	,	,	0
when	when	c-crq	when	when	0
he	he	pns31	he	he	0
was	was	vbds	was	be	0
Cur'd	Cur'd	j-vvn	Cured	cure	0
indeed	indeed	av	indeed	indeed	0
by	by	p-acp	by	by	0
his	his	po31	his	his	0
Mother's	Mother's	n1|vbz	Mother's	mother|be	0
help	help	n1	help	help	0
,	,	,	,	,	0
because	because	c-acp	because	because	0
he	he	pns31	he	he	0
was	was	vbds	was	be	0
that	that	cst	that	that	0
day	day	n1	day	day	0
to	to	pc-acp	to	to	0
conclude	conclude	vvi	conclude	conclude	0
the	the	dt	the	the	0
War	War	n1	War	war	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
death	death	n1	death	death	0
of	of	pp-f	of	of	0
Turnus	Turnus	np1	Turnus	Turnus	0
,	,	,	,	,	0
the	the	dt	the	the	0
Poet	Poet	n1	Poet	poet	0
durst	durst	vvd	durst	dare	0
not	not	xx	not	not	0
carry	carry	vvi	carry	carry	0
the	the	dt	the	the	0
Miracle	Miracle	n1	Miracle	miracle	0
too	too	av	too	too	0
far	far	av-j	far	far	0
,	,	,	,	,	0
and	and	cc	and	and	0
restore	restore	vvi	restore	restore	0
him	him	pno31	him	he	0
wholy	wholy	av-jn	wholly	whole	0
to	to	p-acp	to	to	0
his	his	po31	his	his	0
former	former	j	former	former	0
Vigour	Vigour	n1	Vigour	vigour	0
:	:	:	:	:	0
He	He	pns31	He	he	0
was	was	vbds	was	be	0
still	still	av	still	still	0
too	too	av	too	too	0
weak	weak	j	weak	weak	0
to	to	pc-acp	to	to	0
overtake	overtake	vvi	overtake	overtake	0
his	his	po31	his	his	0
Enemy	Enemy	n1	Enemy	enemy	0
;	;	;	;	;	0
yet	yet	av	yet	yet	0
we	we	pns12	we	we	0
see	see	vvb	see	see	0
with	with	p-acp	with	with	0
what	what	r-crq	what	what	0
Courage	Courage	n1	Courage	courage	0
he	he	pns31	he	he	0
at	at	p-acp	at	at	0
∣	∣	sy	∣	∣	0
tacks	tacks	n2	tacks	tack	0
Turnus	Turnus	np1	Turnus	Turnus	0
,	,	,	,	,	0
when	when	c-crq	when	when	0
he	he	pns31	he	he	0
faces	faces	n2	faces	face	0
and	and	cc	and	and	0
renews	renews	vvz	renews	renew	0
the	the	dt	the	the	0
Combate	Combate	n1	Combat	combat	0
.	.	.	.	.	1
I	I	pns11	I	i	0
need	need	vvb	need	need	0
say	say	vvb	say	say	0
no	no	av-dx	no	no	0
more	more	av-dc	more	more	0
,	,	,	,	,	0
for	for	c-acp	for	for	0
Virgil	Virgil	np1	Virgil	Virgil	0
defends	defends	vvz	defends	defend	0
himself	himself	px31	himself	himself	0
,	,	,	,	,	0
without	without	p-acp	without	without	0
needing	needing	vvg	needing	need	0
my	my	po11	my	my	0
assistance	assistance	n1	assistance	assistance	0
;	;	;	;	;	0
and	and	cc	and	and	0
proves	proves	vvz	proves	prove	0
his	his	po31	his	his	0
Heroe	Heroe	n1	Hero	hero	0
truly	truly	av-j	truly	true	0
to	to	pc-acp	to	to	0
deserve	deserve	vvi	deserve	deserve	0
that	that	d	that	that	0
Name	Name	n1	Name	name	0
.	.	.	.	.	1
He	He	pns31	He	he	0
was	was	vbds	was	be	0
not	not	xx	not	not	0
then	then	av	then	then	0
a	a	dt	a	a	0
Second-rate	Second-rate	n1	Second-rate	second-rate	0
Champion	Champion	n1	Champion	champion	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
they	they	pns32	they	they	0
would	would	vmd	would	will	0
have	have	vhi	have	have	0
him	him	pno31	him	he	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
think	think	vvb	think	think	0
Fortitude	Fortitude	n1	Fortitude	fortitude	0
the	the	dt	the	the	0
first	first	ord	first	first	0
Vertue	Vertue	n1	Virtue	virtue	0
in	in	p-acp	in	in	0
a	a	dt	a	a	0
