VVHen	VVHen	q-crq	When	when	0
would	would	vmd	would	will	0
not	not	xx	not	not	0
consult	consult	vvi	consult	consult	0
the	the	dt	the	the	0
best	best	js	best	best	0
he	he	pns31	he	he	0
could	could	vmd	could	can	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
soules	soules	n2	souls	soul	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
poore	poore	j	poor	poor	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
well	well	av	well	well	0
as	as	c-acp	as	as	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
rich	rich	j	rich	rich	0
,	,	,	,	,	0
all	all	d	all	all	0
being	being	vbg	being	be	0
alike	alike	av	alike	alike	0
pretious	pretious	j	precious	precious	0
in	in	p-acp	in	in	0
our	our	po12	our	our	0
Redeemers	Redeemers	ng1	Redeemer's	redeemer	0
sight	sight	n1	sighed	sight	0
.	.	.	.	.	1
Thirdly	Thirdly	ord	Thirdly	third	0
,	,	,	,	,	0
the	the	dt	the	the	0
poore	poore	j	poor	poor	0
Printers	Printers	n2	Printers	printer	0
are	are	vbr	are	be	0
a	a	dt	a	a	0
little	little	j	little	little	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
considered	considered	vvn	considered	consider	0
in	in	p-acp	in	in	0
these	these	d	these	these	0
prest	prest	vvn	pressed	press	0
oppressing	oppressing	vvg	oppressing	oppress	0
times	times	n2	times	time	0
;	;	;	;	;	0
for	for	p-acp	for	for	0
those	those	d	those	those	0
few	few	d	few	few	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
that	that	cst	that	that	0
are	are	vbr	are	be	0
so	so	av	so	so	0
honest	honest	j	honest	honest	0
and	and	cc	and	and	0
valiant	valiant	j	valiant	valiant	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
to	to	pc-acp	to	to	0
dare	dare	vvi	dare	dare	0
to	to	pc-acp	to	to	0
print	print	vvi	print	print	0
ought	ought	pi	ought	aught	0
that	that	cst	that	that	0
savours	savours	vvz	savours	savour	0
of	of	pp-f	of	of	0
loyalty	loyalty	n1	loyalty	loyalty	0
and	and	cc	and	and	0
duty	duty	n1	duty	duty	0
to	to	p-acp	to	to	0
their	their	po32	their	their	0
Sove	Sove	av	Soon	soon	0
∣	∣	sy	∣	∣	0
reigne	reigne	n1	reign	reign	0
are	are	vbr	are	be	0
so	so	av	so	so	0
hunted	hunted	vvn	hunted	hunt	0
and	and	cc	and	and	0
persecuted	persecuted	vvn	persecuted	persecute	0
from	from	p-acp	from	from	0
place	place	n1	place	place	0
to	to	p-acp	to	to	0
place	place	n1	place	place	0
,	,	,	,	,	0
both	both	av-d	both	both	0
by	by	p-acp	by	by	0
day	day	n1	day	day	0
and	and	cc	and	and	0
night	night	n1	night	night	0
,	,	,	,	,	0
that	that	cst	that	that	0
to	to	pc-acp	to	to	0
imploy	imploy	vvi	employ	employ	0
them	them	pno32	them	they	0
in	in	p-acp	in	in	0
ought	ought	pi	ought	aught	0
that	that	cst	that	that	0
would	would	vmd	would	will	0
long	long	av-j	long	long	0
detaine	detaine	vvi	detain	detain	0
them	them	pno32	them	they	0
,	,	,	,	,	0
were	were	vbdr	were	be	0
to	to	pc-acp	to	to	0
betray	betray	vvi	betray	betray	0
them	them	pno32	them	they	0
,	,	,	,	,	0
and	and	cc	and	and	0
per	per	fw-la	per	per	0
∣	∣	sy	∣	∣	0
haps	haps	vvz	haps	hap	0
those	those	d	those	those	0
that	that	cst	that	that	0
set	set	vvd	set	set	0
them	them	pno32	them	they	0
on	on	p-acp	on	on	0
worke	worke	n1	work	work	0
.	.	.	.	.	1
Lastly	Lastly	ord	Lastly	last	0
,	,	,	,	,	0
I	I	pns11	I	i	0
would	would	vmd	would	will	0
not	not	xx	not	not	0
willingly	willingly	av-j	willingly	willing	0
prevent	prevent	vvi	prevent	prevent	0
my	my	po11	my	my	0
good	good	j	good	good	0
friend	friend	n1	friend	friend	0
Mr.	Mr.	n1	Mr.	mr.	1
Catford	Catford	np1	Catford	Catford	0
,	,	,	,	,	0
whom	whom	ro-crq	whom	who	0
as	as	c-acp	as	as	0
I	I	pns11	I	i	0
finde	finde	vvb	find	find	0
by	by	p-acp	by	by	0
his	his	po31	his	his	0
Epistle	Epistle	n1	Epistle	epistle	0
before	before	p-acp	before	before	0
the	the	dt	the	the	0
Exhortation	Exhortation	n1	Exhortation	exhortation	0
to	to	p-acp	to	to	0
Peace	Peace	n1	Peace	peace	0
to	to	pc-acp	to	to	0
have	have	vhi	have	have	0
taken	taken	vvn	taken	take	0
this	this	d	this	this	0
very	very	j	very	very	0
way	way	n1	way	way	0
of	of	pp-f	of	of	0
conviction	conviction	n1	conviction	conviction	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
have	have	vhi	have	have	0
made	made	vvn	made	make	0
so	so	av	so	so	0
fair	fair	j	fair	fair	0
a	a	dt	a	a	0
progresse	progresse	n1	progress	progress	0
therein	therein	av	therein	therein	0
,	,	,	,	,	0
that	that	cst	that	that	0
had	had	vhd	had	have	0
not	not	xx	not	not	0
the	the	dt	the	the	0
inspired	inspired	j-vvn	inspired	inspire	0
Colo	Colo	zz	Colo	colo	0
∣	∣	sy	∣	∣	0
nell	nell	n1	nell	nell	0
had	had	vhd	had	have	0
better	better	jc	better	better	0
information	information	n1	information	information	0
thereof	thereof	av	thereof	thereof	0
,	,	,	,	,	0
then	then	cs	then	than	0
he	he	pns31	he	he	0
had	had	vhd	had	have	0
lately	lately	av-j	lately	late	0
a	a	dt	a	a	0
re	re	zz	re	re	0
∣	∣	sy	∣	∣	0
velation	velation	n1	velation	velation	0
of	of	pp-f	of	of	0
conquering	conquering	j-vvg	conquering	conquer	0
after	after	p-acp	after	after	0
so	so	av	so	so	0
often	often	av	often	often	0
running	running	vvg	running	run	0
away	away	av	away	away	0
,	,	,	,	,	0
that	that	cst	that	that	0
worke	worke	n1	work	work	0
intended	intended	vvn	intended	intend	0
had	had	vhd	had	have	0
beene	beene	vbn	been	be	0
long	long	av-j	long	long	0
since	since	c-acp	since	since	0
finished	finished	vvn	finished	finish	0
;	;	;	;	;	0
so	so	av	so	so	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
yet	yet	av	yet	yet	0
hoped	hoped	vvn	hoped	hope	0
,	,	,	,	,	0
and	and	cc	and	and	0
earnestly	earnestly	av-j	earnestly	earnest	0
desired	desired	vvd	desired	desire	0
,	,	,	,	,	0
that	that	cst	that	that	0
he	he	pns31	he	he	0
may	may	vmb	may	may	0
have	have	vhi	have	have	0
liberty	liberty	n1	liberty	liberty	0
to	to	pc-acp	to	to	0
perfect	perfect	vvi	perfect	perfect	0
the	the	dt	the	the	0
same	same	d	same	same	0
.	.	.	.	.	1
These	These	np1	These	Theise	0
reasons	reasons	n2	reasons	reason	0
prevailed	prevailed	vvn	prevailed	prevail	0
with	with	p-acp	with	with	0
me	me	pno11	me	i	0
to	to	pc-acp	to	to	0
urge	urge	vvi	urge	urge	0
only	only	av-j	only	only	0
the	the	dt	the	the	0
testimonies	testimonies	n2	testimonies	testimony	0
of	of	pp-f	of	of	0
Three	Three	crd	Three	three	0
,	,	,	,	,	0
and	and	cc	and	and	0
why	why	c-crq	why	why	0
I	I	pns11	I	i	0
made	made	vvd	made	make	0
choice	choice	n1	choice	choice	0
of	of	pp-f	of	of	0
these	these	d	these	these	0
three	three	crd	three	three	0
,	,	,	,	,	0
let	let	vvb	let	let	0
the	the	dt	the	the	0
testimonies	testimonies	n2	testimonies	testimony	0
themselves	themselves	px32	themselves	themselves	0
be	be	vbi	be	be	0
perused	perused	vvn	perused	peruse	0
,	,	,	,	,	0
and	and	cc	and	and	0
they	they	pns32	they	they	0
will	will	vmb	will	will	0
speake	speake	vvi	speak	speak	0
enough	enough	av-d	enough	enough	0
to	to	pc-acp	to	to	0
silence	silence	vvi	silence	silence	0
that	that	d	that	that	0
demand	demand	n1	demand	demand	0
.	.	.	.	.	1
Read	Read	np1	Read	Read	0
then	then	av	then	then	0
,	,	,	,	,	0
and	and	cc	and	and	0
when	when	c-crq	when	when	0
ye	ye	pn22	you	you	0
are	are	vbr	are	be	0
converted	converted	vvn	converted	convert	0
strengthen	strengthen	vvi	strengthen	strengthen	0
your	your	po22	your	your	0
brethren	brethren	n2	brothers	brethren	0
:	:	:	:	:	0
which	which	r-crq	which	which	0
that	that	d	that	that	0
ye	ye	pn22	you	you	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
and	and	cc	and	and	0
doe	doe	vdb	do	do	0
,	,	,	,	,	0
is	is	vbz	is	be	0
,	,	,	,	,	0
and	and	cc	and	and	0
shall	shall	vmb	shall	shall	0
be	be	vbi	be	be	0
the	the	dt	the	the	0
constant	constant	j	constant	constant	0
prayer	prayer	n1	prayer	prayer	0
of	of	pp-f	of	of	1
