FRIENDS	FRIENDS	ng1	FRIENDS	friend	0
of	of	pp-f	of	of	0
that	that	d	that	that	0
House	House	n1	House	house	0
:	:	:	:	:	0
We	We	pns12	We	we	0
also	also	av	also	also	0
further	further	av-j	further	further	0
conclude	conclude	vvb	conclude	conclude	0
(	(	(	(	(	0
as	as	c-acp	as	as	0
being	being	vbg	being	be	0
apt	apt	j	apt	apt	0
to	to	pc-acp	to	to	0
believe	believe	vvi	believe	believe	0
)	)	)	)	)	0
that	that	cst	that	that	0
God	God	np1	God	God	0
has	has	vhz	has	have	0
laid	laid	vvn	laid	lay	0
aside	aside	av	aside	aside	0
this	this	d	this	this	0
generation	generation	n1	generation	generation	0
of	of	pp-f	of	of	0
Apostates	Apostates	n2	Apostates	apostate	0
and	and	cc	and	and	0
Oppressors	Oppressors	ng2	Oppressors'	oppressor	0
for	for	c-acp	for	for	0
doing	doing	vdg	doing	do	0
any	any	d	any	any	0
work	work	n1	work	work	0
for	for	p-acp	for	for	0
him	him	pno31	him	he	0
,	,	,	,	,	0
they	they	pns32	they	they	0
are	are	vbr	are	be	0
barren	barren	j	barren	barren	0
,	,	,	,	,	0
fruitlesse	fruitlesse	j	fruitless	fruitless	0
and	and	cc	and	and	0
dry	dry	j	dry	dry	0
,	,	,	,	,	0
fit	fit	j	fit	fit	0
for	for	p-acp	for	for	0
nothing	nothing	pix	nothing	nothing	0
save	save	p-acp	save	save	0
the	the	dt	the	the	0
fire	fire	n1	fire	fire	0
.	.	.	.	.	1
And	And	cc	And	and	0
therefore	therefore	av	therefore	therefore	0
God	God	np1	God	God	0
will	will	vmb	will	will	0
raise	raise	vvi	raise	raise	0
up	up	a-acp	up	up	0
other	other	j-jn	other	other	0
instruments	instruments	n2	instruments	instrument	0
(	(	(	(	(	0
and	and	cc	and	and	0
they	they	pns32	they	they	0
Saints	Saints	n2	Saints	saint	0
)	)	)	)	)	0
fitted	fitted	vvn	fitted	fit	0
for	for	p-acp	for	for	0
his	his	po31	his	his	0
service	service	n1	service	service	0
and	and	cc	and	and	0
glory	glory	n1	glory	glory	0
,	,	,	,	,	0
We	We	pns12	We	we	0
may	may	vmb	may	may	0
say	say	vvi	say	say	0
as	as	c-acp	as	as	0
one	one	pi	one	one	0
well	well	av	well	well	0
said	said	vvd	said	say	0
,	,	,	,	,	0
more	more	av-dc	more	more	0
work	work	n1	work	work	0
is	is	vbz	is	be	0
left	left	vvn	left	leave	0
for	for	p-acp	for	for	0
growing	growing	j-vvg	growing	grow	0
springs	springs	n2	springs	spring	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
whom	whom	ro-crq	whom	who	0
some	some	d	some	some	0
Crowns	Crowns	n2	Crowns	crown	0
are	are	vbr	are	be	0
left	left	vvn	left	leave	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
which	which	r-crq	which	which	0
their	their	po32	their	their	0
Fathers	Fathers	n2	Father's	father	0
heads	heads	n2	heads	head	0
wee	wee	pns12	we	we	0
not	not	xx	not	not	0
so	so	av	so	so	0
fit	fit	j	fit	fit	0
∣	∣	sy	∣	∣	0
ted	ted	vvn	ted	t	0
.	.	.	.	.	1
Yet	Yet	av	Yet	yet	0
are	are	vbr	are	be	0
we	we	pns12	we	we	0
not	not	xx	not	not	0
left	left	vvn	left	leave	0
without	without	p-acp	without	without	0
great	great	j	great	great	0
anxiety	anxiety	n1	anxiety	anxiety	0
of	of	pp-f	of	of	0
spirit	spirit	n1	spirit	spirit	0
(	(	(	(	(	0
as	as	c-acp	as	as	0
being	being	vbg	being	be	0
bound	bound	vvn	bound	bind	0
with	with	p-acp	with	with	0
those	those	d	those	those	0
that	that	cst	that	that	0
are	are	vbr	are	be	0
bound	bound	vvn	bound	bind	0
,	,	,	,	,	0
and	and	cc	and	and	0
in	in	p-acp	in	in	0
pangs	pangs	n2	pangs	pang	0
and	and	cc	and	and	0
sore	sore	j	soar	sore	0
travell	travell	n1	travel	travel	0
)	)	)	)	)	0
for	for	p-acp	for	for	0
this	this	d	this	this	0
noble	noble	j	noble	noble	0
Cause	Cause	n1	Cause	cause	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
birth	birth	n1	birth	birth	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Man-childe	Man-childe	n1	Manchild	manchild	0
that	that	cst	that	that	0
must	must	vmb	must	must	0
rule	rule	vvi	rule	rule	0
the	the	dt	the	the	0
Nations	Nations	n2	Nations	nation	0
,	,	,	,	,	0
and	and	cc	and	and	0
whip	whip	vvi	whip	whip	0
the	the	dt	the	the	0
mony-changers	mony-changers	ng1	money-changers	money-changers	0
,	,	,	,	,	0
and	and	cc	and	and	0
Merchants	Merchants	n2	Merchant's	merchant	0
,	,	,	,	,	0
the	the	dt	the	the	0
buyers	buyers	n2	buyers	buyer	0
and	and	cc	and	and	0
sellers	sellers	n2	sellers	seller	0
,	,	,	,	,	0
that	that	cst	that	that	0
are	are	vbr	are	be	0
so	so	av	so	so	0
busie	busie	j	busy	busy	0
now	now	av	now	now	0
in	in	p-acp	in	in	0
their	their	po32	their	their	0
merchandize	merchandize	n1	merchandise	merchandise	0
of	of	pp-f	of	of	0
slaves	slaves	n2	slaves	slave	0
and	and	cc	and	and	0
souls	souls	n2	souls	soul	0
of	of	pp-f	of	of	0
men	men	n2	men	man	0
;	;	;	;	;	0
bring	bring	vvb	bring	bring	0
him	him	pno31	him	he	0
forth	forth	av	forth	forth	0
O	O	uh	Oh	oh	0
most	most	av-ds	most	most	0
mighty	mighty	j	mighty	mighty	0
,	,	,	,	,	0
woe	woe	n1	woe	woe	0
unto	unto	p-acp	unto	unto	0
thee	thee	pno21	thee	thou	0
O	O	uh	Oh	oh	0
Tyre	Tyre	n1	Tyre	tyre	0
,	,	,	,	,	0
howle	howle	vvb	howl	howle	0
O	O	uh	Oh	oh	0
Babylon	Babylon	np1	Babylon	Babylon	0
!	!	!	!	!	1
Come	Come	vvb	Come	come	0
downe	downe	a-acp	down	down	0
and	and	cc	and	and	0
sit	sit	vvi	fit	sit	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
dust	dust	n1	dust	dust	0
:	:	:	:	:	0
sit	sit	vvb	fit	sit	0
on	on	p-acp	on	on	0
the	the	dt	the	the	0
ground	ground	n1	ground	ground	0
:	:	:	:	:	0
There	There	pc-acp	There	there	0
is	is	vbz	is	be	0
no	no	dx	no	no	0
throne	throne	n1	throne	throne	0
O	O	uh	Oh	oh	0
daughter	daughter	n1	daughter	daughter	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Caldeans	Caldeans	njp2	Chaldaeans	chaldaean	0
.	.	.	.	.	1
Isa.	Isa.	np1	Isa.	Isa.	0
47.1	47.1	crd	47.1	47.1	0
.	.	.	.	.	1
But	But	p-acp	But	but	0
if	if	cs	if	if	0
any	any	d	any	any	0
yet	yet	av	yet	yet	0
surther	surther	jc	surther	surth	0
desirous	desirous	j	desirous	desirous	0
of	of	pp-f	of	of	0
satisfaction	satisfaction	n1	satisfaction	satisfaction	0
touching	touching	vvg	touching	touch	0
us	us	pno12	us	we	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
truth	truth	n1	truth	truth	0
by	by	p-acp	by	by	0
us	us	pno12	us	we	0
Asserted	Asserted	vvn	Asserted	assert	0
,	,	,	,	,	0
Let	Let	vvb	Let	let	0
such	such	d	such	such	0
inquirers	inquirers	n2	inquirers	inquirer	0
be	be	vbb	be	be	0
pleased	pleased	vvn	pleased	please	0
to	to	pc-acp	to	to	0
take	take	vvi	take	take	0
notice	notice	n1	notice	notice	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
grounds	grounds	n2	grounds	ground	0
and	and	cc	and	and	0
Reasons	Reasons	n2	Reasons	reason	0
.	.	.	.	.	1
That	That	d	That	that	0
which	which	r-crq	which	which	0
we	we	pns12	we	we	0
move	move	vvb	move	move	0
upon	upon	p-acp	upon	upon	0
is	is	vbz	is	be	0
,	,	,	,	,	0
the	the	dt	the	the	0
foundation	foundation	n1	foundation	foundation	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Apostles	Apostles	n2	Apostles	apostle	0
and	and	cc	and	and	0
Prophets	Prophets	n2	Prophets	prophet	0
,	,	,	,	,	0
and	and	cc	and	and	0
Christ	Christ	np1	Christ	Christ	0
Jesus	Jesus	np1	Jesus	Jesus	0
himself	himself	px31	himself	himself	0
the	the	dt	the	the	0
chief	chief	j-jn	chief	chief	0
Corner-stone	Corner-stone	n1	Cornerstone	cornerstone	0
.	.	.	.	.	1
But	But	cc-acp	But	but	0
more	more	av-dc	more	more	0
particularly	particularly	av-j	particularly	particular	0
to	to	pc-acp	to	to	0
satisfie	satisfie	vvi	satisfy	satisfy	0
those	those	d	those	those	0
whose	whose	rg-crq	whose	who	0
desires	desires	n2	desires	desire	0
proceed	proceed	vvb	proceed	proceed	0
from	from	p-acp	from	from	0
a	a	dt	a	a	0
good	good	j	good	good	0
end	end	n1	end	end	0
.	.	.	.	.	1
I.	I.	np1	I.	I.	0
Ground	Ground	n1	Ground	ground	0
,	,	,	,	,	0
The	The	dt	The	the	0
Visible	Visible	j	Visible	visible	0
Kingdome	Kingdome	n1	Kingdom	kingdom	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
Lord	Lord	n1	Lord	lord	0
Jesus	Jesus	np1	Jesus	Jesus	0
Christ	Christ	np1	Christ	Christ	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
,	,	,	,	,	0
and	and	cc	and	and	0
over	over	p-acp	over	over	0
the	the	dt	the	the	0
whole	whole	j-jn	whole	whole	0
world	world	n1	world	world	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
twofold	twofold	j	twofold	twofold	0
dispensation	dispensation	n1	dispensation	dispensation	0
thereof	thereof	av	thereof	thereof	0
;	;	;	;	;	0
Toge	Toge	n1	Toga	toga	0
∣	∣	sy	∣	∣	0
ther	ther	zz	ther	ther	0
with	with	p-acp	with	with	0
its	its	po31	its	its	0
righteousnes	righteousnes	n1	righteousness	righteousness	0
,	,	,	,	,	0
just	just	j	just	just	0
,	,	,	,	,	0
and	and	cc	and	and	0
holy	holy	j	holy	holy	0
laws	laws	n2	laws	law	0
prescribed	prescribed	vvn	prescribed	prescribe	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
Jehovah	Jehovah	np1	Jehovah	Jehovah	0
,	,	,	,	,	0
and	and	cc	and	and	0
declared	declared	vvd	declared	declare	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
written	written	j-vvn	written	write	0
word	word	n1	word	word	0
of	of	pp-f	of	of	0
Truth	Truth	n1	Truth	truth	0
:	:	:	:	:	0
Tis	Tis	pn31|vbz	This	it|be	0
possible	possible	j	possible	possible	0
that	that	cst	that	that	0
some	some	d	some	some	0
(	(	(	(	(	0
notwithstanding	notwithstanding	c-acp	notwithstanding	notwithstanding	0
what	what	r-crq	what	what	0
we	we	pns12	we	we	0
say	say	vvb	say	say	0
)	)	)	)	)	0
may	may	vmb	may	may	0
suggest	suggest	vvi	suggest	suggest	0
to	to	p-acp	to	to	0
chemselves	chemselves	n2	chemselves	chemselve	0
and	and	cc	and	and	0
others	others	n2-jn	others	other	0
,	,	,	,	,	0
that	that	cst	that	that	0
we	we	pns12	we	we	0
are	are	vbr	are	be	0
those	those	d	those	those	0
that	that	cst	that	that	0
would	would	vmd	would	will	0
bing	bing	zz	bing	bing	0
all	all	d	all	all	0
into	into	p-acp	into	into	0
a	a	dt	a	a	0
Confusion	Confusion	n1	Confusion	confusion	0
and	and	cc	and	and	0
Anarchy	Anarchy	n1	Anarchy	anarchy	0
;	;	;	;	;	0
destroy	destroy	vvb	destroy	destroy	0
the	the	dt	the	the	0
foun	foun	n1	foum	foum	0
∣	∣	sy	∣	∣	0
dations	dations	n2	delations	delation	0
of	of	pp-f	of	of	0
Government	Government	n1	Government	government	0
,	,	,	,	,	0
Magistracy	Magistracy	n1	Magistracy	magistracy	0
and	and	cc	and	and	0
Ministry	Ministry	n1	Ministry	ministry	0
.	.	.	.	.	1
We	We	pns12	We	we	0
confesse	confesse	vvb	confess	confess	0
this	this	d	this	this	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
a	a	dt	a	a	0
great	great	j	great	great	0
stumbling	stumbling	j-vvg	stumbling	stumble	0
block	block	n1	block	block	0
to	to	p-acp	to	to	0
many	many	d	many	many	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
want	want	n1	want	want	0
of	of	pp-f	of	of	0
due	due	j-jn	due	due	0
consideration	consideration	n1	consideration	consideration	0
;	;	;	;	;	0
But	But	cc-acp	But	but	0
a	a	dt	a	a	0
little	little	j	little	little	0
to	to	pc-acp	to	to	0
answer	answer	vvi	answer	answer	0
this	this	d	this	this	0
,	,	,	,	,	0
Consider	Consider	vvb	Consider	consider	0
,	,	,	,	,	0
ever	ever	av	ever	ever	0
since	since	c-acp	since	since	0
the	the	dt	the	the	0
Generall	Generall	n1	General	general	0
Apostacy	Apostacy	n1	Apostasy	apostasy	0
,	,	,	,	,	0
and	and	cc	and	and	0
falling	falling	vvg	falling	fall	0
away	away	av	away	away	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
pristine	pristine	j	pristine	pristine	0
spirit	spirit	n1	spirit	spirit	0
and	and	cc	and	and	0
practice	practice	n1	practice	practice	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
rise	rise	n1	rise	rise	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Beast	Beast	n1	Beast	beast	0
with	with	p-acp	with	with	0
ten	ten	crd	ten	ten	0
borns	borns	n2-j	borns	borns	0
,	,	,	,	,	0
and	and	cc	and	and	0
ten	ten	crd	ten	ten	0
Crowns	Crowns	n2	Crowns	crown	0
;	;	;	;	;	0
There	There	pc-acp	There	there	0
hath	hath	vhz	hath	have	0
been	been	vbn	been	be	0
extant	extant	j	extant	extant	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
world	world	n1	world	world	0
,	,	,	,	,	0
two	two	crd	two	two	0
sorts	sorts	n2	sorts	sort	0
of	of	pp-f	of	of	0
Powers	Powers	n2	Powers	power	0
,	,	,	,	,	0
different	different	j	different	different	0
in	in	p-acp	in	in	0
quality	quality	n1	quality	quality	0
;	;	;	;	;	0
and	and	cc	and	and	0
(	(	(	(	(	0
according	according	vvg	according	accord	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
opinion	opinion	n1	opinion	opinion	0
of	of	pp-f	of	of	0
some	some	d	some	some	0
learned	learned	j	learned	learned	0
and	and	cc	and	and	0
godly	godly	j	godly	godly	0
men	men	n2	men	man	0
)	)	)	)	)	0
are	are	vbr	are	be	0
the	the	dt	the	the	0
Magistracy	Magistracy	n1	Magistracy	magistracy	0
and	and	cc	and	and	0
Ministry	Ministry	n1	Ministry	ministry	0
of	of	pp-f	of	of	0
Jesus	Jesus	np1	Jesus	Jesus	0
Christ	Christ	np1	Christ	Christ	0
,	,	,	,	,	0
opposed	opposed	vvn	opposed	oppose	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Magistracy	Magistracy	n1	Magistracy	magistracy	0
and	and	cc	and	and	0
Ministry	Ministry	n1	Ministry	ministry	0
of	of	pp-f	of	of	0
that	that	d	that	that	0
Beast	Beast	n1	Beast	beast	0
:	:	:	:	:	0
Of	Of	pp-f	Of	of	0
one	one	pi	one	one	0
(	(	(	(	(	0
and	and	cc	and	and	0
those	those	d	those	those	0
the	the	dt	the	the	0
Witnesses	Witnesses	n2	Witnesses	witness	0
)	)	)	)	)	0
tis	tis	pn31|vbz	this	it|be	0
said	said	vvn	said	say	0
by	by	p-acp	by	by	0
Jehoyah	Jehoyah	np1	Jehoyah	Jehoyah	0
,	,	,	,	,	0
I	I	pns11	I	i	0
will	will	vmb	will	will	0
give	give	vvi	give	give	0
power	power	n1	power	power	0
unto	unto	p-acp	unto	unto	0
them	them	pno32	them	they	0
,	,	,	,	,	0
Rev.	Rev.	n1	Rev.	rev.	1
11.3	11.3	crd	11.3	11.3	0
.	.	.	.	.	0
so	so	av	so	so	0
that	that	cst	that	that	0
they	they	pns32	they	they	0
are	are	vbr	are	be	0
spirited	spirited	vvn	spirited	spirit	0
and	and	cc	and	and	0
qualified	qualified	vvn	qualified	qualify	0
by	by	p-acp	by	by	0
God	God	np1	God	God	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
testifie	testifie	vvi	testify	testify	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
world	world	n1	world	world	0
.	.	.	.	.	1
That	That	cst	That	that	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
darkest	darkest	js	darkest	dark	0
day	day	n1	day	day	0
he	he	pns31	he	he	0
hath	hath	vhz	hath	have	0
not	not	xx	not	not	0
left	left	vvn	left	leave	0
himself	himself	px31	himself	himself	0
without	without	p-acp	without	without	0
a	a	dt	a	a	0
witnesse	witnesse	n1	witness	witness	0
;	;	;	;	;	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
other	other	n-jn	other	other	0
(	(	(	(	(	0
and	and	cc	and	and	0
he	he	pns31	he	he	0
a	a	dt	a	a	0
ravenous	ravenous	j	ravenous	ravenous	0
Beast	Beast	n1	Beast	beast	0
,	,	,	,	,	0
a	a	dt	a	a	0
devouring	devouring	j-vvg	devouring	devour	0
and	and	cc	and	and	0
blaspheming	blaspheming	n-vvg	blaspheming	blaspheme	0
Mon	Mon	fw-fr	Mon	mon	0
∣	∣	sy	∣	∣	0
ster	ster	vvz	ster	star	0
)	)	)	)	)	0
and	and	cc	and	and	0
the	the	dt	the	the	0
Daggon	Daggon	n1	Daggon	daggon	0
gave	gave	vvd	gave	give	0
him	him	pno31	him	he	0
his	his	po31	his	his	0
Power	Power	n1	Power	power	0
,	,	,	,	,	0
and	and	cc	and	and	0
his	his	po31	his	his	0
Seat	Seat	n1	Seat	seat	0
,	,	,	,	,	0
and	and	cc	and	and	0
great	great	j	great	great	0
Authority	Authority	n1	Authority	authority	0
:	:	:	:	:	0
So	So	av	So	so	0
that	that	cst	that	that	0
he	he	pns31	he	he	0
is	is	vbz	is	be	0
Authorized	Authorized	vvn	Authorized	authorize	0
and	and	cc	and	and	0
quallified	quallified	vvn	qualified	qualify	0
by	by	p-acp	by	by	0
him	him	pno31	him	he	0
,	,	,	,	,	0
and	and	cc	and	and	0
for	for	p-acp	for	for	0
him	him	pno31	him	he	0
,	,	,	,	,	0
Revelation	Revelation	n1	Revelation	revelation	0
13	13	crd	13	13	0
v.	v.	n1	v.	v.	0
2.	2.	crd	2.	2.	1
But	But	p-acp	But	but	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
end	end	n1	end	end	0
,	,	,	,	,	0
when	when	c-crq	when	when	0
there	there	pc-acp	there	there	0
is	is	vbz	is	be	0
but	but	cc-acp	but	but	0
three	three	crd	three	three	0
years	years	n2	years	year	0
and	and	cc	and	and	0
a	a	dt	a	a	0
half	half	n-jn	half	half	0
left	left	vvn	left	leave	0
unto	unto	p-acp	unto	unto	0
the	the	dt	the	the	0
Beast	Beast	n1	Beast	beast	0
to	to	pc-acp	to	to	0
tyrannize	tyrannize	vvi	tyrannise	tyrannize	0
in	in	p-acp	in	in	0
,	,	,	,	,	0
he	he	pns31	he	he	0
prevails	prevails	vvz	prevails	prevail	0
against	against	p-acp	against	against	0
those	those	d	those	those	0
Witnesses	Witnesses	n2	Witnesses	witness	0
,	,	,	,	,	0
(	(	(	(	(	0
at	at	p-acp	at	at	0
such	such	d	such	such	0
a	a	dt	a	a	0
time	time	n1	time	time	0
when	when	c-crq	when	when	0
they	they	pns32	they	they	0
are	are	vbr	are	be	0
come	come	vvn	come	come	0
so	so	av	so	so	0
high	high	j	high	high	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
to	to	pc-acp	to	to	0
finish	finish	vvi	finish	finish	0
their	their	po32	their	their	0
Testimony	Testimony	n1	Testimony	testimony	0
,	,	,	,	,	0
against	against	p-acp	against	against	0
his	his	po31	his	his	0
Prero	Prero	np1	Prero	Prero	0
∣	∣	sy	∣	∣	0
gative	gative	n1	gative	gative	0
royall	royall	j	royal	royal	0
:	:	:	:	:	0
)	)	)	)	)	0
overcomes	overcomes	vvz	overcomes	overcome	0
and	and	cc	and	and	0
kils	kils	vvz	kills	kill	0
them	them	pno32	them	they	0
.	.	.	.	.	1
Now	Now	av	Now	now	0
that	that	cst	that	that	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
noted	noted	vvn	noted	note	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
End	End	vvb	End	end	0
and	and	cc	and	and	0
issue	issue	n1	issue	issue	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
these	these	d	these	these	0
transactions	transactions	n2	transactions	transaction	0
;	;	;	;	;	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
enemies	enemies	ng1	enemies	enemy	0
mirth	mirth	n1	mirth	mirth	0
and	and	cc	and	and	0
jollity	jollity	n1	jollity	jollity	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
Witnesses	Witnesses	n2	Witnesses	witness	0
death	death	n1	death	death	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
womans	womans	ng1	woman's	woman	0
2d	2d	crd	2d	2d	0
.	.	.	.	.	0
flight	flight	n1	flight	flight	0
into	into	p-acp	into	into	0
the	the	dt	the	the	0
Wildernes	Wildernes	n1	Wilderness	wilderness	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
her	her	po31	her	her	0
old	old	j	old	old	0
place	place	n1	place	place	0
and	and	cc	and	and	0
station	station	n1	station	station	0
a	a	av	a	a	0
∣	∣	sy	∣	∣	0
gain	gain	n1	gain	gain	0
(	(	(	(	(	0
all	all	d	all	all	0
thing	thing	n1	thing	thing	0
continue	continue	vvi	continue	continue	0
as	as	c-acp	as	as	0
they	they	pns32	they	they	0
were	were	vbdr	were	be	0
:	:	:	:	:	0
the	the	dt	the	the	0
face	face	n1	face	face	0
of	of	pp-f	of	of	0
affairs	affairs	n2	affairs	affair	0
do	do	vdb	do	do	0
not	not	xx	not	not	0
look	look	vvi	look	look	0
now	now	av	now	now	0
as	as	c-acp	as	as	0
if	if	cs	if	if	0
we	we	pns12	we	we	0
had	had	vhd	had	have	0
been	been	vbn	been	be	0
hazarding	hazarding	vvg	hazarding	hazard	0
our	our	po12	our	our	0
lives	lives	n2	lives	life	0
twelve	twelve	crd	twelve	twelve	0
years	years	n2	years	year	0
together	together	av	together	together	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
high	high	j	high	high	0
places	places	n2	places	place	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
field	field	n1	field	field	0
for	for	p-acp	for	for	0
liberty	liberty	n1	liberty	liberty	0
and	and	cc	and	and	0
Refor	Refor	j	Refor	refor	0
∣	∣	sy	∣	∣	0
mation	mation	n1	mansion	mansion	0
,	,	,	,	,	0
)	)	)	)	)	0
and	and	cc	and	and	0
that	that	d	that	that	0
is	is	vbz	is	be	0
not	not	xx	not	not	0
ably	ably	av-j	ably	able	0
declared	declared	vvn	declared	declare	0
,	,	,	,	,	0
and	and	cc	and	and	0
set	set	vvd	set	set	0
forth	forth	av	forth	forth	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
full	full	j	full	full	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
11	11	crd	11	11	0
,	,	,	,	,	0
12	12	crd	12	12	0
,	,	,	,	,	0
13	13	crd	13	13	0
,	,	,	,	,	0
14	14	crd	14	14	0
,	,	,	,	,	0
and	and	cc	and	and	0
15	15	crd	15	15	0
verses	verses	n2	verses	verse	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
11.	11.	crd	11.	11.	0
chapter	chapter	n1	chapter	chapter	0
,	,	,	,	,	0
The	The	dt	The	the	0
Spirit	Spirit	n1	Spirit	spirit	0
of	of	pp-f	of	of	0
life	life	n1	life	life	0
from	from	p-acp	from	from	0
God	God	np1	God	God	0
renters	renters	vvz	renters	renter	0
the	the	dt	the	the	0
witnesses	witnesses	n2	witnesses	witness	0
,	,	,	,	,	0
sets	sets	vvz	sets	set	0
them	them	pno32	them	they	0
on	on	p-acp	on	on	0
their	their	po32	their	their	0
feet	feet	n2	feet	foot	0
,	,	,	,	,	0
standing	standing	vvg	standing	stand	0
,	,	,	,	,	0
and	and	cc	and	and	0
foundation	foundation	n1	foundation	foundation	0
again	again	av	again	again	0
,	,	,	,	,	0
they	they	pns32	they	they	0
ascend	ascend	vvb	ascend	ascend	0
to	to	p-acp	to	to	0
heaven	heaven	n1	heaven	heaven	0
in	in	p-acp	in	in	0
a	a	dt	a	a	0
cloud	cloud	n1	cloud	cloud	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
∣	∣	sy	∣	∣	0
vested	vested	vvn	vested	vest	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
same	same	d	same	same	0
,	,	,	,	,	0
and	and	cc	and	and	0
a	a	dt	a	a	0
greater	greater	jc	greater	great	0
power	power	n1	power	power	0
and	and	cc	and	and	0
authority	authority	n1	authority	authority	0
than	than	cs	than	than	0
they	they	pns32	they	they	0
had	had	vhd	had	have	0
before	before	a-acp	before	before	0
(	(	(	(	(	0
though	though	cs	though	though	0
that	that	d	that	that	0
was	was	vbds	was	be	0
great	great	j	great	great	0
)	)	)	)	)	0
and	and	cc	and	and	0
then	then	av	then	then	0
comes	comes	vvz	comes	come	0
the	the	dt	the	the	0
great	great	j	great	great	0
Earth-quake	Earth-quake	n1	Earthquake	earthquake	0
,	,	,	,	,	0
and	and	cc	and	and	0
that	that	d	that	that	0
rends	rends	vvz	rends	rend	0
and	and	cc	and	and	0
tears	tears	vvz	tears	tear	0
the	the	dt	the	the	0
very	very	j	very	very	0
foundati	foundati	n1	foundati	foundati	0
∣	∣	sy	∣	∣	0
ons	ons	pp-f|pno12	ons	of|we	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Beasts	Beasts	n2	Beasts	beast	0
Civill	Civill	j	Civil	civil	0
power	power	n1	power	power	0
up	up	a-acp	up	up	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
Roots	Roots	n2	Roots	root	0
:	:	:	:	:	0
the	the	dt	the	the	0
effects	effects	n2	effects	effect	0
are	are	vbr	are	be	0
a	a	dt	a	a	0
great	great	j	great	great	0
fall	fall	n1	fallen	fall	0
,	,	,	,	,	0
the	the	dt	the	the	0
tenth	tenth	ord	tenth	ten	0
part	part	n1	part	part	0
of	of	pp-f	of	of	0
Romes	Romes	npg1	Romes	Rome	0
Dominions	Dominions	n2	Dominions	dominion	0
;	;	;	;	;	0
and	and	cc	and	and	0
a	a	dt	a	a	0
great	great	j	great	great	0
slaugh	slaugh	vvi	slaugh	slaugh	0
∣	∣	sy	∣	∣	0
ter	ter	zz	ter	ter	0
among	among	p-acp	among	among	0
the	the	dt	the	the	0
great	great	j	great	great	0
men	men	n2	men	man	0
,	,	,	,	,	0
and	and	cc	and	and	0
implagueable	implagueable	j	implagueable	implagueable	0
enemies	enemies	n2	enemies	enemy	0
of	of	pp-f	of	of	0
Christ	Christ	np1	Christ	Christ	0
;	;	;	;	;	0
And	And	cc	And	and	0
the	the	dt	the	the	0
finall	finall	j	final	final	0
result	result	n1	result	result	0
is	is	vbz	is	be	0
THE	THE	dt	THE	the	0
KINGDOMES	KINGDOMES	n2	KINGDOMES	kingdom	0
OF	OF	pp-f	OF	of	0
THE	THE	dt	THE	the	0
WORLD	WORLD	n1	WORLD	world	0
BECOME	BECOME	vvb	BECOME	become	0
