DEarly	DEarly	av-jn	DEarly	dear	0
a	a	dt	a	a	0
prey	prey	n1	prey	prey	0
.	.	.	.	.	1
What	What	q-crq	What	what	0
wonder	wonder	vvb	wonder	wonder	0
then	then	av	then	then	0
if	if	cs	if	if	0
such	such	d	such	such	0
as	as	c-acp	as	as	0
these	these	d	these	these	0
shall	shall	vmb	shall	shall	0
one	one	crd	one	one	0
day	day	n1	day	day	0
hide	hide	vvi	hide	hide	0
themselves	themselves	px32	themselves	themselves	0
in	in	p-acp	in	in	0
Dens	Dens	n2	Dens	den	0
and	and	cc	and	and	0
Holes	Holes	n2	Holes	hole	0
,	,	,	,	,	0
and	and	cc	and	and	0
cry	cry	vvb	cry	cry	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Rocks	Rocks	n2	Rocks	rock	0
and	and	cc	and	and	0
Mountains	Mountains	n2	Mountains	mountain	0
to	to	pc-acp	to	to	0
fall	fall	vvi	fallen	fall	0
on	on	p-acp	on	on	0
them	them	pno32	them	they	0
,	,	,	,	,	0
and	and	cc	and	and	0
hide	hide	vvi	hide	hide	0
them	them	pno32	them	they	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
face	face	n1	face	face	0
of	of	pp-f	of	of	0
him	him	pno31	him	he	0
that	that	cst	that	that	0
sits	sits	vvz	sits	sit	0
on	on	p-acp	on	on	0
the	the	dt	the	the	0
Throne	Throne	n1	Throne	throne	0
,	,	,	,	,	0
and	and	cc	and	and	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
wrath	wrath	n1	wrath	wrath	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Lamb	Lamb	n1	Lamb	lamb	0
,	,	,	,	,	0
Rev.	Rev.	n1	Rev.	rev.	1
6.15.36	6.15.36	crd	6.15.36	6.15.36	0
.	.	.	.	.	1
Oh	Oh	uh	O	oh	0
what	what	q-crq	what	what	0
will	will	vmb	will	will	0
Persecu	Persecu	n1	Persecu	persecu	0
∣	∣	sy	∣	∣	0
tors	tors	n2	tors	tor	0
do	do	vdb	do	do	0
,	,	,	,	,	0
when	when	c-crq	when	when	0
Jesus	Jesus	np1	Jesus	Jesus	0
Christ	Christ	np1	Christ	Christ	0
shall	shall	vmb	shall	shall	0
appear	appear	vvi	appear	appear	0
in	in	p-acp	in	in	0
flaming	flaming	j-vvg	flaming	flame	0
fire	fire	n1	fire	fire	0
,	,	,	,	,	0
taking	taking	vvg	taking	take	0
vengeance	vengeance	n1	vengeance	vengeance	0
on	on	p-acp	on	on	0
them	them	pno32	them	they	0
that	that	cst	that	that	0
knew	knew	vvd	knew	know	0
him	him	pno31	him	he	0
not	not	xx	not	not	0
,	,	,	,	,	0
and	and	cc	and	and	0
obeyed	obeyed	vvd	obeyed	obey	0
not	not	xx	not	not	0
his	his	po31	his	his	0
Gospel	Gospel	n1	Gospel	gospel	0
,	,	,	,	,	0
2	2	crd	2	2	0
Thes.	Thes.	np1	Thes.	Thes.	1
1	1	crd	1	1	0
:	:	:	:	:	0
8.	8.	crd	8.	8.	1
Will	Will	n1	Will	will	0
they	they	pns32	they	they	0
not	not	xx	not	not	0
then	then	av	then	then	0
be	be	vbi	be	be	0
dumb	dumb	j	dumb	dumb	0
and	and	cc	and	and	0
speechlesse	speechlesse	j	speechless	speechless	0
,	,	,	,	,	0
and	and	cc	and	and	0
have	have	vhb	have	have	0
never	never	av-x	never	never	0
a	a	dt	a	a	0
word	word	n1	word	word	0
to	to	pc-acp	to	to	0
say	say	vvi	say	say	0
for	for	p-acp	for	for	0
themselves	themselves	px32	themselves	themselves	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
that	that	cst	that	that	0
man	man	n1	man	man	0
that	that	cst	that	that	0
had	had	vhd	had	have	0
not	not	xx	not	not	0
on	on	p-acp	on	on	0
his	his	po31	his	his	0
Wedding	Wedding	n1	Wedding	wedding	0
gar	gar	uh	gar	gar	0
∣	∣	sy	∣	∣	0
ment	ment	fw-la	ment	ment	0
,	,	,	,	,	0
Math.	Math.	np1	Math.	Math.	1
22.12	22.12	crd	22.12	22.12	0
.	.	.	.	.	1
But	But	p-acp	But	but	0
Oh	Oh	uh	O	oh	0
Beloved	Beloved	j-vvn	Beloved	belove	0
,	,	,	,	,	0
Let	Let	vvb	Let	let	0
that	that	d	that	that	0
grace	grace	n1	grace	grace	0
that	that	cst	that	that	0
hath	hath	vhz	hath	have	0
appeared	appeared	vvn	appeared	appear	0
to	to	p-acp	to	to	0
all	all	d	all	all	0
men	men	n2	men	man	0
,	,	,	,	,	0
teach	teach	vvb	teach	teach	0
us	us	pno12	us	we	0
to	to	pc-acp	to	to	0
deny	deny	vvi	deny	deny	0
ungodliness	ungodliness	n1	ungodliness	ungodliness	0
and	and	cc	and	and	0
worldly	worldly	j	worldly	worldly	0
lusts	lusts	n2	lustest	lust	0
,	,	,	,	,	0
that	that	cst	that	that	0
we	we	pns12	we	we	0
may	may	vmb	may	may	0
live	live	vvi	live	live	0
soberly	soberly	av-j	soberly	sober	0
,	,	,	,	,	0
righteously	righteously	av-j	righteously	righteous	0
,	,	,	,	,	0
and	and	cc	and	and	0
godly	godly	j	godly	godly	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
present	present	j	present	present	0
World	World	n1	World	world	0
,	,	,	,	,	0
Tit.	Tit.	np1	Tit.	Tit.	1
2.11.12	2.11.12	crd	2.11.12	2.11.12	0
.	.	.	.	.	0
following	following	vvg	following	follow	0
the	the	dt	the	the	0
Lamb	Lamb	n1	Lamb	lamb	0
,	,	,	,	,	0
resisting	resisting	vvg	resisting	resist	0
Satan	Satan	np1	Satan	Satan	0
,	,	,	,	,	0
shuning	shuning	vvg	shunning	shun	0
sin	sin	n1	since	sin	0
,	,	,	,	,	0
and	and	cc	and	and	0
separating	separating	n-vvg	separating	separate	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
world	world	n1	world	world	0
.	.	.	.	.	1
VI	VI	crd	VI	vi	0
.	.	.	.	.	1
Sixthly	Sixthly	j	Sixthly	sixthly	0
,	,	,	,	,	0
Make	Make	vvb	Make	make	0
the	the	dt	the	the	0
Word	Word	n1	Word	word	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
your	your	po22	your	your	0
Rule	Rule	n1	Rule	rule	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
Spirit	Spirit	n1	Spirit	spirit	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
your	your	po22	your	your	0
Guide	Guide	n1	Guide	guide	0
.	.	.	.	.	1
To	To	p-acp	To	to	0
the	the	dt	the	the	0
Law	Law	n1	Law	law	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Testimony	Testimony	n1	Testimony	testimony	0
:	:	:	:	:	0
if	if	cs	if	if	0
they	they	pns32	they	they	0
speak	speak	vvb	speak	speak	0
not	not	xx	not	not	0
according	according	vvg	according	accord	0
to	to	p-acp	to	to	0
this	this	d	this	this	0
Word	Word	n1	Word	word	0
,	,	,	,	,	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
because	because	p-acp	because	because	0
there	there	pc-acp	there	there	0
is	is	vbz	is	be	0
no	no	dx	no	no	0
light	light	n1	light	light	0
in	in	p-acp	in	in	0
them	them	pno32	them	they	0
,	,	,	,	,	0
Isa.	Isa.	np1	Isa.	Isa.	1
8.20	8.20	crd	8.20	8.20	0
.	.	.	.	.	1
We	We	pns12	We	we	0
have	have	vhb	have	have	0
also	also	av	also	also	0
a	a	dt	a	a	0
more	more	av-dc	more	more	0
sure	sure	j	sure	sure	0
word	word	n1	word	word	0
of	of	pp-f	of	of	0
Pro	Pro	np1	Pro	Pro	0
∣	∣	sy	∣	∣	0
phesie	phesie	vvb	phesie	phesie	0
,	,	,	,	,	0
whereunto	whereunto	c-crq	whereunto	whereunto	0
ye	ye	pn22	you	you	0
doe	doe	vdb	do	do	0
well	well	av	well	well	0
that	that	cst	that	that	0
ye	ye	pn22	you	you	0
take	take	vvb	take	take	0
heed	heed	n1	heed	heed	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
unto	unto	p-acp	unto	unto	0
a	a	dt	a	a	0
light	light	n1	light	light	0
that	that	cst	that	that	0
shineth	shineth	vvz	shines	shine	0
in	in	p-acp	in	in	0
a	a	dt	a	a	0
dark	dark	j	dark	dark	0
place	place	n1	place	place	0
,	,	,	,	,	0
until	until	c-acp	until	until	0
the	the	dt	the	the	0
day	day	n1	day	day	0
dawn	dawn	n1	dawn	dawn	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
day	day	n1	day	day	0
∣	∣	sy	∣	∣	0
starre	starre	n1	star	star	0
arise	arise	vvi	arise	arise	0
in	in	p-acp	in	in	0
your	your	po22	your	your	0
hearts	hearts	n2	hearts	heart	0
,	,	,	,	,	0
2	2	crd	2	2	0
Pet.	Pet.	np1	Pet.	Pet.	1
1.19	1.19	crd	1.19	1.19	0
.	.	.	.	.	1
All	All	av-d	All	all	0
Scripture	Scripture	n1	Scripture	scripture	0
is	is	vbz	is	be	0
given	given	vvn	given	give	0
by	by	p-acp	by	by	0
inspiration	inspiration	n1	inspiration	inspiration	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
,	,	,	,	,	0
and	and	cc	and	and	0
is	is	vbz	is	be	0
profitable	profitable	j	profitable	profitable	0
for	for	p-acp	for	for	0
Doctrine	Doctrine	n1	Doctrine	doctrine	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
Reproof	Reproof	n1	Reproof	reproof	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
Correction	Correction	n1	Correction	correction	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
Instruction	Instruction	n1	Instruction	instruction	0
in	in	p-acp	in	in	0
righte	righte	j-jn	right	right	0
∣	∣	sy	∣	∣	0
ousnesse	ousnesse	n1	ousnesse	ousnesse	0
,	,	,	,	,	0
2	2	crd	2	2	0
Tim	Tim	np1	Tim	Tim	0
:	:	:	:	:	0
3.16	3.16	crd	3.16	3.16	0
.	.	.	.	.	1
Howbeit	Howbeit	a-acp	Howbeit	howbeit	0
,	,	,	,	,	0
when	when	c-crq	when	when	0
the	the	dt	the	the	0
spirit	spirit	n1	spirit	spirit	0
of	of	pp-f	of	of	0
truth	truth	n1	truth	truth	0
is	is	vbz	is	be	0
come	come	vvn	come	come	0
,	,	,	,	,	0
he	he	pns31	he	he	0
will	will	vmb	will	will	0
guide	guide	vvi	guide	guide	0
you	you	pn22	you	you	0
in	in	p-acp	in	in	0
∣	∣	sy	∣	∣	0
to	to	p-acp	to	to	0
all	all	d	all	all	0
truth	truth	n1	truth	truth	0
;	;	;	;	;	0
for	for	c-acp	for	for	0
he	he	pns31	he	he	0
shall	shall	vmb	shall	shall	0
not	not	xx	not	not	0
speak	speak	vvi	speak	speak	0
of	of	pp-f	of	of	0
him	him	pno31	him	he	0
∣	∣	sy	∣	∣	0
self	self	n1	self	self	0
;	;	;	;	;	0
but	but	cc-acp	but	but	0
whatsoever	whatsoever	r-crq	whatsoever	whatsoever	0
he	he	pns31	he	he	0
shall	shall	vmb	shall	shall	0
hear	hear	vvi	hear	hear	0
,	,	,	,	,	0
that	that	cst	that	that	0
shall	shall	vmb	shall	shall	0
he	he	pns31	he	he	0
speak	speak	vvi	speak	speak	0
,	,	,	,	,	0
and	and	cc	and	and	0
he	he	pns31	he	he	0
will	will	vmb	will	will	0
shew	shew	vvi	show	show	0
you	you	pn22	you	you	0
things	things	n2	things	thing	0
to	to	pc-acp	to	to	0
come	come	vvi	come	come	0
,	,	,	,	,	0
John	John	np1	John	John	0
16.13	16.13	crd	16.13	16.13	0
.	.	.	.	.	1
The	The	dt	The	the	0
Scripture	Scripture	n1	Scripture	scripture	0
is	is	vbz	is	be	0
a	a	dt	a	a	0
Rule	Rule	n1	Rule	rule	0
before	before	p-acp	before	before	0
us	us	pno12	us	we	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
shew	shew	vvi	show	show	0
us	us	pno12	us	we	0
where	where	c-crq	where	where	0
we	we	pns12	we	we	0
must	must	vmb	must	must	0
go	go	vvi	go	go	0
;	;	;	;	;	0
the	the	dt	the	the	0
Spirit	Spirit	n1	Spirit	spirit	0
is	is	vbz	is	be	0
a	a	dt	a	a	0
word	word	n1	word	word	0
behind	behind	p-acp	behind	behind	0
us	us	pno12	us	we	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
enable	enable	vvi	enable	enable	0
us	us	pno12	us	we	0
to	to	pc-acp	to	to	0
go	go	vvi	go	go	0
according	according	vvg	according	accord	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Directions	Directions	n2	Directions	direction	0
of	of	pp-f	of	of	0
that	that	d	that	that	0
word	word	n1	word	word	0
:	:	:	:	:	0
The	The	dt	The	the	0
Word	Word	n1	Word	word	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
is	is	vbz	is	be	0
a	a	dt	a	a	0
Compass	Compass	n1	Compass	compass	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
which	which	r-crq	which	which	0
we	we	pns12	we	we	0
are	are	vbr	are	be	0
to	to	pc-acp	to	to	0
Ship	Ship	vvi	Ship	ship	0
our	our	po12	our	our	0
Course	Course	n1	Course	course	0
;	;	;	;	;	0
the	the	dt	the	the	0
Spirit	Spirit	n1	Spirit	spirit	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
great	great	j	great	great	0
Pilot	Pilot	n1	Pilot	pilot	0
that	that	cst	that	that	0
steers	steers	vvz	steers	steer	0
us	us	pno12	us	we	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
course	course	n1	course	course	0
.	.	.	.	.	1
We	We	pns12	We	we	0
have	have	vhb	have	have	0
no	no	dx	no	no	0
eyes	eyes	n2	eyes	eye	0
to	to	pc-acp	to	to	0
see	see	vvi	see	see	0
the	the	dt	the	the	0
Word	Word	n1	Word	word	0
,	,	,	,	,	0
till	till	c-acp	till	till	0
the	the	dt	the	the	0
Spirit	Spirit	n1	Spirit	spirit	0
enlighten	enlighten	vvi	enlighten	enlighten	0
them	them	pno32	them	they	0
;	;	;	;	;	0
we	we	pns12	we	we	0
have	have	vhb	have	have	0
no	no	dx	no	no	0
ears	ears	n2	ears	ear	0
to	to	pc-acp	to	to	0
hear	hear	vvi	hear	hear	0
the	the	dt	the	the	0
Word	Word	n1	Word	word	0
,	,	,	,	,	0
till	till	c-acp	till	till	0
the	the	dt	the	the	0
Spi	Spi	np1	Spi	Spi	0
∣	∣	sy	∣	∣	0
rit	rit	n1	rit	rit	0
open	open	vvi	open	open	0
them	them	pno32	them	they	0
,	,	,	,	,	0
we	we	pns12	we	we	0
have	have	vhb	have	have	0
no	no	dx	no	no	0
hearts	hearts	n2	hearts	heart	0
to	to	pc-acp	to	to	0
obey	obey	vvi	obey	obey	0
the	the	dt	the	the	0
Word	Word	n1	Word	word	0
,	,	,	,	,	0
till	till	c-acp	till	till	0
the	the	dt	the	the	0
Spirit	Spirit	n1	Spirit	spirit	0
bow	bow	n1	bow	bow	0
and	and	cc	and	and	0
encline	encline	vvi	incline	incline	0
them	them	pno32	them	they	0
.	.	.	.	.	1
By	By	p-acp	By	by	0
the	the	dt	the	the	0
Word	Word	n1	Word	word	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
we	we	pns12	we	we	0
know	know	vvb	know	know	0
the	the	dt	the	the	0
mind	mind	n1	mind	mind	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Spirit	Spirit	n1	Spirit	spirit	0
;	;	;	;	;	0
and	and	cc	and	and	0
and	and	cc	and	and	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
efficacy	efficacy	n1	efficacy	efficacy	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
spirit	spirit	n1	spirit	spirit	0
we	we	pns12	we	we	0
feel	feel	vvb	feel	feel	0
the	the	dt	the	the	0
efficacy	efficacy	n1	efficacy	efficacy	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Word	Word	n1	Word	word	0
:	:	:	:	:	0
The	The	dt	The	the	0
Word	Word	n1	Word	word	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
shews	shews	vvz	shows	show	0
us	us	pno12	us	we	0
the	the	dt	the	the	0
way	way	n1	way	way	0
;	;	;	;	;	0
and	and	cc	and	and	0
the	the	dt	the	the	0
Spi	Spi	np1	Spi	Spi	0
∣	∣	sy	∣	∣	0
rit	rit	n1	rit	rit	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
leads	leads	vvz	leads	lead	0
us	us	pno12	us	we	0
in	in	p-acp	in	in	0
that	that	d	that	that	0
way	way	n1	way	way	0
which	which	r-crq	which	which	0
the	the	dt	the	the	0
WOrd	WOrd	n1	WOrd	word	0
points	points	vvz	points	point	0
out	out	av	out	out	0
.	.	.	.	.	1
The	The	dt	The	the	0
Spirit	Spirit	n1	Spirit	spirit	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
is	is	vbz	is	be	0
able	able	j	able	able	0
to	to	pc-acp	to	to	0
expound	expound	vvi	expound	expound	0
the	the	dt	the	the	0
Word	Word	n1	Word	word	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
make	make	vvi	make	make	0
it	it	pn31	it	it	0
plain	plain	j	plain	plain	0
to	to	p-acp	to	to	0
our	our	po12	our	our	0
un	un	j	un	unacustomated	0
∣	∣	sy	∣	∣	0
derstanding	derstanding	n1	derstanding	derstanding	0
.	.	.	.	.	1
The	The	dt	The	the	0
Holy	Holy	j	Holy	holy	0
Ghost	Ghost	n1	Ghost	ghost	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
Churches	Churches	ng1	Churches	church	0
Interpreter	Interpreter	n1	Interpreter	interpreter	0
;	;	;	;	;	0
he	he	pns31	he	he	0
gives	gives	vvz	gives	give	0
the	the	dt	the	the	0
Scripture	Scripture	n1	Scripture	scripture	0
,	,	,	,	,	0
and	and	cc	and	and	0
he	he	pns31	he	he	0
can	can	vmb	can	can	0
reveal	reveal	vvi	reveal	reveal	0
unto	unto	p-acp	unto	unto	0
us	us	pno12	us	we	0
the	the	dt	the	the	0
sense	sense	n1	sense	sense	0
and	and	cc	and	and	0
meaning	meaning	n1	meaning	meaning	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Scripture	Scripture	n1	Scripture	scripture	0
.	.	.	.	.	1
The	The	dt	The	the	0
word	word	n1	word	word	0
is	is	vbz	is	be	0
Gods	Gods	ng1	Gods	god	0
Counsellour	Counsellour	n1	Counselor	counsellor	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
dis	dis	d	dis	this	0
∣	∣	sy	∣	∣	0
cover	cover	vvi	cover	cover	0
the	the	dt	the	the	0
path	path	n1	path	path	0
in	in	p-acp	in	in	0
which	which	r-crq	which	which	0
we	we	pns12	we	we	0
are	are	vbr	are	be	0
to	to	pc-acp	to	to	0
walk	walk	vvi	walk	walk	0
;	;	;	;	;	0
the	the	dt	the	the	0
Spirit	Spirit	n1	Spirit	spirit	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
Counsel	Counsel	n1	Counsel	counsel	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
,	,	,	,	,	0
that	that	cst	that	that	0
teacheth	teacheth	vvz	teaches	teach	0
us	us	pno12	us	we	0
how	how	c-crq	how	how	0
to	to	pc-acp	to	to	0
walk	walk	vvi	walk	walk	0
in	in	p-acp	in	in	0
that	that	d	that	that	0
path	path	n1	path	path	0
.	.	.	.	.	1
The	The	dt	The	the	0
word	word	n1	word	word	0
is	is	vbz	is	be	0
a	a	dt	a	a	0
Chrystall-Glass	Chrystall-Glass	n1	Chrystall-Glass	chrystall-glass	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
shewes	shewes	vvz	shows	show	0
us	us	pno12	us	we	0
our	our	po12	our	our	0
duty	duty	n1	duty	duty	0
;	;	;	;	;	0
the	the	dt	the	the	0
Spirit	Spirit	n1	Spirit	spirit	0
gives	gives	vvz	gives	give	0
us	us	pno12	us	we	0
sight	sight	n1	sighed	sight	0
to	to	pc-acp	to	to	0
see	see	vvi	see	see	0
our	our	po12	our	our	0
duty	duty	n1	duty	duty	0
;	;	;	;	;	0
If	If	cs	If	if	0
God	God	np1	God	God	0
had	had	vhd	had	have	0
not	not	xx	not	not	0
put	put	vvn	put	put	0
his	his	po31	his	his	0
Spirit	Spirit	n1	Spirit	spirit	0
into	into	p-acp	into	into	0
our	our	po12	our	our	0
hearts	hearts	n2	hearts	heart	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
well	well	av	well	well	0
as	as	c-acp	as	as	0
his	his	po31	his	his	0
word	word	n1	word	word	0
into	into	p-acp	into	into	0
our	our	po12	our	our	0
mouths	mouths	n2	mouths	mouth	0
,	,	,	,	,	0
we	we	pns12	we	we	0
should	should	vmd	should	shall	0
never	never	av-x	never	never	0
have	have	vhi	have	have	0
arrived	arrived	vvn	arrived	arrive	0
at	at	p-acp	at	at	0
the	the	dt	the	the	0
fair	fair	j	fair	fair	0
Haven	Haven	n1	Haven	haven	0
of	of	pp-f	of	of	0
peace	peace	n1	peace	peace	0
.	.	.	.	.	1
Austin	Austin	np1	Austin	Austin	0
calls	calls	vvz	calls	call	0
the	the	dt	the	the	0
Scriptures	Scriptures	n2	Scriptures	scripture	0
,	,	,	,	,	0
The	The	dt	The	the	0
Epistle	Epistle	n1	Epistle	epistle	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Crea	Crea	n1	Crea	crea	0
∣	∣	sy	∣	∣	0
tures	tures	av	tures	tures	0
;	;	;	;	;	0
by	by	p-acp	by	by	0
which	which	r-crq	which	which	0
we	we	pns12	we	we	0
understand	understand	vvb	understand	understand	0
the	the	dt	the	the	0
very	very	j	very	very	0
heart	heart	n1	heart	heart	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
.	.	.	.	.	1
God	God	np1	God	God	0
Almighty	Almighty	np1	Almighty	Almighty	0
hath	hath	vhz	hath	have	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
secret	secret	j-jn	secret	secret	0
Scriptures	Scriptures	n2	Scriptures	scripture	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
it	it	pn31	it	it	0
were	were	vbdr	were	be	0
un	un	j	un	unacustomated	0
∣	∣	sy	∣	∣	0
bowelled	bowelled	vvd	boweled	bowele	0
himself	himself	px31	himself	himself	0
,	,	,	,	,	0
and	and	cc	and	and	0
unfolded	unfolded	vvd	unfolded	unfold	0
all	all	d	all	all	0
his	his	po31	his	his	0
Counsel	Counsel	n1	Counsel	counsel	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Creatures	Creatures	n2	Creatures	creature	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
far	far	av-j	far	far	0
as	as	c-acp	as	as	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
necessary	necessary	j	necessary	necessary	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
known	known	vvn	known	know	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
their	their	po32	their	their	0
di	di	zz	di	di	0
∣	∣	sy	∣	∣	0
rection	rection	n1	rection	rection	0
and	and	cc	and	and	0
guidance	guidance	n1	guidance	guidance	0
to	to	p-acp	to	to	0
everlasting	everlasting	j	everlasting	everlasting	0
life	life	n1	life	life	0
.	.	.	.	.	1
There	There	pc-acp	There	there	0
be	be	vbi	be	be	0
many	many	d	many	many	0
that	that	cst	that	that	0
walke	walke	vvb	walk	walk	0
by	by	p-acp	by	by	0
false	false	j	false	false	0
Rules	Rules	n2	Rules	rule	0
.	.	.	.	.	1
First	First	ord	First	first	0
,	,	,	,	,	0
Some	Some	d	Some	some	0
by	by	p-acp	by	by	0
Opinions	Opinions	n2	Opinions	opinion	0
,	,	,	,	,	0
Secondly	Secondly	ord	Secondly	second	0
,	,	,	,	,	0
Some	Some	d	Some	some	0
by	by	p-acp	by	by	0
Customes	Customes	n2	Customs	custom	0
.	.	.	.	.	1
Thirdly	Thirdly	ord	Thirdly	third	0
,	,	,	,	,	0
Some	Some	d	Some	some	0
by	by	p-acp	by	by	0
Providence	Providence	n1	Providence	providence	0
.	.	.	.	.	1
Fourthly	Fourthly	ord	Fourthly	four	0
,	,	,	,	,	0
Some	Some	d	Some	some	0
by	by	p-acp	by	by	0
Conscience	Conscience	n1	Conscience	conscience	0
.	.	.	.	.	1
Fifthly	Fifthly	ord	Fifthly	five	0
,	,	,	,	,	0
Some	Some	d	Some	some	0
by	by	p-acp	by	by	0
their	their	po32	their	their	0
own	own	d	own	own	0
Reason	Reason	n1	Reason	reason	0
.	.	.	.	.	1
Sixthly	Sixthly	j	Sixthly	sixthly	0
,	,	,	,	,	0
Some	Some	d	Some	some	0
by	by	p-acp	by	by	0
mens	mens	ng2	men's	man	0
examples	examples	n2	examples	example	0
.	.	.	.	.	1
Seventhly	Seventhly	crd	Seventhly	seven	0
,	,	,	,	,	0
Some	Some	d	Some	some	0
by	by	p-acp	by	by	0
their	their	po32	their	their	0
Lusts.	Lusts.	np1	Lusts.	Lusts.	0
But	But	p-acp	But	but	0
,	,	,	,	,	0
O	O	uh	Oh	oh	0
my	my	po11	my	my	0
dear	dear	j-jn	dear	dear	0
friends	friends	n2	friends	friend	0
,	,	,	,	,	0
let	let	vvb	let	let	0
me	me	pno11	me	i	0
be	be	vbi	be	be	0
∣	∣	sy	∣	∣	0
seech	seech	vvi	seech	seech	0
you	you	pn22	you	you	0
to	to	pc-acp	to	to	0
walke	walke	vvi	walk	walk	0
by	by	p-acp	by	by	0
none	none	pix	none	none	0
of	of	pp-f	of	of	0
these	these	d	these	these	0
false	false	j	false	false	0
Rules	Rules	n2	Rules	rule	0
;	;	;	;	;	0
but	but	cc-acp	but	but	0
keep	keep	vvb	keep	keep	0
close	close	av-j	close	close	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
word	word	n1	word	word	0
and	and	cc	and	and	0
spirit	spirit	n1	spirit	spirit	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
.	.	.	.	.	1
VII	VII	np1	VII	Vii	0
.	.	.	.	.	1
Seventhly	Seventhly	crd	Seventhly	seven	0
,	,	,	,	,	0
Be	Be	vbb	Be	be	0
faithfull	faithfull	j	faithful	faithful	0
and	and	cc	and	and	0
fruitful	fruitful	j	fruitful	fruitful	0
.	.	.	.	.	1
Therefore	Therefore	av	Therefore	therefore	0
,	,	,	,	,	0
my	my	po11	my	my	0
beloved	beloved	j-vvn	beloved	belove	0
brethren	brethren	n2	brothers	brethren	0
,	,	,	,	,	0
Be	Be	vbb	Be	be	0
ye	ye	pn22	you	you	0
stedfast	stedfast	j	steadfast	steadfast	0
and	and	cc	and	and	0
unmoveble	unmoveble	j	unmoveble	unmoveble	0
,	,	,	,	,	0
alwayes	alwayes	av	always	always	0
abound	abound	vvi	abound	abound	0
∣	∣	sy	∣	∣	0
ing	ing	n1	king	king	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
work	work	n1	work	work	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
,	,	,	,	,	0
forasmuch	forasmuch	av	forasmuch	forasmuch	0
as	as	c-acp	as	as	0
you	you	pn22	you	you	0
know	know	vvb	know	know	0
,	,	,	,	,	0
your	your	po22	your	your	0
labour	labour	n1	labour	labour	0
is	is	vbz	is	be	0
not	not	xx	not	not	0
in	in	p-acp	in	in	0
vain	vain	j	vain	vain	0
,	,	,	,	,	0
1	1	crd	1	1	0
Cor.	Cor.	np1	Cor.	Cor.	1
