IF	IF	cs	IF	if	0
can	can	vmb	can	can	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
discharge	discharge	n1	discharge	discharge	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
duties	duties	n2	duties	duty	0
and	and	cc	and	and	0
serui	serui	fw-la	serui	serui	0
∣	∣	sy	∣	∣	0
ces	ces	fw-fr	ces	ces	0
to	to	pc-acp	to	to	0
GOD	GOD	np1	GOD	God	0
and	and	cc	and	and	0
Man	Man	n1	Man	man	0
;	;	;	;	;	0
Recommending	Recommending	vvg	Recommending	recommend	0
your	your	po22	your	your	0
Honours	Honours	ng1	Honours	honour	0
to	to	p-acp	to	to	0
GOD	GOD	np1	GOD	God	0
,	,	,	,	,	0
my	my	po11	my	my	0
selfe	selfe	n1	self	self	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
seruice	seruice	n1	service	service	0
,	,	,	,	,	0
and	and	cc	and	and	0
this	this	d	this	this	0
silly	silly	j	silly	silly	0
Pam	Pam	np1	Pam	Pam	0
∣	∣	sy	∣	∣	0
phlet	phlet	n1	phlet	phlet	0
vnto	vnto	p-acp	unto	unto	0
(	(	(	(	(	0
though	though	c-acp	though	though	0
vnworthy	vnworthy	j-u	unworthy	worthy	0
of	of	pp-f	of	of	0
)	)	)	)	)	0
your	your	po22	your	your	0
per	per	fw-la	per	per	0
∣	∣	sy	∣	∣	0
vsalls	vsalls	n2	vsalls	vsall	0
.	.	.	.	.	1
At	At	p-acp	At	at	0
my	my	po11	my	my	0
house	house	n1	house	house	0
at	at	p-acp	at	at	0
Hendon	Hendon	np1	Hendon	Hendon	0
,	,	,	,	,	0
the	the	dt	the	the	0
10.	10.	crd	10.	10.	0
of	of	pp-f	of	of	0
Aprill	Aprill	np1	Aprill	April	0
.	.	.	.	.	1
1619.	1619.	crd	1619.	1619.	1
Your	Your	po22	Your	your	0
Honors	Honors	n2	Honours	honour	0
in	in	p-acp	in	in	0
all	all	d	all	all	0
seruice	seruice	n1	service	service	0
readie	readie	j	ready	ready	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
commanded	commanded	vvn	commanded	command	0
,	,	,	,	,	1
