RIGHT	RIGHT	av-jn	RIGHT	right	0
,	,	,	,	,	0
where	where	c-crq	where	where	0
it	it	pn31	it	it	0
springeth	springeth	vvz	springs	spring	0
first	first	ord	first	first	0
,	,	,	,	,	0
yet	yet	av	yet	yet	0
is	is	vbz	is	be	0
it	it	pn31	it	it	0
as	as	p-acp	as	as	0
pure	pure	j	pure	pure	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
where	where	c-crq	where	where	0
it	it	pn31	it	it	0
spredeth	spredeth	vvz	spreadeth	spread	0
most	most	av-ds	most	most	0
.	.	.	.	.	1
Mo	Mo	zz	Mo	mo	0
offerings	offerings	n2	offerings	offering	0
,	,	,	,	,	0
hereafter	hereafter	av	hereafter	hereafter	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
like	like	j	like	like	0
sort	sort	n1	sort	sort	0
,	,	,	,	,	0
maie	maie	vmb	may	may	0
giue	giue	vvi	give	give	0
it	it	pn31	it	it	0
greater	greater	jc	greater	great	0
shew	shew	n1	show	show	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
none	none	pix	none	none	0
of	of	pp-f	of	of	0
anie	anie	d	any	any	0
sort	sort	n1	sort	sort	0
can	can	vmb	can	can	0
shew	shew	vvi	show	show	0
more	more	av-dc	more	more	0
good	good	j	good	good	0
will	will	n1	will	will	0
.	.	.	.	.	1
And	And	cc	And	and	0
so	so	av	so	so	0
I	I	pns11	I	i	0
desire	desire	vvb	desire	desire	0
your	your	po22	your	your	0
honor	honor	n1	honour	honour	0
to	to	pc-acp	to	to	0
take	take	vvi	take	take	0
it	it	pn31	it	it	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
waie	waie	n1	way	way	0
of	of	pp-f	of	of	0
euidence	euidence	n1	evidence	evidence	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
world	world	n1	world	world	0
,	,	,	,	,	0
that	that	cst	that	that	0
your	your	po22	your	your	0
desert	desert	n1	desert	desert	0
hath	hath	vhz	hath	have	0
bound	bound	vvn	bound	bind	0
me	me	pno11	me	i	0
:	:	:	:	:	0
in	in	p-acp	in	in	0
waie	waie	n1	way	way	0
of	of	pp-f	of	of	0
witnesse	witnesse	n1	witness	witness	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
self	self	n1	self	self	0
,	,	,	,	,	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
would	would	vmd	would	will	0
return	return	vvi	return	return	0
dewtie	dewtie	n1	duty	duty	0
.	.	.	.	.	1
Mine	Mine	np1	Mine	Mine	0
own	own	d	own	own	0
good	good	j	good	good	0
will	will	vmb	will	will	0
I	I	pns11	I	i	0
know	know	vvb	know	know	0
my	my	po11	my	my	0
self	self	n1	self	self	0
,	,	,	,	,	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
good	good	j	good	good	0
liking	liking	n-vvg	liking	like	0
I	I	pns11	I	i	0
nothing	nothing	pi2	nothing	nothing	0
dout	dout	n1	doubt	doubt	0
,	,	,	,	,	0
whose	whose	rg-crq	whose	who	0
honorable	honorable	j	honourable	honourable	0
and	and	cc	and	and	0
ordinarie	ordinarie	j	ordinary	ordinary	0
dispositiō	dispositiō	n1	disposition	disposition	0
is	is	vbz	is	be	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
take	take	vvi	take	take	0
things	things	n2	things	thing	0
well	well	av	well	well	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
taste	taste	n1	taste	taste	0
of	of	pp-f	of	of	0
goodwill	goodwill	n1	goodwill	goodwill	0
.	.	.	.	.	1
I	I	pns11	I	i	0
offred	offred	vvd	offered	offer	0
to	to	p-acp	to	to	0
hir	hir	png31	his	he	0
maiestie	maiestie	n1	majesty	majesty	0
the	the	dt	the	the	0
prime	prime	n-jn	prime	prime	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
pen	pen	n1	pen	pen	0
,	,	,	,	,	0
I	I	pns11	I	i	0
offer	offer	vvb	offer	offer	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
honor	honor	n1	honour	honour	0
the	the	dt	the	the	0
prime	prime	n-jn	prime	prime	0
of	of	pp-f	of	of	0
right	right	n-jn	right	right	0
penning	penning	n-vvg	penning	pen	0
,	,	,	,	,	0
not	not	xx	not	not	0
handled	handled	vvn	handled	handle	0
thus	thus	av	thus	thus	0
before	before	a-acp	before	before	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
I	I	pns11	I	i	0
can	can	vmb	can	can	0
perceiue	perceiue	vvi	perceive	perceive	0
by	by	p-acp	by	by	0
a	a	dt	a	a	0
∣	∣	sy	∣	∣	0
nie	nie	zz	nie	nie	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
cuntrie	cuntrie	n1	country	country	0
,	,	,	,	,	0
tho	tho	cs	though	though	0
I	I	pns11	I	i	0
se	se	zz	se	se	0
diuerse	diuerse	j	diverse	diverse	0
,	,	,	,	,	0
that	that	cst	that	that	0
haue	haue	vhb	have	have	0
bene	bene	vbn	be	be	0
tampering	tampering	n-vvg	tampering	tamper	0
about	about	p-acp	about	about	0
it	it	pn31	it	it	0
.	.	.	.	.	1
And	And	cc	And	and	0
as	as	c-acp	as	as	0
the	the	dt	the	the	0
difference	difference	n1	difference	difference	0
of	of	pp-f	of	of	0
state	state	n1	state	state	0
betwene	betwene	p-acp	between	between	0
hir	hir	png31	his	he	0
maiestie	maiestie	n1	majesty	majesty	0
,	,	,	,	,	0
&	&	cc	&	and	0
your	your	po22	your	your	0
honor	honor	n1	honour	honour	0
made	made	vvd	made	make	0
me	me	pno11	me	i	0
of	of	pp-f	of	of	0
mere	mere	j	mere	mere	0
force	force	n1	force	force	0
to	to	pc-acp	to	to	0
begin	begin	vvi	begin	begin	0
with	with	p-acp	with	with	0
hir	hir	png31	his	he	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	p-acp	to	to	0
dis	dis	d	dis	this	0
∣	∣	sy	∣	∣	0
cend	cend	vvb	cend	cend	0
to	to	p-acp	to	to	0
you	you	pn22	you	you	0
:	:	:	:	:	0
so	so	av	so	so	0
the	the	dt	the	the	0
matter	matter	n1	matter	matter	0
of	of	pp-f	of	of	0
that	that	d	that	that	0
book	book	n1	book	book	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
I	I	pns11	I	i	0
presented	presented	vvd	presented	present	0
vnto	vnto	p-acp	unto	unto	0
hir	hir	png31	his	he	0
,	,	,	,	,	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
occasiō	occasiō	n1	occasion	occasion	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
I	I	pns11	I	i	0
offer	offer	vvb	offer	offer	0
vnto	vnto	p-acp	unto	unto	0
you	you	pn22	you	you	0
.	.	.	.	.	1
In	In	p-acp	In	in	0
that	that	d	that	that	0
book	book	n1	book	book	0
among	among	p-acp	among	among	0
other	other	j-jn	other	other	0
things	things	n2	things	thing	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
the	the	dt	the	the	0
discourse	discourse	n1	discourse	discourse	0
enforced	enforced	vvn	inforced	enforce	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
it	it	pn31	it	it	0
enfor	enfor	av	enfor	enfor	0
∣	∣	sy	∣	∣	0
ced	ced	vvd	ced	ce	0
manie	manie	d	many	many	0
,	,	,	,	,	0
(	(	(	(	(	0
bycause	bycause	c-acp	because	because	0
it	it	pn31	it	it	0
doth	doth	vdz	does	do	0
medle	medle	vvi	meddle	meddle	0
with	with	p-acp	with	with	0
all	all	d	all	all	0
the	the	dt	the	the	0
nedefull	nedefull	j	needful	needful	0
accidents	accidents	n2	accidents	accident	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
belong	belong	vvb	belong	belong	0
to	to	p-acp	to	to	0
teaching	teaching	vvg	teaching	teach	0
.	.	.	.	.	0
)	)	)	)	)	1
I	I	pns11	I	i	0
did	did	vdd	did	do	0
promis	promis	n1	promise	promise	0
an	an	dt	and	a	0
Elementarie	Elementarie	j	Elementary	elementary	0
,	,	,	,	,	0
that	that	cst	that	that	0
is	is	vbz	is	be	0
,	,	,	,	,	0
the	the	dt	the	the	0
hole	hole	n1	hold	hole	0
matter	matter	n1	matter	matter	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
childern	childern	n2	children	child	0
ar	ar	vbr	are	be	0
to	to	pc-acp	to	to	0
learn	learn	vvi	learn	learn	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
hole	hole	j-jn	hold	whole	0
maner	maner	n1	manner	manner	0
how	how	c-crq	how	how	0
masters	masters	n2	master's	master	0
ar	ar	vbr	are	be	0
to	to	pc-acp	to	to	0
teach	teach	vvi	teach	teach	0
them	them	pno32	them	they	0
,	,	,	,	,	0
from	from	p-acp	from	from	0
their	their	po32	their	their	0
first	first	ord	first	first	0
beginning	beginning	n-vvg	beginning	begin	0
to	to	pc-acp	to	to	0
go	go	vvi	go	go	0
to	to	p-acp	to	to	0
anie	anie	d	any	any	0
school	school	n1	school	school	0
,	,	,	,	,	0
vntill	vntill	c-acp	until	until	0
theie	theie	pns32	they	they	0
passe	passe	vvb	pass	pass	0
to	to	p-acp	to	to	0
grammer	grammer	n1	grammar	grammar	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
both	both	d	both	both	0
the	the	dt	the	the	0
best	best	js	best	best	0
if	if	cs	if	if	0
my	my	po11	my	my	0
o	o	fw-la	o	o	0
∣	∣	sy	∣	∣	0
pinion	pinion	n1	pinion	pinion	0
proue	proue	vvi	prove	prove	0
best	best	js	best	best	0
.	.	.	.	.	1
This	This	d	This	this	0
point	point	n1	point	point	0
is	is	vbz	is	be	0
of	of	pp-f	of	of	0
great	great	j	great	great	0
mo	mo	dc	more	more	0
∣	∣	sy	∣	∣	0
ment	ment	vvd	meant	mean	0
in	in	p-acp	in	in	0
my	my	po11	my	my	0
iudgement	iudgement	n1	judgement	judgement	0
,	,	,	,	,	0
both	both	av-d	both	both	0
for	for	p-acp	for	for	0
young	young	j	young	young	0
learners	learners	n2	learners	learner	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
entred	entred	vvn	entered	enter	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
best	best	js	best	best	0
,	,	,	,	,	0
and	and	cc	and	and	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
old	old	j	old	old	0
lear	lear	vvi	lear	lear	0
∣	∣	sy	∣	∣	0
ned	ned	zz	ned	ned	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
sound	sound	j	found	sound	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
first	first	ord	first	first	0
.	.	.	.	.	1
This	This	np1	This	This	0
Elementa	Elementa	fw-mi	Elementa	elementa	0
∣	∣	sy	∣	∣	0
rie	rie	n1	rye	rye	0
am	am	vbm	am	be	0
I	I	pns11	I	i	0
now	now	av	now	now	0
to	to	pc-acp	to	to	0
perform	perform	vvi	perform	perform	0
.	.	.	.	.	1
VVhose	VVhose	rg-crq	Whose	who	0
particular	particular	j	particular	particular	0
brā	brā	fw-la	brā	brā	0
∣	∣	sy	∣	∣	0
ches	ches	n1	ches	ches	0
being	being	vbg	being	be	0
manie	manie	d	many	many	0
in	in	p-acp	in	in	0
number	number	n1	number	number	0
,	,	,	,	,	0
&	&	cc	&	and	0
the	the	dt	the	the	0
book	book	n1	book	book	0
there	there	a-acp	there	there	0
∣	∣	sy	∣	∣	0
by	by	p-acp	by	by	0
growing	growing	vvg	growing	grow	0
to	to	p-acp	to	to	0
som	som	d	some	some	0
bulk	bulk	n1	bulk	bulk	0
,	,	,	,	,	0
I	I	pns11	I	i	0
thought	thought	vvd	thought	think	0
it	it	pn31	it	it	0
good	good	j	good	good	0
to	to	pc-acp	to	to	0
de	de	fw-la	de	de	0
uide	uide	fw-la	uide	uide	0
it	it	pn31	it	it	0
into	into	p-acp	into	into	0
parts	parts	n2	parts	part	0
,	,	,	,	,	0
vpō	vpō	p-acp	upon	upon	0
sundrie	sundrie	j	sundry	sundry	0
causes	causes	n2	causes	cause	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
chefe	chefe	j-jn	chief	chief	0
∣	∣	sy	∣	∣	0
lie	lie	vvb	lie	lie	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
printer	printer	n1	printer	printer	0
,	,	,	,	,	0
whose	whose	rg-crq	whose	who	0
sale	sale	n1	sale	sale	0
will	will	vmb	will	will	0
be	be	vbi	be	be	0
quik	quik	j	quik	quik	0
if	if	cs	if	if	0
the	the	dt	the	the	0
book	book	n1	book	book	0
be	be	vbb	be	be	0
not	not	xx	not	not	0
big	big	j	big	big	0
.	.	.	.	.	1
Of	Of	pp-f	Of	of	0
those	those	d	those	those	0
seuerall	seuerall	j	several	several	0
parts	parts	n2	parts	part	0
,	,	,	,	,	0
this	this	d	this	this	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
first	first	ord	first	first	0
,	,	,	,	,	0
wherein	wherein	c-crq	wherein	wherein	0
I	I	pns11	I	i	0
entreat	entreat	vvb	entreat	entreat	0
(	(	(	(	(	0
tho	tho	cs	though	though	0
that	that	d	that	that	0
be	be	vbb	be	be	0
but	but	p-acp	but	but	0
litle	litle	j	little	little	0
)	)	)	)	)	0
of	of	pp-f	of	of	0
certain	certain	j	certain	certain	0
generall	generall	n1	general	general	0
considerations	considerations	n2	considerations	consideration	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
con	con	fw-mi	con	con	0
∣	∣	sy	∣	∣	0
cern	cern	vvi	cern	cern	0
the	the	dt	the	the	0
hole	hole	n1	hold	hole	0
Elementarie	Elementarie	j	Elementary	elementary	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
I	I	pns11	I	i	0
handle	handle	vvb	handle	handle	0
speci	speci	fw-fr	speci	speci	0
∣	∣	sy	∣	∣	0
allie	allie	n1	ally	ally	0
in	in	p-acp	in	in	0
it	it	pn31	it	it	0
the	the	dt	the	the	0
right	right	j-jn	right	right	0
writing	writing	n1	writing	writing	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
English	English	jp	English	english	0
tung	tung	n1	tongue	tongue	0
,	,	,	,	,	0
a	a	dt	a	a	0
verie	verie	j	very	very	0
necessarie	necessarie	j	necessary	necessary	0
point	point	n1	point	point	0
,	,	,	,	,	0
and	and	cc	and	and	0
of	of	pp-f	of	of	0
force	force	n1	force	force	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
handled	handled	vvn	handled	handle	0
,	,	,	,	,	0
ear	ear	c-acp	ear	ere	0
the	the	dt	the	the	0
child	child	n1	child	child	0
be	be	vbb	be	be	0
taught	taught	vvn	taught	teach	0
to	to	pc-acp	to	to	0
read	read	vvi	read	read	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
reading	reading	vvg	reading	read	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
first	first	ord	first	first	0
principle	principle	n1	principle	principle	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
hole	hole	n1	hold	hole	0
Elemen	Elemen	n1	Element	element	0
∣	∣	sy	∣	∣	0
tarie	tarie	vvb	tarry	tarry	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
can	can	n1	can	can	0
reading	reading	vvg	reading	read	0
be	be	vbb	be	be	0
right	right	j-jn	right	right	0
before	before	p-acp	before	before	0
writing	writing	n1	writing	writing	0
be	be	vbb	be	be	0
righted	righted	vvn	righted	right	0
,	,	,	,	,	0
seing	seing	vvg	sing	sing	0
we	we	pns12	we	we	0
read	read	vvb	read	read	0
nothing	nothing	pix	nothing	nothing	0
else	else	av	else	else	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
what	what	r-crq	what	what	0
we	we	pns12	we	we	0
se	se	vvb	see	see	0
writen	writen	vvn	written	write	0
?	?	?	?	?	0
or	or	cc	or	or	0
can	can	vmb	can	can	0
writing	writing	n1	writing	writing	0
seme	seme	vvi	seem	seem	0
right	right	j-jn	right	right	0
,	,	,	,	,	0
being	being	vbg	being	be	0
cha	cha	pns11|vhb	cham	I|have	0
∣	∣	sy	∣	∣	0
lēged	lēged	vvn	lenged	lenge	0
for	for	p-acp	for	for	0
wrong	wrong	n-jn	wrong	wrong	0
,	,	,	,	,	0
before	before	c-acp	before	before	0
it	it	pn31	it	it	0
be	be	vbb	be	be	0
cleared	cleared	vvn	cleared	clear	0
?	?	?	?	?	1
I	I	pns11	I	i	0
account	account	vvb	account	account	0
the	the	dt	the	the	0
print	print	n1	print	print	0
as	as	p-acp	as	as	0
a	a	dt	a	a	0
statarie	statarie	j	statary	statary	0
writing	writing	n1	writing	writing	0
,	,	,	,	,	0
and	and	cc	and	and	0
therefor	therefor	av	therefore	therefore	0
inci	inci	fw-la	inci	inci	0
∣	∣	sy	∣	∣	0
dent	dent	n1	dent	dent	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
same	same	d	same	same	0
term	term	n1	term	term	0
.	.	.	.	.	1
I	I	pns11	I	i	0
haue	haue	vhb	have	have	0
trauelled	trauelled	vvn	traveled	travel	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
point	point	n1	point	point	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
English	English	jp	English	english	0
writing	writing	n1	writing	writing	0
,	,	,	,	,	0
somwhat	somwhat	av	somewhat	somewhat	0
more	more	n1	more	moor	0
thē	thē	pno32	them	they	0
ordinarie	ordinarie	j	ordinary	ordinary	0
.	.	.	.	.	1
VVherein	VVherein	c-crq	Wherein	wherein	0
what	what	q-crq	what	what	0
my	my	po11	my	my	0
iudgemēt	iudgemēt	n1	judgement	judgement	0
is	is	vbz	is	be	0
,	,	,	,	,	0
your	your	po22	your	your	0
honor	honor	n1	honour	honour	0
maie	maie	vmb	may	may	0
perceiue	perceiue	vvi	perceive	perceive	0
euen	euen	av-j	even	even	0
by	by	p-acp	by	by	0
this	this	d	this	this	0
my	my	po11	my	my	0
thus	thus	av	thus	thus	0
wri	wri	j	wri	wri	0
∣	∣	sy	∣	∣	0
ting	ting	zf	ting	thing	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
as	as	p-acp	as	as	0
the	the	dt	the	the	0
common	common	j	common	common	0
,	,	,	,	,	0
tho	tho	cs	though	though	0
more	more	av-dc	more	more	0
certain	certain	j	certain	certain	0
then	then	cs	then	than	0
the	the	dt	the	the	0
common	common	j	common	common	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
my	my	po11	my	my	0
precepts	precepts	n2	precepts	precept	0
will	will	vmb	will	will	0
shew	shew	vvi	show	show	0
:	:	:	:	:	0
by	by	p-acp	by	by	0
∣	∣	sy	∣	∣	0
cause	cause	n1	cause	cause	0
I	I	pns11	I	i	0
write	write	vvb	write	write	0
nothing	nothing	pix	nothing	nothing	0
without	without	p-acp	without	without	0
cause	cause	n1	cause	cause	0
why	why	c-crq	why	why	0
,	,	,	,	,	0
and	and	cc	and	and	0
most	most	av-ds	most	most	0
certain	certain	j	certain	certain	0
groūd	groūd	n1	ground	ground	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
I	I	pns11	I	i	0
haue	haue	vhb	have	have	0
soūded	soūded	vvn	sounded	sound	0
the	the	dt	the	the	0
thing	thing	n1	thing	thing	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
depth	depth	n1	depth	depth	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
tung	tung	n1	tongue	tongue	0
,	,	,	,	,	0
and	and	cc	and	and	0
planted	planted	vvn	planted	plant	0
my	my	po11	my	my	0
rules	rules	n2	rules	rule	0
vpon	vpon	p-acp	upon	upon	0
our	our	po12	our	our	0
ordinarie	ordinarie	j	ordinary	ordinary	0
custom	custom	n1	custom	custom	0
,	,	,	,	,	0
the	the	dt	the	the	0
more	more	av-dc	more	more	0
my	my	po11	my	my	0
frind	frind	n1	friend	friend	0
,	,	,	,	,	0
bycause	bycause	c-acp	because	because	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
followed	followed	vvn	followed	follow	0
,	,	,	,	,	0
nowhere	nowhere	av	nowhere	nowhere	0
my	my	po11	my	my	0
fo	fo	n1	foe	foe	0
,	,	,	,	,	0
bycause	bycause	c-acp	because	because	0
nowhere	nowhere	av	nowhere	nowhere	0
forced	forced	vvn	forced	force	0
.	.	.	.	.	1
VVhereby	VVhereby	c-crq	Whereby	whereby	0
I	I	pns11	I	i	0
do	do	vdb	do	do	0
perceiue	perceiue	vvi	perceive	perceive	0
,	,	,	,	,	0
why	why	c-crq	why	why	0
we	we	pns12	we	we	0
ought	ought	vmd	ought	ought	0
to	to	pc-acp	to	to	0
write	write	vvi	write	write	0
thus	thus	av	thus	thus	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
the	the	dt	the	the	0
common	common	j	common	common	0
currant	currant	n1	currant	currant	0
is	is	vbz	is	be	0
,	,	,	,	,	0
without	without	p-acp	without	without	0
the	the	dt	the	the	0
alteration	alteration	n1	alteration	alteration	0
of	of	pp-f	of	of	0
either	either	d	either	either	0
custom	custom	n1	custom	custom	0
,	,	,	,	,	0
or	or	cc	or	or	0
charact	charact	n1	charact	charact	0
,	,	,	,	,	0
tho	tho	cs	though	though	0
with	with	p-acp	with	with	0
som	som	d	some	some	0
correction	correction	n1	correction	correction	0
of	of	pp-f	of	of	0
certain	certain	j	certain	certain	0
wāts	wāts	n2	wants	want	0
,	,	,	,	,	0
and	and	cc	and	and	0
generall	generall	j	general	general	0
direction	direction	n1	direction	direction	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
hole	hole	n1	hold	hole	0
pen	pen	n1	pen	pen	0
.	.	.	.	.	1
I	I	sy	I	i	0
be	be	vbb	be	be	0
∣	∣	sy	∣	∣	0
gin	gin	vvb	gin	gin	0
to	to	pc-acp	to	to	0
teach	teach	vvi	teach	teach	0
this	this	d	this	this	0
low	low	j	low	low	0
,	,	,	,	,	0
bycause	bycause	c-acp	because	because	0
I	I	pns11	I	i	0
wold	wold	vmd	would	will	0
not	not	xx	not	not	0
leap	leap	vvi	leap	leap	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
rise	rise	vvb	rise	rise	0
by	by	p-acp	by	by	0
degrées	degrées	n2	degrees	degree	0
entending	entending	vvg	intending	intend	0
to	to	pc-acp	to	to	0
mount	mount	vvi	mount	mount	0
higher	higher	jc	higher	high	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
my	my	po11	my	my	0
argument	argument	n1	argument	argument	0
growes	growes	vvz	grows	grow	0
higher	higher	jc	higher	high	0
.	.	.	.	.	1
Now	Now	av	Now	now	0
this	this	d	this	this	0
book	book	n1	book	book	0
being	being	vbg	being	be	0
parcell	parcell	n1	parcel	parcel	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Elementarie	Elementarie	j	Elementary	elementary	0
,	,	,	,	,	0
seuered	seuered	vvn	severed	sever	0
vpon	vpon	p-acp	upon	upon	0
this	this	d	this	this	0
cause	cause	n1	cause	cause	0
,	,	,	,	,	0
presenteth	presenteth	vvz	presents	present	0
it	it	pn31	it	it	0
self	self	n1	self	self	0
first	first	ord	first	first	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
a	a	dt	a	a	0
leader	leader	n1	leader	leader	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
residew	residew	n1	residue	residue	0
,	,	,	,	,	0
vnto	vnto	p-acp	unto	unto	0
your	your	po22	your	your	0
honor	honor	n1	honour	honour	0
,	,	,	,	,	0
making	making	vvg	making	make	0
publik	publik	j	public	public	0
shew	shew	n1	show	show	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
priuat	priuat	j	private	private	0
dewtie	dewtie	n1	duty	duty	0
,	,	,	,	,	0
and	and	cc	and	and	0
pretending	pretending	vvg	pretending	pretend	0
an	an	dt	and	a	0
argu	argu	n1	argu	argu	0
∣	∣	sy	∣	∣	0
ment	ment	fw-la	ment	ment	0
verie	verie	j	very	very	0
pertinent	pertinent	j	pertinent	pertinent	0
to	to	p-acp	to	to	0
my	my	po11	my	my	0
profession	profession	n1	profession	profession	0
,	,	,	,	,	0
tho	tho	cs	though	though	0
se	se	zz	se	se	0
∣	∣	sy	∣	∣	0
ming	ming	j	ming	ming	0
not	not	xx	not	not	0
so	so	av	so	so	0
proper	proper	j	proper	proper	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
estate	estate	n1	estate	estate	0
.	.	.	.	.	1
And	And	cc	And	and	0
yet	yet	av	yet	yet	0
I	I	pns11	I	i	0
take	take	vvb	take	take	0
it	it	pn31	it	it	0
not	not	xx	not	not	0
alltogither	alltogither	av	alltogither	alltogither	0
vnproper	vnproper	j	unproper	unprope	0
,	,	,	,	,	0
considering	considering	vvg	considering	consider	0
your	your	po22	your	your	0
honor	honor	n1	honour	honour	0
both	both	av-d	both	both	0
handle	handle	vvi	handle	handle	0
the	the	dt	the	the	0
pen	pen	n1	pen	pen	0
your	your	po22	your	your	0
self	self	n1	self	self	0
ex	ex	fw-la	ex	ex	0
∣	∣	sy	∣	∣	0
cedinglie	cedinglie	av-vvg	cedinglie	cedinglie	0
well	well	av	well	well	0
,	,	,	,	,	0
and	and	cc	and	and	0
far	far	av-j	far	far	0
aboue	aboue	p-acp	above	above	0
the	the	dt	the	the	0
common	common	j	common	common	0
of	of	pp-f	of	of	0
most	most	ds	most	most	0
nobilitie	nobilitie	n1	nobility	nobility	0
not	not	xx	not	not	0
onelie	onelie	av-j	only	only	0
with	with	p-acp	with	with	0
vs	vs	pno12	us	we	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
also	also	av	also	also	0
els	els	av	else	else	0
∣	∣	sy	∣	∣	0
where	where	q-crq	where	where	0
,	,	,	,	,	0
and	and	cc	and	and	0
besides	besides	p-acp	beside	beside	0
that	that	cst	that	that	0
you	you	pn22	you	you	0
can	can	vmb	can	can	0
iudge	iudge	vvi	judge	judge	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
ve	ve	zz	ve	ve	0
∣	∣	sy	∣	∣	0
rie	rie	n1	rye	rye	0
best	best	av-js	best	best	0
penning	penning	vvg	penning	pen	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
as	as	p-acp	as	as	0
great	great	j	great	great	0
skill	skill	n1	skill	skill	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
your	your	po22	your	your	0
self	self	n1	self	self	0
can	can	vmb	can	can	0
vse	vse	vvi	use	use	0
the	the	dt	the	the	0
pen	pen	n1	pen	pen	0
excedinglie	excedinglie	av-vvg	exceedingly	exceed	0
well	well	av	well	well	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
two	two	crd	two	two	0
sin	sin	p-acp	sin	sin	0
∣	∣	sy	∣	∣	0
gular	gular	j	gular	gular	0
properties	properties	n2	properties	property	0
do	do	vdb	do	do	0
argew	argew	n1	argew	argew	0
in	in	p-acp	in	in	0
mine	mine	po11	mine	my	0
opinion	opinion	n1	opinion	opinion	0
no	no	dx	no	no	0
great	great	j	great	great	0
improprietie	improprietie	n1	impropriety	impropriety	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
offring	offring	vvg	offering	offer	0
such	such	d	such	such	0
a	a	dt	a	a	0
present	present	j	present	present	0
to	to	p-acp	to	to	0
such	such	d	such	such	0
a	a	dt	a	a	0
personage	personage	n1	personage	personage	0
,	,	,	,	,	0
so	so	av	so	so	0
rarelie	rarelie	av-j	rarely	rare	0
qualifyed	qualifyed	vvn	qualified	qualify	0
,	,	,	,	,	0
tho	tho	cs	though	though	0
of	of	pp-f	of	of	0
meruellous	meruellous	j	marvelous	marvelous	0
height	height	n1	height	height	0
aboue	aboue	a-acp	above	above	0
,	,	,	,	,	0
either	either	d	either	either	0
the	the	dt	the	the	0
