TWo	TWo	crd	TWo	two	0
and	and	cc	and	and	0
not	not	xx	not	not	0
to	to	pc-acp	to	to	0
offend	offend	vvi	offend	offend	0
or	or	cc	or	or	0
defame	defame	vvi	defame	defame	0
Accu	Accu	np1	Accu	Accu	0
∣	∣	sy	∣	∣	0
sers	sers	n1	sers	sers	0
,	,	,	,	,	0
(	(	(	(	(	0
which	which	r-crq	which	which	0
charitable	charitable	j	charitable	charitable	0
exposition	exposition	n1	exposition	exposition	0
,	,	,	,	,	0
I	I	pns11	I	i	0
desire	desire	vvb	desire	desire	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
Protestant	Protestant	n1	Protestant	protestant	0
Rea	Rea	fw-la	Rea	rea	0
∣	∣	sy	∣	∣	0
ders	ders	n2-jn	dears	dear	0
:	:	:	:	:	0
)	)	)	)	)	0
So	So	av	So	so	0
,	,	,	,	,	0
if	if	cs	if	if	0
I	I	pns11	I	i	0
had	had	vhd	had	have	0
trauelled	trauelled	vvn	traveled	travel	0
no	no	dx	no	no	0
farther	farther	av-jc	farther	far	0
into	into	p-acp	into	into	0
that	that	d	that	that	0
doctrine	doctrine	n1	doctrine	doctrine	0
,	,	,	,	,	0
then	then	av	then	then	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
last	last	ord	last	last	0
printed	printed	vvn	printed	print	0
booke	booke	n1	book	book	0
by	by	p-acp	by	by	0
your	your	po22	your	your	0
Maiesties	Maiesties	ng1	Majesties	majesty	0
Printer	Printer	np1	Printer	Printer	0
,	,	,	,	,	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
late	late	j	late	late	0
inten	inten	j	inten	inten	0
∣	∣	sy	∣	∣	0
ded	ded	j	dead	dead	0
conspiracy	conspiracy	n1	conspiracy	conspiracy	0
,	,	,	,	,	0
I	I	pns11	I	i	0
might	might	vmd	might	may	0
as	as	c-acp	as	as	0
easily	easily	av-j	easily	easy	0
performe	performe	vvi	perform	perform	0
it	it	pn31	it	it	0
:	:	:	:	:	0
for	for	c-acp	for	for	0
that	that	cst	that	that	0
Protestant	Protestant	n1	Protestant	protestant	0
author	author	n1	author	author	0
giueth	giueth	vvz	gives	give	0
it	it	pn31	it	it	0
out	out	av	out	out	0
as	as	p-acp	as	as	0
a	a	dt	a	a	0
general	general	j	general	general	0
Rule	Rule	n1	Rule	rule	0
&	&	cc	&	and	0
vndoubted	vndoubted	j	undoubted	undoubted	0
Maxime	Maxime	n1	Maxim	maxim	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
all	all	d	all	all	0
professors	professors	n2	professors	professor	0
of	of	pp-f	of	of	0
worship	worship	n1	worship	worship	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
take	take	vvi	take	take	0
armes	armes	n2	arms	arm	0
,	,	,	,	,	0
if	if	cs	if	if	0
their	their	po32	their	their	0
religion	religion	n1	religion	religion	0
be	be	vbb	be	be	0
in	in	p-acp	in	in	0
hazard	hazard	n1	hazard	hazard	0
:	:	:	:	:	0
and	and	cc	and	and	0
that	that	cst	that	that	0
no	no	dx	no	no	0
priuate	priuate	j-jn	private	private	0
man	man	n1	man	man	0
could	could	vmd	could	can	0
thinke	thinke	vvi	think	think	0
his	his	po31	his	his	0
life	life	n1	life	life	0
more	more	av-dc	more	more	0
happily	happily	av-j	happily	happy	0
be	be	vbi	be	be	0
∣	∣	sy	∣	∣	0
stowed	stowed	vvn	stowed	stow	0
,	,	,	,	,	0
than	than	cs	than	than	0
to	to	pc-acp	to	to	0
fight	fight	vvi	fight	fight	0
pro	pro	fw-la	pro	pro	0
Aris	Aris	np1	Aris	Aris	0
:	:	:	:	:	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
greater	greater	jc	greater	great	0
liberty	liberty	n1	liberty	liberty	0
,	,	,	,	,	0
than	than	cs	than	than	0
any	any	d	any	any	0
opinion	opinion	n1	opinion	opinion	0
which	which	r-crq	which	which	0
our	our	po12	our	our	0
aduersarie	aduersarie	n1	adversary	adversary	0
can	can	vmb	can	can	0
finde	finde	vvi	find	find	0
among	among	p-acp	among	among	0
Catholike	Catholike	jp	Catholic	catholic	0
Wri	Wri	fw-la	Wri	wri	0
∣	∣	sy	∣	∣	0
ters	ters	fw-mi	ters	ters	0
,	,	,	,	,	0
so	so	av	so	so	0
by	by	p-acp	by	by	0
him	him	pno31	him	he	0
attached	attached	vvn	attached	attach	0
of	of	pp-f	of	of	0
treason	treason	n1	treason	treason	0
and	and	cc	and	and	0
rebellion	rebellion	n1	rebellion	rebellion	0
.	.	.	.	.	1
But	But	p-acp	But	but	0
he	he	pns31	he	he	0
shall	shall	vmb	shall	shall	0
re	re	zz	re	re	0
∣	∣	sy	∣	∣	0
ceiue	ceiue	vvi	ceiue	ceiue	0
a	a	dt	a	a	0
more	more	av-dc	more	more	0
plaine	plaine	j	plain	plain	0
and	and	cc	and	and	0
plentifull	plentifull	j	plentiful	plentiful	0
recitall	recitall	n1	recital	recital	0
,	,	,	,	,	0
both	both	d	both	both	0
of	of	pp-f	of	of	0
publike	publike	j	public	public	0
po	po	n1	po	po	0
∣	∣	sy	∣	∣	0
sitions	sitions	n2	sitions	sition	0
and	and	cc	and	and	0
practises	practises	n2	practises	practise	0
,	,	,	,	,	0
from	from	p-acp	from	from	0
all	all	d	all	all	0
his	his	po31	his	his	0
neighbouring	neighbouring	j-vvg	neighbouring	neighbour	0
Allies	Allies	n2	Allies	ally	0
in	in	p-acp	in	in	0
religion	religion	n1	religion	religion	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
proue	proue	vvi	prove	prove	0
his	his	po31	his	his	0
owne	owne	d	own	own	0
profession	profession	n1	profession	profession	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
both	both	d	both	both	0
Seminary	Seminary	n1	Seminary	seminary	0
and	and	cc	and	and	0
Granary	Granary	n1	Granary	granary	0
of	of	pp-f	of	of	0
such	such	d	such	such	0
prouision	prouision	n1	provision	provision	0
.	.	.	.	.	1
Which	Which	r-crq	Which	which	0
I	I	pns11	I	i	0
am	am	vbm	am	be	0
more	more	av-dc	more	more	0
inforced	inforced	vvn	enforced	enforce	0
vnto	vnto	p-acp	unto	unto	0
,	,	,	,	,	0
because	because	c-acp	because	because	0
this	this	d	this	this	0
discouerer	discouerer	n1	discoverer	discoverer	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
so	so	av	so	so	0
many	many	d	many	many	0
,	,	,	,	,	0
not	not	xx	not	not	0
vsuall	vsuall	j	usual	usual	0
Catholike	Catholike	jp	Catholic	catholic	0
Authors	Authors	n2	Authors	author	0
,	,	,	,	,	0
alleaged	alleaged	vvn	alleged	allege	0
in	in	p-acp	in	in	0
his	his	po31	his	his	0
booke	booke	n1	book	book	0
,	,	,	,	,	0
disclo	disclo	fw-la	disclo	disclo	0
∣	∣	sy	∣	∣	0
seth	seth	vvz	seth	se	0
his	his	po31	his	his	0
inueterate	inueterate	j	inveterate	inveterate	0
malice	malice	n1	malice	malice	0
against	against	p-acp	against	against	0
vs	vs	pno12	us	we	0
,	,	,	,	,	0
that	that	cst	that	that	0
he	he	pns31	he	he	0
was	was	vbds	was	be	0
now	now	av	now	now	0
in	in	p-acp	in	in	0
his	his	po31	his	his	0
desired	desired	j-vvn	desired	desire	0
oppotunitie	oppotunitie	n1	oppotunitie	oppotunitie	0
,	,	,	,	,	0
deliuered	deliuered	vvn	delivered	deliver	0
with	with	p-acp	with	with	0
ioy	ioy	n1	joy	joy	0
of	of	pp-f	of	of	0
that	that	d	that	that	0
,	,	,	,	,	0
wherewith	wherewith	c-crq	wherewith	wherewith	0
hee	hee	pns31	he	he	0
had	had	vhd	had	have	0
tra	tra	fw-la	tra	tra	0
∣	∣	sy	∣	∣	0
uailed	uailed	j-vvn	veiled	veil	0
so	so	av	so	so	0
long	long	av-j	long	long	0
in	in	p-acp	in	in	0
paine	paine	n1	pain	pain	0
:	:	:	:	:	0
or	or	cc	or	or	0
to	to	pc-acp	to	to	0
renew	renew	vvi	renew	renew	0
in	in	p-acp	in	in	0
subtile	subtile	j	subtle	subtle	0
mnner	mnner	n1	mnner	mnner	0
,	,	,	,	,	0
his	his	po31	his	his	0
old	old	j	old	old	0
good	good	j	good	good	0
affection	affection	n1	affection	affection	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
Maiestie	Maiestie	n1	Majesty	majesty	0
,	,	,	,	,	0
doth	doth	vdz	does	do	0
marshall	marshall	vvi	marshal	marshal	0
you	you	pn22	you	you	0
euen	euen	av	even	even	0
now	now	av	now	now	0
,	,	,	,	,	0
(	(	(	(	(	0
other	other	j-jn	other	other	0
∣	∣	sy	∣	∣	0
wise	wise	n1	wise	wise	0
all	all	d	all	all	0
his	his	po31	his	his	0
resons	resons	n2	reasons	reason	0
be	be	vbb	be	be	0
too	too	av	too	too	0
childish	childish	j	childish	childish	0
)	)	)	)	)	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
number	number	n1	number	number	0
of	of	pp-f	of	of	0
cuell	cuell	n1	cuell	cuell	0
Ty	Ty	vvb	Ty	tie	0
∣	∣	sy	∣	∣	0
rants	rants	vvz	rants	rant	0
,	,	,	,	,	0
Excommunicates	Excommunicates	n2	Excommunicates	excommunicate	0
,	,	,	,	,	0
Apostates	Apostates	n2	Apostates	apostate	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
infamous	infamous	j	infamous	infamous	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
ages	ages	n2	ages	age	0
,	,	,	,	,	0
not	not	xx	not	not	0
only	only	av-j	only	only	0
Princes	Princes	n2	Princes	prince	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
base	base	j	base	base	0
persons	persons	n2	persons	person	0
.	.	.	.	.	1
So	So	av	So	so	0
that	that	cst	that	that	0
eyther	eyther	d	either	either	0
for	for	p-acp	for	for	0
disloyalty	disloyalty	n1	disloyalty	disloyalty	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
Highnesse	Highnesse	n1	Highness	highness	0
,	,	,	,	,	0
or	or	cc	or	or	0
inured	inured	vvn	inured	inure	0
inflamed	inflamed	j-vvn	inflamed	inflame	0
hatred	hatred	n1	hatred	hatred	0
vnto	vnto	p-acp	unto	unto	0
vs	vs	pno12	us	we	0
,	,	,	,	,	0
or	or	cc	or	or	0
both	both	d	both	both	0
,	,	,	,	,	0
hee	hee	pns31	he	he	0
can	can	vmb	can	can	0
sinde	sinde	vvd	sinde	find	0
no	no	dx	no	no	0
centr	centr	n1	centr	centr	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
slaunders	slaunders	n2	slanders	slander	0
,	,	,	,	,	0
except	except	c-acp	except	except	0
your	your	po22	your	your	0
Maiestie	Maiestie	n1	Majesty	majesty	0
bee	bee	vbi	be	be	0
mde	mde	vvn	mde	mde	0
the	the	dt	the	the	0
man	man	n1	man	man	0
and	and	cc	and	and	0
marke	marke	n1	mark	mark	0
,	,	,	,	,	0
where	where	c-crq	where	where	0
at	at	p-acp	at	at	0
the	the	dt	the	the	0
penll	penll	j	penll	penll	0
canons	canons	n2	canons	canon	0
and	and	cc	and	and	0
consti	consti	fw-la	consti	consti	0
∣	∣	sy	∣	∣	0
tutions	tutions	n2	tutions	tution	0
of	of	pp-f	of	of	0
holy	holy	j	holy	holy	0
Church	Church	n1	Church	church	0
,	,	,	,	,	0
did	did	vdd	did	do	0
point	point	vvi	point	point	0
and	and	cc	and	and	0
leuell	leuell	vvi	level	level	0
hundreds	hundreds	crd	hundreds	hundred	0
of	of	pp-f	of	of	0
yeares	yeares	n2	years	year	0
,	,	,	,	,	0
befre	befre	vvb	befre	befre	0
you	you	pn22	you	you	0
were	were	vbdr	were	be	0
borne	borne	vvn	born	bear	0
,	,	,	,	,	0
r	r	zz	r	r	0
his	his	po31	his	his	0
religon	religon	n1	religion	religion	0
receiued	receiued	vvd	received	receive	0
life	life	n1	life	life	0
.	.	.	.	.	1
This	This	d	This	this	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
miserable	miserable	j	miserable	miserable	0
&	&	cc	&	and	0
distressed	distressed	j-vvn	distressed	distress	0
state	state	n1	state	state	0
,	,	,	,	,	0
of	of	pp-f	of	of	0
many	many	d	many	many	0
thousands	thousands	crd	thousands	thousand	0
your	your	po22	your	your	0
most	most	av-ds	most	most	0
loyall	loyall	j	loyal	loyal	0
and	and	cc	and	and	0
louing	louing	vvg	loving	love	0
subiects	subiects	n2-jn	subjects	subject	0
,	,	,	,	,	0
(	(	(	(	(	0
dread	dread	j	dread	dread	0
Liege	Liege	n1	Liege	liege	0
)	)	)	)	)	0
for	for	p-acp	for	for	0
their	their	po32	their	their	0
faithfull	faithfull	j	faithful	faithful	0
dutie	dutie	n1	duty	duty	0
to	to	p-acp	to	to	0
God	God	np1	God	God	0
,	,	,	,	,	0
and	and	cc	and	and	0
a	a	dt	a	a	0
religion	religion	n1	religion	religion	0
taught	taught	vvn	taught	teach	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
kingdome	kingdome	n1	kingdom	kingdom	0
,	,	,	,	,	0
and	and	cc	and	and	0
imbra	imbra	fw-la	imbra	imbra	0
∣	∣	sy	∣	∣	0
ced	ced	vvn	ced	ce	0
by	by	p-acp	by	by	0
all	all	d	all	all	0
your	your	po22	your	your	0
progenitors	progenitors	n2	progenitors	progenitor	0
,	,	,	,	,	0
and	and	cc	and	and	0
our	our	po12	our	our	0
ancestors	ancestors	n2	ancestors	ancestor	0
,	,	,	,	,	0
so	so	av	so	so	0
many	many	d	many	many	0
hundred	hundred	crd	hundred	hundred	0
yeares	yeares	n2	years	year	0
,	,	,	,	,	0
from	from	p-acp	from	from	0
their	their	po32	their	their	0
first	first	ord	first	first	0
conuersion	conuersion	n1	conversion	conversion	0
:	:	:	:	:	0
that	that	cst	that	that	0
euery	euery	d	every	every	0
aduersary	aduersary	n1	adversary	adversary	0
may	may	vmb	may	may	0
preach	preach	vvi	preach	preach	0
,	,	,	,	,	0
and	and	cc	and	and	0
print	print	vvi	print	print	0
against	against	p-acp	against	against	0
vs	vs	pno12	us	we	0
,	,	,	,	,	0
and	and	cc	and	and	0
make	make	vvi	make	make	0
their	their	po32	their	their	0
challenges	challenges	n2	challenges	challenge	0
;	;	;	;	;	0
as	as	c-acp	as	as	0
though	though	cs	though	though	0
eyther	eyther	d	either	either	0
for	for	c-acp	for	for	0
ignorance	ignorance	n1	ignorance	ignorance	0
we	we	pns12	we	we	0
could	could	vmd	could	can	0
not	not	xx	not	not	0
,	,	,	,	,	0
or	or	cc	or	or	0
for	for	p-acp	for	for	0
distrust	distrust	n1	distrust	distrust	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
cause	cause	n1	cause	cause	0
,	,	,	,	,	0
we	we	pns12	we	we	0
were	were	vbdr	were	be	0
vnwilling	vnwilling	j	unwilling	unwilling	0
to	to	pc-acp	to	to	0
make	make	vvi	make	make	0
them	them	pno32	them	they	0
answer	answer	vvi	answer	answer	0
,	,	,	,	,	0
or	or	cc	or	or	0
come	come	vvb	come	come	0
to	to	p-acp	to	to	0
triall	triall	n1	trial	trial	0
:	:	:	:	:	0
when	when	c-crq	when	when	0
quite	quite	av	quite	quite	0
contrary	contrary	j-jn	contrary	contrary	0
,	,	,	,	,	0
wee	wee	pns12	we	we	0
haue	haue	vhb	have	have	0
,	,	,	,	,	0
often	often	av	often	often	0
,	,	,	,	,	0
earnestly	earnestly	av-j	earnestly	earnest	0
,	,	,	,	,	0
and	and	cc	and	and	0
by	by	p-acp	by	by	0
all	all	d	all	all	0
meanes	meanes	n2	means	mean	0
wee	wee	pns12	we	we	0
could	could	vmd	could	can	0
,	,	,	,	,	0
desired	desired	vvd	desired	desire	0
to	to	pc-acp	to	to	0
haue	haue	vhi	have	have	0
it	it	pn31	it	it	0
graunted	graunted	vvn	granted	grant	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
equall	equall	j-jn	equal	equal	0
conditions	conditions	n2	conditions	condition	0
,	,	,	,	,	0
a	a	dt	a	a	0
∣	∣	sy	∣	∣	0
gainst	gainst	p-acp	gainst	against	0
the	the	dt	the	the	0
most	most	av-ds	most	most	0
selected	selected	vvn	selected	select	0
and	and	cc	and	and	0
best	best	js	best	best	0
learned	learned	j	learned	learned	0
Doctors	Doctors	n2	Doctors	doctor	0
of	of	pp-f	of	of	0
that	that	d	that	that	0
reli	reli	fw-la	reli	reli	0
∣	∣	sy	∣	∣	0
gion	gion	n1	gion	gion	0
.	.	.	.	.	1
And	And	cc	And	and	0
at	at	p-acp	at	at	0
this	this	d	this	this	0
present	present	j	present	present	0
,	,	,	,	,	0
when	when	c-crq	when	when	0
your	your	po22	your	your	0
cheefest	cheefest	js-jn	chiefest	chief	0
Protestant	Protestant	n1	Protestant	protestant	0
Cleargie	Cleargie	n1	Clergy	clergy	0
,	,	,	,	,	0
(	(	(	(	(	0
Bishops	Bishops	n2	Bishops	bishop	0
,	,	,	,	,	0
and	and	cc	and	and	0
others	others	n2-jn	others	other	0
)	)	)	)	)	0
is	is	vbz	is	be	0
assembled	assembled	vvn	assembled	assemble	0
,	,	,	,	,	0
wee	wee	pns12	we	we	0
most	most	av-ds	most	most	0
humbly	humbly	av-j	humbly	humble	0
intreat	intreat	vvi	entreat	entreat	0
,	,	,	,	,	0
this	this	d	this	this	0
so	so	av	so	so	0
reasonable	reasonable	j	reasonable	reasonable	0
a	a	dt	a	a	0
Placet	Placet	fw-la	Placet	placet	0
;	;	;	;	;	0
that	that	d	that	that	0
although	although	cs	although	although	0
they	they	pns32	they	they	0
will	will	vmb	will	will	0
not	not	xx	not	not	0
(	(	(	(	(	0
as	as	c-acp	as	as	0
we	we	pns12	we	we	0
feare	feare	vvb	fear	fear	0
)	)	)	)	)	0
ea	ea	fw-la	ea	ea	0
∣	∣	sy	∣	∣	0
sily	sily	av-j	sily	sy	0
consent	consent	n1	consent	consent	0
to	to	p-acp	to	to	0
an	an	dt	and	a	0
indifferent	indifferent	j	indifferent	indifferent	0
choyce	choyce	n1	choice	choice	0
,	,	,	,	,	0
opposition	opposition	n1	opposition	opposition	0
,	,	,	,	,	0
and	and	cc	and	and	0
defence	defence	n1	defence	defence	0
in	in	p-acp	in	in	0
questions	questions	n2	questions	question	0
;	;	;	;	;	0
yet	yet	av	yet	yet	0
,	,	,	,	,	0
at	at	p-acp	at	at	0
the	the	dt	the	the	0
least	least	ds	least	least	0
,	,	,	,	,	0
(	(	(	(	(	0
to	to	pc-acp	to	to	0
auoide	auoide	vvi	avoid	avoid	0
the	the	dt	the	the	0
wonder	wonder	n1	wonder	wonder	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
world	world	n1	world	world	0
)	)	)	)	)	0
they	they	pns32	they	they	0
will	will	vmb	will	will	0
be	be	vbi	be	be	0
content	content	j	content	content	0
,	,	,	,	,	0
that	that	cst	that	that	0
we	we	pns12	we	we	0
may	may	vmb	may	may	0
haue	haue	vhi	have	have	0
publike	publike	j	public	public	0
audience	audience	n1	audience	audience	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
those	those	d	those	those	0
articles	articles	n2	articles	article	0
,	,	,	,	,	0
opinions	opinions	n2	opinions	opinion	0
▪	▪	▪	▪	▪	0
and	and	cc	and	and	0
practise	practise	vvi	practise	practise	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
which	which	r-crq	which	which	0
we	we	pns12	we	we	0
are	are	vbr	are	be	0
so	so	av	so	so	0
much	much	av-d	much	much	0
condem	condem	vvi	condemn	condemn	0
∣	∣	sy	∣	∣	0
ned	ned	zz	ned	ned	0
,	,	,	,	,	0
and	and	cc	and	and	0
persecuted	persecuted	vvn	persecuted	persecute	0
.	.	.	.	.	1
If	If	cs	If	if	0
wee	wee	pns12	we	we	0
shall	shall	vmb	shall	shall	0
not	not	xx	not	not	0
be	be	vbi	be	be	0
able	able	j	able	able	0
to	to	pc-acp	to	to	0
defend	defend	vvi	defend	defend	0
or	or	cc	or	or	0
proue	proue	vvi	prove	prove	0
,	,	,	,	,	0
any	any	d	any	any	0
position	position	n1	position	position	0
generally	generally	av-j	generally	general	0
maintained	maintained	vvn	maintained	maintain	0
in	in	p-acp	in	in	0
our	our	po12	our	our	0
doctrine	doctrine	n1	doctrine	doctrine	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
confor	confor	j	confor	confor	0
∣	∣	sy	∣	∣	0
mable	mable	np1	mable	Mable	0
to	to	p-acp	to	to	0
those	those	d	those	those	0
rules	rules	n2	rules	rule	0
in	in	p-acp	in	in	0
diuinity	diuinity	n1	divinity	divinity	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
your	your	po22	your	your	0
Maiesty	Maiesty	n1	Majesty	majesty	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
pro	pro	fw-la	pro	pro	0
∣	∣	sy	∣	∣	0
testant	testant	n1	testant	testant	0
lawes	lawes	n2	laws	law	0
of	of	pp-f	of	of	0
England	England	np1	England	England	0
(	(	(	(	(	0
we	we	pns12	we	we	0
can	can	vmb	can	can	0
offer	offer	vvi	offer	offer	0
no	no	av-dx	no	no	0
more	more	av-dc	more	more	0
)	)	)	)	)	0
haue	haue	vhb	have	have	0
confirmed	confirmed	vvn	confirmed	confirm	0
for	for	p-acp	for	for	0
holy	holy	j	holy	holy	0
,	,	,	,	,	0
the	the	dt	the	the	0
canonicall	canonicall	j	canonical	canonical	0
Scriptures	Scriptures	n2	Scriptures	scripture	0
,	,	,	,	,	0
the	the	dt	the	the	0
first	first	ord	first	first	0
generall	generall	n1	general	general	0
Councells	Councells	n2	Counsels	counsel	0
,	,	,	,	,	0
the	the	dt	the	the	0
daies	daies	n2	days	day	0
of	of	pp-f	of	of	0
Constantine	Constantine	np1	Constantine	Constantine	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
Primatiue	Primatiue	j	Primitive	primitive	0
Church	Church	n1	Church	church	0
;	;	;	;	;	0
let	let	vvb	let	let	0
the	the	dt	the	the	0
penalties	penalties	n2	penalties	penalty	0
be	be	vbb	be	be	0
imposed	imposed	vvn	imposed	impose	0
and	and	cc	and	and	0
executed	executed	vvn	executed	execute	0
against	against	p-acp	against	against	0
vs.	vs.	pno12	us	we	0
If	If	cs	If	if	0
we	we	pns12	we	we	0
performe	performe	vvb	perform	perform	0
it	it	pn31	it	it	0
,	,	,	,	,	0
or	or	cc	or	or	0
this	this	d	this	this	0
pe	pe	wd	pe	pe	0
∣	∣	sy	∣	∣	0
tition	tition	n1	tition	tition	0
may	may	vmb	may	may	0
not	not	xx	not	not	0
be	be	vbi	be	be	0
admitted	admitted	vvn	admitted	admit	0
,	,	,	,	,	0
we	we	pns12	we	we	0
trust	trust	vvb	trust	trust	0
,	,	,	,	,	0
that	that	cst	that	that	0
both	both	d	both	both	0
our	our	po12	our	our	0
office	office	n1	office	office	0
to	to	p-acp	to	to	0
God	God	np1	God	God	0
,	,	,	,	,	0
and	and	cc	and	and	0
duty	duty	n1	duty	duty	0
to	to	p-acp	to	to	0
Prince	Prince	n1	Prince	prince	0
,	,	,	,	,	0
is	is	vbz	is	be	0
discharged	discharged	vvn	discharged	discharge	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
point	point	n1	point	point	0
.	.	.	.	.	1
Your	Your	po22	Your	your	0
royall	royall	j	royal	royal	0
Person	Person	n1	Person	person	0
,	,	,	,	,	0
and	and	cc	and	and	0
that	that	cst	that	that	0
honorable	honorable	j	honourable	honourable	0
consistory	consistory	n1	consistory	consistory	0
now	now	av	now	now	0
assem	assem	fw-la	assem	assem	0
∣	∣	sy	∣	∣	0
bled	bled	vvd	bled	bleed	0
,	,	,	,	,	0
or	or	cc	or	or	0
holdn	holdn	av	holdn	holdn	0
in	in	p-acp	in	in	0
your	your	po22	your	your	0
doctrine	doctrine	n1	doctrine	doctrine	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
the	the	dt	the	the	0
supreame	supreame	j	supreme	supreme	0
sentencer	sentencer	n1	sentencer	sentencer	0
,	,	,	,	,	0
e	e	sy	e	e	0
∣	∣	sy	∣	∣	0
uen	uen	n1	uen	uen	0
in	in	p-acp	in	in	0
spirituall	spirituall	j	spiritual	spiritual	0
businesse	businesse	n1	business	business	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
kingdome	kingdome	n1	kingdom	kingdom	0
:	:	:	:	:	0
wee	wee	pns12	we	we	0
therefore	therefore	av	therefore	therefore	0
hope	hope	vvb	hope	hope	0
you	you	pn22	you	you	0
will	will	vmb	will	will	0
not	not	xx	not	not	0
(	(	(	(	(	0
in	in	p-acp	in	in	0
a	a	dt	a	a	0
Court	Court	n1	Court	court	0
from	from	p-acp	from	from	0
whence	whence	c-crq	whence	whence	0
no	no	dx	no	no	0
appeale	appeale	n1	appeal	appeal	0
is	is	vbz	is	be	0
allowed	allowed	vvn	allowed	allow	0
,	,	,	,	,	0
and	and	cc	and	and	0
in	in	p-acp	in	in	0
matters	matters	n2	matters	matter	0
of	of	pp-f	of	of	0
such	such	d	such	such	0
consequence	consequence	n1	consequence	consequence	0
)	)	)	)	)	0
proceede	proceede	vvb	proceed	proceed	0
to	to	p-acp	to	to	0
iudgement	iudgement	n1	judgement	judgement	0
,	,	,	,	,	0
or	or	cc	or	or	0
deter	deter	vvi	deter	deter	0
∣	∣	sy	∣	∣	0
mine	mine	n1	mine	mine	0
of	of	pp-f	of	of	0
execution	execution	n1	execution	execution	0
,	,	,	,	,	0
before	before	p-acp	before	before	0
the	the	dt	the	the	0
arraigned	arraigned	vvn	arraigned	arraign	0
is	is	vbz	is	be	0
sommoned	sommoned	vvn	summoned	summon	0
to	to	pc-acp	to	to	0
answer	answer	vvi	answer	answer	0
,	,	,	,	,	0
hath	hath	vhz	hath	have	0
receiued	receiued	vvn	received	receive	0
,	,	,	,	,	0
or	or	cc	or	or	0
refused	refused	vvd	refused	refuse	0
triall	triall	n1	trial	trial	0
,	,	,	,	,	0
is	is	vbz	is	be	0
,	,	,	,	,	0
or	or	cc	or	or	0
can	can	vmb	can	can	0
be	be	vbi	be	be	0
proued	proued	vvn	proved	prove	0
guilty	guilty	j	guilty	guilty	0
:	:	:	:	:	0
for	for	c-acp	for	for	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
a	a	dt	a	a	0
Sages	Sages	n2-jn	Sages	sage	0
sentence	sentence	n1	sentence	sentence	0
:	:	:	:	:	0
Iudicem	Iudicem	fw-la	Iudicem	iudicem	0
&	&	cc	&	and	0
Aram	Aram	fw-la	Aram	aram	0
esse	esse	fw-la	esse	esse	0
idem	idem	fw-la	idem	idem	0
;	;	;	;	;	0
euen	euen	av	even	even	0
in	in	p-acp	in	in	0
ordinary	ordinary	j	ordinary	ordinary	0
.	.	.	.	.	1
3.	3.	crd	3.	3.	1
Rhetor	Rhetor	n1	Rhetor	rhetor	0
.	.	.	.	.	1
Iudges	Iudges	ng1	Judges	judge	0
:	:	:	:	:	0
because	because	c-acp	because	because	0
people	people	n1	people	people	0
iniured	iniured	vvn	injured	injure	0
or	or	cc	or	or	0
distressed	distressed	j-vvn	distressed	distress	0
flie	flie	n1	fly	fly	0
to	to	p-acp	to	to	0
them	them	pno32	them	they	0
both	both	d	both	both	0
for	for	p-acp	for	for	0
refuge	refuge	n1	refuge	refuge	0
.	.	.	.	.	1
And	And	cc	And	and	0
we	we	pns12	we	we	0
humbly	humbly	av-j	humbly	humble	0
craue	craue	vvb	crave	crave	0
licence	licence	n1	licence	licence	0
to	to	pc-acp	to	to	0
say	say	vvi	say	say	0
vnto	vnto	p-acp	unto	unto	0
you	you	pn22	you	you	0
,	,	,	,	,	0
