HE	HE	pns31	HE	he	0
,	,	,	,	,	0
where	where	c-crq	where	where	0
it	it	pn31	it	it	0
oughte	oughte	vmd	ought	ought	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
shewed	shewed	vvn	showed	show	0
,	,	,	,	,	0
ye	ye	pn22	you	you	0
do	do	vdb	do	do	0
not	not	xx	not	not	0
forgette	forgette	vvi	forget	forget	0
it	it	pn31	it	it	0
.	.	.	.	.	1
In	In	p-acp	In	in	0
the	the	dt	the	the	0
meane	meane	j	mean	mean	0
tyme	tyme	n1	time	time	0
I	I	pns11	I	i	0
shall	shall	vmb	shall	shall	0
pray	pray	vvi	pray	pray	0
to	to	p-acp	to	to	0
God	God	np1	God	God	0
to	to	pc-acp	to	to	0
adde	adde	vvi	add	add	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
good	good	j	good	good	0
fortune	fortune	n1	fortune	fortune	0
and	and	cc	and	and	0
helth	helth	n1	health	health	0
,	,	,	,	,	0
contynuance	contynuance	n1	continuance	continuance	0
with	with	p-acp	with	with	0
his	his	po31	his	his	0
grace	grace	n1	grace	grace	0
and	and	cc	and	and	0
fauor	fauor	n1	favour	favour	0
wherein	wherein	c-crq	wherein	wherein	0
onely	onely	av-j	only	only	0
is	is	vbz	is	be	0
most	most	av-ds	most	most	0
per	per	fw-la	per	per	0
∣	∣	sy	∣	∣	0
fite	fite	n1	fite	fite	0
suertye	suertye	n1	surety	surety	0
.	.	.	.	.	1
