FOr	FOr	p-acp	FOr	for	0
55.	55.	crd	55.	55.	0
56.	56.	crd	56.	56.	0
who	who	r-crq	who	who	0
came	came	vvd	came	come	0
not	not	xx	not	not	0
to	to	pc-acp	to	to	0
judge	judge	vvi	judge	judge	0
&	&	cc	&	and	0
destroy	destroy	vvi	destroy	destroy	0
mens	mens	ng2	men's	man	0
lives	lives	n2	lives	life	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
to	to	pc-acp	to	to	0
save	save	vvi	save	save	0
them	them	pno32	them	they	0
:	:	:	:	:	0
And	And	cc	And	and	0
though	though	cs	though	though	0
som	som	d	some	some	0
men	men	n2	men	man	0
and	and	cc	and	and	0
women	women	n2	women	woman	0
beleeue	beleeue	vvb	believe	believe	0
not	not	xx	not	not	0
at	at	p-acp	at	at	0
the	the	dt	the	the	0
first	first	ord	first	first	0
howre	howre	n1	hour	hour	0
,	,	,	,	,	0
Ioh.	Ioh.	np1	Ioh.	Ioh.	1
12.	12.	crd	12.	12.	0
47.	47.	crd	47.	47.	0
yet	yet	av	yet	yet	0
may	may	vmb	may	may	0
they	they	pns32	they	they	0
at	at	p-acp	at	at	0
theMatt	theMatt	np1	theMatt	theMatt	0
.	.	.	.	.	1
20.	20.	crd	20.	20.	0
6.	6.	crd	6.	6.	0
7.	7.	crd	7.	7.	0
eleventh	eleventh	ord	eleventh	eleven	0
howre	howre	n1	hour	hour	0
if	if	cs	if	if	0
they	they	pns32	they	they	0
bee	bee	vbb	be	be	0
not	not	xx	not	not	0
persequted	persequted	vvn	persequted	persequte	0
to	to	p-acp	to	to	0
death	death	n1	death	death	0
before	before	a-acp	before	before	0
:	:	:	:	:	0
And	And	cc	And	and	0
no	no	dx	no	no	0
King	King	n1	King	king	0
nor	nor	ccx	nor	nor	0
Bishops	Bishops	n2	Bishops	bishop	0
can	can	vmb	can	can	0
,	,	,	,	,	0
or	or	cc	or	or	0
is	is	vbz	is	be	0
able	able	j	able	able	0
to	to	pc-acp	to	to	0
command	command	vvi	command	command	0
faith	faith	n1	faith	faith	0
,	,	,	,	,	0
Eph.	Eph.	np1	Eph.	Eph.	1
2.	2.	crd	2.	2.	0
8.	8.	crd	8.	8.	1
That	That	cst	That	that	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
gift	gift	n1	gift	gift	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
worketh	worketh	vvz	works	work	0
in	in	p-acp	in	in	0
vs	vs	pno12	us	we	0
both	both	d	both	both	0
the	the	dt	the	the	0
wil	wil	n1	will	will	0
&	&	cc	&	and	0
the	the	dt	the	the	0
deed	deed	n1	deed	deed	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
owne	owne	d	own	own	0
good	good	j	good	good	0
pleasure	pleasure	n1	pleasure	pleasure	0
,	,	,	,	,	0
set	set	vvb	set	set	0
him	him	pno31	him	he	0
not	not	xx	not	not	0
a	a	dt	a	a	0
day	day	n1	day	day	0
therefore	therefore	av	therefore	therefore	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
which	which	r-crq	which	which	0
,	,	,	,	,	0
if	if	cs	if	if	0
his	his	po31	his	his	0
creature	creature	n1	creature	creature	0
heare	heare	vvb	hear	hear	0
not	not	xx	not	not	0
and	and	cc	and	and	0
beleeue	beleeue	vvb	believe	believe	0
not,1	not,1	n1	not,1	not,1	0
.	.	.	.	.	0
tim	tim	n1	time	time	0
.	.	.	.	.	1
1.	1.	crd	1.	1.	0
13	13	crd	13	13	0
you	you	pn22	you	you	0
will	will	vmb	will	will	0
imprison	imprison	vvi	imprison	imprison	0
and	and	cc	and	and	0
burne	burne	vvi	burn	burn	0
him	him	pno31	him	he	0
:	:	:	:	:	0
Paule	Paule	np1	Paule	Paul	0
was	was	vbds	was	be	0
a	a	dt	a	a	0
blas	blas	fw-es	blas	blas	0
∣	∣	sy	∣	∣	0
phemer	phemer	n1	phemer	phemer	0
,	,	,	,	,	0
Act.	Act.	n1	Act.	act	0
26.	26.	crd	26.	26.	0
.	.	.	.	.	0
and	and	cc	and	and	0
also	also	av	also	also	0
a	a	dt	a	a	0
persequter	persequter	n1	persequter	persequter	0
/	/	/	/	/	0
and	and	cc	and	and	0
could	could	vmd	could	can	0
not	not	xx	not	not	0
be	be	vbi	be	be	0
converted	converted	vvn	converted	convert	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
Apostles	Apostles	n2	Apostles	apostle	0
and	and	cc	and	and	0
ministers	ministers	n2	ministers	minister	0
of	of	pp-f	of	of	0
Christ	Christ	np1	Christ	Christ	0
,	,	,	,	,	0
yet	yet	av	yet	yet	0
at	at	p-acp	at	at	0
last	last	ord	last	last	0
was	was	vbds	was	be	0
receaued	receaued	vvn	received	receive	0
to	to	p-acp	to	to	0
mercy	mercy	n1	mercy	mercy	0
,	,	,	,	,	0
and	and	cc	and	and	0
cōverted	cōverted	vvn	converted	convert	0
extraordinarily	extraordinarily	av-j	extraordinarily	extraordinary	0
by	by	p-acp	by	by	0
Christ	Christ	np1	Christ	Christ	0
himself	himself	px31	himself	himself	0
,	,	,	,	,	0
Iam.	Iam.	np1	Iam.	Iam.	1
5.	5.	crd	5.	5.	0
11.	11.	crd	11.	11.	0
who	who	r-crq	who	who	0
is	is	vbz	is	be	0
very	very	av	very	very	0
pittiful	pittiful	j	pitiful	pitiful	0
&	&	cc	&	and	0
mercyful	mercyful	j	merciful	merciful	0
,	,	,	,	,	0
&	&	cc	&	and	0
would	would	vmd	would	will	0
have	have	vhi	have	have	0
no	no	dx	no	no	0
man	man	n1	man	man	0
to	to	p-acp	to	to	0
perish,2	perish,2	n1	perish,2	perish,2	0
.	.	.	.	.	1
Pet.	Pet.	np1	Pet.	Pet.	0
3.	3.	crd	3.	3.	0
9.	9.	crd	9.	9	0
but	but	p-acp	but	but	0
would	would	vmd	would	will	0
that	that	d	that	that	0
al	al	d	all	all	0
men	men	n2	men	man	0
come	come	vvb	come	come	0
to	to	p-acp	to	to	0
repentāce	repentāce	n1	repentance	repentance	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
not	not	xx	not	not	0
by	by	p-acp	by	by	0
per	per	fw-la	per	per	0
∣	∣	sy	∣	∣	0
seqution	seqution	n1	seqution	seqution	0
,	,	,	,	,	0
2.	2.	crd	2.	2.	0
cor	cor	fw-la	cor	cor	0
.	.	.	.	.	1
5.	5.	crd	5.	5.	0
19	19	crd	19	19	0
but	but	p-acp	but	but	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
word	word	n1	word	word	0
of	of	pp-f	of	of	0
reconciliation	reconciliation	n1	reconciliation	reconciliation	0
which	which	r-crq	which	which	0
he	he	pns31	he	he	0
hath	hath	vhz	hath	have	0
committed	committed	vvn	committed	commit	0
to	to	p-acp	to	to	0
his	his	po31	his	his	0
ministers	ministers	n2	ministers	minister	0
.	.	.	.	.	1
And	And	cc	And	and	0
as	as	c-acp	as	as	0
kings	kings	n2	kings	king	0
and	and	cc	and	and	0
Bishops	Bishops	n2	Bishops	bishop	0
,	,	,	,	,	0
cannot	cannot	vmbx	cannot	can	0
command	command	vvi	command	command	0
the	the	dt	the	the	0
winde	winde	n1	wind	wind	0
,	,	,	,	,	0
so	so	av	so	so	0
they	they	pns32	they	they	0
cannot	cannot	vmbx	cannot	can	0
command	command	vvi	command	command	0
faith	faith	n1	faith	faith	0
,	,	,	,	,	0
Iohn	Iohn	np1	Iohn	John	0
.	.	.	.	.	1
3.	3.	crd	3.	3.	0
&	&	cc	&	and	0
as	as	p-acp	as	as	0
the	the	dt	the	the	0
winde	winde	n1	wind	wind	0
bloweth	bloweth	vvz	blows	blow	0
where	where	c-crq	where	where	0
it	it	pn31	it	it	0
listeth	listeth	vvz	lists	list	0
,	,	,	,	,	0
so	so	av	so	so	0
is	is	vbz	is	be	0
every	every	d	every	every	0
man	man	n1	man	man	0
that	that	cst	that	that	0
is	is	vbz	is	be	0
borne	borne	vvn	born	bear	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
spirit	spirit	n1	spirit	spirit	0
.	.	.	.	.	1
You	You	pn22	You	you	0
may	may	vmb	may	may	0
forcemen	forcemen	n2	forcemen	forceman	0
to	to	p-acp	to	to	0
Church	Church	n1	Church	church	0
against	against	p-acp	against	against	0
their	their	po32	their	their	0
con	con	vvb	con	con	0
∣	∣	sy	∣	∣	0
sciences	sciences	n2	sciences	science	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
they	they	pns32	they	they	0
wil	wil	vmb	will	will	0
beleeue	beleeue	vvi	believe	believe	0
as	as	c-acp	as	as	0
they	they	pns32	they	they	0
did	did	vdd	did	do	0
afore	afore	a-acp	afore	afore	0
,	,	,	,	,	0
when	when	c-crq	when	when	0
they	they	pns32	they	they	0
com	com	vvi	come	come	0
there	there	a-acp	there	there	0
,	,	,	,	,	0
for	for	c-acp	for	for	0
God	God	np1	God	God	0
giueth	giueth	vvz	gives	give	0
a	a	dt	a	a	0
blessing	blessing	n1	blessing	blessing	0
onely	onely	av-j	only	only	0
to	to	p-acp	to	to	0
his	his	po31	his	his	0
owne	owne	d	own	own	0
ordinance,1	ordinance,1	n1	ordinance,1	ordinance,1	0
.	.	.	.	.	1
Sam.	Sam.	np1	Sam.	Sam	0
15.	15.	crd	15.	15.	0
15.	15.	crd	15.	15.	0
24.	24.	crd	24.	24.	0
and	and	cc	and	and	0
abhorreth	abhorreth	vvz	abhorreth	abhor	0
Anty	Anty	np1	Anty	Anty	0
∣	∣	sy	∣	∣	0
christs	christs	n2	christ's	christ	0
:	:	:	:	:	0
And	And	cc	And	and	0
kings	kings	n2	kings	king	0
are	are	vbr	are	be	0
to	to	pc-acp	to	to	0
thinck	thinck	vvi	think	think	0
that	that	cst	that	that	0
they	they	pns32	they	they	0
are	are	vbr	are	be	0
men	men	n2	men	man	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
well	well	av	well	well	0
as	as	c-acp	as	as	0
Kings	Kings	n2	Kings	king	0
ād	ād	cc	and	and	0
that	that	cst	that	that	0
Christ	Christ	np1	Christ	Christ	0
hath	hath	vhz	hath	have	0
ordeyned	ordeyned	vvn	ordained	ordain	0
the	the	dt	the	the	0
same	same	d	same	same	0
meanes	meanes	n2	means	mean	0
of	of	pp-f	of	of	0
faith	faith	n1	faith	faith	0
for	for	p-acp	for	for	0
Kings	Kings	n2	Kings	king	0
which	which	r-crq	which	which	0
he	he	pns31	he	he	0
hath	hath	vhz	hath	have	0
for	for	p-acp	for	for	0
subjects	subjects	n2-jn	subject's	subject	0
,	,	,	,	,	0
Act.	Act.	n1	Act.	act	0
9.	9.	crd	9.	9	0
15.	15.	crd	15.	15.	0
and	and	cc	and	and	0
that	that	d	that	that	0
subjects	subjects	n2-jn	subject's	subject	0
are	are	vbr	are	be	0
Christs	Christs	npg1	Christs	Christ	0
freemen,1	freemen,1	n1	freemen,1	freemen,1	0
tim	tim	n1	time	time	0
.	.	.	.	.	1
2.	2.	crd	2.	2.	0
1.	1.	crd	1.	1.	0
2	2	crd	2	2	0
as	as	c-acp	as	as	0
wel	wel	av	well	well	0
as	as	c-acp	as	as	0
Kings	Kings	n2	Kings	king	0
sub	sub	fw-la	sub	sub	0
∣	∣	sy	∣	∣	0
jects	jects	n2-jn	jects	ject	0
,	,	,	,	,	0
1.	1.	crd	1.	1.	1
Cor.	Cor.	np1	Cor.	Cor.	0
7.	7.	crd	7.	7.	0
22.	22.	crd	22.	22.	0
23.	23.	crd	23.	23.	1
&	&	cc	&	and	0
Kings	Kings	n2	Kings	king	0
that	that	cst	that	that	0
beleeve	beleeve	vvb	believe	believe	0
are	are	vbr	are	be	0
Christs	Christs	npg1	Christs	Christ	0
Servants	Servants	n2	Servants	servant	0
,	,	,	,	,	0
even	even	av	even	even	0
as	as	c-acp	as	as	0
subjects	subjects	n2-jn	subject's	subject	0
are	are	vbr	are	be	0
Kings	Kings	n2	Kings	king	0
servants	servants	n2	servants	servant	0
,	,	,	,	,	0
and	and	cc	and	and	0
both	both	d	both	both	0
are	are	vbr	are	be	0
bought	bought	vvn	bought	buy	0
with	with	p-acp	with	with	0
a	a	dt	a	a	0
price	price	n1	price	price	0
,	,	,	,	,	0
therefore	therefore	av	therefore	therefore	0
both	both	d	both	both	0
ought	ought	vmd	ought	ought	0
not	not	xx	not	not	0
to	to	pc-acp	to	to	0
bee	bee	vbi	be	be	0
the	the	dt	the	the	0
servants	servants	n2	servants	servant	0
of	of	pp-f	of	of	0
men	men	n2	men	man	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
matter	matter	n1	matter	matter	0
of	of	pp-f	of	of	0
faith	faith	n1	faith	faith	0
&	&	cc	&	and	0
religion	religion	n1	religion	religion	0
:	:	:	:	:	0
but	but	cc-acp	but	but	0
Kings	Kings	n2	Kings	king	0
shal	shal	vmb	shall	shall	0
giue	giue	vvi	give	give	0
a	a	dt	a	a	0
grea	grea	zz	grea	grea	0
∣	∣	sy	∣	∣	0
ter	ter	zz	ter	ter	0
account	account	n1	account	account	0
at	at	p-acp	at	at	0
the	the	dt	the	the	0
day	day	n1	day	day	0
of	of	pp-f	of	of	0
judgment	judgment	n1	judgement	judgement	0
,	,	,	,	,	0
then	then	cs	then	than	0
their	their	po32	their	their	0
subjects	subjects	n2-jn	subject's	subject	0
:	:	:	:	:	0
And	And	cc	And	and	0
to	to	pc-acp	to	to	0
judge	judge	vvi	judge	judge	0
mē	mē	n2	men	man	0
now	now	av	now	now	0
for	for	p-acp	for	for	0
religion	religion	n1	religion	religion	0
,	,	,	,	,	0
is	is	vbz	is	be	0
to	to	pc-acp	to	to	0
judge	judge	vvi	judge	judge	0
afore	afore	p-acp	afore	afore	0
the	the	dt	the	the	0
tyme	tyme	n1	time	time	0
,	,	,	,	,	0
ād	ād	cc	and	and	0
also	also	av	also	also	0
to	to	pc-acp	to	to	0
sit	sit	vvi	fit	sit	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
judgement	judgement	n1	judgement	judgement	0
seate	seate	n1	seat	seat	0
of	of	pp-f	of	of	0
Christ	Christ	np1	Christ	Christ	0
,	,	,	,	,	0
Rom.	Rom.	np1	Rom.	Rom.	1
2.	2.	crd	2.	2.	0
16	16	crd	16	16	0
to	to	p-acp	to	to	0
whom	whom	ro-crq	whom	who	0
onely	onely	av-j	only	only	0
it	it	pn31	it	it	0
belongeth	belongeth	vvz	belongeth	belong	0
,	,	,	,	,	0
yet	yet	av	yet	yet	0
not	not	xx	not	not	0
before	before	p-acp	before	before	0
the	the	dt	the	the	0
day	day	n1	day	day	0
appoin	appoin	vvb	appoint	appoint	0
¦	¦	sy	¦	¦	0
ted	ted	n1	ted	ted	0
,	,	,	,	,	0
Act.	Act.	n1	Act.	act	0
10.	10.	crd	10.	10.	0
42	42	crd	42	42	0
how	how	uh-crq	how	how	0
much	much	av-d	much	much	0
lesse	lesse	av-dc	less	less	0
to	to	p-acp	to	to	0
Kings	Kings	n2	Kings	king	0
and	and	cc	and	and	0
Bishops	Bishops	n2	Bishops	bishop	0
.	.	.	.	.	1
I	I	pns11	I	i	0
read	read	vvb	read	read	0
that	that	cst	that	that	0
Constantyne	Constantyne	np1	Constantyne	Constantyne	0
the	the	dt	the	the	0
Emperor	Emperor	n1	Emperor	emperor	0
(	(	(	(	(	0
called	called	vvd	called	call	0
the	the	dt	the	the	0
greate	greate	j	great	great	0
)	)	)	)	)	0
wrought	wrought	vvd	wrought	wrought	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Bishop	Bishop	n1	Bishop	bishop	0
of	of	pp-f	of	of	0
Rome	Rome	np1	Rome	Rome	0
,	,	,	,	,	0
that	that	cst	that	that	0
he	he	pns31	he	he	0
would	would	vmd	would	will	0
not	not	xx	not	not	0
force	force	vvi	force	force	0
and	and	cc	and	and	0
constrayne	constrayne	vvi	constrain	constrain	0
any	any	d	any	any	0
man	man	n1	man	man	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
faith	faith	n1	faith	faith	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
onely	onely	av-j	only	only	0
admonish	admonish	vvi	admonish	admonish	0
and	and	cc	and	and	0
commit	commit	vvi	commit	commit	0
the	the	dt	the	the	0
judgment	judgment	n1	judgement	judgement	0
to	to	p-acp	to	to	0
God	God	np1	God	God	0
.	.	.	.	.	1
Ioh.	Ioh.	np1	Ioh.	Ioh.	0
18.	18.	crd	18.	18.	0
36	36	crd	36	36	1
Christes	Christes	npg1	Christes	Christ	0
Kingdom	Kingdom	n1	Kingdom	kingdom	0
is	is	vbz	is	be	0
not	not	xx	not	not	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
world	world	n1	world	world	0
therefore	therefore	av	therefore	therefore	0
may	may	vmb	may	may	0
it	it	pn31	it	it	0
not	not	xx	not	not	0
be	be	vbi	be	be	0
purchased	purchased	vvn	purchased	purchase	0
,	,	,	,	,	0
nor	nor	ccx	nor	nor	0
defended	defended	vvd	defended	defend	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
weapons	weapons	n2	weapons	weapon	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
world	world	n1	world	world	0
,	,	,	,	,	0
Ephe.	Ephe.	np1	Ephe.	Ephe.	1
6.	6.	crd	6.	6.	0
1	1	crd	1	1	0
17.	17.	crd	17.	17.	0
but	but	p-acp	but	but	0
by	by	p-acp	by	by	0
his	his	po31	his	his	0
word	word	n1	word	word	0
and	and	cc	and	and	0
spirit	spirit	n1	spirit	spirit	0
:	:	:	:	:	0
no	no	dx	no	no	0
other	other	j-jn	other	other	0
weapons	weapons	n2	weapons	weapon	0
hath	hath	vhz	hath	have	0
he	he	pns31	he	he	0
giuen	giuen	vvn	given	give	0
to	to	p-acp	to	to	0
his	his	po31	his	his	0
Church	Church	n1	Church	church	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
his	his	po31	his	his	0
spiritual	spiritual	j	spiritual	spiritual	0
kingdom	kingdom	n1	kingdom	kingdom	0
.	.	.	.	.	1
Therfore	Therfore	av	Therefore	therefore	0
Christ	Christ	np1	Christ	Christ	0
saith	saith	vvz	says	say	0
:	:	:	:	:	0
He	He	pns31	He	he	0
that	that	cst	that	that	0
wil	wil	vmb	will	will	0
not	not	xx	not	not	0
heare	heare	vvi	hear	hear	0
the	the	dt	the	the	0
church	church	n1	church	church	0
,	,	,	,	,	0
Mat.	Mat.	np1	Mat.	Mat	1
18.	18.	crd	18.	18.	0
17	17	crd	17	17	0
let	let	vvb	let	let	0
him	him	pno31	him	he	0
be	be	vbi	be	be	0
to	to	p-acp	to	to	0
thee	thee	pno21	thee	thou	0
as	as	p-acp	as	as	0
a	a	dt	a	a	0
hethen	hethen	j-jn	heathen	heathen	0
&	&	cc	&	and	0
a	a	dt	a	a	0
publicane	publicane	n1	publican	publican	0
:	:	:	:	:	0
he	he	pns31	he	he	0
saith	saith	vvz	says	say	0
not	not	xx	not	not	0
bur	bur	n1	burr	burr	0
:	:	:	:	:	0
ban	ban	vvb	ban	ban	0
:	:	:	:	:	0
hang	hang	vvb	hang	hang	0
:	:	:	:	:	0
or	or	cc	or	or	0
inpriso	inpriso	n1	inpriso	inpriso	0
:	:	:	:	:	0
him	him	pno31	him	he	0
,	,	,	,	,	0
that	that	cst	that	that	0
is	is	vbz	is	be	0
Antichrists	Antichrists	np2	Antichrists	Antichrist	0
ordinance	ordinance	n1	ordinance	ordinance	0
.	.	.	.	.	1
And	And	cc	And	and	0
though	though	cs	though	though	0
a	a	dt	a	a	0
man	man	n1	man	man	0
be	be	vbb	be	be	0
an	an	dt	and	a	0
heretick	heretick	n1	heretic	heretic	0
,	,	,	,	,	0
Tyt	Tyt	n1	Tyt	tit	0
.	.	.	.	.	1
3.	3.	crd	3.	3.	0
10	10	crd	10	10	0
yet	yet	av	yet	yet	0
ought	ought	vmd	ought	ought	0
he	he	pns31	he	he	0
not	not	xx	not	not	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
bur	bur	n1	burr	burr	0
:	:	:	:	:	0
but	but	cc-acp	but	but	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
rejected	rejected	vvn	rejected	reject	0
,	,	,	,	,	0
after	after	c-acp	after	after	0
once	once	a-acp	once	once	0
or	or	cc	or	or	0
twise	twise	av	twice	twice	0
admonition	admonition	n1	admonition	admonition	0
,	,	,	,	,	0
that	that	cst	that	that	0
is	is	vbz	is	be	0
cast	cast	vvn	cast	cast	0
out	out	av	out	out	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Church	Church	n1	Church	church	0
:	:	:	:	:	0
but	but	cc-acp	but	but	0
as	as	c-acp	as	as	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
chur	chur	n1	chur	chur	0
:	:	:	:	:	0
of	of	pp-f	of	of	0
Rome	Rome	n1	Room	room	0
people	people	n1	people	people	0
of	of	pp-f	of	of	0
al	al	d	all	all	0
sorts	sorts	n2	sorts	sort	0
are	are	vbr	are	be	0
by	by	p-acp	by	by	0
perseqution	perseqution	n1	perseqution	perseqution	0
forced	forced	vvn	forced	force	0
thereinto	thereinto	av	thereinto	thereinto	0
by	by	p-acp	by	by	0
the	the	pno32	thee	they	0
Bi	Bi	p-acp	By	by	0
∣	∣	sy	∣	∣	0
shops	shops	n2	shops	shop	0
and	and	cc	and	and	0
ministers	ministers	n2	ministers	minister	0
therof	therof	av	thereof	thereof	0
:	:	:	:	:	0
so	so	av	so	so	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Church	Church	n1	Church	church	0
of	of	pp-f	of	of	0
England	England	np1	England	England	0
also	also	av	also	also	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
sheweth	sheweth	vvz	shows	show	0
that	that	d	that	that	0
the	the	dt	the	the	0
Bs	Bs	n2	Bs	b	0
:	:	:	:	:	0
and	and	cc	and	and	0
min	min	fw-mi	min	min	0
:	:	:	:	:	0
of	of	pp-f	of	of	0
Rome	Rome	n1	Room	room	0
and	and	cc	and	and	0
Eng	Eng	np1	Eng	Eng	0
:	:	:	:	:	0
are	are	vbr	are	be	0
of	of	pp-f	of	of	0
one	one	crd	one	one	0
spirit	spirit	n1	spirit	spirit	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
ga	ga	fw-es	ga	ga	0
∣	∣	sy	∣	∣	0
thering	thering	j	thering	thering	0
peopel	peopel	n1	peopel	peopel	0
to	to	p-acp	to	to	0
their	their	po32	their	their	0
faith	faith	n1	faith	faith	0
and	and	cc	and	and	0
church	church	n1	church	church	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
spirit	spirit	n1	spirit	spirit	0
of	of	pp-f	of	of	0
Satan	Satan	np1	Satan	Satan	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
knoweth	knoweth	vvz	knoweth	know	0
wel	wel	av	well	well	0
that	that	cst	that	that	0
his	his	po31	his	his	0
kingdom	kingdom	n1	kingdom	kingdom	0
(	(	(	(	(	0
the	the	dt	the	the	0
false	false	j	false	false	0
Church	Church	n1	Church	church	0
)	)	)	)	)	0
wold	wold	vmd	would	will	0
greatly	greatly	av-j	greatly	great	0
decay	decay	vvi	decay	decay	0
,	,	,	,	,	0
if	if	cs	if	if	0
perseqution	perseqution	n1	perseqution	perseqution	0
were	were	vbdr	were	be	0
laid	laid	vvn	laid	lay	0
downe	downe	a-acp	down	down	0
:	:	:	:	:	0
seing	seing	vvg	sing	sing	0
himself	himself	n1	himself	himself	0
cannot	cannot	vmbx	cannot	can	0
stand	stand	vvi	stand	stand	0
before	before	p-acp	before	before	0
the	the	dt	the	the	0
word	word	n1	word	word	0
and	and	cc	and	and	0
spirit	spirit	n1	spirit	spirit	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
,	,	,	,	,	0
much	much	av-d	much	much	0
lesse	lesse	av-dc	less	less	0
his	his	po31	his	his	0
Bs	Bs	n2	Bs	b	0
:	:	:	:	:	0
and	and	cc	and	and	0
mi	mi	fw-mi	mi	mi	0
:	:	:	:	:	0
therfore	therfore	av	therefore	therefore	0
he	he	pns31	he	he	0
wil	wil	vmb	will	will	0
haue	haue	vhi	have	have	0
them	them	pno32	them	they	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
a	a	dt	a	a	0
name	name	n1	name	name	0
and	and	cc	and	and	0
shew	shew	vvi	show	show	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
vse	vse	vvi	use	use	0
the	the	dt	the	the	0
word	word	n1	word	word	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
indeed	indeed	av	indeed	indeed	0
,	,	,	,	,	0
if	if	cs	if	if	0
the	the	dt	the	the	0
false	false	j	false	false	0
inter	inter	vvb	inter	inter	0
∣	∣	sy	∣	∣	0
pretation	pretation	n1	pretation	pretation	0
and	and	cc	and	and	0
alledging	alledging	vvg	alleging	allege	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
scriptures	scriptures	n2	scriptures	scripture	0
wil	wil	vmb	will	will	0
not	not	xx	not	not	0
help	help	vvi	help	help	0
,	,	,	,	,	0
then	then	av	then	then	0
(	(	(	(	(	0
saith	saith	vvz	says	say	0
he	he	pns31	he	he	0
con	con	vvb	con	con	0
∣	∣	sy	∣	∣	0
strayne	strayne	vvi	strain	strain	0
them	them	pno32	them	they	0
by	by	p-acp	by	by	0
fyer	fyer	n1	fire	fire	0
and	and	cc	and	and	0
sword	sword	n1	sword	sword	0
:	:	:	:	:	0
or	or	cc	or	or	0
els	els	av	else	else	0
(	(	(	(	(	0
if	if	cs	if	if	0
people	people	n1	people	people	0
haue	haue	vhb	have	have	0
liberty	liberty	n1	liberty	liberty	0
of	of	pp-f	of	of	0
consciēce	consciēce	n1	conscience	conscience	0
)	)	)	)	)	0
they	they	pns32	they	they	0
wil	wil	vmb	will	will	0
trye	trye	vvi	try	try	0
the	the	dt	the	the	0
spirits	spirits	n2	spirits	spirit	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
is	is	vbz	is	be	0
of	of	pp-f	of	of	0
god	god	n1	god	god	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
the	the	dt	the	the	0
Apostle	Apostle	n1	Apostle	apostle	0
joh	joh	uh	johnh	johnh	0
:	:	:	:	:	0
tea	tea	crd	tea	ten	0
∣	∣	sy	∣	∣	0
cheth	cheth	vvz	cheth	ch	0
:	:	:	:	:	0
and	and	cc	and	and	0
then	then	av	then	then	0
saith	saith	vvz	says	say	0
he	he	pns31	he	he	0
:	:	:	:	:	0
1.	1.	crd	1.	1.	1
Iohn	Iohn	np1	Iohn	John	0
4.	4.	crd	4.	4.	0
1	1	crd	1	1	0
the	the	dt	the	the	0
Prince	Prince	n1	Prince	prince	0
as	as	c-acp	as	as	0
wel	wel	av	well	well	0
as	as	c-acp	as	as	0
people	people	n1	people	people	0
wil	wil	vmb	will	will	0
try	try	vvi	try	try	0
all	all	d	all	all	0
things	things	n2	things	thing	0
,	,	,	,	,	0
&	&	cc	&	and	0
keep	keep	vvi	keep	keep	0
that	that	d	that	that	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
good	good	j	good	good	0
,	,	,	,	,	0
and	and	cc	and	and	0
wil	wil	vmb	will	will	0
also	also	av	also	also	0
prove	prove	vvi	prove	prove	0
themselves	themselves	px32	themselves	themselves	0
(	(	(	(	(	0
as	as	c-acp	as	as	0
the	the	dt	the	the	0
Apostle	Apostle	n1	Apostle	apostle	0
Paule	Paule	np1	Paule	Paul	0
teacheth	teacheth	vvz	teaches	teach	0
)	)	)	)	)	0
