Precious	Precious	j	Precious	precious	0
to	to	p-acp	to	to	0
me	me	pno11	me	i	0
,	,	,	,	,	0
and	and	cc	and	and	0
did	did	vdd	did	do	0
deliver	deliver	vvi	deliver	deliver	0
my	my	po11	my	my	0
soul	soul	n1	soul	soul	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
jaws	jaws	n2	jaws	jaw	0
of	of	pp-f	of	of	0
destruction	destruction	n1	destruction	destruction	0
;	;	;	;	;	0
when	when	c-crq	when	when	0
death	death	n1	death	death	0
had	had	vhd	had	have	0
surrounded	surrounded	vvn	surrounded	surround	0
me	me	pno11	me	i	0
,	,	,	,	,	0
I	I	pns11	I	i	0
then	then	av	then	then	0
did	did	vdd	did	do	0
vow	vow	vvi	vow	vow	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
to	to	pc-acp	to	to	0
honour	honour	vvi	honour	honour	0
him	him	pno31	him	he	0
and	and	cc	and	and	0
serve	serve	vvi	serve	serve	0
him	him	pno31	him	he	0
all	all	d	all	all	0
my	my	po11	my	my	0
dayes	dayes	n2	days	day	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
there	there	pc-acp	there	there	0
was	was	vbds	was	be	0
more	more	n1	more	moor	0
snares	snares	n2	snares	snare	0
beset	beset	vvd	beset	beset	0
me	me	pno11	me	i	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
when	when	c-crq	when	when	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
yeer	yeer	n1	year	year	0
1652.	1652.	crd	1652.	1652.	1
I	I	pns11	I	i	0
was	was	vbds	was	be	0
charged	charged	vvn	charged	charge	0
with	with	p-acp	with	with	0
evil	evil	j-jn	evil	evil	0
by	by	p-acp	by	by	0
Master	Master	n1	Master	master	0
Thomas	Thomas	np1	Thomas	Thomas	0
Halhead	Halhead	np1	Halhead	Halhead	0
and	and	cc	and	and	0
his	his	po31	his	his	0
wife	wife	n1	wife	wife	0
,	,	,	,	,	0
now	now	av	now	now	0
behold	behold	vvb	behold	behold	0
how	how	c-crq	how	how	0
sin	sin	n1	since	sin	0
beset	beset	vvd	beset	beset	0
me	me	pno11	me	i	0
,	,	,	,	,	0
and	and	cc	and	and	0
what	what	r-crq	what	what	0
alurements	alurements	n2	allurements	allurement	0
it	it	pn31	it	it	0
layed	layed	vvd	laid	lay	0
before	before	p-acp	before	before	0
me	me	pno11	me	i	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
hide	hide	vvi	hide	hide	0
it	it	pn31	it	it	0
,	,	,	,	,	0
keep	keep	vvb	keep	keep	0
it	it	pn31	it	it	0
close	close	av-j	close	close	0
and	and	cc	and	and	0
secret	secret	j-jn	secret	secret	0
.	.	.	.	.	1
1.	1.	crd	1.	1.	1
Saith	Saith	vvz	Says	say	0
my	my	po11	my	my	0
base	base	j	base	base	0
heart	heart	n1	heart	heart	0
,	,	,	,	,	0
You	You	pn22	You	you	0
are	are	vbr	are	be	0
known	known	vvn	known	know	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
a	a	dt	a	a	0
great	great	j	great	great	0
professor	professor	n1	professor	professor	0
of	of	pp-f	of	of	0
religion	religion	n1	religion	religion	0
,	,	,	,	,	0
and	and	cc	and	and	0
if	if	cs	if	if	0
you	you	pn22	you	you	0
make	make	vvb	make	make	0
it	it	pn31	it	it	0
known	known	vvn	known	know	0
,	,	,	,	,	0
you	you	pn22	you	you	0
are	are	vbr	are	be	0
utterly	utterly	av-j	utterly	utter	0
lost	lost	vvn	lost	lose	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
hearts	hearts	n2	hearts	heart	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
that	that	cst	that	that	0
are	are	vbr	are	be	0
godly	godly	j	godly	godly	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
a	a	dt	a	a	0
brother	brother	n1	brother	brother	0
offended	offended	vvn	offended	offend	0
is	is	vbz	is	be	0
harder	harder	jc	harder	hard	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
won	won	vvn	wone	win	0
,	,	,	,	,	0
then	then	cs	then	than	0
a	a	dt	a	a	0
strong	strong	j	strong	strong	0
City	City	n1	City	city	0
,	,	,	,	,	0
Prov.	Prov.	np1	Prov.	Prov.	1
18.19	18.19	crd	18.19	18.19	0
.	.	.	.	.	0
you	you	pn22	you	you	0
shall	shall	vmb	shall	shall	0
never	never	av-x	never	never	0
be	be	vbi	be	be	0
in	in	p-acp	in	in	0
their	their	po32	their	their	0
affections	affections	n2	affections	affection	0
againe	againe	av	again	again	0
.	.	.	.	.	1
2.	2.	crd	2.	2.	1
The	The	dt	The	the	0
name	name	n1	name	name	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
will	will	vmb	will	will	0
be	be	vbi	be	be	0
much	much	av-d	much	much	0
dishonoured	dishonoured	vvn	dishonoured	dishonour	0
,	,	,	,	,	0
you	you	pn22	you	you	0
must	must	vmb	must	must	0
n	n	sy	n	n	0
t	t	sy	tO	t	0
tell	tell	vvb	tell	tell	0
it	it	pn31	it	it	0
in	in	p-acp	in	in	0
Gath	Gath	np1	Gath	Gath	0
,	,	,	,	,	0
nor	nor	ccx	nor	nor	0
publish	publish	vvi	publish	publish	0
it	it	pn31	it	it	0
in	in	p-acp	in	in	0
Askelon	Askelon	np1	Askelon	Askelon	0
,	,	,	,	,	0
lest	lest	cs	lest	lest	0
the	the	dt	the	the	0
uncircumcised	uncircumcised	j	uncircumcised	uncircumcised	0
blaspheme	blaspheme	n1	blaspheme	blaspheme	0
:	:	:	:	:	0
you	you	pn22	you	you	0
need	need	vvb	need	need	0
not	not	xx	not	not	0
do	do	vdi	do	do	0
it	it	pn31	it	it	0
,	,	,	,	,	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
enough	enough	av-d	enough	enough	0
you	you	pn22	you	you	0
have	have	vhb	have	have	0
done	done	vdn	done	do	0
it	it	pn31	it	it	0
to	to	p-acp	to	to	0
God	God	np1	God	God	0
.	.	.	.	.	1
3.	3.	crd	3.	3.	1
The	The	dt	The	the	0
wayes	wayes	n2	ways	way	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
that	that	cst	that	that	0
you	you	pn22	you	you	0
profess	profess	vvb	profess	profess	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
every	every	d	every	every	0
man	man	n1	man	man	0
(	(	(	(	(	0
especially	especially	av-j	especially	especial	0
the	the	dt	the	the	0
Clergy	Clergy	n1	Clergy	clergy	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
are	are	vbr	are	be	0
great	great	j	great	great	0
enemies	enemies	n2	enemies	enemy	0
to	to	p-acp	to	to	0
it	it	pn31	it	it	0
,	,	,	,	,	0
and	and	cc	and	and	0
of	of	pp-f	of	of	0
you	you	pn22	you	you	0
in	in	p-acp	in	in	0
particular	particular	j	particular	particular	0
)	)	)	)	)	0
watcheth	watcheth	vvz	watches	watch	0
to	to	pc-acp	to	to	0
have	have	vhi	have	have	0
somewhat	somewhat	av	somewhat	somewhat	0
to	to	pc-acp	to	to	0
speak	speak	vvi	speak	speak	0
against	against	p-acp	against	against	0
it	it	pn31	it	it	0
,	,	,	,	,	0
and	and	cc	and	and	0
dishonour	dishonour	vvb	dishonour	dishonour	0
it	it	pn31	it	it	0
.	.	.	.	.	1
4.	4.	crd	4.	4.	1
Your	Your	po22	Your	your	0
own	own	d	own	own	0
honour	honour	n1	honour	honour	0
,	,	,	,	,	0
reputation	reputation	n1	reputation	reputation	0
and	and	cc	and	and	0
good	good	j	good	good	0
name	name	n1	name	name	0
will	will	vmb	will	will	0
utterly	utterly	av-j	utterly	utter	0
be	be	vbi	be	be	0
lost	lost	vvn	lost	lose	0
and	and	cc	and	and	0
gone	gone	vvn	gone	go	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
as	as	c-acp	as	as	0
the	the	dt	the	the	0
wise	wise	j	wise	wise	0
man	man	n1	man	man	0
saith	saith	vvz	says	say	0
,	,	,	,	,	0
Eccl.	Eccl.	np1	Eccl.	Eccl.	1
7.1	7.1	crd	7.1	7.1	0
.	.	.	.	.	1
Is	Is	vbz	Is	be	0
better	better	jc	better	better	0
then	then	cs	then	than	0
a	a	dt	a	a	0
precious	precious	j	precious	precious	0
ointment	ointment	n1	ointment	ointment	0
,	,	,	,	,	0
better	better	jc	better	better	0
then	then	cs	then	than	0
gold	gold	n1	gold	gold	0
and	and	cc	and	and	0
silver	silver	n1	silver	silver	0
,	,	,	,	,	0
Prov.	Prov.	np1	Prov.	Prov.	1
15.15	15.15	crd	15.15	15.15	0
.	.	.	.	.	1
5.	5.	crd	5.	5.	1
You	You	pn22	You	you	0
are	are	vbr	are	be	0
now	now	av	now	now	0
in	in	p-acp	in	in	0
a	a	dt	a	a	0
capacity	capacity	n1	capacity	capacity	0
to	to	pc-acp	to	to	0
do	do	vdi	do	do	0
the	the	dt	the	the	0
poor	poor	j	poor	poor	0
people	people	n1	people	people	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
some	some	d	some	some	0
good	good	j	good	good	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
that	that	d	that	that	0
will	will	vmb	will	will	0
utterly	utterly	av-j	utterly	utter	0
spoile	spoile	vvi	spoil	spoil	0
you	you	pn22	you	you	0
for	for	p-acp	for	for	0
ever	ever	av	ever	ever	0
.	.	.	.	.	1
6.	6.	crd	6.	6.	1
You	You	pn22	You	you	0
will	will	vmb	will	will	0
lose	lose	vvi	loose	lose	0
your	your	po22	your	your	0
place	place	n1	place	place	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
your	your	po22	your	your	0
lively-hood	lively-hood	n1	livelihood	livelihood	0
.	.	.	.	.	1
These	These	np1	These	Theise	0
and	and	cc	and	and	0
many	many	av-d	many	many	0
more	more	av-dc	more	more	0
was	was	vbds	was	be	0
my	my	po11	my	my	0
soul	soul	n1	soul	soul	0
beset	beset	vvn	beset	beset	0
with	with	p-acp	with	with	0
;	;	;	;	;	0
and	and	cc	and	and	0
I	I	pns11	I	i	0
was	was	vbds	was	be	0
taken	taken	vvn	taken	take	0
captive	captive	j-jn	captive	captive	0
,	,	,	,	,	0
and	and	cc	and	and	0
so	so	av	so	so	0
insnared	insnared	vvn	ensnared	ensnare	0
,	,	,	,	,	0
consulting	consulting	vvg	consulting	consult	0
onely	onely	av-j	only	only	0
with	with	p-acp	with	with	0
my	my	po11	my	my	0
base	base	j	base	base	0
heart	heart	n1	heart	heart	0
,	,	,	,	,	0
that	that	cst	that	that	0
now	now	av	now	now	0
I	I	pns11	I	i	0
set	set	vvb	set	set	0
my	my	po11	my	my	0
self	self	n1	self	self	0
with	with	p-acp	with	with	0
all	all	d	all	all	0
my	my	po11	my	my	0
might	might	n1	might	might	0
to	to	pc-acp	to	to	0
pursue	pursue	vvi	pursue	pursue	0
these	these	d	these	these	0
instructions	instructions	n2	instructions	instruction	0
,	,	,	,	,	0
that	that	cst	that	that	0
sin	sin	n1	since	sin	0
,	,	,	,	,	0
my	my	po11	my	my	0
base	base	j	base	base	0
heart	heart	n1	heart	heart	0
,	,	,	,	,	0
the	the	dt	the	the	0
divel	divel	n1	devil	devil	0
and	and	cc	and	and	0
the	the	dt	the	the	0
world	world	n1	world	world	0
had	had	vhd	had	have	0
layed	layed	vvn	laid	lay	0
before	before	p-acp	before	before	0
me	me	pno11	me	i	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
they	they	pns32	they	they	0
all	all	d	all	all	0
proved	proved	vvd	proved	prove	0
thorns	thorns	n2	thorns	thorn	0
in	in	p-acp	in	in	0
my	my	po11	my	my	0
sides	sides	n2	sides	side	0
,	,	,	,	,	0
and	and	cc	and	and	0
prickes	prickes	vvz	pricks	prick	0
in	in	p-acp	in	in	0
my	my	po11	my	my	0
eyes	eyes	n2	eyes	eye	0
,	,	,	,	,	0
Num.	Num.	np1	Num.	Num.	1
33.55	33.55	crd	33.55	33.55	0
.	.	.	.	.	0
this	this	d	this	this	0
covering	covering	n-vvg	covering	cover	0
was	was	vbds	was	be	0
too	too	av	too	too	0
narrow	narrow	j	narrow	narrow	0
,	,	,	,	,	0
it	it	pn31	it	it	0
would	would	vmd	would	will	0
not	not	xx	not	not	0
serve	serve	vvi	serve	serve	0
,	,	,	,	,	0
Isa.	Isa.	np1	Isa.	Isa.	1
28.20	28.20	crd	28.20	28.20	0
.	.	.	.	.	0
and	and	cc	and	and	0
so	so	av	so	so	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
sadly	sadly	av-j	sadly	sad	0
found	found	vvn	found	find	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
wounding	wounding	n-vvg	wounding	wound	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
soul	soul	n1	soul	soul	0
,	,	,	,	,	0
and	and	cc	and	and	0
by	by	p-acp	by	by	0
reason	reason	n1	reason	reason	0
of	of	pp-f	of	of	0
sin	sin	n1	since	sin	0
,	,	,	,	,	0
and	and	cc	and	and	0
made	made	vvd	made	make	0
a	a	dt	a	a	0
sad	sad	j	sad	sad	0
spectacle	spectacle	n1	spectacle	spectacle	0
to	to	p-acp	to	to	0
men	men	n2	men	man	0
.	.	.	.	.	1
Oh	Oh	uh	O	oh	0
then	then	av	then	then	0
I	I	pns11	I	i	0
pray	pray	vvb	pray	pray	0
precious	precious	j	precious	precious	0
souls	souls	n2	souls	soul	0
beware	beware	vvb	beware	beware	0
of	of	pp-f	of	of	0
sin	sin	n1	since	sin	0
!	!	!	!	!	1
Content	Content	j	Content	content	0
not	not	xx	not	not	0
your	your	po22	your	your	0
selves	selves	n2	selves	self	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
knowledge	knowledge	n1	knowledge	knowledge	0
of	of	pp-f	of	of	0
Gods	Gods	npg1	Gods	God	0
wayes	wayes	n2	ways	way	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
make	make	vvi	make	make	0
some	some	d	some	some	0
outward	outward	j	outward	outward	0
porfession	porfession	n1	porfession	porfession	0
;	;	;	;	;	0
that	that	cst	that	that	0
will	will	vmb	will	will	0
not	not	xx	not	not	0
go	go	vvi	go	go	0
through	through	p-acp	through	through	0
,	,	,	,	,	0
that	that	cst	that	that	0
will	will	vmb	will	will	0
not	not	xx	not	not	0
hold	hold	vvi	hold	hold	0
out	out	av	out	out	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
end	end	n1	end	end	0
,	,	,	,	,	0
and	and	cc	and	and	0
then	then	cs	then	than	0
you	you	pn22	you	you	0
will	will	vmb	will	will	0
not	not	xx	not	not	0
receive	receive	vvi	receive	receive	0
the	the	dt	the	the	0
crown	crown	n1	crown	crown	0
.	.	.	.	.	1
You	You	pn22	You	you	0
will	will	vmb	will	will	0
fall	fall	vvi	fallen	fall	0
short	short	j	short	short	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
desired	desired	j-vvn	desired	desire	0
haven	haven	n1	haven	haven	0
of	of	pp-f	of	of	0
rest	rest	n1	rest	rest	0
,	,	,	,	,	0
the	the	dt	the	the	0
salvation	salvation	n1	salvation	salvation	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
souls	souls	n2	souls	soul	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
end	end	n1	end	end	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
faith	faith	n1	faith	faith	0
,	,	,	,	,	0
1	1	crd	1	1	0
Pet.	Pet.	np1	Pet.	Pet.	1
1.9	1.9	crd	1.9	1.9	0
.	.	.	.	.	1
Rev.	Rev.	n1	Rev.	rev.	0
2.10	2.10	crd	2.10	2.10	0
.	.	.	.	.	1
2	2	crd	2	2	0
Tim.	Tim.	np1	Tim.	Tim.	0
7.8	7.8	crd	7.8	7.8	0
.	.	.	.	.	1
Therefore	Therefore	av	Therefore	therefore	0
take	take	vvb	take	take	0
our	our	po12	our	our	0
Saviours	Saviours	ng1	Saviours	saviour	0
counsel	counsel	n1	counsel	counsel	0
,	,	,	,	,	0
Mat.	Mat.	np1	Mat.	Mat	1
12.33	12.33	crd	12.33	12.33	0
.	.	.	.	.	1
Make	Make	n1	Make	make	0
the	the	dt	the	the	0
tree	tree	n1	tree	tree	0
good	good	j	good	good	0
,	,	,	,	,	0
look	look	vvb	look	look	0
at	at	p-acp	at	at	0
home	home	n1-an	home	home	0
into	into	p-acp	into	into	0
your	your	po22	your	your	0
hearts	hearts	n2	hearts	heart	0
,	,	,	,	,	0
and	and	cc	and	and	0
Purge	Purge	vvb	Purge	purge	0
away	away	av	away	away	0
all	all	d	all	all	0
your	your	po22	your	your	0
dross	dross	n1	dross	dross	0
purely	purely	av-j	purely	pure	0
,	,	,	,	,	0
and	and	cc	and	and	0
throw	throw	vvb	throw	throw	0
away	away	av	away	away	0
all	all	d	all	all	0
your	your	po22	your	your	0
Tin	Tin	n1	Tin	tin	0
,	,	,	,	,	0
Isa.	Isa.	np1	Isa.	Isa.	1
1.25	1.25	crd	1.25	1.25	0
.	.	.	.	.	0
for	for	p-acp	for	for	0
Saints	Saints	n2	Saints	saint	0
after	after	c-acp	after	after	0
they	they	pns32	they	they	0
come	come	vvb	come	come	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
Saints	Saints	n2	Saints	saint	0
,	,	,	,	,	0
have	have	vhb	have	have	0
much	much	d	much	much	0
dross	dross	n1	dross	dross	0
in	in	p-acp	in	in	0
them	them	pno32	them	they	0
left	left	vvd	left	leave	0
,	,	,	,	,	0
they	they	pns32	they	they	0
had	had	vhd	had	have	0
reed	reed	n1	reed	reed	0
alwayes	alwayes	av	always	always	0
be	be	vbi	be	be	0
washing	washing	vvg	washing	wash	0
and	and	cc	and	and	0
purging	purging	vvg	purging	purge	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
cleanse	cleanse	vvi	cleanse	cleanse	0
their	their	po32	their	their	0
hearts	hearts	n2	hearts	heart	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
purifie	purifie	vvi	purify	purify	0
their	their	po32	their	their	0
inward	inward	j	inward	inward	0
parts	parts	n2	parts	part	0
,	,	,	,	,	0
Jam.	Jam.	np1	Jam.	Jam.	1
4.8	4.8	crd	4.8	4.8	0
.	.	.	.	.	1
Isa.	Isa.	np1	Isa.	Isa.	0
1.17	1.17	crd	1.17	1.17	0
.	.	.	.	.	0
from	from	p-acp	from	from	0
an	an	dt	and	a	0
evil	evil	j-jn	evil	evil	0
conscience	conscience	n1	conscience	conscience	0
,	,	,	,	,	0
Hb.	Hb.	np1	Hb.	Hb.	0
10.22	10.22	crd	10.22	10.22	0
.	.	.	.	.	0
and	and	cc	and	and	0
it	it	pn31	it	it	0
from	from	p-acp	from	from	0
dead	dead	j	dead	dead	0
works	works	n2	works	work	0
,	,	,	,	,	0
Heb.	Heb.	np1	Heb.	Heb.	1
9.14	9.14	crd	9.14	9.14	0
.	.	.	.	.	0
and	and	cc	and	and	0
if	if	cs	if	if	0
you	you	pn22	you	you	0
so	so	av	so	so	0
do	do	vdi	do	do	0
,	,	,	,	,	0
then	then	cs	then	than	0
you	you	pn22	you	you	0
shall	shall	vmb	shall	shall	0
know	know	vvi	know	know	0
how	how	c-crq	how	how	0
to	to	pc-acp	to	to	0
possess	possess	vvi	possess	possess	0
your	your	po22	your	your	0
vessels	vessels	n2	vessels	vessel	0
in	in	p-acp	in	in	0
sanctification	sanctification	n1	sanctification	sanctification	0
and	and	cc	and	and	0
honour	honour	n1	honour	honour	0
,	,	,	,	,	0
1	1	crd	1	1	0
Thess.	Thess.	np1	Thess.	Thess.	1
4.4	4.4	crd	4.4	4.4	0
.	.	.	.	.	0
and	and	cc	and	and	0
be	be	vbb	be	be	0
meet	meet	j	meet	meet	0
san	san	zz	san	san	0
∣	∣	sy	∣	∣	0
ctified	ctified	vvn	ctified	ctify	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
masters	masters	ng1	master's	master	0
use	use	n1	use	use	0
,	,	,	,	,	0
prepared	prepared	vvn	prepared	prepare	0
unto	unto	p-acp	unto	unto	0
every	every	d	every	every	0
good	good	j	good	good	0
work	work	n1	work	work	0
,	,	,	,	,	0
2	2	crd	2	2	0
Tim.	Tim.	np1	Tim.	Tim.	1
2.21	2.21	crd	2.21	2.21	0
.	.	.	.	.	0
this	this	d	this	this	0
heart-work	heart-work	n1	heartwork	heartwork	0
,	,	,	,	,	0
this	this	d	this	this	0
home-work	home-work	n1	homework	homework	0
,	,	,	,	,	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
business	business	n1	business	business	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
wanted	wanted	vvn	wanted	want	0
,	,	,	,	,	0
and	and	cc	and	and	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
more	more	dc	more	more	0
wandered	wandered	vvn	wandered	wander	0
abroad	abroad	av	abroad	abroad	0
,	,	,	,	,	0
then	then	av	then	then	0
kept	kept	vvn	kept	keep	0
at	at	p-acp	at	at	0
home	home	av-an	home	home	0
:	:	:	:	:	0
therefore	therefore	av	therefore	therefore	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
first	first	ord	first	first	0
place	place	n1	place	place	0
sweep	sweep	vvi	sweep	sweep	0
all	all	d	all	all	0
clean	clean	j	clean	clean	0
at	at	p-acp	at	at	0
home	home	n1-an	home	home	0
before	before	p-acp	before	before	0
your	your	po22	your	your	0
own	own	d	own	own	0
doors	doors	n2	doors	door	0
,	,	,	,	,	0
set	set	vvb	set	set	0
all	all	d	all	all	0
things	things	n2	things	thing	0
right	right	av-jn	right	right	0
there	there	a-acp	there	there	0
,	,	,	,	,	0
or	or	cc	or	or	0
else	else	av	else	else	0
you	you	pn22	you	you	0
were	were	vbdr	were	be	0
even	even	av	even	even	0
as	as	p-acp	as	as	0
good	good	j	good	good	0
sit	sit	vvb	fit	sit	0
still	still	av	still	still	0
and	and	cc	and	and	0
do	do	vdb	do	do	0
nothing	nothing	pix	nothing	nothing	0
,	,	,	,	,	0
therefore	therefore	av	therefore	therefore	0
I	I	pns11	I	i	0
pray	pray	vvb	pray	pray	0
begin	begin	vvb	begin	begin	0
there	there	a-acp	there	there	0
first	first	ord	first	first	0
.	.	.	.	.	1
2.	2.	crd	2.	2.	1
Crush	Crush	vvb	Crush	crush	0
sin	sin	n1	since	sin	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
very	very	j	very	very	0
beginnings	beginnings	n2	beginnings	beginning	0
of	of	pp-f	of	of	0
it	it	pn31	it	it	0
,	,	,	,	,	0
when	when	c-crq	when	when	0
it	it	pn31	it	it	0
cometh	cometh	vvz	comes	come	0
but	but	p-acp	but	but	0
darting	darting	vvg	darting	dart	0
into	into	p-acp	into	into	0
thy	thy	po21	thy	thy	0
thoughts	thoughts	n2	thoughts	thought	0
,	,	,	,	,	0
for	for	c-acp	for	for	0
they	they	pns32	they	they	0
are	are	vbr	are	be	0
evil	evil	j-jn	evil	evil	0
continually	continually	av-j	continually	continual	0
,	,	,	,	,	0
Gen.	Gen.	np1	Gen.	Gen.	1
6.5	6.5	crd	6.5	6.5	0
.	.	.	.	.	0
suffer	suffer	vvb	suffer	suffer	0
it	it	pn31	it	it	0
not	not	xx	not	not	0
to	to	pc-acp	to	to	0
abide	abide	vvi	abide	abide	0
,	,	,	,	,	0
Jer.	Jer.	np1	Jer.	Jer.	1
4.14	4.14	crd	4.14	4.14	0
.	.	.	.	.	0
give	give	vvb	give	give	0
it	it	pn31	it	it	0
no	no	dx	no	no	0
space	space	n1	space	space	0
,	,	,	,	,	0
no	no	uh-dx	no	no	0
not	not	xx	not	not	0
a	a	dt	a	a	0
minute	minute	n1	minute	minute	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
withstand	withstand	vvb	withstand	withstand	0
it	it	pn31	it	it	0
,	,	,	,	,	0
when	when	c-crq	when	when	0
it	it	pn31	it	it	0
appears	appears	vvz	appears	appear	0
abstain	abstain	vvi	abstain	abstain	0
from	from	p-acp	from	from	0
it	it	pn31	it	it	0
,	,	,	,	,	0
for	for	c-acp	for	for	0
there	there	a-acp	there	there	0
doth	doth	vdz	does	do	0
evil	evil	j-jn	evil	evil	0
begin	begin	vvi	begin	begin	0
to	to	pc-acp	to	to	0
appear	appear	vvi	appear	appear	0
and	and	cc	and	and	0
take	take	vvi	take	take	0
place	place	n1	place	place	0
;	;	;	;	;	0
therefore	therefore	av	therefore	therefore	0
do	do	vdb	do	do	0
you	you	pn22	you	you	0
now	now	av	now	now	0
avoid	avoid	vvi	avoid	avoid	0
it	it	pn31	it	it	0
by	by	p-acp	by	by	0
all	all	d	all	all	0
means	means	n2	means	mean	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
all	all	d	all	all	0
seed	seed	n1	seed	seed	0
,	,	,	,	,	0
spare	spare	vvb	spare	spare	0
it	it	pn31	it	it	0
not	not	xx	not	not	0
,	,	,	,	,	0
1	1	crd	1	1	0
Thess.	Thess.	np1	Thess.	Thess.	1
5.22	5.22	crd	5.22	5.22	0
.	.	.	.	.	0
for	for	c-acp	for	for	0
if	if	cs	if	if	0
once	once	a-acp	once	once	0
your	your	po22	your	your	0
thoughts	thoughts	n2	thoughts	thought	0
give	give	vvb	give	give	0
but	but	p-acp	but	but	0
a	a	dt	a	a	0
little	little	j	little	little	0
harbor	harbor	n1	harbour	harbour	0
to	to	p-acp	to	to	0
its	its	po31	its	its	0
inticing	inticing	j-vvg	enticing	entice	0
,	,	,	,	,	0
you	you	pn22	you	you	0
are	are	vbr	are	be	0
by	by	p-acp	by	by	0
it	it	pn31	it	it	0
presently	presently	av-j	presently	present	0
deceived	deceived	vvn	deceived	deceive	0
and	and	cc	and	and	0
drawn	drawn	vvn	drawn	draw	0
aside	aside	av	aside	aside	0
;	;	;	;	;	0
and	and	cc	and	and	0
sin	sin	n1	since	sin	0
being	being	vbg	being	be	0
thus	thus	av	thus	thus	0
conceived	conceived	vvn	conceived	conceive	0
,	,	,	,	,	0
it	it	pn31	it	it	0
bringeth	bringeth	vvz	brings	bring	0
forth	forth	av	forth	forth	0
.	.	.	.	.	1
See	See	vvb	See	see	0
our	our	po12	our	our	0
first	first	ord	first	first	0
pa	pa	n1	pa	pa	0
∣	∣	sy	∣	∣	0
rents	rents	vvz	rends	rend	0
,	,	,	,	,	0
and	and	cc	and	and	0
in	in	p-acp	in	in	0
David	David	np1	David	David	0
,	,	,	,	,	0
2	2	crd	2	2	0
Sam.	Sam.	np1	Sam.	Sam	1
11.2	11.2	crd	11.2	11.2	0
.	.	.	.	.	0
comp	comp	zz	comp	comp	0
.	.	.	.	.	1
Gen.	Gen.	np1	Gen.	Gen.	0
3.5	3.5	crd	3.5	3.5	0
.	.	.	.	.	1
What	What	q-crq	What	what	0
sad	sad	j	sad	sad	0
work	work	n1	work	work	0
did	did	vdd	did	do	0
sin	sin	n1	since	sin	0
make	make	vvi	make	make	0
there	there	a-acp	there	there	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
if	if	cs	if	if	0
at	at	p-acp	at	at	0
first	first	ord	first	first	0
it	it	pn31	it	it	0
had	had	vhd	had	have	0
been	been	vbn	been	be	0
narrowly	narrowly	av-j	narrowly	narrow	0
looked	looked	vvn	looked	look	0
into	into	p-acp	into	into	0
,	,	,	,	,	0
had	had	vhd	had	have	0
been	been	vbn	been	be	0
prevented	prevented	vvn	prevented	prevent	0
,	,	,	,	,	0
and	and	cc	and	and	0
therefore	therefore	av	therefore	therefore	0
Job	Job	np1	Job	Job	0
,	,	,	,	,	0
he	he	pns31	he	he	0
will	will	vmb	will	will	0
make	make	vvi	make	make	0
