KIng	KIng	n1	KIng	king	0
our	our	po12	our	our	0
Reports	Reports	n2	Reports	report	0
&	&	cc	&	and	0
other	other	j-jn	other	other	0
books	books	n2	books	book	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
lawe	lawe	n1	law	law	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
most	most	av-ds	most	most	0
part	part	n1	part	part	0
,	,	,	,	,	0
are	are	vbr	are	be	0
not	not	xx	not	not	0
sett	sett	vvn	set	set	0
forth	forth	av	forth	forth	0
in	in	p-acp	in	in	0
English	English	jp	English	english	0
,	,	,	,	,	0
Latine	Latine	jp	Latin	latin	0
,	,	,	,	,	0
or	or	cc	or	or	0
the	the	dt	the	the	0
moderne	moderne	j	modern	modern	0
french	french	jp	french	french	0
,	,	,	,	,	0
for	for	c-acp	for	for	0
that	that	cst	that	that	0
the	the	dt	the	the	0
proper	proper	j	proper	proper	0
&	&	cc	&	and	0
peculiar	peculiar	j	peculiar	peculiar	0
phrase	phrase	n1	phrase	phrase	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
com	com	vvi	come	come	0
∣	∣	sy	∣	∣	0
mon	mon	fw-fr	mon	mon	0
lawe	lawe	n1	law	law	0
cannot	cannot	vmbx	cannot	can	0
bee	bee	vbi	be	be	0
so	so	av	so	so	0
well	well	av	well	well	0
exprest	exprest	vvn	expressed	express	0
,	,	,	,	,	0
nor	nor	ccx	nor	nor	0
any	any	d	any	any	0
case	case	n1	case	case	0
in	in	p-acp	in	in	0
lawe	lawe	n1	law	law	0
bee	bee	vbi	be	be	0
so	so	av	so	so	0
succinctly	succinctly	av-j	succinctly	succinct	0
,	,	,	,	,	0
sensibly	sensibly	av-j	sensibly	sensible	0
,	,	,	,	,	0
&	&	cc	&	and	0
whithall	whithall	av	whithall	whithall	0
so	so	av	so	so	0
fully	fully	av-j	fully	full	0
reported	reported	vvn	reported	report	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
speech	speech	n1	speech	speech	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
in	in	p-acp	in	in	0
deede	deede	n1	deed	deed	0
mixte	mixte	vvn	mixed	mix	0
&	&	cc	&	and	0
compounded	compounded	vvn	compounded	compound	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
these	these	d	these	these	0
three	three	crd	three	three	0
langua	langua	fw-la	langua	langua	0
∣	∣	sy	∣	∣	0
ges	ges	n1	ges	guess	0
.	.	.	.	.	1
Which	Which	r-crq	Which	which	0
reason	reason	n1	reason	reason	0
hath	hath	vhz	hath	have	0
not	not	xx	not	not	0
beene	beene	vbn	been	be	0
well	well	av	well	well	0
vnderstood	vnderstood	vvn	understood	understand	0
by	by	p-acp	by	by	0
those	those	d	those	those	0
,	,	,	,	,	0
who	who	q-crq	who	who	0
ob	ob	fw-la	ob	ob	0
∣	∣	sy	∣	∣	0
iect	iect	n1	iect	iect	0
it	it	pn31	it	it	0
as	as	p-acp	as	as	0
a	a	dt	a	a	0
fault	fault	n1	fault	fault	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Professors	Professors	n2	Professors	professor	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
lawe	lawe	n1	law	law	0
,	,	,	,	,	0
that	that	cst	that	that	0
,	,	,	,	,	0
forsooth	forsooth	uh	forsooth	forsooth	0
,	,	,	,	,	0
they	they	pns32	they	they	0
write	write	vvb	write	write	0
their	their	po32	their	their	0
Reports	Reports	n2	Reports	report	0
and	and	cc	and	and	0
bookes	bookes	n2	books	book	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
lawe	lawe	n1	law	law	0
in	in	p-acp	in	in	0
a	a	dt	a	a	0
straunge	straunge	j	strange	strange	0
vnknowne	vnknowne	j	unknown	unknown	0
tongue	tongue	n1	tongue	tongue	0
which	which	r-crq	which	which	0
none	none	pix	none	none	0
can	can	vmb	can	can	0
vnderstand	vnderstand	vvi	understand	understand	0
but	but	p-acp	but	but	0
themselues	themselues	px32	themselves	themselves	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
end	end	n1	end	end	0
,	,	,	,	,	0
that	that	cst	that	that	0
the	the	dt	the	the	0
peo	peo	fw-la	peo	peo	0
∣	∣	sy	∣	∣	0
ple	ple	n1	ple	ple	0
,	,	,	,	,	0
being	being	vbg	being	be	0
keept	keept	vvn	kept	keep	0
in	in	p-acp	in	in	0
ignorance	ignorance	n1	ignorance	ignorance	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
lawe	lawe	n1	law	law	0
,	,	,	,	,	0
may	may	vmb	may	may	0
the	the	dt	the	the	0
more	more	av-dc	more	more	0
admire	admire	vvi	admire	admire	0
their	their	po32	their	their	0
skill	skill	n1	skill	skill	0
&	&	cc	&	and	0
knowledge	knowledge	n1	knowledge	knowledge	0
,	,	,	,	,	0
&	&	cc	&	and	0
esteeme	esteeme	vvi	esteem	esteem	0
&	&	cc	&	and	0
value	value	vvi	valve	value	0
it	it	pn31	it	it	0
at	at	p-acp	at	at	0
a	a	dt	a	a	0
higher	higher	jc	higher	high	0
price	price	n1	price	price	0
.	.	.	.	.	1
As	As	p-acp	As	as	0
Ci	Ci	crd	Ci	ci	0
∣	∣	sy	∣	∣	0
cero	cero	fw-la	cero	cero	0
in	in	p-acp	in	in	0
his	his	po31	his	his	0
first	first	ord	first	first	0
booke	booke	n1	book	book	0
de	de	fw-fr	de	de	0
Oratore	Oratore	fw-la	Oratore	oratore	0
doth	doth	vdz	does	do	0
testifie	testifie	vvi	testify	testify	0
,	,	,	,	,	0
that	that	cst	that	that	0
the	the	dt	the	the	0
like	like	j	like	like	0
conceite	conceite	n1	conceit	conceit	0
was	was	vbds	was	be	0
held	held	vvn	held	hold	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
first	first	ord	first	first	0
Professors	Professors	n2	Professors	professor	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Ciuill	Ciuill	j	Civil	civil	0
lawe	lawe	n1	law	law	0
,	,	,	,	,	0
Quia	Quia	fw-la	Quia	quia	0
veteres	veteres	n2	veteres	vetere	0
illi	illi	fw-la	illi	illi	0
qui	qui	fw-la	qui	qui	0
huic	huic	fw-la	huic	huic	0
scientiae	scientiae	fw-la	scientiae	scientiae	0
praesuerunt	praesuerunt	fw-la	praesuerunt	praesuerunt	0
,	,	,	,	,	0
obtinendae	obtinendae	fw-la	obtinendae	obtinendae	0
atque	atque	fw-la	atque	atque	0
augendae	augendae	fw-la	augendae	augendae	0
potentiae	potentiae	fw-la	potentiae	potentiae	0
suae	suae	fw-la	suae	svae	0
causa	causa	fw-la	causa	causa	0
,	,	,	,	,	0
pervul	pervul	fw-la	pervul	pervul	0
∣	∣	sy	∣	∣	0
gari	gari	fw-la	gari	gari	0
artem	artem	fw-la	artem	artem	0
suam	suam	fw-la	suam	svam	0
nouerunt	nouerunt	fw-la	nouerunt	nouerunt	0
.	.	.	.	.	1
And	And	cc	And	and	0
Cesar	Cesar	np1	Cesar	Cesar	0
speaking	speaking	vvg	speaking	speak	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Druides	Druides	n2	Druids	druid	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
were	were	vbdr	were	be	0
Iudges	Iudges	n2	Judges	judge	0
,	,	,	,	,	0
and	and	cc	and	and	0
interpreters	interpreters	n2	interpreters	interpreter	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
lawe	lawe	n1	law	law	0
among	among	p-acp	among	among	0
the	the	dt	the	the	0
auncient	auncient	j-jn	ancient	ancient	0
Brittaines	Brittaines	np2	Brittaines	Briton	0
,	,	,	,	,	0
doth	doth	vdz	does	do	0
report	report	vvi	report	report	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
,	,	,	,	,	0
that	that	cst	that	that	0
though	though	cs	though	though	0
they	they	pns32	they	they	0
spent	spent	vvd	spent	spend	0
twenty	twenty	crd	twenty	twenty	0
yeares	yeares	n2	years	year	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
study	study	n1	study	study	0
of	of	pp-f	of	of	0
those	those	d	those	those	0
lawes	lawes	n2	laws	law	0
,	,	,	,	,	0
Non	Non	fw-fr	Non	non	0
existimabant	existimabant	fw-la	existimabant	existimabant	0
fas	fas	fw-la	fas	fas	0
esse	esse	fw-la	esse	esse	0
a	a	dt	a	a	0
literis	literis	fw-la	literis	literis	0
mandare	mandare	n1	mandare	mandare	0
.	.	.	.	.	1
But	But	p-acp	But	but	0
the	the	dt	the	the	0
weaknes	weaknes	n1	weakness	weakness	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
obiection	obiection	n1	objection	objection	0
against	against	p-acp	against	against	0
the	the	dt	the	the	0
Authors	Authors	n2	Authors	author	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
lawe	lawe	n1	law	law	0
bookes	bookes	n2	books	book	0
will	will	vmb	will	will	0
easily	easily	av-j	easily	easy	0
appeare	appeare	vvi	appear	appear	0
,	,	,	,	,	0
if	if	cs	if	if	0
wee	wee	pns12	we	we	0
consider	consider	vvb	consider	consider	0
how	how	c-crq	how	how	0
easie	easie	j	easy	easy	0
the	the	dt	the	the	0
Lawe	Lawe	n1	Law	law	0
french	french	jp	french	french	0
is	is	vbz	is	be	0
to	to	pc-acp	to	to	0
bee	bee	vbi	be	be	0
learned	learned	vvn	learned	learn	0
:	:	:	:	:	0
in	in	p-acp	in	in	0
somuch	somuch	av	somuch	somuch	0
that	that	cst	that	that	0
the	the	dt	the	the	0
meanest	meanest	js	meanest	mean	0
witt	witt	n1	wit	wit	0
that	that	cst	that	that	0
euer	euer	av	ever	ever	0
came	came	vvd	came	come	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
study	study	n1	study	study	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
lawe	lawe	n1	law	law	0
,	,	,	,	,	0
doth	doth	vdz	does	do	0
come	come	vvi	come	come	0
to	to	pc-acp	to	to	0
vnderstand	vnderstand	vvi	understand	understand	0
it	it	pn31	it	it	0
almost	almost	av	almost	almost	0
per	per	fw-la	per	per	0
∣	∣	sy	∣	∣	0
fectly	fectly	av-j	fectly	fect	0
within	within	p-acp	within	within	0
ten	ten	crd	ten	ten	0
dayes	dayes	n2	days	day	0
without	without	p-acp	without	without	0
a	a	dt	a	a	0
Reader	Reader	n1	Reader	reader	0
.	.	.	.	.	1
So	So	av	So	so	0
as	as	c-acp	as	as	0
wee	wee	pns12	we	we	0
doe	doe	vdb	do	do	0
not	not	xx	not	not	0
seale	seale	vvi	seal	seal	0
or	or	cc	or	or	0
locke	locke	vvi	lock	lock	0
vp	vp	a-acp	up	up	0
the	the	dt	the	the	0
mysteries	mysteries	n2	mysteries	mystery	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
lawe	lawe	n1	law	law	0
in	in	p-acp	in	in	0
Hieroglyphickes	Hieroglyphickes	n2	Hieroglyphics	hieroglyphic	0
,	,	,	,	,	0
or	or	cc	or	or	0
in	in	p-acp	in	in	0
a	a	dt	a	a	0
darke	darke	j	dark	dark	0
lan	lan	zz	lan	lan	0
∣	∣	sy	∣	∣	0
guage	guage	n1	guage	guage	0
that	that	cst	that	that	0
cannot	cannot	vmbx	cannot	can	0
bee	bee	vbi	be	be	0
vnderstood	vnderstood	vvn	understood	understand	0
:	:	:	:	:	0
But	But	cc-acp	But	but	0
wee	wee	pns12	we	we	0
expresse	expresse	vvb	express	express	0
the	the	dt	the	the	0
Cases	Cases	n2	Cases	case	0
,	,	,	,	,	0
ar	ar	vbr	are	be	0
∣	∣	sy	∣	∣	0
guments	guments	n2	guments	gument	0
,	,	,	,	,	0
&	&	cc	&	and	0
Iudgements	Iudgements	n2	Judgements	judgement	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
lawe	lawe	n1	law	law	0
in	in	p-acp	in	in	0
a	a	dt	a	a	0
forme	forme	n1	form	form	0
of	of	pp-f	of	of	0
speech	speech	n1	speech	speech	0
,	,	,	,	,	0
so	so	av	so	so	0
plaine	plaine	j	plain	plain	0
,	,	,	,	,	0
so	so	av	so	so	0
significant	significant	j	significant	significant	0
,	,	,	,	,	0
and	and	cc	and	and	0
in	in	p-acp	in	in	0
a	a	dt	a	a	0
tongue	tongue	n1	tongue	tongue	0
so	so	av	so	so	0
soone	soone	av	soon	soon	0
learned	learned	vvn	learned	learn	0
by	by	p-acp	by	by	0
any	any	d	any	any	0
man	man	n1	man	man	0
,	,	,	,	,	0
that	that	cst	that	that	0
can	can	vmb	can	can	0
speake	speake	vvi	speak	speak	0
English	English	jp	English	english	0
,	,	,	,	,	0
and	and	cc	and	and	0
vnderstand	vnderstand	vvi	understand	understand	0
Latine	Latine	jp	Latin	latin	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
I	I	pns11	I	i	0
dare	dare	vvb	dare	dare	0
say	say	vvi	say	say	0
,	,	,	,	,	0
there	there	pc-acp	there	there	0
is	is	vbz	is	be	0
no	no	dx	no	no	0
ra	ra	zz	ra	ra	0
∣	∣	sy	∣	∣	0
tionall	tionall	j	tionall	tionall	0
science	science	n1	science	science	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
world	world	n1	world	world	0
,	,	,	,	,	0
hauing	hauing	vhg	having	have	0
so	so	av	so	so	0
many	many	d	many	many	0
wordes	wordes	n2	words	word	0
&	&	cc	&	and	0
Tearmes	Tearmes	n2	Terms	term	0
of	of	pp-f	of	of	0
art	art	n1	art	art	0
and	and	cc	and	and	0
forme	forme	n1	form	form	0
,	,	,	,	,	0
that	that	cst	that	that	0
is	is	vbz	is	be	0
so	so	av	so	so	0
clearely	clearely	av-j	clearly	clear	0
deliuered	deliuered	vvn	delivered	deliver	0
in	in	p-acp	in	in	0
any	any	d	any	any	0
language	language	n1	language	language	0
.	.	.	.	.	1
And	And	cc	And	and	0
I	I	pns11	I	i	0
may	may	vmb	may	may	0
truely	truely	av-j	truly	true	0
say	say	vvi	say	say	0
withall	withall	av	withal	withal	0
,	,	,	,	,	0
that	that	cst	that	that	0
if	if	cs	if	if	0
the	the	dt	the	the	0
bookes	bookes	n2	books	book	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
lawe	lawe	n1	law	law	0
were	were	vbdr	were	be	0
all	all	d	all	all	0
translated	translated	vvn	translated	translate	0
into	into	p-acp	into	into	0
English	English	jp	English	english	0
,	,	,	,	,	0
they	they	pns32	they	they	0
would	would	vmd	would	will	0
not	not	xx	not	not	0
bee	bee	vbi	be	be	0
better	better	j	better	better	0
,	,	,	,	,	0
nay	nay	uh-x	nay	nay	0
,	,	,	,	,	0
they	they	pns32	they	they	0
would	would	vmd	would	will	0
not	not	xx	not	not	0
bee	bee	vbi	be	be	0
so	so	av	so	so	0
well	well	av	well	well	0
vnderstood	vnderstood	vvn	understood	understand	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
students	students	n2	students	student	0
thereof	thereof	av	thereof	thereof	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
proper	proper	j	proper	proper	0
&	&	cc	&	and	0
pecu	pecu	n1	pecu	pecu	0
∣	∣	sy	∣	∣	0
liar	liar	n1	liar	liar	0
language	language	n1	language	language	0
wherein	wherein	c-crq	wherein	wherein	0
they	they	pns32	they	they	0
are	are	vbr	are	be	0
now	now	av	now	now	0
written	written	vvn	written	write	0
.	.	.	.	.	1
And	And	cc	And	and	0
as	as	c-acp	as	as	0
this	this	d	this	this	0
obiection	obiection	n1	objection	objection	0
touching	touching	vvg	touching	touch	0
the	the	dt	the	the	0
speech	speech	n1	speech	speech	0
or	or	cc	or	or	0
language	language	n1	language	language	0
wherein	wherein	c-crq	wherein	wherein	0
our	our	po12	our	our	0
Reports	Reports	n2	Reports	report	0
are	are	vbr	are	be	0
penned	penned	vvn	penned	pen	0
doth	doth	vdz	does	do	0
arise	arise	vvi	arise	arise	0
out	out	av	out	out	0
of	of	pp-f	of	of	0
ignorance	ignorance	n1	ignorance	ignorance	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
cause	cause	n1	cause	cause	0
there	there	pc-acp	there	there	0
∣	∣	sy	∣	∣	0
of	of	pp-f	of	of	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
is	is	vbz	is	be	0
before	before	p-acp	before	before	0
declared	declared	vvn	declared	declare	0
,	,	,	,	,	0
so	so	av	so	so	0
are	are	vbr	are	be	0
there	there	a-acp	there	there	0
other	other	j-jn	other	other	0
vulgar	vulgar	j	vulgar	vulgar	0
imputations	imputations	n2	imputations	imputation	0
cast	cast	vvn	cast	cast	0
vp	vp	p-acp	up	up	0
∣	∣	sy	∣	∣	0
pon	pon	av	pon	pon	0
the	the	dt	the	the	0
lawe	lawe	n1	law	law	0
&	&	cc	&	and	0
lawiers	lawiers	n2	lawyers	lawyer	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
may	may	vmb	may	may	0
bee	bee	vbi	be	be	0
as	as	a-acp	as	as	0
easily	easily	av-j	easily	easy	0
cleared	cleared	vvn	cleared	clear	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
hauing	hauing	vhg	having	have	0
indeede	indeede	av	indeed	indeed	0
no	no	dx	no	no	0
other	other	j-jn	other	other	0
ground	ground	n1	ground	ground	0
but	but	p-acp	but	but	0
the	the	dt	the	the	0
meere	meere	j	mere	mere	0
misvnderstanding	misvnderstanding	n-vvg	misunderstanding	misunderstand	0
of	of	pp-f	of	of	0
such	such	d	such	such	0
as	as	c-acp	as	as	0
are	are	vbr	are	be	0
strangers	strangers	n2	strangers	stranger	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
profession	profession	n1	profession	profession	0
:	:	:	:	:	0
namely	namely	av	namely	namely	0
1.	1.	crd	1.	1.	0
that	that	d	that	that	0
there	there	pc-acp	there	there	0
is	is	vbz	is	be	0
much	much	d	much	much	0
vncer	vncer	n1	vncer	vncer	0
∣	∣	sy	∣	∣	0
teinty	teinty	n1	teinty	teinty	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
reasons	reasons	n2	reasons	reason	0
&	&	cc	&	and	0
Iudgements	Iudgements	n2	Judgements	judgement	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
lawe	lawe	n1	law	law	0
.	.	.	.	.	1
2.	2.	crd	2.	2.	0
that	that	d	that	that	0
there	there	pc-acp	there	there	0
are	are	vbr	are	be	0
ex	ex	fw-la	ex	ex	0
∣	∣	sy	∣	∣	0
treame	treame	n1	treame	treame	0
&	&	cc	&	and	0
vnnecessary	vnnecessary	j	unnecessary	unnecessary	0
delayes	delayes	n2	delays	delay	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
proceedings	proceedings	n2-vvg	proceedings	proceed	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
lawe	lawe	n1	law	law	0
..	..	..	..	..	0
that	that	cst	that	that	0
many	many	d	many	many	0
bad	bad	j	bad	bad	0
and	and	cc	and	and	0
dishonest	dishonest	j	dishonest	dishonest	0
causes	causes	n2	causes	cause	0
are	are	vbr	are	be	0
wittingly	wittingly	av-j	wittingly	witting	0
defended	defended	vvn	defended	defend	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
professors	professors	n2	professors	professor	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
lawe	lawe	n1	law	law	0
.	.	.	.	.	1
But	But	p-acp	But	but	0
Sapientia	Sapientia	fw-la	Sapientia	sapientia	0
iustificatur	iustificatur	fw-la	iustificatur	iustificatur	0
à	à	fw-fr	à	à	0
filijs	filijs	fw-la	filijs	filijs	0
suis	suis	fw-la	suis	suis	0
.	.	.	.	.	1
1	1	crd	1	1	0
Therefore	Therefore	av	Therefore	therefore	0
first	first	ord	first	first	0
touching	touching	vvg	touching	touch	0
the	the	dt	the	the	0
incerteinty	incerteinty	n1	incerteinty	incerteinty	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
lawe	lawe	n1	law	law	0
▪	▪	▪	▪	▪	0
Certeine	Certeine	j	Certain	certain	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
,	,	,	,	,	0
that	that	cst	that	that	0
lawe	lawe	n1	law	law	0
is	is	vbz	is	be	0
nothing	nothing	pix	nothing	nothing	0
but	but	p-acp	but	but	0
a	a	dt	a	a	0
rule	rule	n1	rule	rule	0
of	of	pp-f	of	of	0
reason	reason	n1	reason	reason	0
,	,	,	,	,	0
&	&	cc	&	and	0
humaine	humaine	j	human	human	0
reason	reason	n1	reason	reason	0
is	is	vbz	is	be	0
Les	Les	fw-fr	Les	le	0
∣	∣	sy	∣	∣	0
bia	bia	fw-la	bia	bia	0
regula	regula	fw-la	regula	regula	0
,	,	,	,	,	0
pliable	pliable	j	pliable	pliable	0
euery	euery	d	every	every	0
way	way	n1	way	way	0
,	,	,	,	,	0
or	or	cc	or	or	0
like	like	av-j	like	like	0
a	a	dt	a	a	0
cupp	cupp	n1	cup	cup	0
with	with	p-acp	with	with	0
two	two	crd	two	two	0
eares	eares	n2	ears	ear	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
the	the	dt	the	the	0
French	French	jp	French	french	0
proueb	proueb	n1	proueb	proueb	0
is	is	vbz	is	be	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
may	may	vmb	may	may	0
bee	bee	vbi	be	be	0
taken	taken	vvn	taken	take	0
vp	vp	a-acp	up	up	0
on	on	p-acp	on	on	0
either	either	d	either	either	0
side	side	n1	side	side	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
well	well	av	well	well	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
left	left	j	left	left	0
hand	hand	n1	hand	hand	0
as	as	c-acp	as	as	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
right	right	n-jn	right	right	0
:	:	:	:	:	0
so	so	av	so	so	0
as	as	c-acp	as	as	0
not	not	xx	not	not	0
onely	onely	av-j	only	only	0
the	the	dt	the	the	0
knowledge	knowledge	n1	knowledge	knowledge	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
lawe	lawe	n1	law	law	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
all	all	d	all	all	0
other	other	j-jn	other	other	0
rationall	rationall	j	rational	rational	0
sciences	sciences	n2	sciences	science	0
that	that	cst	that	that	0
are	are	vbr	are	be	0
subiect	subiect	j-jn	subject	subject	0
to	to	p-acp	to	to	0
Argu	Argu	np1	Argu	Argu	0
∣	∣	sy	∣	∣	0
ment	ment	vvd	meant	mean	0
&	&	cc	&	and	0
discourse	discourse	n1	discourse	discourse	0
,	,	,	,	,	0
must	must	vmb	must	must	0
needes	needes	av	needs	needs	0
bee	bee	vbi	be	be	0
subiect	subiect	j-jn	subject	subject	0
to	to	p-acp	to	to	0
vncerteinty	vncerteinty	n1	uncertainty	uncertainty	0
&	&	cc	&	and	0
to	to	p-acp	to	to	0
error	error	n1	error	error	0
:	:	:	:	:	0
&	&	cc	&	and	0
therefore	therefore	av	therefore	therefore	0
vppon	vppon	p-acp	upon	upon	0
Iudgements	Iudgements	n2	Judgements	judgement	0
giuen	giuen	vvn	given	give	0
in	in	p-acp	in	in	0
our	our	po12	our	our	0
Ordinary	Ordinary	j	Ordinary	ordinary	0
Courts	Courts	n2	Courts	court	0
of	of	pp-f	of	of	0
Iustice	Iustice	n1	Justice	justice	0
the	the	dt	the	the	0
lawe	lawe	n1	law	law	0
doth	doth	vdz	does	do	0
admitt	admitt	vvi	admit	admit	0
&	&	cc	&	and	0
allow	allow	vvi	allow	allow	0
writts	writts	n2	writs	writ	0
of	of	pp-f	of	of	0
error	error	n1	error	error	0
to	to	pc-acp	to	to	0
bee	bee	vbi	be	be	0
brought	brought	vvn	brought	bring	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
∣	∣	sy	∣	∣	0
out	out	av	out	out	0
any	any	d	any	any	0
touch	touch	n1	touch	touch	0
or	or	cc	or	or	0
dishonor	dishonor	vvi	dishonour	dishonour	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Iudges	Iudges	n2	Judges	judge	0
,	,	,	,	,	0
though	though	cs	though	though	0
there	there	a-acp	there	there	0
Iudgements	Iudgements	n2	Judgements	judgement	0
bee	bee	vbb	be	be	0
reuersed	reuersed	vvn	reversed	reverse	0
for	for	p-acp	for	for	0
error	error	n1	error	error	0
in	in	p-acp	in	in	0
point	point	n1	point	point	0
of	of	pp-f	of	of	0
lawe	lawe	n1	law	law	0
.	.	.	.	.	1
Howbeit	Howbeit	a-acp	Howbeit	howbeit	0
there	there	pc-acp	there	there	0
is	is	vbz	is	be	0
no	no	dx	no	no	0
art	art	n1	art	art	0
or	or	cc	or	or	0
science	science	n1	science	science	0
that	that	cst	that	that	0
standeth	standeth	vvz	stands	stand	0
vppon	vppon	p-acp	upon	upon	0
discourse	discourse	n1	discourse	discourse	0
of	of	pp-f	of	of	0
reason	reason	n1	reason	reason	0
,	,	,	,	,	0
that	that	cst	that	that	0
hath	hath	vhz	hath	have	0
her	her	po31	her	her	0
Rules	Rules	n2	Rules	rule	0
&	&	cc	&	and	0
Maximes	Maximes	n2	Maxims	maxim	0
so	so	av	so	so	0
certeine	certeine	j	certain	certain	0
&	&	cc	&	and	0
infallible	infallible	j	infallible	infallible	0
,	,	,	,	,	0
&	&	cc	&	and	0
so	so	av	so	so	0
little	little	j	little	little	0
subiect	subiect	n-jn	subject	subject	0
to	to	p-acp	to	to	0
diuers	diuers	j	diverse	diverse	0
interpretation	interpretation	n1	interpretation	interpretation	0
as	as	p-acp	as	as	0
the	the	dt	the	the	0
common	common	j	common	common	0
lawe	lawe	n1	law	law	0
of	of	pp-f	of	of	0
En	En	fw-fr	En	en	0
∣	∣	sy	∣	∣	0
gland	gland	n1	gland	gland	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
obserued	obserued	vvn	observed	observe	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
cheefe	cheefe	j-jn	chief	chief	0
Iustice	Iustice	n1	Justice	justice	0
Cooke	Cooke	n1	Cook	cook	0
in	in	p-acp	in	in	0
his	his	po31	his	his	0
Pre	Pre	fw-la	Pre	pre	0
∣	∣	sy	∣	∣	0
face	face	n1	face	face	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
second	second	ord	second	second	0
part	part	n1	part	part	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
Reports	Reports	n2	Reports	report	0
,	,	,	,	,	0
that	that	cst	that	that	0
in	in	p-acp	in	in	0
all	all	d	all	all	0
his	his	po31	his	his	0
time	time	n1	time	time	0
,	,	,	,	,	0
there	there	pc-acp	there	there	0
haue	haue	vhi	have	have	0
not	not	xx	not	not	0
beene	beene	vbn	been	be	0
moued	moued	vvn	moved	move	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Courts	Courts	n2	Courts	court	0
of	of	pp-f	of	of	0
Iustice	Iustice	n1	Justice	justice	0
in	in	p-acp	in	in	0
England	England	np1	England	England	0
,	,	,	,	,	0
two	two	crd	two	two	0
questons	questons	n2	questions	question	0
touching	touching	vvg	touching	touch	0
the	the	dt	the	the	0
right	right	n-jn	right	right	0
of	of	pp-f	of	of	0
discents	discents	n2	descents	descent	0
or	or	cc	or	or	0
escheats	escheats	n2	escheats	escheat	0
,	,	,	,	,	0
or	or	cc	or	or	0
the	the	dt	the	the	0
like	like	j	like	like	0
fundamentall	fundamentall	j	fundamental	fundamental	0
points	points	n2	points	point	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
common	common	j	common	common	0
lawe	lawe	n1	law	law	0
:	:	:	:	:	0
So	So	av	So	so	0
