BEcause	BEcause	p-acp	BEcause	because	0
selues	selues	n2	selves	self	0
giltlesse	giltlesse	j	guiltless	guiltless	0
,	,	,	,	,	0
vvheras	vvheras	cs	whereas	whereas	0
they	they	pns32	they	they	0
are	are	vbr	are	be	0
faulty	faulty	j	faulty	faulty	0
,	,	,	,	,	0
here	here	av	here	here	0
is	is	vbz	is	be	0
as	as	p-acp	as	as	0
much	much	av-d	much	much	0
sayde	sayde	vvn	said	say	0
for	for	p-acp	for	for	0
them	them	pno32	them	they	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
they	they	pns32	they	they	0
can	can	vmb	can	can	0
say	say	vvi	say	say	0
for	for	p-acp	for	for	0
them	them	pno32	them	they	0
∣	∣	sy	∣	∣	0
selues	selues	n2	selves	self	0
,	,	,	,	,	0
vvhich	vvhich	r-crq	which	which	0
are	are	vbr	are	be	0
vvordes	vvordes	n2	words	word	0
that	that	cst	that	that	0
deserue	deserue	vvb	deserve	deserve	0
poroofe	poroofe	n1	poroofe	poroofe	0
,	,	,	,	,	0
and	and	cc	and	and	0
a	a	dt	a	a	0
life	life	n1	life	life	0
that	that	cst	that	that	0
will	will	vmb	will	will	0
aske	aske	vvi	ask	ask	0
amendment	amendment	n1	amendment	amendment	0
:	:	:	:	:	0
for	for	p-acp	for	for	0
let	let	vvi	let	let	0
them	them	pno32	them	they	0
flatter	flatter	vvi	flatter	flatter	0
themselues	themselues	px32	themselves	themselves	0
as	as	p-acp	as	as	0
fayre	fayre	j	fair	fair	0
as	as	c-acp	as	as	0
they	they	pns32	they	they	0
can	can	vmb	can	can	0
,	,	,	,	,	0
and	and	cc	and	and	0
thinke	thinke	vvb	think	think	0
they	they	pns32	they	they	0
do	do	vdb	do	do	0
as	as	p-acp	as	as	0
much	much	d	much	much	0
as	as	c-acp	as	as	0
is	is	vbz	is	be	0
required	required	vvn	required	require	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
,	,	,	,	,	0
when	when	c-crq	when	when	0
they	they	pns32	they	they	0
haue	haue	vhb	have	have	0
got	got	vvn	god	get	0
ten	ten	crd	ten	ten	0
them	them	pno32	them	they	0
so	so	av	so	so	0
many	many	d	many	many	0
liuinges	liuinges	n2-vvg	livings	live	0
that	that	cst	that	that	0
they	they	pns32	they	they	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
called	called	vvn	called	call	0
of	of	pp-f	of	of	0
men	men	n2	men	man	0
Rabby	Rabby	n1	Rabby	rabbi	0
,	,	,	,	,	0
and	and	cc	and	and	0
haue	haue	vhb	have	have	0
fed	fed	vvn	fed	feed	0
themselues	themselues	px32	themselves	themselves	0
so	so	av	so	so	0
wel	wel	av	well	well	0
that	that	cst	that	that	0
their	their	po32	their	their	0
hearts	hearts	n2	hearts	heart	0
are	are	vbr	are	be	0
so	so	av	so	so	0
fatte	fatte	j	fat	fat	0
as	as	c-acp	as	as	0
Brawne	Brawne	n1	Brawn	brawn	0
,	,	,	,	,	0
yet	yet	av	yet	yet	0
if	if	cs	if	if	0
their	their	po32	their	their	0
lippes	lippes	n2	lips	lip	0
keepe	keepe	vvb	keep	keep	0
not	not	xx	not	not	0
knowledge	knowledge	n1	knowledge	knowledge	0
,	,	,	,	,	0
that	that	cst	that	that	0
the	the	dt	the	the	0
people	people	n1	people	people	0
may	may	vmb	may	may	0
se	se	vvi	see	see	0
the	the	dt	the	the	0
law	law	n1	law	law	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Lorde	Lorde	n1	Lord	lord	0
at	at	p-acp	at	at	0
their	their	po32	their	their	0
mouth	mouth	n1	mouth	mouth	0
,	,	,	,	,	0
Mal.	Mal.	np1	Mal.	Mal.	1
2.8	2.8	crd	2.8	2.8	0
.	.	.	.	.	0
they	they	pns32	they	they	0
haue	haue	vhb	have	have	0
bro	bro	fw-ge	bro	bro	0
∣	∣	sy	∣	∣	0
ken	ken	vvi	ken	ken	0
the	the	dt	the	the	0
couenant	couenant	n1	covenant	covenant	0
of	of	pp-f	of	of	0
Leui	Leui	np1	Leui	Leui	0
,	,	,	,	,	0
and	and	cc	and	and	0
caused	caused	vvd	caused	cause	0
many	many	d	many	many	0
to	to	pc-acp	to	to	0
fall	fall	vvi	fallen	fall	0
.	.	.	.	.	1
And	And	cc	And	and	0
let	let	vvb	let	let	0
not	not	xx	not	not	0
such	such	d	such	such	0
as	as	c-acp	as	as	0
can	can	vmb	can	can	0
say	say	vvi	say	say	0
something	something	pi	something	something	0
thinke	thinke	vvi	think	think	0
they	they	pns32	they	they	0
haue	haue	vhb	have	have	0
knowledge	knowledge	n1	knowledge	knowledge	0
ynough	ynough	av-d	enough	enough	0
to	to	pc-acp	to	to	0
serue	serue	vvi	serve	serve	0
all	all	d	all	all	0
men	men	n2	men	man	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
al	al	d	all	all	0
∣	∣	sy	∣	∣	0
though	though	cs	though	though	0
they	they	pns32	they	they	0
knowe	knowe	vvb	know	know	0
howe	howe	c-crq	how	how	0
to	to	pc-acp	to	to	0
gette	gette	vvi	get	get	0
them	them	pno32	them	they	0
many	many	d	many	many	0
li	li	wd	li	li	0
∣	∣	sy	∣	∣	0
uings	uings	n2-vvg	uings	uing	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
take	take	vvi	take	take	0
vpon	vpon	p-acp	upon	upon	0
them	them	pno32	them	they	0
the	the	dt	the	the	0
charge	charge	n1	charge	charge	0
of	of	pp-f	of	of	0
so	so	av	so	so	0
ma	ma	fw-fr	ma	ma	0
∣	∣	sy	∣	∣	0
ny	ny	av	nigh	nigh	0
soules	soules	n2	souls	soul	0
,	,	,	,	,	0
that	that	cst	that	that	0
for	for	p-acp	for	for	0
want	want	n1	want	want	0
of	of	pp-f	of	of	0
teaching	teaching	vvg	teaching	teach	0
,	,	,	,	,	0
some	some	d	some	some	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
must	must	vmb	must	must	0
needes	needes	av	needs	needs	0
goe	goe	vvi	go	go	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
diuell	diuell	n1	devil	devil	0
for	for	p-acp	for	for	0
their	their	po32	their	their	0
sinnes	sinnes	n2	sins	sin	0
,	,	,	,	,	0
they	they	pns32	they	they	0
shall	shall	vmb	shall	shall	0
one	one	crd	one	one	0
day	day	n1	day	day	0
be	be	vbb	be	be	0
founde	founde	vvn	found	find	0
negligent	negligent	j	negligent	negligent	0
shepheards	shepheards	n2	shepherds	shepherd	0
,	,	,	,	,	0
andEzek	andEzek	np1	andEzek	andEzek	0
.	.	.	.	.	1
3.18	3.18	crd	3.18	3.18	0
.	.	.	.	.	0
the	the	dt	the	the	0
bloud	bloud	n1	blood	blood	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
sheepe	sheepe	n1	sheep	sheep	0
will	will	vmb	will	will	0
be	be	vbi	be	be	0
required	required	vvn	required	require	0
at	at	p-acp	at	at	0
their	their	po32	their	their	0
handes	handes	n2	hands	hand	0
.	.	.	.	.	1
And	And	cc	And	and	0
because	because	c-acp	because	because	0
the	the	dt	the	the	0
ministerie	ministerie	n1	ministry	ministry	0
is	is	vbz	is	be	0
so	so	av	so	so	0
maymed	maymed	vvn	maimed	maim	0
that	that	cst	that	that	0
many	many	d	many	many	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
can	can	vmb	can	can	0
skarse	skarse	av-j	scarce	scarce	0
helpe	helpe	vvi	help	help	0
themselues	themselues	px32	themselves	themselves	0
,	,	,	,	,	0
and	and	cc	and	and	0
are	are	vbr	are	be	0
set	set	vvn	set	set	0
as	as	p-acp	as	as	0
candles	candles	n2	candles	candle	0
to	to	pc-acp	to	to	0
giue	giue	vvi	give	give	0
light	light	n1	light	light	0
vnto	vnto	p-acp	unto	unto	0
others	others	n2-jn	others	other	0
,	,	,	,	,	0
and	and	cc	and	and	0
yet	yet	av	yet	yet	0
themselues	themselues	px32	themselves	themselves	0
are	are	vbr	are	be	0
full	full	j	full	full	0
of	of	pp-f	of	of	0
darkenesse	darkenesse	n1	darkness	darkness	0
,	,	,	,	,	0
it	it	pn31	it	it	0
standeth	standeth	vvz	stands	stand	0
euery	euery	d	every	every	0
man	man	n1	man	man	0
vpon	vpon	p-acp	upon	upon	0
to	to	pc-acp	to	to	0
looke	looke	vvi	look	look	0
to	to	p-acp	to	to	0
himselfe	himselfe	px31	himself	himself	0
,	,	,	,	,	0
and	and	cc	and	and	0
not	not	xx	not	not	0
to	to	pc-acp	to	to	0
trust	trust	vvi	trust	trust	0
vn	vn	zz	vn	vn	0
∣	∣	sy	∣	∣	0
to	to	p-acp	to	to	0
suche	suche	d	such	such	0
as	as	c-acp	as	as	0
haue	haue	vhb	have	have	0
no	no	dx	no	no	0
helpe	helpe	n1	help	help	0
in	in	p-acp	in	in	0
them	them	pno32	them	they	0
.	.	.	.	.	1
Therefore	Therefore	av	Therefore	therefore	0
I	I	pns11	I	i	0
vvould	vvould	vmd	would	will	0
wishe	wishe	vvi	wish	wish	0
euery	euery	d	every	every	0
man	man	n1	man	man	0
that	that	cst	that	that	0
doth	doth	vdz	does	do	0
tender	tender	vvi	tender	tender	0
his	his	po31	his	his	0
owne	owne	d	own	own	0
saluation	saluation	n1	salvation	salvation	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
leaue	leaue	vvi	leave	leave	0
no	no	dx	no	no	0
meanes	meanes	n2	means	mean	0
vnsought	vnsought	j-vvn-u	unsought	seek	0
for	for	p-acp	for	for	0
,	,	,	,	,	0
that	that	cst	that	that	0
might	might	vmd	might	may	0
bring	bring	vvi	bring	bring	0
it	it	pn31	it	it	0
to	to	pc-acp	to	to	0
passe	passe	vvi	pass	pass	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
most	most	av-ds	most	most	0
carefull	carefull	j	careful	careful	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
same	same	d	same	same	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
that	that	d	that	that	0
which	which	r-crq	which	which	0
doth	doth	vdz	does	do	0
deserue	deserue	vvi	deserve	deserve	0
greatest	greatest	js	greatest	great	0
labor	labor	n1	labour	labour	0
,	,	,	,	,	0
if	if	cs	if	if	0
there	there	pc-acp	there	there	0
be	be	vbb	be	be	0
any	any	d	any	any	0
that	that	cst	that	that	0
will	will	vmb	will	will	0
say	say	vvi	say	say	0
they	they	pns32	they	they	0
would	would	vmd	would	will	0
willingly	willingly	av-j	willingly	willing	0
do	do	vdi	do	do	0
it	it	pn31	it	it	0
if	if	cs	if	if	0
they	they	pns32	they	they	0
knewe	knewe	vvd	knew	know	0
vvich	vvich	r-crq	which	which	0
vvay	vvay	n1	way	way	0
to	to	pc-acp	to	to	0
beginne	beginne	vvi	begin	begin	0
,	,	,	,	,	0
letIohn	letIohn	n1	letIohn	letiohn	0
.	.	.	.	.	1
5.39	5.39	crd	5.39	5.39	0
.	.	.	.	.	0
them	them	pns32	them	they	0
bring	bring	vvb	bring	bring	0
themselues	themselues	px32	themselves	themselves	0
acquainted	acquainted	vvn	acquainted	acquaint	0
vvith	vvith	p-acp	with	with	0
the	the	dt	the	the	0
vvorde	vvorde	n1	word	word	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
vvhich	vvhich	r-crq	which	which	0
is	is	vbz	is	be	0
able	able	j	able	able	0
to2	to2	n1	to2	to2	0
.	.	.	.	.	1
Tim.	Tim.	np1	Tim.	Tim.	0
3.16	3.16	crd	3.16	3.16	0
.	.	.	.	.	0
make	make	vvb	make	make	0
them	them	pno32	them	they	0
vvise	vvise	j	wise	wise	0
vnto	vnto	p-acp	unto	unto	0
sal	sal	fw-la	sal	sal	0
∣	∣	sy	∣	∣	0
uation	uation	n1	uation	uation	0
:	:	:	:	:	0
if	if	cs	if	if	0
they	they	pns32	they	they	0
vvill	vvill	vmb	will	will	0
say	say	vvi	say	say	0
their	their	po32	their	their	0
knowledge	knowledge	n1	knowledge	knowledge	0
is	is	vbz	is	be	0
smal	smal	j	small	small	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
scriptures	scriptures	n2	scriptures	scripture	0
are	are	vbr	are	be	0
hard	hard	j	hard	hard	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
vnderstoode	vnderstoode	vvd	understood	understand	0
,	,	,	,	,	0
let	let	vvb	let	let	0
them	them	pno32	them	they	0
seeke	seeke	vvi	seek	seek	0
,	,	,	,	,	0
diligently	diligently	av-j	diligently	diligent	0
,	,	,	,	,	0
Mat.	Mat.	np1	Mat.	Mat	1
7.7	7.7	crd	7.7	7.7	0
.	.	.	.	.	0
pray	pray	vvb	pray	pray	0
hartily	hartily	av-j	heartily	hearty	0
,	,	,	,	,	0
and	and	cc	and	and	0
knocke	knocke	vvi	knock	knock	0
hard	hard	av-j	hard	hard	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
Lorde	Lorde	n1	Lord	lord	0
vvill	vvill	vmb	will	will	0
open	open	vvi	open	open	0
the	the	dt	the	the	0
doore	doore	n1	door	door	0
of	of	pp-f	of	of	0
knowledge	knowledge	n1	knowledge	knowledge	0
vnto	vnto	p-acp	unto	unto	0
them	them	pno32	them	they	0
,	,	,	,	,	0
and	and	cc	and	and	0
giue	giue	vvi	give	give	0
them	them	pno32	them	they	0
right	right	vvi	right	right	0
hearts	hearts	n2	hearts	heart	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
good	good	j	good	good	0
vnder	vnder	p-acp	under	under	0
∣	∣	sy	∣	∣	0
standing	standing	vvg	standing	stand	0
,	,	,	,	,	0
if	if	cs	if	if	0
any	any	d	any	any	0
vvill	vvill	vmb	will	will	0
say	say	vvi	say	say	0
they	they	pns32	they	they	0
haue	haue	vhb	have	have	0
so	so	av	so	so	0
much	much	av-d	much	much	0
to	to	pc-acp	to	to	0
deale	deale	vvi	deal	deal	0
in	in	p-acp	in	in	0
worldly	worldly	j	worldly	worldly	0
affayres	affayres	n2	affairs	affair	0
,	,	,	,	,	0
that	that	cst	that	that	0
they	they	pns32	they	they	0
cannot	cannot	vmbx	cannot	can	0
spare	spare	vvi	spare	spare	0
one	one	crd	one	one	0
hour	hour	n1	hour	hour	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
day	day	n1	day	day	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
read	read	vvi	read	read	0
the	the	dt	the	the	0
vvord	vvord	n1	word	word	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
,	,	,	,	,	0
let	let	vvb	let	let	0
thē	thē	pno32	them	they	0
knovv	knovv	vvi	know	know	0
,	,	,	,	,	0
except	except	c-acp	except	except	0
all	all	d	all	all	0
their	their	po32	their	their	0
actions	actions	n2	actions	action	0
be	be	vbb	be	be	0
measured	measured	vvn	measured	measure	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
lyne	lyne	n1	line	line	0
of	of	pp-f	of	of	0
Gods	Gods	npg1	Gods	God	0
vvorde	vvorde	n1	word	word	0
,	,	,	,	,	0
their	their	po32	their	their	0
labor	labor	n1	labour	labour	0
is	is	vbz	is	be	0
lost	lost	vvn	lost	lose	0
,	,	,	,	,	0
their	their	po32	their	their	0
time	time	n1	time	time	0
ill	ill	av-jn	ill	ill	0
spent	spent	vvn	spent	spend	0
,	,	,	,	,	0
their	their	po32	their	their	0
hope	hope	n1	hope	hope	0
is	is	vbz	is	be	0
vaine	vaine	j	vain	vain	0
,	,	,	,	,	0
their	their	po32	their	their	0
vvroks	vvroks	n2	vvroks	vvrok	0
vnprofitable	vnprofitable	j	unprofitable	unprofitable	0
,	,	,	,	,	0
andDeut	andDeut	n1	andDeut	anddeut	0
.	.	.	.	.	1
28.17	28.17	crd	28.17	28.17	0
.	.	.	.	.	0
all	all	d	all	all	0
that	that	cst	that	that	0
they	they	pns32	they	they	0
take	take	vvb	take	take	0
in	in	p-acp	in	in	0
hande	hande	n1	hand	hand	0
accursed	accursed	j-vvn	accursed	accurse	0
:	:	:	:	:	0
if	if	cs	if	if	0
there	there	pc-acp	there	there	0
be	be	vbi	be	be	0
a	a	dt	a	a	0
∣	∣	sy	∣	∣	0
ny	ny	av	nigh	nigh	0
that	that	cst	that	that	0
thinke	thinke	vvb	think	think	0
themselues	themselues	px32	themselves	themselves	0
so	so	av	so	so	0
well	well	av	well	well	0
spedde	spedde	vvd	sped	speed	0
that	that	cst	that	that	0
they	they	pns32	they	they	0
need	need	vvb	need	need	0
no	no	av-dx	no	no	0
more	more	av-dc	more	more	0
teaching	teaching	vvg	teaching	teach	0
,	,	,	,	,	0
let	let	vvb	let	let	0
them	them	pno32	them	they	0
learn	learn	vvi	learn	learn	0
to	to	pc-acp	to	to	0
put	put	vvi	put	put	0
their	their	po32	their	their	0
knowledge	knowledge	n1	knowledge	knowledge	0
in	in	p-acp	in	in	0
practise	practise	n1	practice	practice	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
framing	framing	vvg	framing	frame	0
their	their	po32	their	their	0
liues	liues	n2	lives	life	0
accor	accor	n1	accor	accor	0
∣	∣	sy	∣	∣	0
ding	ding	uh	ding	ding	0
,	,	,	,	,	0
lest	lest	cs	lest	lest	0
when	when	c-crq	when	when	0
they	they	pns32	they	they	0
knowLuk	knowLuk	vvb	knowLuk	knowluk	0
.	.	.	.	.	1
12.56	12.56	crd	12.56	12.56	0
.	.	.	.	.	0
much	much	av-d	much	much	0
&	&	cc	&	and	0
doe	doe	vdi	do	do	0
little	little	j	little	little	0
,	,	,	,	,	0
their	their	po32	their	their	0
damnation	damnation	n1	damnation	damnation	0
be	be	vbb	be	be	0
the	the	dt	the	the	0
greater	greater	jc	greater	great	0
:	:	:	:	:	0
if	if	cs	if	if	0
there	there	pc-acp	there	there	0
be	be	vbb	be	be	0
any	any	d	any	any	0
that	that	cst	that	that	0
vvill	vvill	vmb	will	will	0
say	say	vvi	say	say	0
there	there	pc-acp	there	there	0
are	are	vbr	are	be	0
none	none	pix	none	none	0
so	so	av	so	so	0
vnwise	vnwise	j	unwise	unwise	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
do	do	vdi	do	do	0
that	that	d	that	that	0
which	which	r-crq	which	which	0
they	they	pns32	they	they	0
know	know	vvb	know	know	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
vnlawfull	vnlawfull	j	unlawful	unlawful	0
,	,	,	,	,	0
let	let	vvb	let	let	0
them	them	pno32	them	they	0
know	know	vvi	know	know	0
that	that	d	that	that	0
of	of	pp-f	of	of	0
that	that	d	that	that	0
number	number	n1	number	number	0
there	there	pc-acp	there	there	0
are	are	vbr	are	be	0
too	too	av	too	too	0
many	many	d	many	many	0
,	,	,	,	,	0
and	and	cc	and	and	0
although	although	cs	although	although	0
the	the	dt	the	the	0
most	most	av-ds	most	most	0
part	part	n1	part	part	0
must	must	vmb	must	must	0
of	of	pp-f	of	of	0
necessitie	necessitie	n1	necessity	necessity	0
confesse	confesse	vvb	confess	confess	0
that	that	cst	that	that	0
there	there	pc-acp	there	there	0
is	is	vbz	is	be	0
a	a	dt	a	a	0
God	God	n1	God	god	0
whom	whom	r-crq	whom	who	0
they	they	pns32	they	they	0
ought	ought	vmd	ought	ought	0
to	to	pc-acp	to	to	0
serue	serue	vvi	serve	serve	0
,	,	,	,	,	0
yet	yet	av	yet	yet	0
the	the	dt	the	the	0
diuell	diuell	n1	devil	devil	0
doth	doth	vdz	does	do	0
draw	draw	vvi	draw	draw	0
many	many	d	many	many	0
with	with	p-acp	with	with	0
great	great	j	great	great	0
force	force	n1	force	force	0
to	to	pc-acp	to	to	0
liue	liue	vvi	live	live	0
as	as	p-acp	as	as	0
those	those	d	those	those	0
that	that	cst	that	that	0
knovve	knovve	vvb	know	know	0
no	no	dx	no	no	0
God	God	n1	God	god	0
:	:	:	:	:	0
such	such	d	such	such	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
corruption	corruption	n1	corruption	corruption	0
of	of	pp-f	of	of	0
mans	mans	ng1	men	man	0
nature	nature	n1	nature	nature	0
and	and	cc	and	and	0
so	so	av	so	so	0
great	great	j	great	great	0
are	are	vbr	are	be	0
the	the	dt	the	the	0
assaultes	assaultes	n2	assaults	assault	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
enemie	enemie	n1	enemy	enemy	0
the	the	dt	the	the	0
diuell	diuell	n1	devil	devil	0
,	,	,	,	,	0
that	that	cst	that	that	0
vvhen	vvhen	c-crq	when	when	0
vve	vve	pns12	we	we	0
knovv	knovv	vvb	know	know	0
our	our	po12	our	our	0
duetie	duetie	n1	duty	duty	0
,	,	,	,	,	0
and	and	cc	and	and	0
see	see	vvi	see	see	0
the	the	dt	the	the	0
path	path	n1	path	path	0
way	way	n1	way	way	0
that	that	cst	that	that	0
will	will	vmb	will	will	0
lead	lead	vvi	led	lead	0
vs	vs	pno12	us	we	0
vnto	vnto	p-acp	unto	unto	0
eternall	eternall	j	eternal	eternal	0
lyfe	lyfe	n1	life	life	0
,	,	,	,	,	0
yet	yet	av	yet	yet	0
through	through	p-acp	through	through	0
the	the	dt	the	the	0
suggestions	suggestions	n2	suggestions	suggestion	0
of	of	pp-f	of	of	0
Satan	Satan	np1	Satan	Satan	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
deceitfulnesse	deceitfulnesse	n1	deceitfulness	deceitfulness	0
of	of	pp-f	of	of	0
sinne	sinne	n1	sin	sin	0
,	,	,	,	,	0
we	we	pns12	we	we	0
are	are	vbr	are	be	0
drawne	drawne	vvn	drawn	draw	0
to	to	pc-acp	to	to	0
tread	tread	vvi	tread	tread	0
the	the	dt	the	the	0
steps	steps	n2	steps	step	0
of	of	pp-f	of	of	0
death	death	n1	death	death	0
and	and	cc	and	and	0
euerlasting	euerlasting	j	everlasting	everlasting	0
destruction	destruction	n1	destruction	destruction	0
.	.	.	.	.	1
And	And	cc	And	and	0
some	some	d	some	some	0
there	there	pc-acp	there	there	0
be	be	vbi	be	be	0
to	to	p-acp	to	to	0
ex	ex	fw-la	ex	ex	0
∣	∣	sy	∣	∣	0
cuse	cuse	n1	cuse	cuse	0
this	this	d	this	this	0
their	their	po32	their	their	0
fooly	fooly	j	fooly	fooly	0
,	,	,	,	,	0
will	will	vmb	will	will	0
defende	defende	vvi	defend	defend	0
their	their	po32	their	their	0
life	life	n1	life	life	0
,	,	,	,	,	0
though	though	cs	though	though	0
neuer	neuer	av-x	never	never	0
so	so	av	so	so	0
vile	vile	j	vile	vile	0
:	:	:	:	:	0
and	and	cc	and	and	0
that	that	cst	that	that	0
they	they	pns32	they	they	0
may	may	vmb	may	may	0
haue	haue	vhi	have	have	0
the	the	dt	the	the	0
bridle	bridle	n1	bridle	bridle	0
of	of	pp-f	of	of	0
licentiousnesse	licentiousnesse	n1	licentiousness	licentiousness	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
tunne	tunne	n1	tun	ton	0
at	at	p-acp	at	at	0
ran	ran	vvd	ran	run	0
done	done	vdi	done	do	0
,	,	,	,	,	0
though	though	cs	though	though	0
against	against	p-acp	against	against	0
their	their	po32	their	their	0
consciences	consciences	n2	consciences	conscience	0
,	,	,	,	,	0
they	they	pns32	they	they	0
will	will	vmb	will	will	0
not	not	xx	not	not	0
spare	spare	vvi	spare	spare	0
to	to	pc-acp	to	to	0
call	call	vvi	call	call	0
euill	euill	n-jn	evil	evil	0
good	good	j	good	good	0
,	,	,	,	,	0
and	and	cc	and	and	0
good	good	j	good	good	0
euill	euill	n-jn	evil	evil	0
,	,	,	,	,	0
darknesse	darknesse	n1	darkness	darkness	0
light	light	n1	light	light	0
,	,	,	,	,	0
and	and	cc	and	and	0
light	light	vvi	light	light	0
dark	dark	j	dark	dark	0
∣	∣	sy	∣	∣	0
nes	nes	zz	nes	nes	0
,	,	,	,	,	0
they	they	pns32	they	they	0
that	that	cst	that	that	0
may	may	vmb	may	may	0
make	make	vvi	make	make	0
a	a	dt	a	a	0
faire	faire	j	fair	fair	0
shew	shew	n1	show	show	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
worlde	worlde	n1	world	world	0
,	,	,	,	,	0
and	and	cc	and	and	0
regard	regard	vvb	regard	regard	0
not	not	xx	not	not	0
at	at	p-acp	at	at	0
all	all	d	all	all	0
how	how	c-crq	how	how	0
manifestly	manifestly	av-j	manifestly	manifest	0
they	they	pns32	they	they	0
lye	lye	vvb	lie	lie	0
before	before	p-acp	before	before	0
the	the	dt	the	the	0
face	face	n1	face	face	0
of	of	pp-f	of	of	0
almighty	almighty	j-jn	almighty	almighty	0
God	God	np1	God	God	0
:	:	:	:	:	0
this	this	d	this	this	0
fault	fault	n1	fault	fault	0
vvas	vvas	vbds	was	be	0
found	found	vvn	found	find	0
inAct	inAct	vvi	enact	enact	0
.	.	.	.	.	1
5.4	5.4	crd	5.4	5.4	0
.	.	.	.	.	1
Ananias	Ananias	np1	Ananias	Ananias	0
Saphira	Saphira	np1	Saphira	Saphira	0
his	his	po31	his	his	0
vvife	vvife	n1	wife	wife	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
vvhich	vvhich	r-crq	which	which	0
they	they	pns32	they	they	0
both	both	d	both	both	0
lost	lost	vvd	lost	lose	0
their	their	po32	their	their	0
liues	liues	n2	lives	life	0
:	:	:	:	:	0
and	and	cc	and	and	0
this	this	d	this	this	0
vvickednesse	vvickednesse	n1	wickedness	wickedness	0
doth	doth	vdz	does	do	0
still	still	av	still	still	0
remain	remain	vvi	remain	remain	0
amongst	amongst	p-acp	among	among	0
vs	vs	pno12	us	we	0
,	,	,	,	,	0
although	although	cs	although	although	0
the	the	dt	the	the	0
punishment	punishment	n1	punishment	punishment	0
be	be	vbb	be	be	0
not	not	xx	not	not	0
so	so	av	so	so	0
euidently	euidently	av-j	evidently	evident	0
seene	seene	vvn	seen	see	0
:	:	:	:	:	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
number	number	n1	number	number	0
are	are	vbr	are	be	0
so	so	av	so	so	0
many	many	av-d	many	many	0
as	as	c-acp	as	as	0
know	know	vvb	know	know	0
their	their	po32	their	their	0
dutie	dutie	n1	duty	duty	0
and	and	cc	and	and	0
lead	lead	vvi	led	lead	0
a	a	dt	a	a	0
life	life	n1	life	life	0
cleane	cleane	av-j	clean	clean	0
contrary	contrary	j-jn	contrary	contrary	0
,	,	,	,	,	0
that	that	cst	that	that	0
knovv	knovv	vvb	know	know	0
lying	lying	vvg	lying	lie	0
to	to	pc-acp	to	to	0
bee	bee	vbi	be	be	0
a	a	dt	a	a	0
faulte	faulte	n1	fault	fault	0
,	,	,	,	,	0
and	and	cc	and	and	0
yet	yet	av	yet	yet	0
vvill	vvill	vmb	will	will	0
not	not	xx	not	not	0
sticke	sticke	vvi	stick	stick	0
to	to	pc-acp	to	to	0
lye	lye	vvi	lie	lie	0
for	for	p-acp	for	for	0
aduantage	aduantage	n1	advantage	advantage	0
:	:	:	:	:	0
that	that	d	that	that	0
knovv	knovv	vvb	know	know	0
it	it	pn31	it	it	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
sinne	sinne	n1	sin	sin	0
to	to	pc-acp	to	to	0
sweare	sweare	vvi	swear	swear	0
,	,	,	,	,	0
and	and	cc	and	and	0
yet	yet	av	yet	yet	0
haue	haue	vhb	have	have	0
their	their	po32	their	their	0
mouthes	mouthes	n2	mouths	mouth	0
full	full	j	full	full	0
of	of	pp-f	of	of	0
vayne	vayne	j	vain	vain	0
othes	othes	n2	oaths	oath	0
;	;	;	;	;	0
that	that	cst	that	that	0
know	know	vvb	know	know	0
adultery	adultery	n1	adultery	adultery	0
to	to	pc-acp	to	to	0
