NOBLES	NOBLES	np1	NOBLES	Nobles	0
:	:	:	:	:	0
and	and	cc	and	and	0
yet	yet	av	yet	yet	0
into	into	p-acp	into	into	0
this	this	d	this	this	0
quartering	quartering	j-vvg	quartering	quarter	0
(	(	(	(	(	0
being	being	vbg	being	be	0
a	a	dt	a	a	0
very	very	j	very	very	0
foun	foun	n1	foum	foum	0
∣	∣	sy	∣	∣	0
taine	taine	zz	taine	taine	0
of	of	pp-f	of	of	0
errors	errors	n2	errors	error	0
)	)	)	)	)	0
many	many	d	many	many	0
both	both	d	both	both	0
Noble	Noble	j	Noble	noble	0
men	men	n2	men	man	0
and	and	cc	and	and	0
Gentlemen	Gentlemen	n2	Gentlemen	gentleman	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
officers	officers	n2	officers	officer	0
of	of	pp-f	of	of	0
Armes	Armes	n2	Arms	arm	0
themselues	themselues	px32	themselves	themselves	0
,	,	,	,	,	0
do	do	vdb	do	do	0
oftentimes	oftentimes	av	oftentimes	oftentimes	0
very	very	av	very	very	0
rashly	rashly	av-j	rashly	rash	0
enter	enter	vvi	enter	enter	0
.	.	.	.	.	1
It	It	pn31	It	it	0
is	is	vbz	is	be	0
not	not	xx	not	not	0
long	long	av-j	long	long	0
sithence	sithence	a-acp	since	sithence	0
there	there	pc-acp	there	there	0
died	died	vvd	died	die	0
a	a	dt	a	a	0
knight	knight	n1	knight	knight	0
in	in	p-acp	in	in	0
Staffordshire	Staffordshire	np1	Staffordshire	Staffordshire	0
of	of	pp-f	of	of	0
good	good	j	good	good	0
ac	ac	fw-la	ac	ac	0
∣	∣	sy	∣	∣	0
count	count	n1	count	count	0
,	,	,	,	,	0
and	and	cc	and	and	0
(	(	(	(	(	0
in	in	p-acp	in	in	0
his	his	po31	his	his	0
life	life	n1	life	life	0
time	time	n1	time	time	0
)	)	)	)	)	0
was	was	vbds	was	be	0
a	a	dt	a	a	0
deputie	deputie	n1	deputy	deputy	0
Lieuetenant	Lieuetenant	n1	Lieutenant	lieutenant	0
there	there	a-acp	there	there	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
doe	doe	vdi	do	do	0
his	his	po31	his	his	0
obsequie	obsequie	n1	obsequy	obsequy	0
came	came	vvd	came	come	0
an	an	dt	and	a	0
officer	officer	n1	officer	officer	0
of	of	pp-f	of	of	0
Armes	Armes	n2	Arms	arm	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
compiled	compiled	vvd	compiled	compile	0
for	for	p-acp	for	for	0
him	him	pno31	him	he	0
nine	nine	crd	nine	nine	0
seuerall	seuerall	j	several	several	0
marks	marks	n2	marks	mark	0
all	all	d	all	all	0
in	in	p-acp	in	in	0
one	one	crd	one	one	0
Escuchion	Escuchion	n1	Escutcheon	escutcheon	0
,	,	,	,	,	0
and	and	cc	and	and	0
yet	yet	av	yet	yet	0
neuer	neuer	av-x	never	never	0
a	a	dt	a	a	0
one	one	crd	one	one	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
(	(	(	(	(	0
as	as	c-acp	as	as	0
they	they	pns32	they	they	0
were	were	vbdr	were	be	0
there	there	pc-acp	there	there	0
set	set	vvi	set	set	0
foorth	foorth	av	forth	forth	0
)	)	)	)	)	0
to	to	p-acp	to	to	0
him	him	pno31	him	he	0
belonging	belonging	vvg	belonging	belong	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
his	his	po31	his	his	0
owne	owne	d	own	own	0
of	of	pp-f	of	of	0
name	name	n1	name	name	0
.	.	.	.	.	1
And	And	cc	And	and	0
as	as	c-acp	as	as	0
I	I	pns11	I	i	0
haue	haue	vhb	have	have	0
giuen	giuen	vvn	given	give	0
you	you	pn22	you	you	0
this	this	d	this	this	0
one	one	pi	one	one	0
for	for	p-acp	for	for	0
an	an	dt	and	a	0
instance	instance	n1	instance	instance	0
,	,	,	,	,	0
so	so	av	so	so	0
almost	almost	av	almost	almost	0
can	can	vmb	can	can	0
a	a	dt	a	a	0
man	man	n1	man	man	0
come	come	vvb	come	come	0
into	into	p-acp	into	into	0
no	no	dx	no	no	0
towne	towne	n1	town	town	0
of	of	pp-f	of	of	0
any	any	d	any	any	0
account	account	n1	account	account	0
,	,	,	,	,	0
nor	nor	ccx	nor	nor	0
almost	almost	av	almost	almost	0
into	into	p-acp	into	into	0
any	any	d	any	any	0
Church	Church	n1	Church	church	0
or	or	cc	or	or	0
house	house	n1	house	house	0
of	of	pp-f	of	of	0
Noble	Noble	j	Noble	noble	0
man	man	n1	man	man	0
or	or	cc	or	or	0
Gentleman	Gentleman	n1	Gentleman	gentleman	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
he	he	pns31	he	he	0
shall	shall	vmb	shall	shall	0
find	find	vvi	find	find	0
errors	errors	n2	errors	error	0
,	,	,	,	,	0
so	so	av	so	so	0
that	that	cst	that	that	0
the	the	dt	the	the	0
numbers	numbers	n2	numbers	number	0
thereof	thereof	av	thereof	thereof	0
be	be	vbb	be	be	0
infinite	infinite	j	infinite	infinite	0
:	:	:	:	:	0
It	It	pn31	It	it	0
were	were	vbdr	were	be	0
therefore	therefore	av	therefore	therefore	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
wished	wished	vvn	wished	wish	0
that	that	cst	that	that	0
this	this	d	this	this	0
matter	matter	n1	matter	matter	0
of	of	pp-f	of	of	0
quartering	quartering	j-vvg	quartering	quarter	0
should	should	vmd	should	shall	0
be	be	vbi	be	be	0
reformed	reformed	vvn	reformed	reform	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
well	well	av	well	well	0
for	for	c-acp	for	for	0
the	the	dt	the	the	0
vntruths	vntruths	n2	untruths	untruth	0
therein	therein	av	therein	therein	0
committed	committed	vvn	committed	commit	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
titles	titles	n2	titles	title	0
that	that	cst	that	that	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
brought	brought	vvn	brought	bring	0
in	in	p-acp	in	in	0
question	question	n1	question	question	0
thereby	thereby	av	thereby	thereby	0
to	to	p-acp	to	to	0
lands	lands	n2	lands	land	0
and	and	cc	and	and	0
Heritages	Heritages	ng1	Heritages	heritage	0
:	:	:	:	:	0
And	And	cc	And	and	0
as	as	a-acp	as	as	0
be	be	vbb	be	be	0
∣	∣	sy	∣	∣	0
ing	ing	zz	ing	ing	0
one	one	crd	one	one	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
chiefest	chiefest	js-jn	chiefest	chief	0
things	things	n2	things	thing	0
that	that	cst	that	that	0
bringeth	bringeth	vvz	brings	bring	0
the	the	dt	the	the	0
honor	honor	n1	honour	honour	0
of	of	pp-f	of	of	0
Armory	Armory	n1	Armoury	armoury	0
into	into	p-acp	into	into	0
disgrace	disgrace	n1	disgrace	disgrace	0
:	:	:	:	:	0
for	for	c-acp	for	for	0
not	not	xx	not	not	0
long	long	av-j	long	long	0
agoe	agoe	av	ago	ago	0
heard	heard	vvd	herd	hear	0
I	I	pns11	I	i	0
one	one	crd	one	one	0
speake	speake	vvb	speak	speak	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
maner	maner	n1	manner	manner	0
,	,	,	,	,	0
did	did	vdd	did	do	0
I	I	pns11	I	i	0
not	not	xx	not	not	0
(	(	(	(	(	0
quoth	quoth	vvd	quoth	quoth	0
he	he	pns31	he	he	0
)	)	)	)	)	0
know	know	vvb	know	know	0
the	the	dt	the	the	0
grandfather	grandfather	n1	grandfather	grandfather	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
man	man	n1	man	man	0
(	(	(	(	(	0
speaking	speaking	vvg	speaking	speak	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
owner	owner	n1	owner	owner	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
scuchion	scuchion	n1	scuchion	scuchion	0
wherein	wherein	c-crq	wherein	wherein	0
were	were	vbdr	were	be	0
quartered	quartered	vvn	quartered	quarter	0
many	many	d	many	many	0
marks	marks	n2	marks	mark	0
)	)	)	)	)	0
to	to	pc-acp	to	to	0
purchase	purchase	vvi	purchase	purchase	0
by	by	p-acp	by	by	0
plaine	plaine	j	plain	plain	0
patent	patent	n1	patent	patent	0
(	(	(	(	(	0
although	although	cs	although	although	0
he	he	pns31	he	he	0
neuer	neuer	av-x	never	never	0
were	were	vbdr	were	be	0
man	man	n1	man	man	0
at	at	p-acp	at	at	0
Armes	Armes	n2	Arms	arm	0
)	)	)	)	)	0
both	both	d	both	both	0
his	his	po31	his	his	0
coate	coate	n1	coat	coat	0
and	and	cc	and	and	0
crest	crest	n1	crest	crest	0
within	within	p-acp	within	within	0
these	these	d	these	these	0
fortie	fortie	crd	fortie	forty	0
yeers	yeers	n2	years	year	0
,	,	,	,	,	0
and	and	cc	and	and	0
how	how	q-crq	how	how	0
comes	comes	vvz	comes	come	0
it	it	pn31	it	it	0
now	now	av	now	now	0
to	to	pc-acp	to	to	0
passe	passe	vvi	pass	pass	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
see	see	vvb	see	see	0
his	his	po31	his	his	0
nephew	nephew	n1	nephew	nephew	0
inuested	inuested	vvn	invested	invest	0
in	in	p-acp	in	in	0
all	all	d	all	all	0
this	this	d	this	this	0
Armorie	Armorie	n1	Armory	armoury	0
?	?	?	?	?	1
(	(	(	(	(	0
numbring	numbring	vvg	numbering	number	0
many	many	d	many	many	0
and	and	cc	and	and	0
diuers	diuers	j	diverse	diverse	0
seuerall	seuerall	j	several	several	0
deuices	deuices	n2	devices	device	0
all	all	d	all	all	0
in	in	p-acp	in	in	0
one	one	crd	one	one	0
shield	shield	n1	shield	shield	0
by	by	p-acp	by	by	0
way	way	n1	way	way	0
of	of	pp-f	of	of	0
quartering	quartering	j-vvg	quartering	quarter	0
)	)	)	)	)	0
this	this	d	this	this	0
being	being	vbg	being	be	0
a	a	dt	a	a	0
very	very	j	very	very	0
mockerie	mockerie	n1	mockery	mockery	0
to	to	pc-acp	to	to	0
see	see	vvi	see	see	0
a	a	dt	a	a	0
man	man	n1	man	man	0
of	of	pp-f	of	of	0
no	no	dx	no	no	0
valure	valure	n1	valour	valour	0
or	or	cc	or	or	0
estimation	estimation	n1	estimation	estimation	0
in	in	p-acp	in	in	0
warlike	warlike	j	warlike	warlike	0
affaires	affaires	n2	affairs	affair	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
paternall	paternall	j	paternal	paternal	0
Ances	Ances	n2	Ances	ance	0
∣	∣	sy	∣	∣	0
tors	tors	n2	tors	tor	0
of	of	pp-f	of	of	0
whom	whom	r-crq	whom	who	0
(	(	(	(	(	0
for	for	c-acp	for	for	0
ought	ought	pi	ought	aught	0
that	that	cst	that	that	0
can	can	vmb	can	can	0
be	be	vbi	be	be	0
prooued	prooued	vvn	proved	prove	0
)	)	)	)	)	0
were	were	vbdr	were	be	0
not	not	xx	not	not	0
in	in	p-acp	in	in	0
any	any	d	any	any	0
late	late	j	late	late	0
age	age	n1	age	age	0
welders	welders	n2	welders	welder	0
of	of	pp-f	of	of	0
Armes	Armes	n2	Arms	arm	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
entrude	entrude	vvi	entrude	intrude	0
themselues	themselues	px32	themselves	themselves	0
into	into	p-acp	into	into	0
so	so	av	so	so	0
many	many	d	many	many	0
badges	badges	n2	badges	badge	0
of	of	pp-f	of	of	0
Armorie	Armorie	n1	Armory	armoury	0
is	is	vbz	is	be	0
not	not	xx	not	not	0
the	the	dt	the	the	0
least	least	ds	least	least	0
matter	matter	n1	matter	matter	0
to	to	pc-acp	to	to	0
bring	bring	vvi	bring	bring	0
into	into	p-acp	into	into	0
contempt	contempt	n1	contempt	contempt	0
an	an	dt	and	a	0
order	order	n1	order	order	0
so	so	av	so	so	0
honorable	honorable	j	honourable	honourable	0
and	and	cc	and	and	0
necessarie	necessarie	j	necessary	necessary	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
the	the	dt	the	the	0
bearing	bearing	n-vvg	bearing	bear	0
of	of	pp-f	of	of	0
Armes	Armes	n2	Arms	arm	0
is	is	vbz	is	be	0
.	.	.	.	.	1
Another	Another	j-jn	Another	another	0
matter	matter	n1	matter	matter	0
that	that	cst	that	that	0
to	to	p-acp	to	to	0
my	my	po11	my	my	0
vnderstanding	vnderstanding	n1	understanding	understanding	0
is	is	vbz	is	be	0
also	also	av	also	also	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
refor	refor	j	refor	refor	0
∣	∣	sy	∣	∣	0
med	med	fw-mi	med	med	0
,	,	,	,	,	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
maner	maner	n1	manner	manner	0
of	of	pp-f	of	of	0
differings	differings	n2	differings	differing	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
are	are	vbr	are	be	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
yoonger	yoonger	jc	younger	young	0
brothers	brothers	n2	brother's	brother	0
and	and	cc	and	and	0
their	their	po32	their	their	0
posterities	posterities	n2	posterities	posterity	0
laid	laid	vvn	laid	lay	0
vpon	vpon	p-acp	upon	upon	0
their	their	po32	their	their	0
marks	marks	n2	marks	mark	0
,	,	,	,	,	0
being	being	vbg	being	be	0
cressants	cressants	n2	cressants	cressant	0
,	,	,	,	,	0
mol	mol	fw-mi	mol	mol	0
∣	∣	sy	∣	∣	0
lets	lets	vvb|pno12	lets	let|we	0
,	,	,	,	,	0
&c.	&c.	av	etc.	etc	0
and	and	cc	and	and	0
that	that	cst	that	that	0
such	such	d	such	such	0
little	little	j	little	little	0
ones	ones	pi2	ones	one	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
that	that	cst	that	that	0
a	a	dt	a	a	0
man	man	n1	man	man	0
cannot	cannot	vmbx	cannot	can	0
discerne	discerne	vvi	discern	discern	0
them	them	pno32	them	they	0
a	a	dt	a	a	0
verie	verie	av	very	very	0
small	small	j	small	small	0
distance	distance	n1	distance	distance	0
from	from	p-acp	from	from	0
him	him	pno31	him	he	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
differences	differences	n2	differences	difference	0
are	are	vbr	are	be	0
in	in	p-acp	in	in	0
rea	rea	fw-la	rea	rea	0
∣	∣	sy	∣	∣	0
son	son	n1	son	son	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
made	made	vvn	made	make	0
faire	faire	j	fair	fair	0
,	,	,	,	,	0
plaine	plaine	j	plain	plain	0
,	,	,	,	,	0
and	and	cc	and	and	0
large	large	j	large	large	0
,	,	,	,	,	0
that	that	cst	that	that	0
they	they	pns32	they	they	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
also	also	av	also	also	0
as	as	p-acp	as	as	0
easie	easie	j	easy	easy	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
discouered	discouered	vvn	discovered	discover	0
as	as	p-acp	as	as	0
any	any	d	any	any	0
other	other	j-jn	other	other	0
deuise	deuise	n1	devise	device	0
that	that	cst	that	that	0
is	is	vbz	is	be	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
coate	coate	n1	coat	coat	0
,	,	,	,	,	0
shield	shield	n1	shield	shield	0
,	,	,	,	,	0
or	or	cc	or	or	0
banner	banner	n1	banner	banner	0
,	,	,	,	,	0
otherwise	otherwise	av	otherwise	otherwise	0
they	they	pns32	they	they	0
serue	serue	vvb	serve	serve	0
not	not	xx	not	not	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
purpose	purpose	n1	purpose	purpose	0
for	for	p-acp	for	for	0
which	which	r-crq	which	which	0
marks	marks	n2	marks	mark	0
were	were	vbdr	were	be	0
first	first	ord	first	first	0
ordeined	ordeined	vvn	ordained	ordain	0
.	.	.	.	.	1
And	And	cc	And	and	0
the	the	dt	the	the	0
inconuenience	inconuenience	n1	inconvenience	inconvenience	0
which	which	r-crq	which	which	0
ensueth	ensueth	vvz	ensueth	ensue	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
error	error	n1	error	error	0
will	will	vmb	will	will	0
the	the	dt	the	the	0
more	more	av-dc	more	more	0
easily	easily	av-j	easily	easy	0
appeere	appeere	vvi	appear	appear	0
,	,	,	,	,	0
if	if	cs	if	if	0
I	I	pns11	I	i	0
but	but	p-acp	but	but	0
set	set	vvi	set	set	0
you	you	pn22	you	you	0
downe	downe	a-acp	down	down	0
the	the	dt	the	the	0
words	words	n2	words	word	0
of	of	pp-f	of	of	0
mine	mine	po11	mine	my	0
Author	Author	n1	Author	author	0
(	(	(	(	(	0
treating	treating	vvg	treating	treat	0
of	of	pp-f	of	of	0
an	an	dt	and	a	0
accident	accident	n1	accident	accident	0
that	that	cst	that	that	0
happened	happened	vvd	happened	happen	0
in	in	p-acp	in	in	0
such	such	d	such	such	0
a	a	dt	a	a	0
case	case	n1	case	case	0
)	)	)	)	)	0
which	which	r-crq	which	which	0
be	be	vbb	be	be	0
these	these	d	these	these	0
:	:	:	:	:	0
Et	Et	fw-la	Et	et	0
feist	feist	n1	feist	feist	0
msr	msr	fw-fr	msr	msr	0
Robert	Robert	np1	Robert	Robert	0
Baileul	Baileul	fw-fr	Baileul	baileul	0
aler	aler	n1	aler	aler	0
sa	sa	fw-fr	sa	sa	0
Banniere	Banniere	np1	Banniere	Banniere	0
tout	tout	fw-fr	tout	tout	0
deuant	deuant	fw-fr	deuant	devant	0
en	en	fw-fr	en	en	0
escriant	escriant	j	escriant	escriant	0
moriannes	moriannes	n1	moriannes	moriannes	0
les	les	fw-fr	les	les	0
Henuiers	Henuiers	np1	Henuiers	Henuiers	0
qui	qui	fw-fr	qui	qui	0
inestoint	inestoint	fw-fr	inestoint	inestoint	0
esthauses	esthauses	n2	esthauses	esthause	0
Aper	Aper	np1	Aper	Aper	0
∣	∣	sy	∣	∣	0
ceurent	ceurent	fw-fr	ceurent	ceurent	0
la	la	fw-fr	la	la	0
Banniere	Banniere	np1	Banniere	Banniere	0
de	de	fw-fr	de	de	0
moriannes	moriannes	n2	moriannes	morianne	0
qui	qui	fw-fr	qui	qui	0
encore	encore	fw-fr	encore	encore	0
estoit	estoit	fw-fr	estoit	estoit	0
tout	tout	fw-fr	tout	tout	0
Droicte	Droicte	fw-la	Droicte	droicte	0
,	,	,	,	,	0
si	si	fw-la	si	si	0
cuide	cuide	vvi	cuide	cuide	0
∣	∣	sy	∣	∣	0
rent	rent	n1	rend	rent	0
que	que	fw-fr	que	que	0
ce	ce	fw-fr	ce	ce	0
feust	feust	fw-fr	feust	feust	0
la	la	fw-fr	la	la	0
leur	leur	fw-fr	leur	leur	0
ou	ou	fw-fr	ou	ou	0
ilz	ilz	n1	ilz	ilz	0
se	se	fw-mi	se	se	0
deuoient	deuoient	fw-fr	deuoient	deuoient	0
radresser	radresser	n1	radresser	radresser	0
,	,	,	,	,	0
car	car	fw-fr	car	car	0
mult	mult	n1	mult	mult	0
petite	petite	fw-fr	petite	petite	0
y	y	fw-fr	y	y	0
auoi	auoi	fw-fr	auoi	auoi	0
de	de	fw-fr	de	de	0
difference	difference	n1	difference	difference	0
de	de	fw-fr	de	de	0
lune	lune	fw-fr	lune	lune	0
a	a	dt	a	a	0
l'autre	l'autre	fw-fr	l'autre	l'autre	0
,	,	,	,	,	0
car	car	fw-fr	car	car	0
les	les	fw-fr	les	les	0
Armes	Armes	n2	Arms	arm	0
moriennes	moriennes	n1	moriennes	moriennes	0
sount	sount	n1	sount	sount	0
Barres	Barres	np1	Barres	Barres	0
contre	contre	fw-fr	contre	contre	0
Barres	Barres	n2	Bars	bar	0
d'Argent	d'Argent	fw-fr	d'Argent	d'argent	0
&	&	cc	&	and	0
d'Azure	d'Azure	n1	d'Azure	d'azure	0
a	a	dt	a	a	0
deux	deux	fw-fr	deux	deux	0
Cheuerons	Cheuerons	j	Cheverons	cheverons	0
de	de	fw-fr	de	de	0
Gueules	Gueules	np1	Gueules	Gueules	0
,	,	,	,	,	0
et	et	fw-fr	et	et	0
le	le	fw-fr	le	le	0
cheuron	cheuron	n1	cheuron	cheuron	0
de	de	fw-fr	de	de	0
msr	msr	fw-fr	msr	msr	0
Robert	Robert	np1	Robert	Robert	0
auoit	auoit	fw-fr	auoit	auoit	0
vne	vne	fw-fr	vne	une	0
petite	petite	fw-fr	petite	petite	0
crosete	crosete	fw-la	crosete	crosete	0
d'or	d'or	fw-la	d'or	d'or	0
,	,	,	,	,	0
si	si	fw-mi	si	si	0
ne	ne	fw-fr	ne	ne	0
l'aduiserent	l'aduiserent	fw-la	l'aduiserent	l'aduiserent	0
mye	mye	po11	mye	my	0
bien	bien	fw-fr	bien	bien	0
les	les	fw-fr	les	les	0
hennuiers	hennuiers	n2	hennuiers	hennuier	0
ainsi	ainsi	fw-fr	ainsi	ainsi	0
vindrent	vindrent	fw-fr	vindrent	vindrent	0
bouter	bouter	n1	bouter	bouter	0
de	de	fw-fr	de	de	0
fait	fait	fw-fr	fait	fait	0
dessubs	dessubs	n2	dessubs	dessub	0
la	la	fw-fr	la	la	0
Banniere	Banniere	np1	Banniere	Banniere	0
de	de	fw-fr	de	de	0
msr	msr	fw-fr	msr	msr	0
Robert	Robert	np1	Robert	Robert	0
,	,	,	,	,	0
si	si	fw-mi	si	si	0
furent	furent	fw-fr	furent	furent	0
moult	moult	vvb	moult	moult	0
fierement	fierement	n1	fierement	fierement	0
reboutes	reboutes	av	reboutes	reboutes	0
et	et	fw-la	et	et	0
tous	tous	fw-fr	tous	tous	0
discomfis	discomfis	n1	discomfis	discomfis	0
:	:	:	:	:	0
For	For	c-acp	For	for	0
these	these	d	these	these	0
henowers	henowers	n2	henowers	henower	0
being	being	vbg	being	be	0
led	led	vvn	led	lead	0
by	by	p-acp	by	by	0
sir	sir	n1	sir	sir	0
William	William	np1	William	William	0
Baileul	Baileul	np1	Baileul	Baileul	0
thought	thought	vvd	thought	think	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
stir	stir	n1	stir	stir	0
and	and	cc	and	and	0
busines	busines	n1	business	business	0
to	to	pc-acp	to	to	0
haue	haue	vhi	have	have	0
come	come	vvn	come	come	0
to	to	p-acp	to	to	0
his	his	po31	his	his	0
banner	banner	n1	banner	banner	0
hearing	hearing	vvg	hearing	hear	0
the	the	dt	the	the	0
surname	surname	n1	surname	surname	0
of	of	pp-f	of	of	0
Moriens	Moriens	np1	Moriens	Moriens	0
called	called	vvd	called	call	0
vp	vp	p-acp	up	up	0
∣	∣	sy	∣	∣	0
on	on	a-acp	on	on	0
,	,	,	,	,	0
and	and	cc	and	and	0
seeing	seeing	vvg	seeing	see	0
as	as	c-acp	as	as	0
they	they	pns32	they	they	0
supposed	supposed	vvd	supposed	suppose	0
their	their	po32	their	their	0
captains	captains	n2	captains	captain	0
ensigne	ensigne	n1	ensign	ensign	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
dif	dif	n1	dif	dif	0
∣	∣	sy	∣	∣	0
ference	ference	n1	ference	ference	0
of	of	pp-f	of	of	0
sir	sir	n1	sir	sir	0
Robert	Robert	np1	Robert	Robert	0
,	,	,	,	,	0
being	being	vbg	being	be	0
the	the	dt	the	the	0
yoonger	yoonger	jc	younger	young	0
brother	brother	n1	brother	brother	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
a	a	dt	a	a	0
little	little	j	little	little	0
crosse	crosse	n1	cross	cross	0
vpon	vpon	p-acp	upon	upon	0
the	the	dt	the	the	0
vpper	vpper	jc	upper	upper	0
cheuron	cheuron	n1	cheuron	cheuron	0
they	they	pns32	they	they	0
could	could	vmd	could	can	0
not	not	xx	not	not	0
apperceaue	apperceaue	vvi	apperceaue	apperceaue	0
,	,	,	,	,	0
so	so	av	so	so	0
that	that	cst	that	that	0
the	the	dt	the	the	0
most	most	ds	most	most	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
were	were	vbdr	were	be	0
either	either	av-d	either	either	0
slaine	slaine	vvn	slain	slay	0
or	or	cc	or	or	0
taken	taken	vvn	taken	take	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
elder	elder	jc-jn	elder	elder	0
brother	brother	n1	brother	brother	0
the	the	dt	the	the	0
Knight	Knight	n1	Knight	knight	0
their	their	po32	their	their	0
leader	leader	n1	leader	leader	0
was	was	vbds	was	be	0
glad	glad	j	glad	glad	0
to	to	pc-acp	to	to	0
saue	saue	vvi	save	save	0
himselfe	himselfe	px31	himself	himself	0
as	as	p-acp	as	as	0
well	well	av	well	well	0
as	as	c-acp	as	as	0
he	he	pns31	he	he	0
might	might	vmd	might	may	0
:	:	:	:	:	0
The	The	dt	The	the	0
Lord	Lord	n1	Lord	lord	0
of	of	pp-f	of	of	0
Cowcie	Cowcie	j	Cowcie	cowcie	0
sonne	sonne	n1	son	son	0
in	in	p-acp	in	in	0
law	law	n1	law	law	0
to	to	p-acp	to	to	0
king	king	n1	king	king	0
Edward	Edward	np1	Edward	Edward	0
the	the	dt	the	the	0
third	third	ord	third	three	0
,	,	,	,	,	0
suffered	suffered	vvd	suffered	suffer	0
also	also	av	also	also	0
reproch	reproch	n1	reproach	reproach	0
through	through	p-acp	through	through	0
the	the	dt	the	the	0
hard	hard	j	hard	hard	0
dealings	dealings	n2-vvg	dealings	deal	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
of	of	pp-f	of	of	0
Chine	Chine	n1	Chine	chine	0
who	who	r-crq	who	who	0
raised	raised	vvd	raised	raise	0
his	his	po31	his	his	0
banner	banner	n1	banner	banner	0
against	against	p-acp	against	against	0
certaine	certaine	j	certain	certain	0
Englishmen	Englishmen	np2	Englishmen	Englishman	0
of	of	pp-f	of	of	0
sir	sir	n1	sir	sir	0
Hugh	Hugh	np1	Hugh	Hugh	0
Caueleys	Caueleys	np1	Caueleys	Caueleys	0
company	company	n1	company	company	0
,	,	,	,	,	0
being	being	vbg	being	be	0
either	either	av-d	either	either	0
the	the	dt	the	the	0
same	same	d	same	same	0
that	that	d	that	that	0
Cowcies	Cowcies	n2	Cowcies	cowcy	0
was	was	vbds	was	be	0
,	,	,	,	,	0
or	or	cc	or	or	0
the	the	dt	the	the	0
difference	difference	n1	difference	difference	0
so	so	av	so	so	0
small	small	j	small	small	0
as	as	c-acp	as	as	0
might	might	vmd	might	may	0
not	not	xx	not	not	0
be	be	vbi	be	be	0
discerned	discerned	vvn	discerned	discern	0
,	,	,	,	,	0
whereby	whereby	c-crq	whereby	whereby	0
the	the	dt	the	the	0
said	said	j-vvn	said	say	0
Lord	Lord	n1	Lord	lord	0
Cowcie	Cowcie	j	Cowcie	cowcie	0
though	though	c-acp	though	though	0
he	he	pns31	he	he	0
were	were	vbdr	were	be	0
absent	absent	j	absent	absent	0
as	as	c-acp	as	as	0
far	far	av-j	far	far	0
as	as	c-acp	as	as	0
Austrich	Austrich	n1	Ostrich	ostrich	0
,	,	,	,	,	0
had	had	vhd	had	have	0
dishonor	dishonor	n1	dishonour	dishonour	0
spoken	spoken	vvn	spoken	speak	0
of	of	pp-f	of	of	0
him	him	pno31	him	he	0
as	as	a-acp	as	as	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
discourse	discourse	n1	discourse	discourse	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Capitall	Capitall	j	Capital	capital	0
I	I	pns11	I	i	0
haue	haue	vhb	have	have	0
touched	touched	vvn	touched	touch	0
.	.	.	.	.	1
Thus	Thus	av	Thus	thus	0
then	then	av	then	then	0
hauing	hauing	vhg	having	have	0
shewed	shewed	vvn	showed	show	0
by	by	p-acp	by	by	0
example	example	n1	example	example	0
the	the	dt	the	the	0
harme	harme	n1	harm	harm	0
and	and	cc	and	and	0
inconueni	inconueni	fw-la	inconueni	inconueni	0
