YOur	YOur	po22	YOur	your	0
obscured	obscured	vvn	obscured	obscure	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
great	great	j	great	great	0
smoke	smoke	n1	smoke	smoke	0
of	of	pp-f	of	of	0
courtly	courtly	j	courtly	courtly	0
eloquence	eloquence	n1	eloquence	eloquence	0
.	.	.	.	.	1
But	But	p-acp	But	but	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
no	no	dx	no	no	0
such	such	d	such	such	0
genius	genius	n1	genius	genius	0
,	,	,	,	,	0
for	for	c-acp	for	for	0
though	though	cs	though	though	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
not	not	xx	not	not	0
lived	lived	vvn	lived	live	0
hitherto	hitherto	av	hitherto	hitherto	0
unwelcome	unwelcome	j	unwelcome	unwelcome	0
to	to	p-acp	to	to	0
Princes	Princes	n2	Princes	prince	0
,	,	,	,	,	0
yet	yet	av	yet	yet	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
learned	learned	vvn	learned	learn	0
by	by	p-acp	by	by	0
long	long	j	long	long	0
practise	practise	n1	practice	practice	0
,	,	,	,	,	0
that	that	cst	that	that	0
we	we	pns12	we	we	0
must	must	vmb	must	must	0
use	use	vvi	use	use	0
their	their	po32	their	their	0
fa	fa	zz	fa	fa	0
∣	∣	sy	∣	∣	0
vour	vour	zz	vour	vour	0
soberly	soberly	av-j	soberly	sober	0
,	,	,	,	,	0
and	and	cc	and	and	0
never	never	av-x	never	never	0
to	to	pc-acp	to	to	0
abuse	abuse	vvi	abuse	abuse	0
their	their	po32	their	their	0
ears	ears	n2	ears	ear	0
or	or	cc	or	or	0
eyes	eyes	n2	eyes	eye	0
,	,	,	,	,	0
and	and	cc	and	and	0
though	though	cs	though	though	0
you	you	pn22	you	you	0
do	do	vdb	do	do	0
know	know	vvi	know	know	0
easie	easie	av-j	easy	easy	0
en	en	fw-fr	en	en	0
∣	∣	sy	∣	∣	0
trance	trance	n1	trance	trance	0
and	and	cc	and	and	0
fit	fit	j	fit	fit	0
times	times	n2	times	time	0
to	to	pc-acp	to	to	0
come	come	vvi	come	come	0
into	into	p-acp	into	into	0
their	their	po32	their	their	0
presence	presence	n1	presence	presence	0
,	,	,	,	,	0
yet	yet	av	yet	yet	0
importunity	importunity	n1	importunity	importunity	0
is	is	vbz	is	be	0
alwaies	alwaies	av	always	always	0
unseasonable	unseasonable	j	unseasonable	unseasonable	0
,	,	,	,	,	0
and	and	cc	and	and	0
especially	especially	av-j	especially	especial	0
that	that	cst	that	that	0
which	which	r-crq	which	which	0
hires	hires	n2	hires	hire	0
mercenary	mercenary	j-jn	mercenary	mercenary	0
Muses	Muses	n2	Muses	muse	0
for	for	p-acp	for	for	0
money	money	n1	money	money	0
to	to	pc-acp	to	to	0
set	set	vvi	set	set	0
them	them	pno32	them	they	0
forth	forth	av	forth	forth	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
are	are	vbr	are	be	0
branded	branded	vvn	branded	brand	0
with	with	p-acp	with	with	0
marks	marks	n2	marks	mark	0
of	of	pp-f	of	of	0
infamy	infamy	n1	infamy	infamy	0
.	.	.	.	.	1
Do	Do	vdb	Do	do	0
not	not	xx	not	not	0
think	think	vvi	think	think	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
detract	detract	vvb	detract	detract	0
so	so	av	so	so	0
much	much	av-d	much	much	0
from	from	p-acp	from	from	0
this	this	d	this	this	0
Work	Work	n1	Work	work	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
think	think	vvb	think	think	0
it	it	pn31	it	it	0
not	not	xx	not	not	0
worthy	worthy	j	worthy	worthy	0
to	to	pc-acp	to	to	0
carry	carry	vvi	carry	carry	0
the	the	dt	the	the	0
name	name	n1	name	name	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
King	King	n1	King	king	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Frontispice	Frontispice	n1	Frontispice	frontispiece	0
,	,	,	,	,	0
and	and	cc	and	and	0
might	might	vmd	might	may	0
live	live	vvi	live	live	0
in	in	p-acp	in	in	0
publick	publick	j	public	public	0
under	under	p-acp	under	under	0
the	the	dt	the	the	0
protection	protection	n1	protection	protection	0
of	of	pp-f	of	of	0
so	so	av	so	so	0
ambitious	ambitious	j	ambitious	ambitious	0
an	an	dt	and	a	0
Inscription	Inscription	n1	Inscription	inscription	0
;	;	;	;	;	0
but	but	cc-acp	but	but	0
I	I	pns11	I	i	0
held	held	vvd	held	hold	0
it	it	pn31	it	it	0
no	no	av-dx	no	no	0
less	less	av-dc	less	less	0
than	than	cs	than	than	0
sacriledge	sacriledge	n1	sacrilege	sacrilege	0
to	to	pc-acp	to	to	0
name	name	vvi	name	name	0
the	the	dt	the	the	0
childe	childe	n1	child	child	0
in	in	p-acp	in	in	0
stead	stead	n1	stead	stead	0
of	of	pp-f	of	of	0
another	another	j-jn	another	another	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
own	own	d	own	own	0
accord	accord	n1	accord	accord	0
,	,	,	,	,	0
or	or	cc	or	or	0
to	to	pc-acp	to	to	0
bring	bring	vvi	bring	bring	0
a	a	dt	a	a	0
deaf	deaf	j	deaf	deaf	0
person	person	n1	person	person	0
upon	upon	p-acp	upon	upon	0
the	the	dt	the	the	0
stage	stage	n1	stage	stage	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
to	to	p-acp	to	to	0
what	what	r-crq	what	what	0
concerns	concerns	vvz	concerns	concern	0
the	the	dt	the	the	0
exposition	exposition	n1	exposition	exposition	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Argument	Argument	n1	Argument	argument	0
,	,	,	,	,	0
and	and	cc	and	and	0
with	with	p-acp	with	with	0
other	other	j-jn	other	other	0
birds	birds	ng2	birds	bird	0
feathers	feathers	n2	feathers	feather	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
very	very	j	very	very	0
entrance	entrance	n1	entrance	entrance	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
work	work	n1	work	work	0
foolishly	foolishly	av-j	foolishly	foolish	0
and	and	cc	and	and	0
vainly	vainly	av-j	vainly	vain	0
to	to	p-acp	to	to	0
pride	pride	n1	pride	pride	0
my	my	po11	my	my	0
self	self	n1	self	self	0
:	:	:	:	:	0
yet	yet	av	yet	yet	0
that	that	cst	that	that	0
the	the	dt	the	the	0
Book	Book	n1	Book	book	0
might	might	vmd	might	may	0
come	come	vvi	come	come	0
forth	forth	av	forth	forth	0
every	every	d	every	every	0
way	way	n1	way	way	0
compleat	compleat	j	complete	complete	0
,	,	,	,	,	0
and	and	cc	and	and	0
that	that	cst	that	that	0
the	the	dt	the	the	0
Reader	Reader	n1	Reader	reader	0
who	who	r-crq	who	who	0
is	is	vbz	is	be	0
a	a	dt	a	a	0
lover	lover	n1	lover	lover	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
custome	custome	n1	custom	custom	0
may	may	vmb	may	may	0
not	not	xx	not	not	0
desire	desire	vvi	desire	desire	0
an	an	dt	and	a	0
Epistle	Epistle	n1	Epistle	epistle	0
,	,	,	,	,	0
or	or	cc	or	or	0
complain	complain	vvi	complain	complain	0
that	that	cst	that	that	0
there	there	pc-acp	there	there	0
is	is	vbz	is	be	0
one	one	crd	one	one	0
wanting	wanting	vvg	wanting	want	0
,	,	,	,	,	0
ac	ac	fw-la	ac	ac	0
∣	∣	sy	∣	∣	0
cording	cording	vvg	cording	cord	0
to	to	p-acp	to	to	0
my	my	po11	my	my	0
manner	manner	n1	manner	manner	0
(	(	(	(	(	0
wherewith	wherewith	c-crq	wherewith	wherewith	0
I	I	pns11	I	i	0
honour	honour	vvb	honour	honour	0
great	great	j	great	great	0
men	men	n2	men	man	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
honour	honour	n1	honour	honour	0
that	that	cst	that	that	0
belongs	belongs	vvz	belongs	belong	0
un	un	fw-it	un	un	0
∣	∣	sy	∣	∣	0
to	to	a-acp	to	to	0
them	them	pno32	them	they	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
my	my	po11	my	my	0
friend	friend	n1	friend	friend	0
I	I	pns11	I	i	0
respect	respect	vvb	respect	respect	0
above	above	p-acp	above	above	0
all	all	d	all	all	0
,	,	,	,	,	0
and	and	cc	and	and	0
that	that	cst	that	that	0
continually	continually	av-j	continually	continual	0
)	)	)	)	)	0
I	I	pns11	I	i	0
would	would	vmd	would	will	0
prefix	prefix	vvi	prefix	prefix	0
to	to	p-acp	to	to	0
this	this	d	this	this	0
Natural	Natural	j	Natural	natural	0
and	and	cc	and	and	0
Physical	Physical	j	Physical	physical	0
History	History	n1	History	history	0
the	the	dt	the	the	0
famous	famous	j	famous	famous	0
name	name	n1	name	name	0
of	of	pp-f	of	of	0
some	some	d	some	some	0
man	man	n1	man	man	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
common	common	j	common	common	0
con	con	vvb	con	con	0
∣	∣	sy	∣	∣	0
sent	sent	n1	sent	scent	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Learned	Learned	j	Learned	learned	0
,	,	,	,	,	0
is	is	vbz	is	be	0
well	well	av	well	well	0
acquainted	acquainted	vvn	acquainted	acquaint	0
with	with	p-acp	with	with	0
both	both	d	both	both	0
,	,	,	,	,	0
and	and	cc	and	and	0
who	who	r-crq	who	who	0
is	is	vbz	is	be	0
joyned	joyned	vvn	joined	join	0
unto	unto	p-acp	unto	unto	0
me	me	pno11	me	i	0
by	by	p-acp	by	by	0
no	no	dx	no	no	0
ordi	ordi	fw-la	ordi	ordi	0
∣	∣	sy	∣	∣	0
nary	nary	n1	nary	nary	0
alliance	alliance	n1	alliance	alliance	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
is	is	vbz	is	be	0
dear	dear	j-jn	dear	dear	0
to	to	p-acp	to	to	0
all	all	d	all	all	0
good	good	j	good	good	0
men	men	n2	men	man	0
,	,	,	,	,	0
and	and	cc	and	and	0
eminent	eminent	j	eminent	eminent	0
for	for	p-acp	for	for	0
his	his	po31	his	his	0
own	own	d	own	own	0
endowments	endowments	n2	endowments	endowment	0
;	;	;	;	;	0
which	which	r-crq	which	which	0
office	office	n1	office	office	0
of	of	pp-f	of	of	0
Reverence	Reverence	n1	Reverence	reverence	0
and	and	cc	and	and	0
good	good	j	good	good	0
will	will	n1	will	will	0
may	may	vmb	may	may	0
testifie	testifie	vvi	testify	testify	0
to	to	p-acp	to	to	0
posterity	posterity	n1	posterity	posterity	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
what	what	r-crq	what	what	0
esteem	esteem	n1	esteem	esteem	0
such	such	d	such	such	0
men	men	n2	men	man	0
are	are	vbr	are	be	0
with	with	p-acp	with	with	0
me	me	pno11	me	i	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
are	are	vbr	are	be	0
intrinsecally	intrinsecally	av-j	intrinsically	intrinsical	0
furnished	furnished	vvn	furnished	furnish	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
real	real	j	real	real	0
tincture	tincture	n1	tincture	tincture	0
of	of	pp-f	of	of	0
manifold	manifold	j	manifold	manifold	0
learning	learning	n1	learning	learning	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
chiefly	chiefly	av-jn	chiefly	chief	0
with	with	p-acp	with	with	0
that	that	d	that	that	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
most	most	av-ds	most	most	0
noble	noble	j	noble	noble	0
Art	Art	n1	Art	art	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
I	I	pns11	I	i	0
practise	practise	vvb	practise	practise	0
:	:	:	:	:	0
so	so	av	so	so	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
made	made	vvn	made	make	0
choice	choice	n1	choice	choice	0
of	of	pp-f	of	of	0
thee	thee	pno21	thee	thou	0
alone	alone	j	alone	alone	0
amongst	amongst	p-acp	among	among	0
many	many	d	many	many	0
,	,	,	,	,	0
that	that	cst	that	that	0
thou	thou	pns21	thou	thou	0
mayst	mayst	vm2	mayest	may	0
be	be	vbi	be	be	0
to	to	p-acp	to	to	0
me	me	pno11	me	i	0
in	in	p-acp	in	in	0
stead	stead	n1	stead	stead	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
all	all	d	all	all	0
,	,	,	,	,	0
Noble	Noble	j	Noble	noble	0
Man	Man	n1	Man	man	0
,	,	,	,	,	0
my	my	po11	my	my	0
dearest	dearest	js-jn	dearest	dear	0
friend	friend	n1	friend	friend	0
Paddy	Paddy	np1	Paddy	Paddy	0
,	,	,	,	,	0
who	who	q-crq	who	who	0
art	art	vb2r	art	be	0
Knighted	Knighted	vvn	Knighted	knight	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
wisest	wisest	js	wisest	wise	0
Monarch	Monarch	n1	Monarch	monarch	0
James	James	np1	James	James	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
never	never	av-x	never	never	0
did	did	vdd	did	do	0
any	any	d	any	any	0
thing	thing	n1	thing	thing	0
vainly	vainly	av-j	vainly	vain	0
,	,	,	,	,	0
who	who	q-crq	who	who	0
adornest	adornest	vv2	adornest	adorn	0
thy	thy	po21	thy	thy	0
Virtues	Virtues	n2	Virtues	virtue	0
by	by	p-acp	by	by	0
thy	thy	po21	thy	thy	0
Titles	Titles	n2	Titles	title	0
,	,	,	,	,	0
and	and	cc	and	and	0
thy	thy	po21	thy	thy	0
Titles	Titles	n2	Titles	title	0
by	by	p-acp	by	by	0
thy	thy	po21	thy	thy	0
Vir	Vir	fw-la	Vir	vir	0
∣	∣	sy	∣	∣	0
tues	tues	n2	tues	tue	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
our	our	po12	our	our	0
Thorius	Thorius	np1	Thorius	Thorius	0
hath	hath	vhz	hath	have	0
written	written	vvn	written	write	0
of	of	pp-f	of	of	0
thee	thee	pno21	thee	thou	0
.	.	.	.	.	1
Thou	Thou	pns21	Thou	thou	0
art	art	vb2r	art	be	0
he	he	pns31	he	he	0
who	who	r-crq	who	who	0
after	after	p-acp	after	after	0
the	the	dt	the	the	0
wicked	wicked	j	wicked	wicked	0
Patricide	Patricide	n1	Patricide	patricide	0
of	of	pp-f	of	of	0
Great	Great	j	Great	great	0
Henry	Henry	np1	Henry	Henry	0
,	,	,	,	,	0
formerly	formerly	av-j	formerly	former	0
my	my	po11	my	my	0
most	most	av-ds	most	most	0
milde	milde	j	mild	mild	0
Master	Master	n1	Master	master	0
(	(	(	(	(	0
which	which	r-crq	which	which	0
shall	shall	vmb	shall	shall	0
for	for	p-acp	for	for	0
ever	ever	av	ever	ever	0
convey	convey	vvi	convey	convey	0
the	the	dt	the	the	0
said	said	j-vvn	said	say	0
memory	memory	n1	memory	memory	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
age	age	n1	age	age	0
to	to	p-acp	to	to	0
posterity	posterity	n1	posterity	posterity	0
)	)	)	)	)	0
when	when	c-crq	when	when	0
I	I	pns11	I	i	0
was	was	vbds	was	be	0
called	called	vvn	called	call	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
most	most	ds	most	most	0
Serene	Serene	np1	Serene	Serena	0
James	James	np1	James	James	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
French	French	jp	French	french	0
Court	Court	n1	Court	court	0
by	by	p-acp	by	by	0
his	his	po31	his	his	0
own	own	d	own	own	0
Letters	Letters	n2	Letters	letter	0
,	,	,	,	,	0
and	and	cc	and	and	0
by	by	p-acp	by	by	0
a	a	dt	a	a	0
guide	guide	n1	guide	guide	0
appointed	appointed	vvn	appointed	appoint	0
to	to	pc-acp	to	to	0
conduct	conduct	vvi	conduct	conduct	0
me	me	pno11	me	i	0
into	into	p-acp	into	into	0
Britain	Britain	np1	Britain	Britain	0
,	,	,	,	,	0
and	and	cc	and	and	0
was	was	vbds	was	be	0
immediately	immediately	av-j	immediately	immediate	0
honoured	honoured	vvn	honoured	honour	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
title	title	n1	title	title	0
of	of	pp-f	of	of	0
Companion	Companion	n1	Companion	companion	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
chief	chief	j-jn	chief	chief	0
Physicians	Physicians	n2	Physicians	physician	0
,	,	,	,	,	0
didst	didst	vdd2	didst	do	0
not	not	xx	not	not	0
look	look	vvi	look	look	0
upon	upon	p-acp	upon	upon	0
me	me	pno11	me	i	0
with	with	p-acp	with	with	0
bleer	bleer	n1	bleer	bleer	0
and	and	cc	and	and	0
swoln	swoln	j-vvn	swollen	swell	0
eyes	eyes	n2	eyes	eye	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
viperous	viperous	j	viperous	viperous	0
venome	venome	n1	venom	venom	0
of	of	pp-f	of	of	0
envy	envy	n1	envy	envy	0
;	;	;	;	;	0
but	but	cc-acp	but	but	0
thou	thou	pns21	thou	thou	0
didst	didst	vdd2	didst	do	0
entertain	entertain	vvi	entertain	entertain	0
me	me	pno11	me	i	0
,	,	,	,	,	0
being	being	vbg	being	be	0
a	a	dt	a	a	0
stranger	stranger	n1	stranger	stranger	0
,	,	,	,	,	0
candidly	candidly	av-j	candidly	candid	0
,	,	,	,	,	0
and	and	cc	and	and	0
with	with	p-acp	with	with	0
a	a	dt	a	a	0
cheerful	cheerful	j	cheerful	cheerful	0
countenance	countenance	n1	countenance	countenance	0
,	,	,	,	,	0
(	(	(	(	(	0
as	as	c-acp	as	as	0
it	it	pn31	it	it	0
becomes	becomes	vvz	becomes	become	0
one	one	crd	one	one	0
of	of	pp-f	of	of	0
noble	noble	j	noble	noble	0
Birth	Birth	n1	Birth	birth	0
)	)	)	)	)	0
▪	▪	▪	▪	▪	0
contrary	contrary	j-jn	contrary	contrary	0
to	to	p-acp	to	to	0
that	that	d	that	that	0
of	of	pp-f	of	of	0
Horace	Horace	np1	Horace	Horace	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
accuseth	accuseth	vvz	accuseth	accuse	0
the	the	dt	the	the	0
Britains	Britains	npg1	Britains	Britain	0
divided	divided	vvn	divided	divide	0
almost	almost	av	almost	almost	0
from	from	p-acp	from	from	0
all	all	d	all	all	0
the	the	dt	the	the	0
world	world	n1	world	world	0
,	,	,	,	,	0
of	of	pp-f	of	of	0
fierceness	fierceness	n1	fierceness	fierceness	0
toward	toward	p-acp	towards	towards	0
strangers	strangers	n2	strangers	stranger	0
.	.	.	.	.	1
After	After	p-acp	After	after	0
that	that	d	that	that	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
ma	ma	n1	ma	man	0
∣	∣	sy	∣	∣	0
ny	ny	av	nigh	nigh	0
meetings	meetings	n2	meetings	meeting	0
we	we	pns12	we	we	0
had	had	vhd	had	have	0
amongst	amongst	p-acp	among	among	0
sick	sick	j	sick	sick	0
people	people	n1	people	people	0
,	,	,	,	,	0
and	and	cc	and	and	0
in	in	p-acp	in	in	0
my	my	po11	my	my	0
practise	practise	n1	practice	practice	0
in	in	p-acp	in	in	0
Physick	Physick	n1	Physic	physic	0
,	,	,	,	,	0
when	when	c-crq	when	when	0
I	I	pns11	I	i	0
plea	plea	n1	plea	plea	0
∣	∣	sy	∣	∣	0
singly	singly	av-j	singly	single	0
hearkned	hearkned	vvd	hearkened	hearken	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
opinions	opinions	n2	opinions	opinion	0
of	of	pp-f	of	of	0
those	those	d	those	those	0
that	that	cst	that	that	0
consulted	consulted	vvd	consulted	consult	0
,	,	,	,	,	0
weighed	weighed	vvd	weighed	weigh	0
them	them	pno32	them	they	0
,	,	,	,	,	0
and	and	cc	and	and	0
as	as	c-acp	as	as	0
it	it	pn31	it	it	0
be	be	vbb	be	be	0
∣	∣	sy	∣	∣	0
longed	longed	vvd	longed	long	0
to	to	p-acp	to	to	0
my	my	po11	my	my	0
place	place	n1	place	place	0
,	,	,	,	,	0
concluded	concluded	vvd	concluded	conclude	0
what	what	r-crq	what	what	0
was	was	vbds	was	be	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
done	done	vdn	done	do	0
,	,	,	,	,	0
thou	thou	pns21	thou	thou	0
didst	didst	vdd2	didst	do	0
hear	hear	vvi	hear	hear	0
me	me	pno11	me	i	0
without	without	p-acp	without	without	0
braw	braw	vvi	braw	braw	0
∣	∣	sy	∣	∣	0
ling	ling	n1	ling	ling	0
or	or	cc	or	or	0
contradiction	contradiction	n1	contradiction	contradiction	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
imbred	imbred	j	imbred	imbred	0
evil	evil	j-jn	evil	evil	0
custome	custome	n1	custom	custom	0
of	of	pp-f	of	of	0
some	some	d	some	some	0
unworthy	unworthy	j	unworthy	unworthy	0
Physicians	Physicians	n2	Physicians	physician	0
;	;	;	;	;	0
and	and	cc	and	and	0
thou	thou	pns21	thou	thou	0
didst	didst	vdd2	didst	do	0
very	very	av	very	very	0
often	often	av	often	often	0
approve	approve	vvi	approve	approve	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
opinion	opinion	n1	opinion	opinion	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
consonant	consonant	n1	consonant	consonant	0
to	to	p-acp	to	to	0
reason	reason	n1	reason	reason	0
.	.	.	.	.	1
In	In	p-acp	In	in	0
the	the	dt	the	the	0
fa	fa	zz	fa	fa	0
∣	∣	sy	∣	∣	0
mous	mous	j	mous	mous	0
Colledge	Colledge	n1	College	college	0
of	of	pp-f	of	of	0
London	London	np1	London	London	0
,	,	,	,	,	0
(	(	(	(	(	0
where	where	c-crq	where	where	0
as	as	c-acp	as	as	0
thou	thou	pns21	thou	thou	0
wert	wert	vbd2r	wertenberg	be	0
alwaies	alwaies	av	always	always	0
most	most	av-ds	most	most	0
worthy	worthy	j	worthy	worthy	0
,	,	,	,	,	0
so	so	av	so	so	0
thou	thou	pns21	thou	thou	0
wert	wert	vbd2r	wertenberg	be	0
of	of	pp-f	of	of	0
∣	∣	sy	∣	∣	0
ten	ten	crd	ten	ten	0
President	President	n1	President	precedent	0
)	)	)	)	)	0
when	when	c-crq	when	when	0
I	I	pns11	I	i	0
was	was	vbds	was	be	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
votes	votes	n2	votes	vote	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
chiefest	chiefest	js-jn	chiefest	chief	0
,	,	,	,	,	0
and	and	cc	and	and	0
first	first	ord	first	first	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
by	by	p-acp	by	by	0
thy	thy	po21	thy	thy	0
suffrage	suffrage	n1	suffrage	suffrage	0
made	made	vvd	made	make	0
a	a	dt	a	a	0
Colleague	Colleague	n1	Colleague	colleague	0
,	,	,	,	,	0
according	according	vvg	according	accord	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Kings	Kings	ng1	Kings	king	0
Character	Character	n1	Character	character	0
for	for	p-acp	for	for	0
my	my	po11	my	my	0
place	place	n1	place	place	0
at	at	p-acp	at	at	0
Court	Court	n1	Court	court	0
,	,	,	,	,	0
thou	thou	pns21	thou	thou	0
didst	didst	vdd2	didst	do	0
willingly	willingly	av-j	willingly	willing	0
suffer	suffer	vvi	suffer	suffer	0
me	me	pno11	me	i	0
to	to	pc-acp	to	to	0
have	have	vhi	have	have	0
the	the	dt	the	the	0
next	next	ord	next	next	0
place	place	n1	place	place	0
to	to	p-acp	to	to	0
our	our	po12	our	our	0
President	President	n1	President	precedent	0
:	:	:	:	:	0
I	I	pns11	I	i	0
farther	farther	av-jc	farther	far	0
add	add	vvi	add	add	0
,	,	,	,	,	0
that	that	cst	that	that	0
thou	thou	pns21	thou	thou	0
didst	didst	vdd2	didst	do	0
never	never	av-x	never	never	0
oppose	oppose	vvi	oppose	oppose	0
thy	thy	po21	thy	thy	0
self	self	n1	self	self	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
many	many	d	many	many	0
petitions	petitions	n2	petitions	petition	0
or	or	cc	or	or	0
commendations	commendations	n2	commendations	commendation	0
that	that	cst	that	that	0
were	were	vbdr	were	be	0
offered	offered	vvn	offered	offer	0
by	by	p-acp	by	by	0
me	me	pno11	me	i	0
to	to	pc-acp	to	to	0
our	our	po12	our	our	0
most	most	av-ds	most	most	0
excellent	excellent	j	excellent	excellent	0
Colleagues	Colleagues	n2	Colleagues	colleague	0
;	;	;	;	;	0
but	but	cc-acp	but	but	0
thou	thou	pns21	thou	thou	0
didst	didst	vdd2	didst	do	0
alwaies	alwaies	av	always	always	0
afford	afford	vvi	afford	afford	0
me	me	pno11	me	i	0
thy	thy	po21	thy	thy	0
ear	ear	n1	ear	ear	0
to	to	pc-acp	to	to	0
hear	hear	vvi	hear	hear	0
me	me	pno11	me	i	0
,	,	,	,	,	0
and	and	cc	and	and	0
thy	thy	po21	thy	thy	0
hands	hands	n2	hands	hand	0
to	to	pc-acp	to	to	0
help	help	vvi	help	help	0
me	me	pno11	me	i	0
.	.	.	.	.	1
Lastly	Lastly	ord	Lastly	last	0
thou	thou	pns21	thou	thou	0
didst	didst	vdd2	didst	do	0
alwaies	alwaies	av	always	always	0
praise	praise	vvi	praise	praise	0
me	me	pno11	me	i	0
being	being	vbg	being	be	0
absent	absent	j	absent	absent	0
,	,	,	,	,	0
and	and	cc	and	and	0
as	as	c-acp	as	as	0
far	far	av-j	far	far	0
as	as	c-acp	as	as	0
it	it	pn31	it	it	0
was	was	vbds	was	be	0
in	in	p-acp	in	in	0
thy	thy	po21	thy	thy	0
power	power	n1	power	power	0
,	,	,	,	,	0
of	of	pp-f	of	of	0
thy	thy	po21	thy	thy	0
own	own	d	own	own	0
accord	accord	n1	accord	accord	0
,	,	,	,	,	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
imbred	imbred	j-vvn	imbred	imbr	0
motion	motion	n1	motion	motion	0
of	of	pp-f	of	of	0
thy	thy	po21	thy	thy	0
noble	noble	j	noble	noble	0
minde	minde	n1	mind	mind	0
,	,	,	,	,	0
thou	thou	pns21	thou	thou	0
didst	didst	vdd2	didst	do	0
defend	defend	vvi	defend	defend	0
my	my	po11	my	my	0
good	good	j	good	good	0
name	name	n1	name	name	0
privately	privately	av-j	privately	private	0
wounded	wounded	vvn	wounded	wound	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
calumnies	calumnies	n2	calumnies	calumny	0
of	of	pp-f	of	of	0
envious	envious	j	envious	envious	0
men	men	n2	men	man	0
,	,	,	,	,	0
and	and	cc	and	and	0
torn	torn	vvn	torn	tear	0
by	by	p-acp	by	by	0
malice	malice	n1	malice	malice	0
,	,	,	,	,	0
(	(	(	(	(	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
condition	condition	n1	condition	condition	0
of	of	pp-f	of	of	0
good	good	j	good	good	0
,	,	,	,	,	0
and	and	cc	and	and	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
greatest	greatest	js	greatest	great	0
Princes	Princes	n2	Princes	prince	0
)	)	)	)	)	0
by	by	p-acp	by	by	0
that	that	d	that	that	0
authority	authority	n1	authority	authority	0
which	which	r-crq	which	which	0
thou	thou	pns21	thou	thou	0
hast	hast	vh2	hast	have	0
amongst	amongst	p-acp	among	among	0
thy	thy	po21	thy	thy	0
own	own	d	own	own	0
Countreymen	Countreymen	n2	Countrymen	countryman	0
of	of	pp-f	of	of	0
what	what	r-crq	what	what	0
condition	condition	n1	condition	condition	0
soe	soe	av	so	so	0
∣	∣	sy	∣	∣	0
ver	ver	fw-la	ver	ver	0
,	,	,	,	,	0
and	and	cc	and	and	0
thou	thou	pns21	thou	thou	0
