Renowned	Renowned	j-vvn	Renowned	renown	0
Scriptures	Scriptures	n2	Scriptures	scripture	0
,	,	,	,	,	0
and	and	cc	and	and	0
in	in	p-acp	in	in	0
obedience	obedience	n1	obedience	obedience	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
command	command	n1	command	command	0
,	,	,	,	,	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
committed	committed	vvn	committed	commit	0
it	it	pn31	it	it	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Presse	Presse	vvb	Press	press	0
,	,	,	,	,	0
and	and	cc	and	and	0
here	here	av	here	here	0
humbly	humbly	av-j	humbly	humble	0
present	present	vvi	present	present	0
it	it	pn31	it	it	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
Honourable	Honourable	j	Honourable	honourable	0
Assembly	Assembly	n1	Assembly	assembly	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
my	my	po11	my	my	0
hearty	hearty	j	hearty	hearty	0
desire	desire	n1	desire	desire	0
and	and	cc	and	and	0
prayer	prayer	n1	prayer	prayer	0
to	to	p-acp	to	to	0
God	God	np1	God	God	0
for	for	p-acp	for	for	0
you	you	pn22	you	you	0
,	,	,	,	,	0
that	that	cst	that	that	0
by	by	p-acp	by	by	0
it	it	pn31	it	it	0
,	,	,	,	,	0
and	and	cc	and	and	0
many	many	d	many	many	0
other	other	j-jn	other	other	0
most	most	av-ds	most	most	0
godly	godly	j	godly	godly	0
and	and	cc	and	and	0
more	more	av-dc	more	more	0
learned	learned	j	learned	learned	0
Sermons	Sermons	n2	Sermons	sermon	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
sound	sound	vvb	found	sound	0
continually	continually	av-j	continually	continual	0
in	in	p-acp	in	in	0
Your	Your	po22	Your	your	0
cares	cares	n2	cares	care	0
,	,	,	,	,	0
You	You	pn22	You	you	0
may	may	vmb	may	may	0
take	take	vvi	take	take	0
occasion	occasion	n1	occasion	occasion	0
to	to	pc-acp	to	to	0
observe	observe	vvi	observe	observe	0
and	and	cc	and	and	0
note	note	vvi	note	note	0
the	the	dt	the	the	0
danger	danger	n1	danger	danger	0
in	in	p-acp	in	in	0
which	which	r-crq	which	which	0
our	our	po12	our	our	0
Land	Land	n1	Land	land	0
is	is	vbz	is	be	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
reason	reason	n1	reason	reason	0
of	of	pp-f	of	of	0
those	those	d	those	those	0
many	many	d	many	many	0
Sects	Sects	n2	Sects	sect	0
and	and	cc	and	and	0
Hereticks	Hereticks	n2	Heretics	heretic	0
,	,	,	,	,	0
and	and	cc	and	and	0
Schismaticks	Schismaticks	n1	Schismatics	schismatics	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
like	like	av-j	like	like	0
so	so	av	so	so	0
many	many	d	many	many	0
cursed	cursed	j-vvn	cursed	curse	0
Brambles	Brambles	n2	Brambles	bramble	0
grow	grow	vvb	grow	grow	0
up	up	a-acp	up	up	0
and	and	cc	and	and	0
increase	increase	vvi	increase	increase	0
daily	daily	av-j	daily	daily	0
,	,	,	,	,	0
even	even	av	even	even	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
over-spreading	over-spreading	j	overspreading	overspreading	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
whole	whole	j-jn	whole	whole	0
Kingdome	Kingdome	n1	Kingdom	kingdom	0
▪	▪	▪	▪	▪	0
which	which	r-crq	which	which	0
when	when	c-crq	when	when	0
you	you	pn22	you	you	0
come	come	vvb	come	come	0
to	to	pc-acp	to	to	0
doe	doe	vdi	do	do	0
once	once	a-acp	once	once	0
seriously	seriously	av-j	seriously	serious	0
;	;	;	;	;	0
I	I	pns11	I	i	0
doubt	doubt	vvb	doubt	doubt	0
not	not	xx	not	not	0
but	but	p-acp	but	but	0
your	your	po22	your	your	0
zeale	zeale	n1	zeal	zeal	0
will	will	vmb	will	will	0
stirre	stirre	vvi	stir	stir	0
you	you	pn22	you	you	0
up	up	a-acp	up	up	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
curb	curb	vvi	curb	curb	0
so	so	av	so	so	0
many	many	d	many	many	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
as	as	c-acp	as	as	0
are	are	vbr	are	be	0
curable	curable	j	curable	curable	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
cut	cut	vvi	cut	cut	0
off	off	a-acp	off	off	0
those	those	d	those	those	0
that	that	cst	that	that	0
are	are	vbr	are	be	0
incorrigible	incorrigible	j	incorrigible	incorrigible	0
:	:	:	:	:	0
even	even	av	even	even	0
such	such	d	such	such	0
Thorns	Thorns	n2	Thorns	thorn	0
and	and	cc	and	and	0
Brambles	Brambles	n2	Brambles	bramble	0
as	as	p-acp	as	as	0
David	David	np1	David	David	0
describes	describes	vvz	describes	describe	0
in	in	p-acp	in	in	0
his	his	po31	his	his	0
last	last	ord	last	last	0
words	words	n2	words	word	0
,	,	,	,	,	0
saying	saying	vvg	saying	say	0
,	,	,	,	,	0
The	The	dt	The	the	0
sons	sons	n2	sons	son	0
of	of	pp-f	of	of	0
Belial	Belial	np1	Belial	Belial	0
are	are	vbr	are	be	0
all	all	d	all	all	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
as	as	c-acp	as	as	0
Thornes	Thornes	n2	Thorns	thorn	0
thrust	thrust	vvd	thrust	thrust	0
away	away	av	away	away	0
,	,	,	,	,	0
because	because	c-acp	because	because	0
they	they	pns32	they	they	0
cannot	cannot	vmbx	cannot	can	0
be	be	vbi	be	be	0
taken	taken	vvn	taken	take	0
with	with	p-acp	with	with	0
hands	hands	n2	hands	hand	0
.	.	.	.	.	1
But	But	p-acp	But	but	0
the	the	dt	the	the	0
man	man	n1	man	man	0
that	that	cst	that	that	0
shall	shall	vmb	shall	shall	0
touch	touch	vvi	touch	touch	0
them	them	pno32	them	they	0
,	,	,	,	,	0
must	must	vmb	must	must	0
be	be	vbi	be	be	0
fully	fully	av-j	fully	full	0
fenced	fenced	vvn	fenced	fence	0
with	with	p-acp	with	with	0
Iron	Iron	n1	Iron	iron	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
staffe	staffe	n1	staff	staff	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
Speare	Speare	n1	Spear	spear	0
;	;	;	;	;	0
and	and	cc	and	and	0
they	they	pns32	they	they	0
shall	shall	vmb	shall	shall	0
bee	bee	vbi	be	be	0
utterly	utterly	av-j	utterly	utter	0
burnt	burnt	vvn	burned	burn	0
with	with	p-acp	with	with	0
fire	fire	n1	fire	fire	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
same	same	d	same	same	0
place	place	n1	place	place	0
.	.	.	.	.	1
2	2	crd	2	2	0
Sam.	Sam.	np1	Sam.	Sam	0
23.6	23.6	crd	23.6	23.6	0
,	,	,	,	,	0
7.	7.	crd	7.	7.	1
The	The	dt	The	the	0
great	great	j	great	great	0
God	God	np1	God	God	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
hath	hath	vhz	hath	have	0
so	so	av	so	so	0
often	often	av	often	often	0
,	,	,	,	,	0
and	and	cc	and	and	0
wonderfully	wonderfully	av-j	wonderfully	wonderful	0
preserved	preserved	vvn	preserved	preserve	0
You	You	pn22	You	you	0
heretofore	heretofore	av	heretofore	heretofore	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
secret	secret	j-jn	secret	secret	0
treachery	treachery	n1	treachery	treachery	0
and	and	cc	and	and	0
open	open	j	open	open	0
furie	furie	n1	fury	fury	0
of	of	pp-f	of	of	0
these	these	d	these	these	0
wicked	wicked	j	wicked	wicked	0
men	men	n2	men	man	0
,	,	,	,	,	0
bee	bee	vbb	be	be	0
still	still	av	still	still	0
your	your	po22	your	your	0
shield	shield	n1	shield	shield	0
,	,	,	,	,	0
and	and	cc	and	and	0
your	your	po22	your	your	0
defence	defence	n1	defence	defence	0
,	,	,	,	,	0
and	and	cc	and	and	0
make	make	vvi	make	make	0
his	his	po31	his	his	0
great	great	j	great	great	0
worke	worke	n1	work	work	0
to	to	pc-acp	to	to	0
prosper	prosper	vvi	prosper	prosper	0
in	in	p-acp	in	in	0
your	your	po22	your	your	0
hands	hands	n2	hands	hand	0
.	.	.	.	.	1
So	So	np1	So	So	0
prayeth	prayeth	vvz	prayeth	pray	0
,	,	,	,	,	1
