SIR	SIR	n1	SIR	sir	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Throne	Throne	n1	Throne	throne	0
of	of	pp-f	of	of	0
grace	grace	n1	grace	grace	0
it	it	pn31	it	it	0
must	must	vmb	must	must	0
bee	bee	vbi	be	be	0
my	my	po11	my	my	0
continuall	continuall	j	continual	continual	0
suite	suite	n1	suit	suit	0
and	and	cc	and	and	0
petition	petition	n1	petition	petition	0
,	,	,	,	,	0
that	that	cst	that	that	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
would	would	vmd	would	will	0
Crown	Crown	vvi	Crown	crown	0
all	all	d	all	all	0
your	your	po22	your	your	0
great	great	j	great	great	0
ingagements	ingagements	n2	engagements	engagement	0
with	with	p-acp	with	with	0
happy	happy	j	happy	happy	0
successe	successe	n1	success	success	0
,	,	,	,	,	0
make	make	vvb	make	make	0
you	you	pn22	you	you	0
stil	stil	av	still	still	0
a	a	dt	a	a	0
blessing	blessing	n1	blessing	blessing	0
,	,	,	,	,	0
and	and	cc	and	and	0
rejoycing	rejoycing	vvg	rejoicing	rejoice	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
English	English	jp	English	english	0
Nation	Nation	n1	Nation	nation	0
,	,	,	,	,	0
preserve	preserve	vvb	preserve	preserve	0
your	your	po22	your	your	0
Person	Person	n1	Person	person	0
,	,	,	,	,	0
increase	increase	vvb	increase	increase	0
your	your	po22	your	your	0
Honour	Honour	n1	Honour	honour	0
,	,	,	,	,	0
support	support	vvb	support	support	0
your	your	po22	your	your	0
Heart	Heart	n1	Heart	heart	0
,	,	,	,	,	0
direct	direct	vvb	direct	direct	0
your	your	po22	your	your	0
steps	steps	n2	steps	step	0
,	,	,	,	,	0
immortalize	immortalize	vvi	immortalise	immortalize	0
your	your	po22	your	your	0
name	name	n1	name	name	0
here	here	av	here	here	0
,	,	,	,	,	0
and	and	cc	and	and	0
lade	lade	vvb	lade	lade	0
your	your	po22	your	your	0
Excellency	Excellency	n1	Excellency	excellency	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
most	most	av-ds	most	most	0
excellent	excellent	j	excellent	excellent	0
weight	weight	n1	weight	weight	0
of	of	pp-f	of	of	0
glory	glory	n1	glory	glory	0
hereafter	hereafter	av	hereafter	hereafter	0
.	.	.	.	.	1
So	So	av	So	so	0
ever	ever	av	ever	ever	0
prayeth	prayeth	vvz	prayeth	pray	0
,	,	,	,	,	0
and	and	cc	and	and	0
so	so	av	so	so	0
ever	ever	av	ever	ever	0
must	must	vmb	must	must	0
pray	pray	vvi	pray	pray	0
,	,	,	,	,	0
From	From	p-acp	From	from	0
my	my	po11	my	my	0
Study	Study	n1	Study	study	0
in	in	p-acp	in	in	0
Little	Little	j	Little	little	0
Britain	Britain	np1	Britain	Britain	0
,	,	,	,	,	0
Sep.	Sep.	np1	Sep.	Sep.	1
30.	30.	crd	30.	30.	0
1644.	1644.	crd	1644.	1644.	1
