Madam	Madam	n1	Madam	madam	0
fantasticated	fantasticated	j	fantasticated	fantasticated	0
rules	rules	n2	rules	rule	0
of	of	pp-f	of	of	0
Art	Art	n1	Art	art	0
,	,	,	,	,	0
Architecture	Architecture	np1	Architecture	Architecture	0
,	,	,	,	,	0
and	and	cc	and	and	0
proportion	proportion	n1	proportion	proportion	0
,	,	,	,	,	0
let	let	vvb	let	let	0
them	them	pno32	them	they	0
observe	observe	vvi	observe	observe	0
them	them	pno32	them	they	0
that	that	cst	that	that	0
list	list	vvb	list	listen	0
:	:	:	:	:	0
and	and	cc	and	and	0
commonly	commonly	av-j	commonly	common	0
who	who	r-crq	who	who	0
most	most	av-ds	most	most	0
affects	affects	vvz	affects	affect	0
them	them	pno32	them	they	0
,	,	,	,	,	0
most	most	av-ds	most	most	0
failes	failes	vvz	fails	fail	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
generall	generall	j	general	general	0
delightfulnesse	delightfulnesse	n1	delightfulness	delightfulness	0
and	and	cc	and	and	0
use	use	n1	use	use	0
.	.	.	.	.	1
Poetry	Poetry	n1	Poetry	poetry	0
is	is	vbz	is	be	0
in	in	p-acp	in	in	0
truth	truth	n1	truth	truth	0
a	a	dt	a	a	0
kind	kind	n1	kind	kind	0
of	of	pp-f	of	of	0
Musick	Musick	n1	Music	music	0
,	,	,	,	,	0
the	the	dt	the	the	0
fable	fable	n1	fable	fable	0
of	of	pp-f	of	of	0
Orpheus	Orpheus	np1	Orpheus	Orpheus	0
expressed	expressed	vvd	expressed	express	0
as	as	c-acp	as	as	0
much	much	av-d	much	much	0
;	;	;	;	;	0
Musick	Musick	n1	Music	music	0
hath	hath	vhz	hath	have	0
its	its	po31	its	its	0
Anthems	Anthems	n2	Anthems	anthem	0
,	,	,	,	,	0
Pavens	Pavens	n2	Pavens	paven	0
,	,	,	,	,	0
Fantesies	Fantesies	n2	Fantesies	fantasy	0
,	,	,	,	,	0
Galliards	Galliards	n2	Galliards	galliard	0
,	,	,	,	,	0
Courantoes	Courantoes	n2	Courantoes	courantoe	0
,	,	,	,	,	0
Ayres	Ayres	n2	Airs	air	0
,	,	,	,	,	0
Sarabands	Sarabands	n2	Sarabands	saraband	0
,	,	,	,	,	0
Toyes	Toyes	n2	Toys	toy	0
,	,	,	,	,	0
Cromatiques	Cromatiques	n1	Cromatiques	cromatiques	0
,	,	,	,	,	0
&c.	&c.	av	etc.	etc	1
And	And	cc	And	and	0
Verses	Verses	n2	Verses	verse	0
have	have	vhb	have	have	0
their	their	po32	their	their	0
Hymmes	Hymmes	n2	Hymns	hymn	0
,	,	,	,	,	0
Tragedies	Tragedies	n2	Tragedies	tragedy	0
,	,	,	,	,	0
Satyres	Satyres	n2	Satires	satyr	0
,	,	,	,	,	0
Heroiques	Heroiques	n2	Heroiques	heroique	0
,	,	,	,	,	0
Sonets	Sonets	n2	Sonnets	sonnet	0
,	,	,	,	,	0
Odes	Odes	n2	Odes	ode	0
,	,	,	,	,	0
Songs	Songs	n2	Songs	song	0
,	,	,	,	,	0
Epigrams	Epigrams	n2	Epigrams	epigram	0
,	,	,	,	,	0
Distiques	Distiques	n2	Distiques	distique	0
,	,	,	,	,	0
and	and	cc	and	and	0
Strong	Strong	j	Strong	strong	0
lines	lines	n2	lines	line	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
are	are	vbr	are	be	0
their	their	po32	their	their	0
Cromatiques	Cromatiques	n1	Cromatiques	cromatiques	0
,	,	,	,	,	0
and	and	cc	and	and	0
of	of	pp-f	of	of	0
themselves	themselves	px32	themselves	themselves	0
may	may	vmb	may	may	0
bee	bee	vbi	be	be	0
excellent	excellent	j	excellent	excellent	0
in	in	p-acp	in	in	0
their	their	po32	their	their	0
Art	Art	n1	Art	art	0
;	;	;	;	;	0
but	but	cc-acp	but	but	0
long	long	av-j	long	long	0
dwelt	dwelt	vvd	dwelled	dwell	0
upon	upon	p-acp	upon	upon	0
grow	grow	vvi	grow	grow	0
harsh	harsh	j	harsh	harsh	0
and	and	cc	and	and	0
distastefull	distastefull	j	distasteful	distasteful	0
.	.	.	.	.	1
The	The	dt	The	the	0
commandements	commandements	n2	commandments	commandment	0
and	and	cc	and	and	0
preceptives	preceptives	n2-jn	preceptives	preceptive	0
are	are	vbr	are	be	0
none	none	pix	none	none	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
poeticall	poeticall	j	poetical	poetical	0
parts	parts	n2	parts	part	0
of	of	pp-f	of	of	0
Scripture	Scripture	n1	Scripture	scripture	0
.	.	.	.	.	1
Though	Though	cs	Though	though	0
I	I	pns11	I	i	0
am	am	vbm	am	be	0
no	no	dx	no	no	0
part	part	n1	part	part	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
Scholar	Scholar	n1	Scholar	scholar	0
,	,	,	,	,	0
yet	yet	av	yet	yet	0
thus	thus	av	thus	thus	0
much	much	av-d	much	much	0
by	by	p-acp	by	by	0
casuall	casuall	j	casual	casual	0
opening	opening	n-vvg	opening	open	0
of	of	pp-f	of	of	0
books	books	n2	books	book	0
I	I	pns11	I	i	0
know	know	vvb	know	know	0
,	,	,	,	,	0
that	that	cst	that	that	0
Horace	Horace	np1	Horace	Horace	0
in	in	p-acp	in	in	0
matter	matter	n1	matter	matter	0
of	of	pp-f	of	of	0
love	love	n1	love	love	0
hates	hates	vvz	hates	hate	0
difficulty	difficulty	n1	difficulty	difficulty	0
:	:	:	:	:	0
and	and	cc	and	and	0
though	though	cs	though	though	0
I	I	pns11	I	i	0
beleeve	beleeve	vvb	believe	believe	0
it	it	pn31	it	it	0
an	an	dt	and	a	0
imitation	imitation	n1	imitation	imitation	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
abrupt	abrupt	j	abrupt	abrupt	0
and	and	cc	and	and	0
harsh	harsh	j	harsh	harsh	0
veine	veine	n1	vein	vein	0
in	in	p-acp	in	in	0
his	his	po31	his	his	0
more	more	av-dc	more	more	0
serious	serious	j	serious	serious	0
peeces	peeces	n2	pieces	piece	0
,	,	,	,	,	0
that	that	cst	that	that	0
upon	upon	p-acp	upon	upon	0
the	the	dt	the	the	0
worthinesse	worthinesse	n1	worthiness	worthiness	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
name	name	n1	name	name	0
and	and	cc	and	and	0
matter	matter	n1	matter	matter	0
,	,	,	,	,	0
hath	hath	vhz	hath	have	0
debaucht	debaucht	vvd	debauched	debauch	0
many	many	d	many	many	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
formerly	formerly	av-j	formerly	former	0
used	used	vvd	used	use	0
,	,	,	,	,	0
more	more	av-dc	more	more	0
open	open	j	open	open	0
,	,	,	,	,	0
familiar	familiar	j-jn	familiar	familiar	0
and	and	cc	and	and	0
pleasing	pleasing	j-vvg	pleasing	please	0
manner	manner	n1	manner	manner	0
of	of	pp-f	of	of	0
versifying	versifying	vvg	versifying	versify	0
;	;	;	;	;	0
yet	yet	av	yet	yet	0
I	I	pns11	I	i	0
finde	finde	vvb	find	find	0
that	that	cst	that	that	0
even	even	av	even	even	0
himselfe	himselfe	px31	himself	himself	0
(	(	(	(	(	0
howsoever	howsoever	c-acp	howsoever	howsoever	0
either	either	d	either	either	0
naturally	naturally	av-j	naturally	natural	0
or	or	cc	or	or	0
affectedly	affectedly	av-vvn	affectedly	affect	0
rugged	rugged	j	rugged	rugged	0
,	,	,	,	,	0
except	except	c-acp	except	except	0
his	his	po31	his	his	0
Lyrick	Lyrick	j	Lyric	lyric	0
veine	veine	n1	vein	vein	0
)	)	)	)	)	0
when	when	c-crq	when	when	0
hee	hee	pns31	he	he	0
uttereth	uttereth	vvz	utters	utter	0
his	his	po31	his	his	0
judgement	judgement	n1	judgement	judgement	0
,	,	,	,	,	0
or	or	cc	or	or	0
prescribeth	prescribeth	vvz	prescribeth	prescribe	0
to	to	pc-acp	to	to	0
others	others	n2-jn	others	other	0
concerning	concerning	vvg	concerning	concern	0
measured	measured	j-vvn	measured	measure	0
compositions	compositions	n2	compositions	composition	0
,	,	,	,	,	0
no	no	dx	no	no	0
man	man	n1	man	man	0
is	is	vbz	is	be	0
more	more	av-dc	more	more	0
frequent	frequent	j	frequent	frequent	0
in	in	p-acp	in	in	0
recommendation	recommendation	n1	recommendation	recommendation	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
round	round	j	round	round	0
,	,	,	,	,	0
current	current	n1	current	current	0
,	,	,	,	,	0
cleare	cleare	j	clear	clear	0
and	and	cc	and	and	0
gracefull	gracefull	j	graceful	graceful	0
delivery	delivery	n1	delivery	delivery	0
:	:	:	:	:	0
but	but	cc-acp	but	but	0
what	what	q-crq	what	what	0
his	his	po31	his	his	0
morall	morall	n1	moral	moral	0
,	,	,	,	,	0
solid	solid	j	solid	solid	0
and	and	cc	and	and	0
satyrick	satyrick	j	satyric	satyric	0
matter	matter	n1	matter	matter	0
dispenst	dispenst	vvn	dispensed	dispense	0
with	with	p-acp	with	with	0
,	,	,	,	,	0
is	is	vbz	is	be	0
in	in	p-acp	in	in	0
slighter	slighter	jc	slighter	slight	0
stuffe	stuffe	n1	stuff	stuff	0
intolerable	intolerable	j	intolerable	intolerable	0
:	:	:	:	:	0
there	there	pc-acp	there	there	0
shall	shall	vmb	shall	shall	0
you	you	pn22	you	you	0
find	find	vvi	find	find	0
the	the	dt	the	the	0
rough	rough	j	rough	rough	0
hands	hands	n2	hands	hand	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
not	not	xx	not	not	0
the	the	dt	the	the	0
voyce	voyce	n1	voice	voice	0
and	and	cc	and	and	0
substance	substance	n1	substance	substance	0
;	;	;	;	;	0
let	let	vvb	let	let	0
them	them	pno32	them	they	0
rather	rather	av-c	rather	rather	0
imitate	imitate	vvi	imitate	imitate	0
his	his	po31	his	his	0
best	best	js	best	best	0
,	,	,	,	,	0
then	then	cs	then	than	0
his	his	po31	his	his	0
worst	worst	js	worst	worst	0
.	.	.	.	.	1
It	It	pn31	It	it	0
cannot	cannot	vmbx	cannot	can	0
bee	bee	vbi	be	be	0
good	good	j	good	good	0
in	in	p-acp	in	in	0
limited	limited	j-vvn	limited	limit	0
lines	lines	n2	lines	line	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
are	are	vbr	are	be	0
a	a	dt	a	a	0
purposed	purposed	j-vvn	purposed	purpose	0
pause	pause	n1	pause	pause	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
voyce	voyce	n1	voice	voice	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
carry	carry	vvi	carry	carry	0
with	with	p-acp	with	with	0
a	a	dt	a	a	0
counter-time	counter-time	n1	counter-time	counter-time	0
the	the	dt	the	the	0
period	period	n1	perjod	period	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
sense	sense	n1	sense	sense	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
body	body	n1	body	body	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
next	next	ord	next	next	0
line	line	n1	line	line	0
,	,	,	,	,	0
much	much	av-d	much	much	0
lesse	lesse	av-dc	less	less	0
to	to	pc-acp	to	to	0
dismember	dismember	vvi	dismember	dismember	0
an	an	dt	and	a	0
innocent	innocent	j-jn	innocent	innocent	0
word	word	n1	word	word	0
,	,	,	,	,	0
that	that	cst	that	that	0
every	every	d	every	every	0
child	child	n1	child	child	0
according	according	vvg	according	accord	0
to	to	p-acp	to	to	0
nature	nature	n1	nature	nature	0
,	,	,	,	,	0
and	and	cc	and	and	0
use	use	vvi	use	use	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
spelling	spelling	j-vvg	spelling	spell	0
would	would	vmd	would	will	0
put	put	vvi	put	put	0
together	together	av	together	together	0
;	;	;	;	;	0
and	and	cc	and	and	0
words	words	n2	words	word	0
have	have	vhb	have	have	0
a	a	dt	a	a	0
naturall	naturall	j	natural	natural	0
ayre	ayre	n1	air	air	0
,	,	,	,	,	0
accent	accent	n1	accent	accent	0
,	,	,	,	,	0
and	and	cc	and	and	0
quantitie	quantitie	n1	quantity	quantity	0
,	,	,	,	,	0
whence	whence	c-crq	whence	whence	0
to	to	pc-acp	to	to	0
strayne	strayne	vvi	strain	strain	0
them	them	pno32	them	they	0
is	is	vbz	is	be	0
to	to	pc-acp	to	to	0
rack	rack	vvi	rack	rack	0
both	both	d	both	both	0
them	them	pno32	them	they	0
and	and	cc	and	and	0
the	the	dt	the	the	0
reader	reader	n1	reader	reader	0
:	:	:	:	:	0
Who	Who	r-crq	Who	who	0
will	will	vmb	will	will	0
set	set	vvi	set	set	0
himselfe	himselfe	px31	himself	himself	0
to	to	pc-acp	to	to	0
daunce	daunce	vvi	dance	dance	0
,	,	,	,	,	0
or	or	cc	or	or	0
his	his	po31	his	his	0
horse	horse	n1	horse	horse	0
to	to	pc-acp	to	to	0
manage	manage	vvi	manage	manage	0
,	,	,	,	,	0
let	let	vvb	let	let	0
him	him	pno31	him	he	0
seeke	seeke	vvi	seek	seek	0
to	to	pc-acp	to	to	0
observe	observe	vvi	observe	observe	0
good	good	j	good	good	0
time	time	n1	time	time	0
,	,	,	,	,	0
ayre	ayre	n1	air	air	0
,	,	,	,	,	0
and	and	cc	and	and	0
fashion	fashion	n1	fashion	fashion	0
:	:	:	:	:	0
no	no	dx	no	no	0
man	man	n1	man	man	0
is	is	vbz	is	be	0
fit	fit	j	fit	fit	0
for	for	p-acp	for	for	0
all	all	d	all	all	0
things	things	n2	things	thing	0
;	;	;	;	;	0
whose	whose	rg-crq	whose	who	0
Genius	Genius	n1	Genius	genius	0
was	was	vbds	was	be	0
borne	borne	vvn	born	bear	0
for	for	p-acp	for	for	0
prose	prose	n1	prose	prose	0
,	,	,	,	,	0
let	let	vvb	let	let	0
him	him	pno31	him	he	0
write	write	vvi	write	write	0
prose	prose	n1	prose	prose	0
,	,	,	,	,	0
rather	rather	av-c	rather	rather	0
then	then	cs	then	than	0
affecting	affecting	vvg	affecting	affect	0
Verse	Verse	n1	Verse	verse	0
to	to	pc-acp	to	to	0
make	make	vvi	make	make	0
such	such	d	such	such	0
unnaturall	unnaturall	j	unnatural	unnatural	0
stuffe	stuffe	n1	stuff	stuff	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
shall	shall	vmb	shall	shall	0
bee	bee	vbi	be	be	0
good	good	j	good	good	0
neither	neither	av-dx	neither	neither	0
.	.	.	.	.	1
I	I	pns11	I	i	0
pity	pity	vvb	pity	pity	0
both	both	d	both	both	0
in	in	p-acp	in	in	0
my	my	po11	my	my	0
selfe	selfe	n1	self	self	0
and	and	cc	and	and	0
others	others	n2-jn	others	other	0
to	to	pc-acp	to	to	0
see	see	vvi	see	see	0
the	the	dt	the	the	0
best	best	js	best	best	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
matter	matter	n1	matter	matter	0
in	in	p-acp	in	in	0
one	one	crd	one	one	0
place	place	n1	place	place	0
so	so	av	so	so	0
extreamly	extreamly	av-jn	extremely	extreme	0
prest	prest	vvn	pressed	press	0
,	,	,	,	,	0
that	that	cst	that	that	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
a	a	dt	a	a	0
labour	labour	n1	labour	labour	0
to	to	pc-acp	to	to	0
discover	discover	vvi	discover	discover	0
it	it	pn31	it	it	0
,	,	,	,	,	0
and	and	cc	and	and	0
yet	yet	av	yet	yet	0
in	in	p-acp	in	in	0
another	another	j-jn	another	another	0
part	part	n1	part	part	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
same	same	d	same	same	0
peece	peece	n1	piece	piece	0
slight	slight	j	slight	slight	0
and	and	cc	and	and	0
superfluous	superfluous	j	superfluous	superfluous	0
stuffe	stuffe	n1	stuff	stuff	0
dilated	dilated	vvn	dilated	dilate	0
at	at	p-acp	at	at	0
large	large	j	large	large	0
.	.	.	.	.	1
A	A	dt	A	a	0
Poet	Poet	n1	Poet	poet	0
should	should	vmd	should	shall	0
raise	raise	vvi	raise	raise	0
light	light	n1	light	light	0
from	from	p-acp	from	from	0
smoak	smoak	n1	smoke	smoke	0
,	,	,	,	,	0
not	not	xx	not	not	0
blow	blow	n1	blow	blow	0
that	that	cst	that	that	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
light	light	j	light	light	0
with	with	p-acp	with	with	0
him	him	pno31	him	he	0
to	to	pc-acp	to	to	0
carry	carry	vvi	carry	carry	0
but	but	p-acp	but	but	0
smoak	smoak	n1	smoke	smoke	0
to	to	p-acp	to	to	0
another	another	j-jn	another	another	0
.	.	.	.	.	1
King	King	n1	King	king	0
Iames.	Iames.	np1	Iames.	James	0
I	I	pns11	I	i	0
am	am	vbm	am	be	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
Majesties	Majesties	ng1	Majesties	majesty	0
mind	mind	n1	mind	mind	0
,	,	,	,	,	0
that	that	cst	that	that	0
the	the	dt	the	the	0
best	best	js	best	best	0
eloquence	eloquence	n1	eloquence	eloquence	0
is	is	vbz	is	be	0
to	to	pc-acp	to	to	0
make	make	vvi	make	make	0
our	our	po12	our	our	0
selves	selves	n2	selves	self	0
clearely	clearely	av-j	clearly	clear	0
understood	understood	vvn	understood	understand	0
,	,	,	,	,	0
and	and	cc	and	and	0
that	that	cst	that	that	0
to	to	p-acp	to	to	0
him	him	pno31	him	he	0
who	who	r-crq	who	who	0
hath	hath	vhz	hath	have	0
leasure	leasure	n1	leisure	leisure	0
,	,	,	,	,	0
there	there	pc-acp	there	there	0
need	need	vvi	need	need	0
no	no	dx	no	no	0
abbreviations	abbreviations	n2	abbreviations	abbreviation	0
:	:	:	:	:	0
I	I	pns11	I	i	0
had	had	vhd	had	have	0
rather	rather	av-c	rather	rather	0
pay	pay	vvi	pay	pay	0
for	for	p-acp	for	for	0
a	a	dt	a	a	0
little	little	j	little	little	0
more	more	dc	more	more	0
paper	paper	n1	paper	paper	0
then	then	cs	then	than	0
to	to	pc-acp	to	to	0
bee	bee	vbi	be	be	0
put	put	vvn	put	put	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
cost	cost	n1	cost	cost	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
braine	braine	n1	brain	brain	0
.	.	.	.	.	1
Sir	Sir	n1	Sir	sir	0
Philip	Philip	np1	Philip	Philip	0
Sidney	Sidney	np1	Sidney	Sidney	0
.	.	.	.	.	1
The	The	dt	The	the	0
admirable	admirable	j	admirable	admirable	0
inventions	inventions	n2	inventions	invention	0
and	and	cc	and	and	0
matter	matter	n1	matter	matter	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
unimitable	unimitable	j	unimitable	unimitable	0
Uncles	Uncles	n2	Uncles	uncle	0
extant	extant	j	extant	extant	0
works	works	n2	works	work	0
flourish	flourish	vvb	flourish	flourish	0
in	in	p-acp	in	in	0
applause	applause	n1	applause	applause	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
a	a	dt	a	a	0
happy	happy	j	happy	happy	0
and	and	cc	and	and	0
familiar	familiar	j-jn	familiar	familiar	0
display	display	vvi	display	display	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
beauties	beauties	n2	beauty's	beauty	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
meanest	meanest	js	meanest	mean	0
,	,	,	,	,	0
including	including	vvg	including	include	0
withall	withall	av	withal	withal	0
such	such	d	such	such	0
generositie	generositie	n1	generosity	generosity	0
of	of	pp-f	of	of	0
truely	truely	av-j	truly	true	0
and	and	cc	and	and	0
profoundly	profoundly	av-j	profoundly	profound	0
extracted	extracted	vvn	extracted	extract	0
conceit	conceit	n1	conceit	conceit	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
most	most	av-ds	most	most	0
inward	inward	j	inward	inward	0
life	life	n1	life	life	0
of	of	pp-f	of	of	0
whatsoever	whatsoever	r-crq	whatsoever	whatsoever	0
hee	hee	pns31	he	he	0
expresseth	expresseth	vvz	expresses	express	0
,	,	,	,	,	0
that	that	cst	that	that	0
the	the	dt	the	the	0
strongest	strongest	js	strongest	strong	0
and	and	cc	and	and	0
clearest	clearest	js	clearest	clear	0
seeing	seeing	vvg	seeing	see	0
judgements	judgements	n2	judgements	judgement	0
may	may	vmb	may	may	0
rest	rest	vvi	rest	rest	0
satisfied	satisfied	vvn	satisfied	satisfy	0
,	,	,	,	,	0
yea	yea	uh	yea	yea	0
transported	transported	vvn	transported	transport	0
in	in	p-acp	in	in	0
contemplation	contemplation	n1	contemplation	contemplation	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
most	most	av-ds	most	most	0
lively	lively	j	lively	lively	0
and	and	cc	and	and	0
pleasing	pleasing	j-vvg	pleasing	please	0
touches	touches	n2	touches	touch	0
that	that	cst	that	that	0
a	a	dt	a	a	0
soule	soule	n1	soul	soul	0
can	can	vmb	can	can	0
apprehend	apprehend	vvi	apprehend	apprehend	0
,	,	,	,	,	0
or	or	cc	or	or	0
a	a	dt	a	a	0
pen	pen	n1	pen	pen	0
distill	distill	vvi	distil	distil	0
.	.	.	.	.	1
Yet	Yet	av	Yet	yet	0
somewhat	somewhat	av	somewhat	somewhat	0
more	more	av-dc	more	more	0
to	to	pc-acp	to	to	0
authorise	authorise	vvi	authorise	authorise	0
my	my	po11	my	my	0
selfe	selfe	n1	self	self	0
,	,	,	,	,	0
Lipsius	Lipsius	np1	Lipsius	Lipsius	0
upon	upon	p-acp	upon	upon	0
perspicuity	perspicuity	n1	perspicuity	perspicuity	0
holds	holds	vvz	holds	hold	0
it	it	pn31	it	it	0
the	the	dt	the	the	0
greatest	greatest	js	greatest	great	0
misery	misery	n1	misery	misery	0
in	in	p-acp	in	in	0
writing	writing	vvg	writing	write	0
,	,	,	,	,	0
not	not	xx	not	not	0
onely	onely	j	only	only	0
not	not	xx	not	not	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
understood	understood	vvn	understood	understand	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
understood	understood	vvn	understood	understand	0
with	with	p-acp	with	with	0
difficulty	difficulty	n1	difficulty	difficulty	0
:	:	:	:	:	0
and	and	cc	and	and	0
the	the	dt	the	the	0
sharp-witted	sharp-witted	j	sharp-witted	sharp-witted	0
Hunc	Hunc	fw-la	Hunc	hunc	0
vol	vol	fw-it	vol	vol	0
•	•	•	•	•	0
qui	qui	fw-fr	qui	qui	0
fiat	fiat	n1	fiat	fiat	0
non	non	fw-fr	non	non	0
sine	sine	fw-la	sine	sine	0
pane	pane	fw-la	pane	pane	0
s	s	sy	s	s	0
•	•	•	•	•	0
tur	tur	fw-la	tur	tur	0
.	.	.	.	.	1
Martial	Martial	j	Martial	martial	0
in	in	p-acp	in	in	0
contempt	contempt	n1	contempt	contempt	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
more	more	av-dc	more	more	0
formall	formall	j	formal	formal	0
and	and	cc	and	and	0
severe	severe	j	severe	severe	0
censurers	censurers	n2	censurers	censurer	0
and	and	cc	and	and	0
Writers	Writers	n2	Writers	writer	0
,	,	,	,	,	0
professeth	professeth	vvz	professes	profess	0
that	that	cst	that	that	0
hee	hee	pns31	he	he	0
would	would	vmd	would	will	0
have	have	vhi	have	have	0
his	his	po31	his	his	0
verses	verses	n2	verses	verse	0
need	need	vvb	need	need	0
neither	neither	av-dx	neither	neither	0
an	an	dt	and	a	0
Apollo	Apollo	np1	Apollo	Apollo	0
,	,	,	,	,	0
nor	nor	ccx	nor	nor	0
Grammarian	Grammarian	n1	Grammarian	grammarian	0
;	;	;	;	;	0
and	and	cc	and	and	0
howsoever	howsoever	c-acp	howsoever	howsoever	0
some	some	d	some	some	0
may	may	vmb	may	may	0
deny	deny	vvi	deny	deny	0
him	him	pno31	him	he	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
exact	exact	j	exact	exact	0
,	,	,	,	,	0
himself	himself	px31	himself	himself	0
in	in	p-acp	in	in	0
his	his	po31	his	his	0
entertainments	entertainments	n2	entertainments	entertainment	0
affects	affects	vvz	affects	affect	0
rather	rather	av-c	rather	rather	0
to	to	pc-acp	to	to	0
please	please	vvi	please	please	0
his	his	po31	his	his	0
Guests	Guests	n2	Guests	guest	0
then	then	cs	then	than	0
Cooks	Cooks	n2	Cooks	cook	0
.	.	.	.	.	1
Verses	Verses	n2	Verses	verse	0
of	of	pp-f	of	of	0
love	love	n1	love	love	0
should	should	vmd	should	shall	0
be	be	vbi	be	be	0
verses	verses	n2	verses	verse	0
of	of	pp-f	of	of	0
pleasure	pleasure	n1	pleasure	pleasure	0
,	,	,	,	,	0
&	&	cc	&	and	0
to	to	pc-acp	to	to	0
please	please	vvi	please	please	0
in	in	p-acp	in	in	0
love	love	n1	love	love	0
,	,	,	,	,	0
the	the	dt	the	the	0
smoother	smoother	jc	smoother	smooth	0
fac'd	fac'd	vvd	faced	face	0
the	the	dt	the	the	0
better	better	jc	better	better	0
.	.	.	.	.	1
I	I	pns11	I	i	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
crabbed	crabbed	j	crabbed	crabbed	0
and	and	cc	and	and	0
rugged	rugged	j	rugged	rugged	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
will	will	vmb	will	will	0
never	never	av-x	never	never	0
affect	affect	vvi	affect	affect	0
to	to	pc-acp	to	to	0
bee	bee	vbi	be	be	0
so	so	av	so	so	0
,	,	,	,	,	0
especially	especially	av-j	especially	especial	0
in	in	p-acp	in	in	0
verses	verses	n2	verses	verse	0
,	,	,	,	,	0
whose	whose	rg-crq	whose	who	0
true	true	j	true	true	0
nature	nature	n1	nature	nature	0
and	and	cc	and	and	0
use	use	n1	use	use	0
is	is	vbz	is	be	0
to	to	pc-acp	to	to	0
worke	worke	vvi	work	work	0
a	a	dt	a	a	0
kind	kind	n1	kind	kind	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
Charme	Charme	n1	Charm	charm	0
upon	upon	p-acp	upon	upon	0
the	the	dt	the	the	0
mind	mind	n1	mind	mind	0
,	,	,	,	,	0
even	even	av	even	even	0
with	with	p-acp	with	with	0
slightnesse	slightnesse	n1	slightness	slightness	0
of	of	pp-f	of	of	0
matter	matter	n1	matter	matter	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
well	well	av	well	well	0
wrought	wrought	vvn	wrought	wrought	0
and	and	cc	and	and	0
exquisite	exquisite	j	exquisite	exquisite	0
harmony	harmony	n1	harmony	harmony	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
Cadence	Cadence	n1	Cadence	cadence	0
,	,	,	,	,	0
and	and	cc	and	and	0
sound	sound	n1	found	sound	0
:	:	:	:	:	0
There	There	a-acp	There	there	0
being	being	vbg	being	be	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
transfused	transfused	vvn	transfused	transfuse	0
into	into	p-acp	into	into	0
verse	verse	n1	verse	verse	0
sometimes	sometimes	av	sometime	sometime	0
such	such	d	such	such	0
a	a	dt	a	a	0
naturall	naturall	j	natural	natural	0
spirit	spirit	n1	spirit	spirit	0
of	of	pp-f	of	of	0
magnanimity	magnanimity	n1	magnanimity	magnanimity	0
,	,	,	,	,	0
sometimes	sometimes	av	sometime	sometime	0
such	such	d	such	such	0
a	a	dt	a	a	0
soft	soft	j	soft	soft	0
,	,	,	,	,	0
wanton	wanton	j-jn	wanton	wanton	0
,	,	,	,	,	0
and	and	cc	and	and	0
melting	melting	j-vvg	melting	melt	0
aire	aire	n1	air	air	0
of	of	pp-f	of	of	0
passion	passion	n1	passion	passion	0
,	,	,	,	,	0
that	that	cst	that	that	0
the	the	dt	the	the	0
one	one	pi	one	one	0
shall	shall	vmb	shall	shall	0
never	never	av-x	never	never	0
faile	faile	vvi	fail	fail	0
